step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18
78500	-74.009149064810643	-72.473318769389408	-1.535830295421237	0.000068454603064	0.000018618665590	0.271985589812771	0.893643859139690	1	2	3	3	4	4	5	8	7	8	9	9	10	11	10	9	12	13	0	0	2	2	3	2	5	3	6	9	8	9	10	10	12	0	14	17	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1
79000	-71.850303315880282	-70.442065070838495	-1.408238245041792	0.000057455760721	0.000022278456944	0.387749751537348	0.597934119195988	1	2	3	3	4	3	5	8	7	8	6	9	10	10	10	10	12	13	0	0	2	2	3	2	3	5	5	9	5	10	10	12	12	0	15	17	1	1	1	1	1	1	1	3	2	1	1	1	2	1	1	1	2	1
79500	-62.726101044193015	-61.363222071679807	-1.362878972513210	0.000048610872695	0.000030003843859	0.617224958025579	0.932849959657760	1	2	3	3	4	4	5	7	7	8	9	9	10	11	10	11	13	14	0	0	2	2	3	4	5	7	5	9	7	10	10	15	12	0	14	17	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	2	1
80000	-68.554688373606098	-67.193836523234992	-1.360851850371106	0.000057421837263	0.000032976129508	0.574278551156247	0.936209181916923	1	2	3	3	4	4	5	6	7	8	6	9	9	11	10	10	12	14	0	0	2	2	3	4	5	5	3	9	5	10	10	15	12	0	15	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
80500	-70.444556835122512	-68.143373171160349	-2.301183663962167	0.000065625302973	0.000006734389756	0.102618798712121	0.848251272479731	1	2	3	3	4	3	5	7	6	7	9	9	10	11	10	10	13	14	0	0	2	2	3	2	5	5	5	9	8	10	12	15	12	0	15	17	1	1	1	1	1	1	1	3	2	1	2	1	1	1	1	1	1	1
81000	-64.630339886035927	-63.263223455721629	-1.367116430314302	0.000046912841309	0.000023234859596	0.495277176721150	0.732566184838567	1	2	3	3	4	4	5	8	6	8	9	9	10	11	10	11	13	14	0	0	2	2	3	2	5	7	3	9	8	10	10	12	12	0	15	17	1	1	1	1	1	2	1	3	2	1	1	1	1	2	1	1	3	1
81500	-74.330217281310567	-72.946019721634741	-1.384197559675830	0.000067833468478	0.000029498485570	0.434866242756514	0.709587585119780	0	2	3	3	4	4	5	5	7	8	9	9	10	11	10	10	12	14	0	0	2	2	3	2	3	3	7	9	7	10	10	15	12	0	12	12	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	3	3
82000	-75.063337533526408	-73.701776690425021	-1.361560843101387	0.000059136177083	0.000035341739038	0.597633137296952	0.824949097234005	-2	2	3	3	4	4	4	5	7	8	9	9	10	11	10	11	13	12	0	0	2	2	3	4	3	7	7	9	8	10	10	15	12	0	14	12	1	1	1	1	1	1	1	1	2	1	4	1	2	1	1	1	1	2
82500	-60.542197239587757	-59.089671811673860	-1.452525427913897	0.000092428318970	0.000030834602474	0.333605574763976	0.896342552606322	1	2	3	3	4	4	5	6	7	8	9	9	10	11	10	11	13	14	0	0	2	2	3	4	5	7	8	9	5	10	10	15	12	0	12	17	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1
83000	-62.186279669567682	-60.661001152775029	-1.525278516792650	0.000053050953141	0.000014759516484	0.278213973732390	0.786183477405753	1	1	3	2	4	4	5	8	7	8	9	9	10	11	10	11	13	14	0	0	4	2	3	4	5	5	7	9	8	10	10	13	12	0	14	17	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	2	1
83500	-72.559292107920726	-71.134278517999689	-1.425013589921037	0.000037647418210	0.000033569290598	0.891675769395174	0.936413283490928	1	1	3	2	4	3	5	7	6	7	8	9	10	10	8	10	12	14	0	0	2	2	3	4	5	7	7	9	8	15	10	12	10	0	14	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
84000	-71.805614629486470	-70.357435670216290	-1.448178959270175	0.000065377851668	0.000022092292114	0.337917070539987	0.734126583596781	1	2	3	3	4	4	5	8	5	6	9	9	9	10	8	11	13	14	0	0	2	2	3	2	5	7	3	9	8	15	10	12	10	0	12	17	1	1	1	1	1	2	1	2	2	1	1	1	2	1	1	1	3	1
84500	-68.988327345101112	-67.614444243663243	-1.373883101437876	0.000072726969099	0.000033860892390	0.465589214145892	0.739446212743705	1	2	3	3	4	4	5	7	6	8	9	9	10	11	10	10	13	14	0	0	2	2	3	4	3	7	7	9	2	10	10	15	12	0	14	17	1	1	1	1	1	1	1	2	1	2	4	1	1	1	1	1	1	1
85000	-74.254792119388711	-72.853855639484848	-1.400936479903861	0.000078017356987	0.000063335486745	0.811812770780587	0.706294554127901	0	2	3	3	4	4	5	5	7	8	7	9	10	11	10	11	13	14	0	0	2	2	3	2	6	5	8	9	7	10	10	15	12	0	14	12	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	4
85500	-64.337212051149919	-62.829892819871986	-1.507319231277931	0.000077578582572	0.000022470484399	0.289648040136209	0.740357905470791	1	2	3	3	4	4	5	8	6	8	9	9	7	11	10	10	13	13	0	0	2	2	3	4	5	7	7	13	8	10	9	12	12	0	14	14	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
86000	-74.863047133833533	-73.485664321859446	-1.377382811974084	0.000090105087957	0.000064450610296	0.715282696648350	0.911576412848598	-2	2	3	3	4	4	5	7	6	8	9	9	7	11	10	11	13	12	0	0	2	2	3	4	5	3	7	13	5	10	9	15	12	0	14	15	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1
86500	-74.999619708005724	-73.280059868696299	-1.719559839309427	0.000123903186774	0.000024488807833	0.197644697210016	0.745897798938320	1	2	3	3	4	4	5	7	6	8	9	9	10	11	7	10	13	14	0	0	2	2	3	2	5	9	7	15	5	15	12	10	9	0	12	17	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1	1	2	1
87000	-76.776922140426024	-75.399137729210892	-1.377784411215125	0.000068458162096	0.000049101421716	0.717247150853288	0.757279615548408	0	2	3	3	4	4	5	8	5	8	9	9	10	10	7	11	12	13	0	0	2	2	3	4	5	15	5	15	8	10	10	12	9	0	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1
87500	-75.433561063705767	-74.059721315442985	-1.373839748262778	0.000041687399249	0.000029058607895	0.697059745098734	0.745188349836343	-1	2	3	3	4	4	5	8	6	7	9	9	10	11	7	11	13	14	0	0	2	2	3	2	5	3	5	9	8	15	10	15	9	0	14	17	1	1	1	1	1	2	1	2	2	1	1	2	2	2	1	1	2	1
88000	-67.903146982072997	-66.536003194450686	-1.367143787622310	0.000056824198657	0.000028135154711	0.495126290836550	0.767889337685645	1	1	3	2	4	4	5	7	6	8	9	9	10	11	10	11	13	14	0	0	4	2	3	3	2	5	7	9	8	10	10	15	12	0	14	17	1	1	1	1	1	1	3	1	1	2	2	1	1	1	1	1	2	1
88500	-86.827829138829770	-85.243857516833415	-1.583971621996360	0.000085949549643	0.000021246856690	0.247201489453125	0.826483106659735	1	1	3	2	4	3	2	7	6	8	8	9	10	11	10	11	12	12	0	0	7	2	3	4	2	6	5	9	3	10	10	12	12	0	15	10	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	2	2
89000	-73.903624931528284	-72.387835589271774	-1.515789342256505	0.000031718486380	0.000036244014738	1.142677941937954	0.998489609782871	-1	1	3	2	4	4	2	8	7	8	9	9	9	8	10	11	13	14	0	0	7	2	3	4	2	5	5	9	8	14	10	9	12	0	15	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
89500	-75.018424998290087	-73.641071973434521	-1.377353024855563	0.000062739457892	0.000028482012292	0.453972878451478	0.831390024540676	1	1	3	3	4	4	2	8	6	7	9	9	10	8	10	11	13	14	0	0	7	7	3	2	2	6	5	9	8	14	10	10	12	0	15	17	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	3	1
90000	-84.887503201294507	-83.515602727824259	-1.371900473470252	0.000056868897654	0.000039026035270	0.686245678742468	0.585206352861385	1	1	3	3	3	4	2	7	7	8	8	9	10	11	10	9	13	14	0	0	7	2	7	4	2	3	3	9	3	10	10	12	12	0	10	14	1	1	1	2	1	1	1	2	2	1	2	1	1	2	1	1	4	3
90500	-78.440603351364601	-77.069449384407136	-1.371153966957459	0.000085959016614	0.000040926239253	0.476113395260903	0.811712611124809	1	2	3	3	4	4	5	7	6	8	9	9	7	11	8	10	11	13	0	0	2	2	3	4	3	5	5	13	8	15	9	15	13	0	15	17	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2
91000	-80.283796830785519	-78.860471855351591	-1.423324975433931	0.000073711942492	0.000026997606796	0.366258246407502	0.841769532880029	1	2	3	3	4	4	5	5	5	8	9	9	7	11	8	11	12	13	0	0	2	2	3	4	3	3	5	13	8	15	9	13	13	0	12	17	1	1	1	1	1	1	1	1	1	1	2	1	2	3	1	1	2	1
91500	-70.211842200272073	-68.796246479219732	-1.415595721052336	0.000040388960950	0.000034804365180	0.861729649925533	0.769154343203694	1	2	3	3	4	4	5	8	6	7	9	9	10	11	8	11	13	14	0	0	2	2	3	2	5	7	5	9	8	15	10	12	9	0	14	17	1	1	1	1	1	1	1	3	2	1	1	1	2	1	2	1	2	1
92000	-66.769831818197360	-65.081811758135657	-1.688020060061698	0.000064134578059	0.000013294026746	0.207283296283835	0.957311148100939	1	1	3	3	4	4	2	8	7	8	9	9	9	11	10	9	12	14	0	0	7	7	3	4	2	9	3	9	8	10	10	15	12	0	15	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
92500	-80.028033791611193	-78.345393931875577	-1.682639859735618	0.000082273865087	0.000017196963541	0.209020975526037	0.690045475628795	1	1	3	3	4	3	2	8	7	8	9	9	10	11	10	11	12	14	0	0	7	2	7	2	2	2	5	9	8	10	10	12	12	0	12	14	1	1	1	2	1	2	1	5	1	1	1	1	2	2	1	1	2	2
93000	-80.494164545340212	-79.122887823666474	-1.371276721673735	0.000081775254890	0.000038892859063	0.475606699301494	0.956044203403277	1	1	3	3	4	4	2	8	7	8	9	9	10	11	10	9	12	14	0	0	7	2	7	4	2	5	5	9	8	9	10	15	12	0	13	17	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1
93500	-76.674000405244996	-75.228336940328333	-1.445663464916664	0.000082952129488	0.000028244166539	0.340487540388422	0.702694226572693	0	1	3	2	4	4	3	7	7	8	9	9	10	11	10	11	13	14	0	0	2	2	3	4	2	5	3	9	8	10	10	12	12	0	14	14	1	1	1	1	1	1	1	2	3	1	2	1	2	2	1	1	1	2
94000	-87.553795918203818	-86.176104653154752	-1.377691265049072	0.000089393182738	0.000064076419379	0.716793131376324	0.731003024194452	0	2	3	3	4	4	4	6	7	8	9	9	10	11	10	9	11	13	0	0	2	2	3	4	3	4	7	8	6	9	8	12	12	0	15	17	1	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	1
94500	-64.267423188932952	-62.830152579628006	-1.437270609304952	0.000061180323928	0.000021382694957	0.349502807185350	0.930343470936729	1	2	3	3	4	4	5	5	7	8	9	9	9	10	10	11	13	14	0	0	2	2	3	4	5	5	8	9	7	10	10	12	12	0	12	17	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1
95000	-63.196151293565322	-61.824619889213103	-1.371531404352218	0.000051706604352	0.000024538224702	0.474566547336091	0.949658867484226	1	2	3	3	4	3	5	7	6	8	8	9	10	11	10	11	13	14	0	0	2	2	3	2	5	7	7	9	7	10	12	15	12	0	14	17	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1
95500	-67.644898657234606	-66.259355479041432	-1.385543178193177	0.000056500357717	0.000024382318081	0.431542720539549	0.792878157433818	1	1	3	3	2	4	4	8	7	8	9	9	10	11	10	11	13	14	0	0	5	2	2	4	3	3	3	9	8	10	10	12	12	0	15	17	1	1	1	1	1	1	1	3	2	1	1	1	1	2	1	1	2	1
96000	-63.861750134891146	-62.431325826717305	-1.430424308173838	0.000070771075845	0.000025295018662	0.357420292969230	0.870569065935514	1	1	3	3	2	4	5	8	7	8	9	9	10	11	10	11	13	14	0	0	5	2	2	4	3	7	7	9	8	10	10	15	12	0	15	17	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1
96500	-70.932047490187443	-69.562409392703714	-1.369638097483726	0.000087047392702	0.000058547629322	0.672594864754804	0.835117842817872	1	2	3	3	4	4	4	8	7	8	6	9	10	11	10	11	13	14	0	0	2	2	3	4	3	7	11	9	5	10	10	12	12	0	14	14	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1
97000	-67.219694529935296	-65.803164059713254	-1.416530470222048	0.000044069842233	0.000038110035059	0.864764499444713	0.727493633019965	0	2	3	3	4	4	5	8	6	8	9	9	10	11	10	11	12	14	0	0	2	2	3	4	5	7	7	9	8	10	10	12	12	0	12	17	1	1	1	1	1	1	1	3	1	2	1	1	1	2	1	1	3	2
97500	-64.540043055885093	-63.039001200268906	-1.501041855616191	0.000043035853188	0.000047535021935	1.104544662511404	0.716721796280068	1	2	3	3	4	4	5	8	6	8	9	9	7	11	10	11	13	14	0	0	2	2	3	2	5	3	5	13	8	10	9	15	12	0	14	17	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1
98000	-79.639001616068740	-78.179308030162588	-1.459693585906152	0.000047876286067	0.000015647241280	0.326826547447335	0.745725668759450	0	0	2	3	4	3	5	6	7	8	9	9	9	11	10	11	13	12	0	0	2	3	3	3	3	7	5	9	8	10	10	12	12	0	14	14	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	1	2	1
98500	-70.780373959482020	-69.175786567848945	-1.604587391633078	0.000036678780774	0.000050022500352	1.363799431074531	0.808395361904251	0	2	3	3	4	4	5	6	7	8	8	9	10	11	10	11	12	14	0	0	2	2	3	3	3	7	7	9	5	10	10	15	12	0	15	17	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	2	1
99000	-61.882764185567162	-60.482545276445748	-1.400218909121411	0.000056616980704	0.000045816395146	0.809234165720408	0.843172064858697	0	2	3	3	4	4	5	6	7	8	9	9	10	11	10	11	13	14	0	0	2	2	3	4	5	7	8	9	5	10	10	15	12	0	15	17	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1
99500	-81.042359477992918	-79.656054621990222	-1.386304856002700	0.000067607480522	0.000029051776755	0.429712459787254	0.741783054930436	1	2	3	3	4	4	5	8	6	7	8	9	9	11	10	11	12	14	0	0	2	2	3	3	3	9	5	9	6	10	10	12	12	0	12	17	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	3	2
100000	-72.640651331281916	-71.198837650370592	-1.441813680911318	0.000045679515276	0.000015738214783	0.344535503243681	0.800290036857653	1	1	3	3	4	4	5	8	6	8	9	9	10	10	10	11	13	14	0	0	2	2	4	4	5	7	7	9	7	10	10	10	12	0	15	17	1	1	1	1	1	1	1	2	1	2	2	1	2	2	1	1	3	1
