"","type","n","prop.ances.ok","msup.ances","merr.date","prop.imp.ok","mu1.ok","mu2.ok","merr.pi"
"005cc806e3","zuper",87,0.755813953488372,0.753197674418605,1.0364224137931,NA,1,1,0.010911708283769
