step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37
22000	-144.706448555708022	-143.102679820413471	-1.603768735294564	0.000116038672278	0.000027663555471	0.238399448459478	0.874995573215514	0	1	2	3	4	5	6	6	6	7	8	9	10	11	11	13	12	13	12	15	13	13	14	14	14	14	17	15	16	16	18	21	23	24	25	25	27	0	1	2	3	4	4	6	6	6	7	10	11	12	12	13	15	15	13	15	17	17	17	16	16	13	22	20	26	16	18	29	0	0	33	34	34	35	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1
22500	-152.337732496024302	-150.782055856646963	-1.555676639377352	0.000120669892297	0.000031508114192	0.261109988520025	0.940544786047909	0	1	2	3	4	5	6	6	7	7	8	9	10	11	11	12	12	13	13	15	13	13	13	13	11	14	14	15	16	15	19	18	23	24	25	25	26	0	1	2	3	4	4	6	4	6	7	10	11	12	13	13	15	15	13	17	19	17	17	16	15	13	22	19	26	20	18	29	0	0	33	34	34	33	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1
23000	-171.443390995397266	-169.909206742854366	-1.534184252542887	0.000133686360872	0.000036487743455	0.272935423011973	0.737665657354995	0	1	2	3	4	4	6	6	7	7	8	9	10	11	11	13	12	12	13	15	13	13	14	14	14	16	15	14	16	16	16	21	23	24	25	25	25	0	1	2	3	4	4	5	6	8	7	7	11	12	12	11	15	15	13	17	23	15	15	17	17	18	28	24	22	21	25	16	0	0	33	34	34	34	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	2	1	2	2	1	2	1	1	3	2	1	1	1	1	1	1	1
23500	-151.724633406069330	-150.305251857296525	-1.419381548772792	0.000092701926236	0.000034437384837	0.371485105385379	0.822988024014002	0	1	2	3	4	4	5	6	6	6	7	9	10	10	11	13	12	12	12	15	13	13	14	14	14	16	17	15	16	16	18	21	23	24	25	25	26	0	1	2	3	4	4	6	6	7	7	10	11	12	12	13	19	15	13	15	23	19	15	19	19	18	22	19	22	20	25	27	0	0	33	34	34	35	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	2	2	2	2	2	1	2	1	1	1	1	1	1	1
24000	-175.670416525533568	-174.212780341567566	-1.457636183965991	0.000124082573447	0.000040789945322	0.328732264237388	0.631453860878741	0	1	2	3	4	4	6	5	7	7	7	9	10	11	11	12	11	13	13	15	13	13	14	13	14	16	17	15	16	15	19	21	23	24	25	25	27	0	1	2	3	4	4	6	6	7	7	7	11	11	11	12	15	13	12	16	24	16	16	15	15	13	15	21	22	19	18	29	0	0	33	34	34	33	1	1	1	1	1	1	2	1	1	1	1	2	3	2	2	1	1	3	1	2	1	1	2	1	4	5	2	2	3	1	3	1	1	1	1	1	3
24500	-187.017885429033157	-185.105361561908836	-1.912523867124319	0.000122470047626	0.000018771516939	0.153274349960731	0.636398517297971	0	1	2	3	4	5	6	6	7	7	8	9	10	11	9	13	11	12	12	15	11	13	12	14	14	16	14	15	16	16	19	21	23	24	25	25	27	0	1	2	3	4	4	6	5	7	6	10	11	6	13	11	17	15	13	15	15	15	17	17	22	18	17	17	22	22	25	29	0	0	33	34	34	35	1	1	1	1	1	2	1	2	1	2	1	1	2	1	1	1	2	1	3	3	2	2	1	1	2	4	2	2	2	2	2	1	1	1	1	1	1
25000	-162.242302623003667	-160.856270536692733	-1.386032086310943	0.000108339089834	0.000046625225536	0.430363829046276	0.799076597214303	0	1	2	3	4	5	6	5	7	7	8	9	10	10	11	12	12	11	12	14	13	13	14	14	14	15	17	15	16	13	19	21	23	24	25	25	27	0	1	2	3	4	5	6	4	7	6	10	11	11	12	13	15	15	13	15	17	15	16	17	22	30	22	20	22	24	12	29	0	0	33	34	34	35	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	1	2
25500	-152.979665221262536	-151.557786070037594	-1.421879151224946	0.000101627085746	0.000037413644148	0.368146384139604	0.670216779420256	0	1	2	3	4	5	4	6	7	7	8	9	10	11	11	13	12	12	13	15	13	13	14	14	14	15	17	14	16	16	18	21	23	24	25	25	27	0	1	2	3	4	7	4	6	7	7	10	11	11	12	13	17	15	12	15	16	17	15	21	19	18	22	16	22	23	25	29	0	0	33	34	34	35	1	1	1	1	1	1	1	1	2	3	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	2	2	1	1	1	1	1	2
26000	-159.412736128443953	-157.802319955225585	-1.610416173218365	0.000152132625154	0.000035841439006	0.235593377617576	0.840211509809505	0	1	2	3	4	4	6	6	5	7	8	9	10	11	11	12	12	13	13	15	13	13	14	14	14	16	17	15	16	13	18	21	23	24	25	25	27	0	1	2	3	4	4	6	6	6	7	10	11	11	11	12	15	15	13	16	19	17	16	21	17	30	22	26	22	19	13	20	0	0	33	34	34	35	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	1	1	1
26500	-181.929850105251290	-180.457398148411073	-1.472451956840204	0.000149012240791	0.000047036565492	0.315655715543755	0.770234326817381	0	1	2	3	4	5	6	6	7	7	7	9	10	11	11	13	12	13	13	14	13	13	14	14	14	16	17	15	16	16	19	21	22	23	25	25	27	0	1	2	3	4	4	6	5	7	6	6	11	11	13	11	12	12	17	17	17	17	15	17	19	18	22	19	20	20	25	23	0	0	33	34	34	35	1	1	1	1	1	2	1	1	1	2	1	2	2	1	3	1	2	1	1	2	1	2	2	1	1	2	1	1	2	2	3	1	1	1	1	1	1
27000	-164.225552269891097	-162.722760021554251	-1.502792248336848	0.000090776346014	0.000026571695256	0.292716070020680	0.695913550824255	0	1	2	3	4	4	6	6	7	7	8	9	10	11	11	13	12	12	12	15	13	13	14	14	14	16	16	15	14	16	18	21	22	24	25	25	27	0	1	2	3	4	4	6	6	7	7	10	11	11	13	13	17	15	13	15	19	15	17	17	17	13	28	20	22	19	25	20	0	0	33	33	33	35	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	3	2	1	2	1	3	1	1	2	2	2	3	1	1	2	1	2	1
27500	-166.174063645355716	-164.546356666273482	-1.627706979082246	0.000144511108633	0.000033037031917	0.228612403774088	0.775484498833136	-1	0	1	2	4	5	6	6	7	7	8	9	10	11	11	13	12	12	12	15	13	13	13	14	14	15	17	14	16	16	17	20	23	24	25	25	26	0	1	2	3	4	5	6	4	7	7	7	10	12	12	12	17	15	13	15	24	19	19	19	19	18	28	20	16	24	18	29	0	0	33	34	34	35	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	3	1	1	1	1	1	1	1
28000	-156.345547660568258	-154.979885442772655	-1.365662217795594	0.000087145580294	0.000043913497727	0.503909636943189	0.892539448195487	-1	0	1	3	4	4	6	6	7	7	8	9	10	11	11	13	12	12	13	15	13	13	13	13	14	16	17	15	16	15	18	21	23	24	25	25	26	0	1	2	3	4	4	6	4	7	8	10	11	11	12	13	17	15	13	17	21	17	15	15	15	18	28	24	22	20	25	29	0	0	33	34	34	35	1	1	1	2	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2	1	1	1	1	1	1
28500	-168.588828056845557	-166.957869491405347	-1.630958565440213	0.000081531931352	0.000018536114467	0.227347913378019	0.568350655428296	0	1	2	3	4	5	6	6	7	7	8	9	10	11	11	12	12	13	13	14	12	13	14	14	14	16	17	15	16	15	19	20	22	24	25	25	27	0	1	2	3	4	4	3	6	7	6	7	10	12	13	12	15	15	12	15	19	15	16	17	16	18	22	17	22	24	25	29	0	0	33	34	34	35	1	1	1	1	1	2	3	1	1	1	2	2	1	1	2	1	1	2	2	1	1	1	2	2	1	3	5	2	2	1	2	1	1	1	1	1	1
29000	-173.608976735055705	-171.981676526585801	-1.627300208469908	0.000142736666888	0.000032654099562	0.228771627319878	0.802139959916585	0	1	3	3	4	5	6	6	7	7	8	9	10	11	11	13	12	12	13	15	13	13	14	14	14	16	17	15	16	16	17	20	22	24	25	24	27	0	1	2	2	4	3	6	3	7	7	10	11	10	12	13	13	15	12	17	23	17	15	22	22	18	28	20	22	16	25	16	0	0	33	33	33	36	1	1	2	2	1	2	1	1	1	1	1	1	2	2	1	2	1	3	1	1	1	2	1	1	2	1	1	2	2	2	1	1	1	2	3	2	2
29500	-154.868851934739070	-153.062733211446840	-1.806118723292224	0.000148934346071	0.000026085463430	0.175147399629681	0.748976262276586	0	1	2	3	4	5	6	6	7	7	8	9	10	11	11	13	12	12	12	15	13	13	14	14	13	15	17	14	14	15	16	21	23	24	25	25	26	0	1	2	3	4	4	6	4	6	7	10	11	12	13	13	15	15	13	15	19	17	17	19	15	18	22	20	22	19	25	29	0	0	33	34	34	34	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2	2	1	1	2	2	1	1	1	1	1	2
30000	-168.116054507324691	-166.522786212148276	-1.593268295176425	0.000133000632134	0.000032316710991	0.242981634544944	0.764660809033001	0	1	2	3	4	5	6	6	7	7	8	9	10	11	11	13	12	12	13	15	13	13	13	14	14	16	17	15	16	16	19	21	23	24	25	25	27	0	1	2	3	4	2	6	4	7	6	10	11	12	13	13	17	15	13	15	16	15	17	15	17	14	24	21	22	21	25	20	0	0	33	34	34	35	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	2	2	1	2	1	2	3	1	1	1	1	1	2
30500	-169.670070613215358	-168.160930509894143	-1.509140103321214	0.000108747890817	0.000031366844585	0.288436348964669	0.616880883625375	0	1	2	3	4	5	6	6	7	7	8	9	10	10	11	13	12	13	12	14	13	12	13	14	14	15	17	15	16	16	18	21	21	24	25	25	27	0	1	2	3	4	4	4	4	7	6	10	11	11	11	14	19	13	13	15	17	17	15	17	15	18	22	21	22	16	25	29	0	0	33	34	33	35	1	1	1	1	1	2	2	3	1	2	1	1	2	2	1	1	1	2	1	1	1	1	1	2	1	2	2	2	3	2	2	1	1	3	1	2	1
31000	-161.276228565865466	-159.865537265972961	-1.410691299892494	0.000093035765711	0.000035721622640	0.383955808466010	0.801091744821230	0	1	3	2	4	4	5	6	6	7	8	9	10	11	11	12	12	11	13	15	13	13	14	13	13	15	17	15	16	15	19	21	23	24	25	25	27	0	1	4	2	4	3	4	6	7	7	10	11	11	11	13	15	15	12	16	22	16	16	16	16	18	22	20	22	23	25	29	0	0	33	34	34	35	1	1	1	1	2	1	1	2	1	2	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	1	1	1	1	1	2
31500	-159.053398930503363	-157.587228973109688	-1.466169957393675	0.000124627332725	0.000040008226705	0.321022891447252	0.693618620614941	-1	1	2	3	4	5	4	6	6	7	8	9	10	11	11	13	12	12	13	15	12	13	13	14	14	16	17	15	16	15	19	21	23	24	25	25	27	0	1	2	3	4	3	4	4	6	8	10	11	12	11	13	17	15	14	15	22	15	15	15	18	18	28	20	22	20	25	29	0	0	33	34	34	35	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1	2	1	1	1	2	1	1	2	1	1	1	1	1	2
32000	-177.545282603419508	-175.976042394046942	-1.569240209372561	0.000147501986060	0.000037499413389	0.254229887951011	0.670951584371337	0	1	2	3	4	5	6	6	7	7	8	9	9	11	11	12	11	12	13	14	13	12	14	14	13	16	17	14	16	15	19	20	23	24	25	25	27	0	1	2	3	4	4	4	6	7	7	10	11	11	12	13	14	13	14	16	19	17	15	16	13	15	23	26	21	20	25	29	0	0	33	34	34	35	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	1	2	4	2	2	1	1	2	2	3	1	1	1	1	1	1
32500	-146.097968534721872	-144.632760735012823	-1.465207799709047	0.000095685872468	0.000030798134430	0.321867101547132	0.903851224606911	0	1	2	3	4	5	4	6	7	7	8	9	10	10	11	13	12	13	12	15	13	13	14	13	14	16	15	14	16	15	17	21	23	24	25	25	27	0	1	2	3	4	7	4	6	7	6	10	11	12	12	13	17	15	13	15	16	17	19	16	19	18	22	16	22	16	25	29	0	0	33	34	34	35	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	2	1	1	1	1	1	1	1	1
33000	-160.169911597347465	-158.464968710908778	-1.704942886438700	0.000107878632875	0.000021791452197	0.201999706673586	0.737659480518234	0	1	3	2	3	5	4	6	7	6	8	9	10	11	11	13	12	13	12	15	13	13	13	14	14	16	17	14	16	16	17	20	22	24	25	25	27	0	1	4	2	4	7	4	6	7	6	10	11	12	11	13	19	15	14	15	19	17	19	19	17	18	22	24	22	20	25	20	0	0	33	34	34	35	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	2	2	1	1	2	1	1	1
33500	-160.797901643391953	-159.200810886235303	-1.597090757156659	0.000138049615673	0.000033310226126	0.241291697649843	0.690582966631407	0	1	2	3	4	4	5	6	7	7	8	9	10	11	11	12	12	13	12	15	13	13	14	13	14	15	14	15	16	16	19	20	23	24	25	25	27	0	1	2	3	4	4	6	3	8	8	10	11	11	13	13	15	15	17	15	16	16	17	17	16	18	17	15	22	19	25	20	0	0	33	34	34	36	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	3	1	1	2	1	1	1	2	2	2	2	2	1	1	1	1	1	1
34000	-152.879919485488870	-151.068637109599308	-1.811282375889561	0.000120947248907	0.000021039617455	0.173956974177082	0.704779769864686	-1	1	2	3	4	5	6	6	7	7	8	9	10	11	11	13	12	12	13	15	13	13	14	13	13	14	16	15	16	16	18	21	23	24	25	25	27	0	1	2	3	4	3	6	6	7	7	10	11	11	13	13	15	15	13	15	17	17	15	19	17	13	22	16	26	20	25	29	0	0	33	34	34	35	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	2	1	2	1	1	2	1	2	1	1	2	2	1	1	1	1	1	2
34500	-160.653196177835099	-158.768328879725175	-1.884867298109929	0.000083012940953	0.000013155042236	0.158469776936361	0.692472604691258	0	1	2	3	4	5	6	6	7	7	8	9	10	11	11	13	12	13	13	15	13	13	14	13	14	14	16	15	16	16	19	21	23	24	25	25	26	0	1	2	3	4	4	6	6	7	7	10	11	11	12	13	15	15	13	13	16	17	17	24	15	13	24	16	26	21	25	29	0	0	33	34	34	35	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	2	3	2	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1
35000	-168.332935303133723	-166.964625678231670	-1.368309624902043	0.000076002701957	0.000037166402038	0.489014220305881	0.752901339370192	0	1	2	3	4	4	5	6	7	7	8	9	10	10	10	13	12	12	13	15	13	13	14	14	14	14	17	15	16	15	18	20	23	24	25	25	27	0	1	2	3	3	4	6	7	7	8	10	11	11	12	11	13	13	13	17	19	17	15	17	16	18	22	16	26	20	25	29	0	0	33	34	34	35	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	1	3	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1
35500	-169.153354515951406	-167.606410932663522	-1.546943583287898	0.000128188779611	0.000034068663623	0.265769466928330	0.585754795953358	0	1	2	3	4	4	5	6	7	7	8	9	10	11	11	12	12	12	13	15	13	13	13	14	13	16	16	15	15	13	19	21	23	24	25	25	26	0	1	2	3	4	4	6	7	7	7	10	11	11	12	13	15	13	12	16	16	15	17	15	15	13	28	19	22	15	18	16	0	0	33	34	34	35	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	2	2	1	2	3	2	1	3	2	2	1	4	1	1	1	1	1	1
36000	-179.112683645772904	-177.628737502648818	-1.483946143124092	0.000112911987270	0.000034599575538	0.306429603933107	0.540647905866613	-1	1	2	3	4	5	6	4	7	7	8	9	9	10	11	13	10	12	12	15	12	13	14	14	14	16	17	15	16	16	18	21	22	24	24	25	27	0	1	2	3	3	2	8	4	7	6	10	11	11	11	17	21	13	13	17	16	15	19	19	17	18	20	20	22	16	25	29	0	0	33	33	33	34	1	2	1	1	1	4	1	1	1	2	1	1	1	2	1	1	1	2	2	2	1	1	2	3	2	1	2	2	2	2	2	1	1	2	2	2	3
36500	-156.958514688209988	-155.507076704577997	-1.451437983631979	0.000103850687668	0.000034755642509	0.334669353566781	0.871581347287773	0	1	2	3	4	4	5	5	7	7	8	9	10	11	11	12	12	12	12	14	13	13	13	13	14	16	17	15	16	16	16	21	23	24	25	25	27	0	1	2	3	4	4	6	6	7	7	10	11	12	12	13	15	15	13	15	17	16	19	19	15	18	28	29	22	17	25	23	0	0	33	34	34	35	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	2	1	1	1	1	1	1
37000	-167.985626330976430	-166.584190988244274	-1.401435342732162	0.000107744707010	0.000042993766555	0.399033676442874	0.743841796958062	0	1	2	3	4	5	6	6	7	7	8	9	10	11	11	12	12	11	13	14	13	13	13	14	14	16	17	15	16	15	18	20	23	24	25	25	27	0	1	2	3	3	4	6	5	7	7	7	11	11	13	13	15	15	13	15	15	17	17	16	19	18	28	20	19	20	25	19	0	0	33	34	34	35	1	1	1	1	2	2	1	2	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	1	2	1	5	1	1	1	1	1	2
37500	-162.000439622180608	-160.497706753150851	-1.502732869029767	0.000112695073455	0.000032992254949	0.292756852078272	0.610438096159244	0	1	3	2	4	5	6	5	7	7	8	9	10	11	11	13	12	12	12	15	13	13	14	14	13	16	17	15	16	16	19	20	23	24	25	25	27	0	1	2	2	2	3	4	5	6	7	10	11	11	12	13	15	15	13	15	19	17	19	19	17	18	28	19	16	24	25	29	0	0	33	34	34	35	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1	2	1	2	1	2	1	1	2	2	1	1	5	2	2	2	2	1	1	1	1	1	1
38000	-179.444563244882914	-177.669987869864855	-1.774575375018063	0.000143016907118	0.000026137844296	0.182760519879127	0.805092229754517	0	1	2	3	4	4	6	6	7	7	7	9	10	11	11	13	12	13	13	15	12	12	13	12	14	15	15	15	15	14	19	21	23	24	25	25	26	0	1	2	3	4	4	6	6	8	7	7	11	12	11	13	15	15	14	15	17	15	13	17	15	14	19	23	16	24	18	29	0	0	33	34	34	35	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	2	2	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
38500	-145.447909440114728	-144.075257201315452	-1.372652238799265	0.000092339829140	0.000043414044794	0.470155134554115	0.811801237229318	0	1	2	3	4	5	6	6	7	7	8	9	10	10	11	12	12	12	13	12	13	13	14	14	14	16	15	14	16	16	18	21	23	24	25	25	27	0	1	2	3	4	4	6	6	7	7	10	11	11	11	13	15	15	13	20	15	17	16	20	19	18	28	24	22	15	25	29	0	0	33	34	34	35	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1
39000	-170.549219141533086	-168.964820478078337	-1.584398663454735	0.000086389554183	0.000021338577109	0.247004135051158	0.625403335275339	0	1	2	3	4	4	5	6	6	6	8	9	9	11	11	13	12	12	13	15	13	13	13	14	14	16	17	15	16	16	19	20	22	24	25	25	27	0	1	2	3	4	4	6	6	7	7	10	10	11	13	11	15	15	11	17	19	18	17	17	19	18	28	17	22	15	25	29	0	0	33	34	34	34	1	1	1	1	1	1	1	2	1	1	2	3	1	1	2	1	1	3	1	2	1	1	1	1	2	1	2	2	3	1	2	1	1	1	1	1	2
39500	-165.530425537037530	-164.081359173539340	-1.449066363498202	0.000120852196000	0.000040730054812	0.337023704661699	0.737784563449737	0	1	2	3	4	4	5	6	7	6	8	9	10	10	11	13	12	13	13	15	13	12	13	13	14	16	15	14	16	16	19	21	22	24	25	25	27	0	1	2	3	4	4	6	6	7	7	10	11	12	12	13	15	15	13	17	17	17	15	17	17	18	22	16	16	16	18	26	0	0	33	34	34	35	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	3	2	1	1	2	1	1	1
40000	-161.441426888403129	-159.722685550854294	-1.718741337548830	0.000125179278366	0.000024770940472	0.197883713621455	0.762043392609537	0	1	2	3	4	5	6	5	7	7	8	9	9	10	10	13	11	13	11	15	13	12	14	13	14	16	17	15	16	16	19	20	23	24	25	25	27	0	1	2	3	4	4	6	4	7	7	10	11	11	11	13	17	15	13	15	15	22	15	24	15	18	20	22	16	20	25	29	0	0	33	34	34	35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	3	1	2	1	2	1	1	2	2	1	2	1	1	1	1	1	1	1
40500	-163.645894870232837	-161.948184017690750	-1.697710852542086	0.000130599645675	0.000026671679728	0.204224748012757	0.717261402486871	0	1	2	3	4	5	6	6	7	7	8	9	10	11	11	13	11	13	13	15	13	12	14	14	14	16	17	15	16	16	18	21	23	24	25	25	27	0	1	2	3	4	4	6	4	7	8	10	11	12	11	13	15	11	13	15	15	17	17	16	19	13	28	16	22	20	25	29	0	0	33	34	34	35	1	1	1	1	1	2	1	3	1	1	1	1	1	2	1	2	1	2	2	1	2	1	1	1	2	1	2	2	1	1	2	1	1	1	1	1	1
41000	-150.217841757557920	-148.791692828943155	-1.426148928614763	0.000122883011585	0.000044564685663	0.362659452174842	0.748731501606987	-1	0	2	3	4	4	6	6	7	7	8	9	10	11	11	12	12	12	13	15	13	13	14	14	14	16	17	14	16	16	19	21	23	24	25	25	27	0	1	2	3	4	4	6	6	7	8	10	11	12	13	13	15	15	13	15	17	16	17	19	17	18	28	23	22	24	25	29	0	0	33	34	34	35	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	3	1	2	2	1	1	1	1	1	1	1
41500	-158.973362327511950	-157.553970739249877	-1.419391588262083	0.000100901540580	0.000037482044895	0.371471482785534	0.818298493089776	-1	0	1	3	4	3	6	5	7	7	8	9	10	10	11	13	12	13	13	15	13	13	13	14	14	16	16	15	16	16	17	21	23	24	25	25	27	0	1	2	3	4	3	4	4	7	8	10	11	12	12	13	15	15	13	15	15	17	15	17	16	18	28	17	22	20	25	20	0	0	33	34	34	35	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2
42000	-157.627017980532401	-156.156105856288292	-1.470912124244108	0.000133410517696	0.000042284294805	0.316948734889550	0.759125764543034	0	1	2	3	4	4	5	6	6	7	8	9	10	10	11	13	12	12	13	15	13	12	14	14	14	16	17	15	16	16	18	21	23	24	25	25	27	0	1	2	3	4	4	4	6	7	7	10	11	11	12	13	17	15	13	15	17	15	15	21	21	19	19	23	22	21	25	29	0	0	33	34	34	35	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	3	2	2	1	1	2	1	1	1	1	1	1
42500	-165.282743809362870	-163.787600885255870	-1.495142924106989	0.000107378670546	0.000032008532080	0.298090225153727	0.770169718955632	0	1	2	3	4	4	6	6	7	6	7	8	9	10	10	12	12	13	13	15	13	13	14	14	14	14	16	15	16	16	18	21	23	24	25	25	27	0	1	2	3	4	4	4	6	7	6	7	11	12	11	13	15	15	16	15	18	15	16	19	17	18	22	20	26	19	25	29	0	0	33	34	33	35	1	1	1	1	1	1	2	2	1	2	1	1	1	2	1	2	2	1	2	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2
43000	-161.913876470310896	-160.348546568329567	-1.565329901981331	0.000088680104504	0.000022717282566	0.256171129849026	0.832732909378977	0	1	2	3	4	4	6	5	7	7	8	9	10	10	11	13	12	12	13	15	13	13	14	14	14	16	17	15	15	16	19	21	23	24	25	25	27	0	1	2	3	4	4	6	6	7	7	7	11	11	12	11	17	15	15	17	16	17	17	21	19	18	28	21	22	17	25	29	0	0	33	34	34	35	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	2	1	1	1	1	2	1	1	2	3	2	2	1	1	1	1	1	2
43500	-139.269456830054736	-137.353555297422560	-1.915901532632188	0.000131114179565	0.000020015949490	0.152660448751236	0.970394482678267	-1	1	2	3	4	5	6	6	7	7	8	9	10	11	11	12	12	12	13	15	13	13	14	12	14	14	16	15	15	16	16	21	23	24	25	25	27	0	1	2	3	4	4	6	6	7	7	10	11	12	13	13	15	15	13	17	23	24	17	17	15	18	22	20	26	16	25	29	0	0	33	34	34	35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2
44000	-147.611019709342344	-146.023943443447394	-1.587076265894955	0.000126680940289	0.000031134949106	0.245774534313178	0.759625430914800	0	1	2	3	4	5	6	6	6	7	8	9	10	10	11	13	12	13	13	15	13	13	14	14	14	16	16	15	16	16	18	21	23	24	25	24	27	0	1	2	3	4	5	6	6	6	7	10	11	11	12	13	15	15	13	15	24	15	17	19	19	18	22	20	22	20	25	29	0	0	32	36	33	35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	1	1	2	1	1	1	2	2	1	1	3	1	1	2
44500	-171.624544277814380	-169.991309709696282	-1.633234568118092	0.000120859414078	0.000027371208947	0.226471468158558	0.611795001850332	0	1	2	3	4	4	5	6	7	6	8	8	9	11	11	13	12	13	13	12	12	13	14	14	14	16	16	15	16	16	19	21	23	24	25	25	25	0	1	2	3	4	4	6	6	7	7	10	10	12	11	13	17	15	14	15	15	15	15	19	20	18	22	24	19	19	25	29	0	0	33	34	34	34	1	1	1	1	1	1	1	2	2	1	2	2	1	2	2	1	1	1	2	1	1	2	1	2	1	3	2	1	2	2	2	1	1	1	1	1	1
