"","type","n","prop.ances.ok","msup.ances","msup.kappa","merr.date","prop.imp.ok","mu.ok","mu1.ok","mu2.ok","merr.pi","time"
"99f1b70906","imp-0",12,0.909090909090909,0.758522727272727,0.693229166666667,0.590104166666667,NA,1,1,1,0.271634304426797,26
