step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77
10000	-493.413313421915575	-491.407853135956032	-2.005460285959541	0.000171458878486	0.000023630201602	0.137818477588108	0.623978119353480	-1	1	1	3	4	6	5	7	7	8	7	9	11	11	14	14	14	16	16	16	16	15	16	17	19	17	18	18	19	20	21	21	24	23	25	26	26	24	24	22	27	25	25	26	26	30	28	28	30	29	31	29	30	29	32	32	30	33	32	34	33	32	33	33	35	34	34	34	36	33	35	36	34	41	38	38	42	0	1	1	2	3	3	4	5	3	11	3	8	11	9	11	13	13	16	15	13	15	15	17	21	20	17	21	26	24	28	0	27	31	31	27	32	38	31	40	31	34	0	38	38	33	47	37	37	44	41	52	44	48	34	53	41	54	62	48	57	54	49	55	54	57	49	54	62	55	54	64	65	64	71	71	71	74	1	1	2	1	2	2	1	2	4	1	2	1	2	2	2	1	2	1	2	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	3	2	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	2	1	3	1	1	1	3	2	1	1	3	3	2	2	1	2	2	1	1	1	4	2	2	1
10500	-469.060768283818391	-466.949487974010935	-2.111280309807445	0.000122096961776	0.000015043214245	0.123207113644362	0.698458266060758	-2	0	2	3	5	6	4	6	7	9	9	9	13	11	13	15	16	15	15	16	17	15	16	18	18	16	17	15	20	20	20	21	23	23	26	24	26	25	25	26	27	24	27	25	27	29	28	31	29	31	31	30	28	29	31	33	31	33	32	33	34	32	32	33	33	34	34	35	36	34	35	38	37	42	39	39	41	0	1	1	2	3	5	2	3	5	9	9	8	11	9	11	15	14	15	15	19	19	13	19	21	18	14	16	15	26	26	0	27	31	31	32	32	33	31	33	44	40	0	34	33	38	43	44	44	33	49	38	44	37	44	37	53	54	55	48	54	64	47	52	57	57	62	57	52	58	54	60	70	71	72	73	60	72	1	1	2	2	1	1	2	2	1	1	1	2	2	2	2	1	3	1	2	1	1	1	1	1	2	2	1	1	2	2	1	2	1	2	2	2	2	3	1	1	1	1	2	2	1	1	2	2	2	1	3	3	2	1	3	2	1	1	1	2	1	2	1	1	1	1	1	3	1	2	1	2	1	2	2	3	1
11000	-440.355493063893789	-438.246550863373898	-2.108942200519909	0.000130321861499	0.000016094960820	0.123501618489379	0.676434446312231	-2	0	0	2	4	6	3	6	7	8	9	8	12	10	13	15	14	14	17	16	15	16	16	18	19	16	18	18	20	20	21	22	23	24	24	25	26	25	25	26	26	26	27	26	28	29	28	30	29	30	31	27	28	29	31	31	31	33	29	34	34	32	32	34	35	34	34	36	34	36	36	39	36	41	38	40	42	0	1	1	2	3	3	4	3	8	9	5	8	14	6	14	18	13	14	21	18	15	17	18	17	24	18	21	26	27	24	0	27	31	31	32	29	33	31	33	34	38	0	37	34	41	43	44	47	47	52	45	34	37	37	59	48	54	62	34	57	57	55	48	57	64	59	57	56	58	57	64	57	64	72	60	70	76	1	1	1	1	2	2	1	2	1	1	2	1	1	2	2	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	2	3	2	1	1	1	1	2	1	2	1	3	1	2	1	1	2	2	1
11500	-449.812189157889236	-447.865242954182918	-1.946946203706299	0.000139528423297	0.000020540523919	0.147213904045437	0.655840743367467	-1	0	2	2	4	7	4	7	7	9	9	10	11	13	13	15	15	15	16	16	16	17	16	17	18	16	19	18	18	20	22	22	23	23	25	24	25	25	25	26	26	25	28	27	28	29	28	30	26	29	31	28	30	29	31	32	32	30	31	34	33	32	33	33	35	33	35	35	37	35	35	38	37	43	38	39	41	0	1	1	2	1	3	4	5	3	9	6	8	6	13	13	9	13	14	15	16	18	17	18	21	21	17	16	26	21	26	0	29	31	31	36	32	34	33	33	34	31	0	37	33	34	44	41	40	38	34	45	49	52	44	47	59	54	52	48	57	54	55	56	57	64	50	64	58	68	54	57	60	60	64	60	60	76	1	1	1	1	2	2	1	1	2	1	1	2	2	1	1	3	2	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	1	1	2	1	2	2	1	2	2	2	1	1	2	1	1	2	1	1	1	1	1	1	2	1	3	2	2	2	4	2	2	1
12000	-475.027392609805815	-473.256597978666719	-1.770794631139100	0.000122038962753	0.000022420347564	0.183714668313838	0.621490223586497	-1	1	2	3	3	5	4	7	8	8	9	8	13	11	14	14	16	15	17	16	16	16	16	17	19	17	19	19	20	16	21	22	22	23	26	25	23	25	24	25	27	27	27	26	26	29	27	30	29	30	30	29	30	29	29	33	31	33	31	33	32	33	34	33	34	33	32	35	35	35	35	39	36	42	38	39	41	0	1	1	2	1	5	4	3	3	6	10	8	9	11	9	13	14	14	21	18	13	18	15	21	13	17	13	17	24	14	0	25	31	31	30	29	33	33	33	31	34	0	37	33	38	43	31	52	33	44	49	44	52	41	38	59	54	49	53	54	54	49	59	57	57	59	54	38	58	57	60	57	65	76	73	70	76	1	1	1	1	2	2	1	2	2	2	1	1	2	1	3	1	2	3	1	1	1	1	1	1	3	1	3	2	1	2	1	2	1	1	5	2	1	2	1	1	2	1	2	2	1	2	3	1	2	2	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	2	1	4	1	2	1	4	1	1	1	2	1
12500	-458.074580149204337	-456.205672539690909	-1.868907609513405	0.000124476107949	0.000020116891196	0.161612469473000	0.660987140911954	-1	1	2	2	4	6	4	7	6	8	10	9	12	11	13	13	15	16	16	17	15	17	16	17	19	18	19	18	20	21	21	22	23	23	25	24	24	26	24	25	25	27	26	26	28	28	28	30	29	30	31	29	30	28	31	32	32	32	32	32	34	33	30	32	34	35	35	34	36	36	35	38	37	42	39	41	42	0	1	1	2	3	5	4	5	1	9	10	8	9	11	14	14	15	14	15	17	15	23	13	21	21	21	24	24	26	28	0	29	31	31	36	21	33	33	34	34	34	0	37	33	38	43	38	45	33	38	40	40	37	34	49	53	54	63	49	54	60	55	45	54	57	56	57	55	55	71	60	57	60	70	72	72	72	1	1	1	1	1	1	1	1	3	1	2	2	3	1	1	1	1	2	1	1	1	1	2	2	2	2	1	1	1	2	1	1	1	2	1	3	1	2	1	1	1	1	1	2	2	1	1	1	2	2	3	2	3	2	1	1	2	1	2	2	1	2	2	1	1	2	1	2	2	1	1	3	3	2	1	2	2
13000	-483.432601341512907	-481.773373044246739	-1.659228297266151	0.000132198969068	0.000028678676323	0.216935703245205	0.572726423037381	-1	1	2	3	4	7	5	6	8	7	9	9	11	13	13	14	15	15	16	15	16	16	17	18	19	17	19	17	20	21	22	23	23	24	24	25	24	24	24	24	26	24	27	27	29	28	27	28	31	29	31	29	30	28	32	32	32	32	32	33	33	32	33	31	35	34	35	35	35	36	35	39	36	42	37	40	41	0	1	1	2	3	1	4	5	6	3	3	8	9	11	6	13	14	13	13	11	14	14	20	19	17	13	15	18	21	25	0	25	31	31	29	32	33	33	33	31	34	0	37	38	47	43	34	47	40	31	45	48	48	34	33	53	64	53	53	54	55	53	56	54	57	63	54	49	51	60	60	70	71	72	71	72	67	1	1	2	1	1	4	1	1	1	2	3	2	1	2	4	2	1	2	2	4	2	1	1	1	1	3	3	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	2	2	1	1	2	1	3	4	2	1	1	1	4	1	1	1	1	2	1	1	1	1	1	1	3	2	2	2	1	1	1	2	1	1	3
13500	-465.591053111089764	-463.450913288460811	-2.140139822628960	0.000170095926433	0.000020354581498	0.119665308423817	0.632482973627770	-2	-1	1	1	4	6	3	6	8	8	9	9	13	12	14	14	14	15	16	16	15	16	16	17	18	18	18	19	19	21	22	21	23	24	25	26	25	26	24	26	26	27	27	26	29	30	28	30	29	29	31	30	29	28	30	32	32	32	31	33	33	32	33	30	34	35	33	36	34	34	36	39	35	41	39	40	41	0	1	1	2	3	5	2	3	6	6	10	6	11	11	14	14	14	15	15	18	14	17	15	21	19	24	19	26	13	28	0	27	31	31	27	32	33	33	33	34	34	0	37	33	41	38	37	33	44	39	45	44	33	38	37	55	64	55	44	54	57	49	44	54	64	63	64	62	48	54	73	71	57	64	65	70	76	1	1	1	1	2	1	1	3	2	1	1	3	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	4	1	1	2	1	1	2	2	1	2	1	1	1	1	1	2	1	2	1	3	2	3	2	2	2	1	2	1	2	1	2	2	1	2	3	1	3	1	1	2	2	2	1	2	1	4	2	2	1
14000	-459.637585092925008	-457.872080143403707	-1.765504949521290	0.000127218776307	0.000023543804292	0.185065483059585	0.682296126312153	-1	0	2	3	4	6	5	6	6	8	9	9	11	13	13	14	15	15	17	16	17	17	16	16	19	18	19	18	19	21	22	23	23	24	25	25	26	26	25	25	25	26	26	24	27	27	28	29	30	31	31	28	29	29	31	32	32	33	30	33	32	33	33	30	34	34	34	33	36	35	36	37	37	42	39	40	41	0	1	1	2	3	3	4	5	3	6	6	5	9	13	13	14	13	15	17	17	24	17	13	18	17	20	18	17	23	28	0	29	31	31	32	32	39	44	44	33	31	0	34	33	41	43	38	33	44	48	48	44	52	37	33	52	64	49	52	57	54	48	56	54	57	52	54	56	58	60	60	60	71	72	73	72	76	1	1	1	1	1	3	1	1	2	1	1	2	2	1	2	1	2	1	1	1	1	1	2	1	2	1	2	2	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	2	1	1	2	1	2	4	2	2	1	1	1	2	1	1	1	1	2	2	1	1	2	2	2	1	2	1	2	1
14500	-436.366219053360908	-434.471600018000572	-1.894619035360353	0.000143468526451	0.000022467556486	0.156602685211841	0.734709663248108	-1	1	1	3	4	6	5	5	6	9	9	10	12	12	14	14	14	15	15	15	16	16	17	18	19	17	18	18	19	19	22	22	23	24	25	24	26	25	25	26	27	26	27	26	28	29	27	31	29	30	30	30	27	28	32	32	31	33	31	33	32	31	33	32	34	34	34	35	36	36	35	37	36	43	38	39	41	0	1	1	2	3	5	4	5	5	3	9	8	10	11	14	13	13	13	15	17	15	15	15	18	17	18	21	19	27	26	0	29	31	31	32	29	33	33	34	31	38	0	33	33	44	43	33	38	53	49	45	44	37	47	62	37	54	50	53	54	57	49	53	57	64	63	64	62	52	57	60	71	54	72	71	65	70	1	1	1	2	1	1	1	1	1	4	2	3	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	2	2	1	1	2	1	1	1	1	1	1	2	3	1	1	1	2	1	1	1	3	2	2	2	2	1	1	2	1	1	1	1	2	2	2	1	1	3	3	2	2	3
15000	-436.390328400138799	-434.384805962005430	-2.005522438133371	0.000120011032034	0.000016538606110	0.137809048302059	0.624022358509302	-1	2	1	1	5	6	4	6	7	8	9	10	10	13	13	15	14	14	15	15	15	16	16	17	18	18	18	15	19	20	20	22	23	23	24	25	26	25	24	26	26	26	27	26	28	29	29	30	30	29	31	28	28	29	31	31	32	32	31	33	33	32	33	31	34	34	34	33	35	36	35	39	37	42	39	41	41	0	4	1	1	3	5	4	5	6	9	9	8	11	13	13	14	13	13	14	14	14	13	19	19	14	28	24	14	27	25	0	25	31	31	32	32	34	33	33	38	34	0	33	31	41	43	33	38	40	38	50	33	33	44	47	50	64	55	48	64	54	43	62	54	64	62	57	34	68	60	60	60	70	76	73	72	70	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	1	2	2	1	1	2	3	1	1	2	2	1	2	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	4	1	1	2	2	2	2	1	2	2	2	1	1	1	1	1	1	2	3	1	1	1	2	1	5	1	2	1	2	1	1	1	1	2
15500	-447.537152801451668	-445.543547950779953	-1.993604850671707	0.000096794285527	0.000013516107308	0.139637451056687	0.673675851375575	-1	2	1	1	3	6	4	7	7	8	9	10	12	12	13	14	14	14	16	15	16	16	17	18	17	17	18	18	15	21	22	22	23	23	26	24	25	26	24	24	27	25	27	24	28	28	28	31	29	30	30	29	29	28	31	31	31	31	31	31	34	32	34	34	33	35	34	35	35	35	33	39	36	42	38	40	41	0	4	1	1	3	1	2	6	5	9	9	8	11	11	11	14	14	14	18	14	13	17	17	25	13	20	29	26	15	28	0	27	31	31	36	27	33	33	33	31	31	0	37	33	41	43	38	53	37	38	41	44	38	41	49	44	54	49	41	54	54	44	52	57	60	63	57	55	58	67	60	71	71	72	73	72	76	1	1	2	1	1	3	1	1	2	1	1	1	2	1	2	1	2	1	1	2	2	2	2	1	2	1	2	1	1	2	1	2	1	1	1	4	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	2	1	1	1	3	2	1	3	2	3	3	3	2	1	1	2	2	1	1	1	3	1	1	1	1	1
16000	-448.307874417063431	-446.557530308734556	-1.750344108328874	0.000111939651029	0.000021161440033	0.189043291078903	0.705342392353934	0	2	1	1	3	6	3	6	7	8	10	9	12	12	14	13	16	15	16	17	16	16	16	18	17	16	17	18	20	19	22	22	23	23	25	25	26	25	25	25	25	27	27	27	28	30	28	30	30	28	30	28	29	29	30	31	31	32	32	33	34	33	33	33	34	33	34	35	37	35	35	37	37	43	38	38	42	0	4	1	1	3	3	4	5	6	6	9	6	6	9	16	13	15	11	15	26	15	14	15	21	17	18	18	26	27	19	0	27	31	31	29	27	33	33	33	31	31	0	37	38	31	37	38	52	50	38	45	38	52	45	44	53	54	44	56	54	54	55	56	57	57	31	60	53	62	60	60	70	71	77	73	70	76	1	1	1	1	1	3	1	1	1	1	2	2	4	3	1	1	1	3	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	2	4	1	1	1	1	1	1	1	1	3	3	2	1	1	2	1	1	1	1	1	1	2	2	1	2	2	2	1	1	2	5	1	3	2	2	1	1	1	1	1	2	2
16500	-467.548508222286387	-465.927004640683037	-1.621503581603361	0.000103167831648	0.000023838597928	0.231066191338534	0.663646543451060	-2	2	2	1	4	6	3	6	7	7	9	9	13	12	13	14	15	15	16	16	16	17	16	17	18	17	17	18	20	20	21	22	24	23	26	25	26	26	25	25	26	27	27	27	29	28	27	30	30	29	29	29	28	29	29	32	32	33	32	33	33	32	32	33	34	35	35	36	36	35	35	38	36	43	37	40	41	0	4	1	1	3	5	4	5	3	3	5	8	9	11	14	13	14	15	14	18	18	17	17	21	21	13	17	17	17	20	0	29	31	31	29	32	34	34	34	34	34	0	33	38	41	43	38	38	47	33	41	38	47	33	37	48	54	52	48	57	54	55	52	54	57	63	60	62	62	54	60	64	70	72	60	72	76	1	1	1	1	1	1	1	1	3	1	3	1	3	2	1	1	2	1	2	1	1	1	1	1	1	3	2	3	1	2	1	1	3	2	3	2	1	2	1	1	1	1	1	1	1	1	1	2	2	2	1	3	1	3	1	1	2	2	1	1	3	2	2	2	1	2	1	2	2	3	1	2	1	2	3	1	1
17000	-451.935267594702225	-450.066418319537490	-1.868849275164740	0.000133315637630	0.000021547028034	0.161624160650976	0.719246824207653	0	2	2	1	4	6	4	7	8	8	10	10	13	13	14	15	15	15	16	16	15	16	15	17	17	17	18	19	19	19	22	22	24	23	25	26	25	26	25	25	25	25	28	26	28	29	28	29	30	30	31	27	30	29	30	32	31	33	32	33	33	33	33	34	34	35	35	36	35	35	35	38	36	42	39	40	41	0	4	1	1	1	3	4	5	6	6	9	5	11	11	11	13	14	14	14	15	14	15	14	21	20	18	24	26	27	19	0	27	34	31	27	29	33	33	33	34	31	0	37	33	41	52	38	38	45	48	49	33	52	34	52	52	54	55	53	54	54	38	49	57	54	62	64	58	55	60	57	65	64	70	71	72	72	1	1	1	1	2	2	1	1	1	1	1	3	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	2	1	2	1	1	1	1	3	2	1	1	1	1	1	1	1	2	2	2	1	2	1	2	1	1	2	3	1	2	2	1	1	1	2	2	2	2	1	3	1	1	1
17500	-465.225508967234077	-463.205128568396276	-2.020380398837825	0.000158071146694	0.000021432234571	0.135586000477463	0.612736696468881	-1	2	0	1	4	6	4	7	8	8	8	10	13	11	13	14	14	15	16	17	17	17	17	16	19	18	18	18	19	20	21	21	23	22	25	25	25	25	24	26	26	26	27	26	29	29	29	30	28	29	30	29	27	28	31	31	30	32	32	33	34	32	33	34	33	35	34	35	35	35	36	39	37	43	38	38	41	0	4	1	1	3	3	2	6	5	6	6	8	14	9	14	15	13	13	17	17	24	17	24	17	20	18	21	23	27	26	0	29	31	31	32	24	33	33	33	34	37	0	37	33	41	38	49	49	38	33	41	53	40	34	51	52	54	44	49	57	57	55	53	57	57	59	57	62	55	57	61	64	70	72	73	71	76	1	1	1	1	3	3	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	2	3	1	1	1	2	1	1	1	2	2	2	1	2	2	2	2	1	1	3	1	1	1	3	2	1	2	1	3	2	1	2	1	2	2	3	1	4	1	1	1	1	1
18000	-428.433792886405740	-425.813816549848525	-2.619976336557201	0.000125237321352	0.000009816562179	0.078383680462020	0.623217831621666	-1	2	2	1	4	6	5	6	7	8	9	10	11	12	14	14	15	15	15	16	16	16	17	17	20	17	17	18	20	20	22	22	23	23	25	25	26	26	24	25	27	27	28	26	28	29	28	30	29	30	31	30	29	29	30	31	30	32	32	33	33	33	33	33	33	34	34	33	36	35	35	38	36	42	38	39	42	0	4	1	1	3	5	4	5	3	9	9	8	9	13	14	13	15	14	14	17	18	17	19	21	17	17	18	26	24	28	0	29	31	31	29	29	33	31	33	31	34	0	44	33	38	43	44	38	44	49	41	33	44	38	44	52	54	52	56	54	54	55	48	57	57	48	57	55	68	64	60	70	60	72	73	60	76	1	1	2	1	1	1	2	2	3	1	1	3	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	3	1	3	1	2	2	1	2	2	1	1	1	2	2	1	2	2	1	3	2	1	1	1	1	2	2	2	1	2	2	2	2	1	1	1	1	2	1	2	1	3	2
18500	-473.551416434281634	-471.069166338340949	-2.482250095940670	0.000155673586328	0.000013643303158	0.087640449995024	0.583669627431998	-1	2	2	0	4	4	4	6	6	8	10	8	12	13	13	15	14	15	17	16	16	17	16	17	19	17	18	19	20	19	21	21	24	23	25	24	25	26	25	25	27	27	28	27	28	28	29	30	29	28	31	29	29	30	30	33	31	32	31	33	34	32	32	33	34	34	34	35	37	36	36	38	36	42	39	40	41	0	4	1	1	3	1	2	3	6	6	10	5	11	11	11	13	11	17	18	13	13	20	14	17	17	20	21	26	27	26	0	27	31	31	32	27	34	31	34	33	38	0	37	33	41	38	44	38	33	33	40	41	38	50	50	50	54	55	49	54	54	55	50	57	54	59	54	49	56	57	60	57	60	64	67	60	76	1	1	1	1	1	3	1	2	1	1	1	2	2	2	2	1	2	1	1	1	2	1	2	1	2	1	1	2	1	1	1	1	1	2	3	3	1	3	1	1	1	1	1	2	1	1	1	2	2	3	3	1	2	2	1	4	1	1	1	2	2	1	2	2	2	2	3	2	2	2	1	4	1	4	3	3	1
19000	-500.937451806057084	-498.729058692404919	-2.208393113652147	0.000117033144901	0.000013098484277	0.111921150951996	0.571481079315678	-1	1	1	0	5	5	2	6	7	8	10	10	12	13	14	13	15	16	16	16	15	16	16	17	18	17	19	18	18	20	21	21	23	23	23	24	26	25	25	24	25	24	27	26	28	29	27	30	30	31	31	29	28	29	31	32	31	33	31	33	33	31	33	34	35	34	34	36	35	36	35	38	37	40	37	39	41	0	4	1	1	1	3	4	5	3	9	5	6	9	11	11	13	14	14	21	15	15	14	17	21	20	15	29	18	19	15	0	19	31	31	27	20	34	33	33	31	34	0	38	33	41	43	33	44	33	48	45	53	38	5	44	55	54	49	49	57	57	37	56	57	57	53	57	48	48	57	64	60	71	65	65	65	76	1	1	1	1	2	2	1	1	2	1	3	3	2	2	2	1	1	2	1	1	1	2	1	1	2	2	1	1	1	4	1	4	1	1	2	3	2	1	1	1	1	1	1	2	1	1	2	3	4	1	1	1	1	10	2	1	1	1	1	1	1	2	1	2	2	2	2	3	3	3	1	2	1	3	1	2	2
19500	-474.821866840047903	-472.776267213586095	-2.045599626461797	0.000122637051518	0.000016181845693	0.131949076506207	0.584476764979114	-1	2	1	1	4	5	4	6	6	8	8	9	13	12	14	14	16	14	17	16	14	16	17	16	18	17	18	17	20	21	21	23	23	23	24	25	25	26	25	25	26	26	27	27	28	28	27	31	30	28	31	30	29	29	29	33	31	30	31	33	34	32	34	34	33	34	35	35	36	35	36	39	36	41	38	41	42	0	4	1	1	3	3	2	5	5	9	6	8	14	11	14	14	14	13	18	15	13	21	17	14	17	20	17	17	27	17	0	19	31	31	29	27	34	33	34	34	31	0	37	31	44	44	34	52	55	47	41	50	34	6	47	53	54	38	53	57	54	53	59	57	57	53	64	51	49	60	64	57	60	72	73	72	72	1	1	1	1	2	2	1	1	2	1	1	2	1	2	2	1	2	1	2	1	1	1	1	2	1	1	1	1	1	3	1	3	1	2	2	4	1	2	1	1	1	1	1	3	1	1	2	1	1	1	3	1	2	7	2	2	1	1	1	1	3	2	2	1	1	2	1	2	3	1	1	4	2	1	1	2	1
20000	-439.336815287707680	-437.322908297635138	-2.013906990072525	0.000130748165481	0.000017853269915	0.136547001245512	0.671475540063662	-2	2	0	1	5	6	4	7	7	9	9	9	12	12	13	14	16	15	16	15	16	15	17	17	19	17	18	19	19	21	21	23	23	23	25	25	24	24	24	24	27	26	28	27	28	30	28	29	28	30	32	29	29	29	31	32	31	33	31	32	34	32	32	33	34	33	34	35	35	35	34	38	36	40	39	40	41	0	4	1	3	3	3	2	5	5	9	9	8	11	9	11	13	14	16	18	13	15	14	18	21	24	18	21	26	27	28	0	19	31	31	32	25	33	33	34	34	34	0	37	33	31	43	41	37	38	33	49	49	49	45	38	59	54	49	49	54	60	48	48	57	60	48	57	62	55	60	60	65	71	72	71	70	72	1	1	1	1	2	2	1	1	1	1	1	1	2	2	2	1	3	1	1	2	1	2	1	1	1	1	1	2	1	1	1	4	1	2	2	2	1	1	1	1	2	1	2	2	4	1	1	2	2	2	2	1	1	1	3	1	1	2	1	2	1	1	1	1	1	2	1	1	2	2	2	1	1	1	2	2	1
20500	-453.255617836098054	-450.852609032901796	-2.403008803196286	0.000131853922391	0.000012360839941	0.093746471220231	0.654168703629384	-1	2	1	1	5	7	4	7	7	9	10	9	12	11	14	14	15	15	15	16	15	16	17	18	18	17	17	19	19	20	21	23	23	23	25	25	25	24	25	26	26	26	27	25	29	29	28	31	30	29	31	30	28	30	32	31	32	32	32	34	33	31	34	34	34	35	35	35	36	34	36	39	37	43	38	41	42	0	4	1	1	3	5	2	5	5	9	9	5	14	11	13	13	14	13	13	19	13	15	15	21	14	20	15	25	27	24	0	29	31	31	29	32	34	33	33	37	38	0	37	38	44	43	41	52	47	40	50	53	43	38	49	41	54	62	52	54	54	47	56	57	57	56	70	55	62	54	60	73	70	65	60	73	76	1	1	1	1	2	1	2	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	2	3	1	2	1	1	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	3	1	2	1	1	1	2	2	3	1	1	2	2	1	2	3	2	1	1	2	4	1	1	1
21000	-440.388822788120024	-438.537468100689182	-1.851354687430846	0.000100933857273	0.000016674303916	0.165200304108119	0.623134315256431	0	2	1	1	4	5	5	6	7	7	9	10	10	13	13	14	16	15	15	17	16	16	16	17	19	18	18	18	19	18	22	22	24	23	24	25	26	25	25	24	26	26	27	26	28	29	28	29	30	30	32	28	29	29	31	32	31	33	30	32	32	30	34	33	35	35	34	34	36	35	36	38	37	43	39	40	42	0	4	1	1	3	3	4	5	6	6	6	8	11	13	13	15	15	15	15	17	15	14	18	21	15	21	17	17	27	20	0	24	34	31	32	32	33	34	33	34	31	0	38	33	41	43	44	33	41	52	41	33	47	34	62	48	54	62	53	54	54	44	56	57	64	56	60	62	55	60	70	57	71	60	65	70	72	1	1	1	1	2	2	2	1	1	1	2	3	1	2	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	2	1	2	1	2	1	1	1	1	1	2	1	1	2	1	1	2	2	2	1	4	1	3	2	2	2
