step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77
21500	-434.616176577631336	-432.393842350510909	-2.222334227120446	0.000136825177383	0.000015110854260	0.110439135174369	0.754232551435651	-1	1	2	0	4	5	4	7	7	8	9	10	12	13	13	15	15	16	14	16	15	16	16	17	19	17	18	18	20	19	21	22	24	23	25	24	25	26	25	25	26	26	27	26	28	30	27	31	29	30	30	27	29	28	30	32	32	32	30	34	33	32	32	33	35	35	33	35	35	35	36	37	35	42	37	39	40	0	4	1	1	3	5	4	5	6	9	9	5	9	11	11	15	19	19	15	17	19	13	15	21	24	20	21	20	27	28	0	26	31	31	29	32	33	33	33	34	33	0	37	33	41	43	37	53	44	41	45	44	52	34	45	59	54	50	53	54	54	50	53	54	64	50	54	62	62	57	67	70	57	72	73	72	60	1	1	2	1	1	1	1	1	1	1	1	3	3	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	1	2	2	1	2	2	2	1	2	1	1	1	2	1	1	2
22000	-496.916363389648041	-494.449433881553261	-2.466929508094779	0.000140639357133	0.000012484872854	0.088772254853447	0.486209126206398	-1	2	1	1	3	6	4	7	8	8	10	8	12	12	12	14	15	15	14	16	16	16	17	18	20	17	18	18	20	19	22	21	23	24	25	26	26	25	25	25	26	25	26	27	28	28	28	29	31	29	32	27	30	29	30	32	31	33	31	33	31	32	33	31	35	33	33	35	36	36	35	39	36	43	38	39	40	0	4	1	1	3	3	2	3	6	3	10	6	10	10	10	14	14	15	11	13	15	18	19	15	26	18	18	14	17	26	0	27	31	31	24	29	38	33	33	31	31	0	38	33	44	43	52	34	52	34	48	34	33	34	44	55	54	49	53	64	54	44	52	54	64	49	64	58	52	54	54	65	57	60	70	60	54	1	1	1	1	1	2	1	4	1	4	1	2	2	3	1	1	2	2	1	3	2	1	1	3	1	1	2	2	3	1	1	2	1	2	3	3	1	1	1	1	2	1	1	2	1	2	1	3	2	1	2	2	3	2	1	1	2	2	1	1	1	3	2	1	2	1	1	1	3	4	3	2	3	5	1	3	4
22500	-440.507959871173227	-438.587460867433151	-1.920499003740080	0.000126143795936	0.000019152635142	0.151831764694417	0.682334465177357	-3	2	2	0	4	4	5	7	7	8	9	9	12	11	13	14	15	15	16	15	16	16	17	17	19	18	18	18	20	20	21	22	23	23	24	25	25	26	25	25	26	27	27	26	28	29	28	31	30	30	29	28	29	29	31	33	32	32	32	33	34	33	31	33	34	34	34	36	36	34	35	37	36	41	38	40	41	0	4	1	1	3	3	3	6	6	3	10	8	14	11	13	13	14	15	15	13	15	17	17	21	24	17	24	20	27	28	0	27	31	31	32	29	33	33	33	34	37	0	40	40	37	43	33	52	44	44	41	34	37	38	49	63	54	49	53	54	54	49	53	57	57	59	57	62	48	54	54	61	70	70	73	71	76	1	1	2	1	1	1	2	1	1	3	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	1	1	2	1	1	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	2	2	3	1	1	1	1	1	2	2	2	3	2	1	3	1	2	1
23000	-429.475636956613755	-427.789818822073016	-1.685818134540728	0.000136092512750	0.000028306014413	0.207990974971504	0.709530822050964	0	2	2	1	4	5	4	7	7	9	9	9	12	13	14	14	15	15	16	15	16	15	14	18	19	17	19	18	19	20	22	22	23	24	25	24	25	26	25	24	26	26	27	27	28	29	28	30	31	30	31	29	27	29	30	31	32	33	31	33	33	32	33	34	33	34	33	34	37	36	36	38	36	43	38	39	41	0	4	1	1	3	3	2	5	6	9	8	8	11	13	13	11	16	15	13	15	14	16	13	21	28	18	28	20	19	26	0	27	31	31	32	32	34	33	33	31	40	0	34	33	40	43	44	53	41	44	44	53	40	44	45	44	54	44	52	54	54	55	59	57	57	59	57	58	58	64	60	57	60	76	70	73	76	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	2	1	1	2	1	1	1	1	1	2	2	1	1	1	3	1	2	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	3	1	1	2	2	2	1	2	1
23500	-452.275798571376981	-450.437444542682840	-1.838354028694130	0.000137620024719	0.000023113505649	0.167951616753025	0.668879912107123	-1	2	1	1	4	5	5	7	5	7	9	10	11	13	13	15	15	15	15	17	16	17	17	18	19	17	19	18	20	21	22	22	23	23	26	25	26	25	25	25	24	26	28	25	28	29	29	30	28	30	31	28	30	29	30	33	31	31	31	33	33	33	33	33	34	35	35	35	35	35	34	38	36	42	38	39	42	0	4	1	1	3	1	2	5	3	3	10	8	11	13	13	14	13	14	15	17	17	21	18	21	19	17	15	17	18	25	0	29	31	31	32	29	33	33	34	34	31	0	44	33	38	43	52	37	44	49	52	33	49	41	44	59	54	44	53	54	54	58	52	57	64	63	60	62	53	54	60	70	71	72	71	60	76	1	1	1	1	2	3	2	2	2	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	2	1	3	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	2	1	1	2	2	1	2	2	1	2	2	1	1	3	1	2	2	1	3	1	1	1	1	1	2	2	1	2	1	2	2	2	2
24000	-437.402956012306731	-435.654798653136879	-1.748157359169846	0.000132442082771	0.000025115055980	0.189630481902275	0.703028906244352	-1	2	1	1	5	4	4	5	7	8	9	9	12	13	12	15	14	15	17	15	17	16	16	18	19	17	18	19	20	21	22	22	23	23	26	25	25	26	25	24	27	26	27	27	28	30	27	30	30	30	31	28	30	29	31	32	31	32	32	34	33	32	34	33	34	33	34	35	35	35	36	39	37	42	39	40	42	0	4	1	1	3	3	4	3	5	5	10	8	11	11	5	14	15	17	14	14	17	14	18	21	22	20	21	26	27	28	0	19	31	31	32	32	34	33	33	31	38	0	37	33	44	47	33	52	52	38	45	44	52	44	47	53	54	50	52	57	54	49	50	57	57	52	57	58	58	57	60	64	65	72	73	70	76	1	1	2	1	2	2	2	2	1	1	1	2	2	2	4	1	1	1	3	1	1	2	1	1	2	1	1	1	1	1	1	3	1	1	2	2	1	2	2	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	2	1	1	2	2	2	2	1	2	1	2	3	2	2	2	2	1	2	2	2	1	2	1
24500	-493.754803916422077	-492.110121337568614	-1.644682578853437	0.000148841241393	0.000033067669714	0.222167387238634	0.734005617101084	-2	1	2	1	4	6	5	7	7	8	10	9	12	12	14	14	13	14	17	16	17	15	16	16	16	18	18	18	19	20	21	21	24	23	25	25	26	25	24	26	26	26	28	26	29	28	28	30	28	29	32	28	29	30	30	32	31	32	31	32	34	33	33	33	33	33	34	35	35	34	34	38	35	39	37	37	39	0	1	1	1	3	5	2	3	6	8	3	5	9	11	14	14	14	14	15	17	24	14	13	13	17	25	20	23	27	22	0	27	31	31	32	32	33	34	31	31	38	0	41	33	34	44	44	52	33	47	49	44	49	38	38	49	54	45	52	57	60	46	53	57	57	59	57	63	53	60	57	65	70	70	73	70	72	1	2	1	2	1	1	2	3	1	1	3	2	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	2	1	1	2	2	1	2	1	2	1	1	2	2	3	2	2	1	2	1	2	1	1	4	2	2	1	1	1	1	1	2	2	2	1	1	1	1	3	1	2	3	1	2	1	1	1
25000	-462.754317931297578	-460.459341019538556	-2.294976911759049	0.000128499865334	0.000013261438315	0.103201962746665	0.654607416162762	-2	0	2	2	4	7	2	6	7	9	9	10	13	12	13	14	16	16	16	15	15	16	14	18	20	17	17	17	19	21	21	22	23	23	25	25	25	25	24	24	26	23	27	26	29	30	29	31	30	29	31	27	30	29	31	32	31	32	32	32	34	30	32	34	34	35	33	36	37	35	35	38	36	43	38	40	41	0	1	1	2	3	3	2	5	3	9	9	8	9	11	9	13	21	21	23	14	15	13	13	21	24	15	20	20	26	26	0	27	31	31	32	32	33	33	33	34	34	0	38	39	41	43	37	52	37	52	50	33	52	34	47	52	54	55	47	57	60	45	49	57	60	59	54	62	47	60	60	70	54	64	71	72	70	1	1	2	1	1	2	1	1	2	1	1	2	3	2	2	1	1	1	1	2	1	1	1	1	2	2	1	1	1	2	1	2	1	1	2	2	1	2	1	1	1	1	1	1	2	2	2	2	3	1	1	1	2	3	1	3	1	1	2	1	1	1	1	2	1	2	2	3	3	2	1	2	2	4	2	1	2
25500	-450.966165057877163	-449.205771685682009	-1.760393372195130	0.000132018652576	0.000024606792398	0.186388755814865	0.676019164922009	-1	2	1	3	3	7	5	5	7	8	9	8	11	13	14	15	16	14	16	16	16	16	16	18	19	17	17	18	20	20	22	22	23	23	25	25	26	25	25	25	27	24	28	27	29	29	28	31	31	30	31	30	29	29	31	32	31	33	32	33	34	32	33	33	35	34	35	34	35	35	35	38	36	40	38	40	42	0	3	1	2	3	8	4	5	5	9	9	8	9	9	13	18	14	13	18	14	14	15	18	21	18	17	15	15	17	28	0	29	31	31	29	27	33	33	33	31	38	0	37	33	34	43	33	47	31	37	45	37	40	40	37	44	54	44	52	57	54	40	52	57	60	62	64	55	58	60	60	70	71	72	73	72	74	1	1	1	1	1	1	1	2	1	1	1	2	2	2	2	1	2	1	1	1	1	1	1	2	2	1	2	1	3	1	1	1	1	1	2	3	2	1	2	2	1	1	1	2	2	1	3	1	3	1	1	2	2	2	3	3	2	2	1	1	3	4	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1
26000	-403.068404747620832	-401.031862216547211	-2.036542531073597	0.000101634670828	0.000013541402615	0.133236055226847	0.657378373803177	-1	1	2	2	4	6	4	6	7	8	8	9	12	11	13	14	14	15	17	17	16	17	16	17	19	18	18	19	19	21	21	22	23	24	26	24	26	25	24	25	26	24	26	27	28	29	28	31	29	30	31	29	27	30	31	33	32	32	31	32	34	30	32	33	34	33	34	34	35	35	34	38	36	42	39	40	42	0	1	1	2	3	5	4	5	6	9	9	8	14	11	13	13	14	15	18	17	17	17	13	21	17	20	24	26	27	28	0	25	31	31	32	24	33	33	33	31	34	0	34	38	41	43	38	53	31	52	49	53	38	49	62	59	54	55	53	54	54	37	49	57	64	59	54	49	49	60	60	65	71	76	72	72	76	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	2	3	3	2	1	1	2	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	2	2	2	2	1	2	1	1	1	1	1
26500	-455.764553755475504	-453.835617608498751	-1.928936146976735	0.000132069930201	0.000019854253358	0.150331368596674	0.666449564077633	-1	1	0	3	4	5	3	7	7	8	9	9	12	11	13	15	14	14	16	16	17	16	15	16	20	17	19	18	20	20	21	21	23	23	24	26	25	26	25	25	26	26	27	26	28	28	28	29	31	28	31	29	29	29	31	32	31	33	31	34	34	31	32	32	35	34	34	34	35	35	36	38	36	42	38	40	42	0	1	1	2	3	3	2	3	6	9	6	8	9	11	14	15	14	14	9	17	24	17	18	15	28	17	26	19	27	20	0	18	31	31	27	35	33	33	33	34	40	0	37	40	34	43	44	38	45	38	45	38	34	44	47	52	54	55	48	54	64	40	59	54	60	56	64	55	62	57	60	67	64	72	73	72	72	1	1	1	1	2	3	2	3	1	1	2	1	3	1	2	1	2	2	5	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	1	1	1	1	1	2	2	2	1	2	1	1	2	2	2	2	2	2	2	2	1	1	2
27000	-425.795140017421772	-424.056622151584691	-1.738517865837103	0.000092546224850	0.000017793030186	0.192261004862670	0.720354227952009	-1	1	2	3	4	6	4	6	7	9	9	9	12	11	13	14	14	14	16	16	16	17	16	18	20	17	18	19	20	19	22	21	23	23	25	25	25	26	25	25	25	26	27	26	28	30	28	30	30	30	31	30	27	29	32	32	30	33	32	33	34	33	33	33	35	34	34	35	36	34	35	38	37	42	39	41	42	0	1	1	2	3	3	4	5	3	9	9	8	14	11	13	15	14	13	13	17	13	17	13	21	19	20	19	26	27	23	0	21	31	31	32	29	33	33	33	34	34	0	37	33	38	43	38	53	33	38	44	44	44	31	50	53	54	55	52	54	64	55	56	57	60	59	64	55	55	64	64	70	60	72	64	72	76	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	2	1	2	1	2	1	2	1	1	1	2	1	1	2	1	1	2	2	1	2	1	1	1	1	1	2	1	1	1	1	2	2	2	2	1	3	2	2	1	1	1	2	1	1	1	3	1	1	1	2	3	1	1	2	2	2	2	1	1
27500	-458.562391099755871	-456.619651075994796	-1.942740023761076	0.000114786407751	0.000016980563177	0.147931828420747	0.689557457069703	0	2	2	3	4	6	4	6	7	8	10	9	13	10	13	14	15	15	16	17	16	16	15	18	19	17	19	19	20	19	22	22	24	24	24	25	26	25	25	25	26	27	28	26	28	29	29	28	30	30	31	29	27	30	31	33	32	33	32	33	34	32	33	33	34	34	35	35	35	35	36	36	37	43	38	40	40	0	1	1	2	1	5	2	5	3	6	6	8	9	9	14	13	15	15	18	15	18	15	15	21	20	13	19	20	27	26	0	27	31	31	27	29	38	31	33	31	33	0	37	34	34	43	53	37	37	38	45	37	33	33	50	52	54	55	49	54	60	55	48	54	64	59	57	62	58	54	60	57	60	72	71	70	64	1	2	2	1	2	2	1	1	3	2	2	1	3	2	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	2	2	2	1	2	1	1	1	1	2	1	2	1	1	2	2	2	2	1	2	2	1	2	1	1	1	2	1	1	3	2	1	1	2	2	1	2	1	2	2	2	1	2	2
28000	-446.124402199881956	-444.374521924491262	-1.749880275390691	0.000108327399607	0.000020492028840	0.189167550543332	0.692677987187277	-1	1	1	0	5	6	3	6	7	8	10	9	11	13	13	14	14	16	16	16	16	17	15	15	17	18	18	18	19	20	20	22	24	23	25	24	25	25	25	26	26	25	28	26	28	30	29	31	31	30	31	27	29	29	32	32	32	33	31	33	32	32	34	34	35	35	35	33	35	35	34	39	37	42	38	38	41	0	4	1	1	3	3	2	5	3	6	6	5	11	13	13	14	14	15	14	17	24	17	14	15	17	20	21	20	27	28	0	24	31	31	32	25	34	34	31	33	37	0	33	38	34	43	44	52	38	38	45	38	52	33	44	48	54	47	53	54	54	50	56	57	64	59	57	45	68	71	54	70	71	73	73	60	72	1	1	1	1	2	2	1	1	3	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	4	2	2	1	3	2	1	2	1	1	1	2	1	3	1	2	2	3	1	2	1	1	2	3	1	1	1	1	2	1	1	1	2	1	1	2	2	2	1	2	2	2	3	1	2	1
28500	-453.732844766827952	-451.589863726798058	-2.142981040029875	0.000124436069420	0.000014848418902	0.119325682425115	0.687063907153689	-1	2	1	1	4	6	4	6	6	8	9	8	13	12	14	15	15	15	17	17	16	17	16	18	20	17	19	18	18	21	22	22	23	24	23	26	26	25	25	25	27	27	28	26	27	30	27	31	29	31	31	29	30	29	30	32	31	28	32	33	33	31	34	33	34	34	35	35	35	35	35	38	35	42	38	40	41	0	4	1	1	3	3	4	5	5	9	9	8	14	11	14	14	15	14	15	14	17	17	18	21	17	17	29	26	21	28	0	27	31	31	27	35	33	33	33	34	31	0	41	38	34	43	38	52	44	41	45	33	33	38	38	52	54	37	55	54	54	41	62	54	64	59	60	50	62	57	54	67	60	72	73	70	72	1	1	2	1	1	2	2	1	1	2	1	1	1	1	1	1	1	2	1	3	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	2	2	1	1	1	3	1	1	1	1	1	1	1	1	2	2	2	3	3	3	1	1	1	2	3	2	2	1	2	1	1	1	2	2	2	4	2	1	2	2	2	2
29000	-436.285150854580593	-434.384441304410927	-1.900709550169647	0.000134089395377	0.000020845039282	0.155456285138187	0.627708270410670	-1	2	1	1	5	6	4	6	7	8	10	7	13	11	13	14	15	14	16	16	15	17	16	16	20	18	18	17	19	20	21	23	24	23	23	26	26	26	24	25	26	27	27	26	28	29	28	28	29	30	31	29	28	29	31	30	31	33	32	34	34	31	33	33	34	35	34	36	37	36	36	38	36	42	38	39	41	0	4	1	1	3	3	2	5	6	6	6	8	11	6	11	15	15	15	18	21	18	21	15	21	24	28	24	17	27	28	0	27	34	31	27	32	34	33	34	34	34	0	41	33	31	37	33	33	44	38	49	53	41	41	33	52	54	49	53	57	54	41	56	57	57	53	57	58	50	67	60	70	60	72	73	70	76	1	1	1	1	2	2	2	1	1	1	2	1	2	2	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1	2	1	1	3	2	2	1	1	1	2	1	1	1	4	2	2	2	1	2	1	1	1	2	2	1	1	2	1	2	2	2	1	1	2	3	2	2	2	1	1	1	1	1	1	2	1
29500	-438.776556812010540	-436.225207818557294	-2.551348993453243	0.000146217029672	0.000012106798600	0.082800195211638	0.647416548024312	-1	1	1	3	4	5	4	7	7	9	9	9	13	12	13	13	14	15	16	15	17	17	16	16	19	18	18	18	19	20	22	21	23	24	25	24	25	26	25	23	26	27	27	26	29	28	28	31	30	30	31	30	30	29	31	32	30	30	30	33	33	32	33	33	33	35	35	35	37	34	36	39	36	42	39	39	41	0	1	1	2	3	3	2	6	6	9	9	8	14	11	11	14	13	13	13	14	24	14	13	18	26	20	13	15	14	28	0	27	31	31	29	32	33	33	33	31	31	0	37	33	41	43	37	53	40	47	45	44	45	41	58	49	54	41	41	57	54	47	56	57	54	63	70	62	49	54	70	71	60	60	73	70	76	1	1	1	1	2	2	1	1	1	1	1	1	1	2	3	1	1	2	1	1	1	2	2	1	1	2	3	2	2	1	1	1	1	1	3	1	1	2	1	1	2	1	1	1	2	1	1	1	3	1	1	2	1	2	1	1	1	2	1	2	2	2	1	2	2	1	1	1	4	2	1	1	1	4	2	2	1
30000	-445.773738298624949	-443.794609731715809	-1.979128566909119	0.000139559822269	0.000019805621715	0.141914925034496	0.681532932329971	-1	1	1	3	4	5	4	7	7	8	10	9	11	13	14	12	16	13	15	16	17	16	17	17	20	16	18	18	20	19	22	22	23	24	26	24	25	24	25	25	26	25	26	26	28	29	28	30	31	31	31	28	29	29	30	31	31	33	32	33	33	32	33	34	35	34	33	35	36	35	35	39	36	42	38	39	41	0	1	1	2	3	3	2	6	3	6	6	5	11	13	18	13	13	13	14	14	15	15	18	26	23	18	20	26	27	28	0	29	31	31	32	29	38	33	33	38	31	0	34	38	41	47	38	38	53	47	45	44	37	34	47	52	54	55	56	54	54	55	48	57	54	56	54	48	48	57	64	70	70	72	60	60	76	1	1	1	2	2	2	1	1	3	1	3	3	1	1	1	1	2	1	1	3	1	1	2	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	2	3	1	2	2	1	3	1	1	1	1	2	1	2	4	1	1	2	2	2	2	2	2	2	1	2	1	2	2	2	1
30500	-433.916763604574555	-431.930528997155250	-1.986234607419325	0.000141600513989	0.000019935805041	0.140789072580284	0.695591073804200	-1	1	2	2	5	6	3	7	7	7	9	9	13	12	11	14	15	14	15	16	16	17	17	18	18	16	18	18	17	20	22	22	24	24	26	25	25	26	25	25	26	26	27	27	26	29	28	30	29	30	32	30	28	29	31	32	31	33	28	33	33	33	33	32	35	33	35	35	35	33	35	39	36	41	38	40	42	0	1	1	2	3	3	4	5	3	5	10	8	14	15	11	14	13	13	13	14	17	17	17	21	17	14	29	26	20	26	0	27	31	31	32	29	33	33	33	31	34	0	37	33	40	43	33	53	37	47	41	53	44	38	49	53	54	55	44	64	54	55	59	57	57	49	70	56	50	54	64	65	65	75	70	60	76	1	1	2	1	2	2	1	1	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	3	1	2	1	1	1	1	1	2	1	1	2	1	2	1	2	1	1	2	1	3	1	1	1	1	2	1	2	1	2	2	1	2	2	3	1	1	1	2	2	2	1
31000	-434.753476176462243	-432.333110784114751	-2.420365392347496	0.000121581694258	0.000011228550048	0.092353952756978	0.663664324459152	-1	1	2	2	4	6	5	5	6	8	10	10	11	8	13	14	15	15	16	16	16	17	15	17	20	17	18	19	19	21	21	22	23	24	26	23	25	26	25	25	26	26	27	26	28	29	28	31	28	29	29	30	29	30	32	33	32	31	31	33	33	32	32	33	35	34	34	34	35	35	34	39	36	42	37	40	42	0	1	1	2	3	5	2	5	5	3	14	8	14	9	13	15	15	15	13	17	17	19	15	21	17	19	19	26	27	28	0	27	31	31	32	27	33	31	33	31	34	0	38	33	40	44	44	53	33	33	34	44	38	38	52	48	54	49	38	54	54	48	53	57	64	56	64	62	37	64	60	70	60	60	60	72	76	1	1	2	1	1	1	2	1	1	3	1	2	2	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	2	1	2	1	2	2	2	1	3	1	2	1	1	1	2	1	2	1	1	3	2	2	3	1	2	1	1	1	1	3	2	2	1	2	1	1	1	1	1	6	1	1	2	1	4	2	1	1
31500	-455.996302972820786	-453.906643661415274	-2.089659311405512	0.000158184694796	0.000019927412335	0.125975603145356	0.695787001255399	-2	1	1	3	2	6	4	7	7	8	10	10	11	13	13	14	15	14	17	16	16	17	17	17	19	16	19	18	18	20	20	22	23	23	25	25	25	25	24	25	24	25	27	27	28	29	29	30	30	31	32	28	29	29	30	32	31	33	31	33	33	33	33	32	34	35	33	36	36	35	35	37	37	39	38	40	42	0	1	1	3	3	3	4	3	5	9	10	8	9	13	13	14	15	11	15	18	18	14	15	21	19	18	19	17	19	26	0	29	31	31	32	29	33	33	34	34	31	0	37	39	44	43	41	38	34	47	49	38	52	41	53	44	54	53	49	54	54	55	59	57	57	52	57	49	62	54	64	71	71	72	73	70	76	1	2	1	1	1	2	1	2	2	1	1	2	2	1	1	1	1	1	2	1	1	3	2	1	1	1	2	2	1	2	1	2	1	2	1	2	1	1	1	1	2	1	1	2	1	1	3	3	2	1	1	1	1	2	1	2	1	2	1	2	2	2	1	1	1	4	1	2	1	3	1	1	1	2	1	2	1
32000	-436.449953828608102	-434.513957831773325	-1.935995996834749	0.000133840720425	0.000019955079648	0.149095728003558	0.799332537992123	-1	1	1	2	4	7	3	6	8	8	9	10	10	12	14	14	14	15	17	15	16	16	16	18	19	17	19	18	20	20	22	21	23	23	25	25	24	26	25	25	26	27	28	25	28	30	27	31	31	30	31	30	28	29	31	33	31	33	32	34	34	33	32	33	35	35	34	35	36	35	35	39	36	41	38	39	40	0	1	1	2	3	3	2	5	6	6	10	8	6	11	6	14	14	17	20	14	15	15	17	21	17	20	21	19	27	28	0	27	31	31	29	32	33	44	34	31	33	0	38	33	38	43	44	53	45	38	45	53	38	38	52	48	54	55	52	64	57	50	52	57	64	56	64	62	58	54	64	70	71	72	64	70	64	1	1	1	1	2	3	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	1	1	1	2	1	2	1	1	2	2	3
32500	-422.647874673874412	-420.765459003539775	-1.882415670334637	0.000125785244989	0.000019992987819	0.158945413835930	0.746742392022963	-1	1	2	2	4	6	4	6	6	7	8	8	12	11	13	14	15	14	17	16	16	16	17	17	18	17	18	17	20	20	22	22	23	24	24	24	25	25	24	24	27	25	27	27	26	29	28	31	29	30	31	29	29	30	32	31	31	32	31	33	33	32	32	33	32	33	35	34	36	36	35	38	36	42	38	40	41	0	1	1	2	3	3	2	3	3	9	6	6	14	11	13	13	13	15	17	13	18	14	17	21	24	17	21	17	27	28	0	27	31	31	29	32	31	33	33	31	37	0	37	45	31	43	38	52	38	38	34	41	41	47	41	53	54	34	53	54	54	47	56	57	57	59	64	37	62	60	54	70	60	76	73	72	76	1	1	1	1	2	2	1	2	2	1	1	2	1	2	1	1	2	1	1	2	1	3	1	1	1	1	1	2	1	2	1	2	1	2	2	1	1	1	1	1	2	1	1	1	2	1	2	1	2	2	2	1	1	1	3	1	1	3	1	1	1	2	1	1	1	1	1	4	2	2	2	1	2	1	1	1	1
