"","n","prop.ances.ok","msup.ances","msup.kappa","merr.date","prop.imp.ok","mu1.ok","mu2.ok","merr.pi","time"
"6b619e4fb6",77,0.73972602739726,0.406335616438356,0.597159090909091,0.770779220779221,0.666666666666667,0,1,0.343510981471286,578
