step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	Tinf_115	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	alpha_115	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114	kappa_115
1	-2563.952677039946593	-2570.808164990905880	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.156928713355551	0	2	3	3	3	4	4	5	5	5	4	5	6	5	6	7	8	7	8	7	8	6	7	9	9	9	7	7	7	10	10	9	12	8	9	9	9	9	9	10	10	10	11	12	12	12	13	11	10	10	12	13	12	13	12	11	13	13	13	13	14	14	15	15	13	13	15	15	15	14	15	14	16	15	16	15	17	15	15	16	16	16	18	17	18	17	18	17	18	18	17	19	22	24	26	26	25	25	27	28	28	29	32	31	34	36	38	38	38	38	40	41	41	41	41	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	3	3	3	2	3	3	3	3	4	4	4	4	4	4	3	4	5	5	5	4	4	4	5	5	5	6	4	5	5	5	5	5	5	5	5	6	6	6	6	7	6	5	5	6	7	6	7	6	6	7	7	7	7	7	7	8	8	7	7	8	8	8	7	8	7	8	8	8	8	9	8	8	8	8	8	9	9	9	9	9	9	9	9	9	10	11	12	13	13	13	13	14	14	14	15	16	16	17	18	19	19	19	19	20	21	21	21	21
500	-1058.850818162987025	-1065.706306113946312	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.202074176732815	0	1	3	3	4	5	2	6	6	6	5	5	6	5	6	8	6	7	8	8	9	7	7	9	10	10	7	7	7	9	10	8	13	8	9	9	7	7	9	10	9	10	11	12	12	12	13	11	10	11	11	12	12	13	13	12	13	12	11	13	13	14	15	13	13	13	15	14	12	14	13	14	15	15	15	13	18	14	15	16	16	16	18	18	19	17	18	17	18	19	18	20	22	25	26	26	22	25	24	28	29	30	32	32	35	36	38	39	39	39	41	42	40	42	41	0	1	7	2	2	2	1	3	4	3	3	0	7	7	3	12	2	4	4	5	3	12	6	37	9	15	12	11	9	16	17	2	17	10	7	11	7	5	7	37	20	23	35	7	32	31	18	28	39	23	23	43	38	36	42	23	37	19	10	29	21	43	32	46	17	42	12	29	17	7	4	60	7	13	69	32	33	17	64	46	72	67	21	79	0	29	64	69	76	87	58	17	32	77	17	73	0	69	0	45	82	67	60	67	99	99	99	101	99	97	99	37	99	97	58	1	1	1	1	2	2	1	2	1	2	2	1	3	1	1	2	3	2	3	2	3	2	1	1	3	2	1	1	1	1	2	2	3	1	3	2	2	2	3	3	1	2	1	5	3	1	3	2	1	2	2	1	3	3	2	2	4	2	2	2	1	2	4	1	5	2	6	2	4	5	6	1	6	6	3	3	3	4	1	3	1	1	4	2	1	7	4	3	4	1	4	8	6	3	9	6	1	9	1	7	9	12	11	12	11	6	11	6	10	15	13	18	7	18	13
1000	-903.064920757659479	-909.920408708618879	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.371223301587892	0	2	2	3	4	4	4	5	5	5	3	4	7	4	5	7	8	6	9	8	7	7	7	10	8	9	7	7	6	9	10	9	13	9	9	8	9	9	9	11	10	11	10	12	11	13	12	11	11	10	12	12	11	13	11	11	14	13	13	13	15	14	16	12	14	12	15	15	14	14	16	13	16	16	16	15	18	16	15	16	14	15	17	18	18	18	18	17	18	18	17	19	22	24	26	27	22	26	24	29	29	29	31	32	34	36	39	39	39	39	41	41	41	42	42	0	1	1	3	3	1	3	3	5	5	3	0	2	3	1	12	3	4	25	9	4	18	3	13	3	7	12	5	5	27	17	17	32	5	7	11	21	5	14	36	37	23	27	35	32	17	34	41	32	23	24	13	38	36	13	23	21	40	38	30	54	51	32	31	48	26	59	44	32	48	47	48	37	3	64	65	81	64	46	64	44	30	76	91	0	40	75	79	64	80	75	77	17	69	69	95	0	63	0	98	97	53	99	99	97	99	97	101	97	99	97	19	106	99	83	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	4	3	1	1	3	1	3	2	2	2	1	1	1	1	1	1	4	2	3	2	1	2	2	2	1	2	2	1	1	2	2	1	1	2	1	2	1	2	1	2	3	1	2	2	1	1	4	1	2	2	1	1	4	1	3	1	4	8	2	1	3	3	2	2	1	2	1	1	1	3	1	1	5	1	1	1	8	5	7	1	1	7	1	2	6	8	3	8	6	5	9	5	11	12	12	15	3	17	12
1500	-793.737739898290897	-800.593227849250297	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.464877347673020	0	2	3	3	3	4	5	5	5	5	4	4	7	6	6	6	7	8	8	7	8	6	7	8	10	9	7	7	7	10	11	9	12	9	9	9	9	8	9	10	9	10	11	12	13	11	12	11	10	11	13	13	12	13	12	11	11	13	13	13	15	13	15	14	12	13	14	16	15	12	16	13	16	16	16	16	17	12	16	17	15	16	17	18	17	17	18	18	18	18	17	19	21	25	26	27	22	26	24	29	29	29	32	32	35	36	38	38	39	39	41	41	41	42	41	0	1	1	2	1	2	6	3	11	4	5	0	4	3	6	12	22	9	5	4	9	5	3	3	7	15	12	1	11	27	32	17	31	22	3	5	23	7	20	4	10	23	18	35	33	17	34	30	38	23	23	26	19	36	50	23	21	33	35	65	54	42	45	53	32	50	43	57	45	4	72	13	72	62	78	31	60	46	43	78	47	44	63	64	0	81	79	75	79	79	76	63	92	93	92	83	0	92	0	96	99	97	101	97	101	103	97	101	99	99	99	80	107	97	104	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	1	2	3	2	2	2	5	1	2	1	2	1	2	4	2	1	2	1	2	2	2	1	1	1	2	1	1	1	2	3	2	1	2	1	3	2	1	2	1	2	2	1	1	1	1	1	3	2	6	1	2	2	3	2	3	3	1	3	2	1	1	1	3	1	1	1	1	1	1	1	3	1	2	4	4	1	6	1	1	3	6	1	7	4	2	8	5	9	9	9	11	1	15	6
2000	-744.209688857049741	-751.065176808009141	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.449478994175420	0	2	4	2	4	4	4	5	5	5	3	5	6	5	7	8	8	6	7	7	9	7	7	8	9	8	8	7	8	10	10	9	13	7	10	9	10	9	9	10	10	10	11	9	12	11	12	10	10	11	13	11	13	13	13	11	14	13	12	13	12	14	14	14	13	14	14	15	16	14	15	14	16	16	14	16	18	16	16	16	15	16	19	16	17	15	18	17	18	18	18	19	21	23	26	26	26	26	24	27	27	28	29	31	34	36	38	35	39	39	40	42	41	42	41	0	1	4	1	11	2	4	3	2	2	4	0	3	5	6	12	13	9	9	7	22	3	4	13	22	3	7	9	11	12	32	17	17	7	19	19	17	22	3	29	8	7	21	34	46	32	34	24	8	23	23	7	50	61	42	23	52	52	21	38	49	48	31	17	46	51	28	29	32	59	44	18	22	51	65	65	37	75	17	75	62	57	77	64	0	58	88	79	46	80	84	17	77	93	93	81	0	94	0	92	99	101	102	99	103	105	103	103	102	102	103	108	109	99	92	1	1	2	1	1	1	1	1	1	2	1	1	2	1	2	3	1	1	1	2	2	1	2	1	1	2	2	1	3	2	1	1	3	1	2	2	1	2	2	1	2	2	1	1	1	1	2	1	2	3	3	3	1	1	1	2	2	1	2	2	1	2	2	2	1	1	3	3	4	1	4	3	3	1	1	2	4	1	3	2	1	1	1	1	1	1	1	1	3	1	1	7	2	2	2	5	1	2	1	3	1	1	1	4	3	1	5	3	6	5	6	3	1	12	9
2500	-850.243214818552133	-857.098702769511533	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.618978586880553	-1	1	4	3	2	4	5	5	6	4	3	5	6	6	6	8	8	7	7	8	9	6	8	8	10	9	7	7	6	10	11	9	12	8	10	10	9	9	9	10	11	10	11	13	12	11	14	11	10	10	13	11	12	14	12	11	13	14	12	11	14	12	15	16	11	13	16	14	15	13	16	14	15	15	16	16	18	14	14	16	16	16	16	18	17	17	18	17	19	19	17	19	21	24	26	26	26	25	28	28	28	29	32	29	34	36	37	38	38	38	39	40	40	42	42	0	1	5	1	2	4	4	4	4	5	5	0	4	5	2	12	7	14	3	7	18	3	9	7	9	15	12	14	4	12	32	17	31	9	9	19	7	29	20	7	30	23	42	59	17	32	36	27	23	13	50	12	30	36	50	49	20	45	41	35	34	37	33	79	17	39	61	59	45	34	72	22	38	56	79	69	58	46	46	78	62	48	78	91	0	57	78	80	76	80	64	17	77	93	93	98	0	94	0	94	96	101	102	25	103	105	102	106	103	105	103	108	106	99	108	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	2	1	1	2	2	1	1	1	2	2	2	1	1	1	2	1	1	1	1	2	2	2	3	1	3	1	1	1	1	2	2	3	2	1	2	1	3	1	3	1	1	2	1	1	1	2	1	2	1	1	2	1	1	2	3	1	3	2	2	1	1	3	2	2	1	1	2	1	1	1	2	2	1	1	2	1	7	2	2	2	1	1	1	1	3	1	1	2	6	1	1	3	1	3	2	5	1	2	12	2
3000	-742.831511761694287	-749.686999712653687	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.534257790403041	0	2	3	4	3	4	3	6	5	5	4	5	6	5	7	7	8	7	9	7	8	6	7	10	7	10	7	8	7	11	10	10	12	8	8	9	9	9	9	9	11	10	11	10	11	13	12	11	10	10	12	12	13	13	12	11	13	13	13	13	15	14	15	15	13	12	15	15	14	15	15	14	16	15	15	15	17	16	13	16	16	16	18	18	17	17	19	17	17	19	17	20	21	24	26	27	24	25	28	29	29	30	33	30	34	36	38	39	38	37	40	41	41	42	40	0	1	1	3	2	2	2	7	2	11	7	0	4	5	6	12	22	9	25	9	7	5	13	13	7	29	12	3	5	16	17	17	17	4	4	22	12	9	4	3	38	13	36	28	32	50	38	37	16	4	13	23	30	43	42	23	9	24	22	52	66	23	45	79	52	13	50	21	65	25	47	40	47	56	79	65	45	75	43	64	24	57	44	64	0	54	89	79	80	78	78	17	77	93	93	98	0	94	0	93	53	97	99	99	102	105	106	110	105	105	110	107	108	102	106	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	1	2	1	2	1	1	3	1	2	1	2	1	2	2	2	2	3	3	1	2	1	1	1	1	1	2	2	4	3	2	1	2	1	2	3	2	4	1	1	2	2	1	1	3	2	5	1	4	1	3	2	2	1	1	5	1	1	1	2	1	3	1	1	1	1	2	1	1	1	7	2	2	2	1	1	1	1	4	11	3	2	2	2	1	1	1	2	2	2	2	1	7	2
3500	-719.485210136611613	-726.340698087571013	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.631316831812474	1	3	3	3	3	3	5	5	6	5	5	6	6	5	6	7	5	6	8	7	8	6	7	10	10	9	7	7	8	11	11	9	12	8	9	10	10	10	9	8	10	9	12	13	12	12	13	10	11	11	12	11	13	13	12	11	13	13	13	14	13	14	14	15	13	13	15	15	14	15	12	14	13	16	16	16	17	13	15	17	16	17	18	17	18	17	18	17	18	17	18	18	23	24	26	26	25	24	28	28	28	28	33	30	34	36	37	39	36	39	38	41	42	39	41	0	1	1	1	1	1	4	3	11	1	2	0	4	5	6	12	4	11	5	9	11	1	13	13	18	7	12	9	5	16	32	17	32	18	10	29	20	11	20	7	18	23	38	36	31	41	25	32	21	23	42	36	31	29	50	23	37	25	22	51	35	56	45	78	46	35	53	57	39	59	41	21	21	50	44	31	45	33	78	79	47	67	64	75	0	44	75	79	64	64	84	63	77	93	93	92	0	93	0	92	67	97	102	102	103	105	105	106	105	106	106	110	115	102	114	1	1	1	1	2	1	1	1	1	2	1	1	2	1	2	1	1	1	2	1	2	3	1	2	2	2	1	1	3	2	2	2	2	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1	2	2	2	1	1	2	1	2	2	2	3	1	2	2	1	2	1	2	1	1	2	1	1	2	4	3	2	2	3	1	2	1	2	1	1	1	1	2	1	2	1	1	1	3	2	1	2	3	1	1	1	5	9	1	3	1	1	1	2	1	1	2	1	1	1	5	1
4000	-689.253222168923116	-696.108710119882517	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.720061411954215	1	2	3	3	4	4	5	6	4	5	5	5	6	6	6	7	8	8	8	7	7	7	8	9	9	9	8	7	8	10	10	9	13	9	9	10	10	9	9	9	9	10	11	13	12	12	13	11	10	10	11	13	12	13	12	12	13	13	12	13	14	13	16	15	14	13	16	14	15	15	15	15	16	15	16	15	18	14	15	17	17	16	18	18	18	17	19	18	19	18	18	20	22	24	26	27	25	25	27	27	29	30	32	32	34	36	39	38	38	38	41	41	39	42	42	0	1	1	2	2	2	4	7	2	3	5	0	7	5	3	12	4	28	9	7	14	13	13	4	22	6	16	5	9	16	32	17	32	21	19	35	16	18	21	29	7	13	36	48	31	31	34	36	35	13	23	46	22	36	50	23	24	56	4	37	36	9	66	78	46	45	61	7	45	44	24	47	47	50	64	52	69	49	78	64	72	79	78	75	0	68	78	75	81	64	82	77	77	93	93	97	0	94	0	93	41	96	102	102	102	103	110	106	106	106	113	106	110	107	106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	2	1	1	1	1	3	1	3	1	2	2	2	1	1	1	1	1	1	2	1	1	1	2	3	1	1	2	1	2	1	1	2	2	1	2	1	1	2	2	1	4	1	2	4	1	1	1	1	1	3	1	1	3	1	2	4	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	3	2	2	2	1	1	1	3	12	1	1	1	1	2	1	1	1	1	1	2	1	2	3
4500	-650.436576451032920	-657.292064401992320	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.627881537274663	0	3	2	3	2	4	4	5	5	6	5	5	6	5	6	8	8	7	8	8	9	6	7	8	9	10	7	7	8	10	11	9	12	8	9	9	10	9	8	11	10	9	11	12	13	11	13	11	9	10	12	13	12	13	12	11	13	12	14	13	12	14	15	16	13	13	14	15	15	15	15	14	16	16	16	16	18	14	15	16	15	13	18	17	19	18	17	17	17	18	17	18	22	24	26	24	26	26	27	26	28	29	32	31	34	36	37	39	38	38	39	41	41	40	40	0	3	1	5	1	4	3	2	5	9	5	0	2	4	3	27	13	1	7	28	11	2	13	13	9	7	12	11	9	16	17	17	32	7	28	22	21	7	7	37	34	23	25	29	32	32	28	25	11	42	42	61	40	35	50	23	43	16	44	19	35	51	32	78	31	31	51	60	31	59	82	19	72	62	78	65	31	33	78	78	31	43	67	60	0	68	81	75	75	64	78	63	77	93	94	54	0	93	0	93	22	99	102	102	103	105	103	107	105	106	110	115	109	109	110	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	2	1	2	1	1	1	3	2	1	2	1	1	2	1	1	2	1	1	1	3	2	1	1	1	1	1	3	1	2	1	1	1	2	1	1	2	1	2	1	1	2	3	1	1	3	1	1	1	1	1	1	1	1	3	1	2	1	1	5	1	1	1	2	1	1	3	1	1	1	1	1	1	2	1	2	1	1	4	1	2	1	3	13	1	2	1	1	1	2	1	1	2	1	1	2	1	1
