step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113
1	-4445.527054096177380	-4444.064972011658938	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.878855976399174	0	3	3	2	4	4	3	3	5	4	5	5	6	6	6	10	7	6	8	7	9	9	9	9	9	9	9	9	10	12	10	9	13	10	10	10	10	10	11	11	13	12	11	13	11	11	12	12	12	12	13	12	12	14	13	13	13	13	14	14	14	14	14	15	13	14	15	15	15	15	15	16	19	15	15	15	16	16	16	17	17	17	18	18	17	18	19	18	17	19	18	20	20	19	20	22	21	19	21	22	21	20	21	20	21	22	21	21	22	24	23	26	25	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	3	2	3	3	3	3	3	5	4	3	4	4	5	5	5	5	5	5	5	5	5	6	5	5	7	5	5	5	5	5	6	6	7	6	6	7	6	6	6	6	6	6	7	6	6	7	7	7	7	7	7	7	7	7	7	8	7	7	8	8	8	8	8	8	10	8	8	8	8	8	8	9	9	9	9	9	9	9	10	9	9	10	9	10	10	10	10	11	11	10	11	11	11	10	11	10	11	11	11	11	11	12	12	13	13
500	-994.643196097699160	-992.981532092230282	-1.661664005468845	0.000010023212215	0.000015059229189	1.502435433488615	0.362351258350583	-1	1	3	1	1	3	2	3	4	3	5	5	6	6	5	9	6	5	8	7	7	9	8	9	9	8	9	9	9	10	10	9	10	11	10	11	10	11	10	10	14	13	11	13	8	11	12	12	12	9	14	11	13	15	11	13	14	12	14	14	14	12	14	15	13	13	14	16	15	16	14	16	19	15	15	14	16	16	17	16	17	18	17	19	16	19	20	17	18	19	17	20	20	20	20	23	22	19	22	23	22	17	22	19	21	22	22	21	21	23	22	27	26	0	1	1	1	1	5	5	2	1	5	5	6	15	7	6	6	9	10	17	11	13	13	7	13	18	18	13	21	14	27	16	45	45	13	18	20	25	50	10	29	56	55	3	46	21	33	33	55	27	13	62	28	22	31	16	55	43	18	50	26	46	29	29	21	55	24	37	15	39	66	37	49	45	18	29	40	37	18	75	33	44	77	45	64	35	45	62	35	37	81	64	52	67	75	44	73	64	81	67	64	85	39	102	85	89	95	91	9	39	47	64	102	92	1	1	2	1	2	1	1	2	2	1	2	1	1	3	2	3	1	1	2	1	1	1	4	2	2	2	1	1	2	1	1	1	1	3	3	2	1	1	5	1	1	1	4	2	1	1	1	1	3	2	1	1	1	2	1	1	2	3	3	3	2	2	4	8	1	3	2	7	2	2	2	3	7	5	3	2	3	9	1	3	1	2	4	1	4	7	6	3	5	2	2	6	3	4	6	3	3	1	4	6	5	5	3	2	1	1	4	9	7	5	4	8	6
1000	-771.883167801987497	-770.186869948303638	-1.696297853683833	0.000010057434657	0.000015953723684	1.586261728578695	0.488974756006555	-1	2	3	3	5	3	4	2	6	4	5	4	6	7	6	11	8	5	8	7	8	10	10	9	8	8	9	10	9	13	10	10	12	8	10	9	11	11	11	11	14	12	11	13	10	10	13	12	12	12	14	11	12	14	10	13	13	13	14	12	14	14	15	15	13	14	14	16	15	15	15	16	20	15	16	16	16	16	16	16	17	15	18	17	16	19	19	18	17	19	19	20	21	20	19	23	21	19	22	22	22	17	22	20	21	22	21	21	21	24	23	26	26	0	1	1	8	8	2	8	1	3	2	8	6	6	7	6	15	9	10	9	5	13	34	14	13	18	18	19	21	14	38	24	34	46	13	18	25	35	24	18	29	55	55	17	46	21	21	55	55	18	22	56	26	22	45	15	55	9	39	33	26	33	29	40	44	9	22	47	42	49	65	60	33	45	35	62	62	67	18	50	61	64	26	45	64	67	80	62	49	85	81	81	64	82	76	64	101	98	64	104	90	82	35	93	102	68	95	98	95	102	106	92	102	90	1	2	2	1	2	1	2	1	1	1	2	1	2	1	2	2	2	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	2	1	2	1	1	1	3	1	2	1	1	2	1	1	1	1	3	2	1	1	2	2	2	2	4	1	1	2	2	3	2	1	3	3	1	2	2	1	2	2	6	4	2	1	1	8	2	2	1	4	5	1	1	3	3	4	1	1	1	3	3	3	2	1	1	2	1	2	4	3	1	2	3	1	1	1	2	1	2	5	5
1500	-730.048616294335147	-728.185051818065176	-1.863564476269953	0.000010076720146	0.000020108420617	1.995532308725260	0.710772823549025	1	2	4	2	5	4	4	3	6	5	6	6	5	7	5	8	7	7	9	8	9	9	9	9	9	8	9	10	10	13	10	10	13	10	10	11	11	11	11	12	13	12	10	14	12	12	11	12	12	12	14	13	11	13	11	12	13	13	15	14	14	13	15	16	13	14	15	14	16	15	13	16	19	15	16	14	16	16	16	18	17	17	18	19	17	16	17	17	18	19	18	18	20	19	20	21	22	20	21	21	22	19	22	18	22	22	21	21	21	24	23	27	24	0	1	1	1	8	8	2	1	2	8	5	15	6	7	6	15	9	10	9	8	13	20	14	13	18	18	20	21	7	34	20	26	21	24	26	31	18	34	26	29	56	55	17	33	21	24	24	55	35	24	71	40	27	56	16	55	43	39	47	37	46	29	29	33	25	34	37	27	58	71	37	17	47	58	76	62	60	74	61	61	64	67	86	64	77	31	76	74	67	81	81	81	82	87	81	91	90	90	82	92	67	82	93	82	100	95	90	89	102	103	92	109	81	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	3	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	3	1	2	1	2	4	2	1	1	4	3	1	1	1	1	1	1	3	1	1	1	1	1	2	2	2	2	1	1	1	2	2	1	1	1	1	3	2	3	2	1	1	1	1	1	1	2	1	2	4	4
2000	-712.183864131983114	-710.222207532717562	-1.961656599265566	0.000010198592962	0.000022873903624	2.242848960681314	0.596059269688638	0	4	4	2	4	4	4	2	4	4	5	6	7	7	7	8	7	6	9	8	8	8	8	9	10	9	10	9	10	12	11	9	13	10	10	10	10	9	11	11	14	12	9	14	12	11	12	12	13	11	14	11	12	15	11	13	13	13	14	14	14	14	13	15	13	13	16	15	15	14	15	16	19	16	16	15	16	17	16	17	16	17	18	19	18	19	19	18	18	18	18	20	19	19	19	21	22	20	22	21	21	20	20	20	21	23	22	22	22	25	24	26	25	0	4	1	1	8	8	8	1	1	8	8	6	11	7	6	6	9	10	17	11	13	7	14	13	26	18	26	13	5	34	20	11	46	13	18	38	26	13	18	29	56	55	17	45	21	13	55	55	26	24	53	25	9	44	16	55	22	35	39	35	33	29	29	44	50	24	37	42	27	32	60	48	46	69	62	62	60	74	30	61	64	77	59	64	67	34	76	69	77	81	81	95	82	62	91	93	98	90	82	95	82	93	93	82	85	97	90	83	102	93	100	109	107	1	1	2	1	1	2	1	1	2	1	2	1	1	2	2	2	2	1	1	1	1	2	1	1	1	2	1	1	2	1	1	3	1	2	2	1	1	2	2	1	1	1	1	1	2	2	1	1	2	2	1	1	3	1	2	1	2	1	1	2	1	1	1	1	1	3	3	2	2	4	1	2	5	1	2	1	2	1	2	1	1	1	2	2	1	3	2	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	1	2	1	1	2	2	1	2	1	2	2
2500	-696.710666713471483	-694.949786672540199	-1.760880040931250	0.000010203798672	0.000017785100881	1.742988219672911	0.659121700692589	0	2	3	2	4	5	3	1	6	4	5	6	6	7	7	9	7	7	8	8	8	10	9	9	9	8	10	10	10	12	9	9	13	10	8	10	10	11	10	11	13	12	11	13	11	12	13	13	13	13	13	12	12	13	11	12	13	14	15	15	14	13	14	15	13	15	15	15	13	15	16	16	19	15	16	15	14	17	16	16	16	16	17	18	17	19	18	18	17	18	18	19	19	20	19	23	21	20	21	22	21	21	22	19	21	22	20	21	22	24	24	27	25	0	1	1	1	8	2	8	1	3	8	8	6	6	7	6	6	9	10	9	11	13	31	7	13	18	18	14	21	7	34	3	14	46	13	18	26	35	32	35	29	55	55	17	46	32	45	52	56	35	34	40	25	34	55	15	55	43	39	53	77	46	29	29	44	39	50	69	42	36	29	60	74	83	39	76	62	37	74	67	61	64	67	46	46	79	45	75	74	67	81	81	81	82	87	81	99	81	90	82	92	93	93	101	82	104	97	90	65	82	97	100	102	107	1	1	2	1	1	2	1	1	2	2	2	1	1	3	1	2	1	1	2	1	1	1	3	3	1	1	1	1	3	1	3	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	3	2	1	1	1	1	3	1	1	2	2	1	1	2	1	1	2	2	1	1	1	2	1	1	1	2	1	1	3	1	1	1	1	1	4	2	1	3	1	1	1	1	1	2	2	2	1	1	4	1	2	2	2	1	1	1	1	1	1	3	3	1	1	3	2
3000	-629.078549088688646	-627.287450440314387	-1.791098648374204	0.000009888665565	0.000017965455392	1.816772472885898	0.824626040842551	0	3	3	3	4	4	4	2	5	4	6	5	6	6	6	10	7	6	9	8	8	9	9	9	10	9	8	8	10	12	10	9	13	9	10	10	11	9	11	11	14	13	10	13	11	10	11	12	13	10	13	12	13	15	11	13	12	13	14	15	14	13	14	15	14	14	14	16	15	16	15	16	20	13	15	15	16	16	15	16	17	18	18	17	17	17	18	18	17	19	19	20	19	19	19	20	22	20	22	23	22	21	21	20	22	21	21	21	23	24	24	26	26	0	8	1	1	8	2	2	1	3	2	8	6	6	7	6	15	9	10	11	11	13	28	7	13	18	18	15	13	14	23	28	28	46	13	26	28	35	13	26	29	56	55	17	46	46	24	31	55	20	13	40	31	40	65	6	55	19	39	37	67	33	40	40	44	43	38	18	42	74	74	67	49	83	39	62	62	67	67	61	33	64	71	86	64	67	45	76	78	77	81	81	81	82	87	81	91	98	90	93	92	93	82	82	82	106	95	90	73	102	100	100	109	107	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	2	1	1	2	1	1	1	2	2	2	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	3	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	3	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	1	1	1	2	2
3500	-715.846812569211693	-713.637405503708464	-2.209407065503180	0.000010327250467	0.000029985679918	2.903549208289903	0.780100395746116	0	3	3	1	5	4	4	2	4	3	5	5	6	7	6	10	8	5	8	7	9	9	9	9	9	8	10	8	10	12	10	10	13	10	10	10	11	11	12	11	12	12	11	13	11	12	12	12	13	11	12	12	10	15	11	13	13	13	15	13	14	14	15	15	12	15	14	15	14	14	14	16	19	15	16	16	15	16	15	17	17	18	17	17	17	19	20	19	18	17	18	21	20	18	20	22	21	19	20	22	21	21	21	21	21	22	22	21	23	24	23	26	24	0	8	1	1	8	8	8	1	2	8	3	6	6	7	6	15	9	10	9	11	13	26	14	13	18	18	19	13	23	29	17	28	46	21	26	24	26	22	35	29	55	55	17	46	21	45	32	55	22	34	23	36	25	71	8	41	43	26	47	65	46	43	30	44	35	36	65	42	39	30	60	62	83	39	70	62	49	65	57	33	64	67	45	64	77	61	75	78	67	64	81	95	82	54	81	108	98	90	82	92	93	82	82	93	89	95	98	91	102	106	92	109	107	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	1	2	1	2	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	2	2	1	1	3	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	2	2
4000	-637.510440706384884	-635.723477685665330	-1.786963020719514	0.000011270452132	0.000020361784285	1.806651946623933	0.675460793362659	0	3	3	2	4	4	4	2	5	4	5	5	5	6	7	9	7	7	9	7	9	7	9	8	10	9	9	10	11	12	11	9	14	10	11	10	9	11	11	11	10	13	11	14	12	12	11	12	12	13	13	11	11	15	11	13	12	13	15	13	14	12	14	16	13	15	15	15	15	15	15	14	17	16	15	16	17	14	15	17	17	17	17	18	18	18	20	18	17	19	19	19	21	18	19	23	21	20	21	22	19	20	21	20	21	21	21	21	22	24	24	27	25	0	8	1	1	8	8	8	1	3	8	5	6	6	7	6	6	9	10	9	11	13	9	7	13	18	18	15	21	14	25	21	17	46	13	26	17	18	13	26	23	12	55	17	46	21	34	37	41	35	13	43	17	27	62	41	55	32	39	48	47	46	29	29	44	37	24	60	42	78	60	60	62	61	69	62	62	67	49	51	61	64	67	46	64	89	83	94	78	37	81	81	81	82	72	81	103	90	90	101	92	82	82	82	82	71	95	98	101	102	93	100	109	107	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	1	2	2	2	1	2	1	2	2	1	1	1	2	1	1	1	4	1	1	3	2	2	1	2	1	1	1	1	4	1	2	1	1	1	1	1	2	1	1	1	1	2	2	1	3	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	2	3	1	1	1	2	1	1	1	2	1	1	1	1	1	2	2	4	2	1	1	2	1	1	2	1
4500	-640.294342193302327	-638.455430869239990	-1.838911324062291	0.000011028107083	0.000021332658435	1.934389852649055	0.622404146737287	0	4	3	2	4	4	4	3	5	5	2	6	6	6	7	11	7	7	8	8	9	9	8	10	9	9	9	10	10	12	10	10	14	10	10	11	10	11	11	11	11	12	10	13	12	11	11	13	12	9	14	13	12	14	13	14	13	13	13	13	14	14	14	16	13	14	15	15	14	14	15	17	18	15	16	16	17	16	15	17	17	17	18	18	17	19	20	19	17	19	19	20	20	19	21	22	21	20	22	22	21	19	21	19	22	22	22	21	22	24	24	25	26	0	11	1	1	8	11	11	11	3	2	1	6	6	7	6	6	9	10	9	2	13	3	14	13	18	18	18	21	14	32	21	27	36	13	26	34	18	50	26	29	15	41	17	46	46	21	18	41	26	13	52	40	37	57	41	55	19	39	41	37	46	29	40	44	30	50	53	42	47	41	60	53	45	69	23	40	60	74	55	33	64	67	45	64	67	83	75	78	39	81	81	81	104	75	81	90	90	90	93	92	93	82	82	82	70	95	98	88	102	96	95	102	107	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	1	2	2	2	2	5	1	2	1	1	1	1	2	1	1	1	2	2	1	1	2	1	1	1	2	1	2	1	1	1	2	1	2	2	1	1	1	1	1	1	3	1	1	2	2	2	2	1	1	2	3	2	2	1	1	2	3	1	4	2	1	1	1	2	1	1	2	2	1	1	3	2	4	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	4	1	2	1	2	1	2	2	1
