step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82
1	-3630.398463731373340	-3628.936381646854443	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.917612832653060	0	1	4	4	2	3	4	7	6	7	5	5	5	5	7	8	6	7	6	8	8	7	9	7	8	8	9	10	10	10	10	11	10	11	9	9	11	11	12	11	12	10	12	11	11	13	13	12	12	11	13	14	14	14	14	13	15	15	15	15	16	16	16	16	17	16	19	19	18	19	20	21	21	22	21	22	22	22	26	23	24	24	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	4	3	4	3	3	3	3	4	4	3	4	3	4	4	4	5	4	4	4	5	5	5	5	5	6	5	6	5	5	6	6	6	6	6	5	6	6	6	7	7	6	6	6	7	7	7	7	7	7	8	8	8	8	8	8	8	8	9	8	10	10	9	10	10	11	11	11	11	11	11	11	13	12	12	12
500	-694.481053680475043	-692.572003658381618	-1.909050022093405	0.000009969549666	0.000021029386963	2.109361773403487	0.339216725005277	-1	1	2	4	3	3	4	8	7	7	5	5	6	5	6	5	6	7	7	9	9	7	9	6	8	9	9	10	9	10	10	11	10	9	9	10	12	11	12	11	13	8	12	10	11	13	13	11	12	9	13	14	15	15	14	13	16	15	16	12	17	16	17	17	17	14	19	19	19	20	21	22	22	22	22	22	23	23	27	24	24	24	0	1	1	6	3	2	5	15	4	16	5	5	7	7	5	2	12	13	24	11	14	14	15	7	18	14	14	16	11	23	16	16	17	11	22	15	25	44	25	22	16	15	31	16	34	34	35	15	48	42	32	26	43	45	50	60	41	16	53	50	16	54	53	16	60	50	61	59	60	60	60	60	64	0	42	60	60	60	60	66	66	60	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	2	2	2	2	2	1	2	2	3	2	1	3	2	2	2	2	2	2	1	2	2	7	1	1	3	2	2	2	2	1	1	1	2	2	3	3	1	1	7	1	3	8	1	1	9	5	4	1	2	6	5	6	6	3	1	10	6	7	7	6	8	7	7
1000	-620.804155933102948	-618.990495287626004	-1.813660645476968	0.000010020822069	0.000018760251988	1.872127042951264	0.473135171755036	0	1	1	4	3	3	4	8	4	7	5	5	5	6	7	5	7	7	7	8	8	7	10	6	9	8	10	9	11	9	10	11	11	10	9	8	11	10	12	12	13	9	11	9	11	13	13	13	11	11	12	14	14	13	14	13	14	16	16	12	17	16	16	15	17	14	20	17	19	19	20	21	20	22	21	23	21	22	25	22	24	25	0	1	1	2	3	2	5	15	2	2	5	5	7	7	5	2	12	7	24	11	14	14	36	7	13	14	14	16	20	15	16	16	17	20	21	15	25	44	25	26	16	36	31	16	34	45	35	23	15	42	32	26	31	34	42	50	44	44	53	50	16	54	53	53	66	60	61	53	60	60	65	70	64	0	60	77	66	71	77	60	65	66	1	1	1	2	1	1	1	1	2	3	1	1	1	1	2	3	1	2	1	2	1	1	1	1	2	1	3	2	2	1	3	2	2	1	1	1	2	1	1	2	6	1	1	4	1	2	2	1	2	1	1	2	2	2	2	2	4	3	2	1	8	2	1	1	2	1	1	1	4	2	2	1	3	1	6	1	4	2	2	5	2	6
1500	-561.884519934264063	-560.150608575760316	-1.733911358503709	0.000010018201293	0.000016804713867	1.677418268518557	0.704237002458636	-1	1	1	4	2	3	3	8	7	7	5	5	5	4	7	5	6	6	7	7	7	7	9	6	9	9	9	11	11	10	10	8	9	11	9	10	10	10	11	12	13	11	12	8	12	14	12	12	12	10	14	14	14	13	15	13	15	15	16	15	16	15	16	17	18	17	20	19	19	19	20	20	21	22	21	22	22	22	24	23	24	25	0	1	1	2	3	2	5	15	4	16	7	5	7	7	13	2	12	7	24	11	14	14	15	13	13	21	21	32	20	23	32	16	17	20	22	15	25	44	25	26	44	50	31	16	34	45	35	36	15	15	32	40	43	34	50	50	44	51	53	56	16	54	53	53	60	60	61	64	65	65	65	60	64	0	70	66	65	65	77	71	66	78	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	2	1	2	2	2	1	1	2	1	1	2	2	1	1	2	2	2	2	2	1	1	1	2	4	1	1	3	1	1	1	1	2	2	3	1	1	1	3	2	2	1	2	1	8	1	1	1	2	1	2	1	1	1	1	2	2	1	2	3	2	1	1	1	4	3
2000	-502.101475103844962	-500.275619148921521	-1.825855954923450	0.000010084304235	0.000019181906487	1.902154679163049	0.693810260977614	0	1	4	5	3	3	4	8	7	6	5	5	5	6	6	8	7	7	7	9	8	7	8	6	9	8	9	10	9	10	10	12	10	11	10	10	12	11	12	11	13	11	12	11	12	14	14	12	11	10	12	13	15	14	14	13	14	14	16	15	17	16	17	17	17	17	20	19	18	19	21	21	21	23	21	22	21	23	26	22	24	24	0	1	1	2	1	2	5	15	4	4	5	5	7	7	5	10	12	7	24	11	14	14	15	7	13	14	22	16	11	23	16	16	17	29	14	15	25	16	25	26	28	36	31	16	34	34	35	23	15	15	16	40	43	45	50	50	51	44	53	56	31	54	53	53	60	60	61	64	65	65	65	65	64	0	70	77	65	72	77	71	76	78	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	2	1	1	2	2	1	1	2	1	2	3	2	2	1	2	1	2	1	2	2	1	2	1	1	3	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1
2500	-494.926826320081489	-493.079278330018553	-1.847547990062919	0.000010155598311	0.000019861997074	1.955768283314942	0.710613706880916	0	1	5	4	2	3	3	8	6	8	5	4	5	5	7	9	6	7	7	8	7	8	9	6	9	9	9	10	10	10	10	12	11	10	10	9	11	11	12	11	11	11	12	12	12	13	12	13	13	11	14	14	14	14	14	12	16	15	15	15	17	16	17	17	17	17	20	19	18	20	20	21	21	22	22	22	20	22	25	24	24	24	0	1	1	2	1	2	5	15	4	4	5	5	7	7	5	10	12	13	24	11	14	14	15	7	13	14	14	16	11	15	16	16	17	20	22	15	25	16	25	26	28	36	31	16	34	34	35	30	36	36	44	26	43	46	50	42	51	32	53	56	51	54	59	59	60	60	61	64	65	65	65	71	68	0	70	77	65	72	77	77	76	78	1	1	2	2	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	2	1	2	1	1	2	2	2	1	2	2	1	1	2	1	1	1	1	2	2	1	1	2	1	1	2	2	1	1	2	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	1	1	2	2	1	2	2	1	2
3000	-519.475086123048300	-517.648416981495643	-1.826669141552679	0.000010307061474	0.000019626291733	1.904159762878745	0.640287757023627	0	1	4	3	2	4	3	8	7	7	5	4	6	5	6	8	7	7	7	8	9	7	9	6	7	8	10	11	10	11	10	9	10	8	10	9	11	12	13	10	12	10	13	11	10	13	13	11	12	11	14	14	14	14	15	13	14	15	15	15	15	16	16	17	17	17	19	20	18	19	20	21	21	19	21	23	23	22	27	22	23	25	0	1	1	2	1	2	5	15	4	4	5	5	7	7	5	10	12	7	24	5	14	14	15	7	13	14	21	16	20	23	16	16	17	11	21	15	25	32	37	26	28	36	31	16	34	34	35	36	23	42	32	40	43	46	50	50	44	16	53	56	44	54	53	59	60	60	61	64	66	65	65	60	68	0	70	71	65	72	71	72	71	78	1	1	2	1	2	1	1	1	2	2	2	1	2	1	2	1	2	3	1	2	2	1	1	2	1	2	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	2	2	2	2	1	1	2	1	2	2	1	1	2	1	1	4	1	1	2	1	1	1	2	2	2	1	1	2	2	3	1	1	1	1	3	1	3	1	1	2
3500	-489.143068909692659	-487.389683452129589	-1.753385457563056	0.000010529972932	0.000018161498296	1.724743113158441	0.644103584057487	0	1	3	5	2	3	4	8	6	7	6	4	5	5	7	8	7	7	6	8	9	7	9	7	8	9	9	10	10	11	10	11	10	11	9	10	11	12	12	11	12	9	11	11	12	13	12	11	12	11	11	14	13	15	13	13	14	14	15	15	16	17	16	16	17	17	19	20	19	19	20	21	22	23	20	22	21	22	26	23	24	25	0	1	1	2	1	2	5	15	4	4	5	5	7	7	11	10	12	13	7	11	13	14	15	19	13	14	22	16	11	23	16	16	17	11	22	23	25	51	25	21	28	15	31	16	34	45	35	36	36	42	16	40	43	34	50	42	32	32	53	56	16	54	59	59	60	60	61	53	66	65	65	66	68	0	70	77	65	72	66	71	76	78	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	2	2	3	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	2	2	2	2	1	5	1	1	1	1	2	2	4	1	1	2	2	1	1	1	1	2	1	4	1	1	2
4000	-496.776302319522813	-494.971875532589763	-1.804426786933058	0.000010447532495	0.000019322108901	1.849442335829355	0.767218298617118	-1	1	2	4	3	3	4	7	7	6	5	6	5	6	6	7	7	7	6	8	9	7	9	7	7	9	8	10	10	11	10	9	9	11	10	9	9	11	11	12	12	10	13	12	12	14	13	12	12	11	12	14	13	14	15	13	16	16	16	15	16	16	17	15	17	17	20	18	18	20	19	20	20	23	22	23	21	22	26	23	25	25	0	1	1	2	3	2	5	15	4	4	5	11	7	7	5	10	12	13	7	11	22	14	15	19	7	14	14	16	11	23	16	16	17	20	22	15	25	32	37	26	28	15	31	16	34	45	35	36	36	42	16	40	51	34	50	50	44	44	53	56	44	54	53	53	60	60	61	59	65	65	65	66	68	0	70	71	65	72	77	77	76	78	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	3	2	1	1	1	2	1	1	2	1	1	1	2	1	2	1	2	1	2	2	2	1	1	2	1	1	1	3	1	2	2	2	1	2	1	2	1	1	1	2	1	1	2	1	2	1	1	1	2	2	1	2	1	1	1
4500	-514.788952130007942	-513.312240824239780	-1.476711305768115	0.000013605238791	0.000014150092052	1.040047313395019	0.661544380381435	0	1	2	4	3	2	4	7	6	7	5	5	6	5	6	8	6	6	5	7	9	7	9	7	8	8	9	10	11	10	10	10	10	10	9	9	11	11	13	11	12	9	12	11	11	13	14	12	12	12	13	14	13	14	15	14	16	15	15	15	14	16	17	16	17	17	19	19	19	18	20	20	20	22	21	22	21	21	23	21	25	25	0	1	1	2	3	2	5	15	2	4	5	5	7	7	11	10	12	7	7	11	22	14	15	19	13	14	14	16	20	23	16	16	17	11	14	15	25	16	37	26	28	15	32	16	34	45	35	36	15	15	32	35	43	45	50	50	51	44	53	56	31	54	59	53	60	60	61	64	65	60	65	60	68	0	71	60	65	72	77	65	76	78	1	1	1	2	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	2	2	2	3	2	2	2	1	1	2	1	2	2	1	1	1	2	2	3	3	2	2	1	2	2	1	1	2	1	1	3	2	2	1	1	1	2	1	1	2	2	1	1	1	1	4	2	1	1	1	1	2
