step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	Tinf_115	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	alpha_115	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114	kappa_115
1	-1273.026903271221272	-1271.564821186702375	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.025152788106098	0	2	1	1	3	3	4	4	4	6	6	5	7	6	5	6	5	6	6	7	7	6	7	6	6	10	9	7	8	8	8	9	8	9	8	9	9	10	9	9	10	10	9	10	11	10	11	10	10	12	11	12	12	11	12	12	13	14	13	13	13	13	14	14	15	14	15	16	15	15	16	17	15	17	17	18	18	18	19	19	17	19	19	19	20	22	20	20	19	19	19	22	22	22	21	22	22	21	22	22	21	22	22	23	22	23	25	24	24	25	27	27	27	29	29	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	3	3	3	4	3	3	3	3	3	3	4	4	3	4	3	3	5	5	4	4	4	4	5	4	5	4	5	5	5	5	5	5	5	5	5	6	5	6	5	5	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	8	7	8	8	8	8	8	9	8	9	9	9	9	9	10	10	9	10	10	10	10	11	10	10	10	10	10	11	11	11	11	11	11	11	11	11	11	11	11	12	11	12	13	12	12	13	14	14	14	15	15
500	-782.692549148444755	-780.810421531570114	-1.882127616874615	0.000010006094541	0.000020430649902	2.041820594306438	0.094480910318754	0	2	1	1	3	2	4	5	4	6	6	6	6	5	5	6	5	6	6	8	7	3	7	6	6	10	8	7	8	9	8	10	8	9	9	10	10	10	9	9	10	10	9	9	11	11	11	10	10	13	10	12	12	11	12	10	13	14	12	12	12	13	14	14	16	15	16	17	16	15	17	16	15	17	18	19	16	18	20	19	17	19	18	16	20	21	19	20	19	18	19	21	23	22	22	22	20	22	22	22	21	21	20	23	21	23	24	25	24	24	27	27	26	28	30	0	4	1	1	4	1	6	22	6	3	7	9	4	4	1	17	6	1	15	24	7	4	4	5	6	27	19	10	23	5	9	17	7	15	3	4	2	18	31	18	18	24	28	4	19	29	44	16	12	49	23	33	51	33	6	17	0	12	56	18	20	10	32	36	25	14	24	48	27	18	41	60	18	64	13	42	70	84	80	41	40	26	61	64	26	65	71	10	60	74	36	55	90	62	30	66	90	6	3	88	7	26	36	2	27	82	89	32	97	18	110	3	51	84	84	1	1	1	1	1	1	1	1	1	3	1	1	3	2	2	1	2	3	1	1	2	1	3	2	2	1	1	1	1	3	3	2	2	2	5	6	4	2	1	2	3	2	1	5	3	2	1	2	2	2	2	2	1	2	6	2	1	4	1	2	2	4	2	2	5	5	5	4	3	4	3	2	5	1	8	5	1	1	1	6	5	6	2	1	5	2	1	7	4	1	5	4	2	4	8	4	1	12	12	1	7	5	4	10	7	1	3	6	4	8	2	12	7	8	7
1000	-648.171722682034215	-646.524083124998924	-1.647639557035253	0.000010036055623	0.000014737589154	1.468464275945769	0.418761118433933	0	2	2	2	4	3	4	4	4	6	5	6	8	7	5	6	4	7	7	7	7	6	7	5	6	10	10	7	9	8	8	7	8	10	8	10	9	10	10	8	10	11	9	11	12	11	11	9	11	12	11	13	13	12	11	12	13	14	13	12	13	13	14	14	15	14	15	16	16	15	16	17	16	18	18	17	18	19	19	17	17	19	18	17	20	19	20	19	18	19	19	22	20	23	21	20	21	21	22	21	22	23	21	24	21	20	25	24	24	24	27	27	27	30	29	0	1	1	1	2	3	2	4	3	3	3	6	10	16	4	5	2	6	4	7	4	17	16	3	9	40	43	11	3	23	11	24	1	33	25	31	11	31	32	1	1	19	28	32	12	14	48	20	26	35	39	36	50	24	27	41	0	5	49	36	18	47	46	22	62	39	56	50	66	63	23	64	1	70	66	58	80	84	63	20	26	45	43	60	49	45	67	76	50	12	76	84	90	42	90	84	88	74	67	90	57	1	84	22	63	84	53	64	87	70	59	99	69	92	106	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	2	3	2	2	1	1	1	1	1	1	1	3	1	2	1	5	1	1	1	2	1	1	3	4	3	1	2	3	2	1	1	1	2	1	1	1	3	1	1	1	6	1	1	4	1	1	4	1	2	1	2	1	1	3	2	10	2	2	1	1	1	2	4	4	3	7	2	5	4	3	1	3	6	1	3	1	7	1	2	1	2	3	2	4	12	2	12	3	2	5	5	3	4	6	3	4	7	5
1500	-580.555810118676959	-579.019742699100220	-1.536067419576721	0.000009992073899	0.000011932899037	1.194236467561917	0.706403051422310	0	3	2	1	3	3	4	1	4	5	6	5	7	7	4	6	4	7	7	8	5	7	8	6	6	11	9	7	8	9	8	7	8	10	9	9	10	10	9	10	9	8	10	11	11	10	12	10	10	11	11	11	13	11	12	12	14	14	11	14	12	12	14	15	15	14	13	16	16	15	16	17	16	18	18	18	17	19	20	18	18	18	19	18	21	22	19	20	19	19	19	20	23	22	21	21	21	20	22	23	21	21	22	23	22	23	26	22	24	25	25	27	27	29	30	0	8	8	1	3	1	6	1	5	6	6	5	15	25	3	17	3	10	25	16	3	24	10	2	15	48	13	12	7	14	24	25	11	27	19	2	30	33	29	13	14	16	29	35	37	22	29	31	35	37	46	36	26	22	43	45	0	52	35	62	34	33	47	56	43	27	42	66	63	66	58	73	65	73	52	70	71	84	81	50	69	69	80	63	64	31	82	90	61	74	54	84	85	77	75	82	66	81	74	87	45	44	87	108	89	92	102	79	87	104	100	97	109	47	106	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	3	1	1	1	1	1	1	2	3	2	1	1	1	3	1	1	1	2	3	7	1	1	3	1	5	1	1	3	1	2	3	1	1	2	6	5	2	1	1	1	2	2	2	2	1	2	2	7	4
2000	-573.311920480595518	-571.385259345145414	-1.926661135450144	0.000009936546672	0.000021401527416	2.153819442890207	0.673018735738688	0	3	1	2	3	3	5	4	4	7	7	5	8	6	4	7	5	6	6	7	7	5	7	6	7	11	10	7	9	8	8	10	8	10	9	9	10	10	8	10	11	10	9	11	12	8	11	9	10	10	12	12	12	11	10	11	12	14	13	13	13	14	14	14	15	14	15	14	15	13	17	17	14	17	18	18	17	19	19	18	17	18	19	17	21	23	21	20	19	20	20	22	22	23	21	21	23	22	22	23	21	22	23	23	22	24	25	24	24	26	27	27	26	30	27	0	3	1	1	1	3	8	4	5	14	6	15	25	17	4	15	8	15	15	7	19	1	12	3	19	18	36	7	11	7	25	15	14	24	23	12	36	35	16	48	35	31	17	46	46	9	50	17	30	22	27	43	49	36	30	31	0	59	39	30	23	53	38	70	27	54	39	38	73	17	73	69	38	69	74	69	51	82	72	34	60	84	80	58	57	65	84	78	58	72	17	82	96	87	58	79	85	82	90	102	79	64	87	87	83	92	103	76	87	108	108	92	109	92	106	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	3	1	1	1	1	1	4	1	3	2	3	1	1	1	1	1	1	2	1	1	2	1	2	2	2	1	2	1	1	1	1	1	1	2	2	2	1	2	1	3	2	3	1	1	5	1	2	2	1	1	2	2	1	1	2	1	1	1	2	4	4	2	1	3	3	8	1	1	1	3	1	1	2	1	1	1	3	1	1	1	1	1	4	1	1	2	2	1	5	1
2500	-572.660703347206095	-570.909442865815436	-1.751260481390712	0.000009784768513	0.000016825628249	1.719573460174245	0.531761826503528	0	2	2	2	4	3	4	3	4	7	5	4	7	6	4	6	5	6	6	8	7	7	8	6	6	10	9	8	8	9	9	10	8	9	7	9	10	10	8	8	10	11	9	10	11	11	11	10	10	12	11	13	13	10	13	13	13	13	12	13	13	13	14	15	13	14	15	16	15	15	15	17	16	17	17	17	17	17	20	18	17	19	19	19	21	22	21	20	18	19	18	22	23	22	20	21	20	21	23	23	21	22	23	24	22	23	25	23	24	25	27	26	27	30	29	0	1	1	1	6	3	8	2	3	7	15	1	3	5	2	3	5	17	2	18	6	17	15	7	17	6	14	24	18	9	16	25	12	14	16	22	20	17	19	25	35	22	21	23	48	41	11	30	33	13	29	21	37	33	38	39	0	20	21	29	48	42	29	22	20	54	47	45	52	58	53	71	64	65	63	68	64	67	82	71	68	47	80	78	76	82	88	81	63	71	69	78	97	79	81	62	77	90	59	97	83	88	98	94	97	78	109	95	87	67	93	106	95	93	92	1	1	1	1	1	1	1	1	2	1	1	2	3	1	1	1	1	1	2	1	3	1	2	1	1	3	2	1	2	2	1	2	2	1	1	1	1	3	1	1	1	2	1	2	1	1	3	1	1	3	2	5	1	1	2	1	1	3	3	3	2	1	3	4	2	2	2	2	1	1	1	1	1	2	1	1	1	1	1	2	1	3	1	1	2	1	1	2	2	2	2	3	3	1	2	4	2	1	5	1	1	2	1	1	1	3	1	2	2	4	2	2	3	2	4
3000	-527.749919420740525	-525.835930364762476	-1.913989055978042	0.000009842155106	0.000020883156941	2.121807339533428	0.696703354684691	0	2	1	2	4	3	4	5	4	5	6	6	7	6	6	5	6	6	7	6	7	6	8	6	6	10	10	6	7	8	8	9	8	9	8	9	8	9	10	9	10	11	10	10	11	9	11	11	11	13	11	12	11	12	11	12	14	14	13	13	13	14	14	15	16	14	15	16	14	16	16	16	14	16	17	19	17	19	19	17	17	18	18	20	21	23	20	20	19	19	19	21	21	21	21	22	23	21	21	22	21	22	22	23	22	24	25	25	24	25	27	26	28	28	29	0	1	1	1	2	3	2	5	3	4	5	9	10	5	16	7	9	8	17	9	8	9	3	9	10	20	30	5	16	12	14	29	6	30	15	31	16	21	21	10	23	23	23	38	10	30	29	40	38	34	36	21	25	31	40	47	0	20	44	30	52	54	41	54	58	59	66	48	48	50	57	53	61	59	73	72	54	72	81	72	71	70	80	78	91	66	54	80	77	74	77	78	83	91	91	93	94	91	84	99	83	84	98	96	87	92	90	104	87	109	85	97	107	72	106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	1	2	1	1	1	1	2	2	2	3	1	1	1	1	4	1	1	1	1	2	1	1	1	1	3	1	1	1	2	1	2	2	2	1	2	1	1	1	1	1	1	1	4	4	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	3	2	1	8	2
3500	-513.831432953513058	-512.243020364987160	-1.588412588525941	0.000010656512649	0.000014111520069	1.324215579104146	0.694937458131797	0	2	1	2	3	3	5	5	4	6	7	5	8	6	6	7	4	6	5	7	7	5	8	6	7	11	10	7	7	8	9	10	8	9	9	9	8	11	9	9	9	8	10	9	11	10	11	11	9	12	11	12	10	12	12	12	13	13	14	13	14	13	14	14	15	15	15	15	16	16	17	18	14	17	17	18	18	17	19	18	17	20	19	19	20	22	20	20	19	18	20	20	23	22	21	23	22	20	23	21	21	21	21	23	22	22	24	24	24	24	27	27	26	30	30	0	1	1	1	3	2	6	17	2	17	15	6	24	19	19	9	4	9	6	17	17	6	11	19	7	35	10	17	17	28	16	20	18	29	37	11	14	24	20	17	15	21	33	28	41	20	39	28	37	44	33	31	31	48	30	30	0	32	56	39	54	55	57	60	59	62	60	40	47	59	69	70	41	48	60	70	65	67	76	66	68	65	80	78	79	56	76	80	71	68	76	67	77	84	98	97	82	75	76	91	83	83	60	103	85	76	106	82	87	102	96	108	83	94	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	2	1	3	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	2	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	1	3	2	1	1	1	1	1	2	1	1	1	3	1	1	1	1	2	2	1	2	1	3	4	6
4000	-577.966978778864018	-576.072351015301138	-1.894627763562865	0.000011474669493	0.000023788347527	2.073118318704304	0.650124097883119	0	2	2	1	3	4	3	5	4	6	6	5	7	5	6	4	6	6	7	7	7	6	7	7	7	9	9	8	8	8	8	10	8	9	8	10	8	9	9	10	10	10	9	10	12	10	11	10	9	13	11	12	12	12	12	13	14	13	13	12	14	12	14	15	13	14	15	14	15	15	16	17	15	17	16	18	17	18	20	19	16	20	20	20	20	22	21	18	20	19	18	22	22	22	21	22	22	22	21	23	21	22	22	22	23	23	24	24	24	25	27	28	25	27	29	0	1	4	1	3	4	2	3	1	16	2	7	2	16	5	2	1	6	6	8	18	5	4	2	12	25	8	17	22	23	7	35	12	13	11	28	25	14	21	35	20	30	15	34	17	39	13	28	24	53	23	39	48	33	41	43	0	39	55	39	44	48	54	65	29	65	45	55	62	58	46	69	60	70	61	55	73	72	91	53	64	76	80	78	81	99	76	64	88	77	66	44	99	64	73	99	80	80	81	101	78	83	95	85	99	95	98	94	87	102	88	110	100	92	93	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2	1	1	1	2	3	1	1	3	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	2	1	2	1	2	1	2	2	1	1	1	2	1	2	2	2	1	3	1	1	1	1	3	1	1	2	4	1	1	1	1	1	1	3	1	1	1	2	6	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	2	1	4	2	1	3	3
4500	-521.600936782440954	-520.175131752897869	-1.425805029543105	0.000012596385990	0.000011262853953	0.894133758866378	0.640755029313127	-1	3	1	2	3	3	4	5	4	6	5	5	8	7	5	6	5	6	7	8	7	6	8	6	6	10	9	8	8	8	8	10	7	9	9	9	8	10	10	9	10	10	9	9	11	9	11	10	10	12	11	12	12	10	12	12	13	14	13	13	12	13	14	15	13	15	14	16	15	12	16	16	16	17	16	18	18	19	20	18	17	19	19	20	21	22	20	21	19	19	18	22	22	23	19	22	22	21	22	23	21	22	21	21	22	24	25	25	25	23	27	26	28	29	29	0	3	1	1	3	4	5	5	4	12	4	2	24	25	3	4	2	15	10	25	17	7	15	5	9	43	14	33	8	3	3	28	24	20	33	7	19	23	20	23	29	13	14	14	27	21	7	10	18	11	32	30	35	13	39	26	0	52	21	32	29	55	35	55	42	65	43	49	55	54	58	67	28	67	60	75	68	60	21	62	53	64	80	78	80	89	50	82	81	67	64	84	80	93	68	79	98	87	87	93	81	68	83	84	88	92	101	101	87	93	108	109	107	106	92	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	3	1	1	1	1	3	1	1	1	1	2	1	1	1	1	1	4	1	2	3	1	3	1	1	1	1	1	1	2	2	2	1	3	1	3	1	2	3	1	1	2	1	3	1	1	1	1	2	6	2	2	2	1	1	2	2	6	1	1	2	1	1	1	1	2	1	1	1	1	1	2	3	1	1	1	1	3	1	5	1	1	1	2	2	4
