step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114
1	-3260.925532089373064	-3267.781020040332351	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.186049887909130	0	1	1	3	4	4	4	4	4	4	4	5	5	8	7	7	8	8	6	8	7	7	9	8	8	9	8	9	10	9	10	10	10	10	11	11	12	12	12	12	12	12	12	13	14	13	13	14	15	16	14	15	16	16	17	16	17	17	16	18	17	18	17	18	18	18	20	19	19	19	19	18	19	20	19	19	20	22	20	20	20	21	21	21	21	22	22	21	22	21	21	21	23	23	23	23	24	25	24	25	26	24	27	27	26	27	28	27	26	27	31	31	33	32	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	3	3	4	4	4	4	4	3	4	4	4	5	4	4	5	4	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	6	7	7	7	7	7	8	8	7	8	8	8	9	8	9	9	8	9	9	9	9	9	9	9	10	10	10	10	10	9	10	10	10	10	10	11	10	10	10	11	11	11	11	11	11	11	11	11	11	11	12	12	12	12	12	13	12	13	13	12	14	14	13	14	14	14	13	14	16	16	17	16
500	-661.795829354470129	-668.651317305429529	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.311396080515944	0	1	2	3	4	4	5	4	4	5	5	6	5	5	7	6	8	8	7	8	6	7	9	8	7	9	8	8	10	9	10	11	10	11	10	12	12	12	13	12	12	12	12	14	14	12	13	14	15	16	14	16	17	15	18	16	15	16	16	17	17	18	17	19	18	18	20	19	19	20	19	18	19	20	18	18	20	20	20	20	21	21	22	18	21	22	21	21	22	21	22	21	24	23	24	23	24	25	24	25	26	25	26	26	26	27	29	27	26	28	32	31	33	32	0	1	2	3	3	1	0	3	1	0	5	1	4	0	6	0	5	12	6	3	14	9	11	25	4	2	21	14	14	16	18	20	17	33	28	31	29	18	28	10	33	18	35	34	36	28	38	22	30	7	42	49	38	37	38	39	44	0	43	40	52	23	49	0	2	51	0	59	44	0	44	0	54	42	54	4	0	0	58	14	10	69	71	63	0	79	64	60	48	66	29	60	60	29	55	35	43	87	80	67	40	29	67	102	0	31	29	0	86	41	108	65	99	102	1	1	1	1	1	2	1	1	2	1	1	2	1	1	2	1	2	1	1	3	1	2	3	1	2	4	1	2	4	2	1	2	1	1	1	1	1	4	2	3	1	2	1	2	1	2	1	3	3	6	1	1	1	2	4	2	1	1	2	2	1	4	2	1	9	2	1	2	3	1	1	1	2	3	2	8	1	1	2	8	8	1	1	1	1	1	1	2	4	1	8	2	4	7	3	6	5	2	2	3	6	10	2	1	1	7	10	1	2	7	4	10	5	3
1000	-806.183073599985164	-813.038561550944564	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.568684817576227	0	2	1	3	3	4	4	5	4	4	4	6	5	8	8	7	8	8	7	9	6	8	8	5	8	8	9	9	10	9	10	10	11	10	11	10	12	12	13	12	12	11	12	12	14	12	13	15	15	16	14	16	15	16	17	14	17	17	17	17	18	18	17	17	18	18	17	19	19	19	20	18	19	20	20	20	20	22	20	20	18	22	22	19	21	22	20	21	23	21	21	22	21	24	24	23	24	25	24	25	26	25	27	28	27	28	26	27	25	27	30	32	34	32	0	1	1	3	1	2	0	2	2	0	5	24	7	0	8	0	12	24	7	22	11	2	24	4	9	11	25	14	14	6	13	22	28	25	31	20	24	27	41	24	32	36	34	34	31	29	31	29	51	56	28	39	15	11	18	43	56	0	48	30	48	55	23	0	54	67	0	64	47	0	66	0	46	61	56	62	0	0	55	68	54	84	73	48	0	93	68	50	88	45	64	50	14	67	77	86	92	83	87	67	88	60	89	68	0	99	91	0	52	101	106	101	91	97	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	4	2	1	2	1	1	1	1	2	2	1	1	1	1	1	3	2	1	3	1	1	1	1	2	1	1	2	1	1	2	1	3	6	8	1	2	1	1	3	1	1	5	1	1	1	1	1	3	1	1	1	4	1	4	1	1	1	1	1	1	2	2	2	1	1	1	2	2	3	2	3	6	5	1	1	1	2	1	5	3	5	2	3	1	1	3	1	5	1	1	5	8	3
1500	-576.894500972554283	-583.749988923513683	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.589042039585804	0	1	1	4	2	3	2	3	4	4	4	5	4	8	7	7	9	8	6	6	7	7	9	8	7	9	8	9	11	8	10	10	9	11	10	12	13	12	13	12	12	12	12	14	14	13	13	14	15	17	13	16	17	15	18	15	18	18	17	19	18	18	16	19	19	19	19	20	20	19	18	17	18	19	19	18	20	23	20	21	20	21	21	21	21	23	21	20	20	21	18	21	22	24	23	23	24	24	23	25	27	24	26	28	26	27	27	27	25	25	30	31	33	33	0	1	1	3	1	1	0	2	5	0	7	6	3	0	9	0	4	20	13	9	3	20	15	13	20	20	10	14	14	15	18	30	2	26	24	31	23	35	14	28	29	31	33	35	37	28	40	51	37	63	28	47	52	38	49	47	37	0	44	7	45	52	56	0	35	52	0	91	27	0	52	0	47	25	57	52	0	0	55	56	60	91	67	77	0	42	64	40	75	61	37	75	68	67	87	89	65	78	84	83	102	91	67	52	0	100	68	0	86	88	101	102	89	104	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	3	1	1	3	1	1	1	1	1	1	1	1	3	1	1	1	2	1	2	2	1	1	2	2	1	1	1	1	1	1	2	2	1	1	2	1	2	1	1	10	2	1	1	1	4	1	1	1	5	1	1	1	3	5	1	1	1	1	1	3	1	2	1	1	1	5	2	2	1	2	1	1	1	2	1	2	2	1	1	3	1	2	6	5	1	1	3	1	1	2	1	3	7	2
2000	-564.347566267046091	-571.203054218005491	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.668657044495779	0	1	2	3	4	5	4	5	5	4	5	4	6	8	7	8	7	8	5	7	8	7	9	7	8	9	9	7	10	9	11	10	10	10	10	11	12	13	12	12	12	12	13	12	14	11	13	15	15	16	15	15	17	16	17	16	18	18	17	18	18	18	16	17	18	18	21	20	20	19	17	19	19	21	19	18	20	23	20	20	19	21	21	21	20	22	22	21	22	21	22	21	23	23	24	23	22	25	24	25	25	25	27	27	26	25	28	26	26	26	31	30	33	32	0	1	2	3	3	3	0	3	7	0	10	3	2	0	6	0	9	6	3	4	28	6	20	19	24	5	5	7	14	20	20	20	21	30	14	20	32	5	28	29	33	36	42	20	26	28	42	39	31	49	42	39	54	49	35	20	54	0	52	29	54	54	37	0	56	54	0	63	61	0	51	0	61	68	50	43	0	0	61	60	71	81	72	69	0	68	64	52	68	79	64	62	80	67	93	76	68	67	86	94	95	91	100	88	0	86	46	0	98	87	100	102	91	112	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	2	2	2	1	1	1	1	1	4	3	1	1	1	2	2	1	1	1	1	1	6	2	1	1	1	1	3	3	2	1	1	2	1	2	2	1	1	2	4	1	1	1	4	1	1	3	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	2	1	2	8	1	1	2	4	3	4	1
2500	-738.380284031303631	-745.235771982263032	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.546430543858605	0	1	1	3	4	4	4	5	4	4	4	6	4	8	6	8	8	8	7	7	6	6	10	7	9	9	9	9	10	9	9	10	10	10	12	11	12	12	12	13	13	11	12	13	14	13	14	14	14	16	15	16	17	14	17	15	17	18	16	16	16	18	18	18	18	19	20	20	20	19	20	18	19	18	19	18	19	21	19	20	20	22	22	22	20	21	22	22	22	20	21	20	23	22	24	24	24	26	25	25	23	25	27	27	27	26	28	27	26	26	30	30	31	32	0	1	1	1	2	2	0	6	3	0	1	10	3	0	5	0	13	21	21	9	10	7	14	4	18	20	20	14	14	21	15	8	28	22	33	15	33	24	14	23	26	27	30	24	16	29	44	35	36	45	46	45	51	14	34	47	21	0	43	46	49	34	29	0	47	14	0	40	52	0	76	0	65	52	55	48	0	0	76	37	64	64	74	69	0	64	76	23	67	55	40	62	88	28	90	90	83	97	92	94	71	71	83	87	0	83	58	0	62	101	109	107	77	112	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	2	3	1	4	1	3	1	4	1	1	2	1	1	3	2	2	1	1	2	1	1	1	1	2	4	1	4	1	2	1	1	3	4	1	2	5	1	3	2	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	3	3	1	1	7	1	1	6	2	2	1	1	2	2	1	3	1	4	1	2	4	1	5	2	2	1	4	1
3000	-551.859685555382498	-558.715173506341898	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.607388015789852	0	1	2	3	4	4	4	3	5	3	3	5	5	8	7	7	8	8	7	8	7	6	9	7	9	9	8	9	10	10	10	9	10	10	11	12	12	13	12	12	12	12	11	13	13	13	13	14	16	17	14	16	17	17	16	16	17	18	15	18	17	17	16	19	17	17	20	20	16	19	19	18	20	19	19	19	20	20	19	20	19	21	21	21	21	23	21	21	22	20	19	21	24	24	23	23	25	25	24	25	25	24	27	28	26	26	28	28	26	28	31	32	32	30	0	1	2	3	1	11	0	2	1	0	1	2	10	0	22	0	16	21	22	6	12	5	27	4	24	14	22	14	14	21	25	24	18	21	21	25	27	20	14	23	26	20	27	4	25	29	18	25	37	55	27	36	56	59	38	23	45	0	45	46	51	59	51	0	49	56	0	74	26	0	52	0	50	38	66	54	0	0	57	57	53	71	62	59	0	92	81	64	58	66	69	64	69	39	82	90	96	67	37	67	89	60	100	93	0	86	91	0	85	58	104	107	102	64	1	1	1	1	2	1	1	1	3	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	2	1	1	2	2	1	1	2	2	6	2	2	2	2	2	1	2	2	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	3	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	2	1	2	7	1	1	2	2	6	3	1	3	1	3	1	1	4	1	2	4	1	3	4	4
3500	-807.754148368633878	-814.609636319593278	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.751269987345098	0	1	2	4	4	5	3	3	4	4	3	5	5	8	7	7	9	6	7	7	6	7	8	8	7	9	8	9	10	9	11	10	11	10	10	12	11	12	12	12	12	11	12	13	14	14	12	14	15	16	13	15	17	17	17	16	16	16	13	19	17	18	18	18	17	18	20	20	19	18	19	18	20	21	18	18	21	22	20	20	20	22	21	21	21	22	20	22	23	22	21	21	22	23	23	23	24	24	22	22	25	24	28	27	26	27	26	26	26	28	30	30	34	32	0	1	2	1	3	9	0	2	8	0	1	7	11	0	13	0	23	7	6	4	4	10	18	13	9	10	19	14	14	19	17	17	29	20	22	17	34	34	12	23	12	25	37	40	14	29	34	59	44	59	42	37	47	57	48	47	59	0	33	50	49	38	54	0	57	44	0	63	62	0	70	0	58	69	50	15	0	0	66	71	72	63	60	54	0	85	33	73	93	69	46	71	68	67	92	67	99	86	63	46	63	46	100	53	0	96	102	0	102	85	110	107	102	112	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	2	1	1	1	1	2	2	1	1	3	2	3	1	1	1	3	1	1	1	1	1	1	2	2	1	2	2	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	2	1	1	2	1	1	2	4	1	1	3	1	1	1	1	2	3	4	4	5	5	1	1	1	1	1	2	1	2	4	1
4000	-664.917245546773756	-671.772733497733157	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.675531547036629	-1	2	2	3	5	5	2	4	2	4	4	4	6	7	7	7	8	9	6	7	7	8	9	8	8	10	8	9	11	9	8	10	10	10	11	10	12	12	13	12	12	11	12	13	13	11	13	15	15	16	14	14	16	15	17	15	17	18	16	19	15	17	17	16	19	18	21	19	18	19	19	18	19	21	19	20	21	22	19	20	19	20	22	20	20	22	21	22	22	22	21	21	23	23	23	22	23	24	24	26	25	23	26	25	27	27	27	26	27	28	29	31	34	30	0	1	1	2	4	8	0	1	1	0	9	9	6	0	19	0	14	13	6	13	2	9	1	21	13	27	9	14	14	13	20	24	17	24	28	31	18	25	29	21	36	26	11	23	29	18	32	22	43	51	38	45	49	40	44	47	37	0	52	64	24	56	43	0	63	55	0	63	53	0	58	0	72	81	63	51	0	0	58	54	35	58	57	81	0	84	60	73	75	85	60	71	48	67	77	73	91	102	89	47	54	91	26	93	0	98	102	0	100	106	96	91	107	98	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	3	4	4	1	1	1	3	1	2	2	1	1	1	1	1	1	1	3	1	3	1	1	4	2	1	1	1	3	1	1	1	1	1	2	2	1	3	1	1	2	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	4	1	2	1	1	1	1	2	2	1	1	1	3	1	1	1	2	1	1	9	4	1	4	1	1	1	2	1	1	1	2	5	3	2
4500	-660.802071321394237	-667.657559272353637	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.673311190140392	0	1	2	3	3	4	2	2	5	3	3	5	6	7	8	8	9	8	6	8	6	7	9	9	8	9	9	9	11	10	10	11	11	11	12	11	13	12	11	11	12	13	13	12	14	14	14	14	16	17	14	14	15	16	18	16	15	17	15	18	17	19	17	17	19	17	19	19	19	19	20	18	18	21	19	20	20	23	20	20	20	21	22	20	19	22	22	21	22	22	21	22	22	23	24	24	24	25	24	25	26	23	27	26	27	27	29	27	27	28	31	31	31	33	0	1	1	2	1	7	0	1	4	0	3	3	5	0	19	0	20	13	6	9	6	10	14	20	19	19	21	14	14	15	15	12	28	30	30	31	33	8	28	22	22	36	35	34	26	29	36	44	42	46	24	32	34	47	43	45	51	0	45	43	57	53	43	0	64	45	0	57	73	0	61	0	63	77	72	41	0	0	72	72	62	48	71	56	0	58	75	61	74	80	69	79	60	67	87	94	92	99	87	67	78	91	100	73	0	96	102	0	54	109	102	91	91	91	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	5	1	1	1	1	1	2	1	2	2	1	1	1	3	1	1	1	2	1	2	1	2	1	2	1	1	1	1	3	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	3	1	2	1	3	1	1	1	1	1	1	2	2	1	1	1	1	1	3	1	1	1	3	1	1	3	1	6	1	4	4	4	5
