step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76
1	-2657.484907973496320	-2664.340395924455606	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.903538759325649	4	3	5	6	4	5	9	7	9	9	10	11	12	13	13	16	13	16	15	13	16	13	16	15	16	15	16	17	18	17	17	17	19	19	19	19	21	21	21	20	20	21	22	21	22	22	23	23	23	23	23	23	24	25	25	26	27	26	26	26	28	26	27	28	28	28	28	30	31	30	32	31	33	34	35	39	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	1	1	3	2	3	3	4	4	5	5	5	7	5	7	6	5	7	5	7	6	7	6	7	7	8	7	7	7	8	8	8	8	9	9	9	9	9	9	10	9	10	10	10	10	10	10	10	10	11	11	11	12	12	12	12	12	13	12	12	13	13	13	13	14	14	14	15	14	15	16	16	18
500	-612.818268700946646	-619.673756651906046	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.259197743928744	4	2	6	7	4	4	9	7	9	9	10	11	12	13	13	15	12	16	13	14	16	13	17	15	16	16	16	17	18	17	17	17	18	19	18	19	20	21	20	20	20	21	23	19	23	22	23	23	24	24	21	23	25	25	24	26	27	26	25	24	28	26	27	29	29	26	29	30	31	31	32	31	33	35	36	38	2	0	1	6	2	2	3	3	3	3	8	3	10	17	11	9	10	19	13	17	15	11	12	19	8	20	12	20	27	15	8	9	26	15	32	29	26	27	33	23	36	9	16	27	16	42	36	28	37	30	16	0	30	16	43	40	17	42	49	30	55	31	60	30	33	48	43	43	33	51	57	66	48	48	31	31	1	1	1	1	1	1	2	1	2	2	2	3	1	1	2	3	2	2	1	1	1	1	3	1	4	1	2	2	1	2	5	4	1	2	1	1	3	2	1	1	1	6	3	2	5	1	3	5	3	5	3	1	4	5	1	5	8	3	1	4	2	4	2	7	9	2	4	4	7	6	3	3	10	8	10	15
1000	-544.236676360584170	-551.092164311543570	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.334924712824148	5	3	6	6	4	4	9	7	9	8	10	12	12	13	13	16	13	16	15	13	16	14	16	14	16	16	16	17	18	18	16	17	19	17	19	20	22	20	20	20	20	21	21	21	22	23	24	24	23	23	23	23	24	26	25	26	27	25	27	26	28	27	28	27	29	28	27	30	31	30	33	29	33	34	35	39	2	0	1	5	2	2	8	3	3	1	8	8	10	11	11	15	8	13	15	10	15	11	15	8	10	10	15	14	21	13	20	24	28	23	19	29	31	16	17	8	29	30	16	16	40	35	36	31	33	35	44	0	50	51	51	45	17	42	49	53	67	31	53	30	31	39	54	54	28	27	62	28	37	48	37	57	1	1	1	1	1	1	1	1	3	1	2	2	2	1	1	1	3	2	1	2	1	3	2	2	3	5	2	2	1	3	2	2	1	1	2	1	4	2	3	7	1	2	2	2	1	3	2	4	2	4	1	1	1	2	2	2	5	2	3	1	1	6	2	3	7	3	1	2	5	9	3	6	7	5	7	7
1500	-499.735917292248701	-506.591405243208101	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.408856010071957	4	1	5	7	4	5	9	8	9	9	10	12	12	13	12	16	13	16	15	11	17	14	17	15	16	14	17	17	18	17	17	17	19	19	18	19	21	22	21	21	21	20	20	21	23	23	23	21	23	24	23	23	24	25	25	26	27	26	27	25	26	26	28	29	28	29	29	28	32	31	32	30	33	35	35	39	2	0	1	5	2	2	3	5	8	3	8	11	9	20	11	15	20	13	13	8	16	15	15	10	10	20	24	14	15	19	10	19	26	15	15	29	33	23	28	24	36	30	23	16	34	35	41	31	39	42	43	0	42	43	51	45	33	50	49	53	43	48	50	58	39	49	61	43	62	61	72	48	65	73	65	73	2	1	1	1	1	3	2	3	1	2	1	1	1	1	2	2	1	2	2	2	1	1	1	3	3	2	1	2	3	1	4	1	3	3	3	1	2	2	3	3	2	1	2	2	2	2	1	2	1	2	1	1	2	3	2	2	3	1	2	1	5	2	2	1	4	3	1	3	3	3	2	6	4	2	4	4
2000	-463.873186616883743	-470.728674567843143	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.603578875727408	3	2	5	6	4	5	9	8	10	9	10	11	12	14	13	16	14	15	15	13	16	13	17	16	17	16	14	17	17	16	18	14	19	18	19	19	21	22	20	20	21	22	21	22	22	21	24	24	24	24	23	23	24	25	25	26	26	26	26	26	28	24	27	28	28	29	28	30	31	30	33	31	33	34	35	39	2	0	1	5	2	1	3	3	3	3	3	8	11	10	9	27	20	10	13	10	27	11	16	10	9	14	15	14	21	13	20	8	17	16	30	29	33	16	14	34	36	30	16	16	40	30	41	33	31	42	23	0	42	51	51	45	37	50	49	53	55	37	42	58	57	59	51	51	57	67	72	33	72	65	73	73	1	1	1	1	1	1	2	2	2	1	3	2	1	2	1	1	1	3	1	1	1	2	1	2	3	2	1	2	1	2	2	4	3	1	1	1	1	2	2	2	1	2	2	2	1	3	2	2	3	1	4	1	1	2	1	2	2	1	1	1	1	2	2	1	1	2	2	4	2	1	1	6	1	2	1	3
2500	-466.768068859369066	-473.623556810328466	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.552964429797998	4	3	6	6	4	6	9	8	9	10	10	10	12	12	12	16	14	16	14	13	15	13	17	15	16	14	16	18	17	17	17	17	18	19	19	17	22	20	22	20	20	22	22	21	22	23	23	24	22	23	22	24	25	25	23	25	26	27	27	26	26	26	26	29	29	28	27	30	30	30	32	32	34	33	35	38	2	0	1	1	2	5	6	3	8	8	8	3	11	3	11	15	14	19	9	8	22	15	15	10	3	20	15	26	21	19	14	19	17	27	19	16	31	27	17	34	36	30	44	34	34	35	41	19	33	42	23	0	50	51	51	45	37	53	49	42	54	28	42	58	57	49	61	61	57	61	62	65	71	69	73	75	1	1	1	1	1	1	1	1	1	2	1	3	1	2	1	2	1	1	3	2	1	1	2	2	3	1	2	2	1	1	1	2	3	2	1	1	2	2	3	1	2	3	1	1	1	2	1	6	1	1	2	1	1	1	1	2	2	1	2	2	1	4	2	2	2	3	1	2	2	2	4	2	1	2	1	1
3000	-462.026768717598884	-468.882256668558284	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.584706562232259	4	3	5	6	4	5	9	8	10	9	10	12	12	14	12	16	14	14	13	13	17	13	16	14	15	14	16	17	17	17	17	17	19	20	20	20	20	20	20	18	21	21	22	21	22	22	24	24	24	23	24	23	24	25	25	26	27	25	25	26	28	26	27	29	28	29	25	29	31	30	32	31	33	34	36	38	2	0	1	5	2	2	8	3	8	3	3	11	8	11	11	15	20	20	9	8	23	15	15	13	7	10	15	14	15	19	14	13	28	40	30	29	14	27	33	23	36	30	23	23	34	35	36	37	33	42	38	0	42	43	38	45	62	50	49	53	51	48	50	58	62	59	51	67	48	51	48	48	69	69	72	75	1	1	1	1	1	1	1	2	1	2	3	1	2	2	2	3	1	1	2	3	1	1	2	1	2	3	2	2	3	2	2	4	1	2	2	1	2	1	1	1	1	2	3	2	1	2	1	3	2	1	2	1	1	2	3	2	1	1	1	2	2	1	2	2	1	2	1	2	4	3	5	3	1	1	2	1
3500	-436.508021217015141	-443.363509167974541	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.661076959692750	4	2	5	7	5	6	9	7	10	9	10	11	12	12	13	16	13	17	15	14	15	14	17	15	17	14	16	16	18	18	17	17	19	18	20	19	21	21	22	21	21	22	21	20	22	21	24	22	23	23	23	24	24	25	25	24	26	24	26	27	27	27	26	28	29	28	27	30	31	30	30	31	33	34	35	38	2	0	1	5	2	5	3	3	8	8	8	10	10	9	9	15	14	19	9	17	15	15	16	13	24	14	15	26	21	19	17	9	17	16	32	29	33	23	31	34	36	30	23	22	40	35	41	20	48	42	43	0	42	27	51	45	37	50	48	53	55	39	42	58	62	59	54	61	62	51	62	65	69	72	73	75	1	1	1	1	2	1	2	1	3	2	2	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	2	1	2	3	2	2	2	1	1	2	3	2	1	2	2	3	1	1	2	4	1	1	1	1	1	5	1	1	2	1	2	1	1	2	2	2	1	1	2	1	3	3	2	1	1	2	1	2
4000	-451.506458488908777	-458.361946439868177	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.591417537131273	4	3	5	6	5	5	9	7	9	9	10	11	13	13	13	15	14	15	15	13	16	14	16	15	17	15	16	18	17	17	17	17	18	20	19	19	21	20	21	17	20	21	22	22	23	23	22	23	24	23	23	24	24	24	25	26	28	26	26	27	27	25	26	28	27	29	26	31	32	30	31	30	33	33	35	39	2	0	1	6	2	2	8	3	3	8	10	11	9	9	11	15	14	13	13	9	15	15	11	9	20	14	15	26	21	13	26	20	26	40	30	29	31	21	33	16	29	30	23	23	34	35	41	31	48	42	43	0	42	16	51	45	62	50	49	42	67	37	42	58	48	49	54	61	65	44	57	65	71	72	73	75	1	1	1	1	1	1	1	1	2	1	1	1	2	3	2	1	1	1	2	3	2	1	2	3	2	1	2	2	1	2	1	2	2	1	1	1	2	2	1	1	2	3	2	2	2	2	1	5	1	1	1	1	1	3	1	2	1	2	1	4	1	2	3	2	2	2	1	2	2	4	2	1	1	2	1	2
4500	-446.838712344408407	-453.694200295367807	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.650000369313085	5	1	5	6	4	3	10	7	9	9	10	11	11	12	12	15	14	16	15	14	16	14	17	15	16	15	16	17	18	17	17	18	19	19	18	19	21	21	21	20	20	22	20	22	22	22	23	23	23	23	23	23	23	26	24	27	28	27	27	27	28	25	28	29	28	28	28	29	31	29	31	29	32	35	35	39	6	0	2	1	6	2	8	3	8	8	8	11	9	9	11	15	14	19	13	14	22	15	16	13	10	14	15	14	27	19	24	19	26	27	13	23	31	27	26	16	36	30	27	23	34	35	36	37	37	30	40	0	42	55	51	45	48	50	49	50	54	48	58	58	48	59	54	55	72	54	57	65	71	72	73	75	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	2	2	1	2	2	2	3	2	2	2	1	1	1	1	2	2	3	1	2	2	2	3	1	3	2	2	1	2	2	1	1	3	1	1	1	1	1	3	2	3	1	2	2	1	1	1	3	1	1	3	1	1	1	1	1	4	1	2
