step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76
5000	-461.083240627945258	-467.938728578904659	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.564892005633683	3	1	5	6	4	4	10	7	9	9	10	11	13	13	14	16	13	16	15	14	15	14	17	15	17	13	16	18	17	17	17	18	19	18	20	18	21	21	20	20	20	22	21	21	23	23	22	22	23	23	23	23	24	24	24	26	27	26	25	27	27	26	25	27	27	28	29	30	31	31	33	31	34	34	35	39	2	0	1	2	2	2	8	3	1	8	9	9	3	12	11	15	7	19	9	14	13	13	16	13	14	10	15	14	16	19	26	19	20	15	30	29	31	23	33	25	36	30	23	13	34	35	41	31	48	42	43	0	42	51	44	45	48	53	49	53	51	48	42	42	48	59	61	67	57	61	69	57	65	69	73	75	1	1	1	2	1	2	2	1	3	1	1	1	3	1	2	1	2	1	3	1	1	1	1	1	2	2	2	2	1	1	1	2	2	2	2	1	2	3	1	1	1	2	2	4	2	2	1	2	1	1	1	1	1	1	2	2	3	1	1	1	2	2	2	3	4	2	1	1	2	3	1	1	3	2	1	2
5500	-448.815439389236985	-455.670927340196386	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.589226355630146	4	2	5	6	3	5	10	7	9	9	11	12	13	12	12	16	14	15	15	13	14	13	16	16	15	14	17	17	17	17	16	17	19	19	19	19	22	22	21	21	20	21	23	20	21	23	23	23	23	22	21	23	24	26	26	26	28	25	25	26	28	26	27	27	29	27	28	30	31	31	31	32	33	35	35	39	2	0	1	5	2	5	10	3	8	3	10	10	10	10	10	15	10	13	13	14	15	15	15	17	8	14	23	20	21	19	20	13	31	24	30	29	31	44	28	34	36	30	27	27	23	35	41	39	33	42	44	0	50	51	51	45	37	42	49	53	43	33	42	58	57	59	51	61	65	61	62	69	72	69	73	75	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	3	4	1	2	1	1	1	2	1	3	1	1	3	1	1	2	2	1	1	1	1	2	1	2	1	1	3	3	1	2	3	1	1	2	1	1	1	2	2	3	2	3	2	1	1	2	4	3	1	1	2	3	1	1	2	2	1	1	2	1	2
6000	-448.431976827892811	-455.287464778852211	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.641862826004056	3	2	6	7	4	5	9	7	9	9	11	10	12	13	11	16	12	15	16	14	16	13	17	14	17	15	16	18	18	18	17	17	19	20	19	18	21	21	22	19	21	21	22	20	23	21	22	23	23	23	22	24	23	25	25	26	27	25	25	25	28	25	27	28	28	29	26	30	31	31	30	32	34	34	36	39	2	0	1	6	2	2	3	3	8	3	3	3	3	7	10	15	11	13	12	17	15	15	16	13	17	20	11	26	27	13	26	11	26	40	30	21	26	23	28	16	36	30	16	23	27	35	36	28	39	42	21	0	42	44	43	45	39	42	49	53	54	48	42	58	62	59	38	67	62	61	48	69	71	72	73	75	1	1	1	1	1	1	2	1	1	2	3	2	3	2	1	2	1	2	2	1	2	1	1	1	3	1	2	1	1	2	1	2	2	1	1	1	2	2	2	1	2	2	3	2	3	1	2	2	1	1	4	1	1	2	1	2	2	2	1	1	1	1	2	2	1	2	2	2	2	2	2	1	2	1	1	2
6500	-441.599266264791879	-448.454754215751279	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.707952916796545	4	2	6	6	4	5	10	7	10	8	10	11	13	14	12	15	14	15	15	13	15	14	15	13	16	15	14	18	19	17	17	17	19	19	19	19	20	21	21	21	20	20	22	20	23	23	23	24	23	23	24	23	24	26	25	26	27	26	25	27	26	27	28	28	29	29	27	30	30	29	32	32	34	34	36	38	2	0	1	5	2	5	3	3	10	8	3	9	8	8	11	27	20	13	13	7	27	15	15	10	11	17	15	17	16	13	20	13	26	23	30	16	33	34	33	34	36	30	38	16	34	35	36	37	28	42	44	0	50	51	44	45	49	50	49	53	51	48	50	58	48	59	51	67	62	55	57	48	71	72	73	75	1	1	1	1	1	1	2	1	1	1	2	1	3	4	1	1	1	1	1	2	1	1	2	2	3	1	1	3	2	2	2	2	2	2	1	2	1	1	1	1	1	1	1	2	3	2	3	2	2	2	2	1	1	1	2	1	2	1	1	2	1	3	2	2	2	2	1	2	2	2	2	3	1	1	1	2
7000	-474.423608902896490	-481.279096853855890	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.635220602071443	4	3	5	6	4	6	9	7	10	10	10	11	12	13	14	16	14	15	16	11	15	13	17	15	14	15	17	18	19	18	17	18	19	18	19	18	20	21	22	20	20	21	22	22	22	21	23	21	23	24	21	24	25	24	24	26	27	25	26	26	27	26	28	29	28	28	29	30	32	29	33	30	33	33	34	40	2	0	1	5	2	1	6	3	8	3	3	7	10	20	12	15	14	25	13	10	10	10	24	3	9	14	15	24	36	24	24	19	28	15	24	15	31	15	37	34	36	30	23	16	38	35	41	31	24	42	23	0	50	43	38	45	48	42	48	53	55	49	58	58	37	59	61	61	72	61	65	65	65	72	71	75	1	1	1	1	1	1	1	2	2	3	2	1	1	1	2	1	1	1	1	1	2	1	2	4	2	1	2	2	1	2	1	1	1	1	2	2	2	3	1	1	1	1	2	4	1	1	1	2	4	2	2	1	1	1	1	2	3	3	2	1	2	2	1	2	3	1	1	2	1	1	3	1	2	2	1	2
7500	-432.443847317514724	-439.299335268474124	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.635245242759016	4	3	5	6	4	5	10	7	9	8	10	12	12	13	12	16	12	16	15	13	16	14	17	15	17	15	16	16	18	16	17	18	20	19	19	20	21	21	21	18	19	20	21	21	22	22	23	23	24	22	23	23	24	25	25	27	26	26	26	27	28	26	27	28	28	27	29	30	30	31	32	30	33	34	36	39	2	0	1	5	2	2	8	3	8	3	10	11	11	10	11	15	10	11	13	17	15	15	16	9	19	14	15	26	21	17	28	30	14	23	30	41	31	23	31	27	21	30	16	23	21	35	41	28	48	42	43	0	42	51	51	45	48	42	39	53	54	37	53	53	48	49	54	61	65	61	65	57	71	69	73	75	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	3	2	1	2	1	1	3	1	1	2	1	1	2	1	1	3	1	1	1	2	1	2	1	1	2	3	2	4	1	2	3	1	2	1	1	2	1	1	3	1	3	3	1	2	2	2	2	3	2	2	1	2	2	2	2	1	2	1	2
8000	-463.454304030221749	-470.309791981181149	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.514189208377717	4	2	5	6	4	6	9	7	9	9	9	11	11	13	13	16	13	16	15	11	17	12	17	14	15	15	16	17	18	17	17	18	20	19	19	19	21	19	22	21	21	21	22	22	22	22	24	23	23	23	23	23	24	25	25	27	26	26	26	26	27	26	26	29	27	29	28	30	31	30	30	31	33	33	36	40	2	0	1	5	2	2	8	3	3	5	2	9	10	20	11	15	20	24	12	10	16	11	15	8	11	17	10	26	23	7	26	30	26	21	30	29	31	21	28	34	23	30	23	38	16	35	41	31	33	42	23	0	50	16	43	45	37	50	49	53	43	48	50	58	37	59	51	51	65	67	37	57	72	37	71	74	1	1	1	1	1	2	2	1	2	2	4	1	1	1	2	2	1	1	2	1	1	2	2	2	3	1	2	1	1	4	1	1	3	1	1	1	2	1	3	1	2	2	3	2	2	2	1	2	2	2	3	1	1	4	1	3	3	1	1	1	3	1	2	2	4	2	2	3	2	1	5	2	1	6	3	4
8500	-439.760512435352950	-446.616000386312351	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.577064712990364	4	2	6	6	4	4	10	8	10	10	8	12	13	12	12	16	13	16	14	14	17	13	17	15	16	15	17	16	19	17	18	17	20	20	20	20	20	20	20	18	21	21	22	21	22	22	23	23	23	23	23	23	25	26	26	27	27	25	27	27	27	25	27	29	27	27	29	30	30	31	32	31	34	34	35	40	2	0	1	6	2	2	8	3	8	8	3	9	11	8	8	13	14	13	13	17	16	15	16	19	9	14	24	17	21	13	28	13	28	15	30	29	13	23	28	16	36	30	23	16	34	35	41	31	39	42	44	0	50	51	51	45	31	50	49	53	43	31	58	58	33	49	61	51	65	61	69	48	71	65	73	73	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	1	2	1	1	1	1	1	1	3	2	1	2	1	2	1	2	2	4	2	1	3	2	1	1	1	2	2	3	1	1	1	2	1	1	1	1	1	1	1	2	4	1	3	1	2	3	1	2	4	2	1	4	2	2	1	3	1	2	1	2
9000	-456.021357414510533	-462.876845365469933	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.576280052666369	4	1	6	6	3	3	9	8	8	9	10	12	12	12	13	15	13	17	16	13	16	14	17	15	16	13	16	18	18	17	16	17	16	18	19	19	21	22	20	20	21	21	22	21	22	21	23	23	24	23	24	23	24	25	25	26	28	26	26	26	27	25	28	28	27	27	28	31	32	29	32	30	33	34	34	39	2	0	1	6	2	2	3	3	3	3	3	11	11	11	8	15	11	13	13	8	15	15	16	11	17	14	15	20	21	11	14	25	26	15	30	29	31	34	28	23	36	30	15	23	34	35	41	28	37	30	43	0	50	51	51	45	65	50	48	53	55	37	50	58	62	49	51	67	72	54	72	57	71	69	73	75	2	1	1	2	1	1	2	1	1	1	2	1	1	1	2	1	3	2	2	3	1	1	1	3	1	1	2	3	1	4	2	1	2	4	1	1	2	2	1	2	1	2	4	2	2	1	1	3	3	4	1	1	1	1	1	2	1	2	2	1	1	2	2	1	1	1	2	1	2	2	1	1	1	1	1	3
9500	-430.825763393421823	-437.681251344381224	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.622349585596302	4	3	6	7	5	5	9	8	9	10	10	12	12	11	13	16	14	16	14	13	16	14	17	15	17	15	16	18	18	17	18	17	20	19	19	19	21	21	22	21	20	20	20	20	23	22	23	23	22	22	23	23	24	26	25	24	26	26	26	26	28	25	27	28	28	29	29	30	31	30	32	31	34	35	36	38	2	0	1	5	2	2	3	3	3	3	8	10	11	10	11	24	14	13	13	14	22	15	16	10	24	17	15	26	21	19	26	19	26	16	30	29	20	23	28	34	36	30	27	23	16	35	41	31	33	30	44	0	50	51	51	45	62	50	49	53	54	48	42	58	48	59	61	61	57	54	72	37	71	65	73	73	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	3	1	1	1	1	1	3	1	1	1	3	1	1	2	2	2	2	1	1	4	2	1	2	1	2	2	2	4	1	1	2	1	2	1	1	1	2	1	1	1	2	2	1	2	1	4	1	3	2	1	1	2	2	1	5	1	3	1	2
10000	-472.671612767812917	-479.527100718772317	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.655345143638950	5	2	6	7	4	5	9	4	8	9	11	12	13	14	13	16	11	16	15	11	17	14	17	13	14	16	16	17	18	17	17	18	20	18	19	19	21	22	22	19	20	20	21	21	22	21	22	23	23	22	23	22	24	25	25	25	28	25	26	26	28	27	27	28	28	28	28	31	31	29	33	31	33	35	35	39	2	0	8	6	2	5	3	2	3	3	10	7	10	20	11	12	10	19	13	8	16	12	10	20	15	20	15	14	27	11	14	19	17	16	30	29	31	43	37	21	36	30	27	27	40	35	41	39	33	30	44	0	42	51	51	45	48	50	49	53	51	48	42	58	48	59	54	51	57	61	72	65	72	69	71	75	1	1	1	2	1	1	2	1	1	2	1	2	2	1	1	2	1	1	1	3	1	1	5	1	1	3	2	1	1	3	2	1	5	1	1	1	2	1	1	1	1	1	2	3	2	1	1	1	1	2	1	1	2	2	1	1	2	2	2	2	3	2	3	2	2	1	1	2	1	1	1	2	2	2	1	2
