step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40
42000	-256.356859789791827	-263.212347740751227	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.635226473586264	1	3	5	5	7	7	5	4	7	7	7	7	8	10	10	12	13	12	10	10	9	11	13	14	11	15	13	14	13	14	15	14	14	18	16	17	18	17	16	20	0	1	8	1	3	4	2	2	7	7	4	4	12	4	5	10	25	15	13	21	10	12	12	12	6	23	21	17	20	23	29	15	18	36	3	30	27	26	30	23	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1	3	1	1	1	1	1	2	2	4	2	1	1	1	1	1	1	2	1	1	4	2	3	1	1	3
42500	-221.710459779638171	-228.565947730597543	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.687621440794192	0	2	4	5	7	6	7	6	7	7	9	9	9	9	9	13	13	12	10	9	11	11	12	15	15	15	15	12	14	15	14	14	16	16	19	16	17	18	19	19	0	1	2	2	8	2	2	3	2	4	9	4	9	9	10	15	5	19	14	10	5	14	21	23	18	17	21	12	15	16	17	7	18	29	34	17	34	5	26	30	1	1	1	1	1	2	2	1	2	1	1	3	1	1	1	2	2	1	1	1	2	1	1	2	1	1	2	1	1	1	1	3	2	1	2	2	1	5	2	2
43000	-213.304557178824638	-220.160045129784010	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.700051642646265	1	2	4	5	6	5	6	7	8	8	9	8	9	10	11	12	13	11	11	10	10	12	12	14	13	13	15	13	14	14	13	14	15	19	17	18	17	16	18	19	0	1	2	3	3	1	6	5	4	3	4	5	12	12	21	21	23	21	13	10	10	14	14	19	11	9	4	22	15	18	9	16	31	37	29	17	15	30	30	38	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	1	1	1	2	1	1	1	2	4	2	1	3	1
43500	-205.242698958373552	-212.098186909332924	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.772058810382393	1	2	4	4	6	6	6	6	7	7	9	7	9	10	9	11	13	12	10	10	11	11	12	15	14	16	14	12	13	13	15	14	15	18	19	15	15	17	19	18	0	1	2	1	4	2	3	3	3	7	5	5	12	12	10	15	28	20	9	10	8	12	14	23	19	32	10	22	16	21	10	10	29	37	26	30	29	36	38	38	1	1	1	2	1	2	1	1	1	1	2	1	1	2	1	1	1	2	2	1	4	2	1	1	2	2	3	1	1	1	4	2	1	1	2	1	1	1	1	1
44000	-171.181758126590182	-178.037246077549554	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.782898114814159	0	2	4	4	6	5	6	7	8	8	8	9	8	9	10	11	12	11	10	10	11	11	10	14	14	15	13	13	12	13	14	12	16	18	18	17	16	18	18	19	0	1	2	2	4	2	4	3	8	7	5	13	5	13	10	9	13	11	13	7	10	14	14	17	18	16	16	22	10	21	32	9	31	26	33	30	31	30	33	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	2	1	1	2	1	1	2	1	2	1	2	1	2	1	1
44500	-189.788740084785928	-196.644228035745300	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.809377085803016	0	2	3	4	6	6	5	6	8	6	7	9	8	9	10	12	12	11	10	10	10	11	12	15	13	15	15	13	14	14	13	15	15	18	17	16	16	18	19	19	0	1	1	2	3	4	3	7	7	7	2	13	11	13	5	15	13	15	13	10	7	14	10	17	17	16	29	22	16	21	9	16	25	37	27	30	33	30	36	38	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1	1	2	3	1	2	1	1	1	1	1	2	2	2	2	1	1	1	2	1	2	3	1
45000	-192.177128725209286	-199.032616676168658	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.785297606193808	1	3	4	5	6	6	6	7	7	7	7	9	9	10	11	12	13	12	11	9	10	10	13	15	15	15	14	13	12	14	14	14	15	18	18	14	16	19	18	18	0	1	2	2	4	4	2	5	4	4	5	9	4	12	20	21	14	21	13	10	20	12	22	17	32	15	18	22	20	29	21	16	19	30	26	16	29	35	30	30	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	1	1	2	1	2	2
45500	-221.420637967297210	-228.276125918256582	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.703116799079617	0	3	5	4	5	6	4	6	7	7	7	7	9	11	10	12	12	11	10	10	9	12	12	16	13	15	14	13	15	14	15	14	14	18	17	15	17	16	18	18	0	1	7	2	2	2	2	7	6	7	4	4	12	13	21	21	19	15	13	9	10	19	12	19	16	16	15	22	20	18	16	21	20	16	29	30	26	30	17	33	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	5	1	1	2	1	2	2	2	2	2	2	1	1	1	1	2	2
46000	-211.601029179053853	-218.456517130013225	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.714225606820638	0	2	4	3	5	6	7	7	7	8	7	8	9	10	11	12	13	11	11	9	10	12	10	14	13	14	14	14	15	15	13	13	12	18	18	17	18	18	17	18	0	1	2	2	4	4	3	3	4	8	5	9	12	13	8	2	14	12	13	10	7	14	9	18	22	20	15	22	8	31	23	9	20	25	30	30	27	10	30	30	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	6	1	1	1	1	1	1	1	2	1	2	2	1	3	1	1	3	2	2	2	1	2	4	1	2
46500	-211.996023007074342	-218.851510958033714	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.522269782195345	0	2	4	5	6	6	6	6	8	7	8	9	7	11	10	12	12	11	10	11	10	12	12	16	14	15	13	13	15	14	14	14	13	18	19	17	18	18	18	18	0	1	2	3	3	2	3	3	7	3	2	4	4	13	9	5	15	19	13	9	10	14	8	14	17	20	10	17	16	23	15	27	9	26	29	33	17	23	30	36	1	1	1	1	1	1	1	1	1	1	3	2	1	2	2	3	2	1	1	1	2	1	3	3	1	2	3	1	1	1	2	1	3	2	2	2	3	2	1	1
47000	-225.084734325190453	-231.940222276149825	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.688407365110009	1	3	4	4	7	7	6	6	8	8	9	6	9	11	10	10	10	12	11	11	9	12	13	13	13	15	12	14	13	15	12	15	15	19	16	18	17	19	19	19	0	1	2	1	2	4	4	3	8	7	4	4	12	13	21	10	2	10	13	16	10	13	17	14	8	20	15	22	17	15	10	16	14	35	31	35	30	17	30	30	1	1	1	2	2	1	1	1	1	1	2	1	2	1	1	1	3	1	1	1	1	2	2	1	2	1	1	1	1	3	2	3	2	1	2	1	1	6	2	3
47500	-184.733310575253455	-191.588798526212827	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.733617824429958	1	3	5	4	6	6	5	7	7	8	8	8	9	9	10	13	12	12	10	10	10	11	12	16	12	15	14	13	13	15	14	13	15	18	18	17	17	18	18	19	0	1	2	1	4	7	2	7	7	8	5	4	12	12	10	21	20	14	13	10	10	14	20	25	13	17	18	22	15	29	16	23	32	30	29	30	32	30	26	36	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	2	1	1	1	2	1
48000	-194.007053959646385	-200.862541910605756	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.676865848319160	0	2	4	5	7	6	6	5	8	8	8	8	9	9	10	13	11	11	10	10	10	11	12	15	15	13	15	13	14	15	14	14	13	17	17	18	17	18	19	20	0	1	2	2	4	4	4	2	6	7	4	5	12	12	10	21	2	19	13	10	4	14	18	33	14	20	15	22	17	29	21	16	18	30	29	29	24	31	29	38	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	5	1	1	1	2	1	1	2	2	1	2	1	2	1	1	1	1	1	1	2	1	2	3	1
48500	-191.450717454048061	-198.306205405007432	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.725214187836967	1	3	4	4	6	7	6	6	7	8	8	9	8	11	11	13	12	11	10	10	9	11	11	15	15	14	13	13	13	15	14	14	15	19	19	17	17	18	18	20	0	1	1	1	3	5	3	3	4	3	4	13	5	19	21	15	19	20	13	10	10	13	12	13	27	21	21	23	20	26	29	27	31	30	29	30	25	30	30	38	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	4	1	3	1	1	1	1	1	1	1	1	2	2	1	2	2	1
49000	-205.037212916208091	-211.892700867167463	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.751241859132897	0	2	4	5	6	4	6	7	7	7	7	10	9	11	9	11	12	12	10	10	10	12	13	15	14	15	13	14	12	14	13	15	14	18	18	16	16	18	18	19	0	1	1	6	6	2	3	4	6	3	2	13	9	13	10	15	14	16	13	9	5	14	6	17	16	18	16	17	16	21	29	27	17	32	15	30	27	31	36	35	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	3	1	1	2	1	1	1	2	1	1	1	2	5	2	2	3	1	1
49500	-206.299524011212128	-213.155011962171500	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.678719175761038	0	2	5	4	7	6	6	7	6	7	6	8	9	10	10	12	11	12	10	10	10	11	11	15	13	15	14	14	14	14	14	13	15	16	18	17	17	18	18	16	0	1	1	1	11	1	2	3	4	3	4	4	12	12	8	8	8	20	13	8	8	14	21	13	15	15	10	18	21	16	16	17	23	30	34	30	31	40	25	16	1	1	2	2	1	3	2	1	1	1	1	2	1	1	2	3	2	1	1	2	2	1	1	3	1	2	4	1	1	1	2	1	2	1	1	1	1	1	3	2
50000	-185.541990757682100	-192.397478708641472	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.843284156378358	0	2	4	5	6	6	6	7	7	8	8	9	10	8	10	12	13	9	11	10	11	11	12	15	14	15	14	12	13	15	15	14	15	18	17	18	17	17	18	20	0	1	2	2	4	4	3	3	4	5	5	14	14	5	8	21	18	14	13	9	20	14	13	13	16	15	16	14	9	29	16	17	19	35	27	30	31	30	30	38	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	2	1	2	1	3	1	2	1	2	3	1	1	1	2	1	1	1	1	1	2	2
50500	-187.982724243059522	-194.838212194018894	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.927869269927478	1	2	4	3	6	6	6	5	7	8	6	9	9	10	10	12	11	12	10	10	11	11	12	13	15	16	13	13	15	14	14	14	15	18	19	17	17	19	18	18	0	1	1	1	3	2	3	3	4	8	2	10	6	12	5	21	15	20	13	10	10	13	21	19	32	23	21	22	27	18	18	18	24	37	37	30	29	36	37	29	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
51000	-172.645711289384991	-179.501199240344363	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.881845450997354	0	2	4	5	5	7	6	7	8	8	8	6	8	9	10	13	13	11	10	10	11	11	13	15	13	15	13	14	14	15	14	13	16	19	16	18	18	19	17	18	0	1	2	3	3	5	3	5	7	8	12	2	12	12	10	21	22	9	13	9	15	14	22	17	20	25	15	23	21	25	25	21	24	39	29	30	30	40	30	30	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
51500	-184.272208181402476	-191.127696132361848	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.915078460394157	0	3	4	2	6	7	6	5	7	8	8	8	9	10	9	12	12	10	10	10	11	11	12	15	14	12	14	14	14	15	11	14	15	17	17	17	18	19	17	18	0	4	2	1	3	5	3	3	8	8	2	9	12	13	9	21	20	12	13	9	15	14	21	19	21	5	21	22	21	25	15	20	23	27	25	30	34	40	30	30	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1
52000	-163.743464569955421	-170.598952520914793	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.913286478258533	0	2	5	4	6	6	6	6	6	8	8	7	9	10	11	11	12	11	11	10	10	12	12	14	12	13	13	13	14	15	13	15	16	18	19	17	17	16	17	18	0	1	4	2	3	4	3	3	4	7	9	9	12	13	21	10	18	14	13	10	10	18	14	18	20	20	15	22	25	29	16	23	24	32	29	30	29	30	30	38	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1
52500	-212.430839603004387	-219.286327553963758	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.570724988421323	1	3	4	4	6	6	6	7	8	8	7	9	6	10	9	11	11	11	10	11	10	11	13	15	14	15	13	12	12	15	15	12	14	18	17	17	17	19	19	18	0	1	2	1	4	2	3	3	13	7	5	13	4	13	10	15	9	13	13	15	10	14	29	13	28	21	17	14	10	29	29	21	29	35	29	26	21	40	30	36	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	3	2	1	1	1	1	5	1	3	2	1	3	2	1	1	1	1	2	2	2	1	2	1
53000	-220.914337803085829	-227.769825754045200	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.902844716036545	0	2	3	5	6	6	5	6	8	8	8	7	9	10	11	12	13	10	11	10	10	11	12	15	14	15	14	14	15	15	15	13	16	17	19	18	18	18	18	18	0	1	1	3	3	2	3	3	8	5	5	6	4	12	9	5	11	11	13	5	10	14	21	23	32	16	32	22	25	20	15	16	27	24	34	30	33	30	30	30	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1
53500	-183.225162015376270	-190.080649966335642	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.843299072291425	1	2	4	4	4	6	5	7	7	8	8	9	9	10	9	12	12	10	11	11	10	11	13	13	13	15	14	13	14	15	14	15	15	17	18	17	17	18	19	19	0	1	2	2	2	4	5	7	7	9	4	4	11	13	9	15	14	10	12	15	10	14	16	13	15	25	23	19	23	25	17	27	20	26	37	30	31	30	30	38	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1
54000	-202.966046728707141	-209.821534679666513	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.740384040359707	0	3	4	4	7	6	6	6	5	8	7	10	9	10	11	12	12	11	9	9	10	12	12	14	14	13	13	14	14	15	14	15	15	18	18	17	17	17	18	20	0	1	2	2	3	2	3	3	2	8	4	13	11	11	10	15	21	21	5	3	10	18	13	13	22	20	15	22	17	29	16	27	31	36	26	30	28	30	33	38	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	3	1	1	2	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1
54500	-208.149302678691726	-215.004790629651097	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.768957749045436	0	3	5	5	7	4	7	7	7	8	9	10	8	10	10	12	10	12	10	11	11	11	12	15	13	15	14	13	14	14	14	14	15	17	18	17	17	18	19	20	0	1	2	2	6	1	3	3	3	5	4	13	2	13	10	15	11	15	13	10	15	14	22	13	21	25	18	22	23	23	18	18	25	33	33	30	25	36	27	38	1	1	1	1	1	2	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1	2	1	2	1	3	1
55000	-200.555213610485083	-207.410701561444455	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.640679834535504	1	2	4	4	7	6	6	6	8	8	9	9	8	10	11	13	12	11	10	10	10	11	13	16	13	16	15	13	11	14	13	14	14	16	18	16	16	18	19	18	0	1	2	2	6	2	3	4	7	8	13	13	4	12	10	29	20	12	13	9	10	14	15	33	15	23	21	22	5	29	21	10	17	25	36	30	32	30	34	30	1	1	1	1	1	2	1	1	1	1	1	1	3	1	2	1	1	2	1	1	1	1	1	2	1	2	2	1	1	2	1	3	1	2	1	1	1	2	3	2
55500	-212.111103251430450	-218.966591202389822	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.585926495955467	0	3	4	5	5	6	6	6	7	8	9	9	7	10	10	12	12	12	11	10	10	11	10	13	14	15	15	13	14	15	15	14	15	18	18	17	17	18	18	20	0	1	1	3	1	5	3	3	3	8	4	13	4	13	5	21	15	12	13	9	10	14	8	12	12	23	21	22	16	16	29	15	32	31	15	30	33	16	29	38	1	1	2	1	2	1	1	1	1	1	2	1	1	1	3	1	1	2	2	1	1	1	2	2	3	3	2	1	1	3	1	3	1	2	4	1	1	3	3	1
56000	-195.251214617942310	-202.106702568901682	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.727567360653400	0	2	3	5	6	6	6	5	7	8	9	9	10	9	11	13	13	10	11	9	10	11	12	13	14	14	15	13	12	15	15	14	15	18	17	17	17	18	19	19	0	1	2	2	4	2	3	3	8	8	9	5	14	9	21	7	5	11	12	9	10	14	15	13	19	17	32	22	20	16	29	17	26	35	17	29	31	30	30	37	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	3	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	3	1	2	2	1
56500	-191.240348761502503	-198.095836712461875	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.694890168157162	0	2	4	4	6	4	6	6	7	8	8	8	9	10	10	12	12	12	11	10	11	11	11	16	14	15	13	13	14	14	15	14	15	18	19	16	18	18	19	20	0	1	2	2	3	2	3	3	3	7	4	4	4	12	5	10	11	15	13	10	10	12	10	19	22	18	16	22	16	21	21	16	28	26	29	30	31	30	18	36	1	1	1	1	1	1	1	2	1	1	2	2	2	1	2	1	2	1	2	1	1	1	1	3	2	2	1	1	1	2	2	1	1	1	2	1	1	2	4	3
57000	-163.441755157366003	-170.297243108325375	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.789608855432576	1	2	4	4	6	6	6	6	8	8	8	10	8	10	11	13	13	12	10	11	11	12	11	15	13	15	15	14	15	15	13	14	15	19	19	17	15	16	17	19	0	1	2	2	4	2	3	3	6	7	5	13	5	13	7	21	20	23	13	10	5	14	14	13	20	17	16	22	15	21	21	15	28	33	29	30	17	30	30	38	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	4	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1
57500	-226.944433551764803	-233.799921502724175	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.773234104753634	0	2	4	5	7	6	6	6	6	7	8	9	8	10	9	12	11	11	10	9	9	11	12	15	13	15	15	14	13	15	13	14	16	17	15	17	17	19	18	20	0	1	2	3	3	2	3	3	4	7	4	9	9	13	5	10	11	21	13	4	9	13	13	13	17	29	18	22	10	29	15	18	28	24	21	30	24	34	29	34	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	2	1	1	1	2	2	2	3	1	1	1	2	3	1	2	2	1	1	4	1	1	1	2	2
58000	-192.729987829423266	-199.585475780382637	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.943222939544338	0	2	5	5	6	4	6	6	7	7	8	8	10	10	10	12	12	11	11	9	9	11	11	16	14	13	14	13	12	14	14	13	16	18	17	17	16	17	18	19	0	1	6	6	3	1	3	3	8	8	5	4	12	11	21	21	22	15	13	9	10	14	21	25	17	20	18	22	15	18	23	4	31	37	30	30	17	33	33	35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1
58500	-211.555823940233239	-218.411311891192611	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.661335835490308	0	2	5	4	5	6	6	7	7	7	6	8	9	11	10	12	13	10	10	10	8	11	12	14	15	15	15	13	12	13	14	15	14	18	15	17	16	18	18	19	0	1	2	1	1	2	3	3	2	3	4	5	12	13	8	15	9	13	13	6	2	12	19	13	33	16	21	22	15	29	29	16	14	13	29	27	18	29	27	38	1	1	1	2	2	2	1	1	2	1	1	2	1	1	2	1	3	1	1	2	2	1	1	2	1	1	3	1	1	1	1	2	1	4	1	1	2	4	2	1
59000	-176.861798668218540	-183.717286619177912	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.924565362945397	1	2	5	4	6	6	6	7	7	7	9	8	9	11	10	13	12	11	10	11	11	9	12	14	13	15	14	12	15	14	12	13	15	18	17	17	16	18	16	18	0	1	4	2	4	4	3	7	3	3	5	5	12	22	9	21	19	11	13	9	8	12	14	19	18	20	15	22	21	16	9	15	16	39	26	30	24	30	30	39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	2	1	1	1	1	2	1	1	1	1
59500	-226.921154138187404	-233.776642089146776	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.826896362591825	0	3	5	3	7	6	6	4	7	7	8	7	8	9	11	12	13	11	10	11	10	11	12	15	15	13	13	13	12	14	13	14	15	18	18	16	17	19	17	18	0	1	2	1	3	1	8	4	3	8	12	2	12	13	21	15	19	5	12	21	5	14	22	28	27	21	21	22	21	3	18	18	22	27	23	25	25	40	36	30	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	3	1	2	2	2	2	1	1	1	1	1
60000	-241.734774666279350	-248.590262617238722	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.613421848995340	0	2	4	5	5	6	6	6	7	8	9	9	8	11	8	12	12	11	10	11	10	12	11	16	14	14	15	13	14	13	13	13	15	18	17	15	17	18	18	19	0	1	1	2	1	4	2	3	4	7	9	13	9	12	4	3	18	12	13	8	10	14	12	23	22	17	21	22	17	23	17	3	31	26	30	21	33	30	36	20	1	1	2	1	3	1	2	1	1	1	1	1	1	1	2	3	1	1	1	3	1	1	1	3	1	1	3	1	1	1	1	2	1	2	2	3	1	2	2	4
60500	-208.026435558762699	-214.881923509722071	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.820441518751824	0	1	4	5	6	6	6	6	7	8	9	9	8	10	11	12	12	12	11	10	9	9	12	15	15	14	14	13	13	15	14	14	15	17	16	18	16	17	18	17	0	1	2	3	2	4	4	3	4	7	4	13	4	22	9	10	11	22	13	21	9	13	14	18	31	16	15	22	21	17	15	16	26	30	16	40	30	16	30	29	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	2	1	1	3	1	2
61000	-222.448921130692241	-229.304409081651613	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.592478096939364	0	2	4	4	6	7	6	7	4	6	9	10	8	11	9	12	13	12	10	10	9	10	12	15	14	13	14	13	15	14	14	13	15	18	18	17	17	19	17	20	0	1	2	1	9	9	9	9	1	3	8	13	9	22	3	21	12	19	13	3	7	13	15	19	16	15	15	5	27	9	15	15	26	37	29	29	10	34	30	35	1	1	2	2	1	1	1	1	2	1	1	1	2	1	3	1	1	1	1	3	2	1	1	3	1	2	3	3	1	4	3	2	1	1	2	1	5	1	1	1
61500	-225.666873482511363	-232.522361433470735	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.699137002293928	0	2	4	3	7	5	5	7	8	8	8	7	9	10	10	12	13	11	10	10	11	11	13	14	13	16	13	13	13	14	13	13	15	16	19	17	16	18	19	19	0	1	4	2	7	2	4	3	8	7	12	2	12	12	9	15	13	14	13	10	9	14	20	29	18	23	20	22	5	29	18	5	18	23	34	25	33	30	36	37	1	1	1	1	1	2	1	1	1	2	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	1	2	2	2	1	1	2	1	2	1	2
62000	-205.816029232178209	-212.671517183137581	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.644753329932478	0	2	3	5	6	4	5	6	7	8	9	10	9	10	10	12	12	11	11	11	10	11	13	15	14	16	14	14	15	13	14	13	16	17	19	17	18	18	19	20	0	1	2	1	7	2	2	3	8	8	5	2	4	13	4	21	9	5	13	21	10	13	18	19	22	10	16	22	30	18	16	16	22	26	29	30	33	34	36	38	1	1	1	2	1	1	1	1	1	1	1	3	2	1	2	1	3	3	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	2	1	1	1	1
62500	-179.386529178551172	-186.242017129510543	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.818003088450334	0	2	4	5	7	5	6	7	7	8	9	9	8	10	10	12	12	10	10	11	10	11	12	15	15	14	14	14	14	14	13	14	15	18	18	17	16	19	18	18	0	1	2	3	4	1	2	4	7	9	5	13	9	13	9	20	21	11	13	21	10	14	15	13	26	17	16	14	23	16	16	15	26	37	29	30	28	40	30	30	1	1	2	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	3	1	1	1	2	1	1	2	2	1	1	1	2
63000	-198.920950046929619	-205.776437997888991	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.804298203030888	0	2	4	3	6	5	5	6	6	7	9	8	8	10	10	11	11	12	10	10	8	12	13	14	15	15	15	13	12	15	15	14	16	19	18	18	16	18	18	19	0	1	2	2	6	4	4	3	2	7	9	9	9	13	10	21	11	16	13	10	9	14	22	13	23	20	10	22	15	16	29	21	23	39	27	30	32	37	30	39	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	3	1	2	3	1	1	3	2	2	1	1	2	1	2	2	2	1
