step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28
1	-438.301388115782629	-445.156876066742029	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.708999683816853	0	3	3	3	4	5	6	6	7	7	6	7	6	8	8	8	8	8	10	11	11	11	12	13	11	13	13	13	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	3	3	4	4	3	4	3	4	4	4	4	4	5	6	6	6	6	7	6	7	7	7
500	-194.851672298887706	-201.707160249847078	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.363967609863822	0	3	4	2	4	4	6	6	7	8	4	8	6	8	8	8	7	7	10	11	11	10	12	14	11	14	14	10	0	1	1	1	4	4	4	4	1	13	1	1	2	2	11	11	0	2	16	7	22	9	9	19	9	22	22	7	1	1	2	1	1	1	2	2	5	1	2	2	2	2	2	2	1	2	1	3	1	2	3	2	2	4	2	2
1000	-201.130184305534641	-207.985672256494013	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.526159049091872	1	4	3	3	4	5	5	7	8	7	7	5	6	9	9	8	9	9	10	10	12	9	10	12	11	14	14	13	0	4	1	1	4	2	4	7	1	12	12	3	4	9	12	13	0	9	4	5	9	6	7	7	9	22	21	20	1	1	1	2	1	1	1	2	3	2	1	2	2	1	2	1	1	1	3	3	3	2	3	3	1	3	1	1
1500	-170.019524284153619	-176.875012235112990	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.601115250519052	0	3	2	3	4	5	7	6	5	5	6	5	7	8	9	9	8	8	10	11	12	11	12	12	11	14	13	13	0	1	1	1	4	4	4	4	2	2	12	2	4	7	11	12	0	9	13	7	22	6	7	13	7	21	22	7	1	2	1	1	1	1	2	2	1	2	1	1	1	1	2	2	1	1	2	2	1	2	2	2	2	2	1	3
2000	-203.322333921205228	-210.177821872164600	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.667557765844269	1	4	3	2	5	6	4	6	6	8	6	7	6	7	9	9	8	8	10	11	12	10	11	14	10	13	14	12	0	1	1	1	7	4	4	7	2	5	4	4	7	8	11	12	0	9	13	5	22	4	5	20	8	22	22	20	1	2	1	1	1	2	1	1	1	1	1	3	1	1	2	1	1	1	2	3	1	4	3	1	2	2	2	1
2500	-182.858184205197574	-189.713672156156946	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.717273957901640	1	3	4	3	4	6	7	6	5	7	6	5	6	8	8	8	7	7	10	10	11	10	12	12	11	12	11	13	0	1	1	1	4	4	13	4	1	12	12	1	9	12	12	12	0	9	7	13	22	6	19	19	13	22	22	19	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	2	2	1	1
3000	-183.920202711425333	-190.775690662384704	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.671246513562847	1	3	4	3	5	4	6	7	7	8	5	8	6	8	9	7	7	9	9	10	11	9	12	13	12	13	13	13	0	1	4	1	4	4	4	4	2	13	3	11	4	7	11	11	0	9	9	13	22	4	19	9	8	22	22	8	1	1	1	1	1	1	1	2	2	1	1	2	2	1	2	1	1	1	1	2	1	2	1	3	2	2	2	3
3500	-198.352992097954598	-205.208480048913970	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.561154663751029	1	4	4	3	4	6	6	6	5	7	7	7	5	8	9	6	9	9	9	12	12	10	13	10	11	12	13	14	0	1	1	1	4	4	5	13	1	3	16	16	4	10	11	3	0	1	2	24	22	19	24	13	1	22	26	6	1	2	1	1	1	2	1	1	2	1	1	1	2	1	2	1	1	5	3	1	1	1	1	4	4	2	1	6
4000	-177.112554719993170	-183.968042670952542	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.672585298358060	1	3	2	3	4	5	7	5	7	7	6	7	6	5	7	8	7	9	8	11	12	9	13	12	10	12	13	13	0	1	1	1	4	4	13	4	2	14	14	11	8	2	11	12	0	9	13	4	22	6	13	7	8	22	22	20	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	5	2	2	3	2	2	2	2	1
4500	-200.808679023303938	-207.664166974263310	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.642750596282218	1	4	3	4	5	6	6	6	6	7	7	5	7	6	8	9	8	7	11	11	11	10	10	10	11	13	13	14	0	1	1	1	2	4	4	4	2	2	12	3	7	12	11	12	0	9	7	6	22	6	8	8	3	21	22	7	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	3	2	1	1	2	1	3	2	2	4
