step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19
34000	-124.433772182905216	-131.289260133864587	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.877574271472119	0	3	2	4	5	7	6	7	5	8	9	8	13	12	15	13	14	17	21	0	1	1	3	2	9	5	9	2	5	5	3	11	9	16	10	0	17	18	1	2	1	1	1	1	1	1	1	1	2	3	2	3	1	1	1	2	2
34500	-125.215893175824561	-132.071381126783933	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.429665066575666	-1	2	2	5	6	7	5	7	8	6	9	8	11	11	13	14	13	17	21	0	1	1	3	3	7	3	5	7	1	10	10	11	11	3	10	0	17	18	1	1	1	1	1	2	2	1	1	3	2	1	1	1	6	3	1	2	2
35000	-106.250379018601919	-113.105866969561291	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.565564335575961	0	2	2	4	5	6	6	6	8	9	10	9	13	12	14	15	14	17	21	0	1	1	2	3	2	5	5	8	3	4	7	11	9	11	15	0	17	18	1	1	1	1	1	2	1	1	1	3	4	2	2	2	2	1	1	2	2
35500	-122.746530709540565	-129.602018660499937	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.490570971990235	-1	2	3	3	6	7	5	7	8	7	9	6	11	11	14	16	15	18	20	0	1	2	1	2	12	4	5	8	3	4	2	11	9	11	5	0	17	18	1	1	1	2	2	1	1	1	1	2	3	3	2	2	4	3	1	3	2
36000	-116.885718150135517	-123.741206101094889	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.593703402080706	-1	1	2	4	5	7	6	6	8	8	9	8	11	12	11	15	14	18	20	0	1	1	2	3	4	4	1	8	4	4	8	10	9	8	5	0	17	18	1	1	1	2	2	2	1	3	1	3	2	1	1	2	2	4	1	2	1
36500	-119.145405933626520	-126.000893884585892	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.888412466264704	0	3	2	4	6	7	5	7	8	5	10	8	13	12	12	13	14	17	20	0	1	1	2	1	7	2	10	10	1	5	7	11	9	11	15	0	17	18	1	1	1	1	2	1	1	1	1	2	1	1	2	2	1	1	1	1	1
37000	-112.041867679253727	-118.897355630213099	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.933251761759405	0	2	3	5	5	7	5	6	8	8	10	7	11	11	11	15	13	18	20	0	1	2	3	3	7	3	3	8	5	10	7	11	9	5	10	0	17	18	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1
37500	-125.800451891241892	-132.655939842201263	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.616111938840948	-1	3	3	5	7	6	5	7	8	8	10	9	11	12	13	15	14	18	20	0	1	1	3	3	3	3	3	8	7	4	7	10	8	2	15	0	17	18	1	2	3	1	1	1	2	1	1	1	2	2	3	1	3	1	1	2	1
38000	-104.024750027170143	-110.880237978129514	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.644086956428095	0	2	2	5	5	7	5	7	8	9	9	8	12	12	14	15	15	18	20	0	1	1	3	3	7	1	5	8	5	4	7	4	9	10	10	0	17	18	1	1	1	1	1	1	2	1	1	1	2	2	3	2	2	2	1	1	1
38500	-113.329998060723682	-120.185486011683054	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.617466309161707	0	2	3	4	6	7	6	8	5	8	7	8	11	12	13	14	16	18	21	0	1	1	2	3	5	3	9	3	2	4	5	10	8	10	5	0	17	18	1	1	1	1	2	1	1	1	1	3	2	2	2	2	3	4	1	1	2
39000	-124.600959936186428	-131.456447887145799	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.437751267699457	-1	2	2	5	7	7	6	7	8	9	9	8	13	12	13	13	15	16	21	0	1	1	2	3	2	4	2	5	5	3	7	5	9	3	2	0	17	18	1	1	1	2	3	2	1	2	1	1	4	1	2	2	5	5	1	1	2
39500	-123.386649937922016	-130.242137888881388	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.476392710063164	-1	2	1	4	4	7	5	7	7	8	9	9	11	13	12	14	13	17	20	0	1	1	2	2	3	4	1	3	2	2	8	11	9	2	11	0	17	18	1	1	1	1	1	3	1	4	3	2	3	1	1	3	5	3	1	2	2
40000	-122.948779371042320	-129.804267322001692	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.724787771234693	0	3	3	4	5	8	5	6	7	7	9	7	11	12	15	13	15	18	19	0	1	1	3	2	7	3	5	8	5	5	7	4	3	16	3	0	17	18	1	1	3	1	1	1	1	1	1	1	1	1	3	4	1	6	1	2	1
40500	-114.371607368413009	-121.227095319372381	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.632981074908153	0	3	2	5	5	6	6	8	7	8	10	8	12	13	13	15	13	18	21	0	1	1	3	2	4	5	9	5	5	5	7	11	8	11	15	0	17	18	1	1	1	2	1	1	1	1	2	1	2	1	2	2	2	1	1	2	1
41000	-110.601606218818887	-117.457094169778259	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.829230542961068	0	3	2	4	6	7	5	6	4	8	10	7	11	10	14	16	15	17	19	0	1	1	2	2	5	3	9	2	5	5	7	11	9	14	15	0	17	18	1	1	1	1	1	1	1	1	1	1	3	1	1	4	2	1	1	1	1
41500	-114.719033959153734	-121.574521910113106	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.627406051082520	0	2	2	4	3	7	5	6	8	7	10	8	12	12	13	15	16	17	20	0	1	1	1	1	8	3	3	8	2	5	7	11	8	11	15	0	17	18	1	1	1	2	1	1	2	1	1	1	3	1	1	2	2	1	1	1	2
42000	-103.166626302139207	-110.022114253098579	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.664223363282015	-1	3	1	5	6	8	6	6	7	8	10	8	12	12	13	15	15	18	20	0	3	1	3	3	7	2	3	7	5	4	7	11	9	10	15	0	17	18	1	1	1	2	2	1	2	2	1	1	2	1	1	2	2	1	1	2	1
42500	-108.580653235959801	-115.436141186919173	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.595854326605337	-1	2	1	4	5	6	6	7	7	7	9	8	11	12	13	15	13	16	20	0	1	1	3	2	2	5	5	3	5	5	7	11	8	5	15	0	17	18	1	2	1	1	2	2	1	1	3	1	2	1	1	3	4	1	1	2	2
43000	-129.175711882047068	-136.031199833006440	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.571310097825109	0	3	3	2	5	5	5	8	7	8	9	7	12	11	12	15	14	17	20	0	1	1	1	2	2	3	3	1	2	2	7	4	8	2	11	0	17	18	1	1	1	1	1	1	1	2	3	2	2	1	4	2	3	2	1	2	2
43500	-115.261487932556648	-122.116975883516020	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.609784265715265	0	2	3	5	6	7	6	7	7	5	9	9	12	12	14	13	15	17	20	0	1	1	3	3	7	3	3	7	3	2	10	11	9	16	2	0	17	18	1	1	1	1	1	1	2	2	1	1	3	2	2	2	1	4	1	1	1
44000	-117.247451934498429	-124.102939885457801	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.674010740417773	-1	3	2	4	5	8	5	6	8	7	9	8	10	13	14	16	14	18	21	0	3	1	3	2	2	2	2	8	8	5	7	11	9	14	15	0	17	18	1	1	1	2	1	3	1	2	1	1	2	2	1	4	1	1	1	2	2
44500	-126.148225763763406	-133.003713714722778	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.609675028505869	-1	3	2	5	6	8	6	8	5	8	10	8	11	13	14	13	15	16	20	0	1	1	2	2	5	2	5	3	4	8	7	5	9	11	10	0	17	18	1	3	2	1	2	1	2	2	1	2	2	1	2	5	2	3	1	1	3
45000	-101.445790991402930	-108.301278942362302	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.491309079589579	0	2	2	4	7	7	5	6	8	7	10	8	12	13	13	15	15	18	20	0	1	1	2	2	8	2	2	8	2	4	10	11	9	10	11	0	17	18	1	1	1	1	2	1	2	2	1	3	3	1	1	2	3	3	1	2	1
45500	-116.010660543623274	-122.866148494582646	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.381891237112073	0	1	3	2	5	7	5	8	7	9	9	8	12	11	14	14	15	17	20	0	1	1	1	3	7	3	3	3	1	4	7	10	8	10	1	0	17	18	1	1	2	1	1	1	1	2	2	5	3	2	2	1	3	7	1	1	2
46000	-115.098707528391458	-121.954195479350830	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.506192723592344	-1	2	3	3	6	7	5	6	7	8	7	8	13	9	14	15	14	17	21	0	1	1	2	3	7	3	2	8	7	4	7	11	9	10	15	0	17	18	1	2	2	1	1	1	1	1	1	1	2	1	3	1	3	1	1	2	1
46500	-129.247804826731482	-136.103292777690854	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.583529806066359	0	2	1	4	5	8	5	8	7	8	6	9	12	11	14	13	16	17	20	0	3	1	1	2	2	2	5	1	1	4	10	8	9	5	10	0	17	17	1	1	1	1	1	3	1	2	4	4	1	1	2	2	4	3	1	1	1
47000	-114.071886706586824	-120.927374657546196	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.791042894979769	0	3	3	5	5	8	6	7	7	8	10	8	12	12	14	15	15	17	19	0	1	1	1	3	3	1	5	2	7	4	5	11	9	10	15	0	17	18	1	1	1	2	1	3	2	1	2	1	2	2	1	2	3	1	1	1	1
47500	-117.510214576089439	-124.365702527048811	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.589862437428366	-1	3	3	4	5	7	4	7	8	6	7	8	12	12	14	15	15	16	20	0	1	1	2	2	7	3	3	2	1	4	10	11	8	10	15	0	17	17	1	2	3	1	2	2	1	2	2	3	2	1	3	3	4	1	1	1	2
48000	-116.498472123700694	-123.353960074660066	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.636518793164365	0	2	2	4	7	7	5	8	7	9	7	9	13	12	14	16	15	18	21	0	1	1	2	2	7	1	9	3	8	4	7	5	9	10	5	0	17	18	1	1	1	1	2	1	2	1	2	1	2	1	4	2	3	3	1	2	2
48500	-119.500408926436378	-126.355896877395750	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.515903289091105	0	3	3	5	7	7	5	6	7	5	8	7	12	12	14	15	15	18	20	0	1	1	3	3	8	2	2	10	3	4	7	4	9	2	5	0	17	17	1	1	1	1	2	1	1	2	1	1	1	1	4	3	5	3	1	2	2
49000	-102.586733752557763	-109.442221703517134	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.706917854611990	0	2	2	4	6	8	5	7	8	8	9	9	12	11	15	15	16	17	20	0	1	1	3	3	5	2	5	8	2	3	10	10	9	10	5	0	17	18	1	1	1	1	2	1	2	1	1	3	3	1	1	1	3	4	1	1	1
49500	-112.226359806463137	-119.081847757422508	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.708576815331486	-1	1	2	4	6	7	5	6	8	7	10	8	12	12	13	14	15	17	20	0	1	1	2	2	7	1	3	8	5	4	7	11	9	5	14	0	17	18	1	1	1	1	2	1	2	2	2	1	2	2	1	2	2	1	1	2	1
50000	-119.337135056957493	-126.192623007916865	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.643418994881188	0	2	2	4	5	7	5	8	8	7	9	7	12	10	13	14	14	17	21	0	1	1	1	2	2	1	5	10	1	4	7	11	5	10	15	0	17	18	1	1	1	2	1	3	4	1	1	3	2	1	2	3	3	1	1	2	2
50500	-128.654715835596903	-135.510203786556275	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.503733770170068	-2	1	3	4	4	7	5	7	7	5	9	7	11	13	14	15	14	17	19	0	1	1	3	3	10	3	10	2	2	3	10	4	9	5	1	0	17	18	1	1	2	1	1	1	1	1	3	2	3	1	3	3	4	6	1	3	1
51000	-99.291754301800694	-106.147242252760066	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.832321252755882	-1	2	3	4	7	8	6	6	8	9	9	8	11	12	14	16	15	18	20	0	1	2	2	8	7	3	4	8	5	4	7	11	9	10	15	0	17	18	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1
51500	-125.539576283737148	-132.395064234696520	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.624387577865888	-1	3	1	5	6	7	5	8	7	7	9	8	13	12	15	13	14	17	20	0	3	1	2	3	2	2	10	5	7	5	4	4	9	5	10	0	17	17	1	1	1	1	2	2	1	1	1	1	1	1	3	3	3	3	1	2	3
52000	-110.132751119282801	-116.988239070242173	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.509533697183817	0	2	2	5	3	8	5	6	7	7	8	7	12	12	13	15	16	17	19	0	1	1	5	1	7	1	5	3	2	4	7	11	9	10	15	0	17	18	1	1	1	1	2	1	2	2	2	2	2	1	2	2	2	1	1	1	1
52500	-113.256819109333691	-120.112307060293062	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.467024629260386	-1	2	3	5	6	6	4	7	8	8	9	9	13	13	12	15	15	17	20	0	1	1	3	3	2	2	5	8	5	3	7	11	9	5	5	0	17	17	1	2	2	1	1	2	1	1	1	1	4	3	3	2	2	3	1	1	2
53000	-121.145641810840260	-128.001129761799632	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.620983760944901	-1	2	2	5	6	7	5	6	7	8	9	8	11	13	15	13	15	17	21	0	1	1	3	3	7	2	1	8	7	10	3	10	9	16	10	0	17	18	1	1	2	2	2	1	2	3	1	1	1	2	1	2	2	2	1	1	2
53500	-108.414532605831639	-115.270020556791010	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.617966261735169	-1	3	1	4	4	7	5	7	6	8	10	8	12	12	14	16	15	17	20	0	3	1	3	1	5	2	9	5	8	5	7	5	9	10	15	0	17	17	1	1	1	1	3	2	1	1	1	1	2	2	5	3	3	1	1	1	3
54000	-111.790988837437112	-118.646476788396484	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.618275375480719	-1	3	1	4	6	7	5	8	7	9	10	8	12	12	13	16	15	18	21	0	1	1	2	3	5	2	5	2	4	8	7	11	10	5	15	0	17	18	1	2	1	1	2	1	1	1	2	3	1	2	2	2	4	2	1	2	1
54500	-109.882839129685280	-116.738327080644652	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.802352085881438	-1	3	2	4	5	8	4	7	8	9	8	8	12	12	13	15	14	18	20	0	1	1	3	3	2	3	5	8	9	4	7	4	9	10	15	0	17	18	1	2	1	1	1	1	1	1	1	1	2	2	3	2	2	1	1	2	1
55000	-107.126001628977306	-113.981489579936678	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.679107976293506	0	3	3	4	5	7	6	8	6	8	9	8	12	12	14	16	15	18	20	0	1	1	1	2	7	5	9	2	5	4	7	11	8	5	15	0	17	18	1	1	1	2	1	1	1	1	2	2	3	1	1	2	5	1	1	2	1
55500	-113.825712338321182	-120.681200289280554	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.514278062179263	0	2	3	5	6	8	6	8	7	8	10	8	12	11	15	15	16	17	20	0	1	2	3	2	5	4	5	3	3	4	5	11	9	10	2	0	17	18	1	1	1	1	2	1	1	1	3	3	2	2	1	2	3	5	1	1	2
56000	-106.364056092620473	-113.219544043579845	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.617571624704024	-1	1	3	5	6	5	5	7	8	6	9	7	12	12	13	15	14	18	20	0	1	2	3	3	2	3	10	10	3	4	10	11	8	10	15	0	17	18	1	1	1	1	1	1	1	1	1	2	2	1	2	2	4	1	1	2	1
56500	-114.629648420543390	-121.485136371502762	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.564216166543528	0	3	2	5	6	8	6	7	8	9	10	8	12	11	14	15	14	18	21	0	3	1	2	1	7	1	5	5	8	7	7	4	9	11	15	0	17	17	1	1	1	1	3	1	2	1	1	1	2	1	4	2	2	1	1	2	2
57000	-108.014403425802641	-114.869891376762013	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.742529046764968	0	2	2	4	5	7	4	7	8	7	9	8	12	12	14	15	15	17	20	0	1	1	2	3	5	2	5	8	5	4	4	11	8	11	10	0	17	17	1	1	1	1	2	1	1	1	1	1	2	2	1	3	2	4	1	1	2
57500	-119.512320940054337	-126.367808891013709	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.528197792558419	0	2	3	4	6	8	5	6	6	8	10	6	12	11	13	16	14	18	20	0	1	2	1	4	8	1	3	3	9	10	7	8	9	5	15	0	17	18	1	1	1	2	1	1	2	2	2	1	1	1	3	3	5	1	1	2	1
58000	-109.709613597573039	-116.565101548532411	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.593714611349963	0	3	3	5	6	7	5	5	7	8	10	7	11	11	13	16	15	17	20	0	1	1	2	3	7	1	3	8	5	3	2	11	8	14	15	0	17	18	1	2	2	1	1	1	2	1	1	1	4	2	1	3	1	2	1	1	1
58500	-120.934735310104656	-127.790223261064028	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.775159683219587	-1	1	2	4	5	5	4	7	8	9	6	7	10	13	13	15	15	17	20	0	1	1	3	3	7	3	3	8	5	4	7	4	10	10	14	0	17	18	1	1	1	1	1	1	1	2	1	2	1	2	2	2	2	1	1	2	1
59000	-125.403015493420952	-132.258503444380324	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.508271920304383	-1	2	3	5	6	8	6	6	7	8	8	8	12	11	14	15	15	18	20	0	1	2	2	3	3	2	4	1	9	4	7	9	9	5	7	0	17	18	1	2	1	2	1	3	2	1	3	1	1	1	2	2	4	5	1	3	1
59500	-113.584679281334800	-120.440167232294172	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.783072060504264	0	2	2	4	5	8	6	5	8	8	9	9	12	12	13	15	14	18	19	0	1	1	1	3	3	1	3	8	7	4	7	11	9	11	15	0	17	18	1	1	1	2	1	2	3	1	1	1	2	2	1	1	3	1	1	2	1
60000	-108.046984014724870	-114.902471965684242	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.731518745816445	0	2	2	4	5	6	5	6	8	8	10	8	13	12	13	15	14	17	20	0	1	1	2	3	5	2	5	5	8	2	7	11	9	10	15	0	17	18	1	1	1	1	1	1	1	1	1	1	4	2	2	2	3	1	1	2	2
60500	-114.239812580161441	-121.095300531120813	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.480606869189839	0	2	3	5	5	8	6	7	7	9	10	7	13	12	15	15	15	17	20	0	1	1	3	2	7	5	5	3	3	4	7	11	9	5	10	0	17	18	1	1	2	1	2	1	1	1	2	3	3	1	2	4	4	4	1	2	2
61000	-134.182581013432781	-141.038068964392153	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.592807585957501	-1	3	2	5	4	7	5	7	8	9	10	9	11	13	14	15	15	18	20	0	1	1	2	3	2	2	3	8	5	4	3	3	10	2	3	0	17	18	1	3	1	1	1	3	1	2	1	4	2	4	6	1	4	5	1	2	1
61500	-108.997651570748829	-115.853139521708201	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.692847556668523	0	3	2	4	5	7	5	7	7	9	10	8	12	12	15	16	15	18	20	0	1	1	3	2	7	1	7	5	1	4	7	11	9	10	14	0	17	18	1	1	2	1	1	1	3	1	1	5	3	1	1	3	3	3	1	2	1
62000	-111.814332384939945	-118.669820335899317	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.674071564987846	0	3	2	5	5	8	5	6	8	7	10	8	12	12	14	16	15	17	21	0	1	1	3	2	7	3	5	8	4	1	2	11	9	10	15	0	17	18	1	2	2	1	1	2	1	1	1	1	5	3	1	2	3	1	1	2	2
62500	-117.136538816615555	-123.992026767574927	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.562284789649472	-1	0	2	4	4	8	5	7	7	8	10	8	12	13	13	15	14	18	19	0	1	2	3	3	8	5	3	1	5	10	7	11	8	10	15	0	17	18	1	1	1	1	1	1	1	2	4	1	1	2	1	2	3	1	1	1	1
63000	-121.677175419149535	-128.532663370108907	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.642504755718384	0	2	2	5	6	6	4	8	7	8	10	8	11	11	15	15	14	17	21	0	1	1	3	2	4	3	2	1	1	5	9	10	9	11	10	0	17	18	1	1	1	2	1	1	1	4	4	4	2	1	2	2	2	3	1	2	2
63500	-110.641428618867167	-117.496916569826539	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.665534007339637	-1	0	2	3	6	8	5	6	8	9	10	8	12	13	13	16	14	18	20	0	1	1	2	2	5	2	2	8	5	4	7	11	9	10	15	0	17	18	1	1	2	1	4	1	2	2	1	1	3	1	1	2	2	2	1	2	1
64000	-115.348171994286147	-122.203659945245519	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.706065666944828	-1	3	3	4	6	7	5	6	7	7	9	6	12	13	14	16	15	18	21	0	1	1	3	3	3	2	3	8	5	10	3	11	9	10	15	0	17	18	1	2	1	1	1	2	1	2	1	1	1	2	2	2	2	1	1	2	2
64500	-111.583765816548009	-118.439253767507381	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.578976062233760	0	1	3	4	6	8	5	7	8	8	10	8	12	12	14	16	15	17	20	0	1	1	2	2	5	2	1	8	3	7	5	11	9	10	14	0	17	18	1	1	2	1	3	1	2	3	1	2	2	1	1	3	4	2	1	2	2
65000	-126.825089887202466	-133.680577838161838	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.653346808933176	-1	3	3	5	4	6	5	8	8	7	8	7	13	10	14	15	16	18	20	0	1	1	2	2	2	5	5	5	4	5	6	11	8	2	11	0	17	18	1	2	1	1	1	2	1	1	3	1	3	1	2	1	4	4	1	2	1
65500	-124.361578242659419	-131.217066193618791	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.654336070653374	-1	2	2	5	5	7	5	7	8	7	10	8	12	13	14	16	14	17	20	0	1	1	2	3	3	2	3	1	5	4	7	11	8	10	5	0	17	18	1	1	2	2	1	2	1	2	3	1	1	2	1	3	3	5	1	2	1
66000	-124.215382244245234	-131.070870195204606	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.595844914813552	-1	3	2	5	5	7	5	8	8	7	9	8	12	12	14	14	13	17	19	0	1	1	2	3	2	3	10	5	5	5	3	12	9	10	8	0	17	18	1	2	1	1	1	2	2	1	1	1	2	4	2	2	2	2	1	3	1
66500	-114.544600797997660	-121.400088748957032	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.680959898850282	-1	1	3	4	7	6	2	7	8	6	8	8	12	12	13	15	16	18	20	0	1	2	3	2	7	2	10	8	3	10	5	5	9	11	15	0	17	18	1	1	1	1	2	2	1	1	1	1	1	1	3	2	2	1	1	1	1
67000	-109.771316661025367	-116.626804611984738	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.641408284675942	0	1	2	3	6	8	6	6	8	8	8	9	11	12	14	15	14	16	20	0	1	1	2	1	5	3	3	8	5	5	5	4	9	10	15	0	17	18	1	1	1	1	2	1	2	2	1	1	1	2	3	2	3	1	1	1	1
67500	-118.055970739306204	-124.911458690265576	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.450372287164918	-1	2	3	4	6	7	6	7	7	8	8	8	10	10	14	15	14	17	20	0	1	2	2	2	3	3	2	3	8	4	7	11	9	5	5	0	17	18	1	1	1	1	3	3	2	3	2	1	1	1	1	2	4	4	1	2	1
68000	-124.993098515827882	-131.848586466787253	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.446040114736227	-1	2	3	5	5	7	6	7	7	8	10	9	13	13	14	15	14	16	20	0	1	2	1	1	4	4	3	2	2	10	7	10	9	10	12	0	17	18	1	2	1	4	2	1	1	2	4	3	1	2	3	2	3	3	1	2	2
68500	-119.362525199403549	-126.218013150362921	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.630991178860792	0	2	3	5	6	8	4	6	8	8	9	7	13	11	14	15	14	17	21	0	1	1	3	3	8	2	4	8	5	10	7	11	9	14	15	0	17	18	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	2	1
69000	-122.471706709396045	-129.327194660355417	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.558555227974644	-1	2	3	4	7	7	5	6	8	5	8	9	11	12	13	14	14	17	21	0	1	1	2	10	7	1	3	8	4	4	7	4	8	10	15	0	17	18	1	2	2	1	1	2	3	2	1	1	3	2	4	2	5	1	1	2	1
69500	-112.590006868374616	-119.445494819333987	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.600808187973556	0	2	3	2	5	7	6	7	5	8	9	8	13	13	14	16	15	18	20	0	1	2	1	3	5	3	9	3	2	10	7	11	8	5	15	0	17	18	1	1	1	1	1	1	1	1	1	2	1	1	2	3	5	1	1	2	2
70000	-102.631763257661163	-109.487251208620535	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.542598199250206	0	3	1	3	6	8	5	7	8	9	8	9	12	12	14	15	15	18	20	0	3	1	1	3	5	2	2	5	8	1	5	11	9	5	15	0	17	18	1	1	1	1	3	1	1	2	1	1	3	2	3	2	3	1	1	2	1
70500	-123.734072006595682	-130.589559957555053	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.636285518577207	-1	0	2	5	4	7	5	7	7	9	8	8	12	12	14	14	15	18	21	0	1	2	5	3	7	3	1	5	5	4	8	8	9	11	3	0	17	18	1	1	1	1	1	1	1	4	1	2	2	1	4	3	3	6	1	2	2
71000	-126.607277194809740	-133.462765145769112	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.431062020977026	-1	3	2	4	6	7	4	8	5	7	8	8	13	12	14	16	14	17	21	0	1	1	1	4	5	2	9	3	3	4	7	11	10	2	10	0	17	18	1	3	2	2	1	1	1	2	1	2	2	2	2	1	4	4	1	1	3
71500	-107.416072156378732	-114.271560107338104	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.693110023476037	0	2	3	4	6	7	5	8	8	8	9	9	12	12	14	15	16	17	20	0	1	1	2	2	5	3	5	2	5	4	7	4	8	10	15	0	17	18	1	1	2	1	2	1	1	1	2	1	2	2	4	1	2	1	1	1	1
72000	-121.583086671861793	-128.438574622821164	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.697278576144594	0	3	2	4	6	5	5	8	7	7	9	7	13	13	14	15	14	17	21	0	3	1	2	7	1	2	9	5	5	1	7	11	9	5	13	0	17	18	1	1	1	1	1	2	1	1	1	1	5	1	3	2	3	1	1	2	2
