step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19
72500	-124.920967637486115	-131.776455588445486	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.468557065123739	-1	2	3	4	6	4	5	8	7	8	10	9	11	12	14	13	15	18	18	0	1	1	2	2	3	2	2	3	7	2	10	4	9	10	11	0	17	17	1	2	2	1	2	1	2	2	2	1	4	1	3	2	3	2	1	2	1
73000	-112.993545034797322	-119.849032985756693	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.540941921353617	0	2	2	4	6	8	6	7	8	6	9	8	12	12	14	15	13	17	21	0	1	1	2	2	10	1	10	8	2	4	5	5	9	1	5	0	17	18	1	1	1	1	2	1	2	1	1	2	2	1	2	2	7	6	1	2	2
73500	-112.439412558881841	-119.294900509841213	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.739389202391824	-1	3	2	4	4	7	6	8	6	6	9	8	12	13	13	16	15	17	20	0	1	1	3	2	10	2	9	5	2	4	7	11	8	10	11	0	17	18	1	2	2	1	1	1	2	1	1	1	2	1	1	2	3	4	1	1	1
74000	-109.288525975432734	-116.144013926392105	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.538658400923110	0	3	2	4	6	7	5	5	7	8	8	7	12	10	14	16	15	17	19	0	1	1	3	3	1	2	2	8	4	4	5	11	9	5	15	0	17	18	1	2	1	1	2	3	1	2	1	2	2	1	1	2	4	1	1	2	1
74500	-127.895268404889862	-134.750756355849234	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.450041960042354	-1	3	2	5	6	7	5	7	8	8	10	9	13	12	15	15	14	18	20	0	1	1	3	3	2	3	5	8	2	10	3	2	8	12	2	0	17	18	1	1	3	2	2	2	1	1	1	2	1	3	5	3	3	6	1	2	1
75000	-124.523574079358610	-131.379062030317982	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.583724011394437	0	2	3	4	6	7	5	6	8	9	9	8	11	13	13	16	15	18	21	0	1	1	2	1	7	3	3	8	9	4	5	5	8	5	8	0	17	17	1	1	1	1	2	1	1	1	1	1	2	2	2	2	4	5	1	2	3
75500	-112.235263886767143	-119.090751837726515	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.442231989344163	-1	3	2	5	6	7	5	8	6	8	9	8	12	11	12	16	15	18	19	0	1	1	2	4	2	2	9	2	5	4	3	11	8	10	5	0	17	18	1	3	2	2	1	2	1	1	2	1	3	3	2	1	2	4	1	2	1
76000	-127.149370712618861	-134.004858663578233	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.549282803277450	-3	-1	2	5	5	8	5	7	8	8	10	6	10	11	14	16	14	18	19	0	1	1	3	2	4	3	3	8	5	10	2	4	9	10	15	0	17	18	1	1	1	2	2	1	1	2	1	2	1	3	2	2	3	1	1	2	1
76500	-124.268067342168962	-131.123555293128334	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.533505753468889	-2	1	2	4	6	6	5	5	7	9	9	8	11	13	14	16	14	17	19	0	1	2	2	3	3	1	3	8	12	5	2	10	9	10	15	0	17	18	1	2	1	2	2	3	2	1	1	1	2	3	1	2	2	1	1	2	1
77000	-117.644383683052837	-124.499871634012209	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.509782477394893	-1	2	1	4	6	8	6	6	7	9	9	8	12	13	12	15	14	16	20	0	3	1	3	3	5	3	2	2	9	1	7	11	9	11	2	0	17	18	1	1	1	1	3	1	3	2	3	1	4	1	3	3	1	7	1	1	2
77500	-119.644646866115067	-126.500134817074439	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.633194396919490	0	2	2	3	4	6	6	8	5	7	7	8	12	11	14	15	15	17	20	0	1	1	2	2	1	5	9	5	5	4	7	4	8	10	15	0	17	17	1	1	1	1	1	4	1	2	1	1	2	1	5	2	4	1	1	1	2
78000	-115.746837741399958	-122.602325692359329	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.482544602544477	-1	2	2	4	6	8	5	8	8	8	10	5	12	13	14	15	16	17	21	0	1	1	3	3	7	3	5	5	3	5	1	10	9	10	14	0	17	18	1	1	2	1	2	1	1	1	1	4	2	2	2	3	3	1	1	1	2
78500	-114.347255509294030	-121.202743460253402	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.788003664926696	0	2	2	2	7	7	4	8	8	9	10	8	13	12	13	15	14	17	19	0	1	1	1	1	2	3	5	5	8	4	3	11	11	10	15	0	17	18	1	1	1	1	3	2	1	1	1	1	4	3	2	1	2	1	1	1	1
79000	-117.862794744420384	-124.718282695379756	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.406270000381862	-1	2	2	4	6	8	5	7	6	8	9	8	12	13	14	15	14	17	21	0	1	1	1	2	5	3	3	1	2	4	5	11	8	2	10	0	17	18	1	2	3	2	2	1	2	3	4	2	3	1	2	3	4	4	1	2	2
79500	-120.001839337597374	-126.857327288556746	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.761954362210570	0	2	3	4	6	7	4	6	8	8	10	8	13	12	12	14	16	18	20	0	1	1	2	3	7	3	2	8	5	10	7	11	11	10	11	0	17	18	1	1	1	1	1	2	1	1	1	1	1	2	2	1	3	1	1	1	1
80000	-119.161601063359981	-126.017089014319353	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.582668402212189	-1	2	3	5	6	8	6	7	8	6	9	7	12	13	13	14	15	18	21	0	1	2	3	2	7	2	3	3	2	4	10	4	9	3	15	0	17	18	1	1	1	1	3	1	2	2	3	2	2	1	3	2	5	1	1	2	2
80500	-103.695743960838371	-110.551231911797743	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.900141896777111	-1	3	1	5	6	7	4	7	8	8	10	7	12	12	14	16	16	18	20	0	1	1	2	7	2	3	5	8	5	4	7	11	9	10	15	0	17	18	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1	1	1	1
81000	-122.241134863722095	-129.096622814681467	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.686281598472361	-1	0	3	5	6	7	5	7	8	5	9	9	11	13	14	14	15	17	20	0	1	2	3	10	3	2	5	8	3	5	6	4	9	10	3	0	17	18	1	1	1	1	1	2	3	1	1	1	1	1	3	3	4	5	1	1	2
81500	-118.688453321386618	-125.543941272345990	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.754727885865306	-1	3	3	5	5	7	6	7	7	8	9	9	13	11	13	15	15	18	20	0	1	1	3	3	2	3	3	5	8	4	10	11	8	2	15	0	17	18	1	1	2	1	1	2	2	3	1	1	2	1	1	2	4	1	1	3	1
82000	-116.117858018654275	-122.973345969613646	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.637214272120553	-1	2	1	4	6	7	6	7	6	8	9	8	12	12	14	15	15	17	20	0	1	1	3	4	4	3	9	3	5	8	7	4	9	5	10	0	17	17	1	1	1	2	1	1	1	1	2	1	1	1	3	3	5	3	1	1	2
82500	-113.826666743798569	-120.682154694757941	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.563353074294317	-1	2	2	4	6	8	5	5	7	8	9	9	12	12	14	15	15	17	21	0	1	1	2	2	5	3	3	5	1	4	10	5	9	3	10	0	17	17	1	2	1	1	2	1	2	1	1	4	2	1	3	2	6	3	1	2	3
83000	-117.707464891043045	-124.562952842002417	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.674589259128123	0	3	2	5	5	7	6	7	8	8	10	9	12	12	15	14	15	16	21	0	3	1	2	2	7	2	5	8	5	4	10	4	8	10	5	0	17	18	1	1	1	1	1	1	2	1	1	2	2	1	5	2	4	3	1	1	3
83500	-114.769610558095295	-121.625098509054666	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.648397463689846	-1	1	2	4	5	8	4	7	7	9	10	8	10	11	15	14	15	17	20	0	1	2	3	2	5	2	5	5	12	5	7	4	9	16	11	0	17	18	1	1	1	1	2	2	1	1	1	1	3	2	4	2	1	2	1	2	1
84000	-115.527652832287416	-122.383140783246787	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.504467956831777	-1	2	1	5	7	8	5	6	8	8	10	8	13	13	13	16	12	17	19	0	3	1	2	1	5	2	2	8	1	4	5	4	9	10	15	0	17	18	1	1	1	2	5	1	1	3	1	4	2	1	4	2	3	2	1	2	1
84500	-114.468343302289313	-121.323831253248684	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.444025423839812	-1	2	2	4	7	8	5	6	8	9	9	8	12	12	15	15	14	17	20	0	1	1	2	2	8	3	2	8	3	4	5	4	10	10	5	0	17	18	1	1	2	1	2	1	2	2	1	5	2	1	4	1	3	3	1	2	2
85000	-107.203862761503117	-114.059350712462489	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.724162319587205	-1	3	2	4	5	6	6	7	7	8	9	8	13	12	14	15	14	17	21	0	3	1	2	4	5	2	5	5	5	4	7	11	8	10	15	0	17	18	1	1	2	1	1	1	1	1	1	1	2	1	2	2	2	1	1	2	2
85500	-126.236960654633691	-133.092448605593063	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.445352525226663	0	2	3	4	6	7	6	8	8	8	9	8	12	11	14	15	14	16	19	0	1	2	1	3	2	2	3	3	7	4	7	4	5	3	13	0	17	18	1	1	1	2	1	3	3	2	3	1	3	1	5	2	5	2	1	2	1
86000	-116.938666204948177	-123.794154155907549	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.578509107000127	-1	2	2	3	6	7	4	6	8	9	8	7	11	13	15	16	13	18	20	0	1	1	2	3	5	3	3	8	9	2	5	11	9	11	10	0	17	18	1	1	1	1	2	1	1	2	1	1	3	1	2	3	5	3	1	3	1
86500	-108.206620547166452	-115.062108498125824	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.545132149360149	0	2	2	3	6	6	4	7	7	9	8	8	12	12	14	16	15	17	20	0	1	1	1	3	3	3	5	5	5	3	5	11	9	11	10	0	17	18	1	1	1	1	2	2	1	1	1	1	3	1	2	2	3	3	1	2	2
87000	-110.231465325509760	-117.086953276469131	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.513722900951704	0	2	1	4	5	7	5	6	7	8	9	7	13	13	14	15	15	18	20	0	3	1	2	3	5	2	2	5	1	4	5	10	8	14	10	0	17	17	1	1	1	1	3	1	1	2	1	5	2	1	3	5	1	3	1	2	2
87500	-115.173746595221246	-122.029234546180618	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.506751222358804	0	2	3	4	5	7	6	5	7	6	10	9	12	10	14	15	16	17	20	0	1	1	2	3	3	2	3	8	5	7	7	11	9	5	15	0	17	18	1	1	2	1	1	3	2	1	1	1	2	2	1	2	2	1	1	1	1
88000	-116.615604960961477	-123.471092911920849	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.763629673709054	0	1	3	5	7	6	5	7	7	5	8	9	12	13	15	14	15	17	20	0	1	2	3	4	7	3	3	10	3	4	5	11	9	16	5	0	17	18	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	3	1	1	1
88500	-116.657477480123660	-123.512965431083032	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.469189793527699	-1	3	3	5	6	7	4	6	7	8	9	8	12	13	13	15	13	17	20	0	1	1	2	3	3	2	2	8	3	4	7	3	9	11	14	0	17	18	1	2	3	1	1	1	1	2	1	2	2	1	4	3	2	1	1	2	2
89000	-116.937726855849021	-123.793214806808393	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.599483343307452	0	2	2	5	7	7	4	8	6	8	9	9	12	13	15	14	15	17	20	0	1	1	2	1	2	3	9	2	4	4	5	5	9	16	10	0	17	17	1	1	1	2	5	3	1	1	2	2	2	1	1	2	1	3	1	2	2
89500	-121.064294022568916	-127.919781973528288	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.444922669187417	0	3	1	5	5	8	5	7	6	9	9	7	12	12	15	16	14	17	19	0	3	1	3	3	2	2	9	2	4	5	7	11	9	6	11	0	17	18	1	1	1	2	2	2	1	1	2	2	2	1	2	3	4	3	1	2	1
90000	-113.497438970564190	-120.352926921523562	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.708619431807093	-2	3	0	5	6	8	4	8	6	8	9	8	12	12	15	16	15	17	18	0	3	1	2	2	5	2	5	2	5	4	7	11	9	11	10	0	17	18	1	2	1	1	1	1	1	1	2	1	2	2	2	3	3	3	1	1	1
90500	-117.735398283917775	-124.590886234877146	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.646768393958189	-2	2	1	5	6	7	3	6	7	8	8	8	11	13	13	15	15	18	19	0	3	1	2	4	4	1	3	5	4	5	7	4	9	5	15	0	17	17	1	1	1	2	1	1	2	3	1	1	1	3	2	3	3	1	1	1	2
91000	-112.980773820433896	-119.836261771393268	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.453308588527960	0	3	2	4	5	7	6	5	7	8	10	8	12	12	14	15	14	18	21	0	1	1	2	3	7	1	3	8	3	2	2	10	9	10	15	0	17	17	1	2	1	1	1	1	3	1	1	2	3	3	2	2	3	1	1	2	3
91500	-104.355713938580507	-111.211201889539879	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.622131823124278	0	2	3	4	5	7	6	7	8	8	9	8	12	12	14	16	13	18	20	0	1	2	3	3	5	5	5	8	2	4	5	11	9	5	15	0	17	18	1	1	1	1	1	1	1	1	1	3	2	1	1	2	3	1	1	2	1
92000	-107.384681580092078	-114.240169531051450	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.765045470774051	-1	1	2	4	4	6	4	7	8	7	9	9	11	12	14	15	15	17	19	0	1	1	3	2	5	3	5	8	7	10	7	11	8	14	14	0	17	18	1	1	1	1	2	1	1	1	1	1	1	2	1	3	1	1	1	1	1
92500	-107.792720380112854	-114.648208331072226	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.674568893009216	0	3	2	4	6	8	5	6	8	8	9	7	12	12	13	15	15	18	20	0	1	1	2	3	8	2	3	8	5	4	7	11	9	14	14	0	17	18	1	1	1	1	2	1	1	2	1	1	2	1	2	3	1	2	1	3	1
93000	-118.676946836784822	-125.532434787744194	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.543783452061868	-1	1	3	4	6	6	4	8	7	8	10	6	13	11	14	16	13	18	19	0	1	1	2	2	2	3	9	3	5	4	7	11	9	3	15	0	17	18	1	1	2	2	2	2	1	1	2	1	2	1	2	2	3	1	1	2	1
93500	-117.685718211875013	-124.541206162834385	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.717322865782424	-1	1	3	4	6	8	4	6	7	7	9	6	11	12	14	15	14	18	19	0	1	1	2	3	8	2	3	3	5	4	3	11	9	9	15	0	17	18	1	1	3	1	2	1	1	2	3	1	2	1	1	2	3	1	1	2	1
94000	-115.945726114798077	-122.801214065757449	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.669732807237053	0	2	3	4	6	7	4	7	7	8	9	8	12	11	15	15	15	17	21	0	1	1	2	2	2	1	3	5	5	8	8	8	9	10	8	0	17	18	1	1	1	1	2	3	2	3	1	1	1	1	3	2	3	5	1	1	2
94500	-122.059051197813176	-128.914539148772548	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.514662982457126	-1	2	3	5	6	8	6	8	7	8	9	9	11	12	12	15	15	17	20	0	1	1	2	1	2	2	3	3	3	5	8	11	10	2	11	0	17	18	1	2	1	2	3	3	1	2	2	3	2	1	1	2	4	4	1	1	2
95000	-116.879537172797399	-123.735025123756770	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.525807311573826	-2	3	2	4	6	7	4	6	8	7	10	8	12	12	15	13	16	18	20	0	3	1	3	2	3	2	2	8	5	2	2	11	8	11	11	0	17	17	1	1	3	1	1	2	1	2	1	1	3	2	2	3	3	2	1	1	2
95500	-108.856865447772805	-115.712353398732176	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.785343935220010	0	3	3	5	6	7	5	6	8	8	9	8	11	11	11	15	15	17	20	0	1	1	2	1	3	2	2	8	2	3	5	11	11	10	15	0	17	17	1	1	2	1	3	2	1	1	1	2	2	1	1	1	2	2	1	1	2
96000	-108.903764911985391	-115.759252862944763	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.728671000723949	-1	1	3	4	6	7	5	7	8	9	10	8	11	12	14	15	15	18	20	0	1	2	3	3	7	3	5	8	5	5	7	11	10	10	10	0	17	18	1	1	1	1	2	1	1	1	1	1	2	1	1	3	2	2	1	2	1
96500	-116.765674255539523	-123.621162206498894	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.616808846178245	0	2	3	5	6	7	6	5	7	8	10	8	12	12	13	13	15	18	19	0	1	2	2	3	5	4	3	8	3	10	5	11	9	11	10	0	17	17	1	1	1	2	1	1	1	1	1	2	1	1	1	3	1	1	1	2	2
97000	-128.050420115115060	-134.905908066074431	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.614370133652677	-1	3	2	5	6	8	3	7	8	9	9	7	13	13	14	16	14	17	21	0	3	1	2	2	3	1	2	5	5	4	2	11	8	2	14	0	17	18	1	1	1	1	1	4	3	1	1	1	2	2	2	3	7	1	1	2	2
97500	-111.801252918606608	-118.656740869565979	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.679569434387565	-1	3	1	5	6	8	5	7	8	8	9	9	12	11	14	15	15	18	20	0	1	1	2	4	5	3	5	5	5	4	5	11	5	10	11	0	17	18	1	2	1	1	1	1	2	1	1	1	2	1	2	3	3	2	1	2	1
98000	-126.828106451683595	-133.683594402642967	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.489407379852903	0	2	3	5	4	8	6	5	7	7	9	9	10	11	13	15	15	17	19	0	1	2	5	2	7	5	3	8	8	10	10	10	8	3	10	0	17	18	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	5	1	2	1
98500	-114.421976215242438	-121.277464166201810	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.763877891562684	0	3	2	5	6	7	4	7	5	9	10	8	12	13	15	15	15	17	19	0	1	1	2	2	3	3	9	1	5	4	5	11	10	11	11	0	17	18	1	1	1	1	2	2	1	1	3	2	3	2	1	1	2	2	1	1	1
99000	-117.717518474762912	-124.573006425722284	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.756044785706324	0	3	2	4	6	7	5	6	8	7	10	8	13	12	11	13	15	18	20	0	1	1	1	3	7	1	3	3	7	4	7	11	9	10	15	0	17	18	1	2	1	2	2	1	2	2	2	2	2	2	1	2	2	1	1	2	1
99500	-111.341423790503626	-118.196911741462998	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.629475380926878	0	2	3	4	6	8	6	8	8	5	10	8	13	12	14	15	15	18	19	0	1	2	2	3	10	10	10	3	3	2	5	11	9	11	15	0	17	18	1	1	1	1	1	2	1	1	2	1	3	1	1	2	2	1	1	2	1
100000	-102.941296003730059	-109.796783954689431	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.787990588974261	0	2	2	4	6	7	5	8	8	9	8	7	12	12	15	16	14	18	20	0	1	1	2	2	3	1	5	5	8	4	7	11	9	10	15	0	17	18	1	1	1	1	2	3	2	1	1	1	2	1	2	2	2	1	1	2	1
