step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109
1	-3946.954952001023685	-3945.492869916504787	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.038371148786434	1	3	4	3	4	3	5	5	4	5	5	5	6	5	6	7	6	8	6	9	8	8	8	8	8	9	10	10	8	10	10	10	10	11	9	11	14	11	12	11	10	11	10	12	12	12	13	11	12	13	12	14	14	13	13	14	14	13	13	15	14	15	15	16	16	16	17	17	16	16	17	18	20	21	19	18	19	19	21	22	20	21	24	21	23	22	24	22	24	24	24	25	24	27	26	26	26	25	27	28	27	27	29	30	30	29	32	32	33	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	2	2	2	2	3	2	3	3	3	4	3	4	4	4	4	4	4	4	5	5	4	5	5	5	5	5	4	5	7	5	6	5	5	5	5	6	6	6	6	5	6	6	6	7	7	6	6	7	7	6	6	7	7	7	7	8	8	8	8	8	8	8	8	9	10	10	9	9	9	9	10	11	10	10	12	10	11	11	12	11	12	12	12	12	12	13	13	13	13	12	13	14	13	13	14	15	15	14	16	16	16
500	-1370.794167506415306	-1367.652759590667074	-3.141407915748327	0.000009974525275	0.000060124121060	6.027767678295580	0.142981506944983	1	3	4	3	4	4	5	6	4	3	6	5	6	5	5	8	6	8	5	8	8	7	6	8	8	8	10	10	9	10	11	9	10	8	9	10	15	11	11	11	10	12	10	12	12	12	12	10	11	12	11	14	14	11	10	15	14	13	10	16	13	15	15	14	16	15	16	18	16	16	16	19	21	22	20	17	19	19	21	23	20	21	25	22	24	22	25	22	24	24	23	26	24	27	26	26	26	26	27	29	27	24	29	31	30	30	32	32	33	0	1	1	0	10	2	5	4	4	1	2	2	19	4	9	2	5	9	1	12	13	7	5	9	2	7	7	2	7	8	11	3	24	19	17	21	44	48	5	36	10	33	0	34	17	25	59	34	20	17	2	41	34	59	5	58	25	44	34	44	39	54	13	7	6	10	59	67	51	31	7	59	59	65	61	37	30	48	38	33	49	59	41	55	54	5	59	62	59	59	5	54	75	73	59	59	66	59	67	53	39	26	47	59	59	59	57	34	19	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	2	1	2	3	2	2	1	1	2	1	2	2	4	2	1	3	2	1	2	2	1	2	1	4	1	4	1	1	2	2	3	1	1	1	3	3	2	6	1	3	1	4	1	1	2	2	3	4	3	4	9	4	1	2	2	8	7	9	3	3	1	4	4	4	6	4	10	8	7	12	8	9	3	7	10	10	10	2	4	11	10	8	12	6	7	9	8	10	14	14	12	7	14	20
1000	-1113.267048688617933	-1111.075852034282889	-2.191196654334958	0.000009965112822	0.000028430322769	2.852985538452978	0.317805798062705	1	2	4	3	4	3	6	5	4	3	5	6	6	5	7	7	7	8	5	10	9	8	8	8	7	10	11	11	8	10	10	10	10	9	8	11	15	12	11	10	10	11	9	13	12	12	13	11	12	13	13	13	14	13	13	14	14	13	10	16	13	15	14	16	16	16	16	17	16	17	15	18	20	20	18	18	19	19	21	22	20	18	25	21	22	22	24	22	24	24	25	26	24	28	27	26	26	26	28	28	26	27	29	30	31	30	32	32	34	0	1	1	0	1	1	2	4	4	2	2	3	10	1	7	7	11	9	10	12	13	6	6	9	19	4	3	6	16	15	18	6	24	19	2	40	23	48	14	22	10	33	0	34	35	32	59	34	20	40	39	32	58	59	20	58	10	34	34	53	39	54	10	33	50	57	59	42	39	46	61	59	59	72	61	71	63	57	63	12	49	59	86	49	59	75	59	73	54	59	90	54	10	95	59	59	85	54	91	85	79	34	47	59	59	96	98	82	59	1	1	2	1	1	2	2	1	1	1	1	1	1	2	1	1	1	3	1	2	2	2	2	1	1	4	4	4	1	3	1	3	1	2	3	1	3	1	4	1	3	1	1	2	3	1	2	1	2	2	1	2	1	3	2	1	6	2	1	1	1	1	5	3	2	2	3	3	3	4	1	7	8	1	2	2	2	2	3	8	4	7	1	6	10	3	11	1	6	7	1	9	11	1	10	11	4	7	2	5	3	8	7	13	13	2	3	9	18
1500	-949.364334486465054	-947.193336549616447	-2.170997936848594	0.000009914382003	0.000027733458218	2.797295707432726	0.306149351179228	1	3	4	1	4	4	5	5	5	4	5	4	6	5	6	6	4	9	6	8	9	9	9	8	8	7	8	10	8	9	10	9	10	9	9	11	13	12	13	11	10	11	11	12	12	12	12	11	11	12	12	14	15	11	12	14	14	14	11	16	14	15	15	17	16	16	18	18	15	16	18	18	21	22	20	18	19	19	21	22	20	18	22	20	20	22	25	22	24	24	24	25	21	27	25	27	27	25	27	29	27	28	28	31	31	29	33	32	34	0	4	1	0	1	1	1	2	17	1	12	1	10	4	5	7	4	9	10	12	13	9	6	9	10	7	6	27	16	17	25	6	24	19	4	35	23	48	23	33	25	24	0	34	28	25	54	34	20	3	28	18	44	34	49	44	19	44	34	56	27	54	25	37	61	46	59	39	39	38	28	62	47	61	61	65	62	33	72	73	23	59	67	49	47	75	59	85	82	73	60	82	65	92	59	59	85	85	18	85	72	52	85	82	54	96	101	89	59	1	1	1	1	2	1	2	1	1	1	1	2	1	2	1	1	2	2	2	2	1	2	2	2	2	1	2	1	1	2	1	3	1	1	5	1	2	1	2	1	1	2	1	2	1	3	1	2	2	3	1	2	2	1	1	2	4	1	1	1	3	2	3	2	1	2	3	3	1	2	7	3	6	3	3	1	2	7	2	1	5	5	3	5	6	2	9	1	5	1	4	6	2	1	7	10	4	5	9	5	6	5	3	11	11	1	2	7	13
2000	-1138.922608604272227	-1136.551860115529507	-2.370748488742649	0.000010021861812	0.000033743208408	3.366960055883039	0.421227223867651	1	4	4	3	4	3	5	5	4	3	6	6	7	5	7	6	5	8	6	10	8	8	7	9	8	8	9	10	8	8	11	11	10	10	9	10	14	12	10	10	9	11	10	12	12	12	13	10	12	13	11	15	15	12	13	15	14	13	13	16	12	16	15	16	16	15	15	15	13	16	18	18	19	21	19	18	19	18	19	23	19	19	24	21	21	21	24	23	22	25	24	25	24	27	25	27	24	25	27	27	26	26	30	31	30	27	32	32	33	0	1	1	0	6	1	3	4	4	1	2	7	10	9	11	7	10	9	14	12	10	9	6	18	10	10	23	2	15	5	7	26	24	25	19	19	28	48	27	10	25	35	0	34	6	10	54	26	20	51	23	38	58	34	49	58	26	44	21	58	39	54	31	57	61	41	59	37	61	57	61	67	59	53	69	50	63	46	52	85	49	59	75	49	73	50	59	85	59	73	53	73	60	95	82	82	85	85	25	85	79	80	100	73	73	91	94	95	59	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	2	3	2	2	1	2	3	1	2	1	2	3	2	1	1	2	3	2	1	1	4	1	1	1	2	3	4	1	1	1	1	2	2	2	1	1	1	2	1	3	2	1	2	2	1	3	3	1	1	1	1	4	2	4	3	4	3	2	3	2	1	4	3	2	4	1	4	5	2	4	3	4	3	5	1	4	6	2	2	7	4	3	1	2	8	9	2	2	4	13
2500	-945.866517185377575	-943.560963827095975	-2.305553358281646	0.000010161580456	0.000032276080829	3.176285516661711	0.514699668646713	1	3	4	2	4	3	5	5	5	5	6	6	7	4	7	7	7	9	6	10	8	8	9	6	8	9	10	10	8	8	9	10	10	9	9	10	15	12	12	11	10	11	10	12	12	11	14	10	12	11	13	14	14	12	14	15	13	13	13	16	13	15	15	16	16	16	17	18	15	16	17	19	19	21	17	18	20	20	22	21	21	20	24	22	22	21	25	23	25	23	24	25	24	28	26	26	25	24	28	28	27	27	30	30	31	29	32	32	34	0	4	1	0	6	1	5	4	14	14	14	7	19	1	10	5	9	9	10	12	10	3	7	9	19	24	6	23	16	8	24	7	24	2	17	29	55	48	32	35	19	33	0	34	27	19	54	25	20	18	16	29	44	34	32	58	27	44	54	56	39	54	41	63	61	46	59	64	61	69	61	67	59	76	70	66	58	76	77	77	49	73	47	49	73	75	73	85	82	54	62	82	86	96	82	73	85	85	89	97	88	70	100	82	82	89	99	106	59	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	2	2	3	1	1	2	4	1	1	1	2	3	2	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	3	1	2	3	1	2	1	1	1	1	2	2	1	1	2	2	1	1	1	1	2	3	2	1	1	4	1	1	1	5	1	4	4	2	2	3	1	4	4	5	3	2	1	3	5	1	1	1	2	1	5	1	6	6	2	2	2	13
3000	-1040.023148663500933	-1037.707948616443218	-2.315200047057735	0.000010327544861	0.000033091524819	3.204200539810719	0.616959218069540	1	2	5	3	3	4	5	4	5	5	4	6	6	6	6	7	6	8	6	9	9	8	8	8	8	8	8	10	8	10	10	10	10	11	9	9	14	11	12	10	11	10	11	12	12	13	14	10	11	14	11	12	13	13	14	15	15	14	14	15	14	16	13	16	17	17	17	17	16	17	16	19	19	21	20	18	18	19	22	20	21	21	24	21	21	22	24	23	24	24	24	25	24	26	27	27	25	24	26	27	25	26	29	30	30	30	32	33	34	0	1	5	0	2	5	2	4	4	5	2	2	10	8	9	7	11	9	10	12	13	9	14	9	10	9	14	23	16	4	36	27	24	32	12	23	51	48	27	26	10	24	0	34	23	36	54	36	12	63	28	42	44	34	5	53	63	53	54	53	39	54	41	45	69	25	59	60	5	57	61	67	59	75	61	38	44	55	84	67	49	73	74	49	73	75	82	79	82	73	81	82	79	89	82	82	79	85	91	97	91	86	100	89	95	89	106	106	95	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	1	2	1	1	2	1	2	1	1	1	2	1	1	1	3	3	1	1	2	1	1	1	1	1	3	1	1	1	1	1	2	2	1	2	1	3	1	1	4	1	1	1	2	1	4	4	2	3	1	1	5	1	2	5	1	1	2	1	2	3	2	3	1	1	5	5	1	1	1	1	1	2	1	5	2	3	1	2	3
3500	-703.443842871011839	-701.298403428672032	-2.145439442339793	0.000010723149867	0.000029246464714	2.727413593713069	0.596762894915598	0	3	3	2	4	2	4	6	3	6	5	6	7	5	6	5	6	8	7	10	9	9	8	9	8	8	9	11	9	10	8	10	10	10	9	12	15	12	12	12	10	11	10	11	13	12	14	11	12	12	12	13	13	12	14	14	15	13	14	15	14	16	13	16	17	16	17	17	16	17	16	19	19	21	18	18	18	18	20	21	20	21	24	21	23	23	24	20	24	23	24	23	24	27	27	26	26	25	25	27	28	25	29	30	31	30	31	32	33	0	1	1	0	1	1	3	4	4	3	6	3	3	9	7	3	5	9	10	12	13	31	6	18	5	6	5	27	16	8	17	31	24	25	25	28	52	48	28	41	25	24	0	34	17	19	54	25	20	30	27	36	44	34	20	58	63	44	54	56	39	54	41	52	64	46	59	39	39	66	61	67	59	64	69	69	57	70	76	68	49	73	73	49	88	75	73	73	82	73	81	62	73	89	82	89	85	85	86	97	83	75	100	101	95	96	90	106	95	1	2	1	1	2	1	1	2	1	1	2	1	2	1	1	1	1	2	1	2	1	1	3	1	2	2	4	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	3	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	3	2	2	1	1	1	1	2	2	1	1	1	1	1	2	5	1	2	5	3	4	3	1	1	2	2	2	2	1	3	2	2	1	1	1	1	2	1	1	2	2	3	1	3
4000	-918.808053801392134	-916.676731730009010	-2.131322071383097	0.000012333386300	0.000033165580266	2.689089554074130	0.729881329861992	1	2	5	3	5	3	4	5	4	4	5	6	6	5	7	7	7	8	6	9	9	8	9	9	8	10	7	11	8	11	10	11	10	11	9	12	15	12	13	11	11	12	10	12	13	12	14	11	13	14	12	14	15	13	12	14	13	14	14	15	14	15	13	17	17	16	17	17	16	15	17	19	20	21	19	19	18	18	21	22	21	22	25	19	24	23	22	21	24	23	24	25	24	26	26	27	26	25	27	26	25	27	29	28	29	29	31	32	33	0	1	2	0	7	1	2	4	4	1	2	5	10	4	13	1	13	9	2	5	15	12	27	18	19	25	6	23	5	8	29	23	24	35	17	32	58	48	28	22	21	33	0	31	14	19	34	14	22	54	23	35	57	44	20	44	19	44	54	56	45	54	36	70	61	46	59	62	28	63	28	67	59	84	51	67	37	65	76	84	55	73	91	55	88	75	73	73	82	73	79	79	87	89	89	95	85	85	85	85	76	89	100	73	96	96	105	106	105	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	4	1	2	2	2	1	1	1	1	1	1	2	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	1	3	3	1	2	3	1	1	2	1	4	1	1	1	1	1	1	1	2	3	1	1	2	1	3	1	2	1	3	1	1	1	1	2	5	1	1	4	3	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	1	2	1	1	1	1	2
4500	-947.676055278142371	-945.475505271270890	-2.200550006871505	0.000012596106249	0.000036263105810	2.878913935289286	0.569973020939022	1	2	3	1	3	4	4	5	4	6	6	4	6	5	6	7	6	8	4	10	8	7	8	8	8	9	10	9	9	9	9	11	10	11	8	11	14	12	12	11	10	12	10	12	13	13	14	10	12	14	12	14	14	13	14	13	14	13	14	16	14	16	15	16	16	16	17	18	15	16	18	18	19	20	19	18	19	19	21	22	20	21	23	21	23	22	24	21	24	22	23	25	24	27	26	27	26	25	27	29	27	27	30	30	28	29	31	32	34	0	1	2	0	1	1	2	4	4	19	14	1	19	2	6	5	7	9	1	12	13	14	3	6	19	22	14	23	16	14	3	3	24	41	17	10	32	48	36	21	10	33	0	34	27	25	34	19	20	56	25	39	58	34	20	34	31	44	54	53	39	54	46	52	61	46	47	64	61	52	69	67	59	71	68	58	66	45	67	44	70	73	59	20	88	64	79	64	82	73	78	82	75	95	89	95	85	85	83	101	92	83	100	95	82	96	100	106	105	1	1	1	1	2	2	1	2	2	1	1	2	1	1	1	2	1	3	2	2	1	1	2	1	2	1	3	1	2	1	2	4	1	1	1	3	1	1	1	1	2	1	1	1	2	3	3	2	2	1	2	1	1	1	2	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	2	1	2	2	4	2	1	4	4	1	4	1	2	2	1	2	2	2	1	1	1	1	1	1	1	1	2	1	2	5	1	1	2	3
