step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61
53500	-367.637278731466949	-366.191763865330302	-1.445514866136657	0.000366985034087	0.000125010217429	0.340641186473641	0.282727256778807	0	5	1	4	5	4	7	6	5	6	7	9	8	9	9	12	10	11	11	12	12	13	15	15	15	18	16	17	17	18	18	17	16	20	17	18	18	18	19	19	16	19	18	17	20	20	20	20	21	20	20	21	23	22	25	24	25	28	25	26	26	0	3	1	1	1	3	1	3	6	1	1	2	8	7	2	14	13	6	14	12	10	3	17	6	16	27	11	11	14	27	23	2	20	3	20	10	27	16	28	30	3	14	41	4	23	26	37	23	3	1	40	39	4	2	29	51	14	20	0	46	56	1	2	1	1	2	2	5	3	1	3	2	3	1	1	3	1	1	4	1	2	2	7	2	5	2	1	4	5	6	1	1	6	2	10	3	6	1	3	1	1	4	5	1	5	2	1	2	3	11	8	1	1	9	7	3	2	8	10	1	4	1
54000	-371.811025940770151	-370.310583885694314	-1.500442055075834	0.000371020250318	0.000109206525295	0.294341144996462	0.251309258719356	0	3	2	5	3	5	6	7	4	8	8	9	9	8	9	10	11	11	12	12	11	13	14	16	15	18	16	16	16	17	18	18	18	19	17	19	18	19	18	19	18	19	18	18	19	20	19	21	22	23	21	22	23	23	26	22	25	27	25	26	27	0	1	1	3	3	9	3	2	3	2	1	2	11	6	3	6	10	1	1	7	14	11	14	3	18	24	21	3	3	2	23	11	27	1	10	4	27	27	23	20	23	31	12	11	24	23	12	29	19	48	37	33	11	6	22	31	18	50	0	31	43	1	2	1	2	1	1	1	2	1	4	4	3	1	2	4	5	2	4	6	2	1	2	4	7	2	1	2	9	7	8	2	5	2	7	6	6	1	1	2	3	4	1	7	7	2	2	5	2	5	2	2	1	8	9	7	2	9	2	1	5	5
54500	-333.317209687907962	-331.794520482580197	-1.522689205327763	0.000562340605318	0.000157340002960	0.279794845814452	0.323755924127929	0	5	3	3	4	4	6	6	6	6	7	7	8	9	7	11	12	11	11	12	13	13	15	15	15	17	16	18	17	17	19	15	17	20	18	18	18	19	19	19	18	20	17	19	20	17	19	20	21	23	21	21	24	23	25	23	22	26	22	24	27	0	1	1	1	1	1	4	3	6	4	6	4	6	3	3	7	13	3	11	13	12	14	13	2	18	32	4	10	25	14	21	19	24	6	25	1	12	29	32	32	22	47	24	3	6	14	30	35	22	36	41	42	3	12	56	32	2	13	0	26	53	1	2	2	1	2	2	2	1	1	2	3	1	2	4	3	2	2	4	2	2	4	2	4	6	1	1	5	3	1	4	3	3	1	8	1	8	6	1	2	2	3	1	1	8	7	4	1	1	4	3	1	1	12	7	1	4	6	7	1	3	1
55000	-358.430492426095952	-356.970146005087543	-1.460346421008393	0.000475054858798	0.000154976333502	0.326228288442216	0.301980820170130	0	5	3	5	4	4	6	7	5	7	6	9	8	9	10	11	13	12	11	13	13	12	14	14	16	17	15	17	16	16	20	18	16	20	19	17	18	20	19	20	17	19	19	19	20	19	19	20	21	23	20	21	23	21	25	24	25	27	25	26	27	0	1	1	6	1	1	3	3	6	3	6	11	4	5	6	15	15	6	10	8	12	14	4	13	11	23	3	13	2	21	26	2	20	1	41	2	27	47	15	39	29	19	36	4	21	4	21	43	31	47	24	42	7	15	47	10	2	48	0	16	40	1	3	1	1	3	2	1	2	1	2	1	2	1	2	4	1	2	5	2	3	2	1	5	3	4	1	4	4	4	2	1	5	2	8	1	6	2	1	5	1	1	4	1	4	3	5	4	1	1	3	2	2	6	4	3	11	9	4	1	8	5
55500	-335.940907765106488	-334.381291064700235	-1.559616700406276	0.000316504657470	0.000081996315739	0.259068275311577	0.314473679553490	0	5	2	5	3	4	6	6	6	7	8	9	7	8	10	10	11	11	12	13	13	12	15	16	16	17	16	16	17	18	19	18	17	19	18	18	18	20	17	20	19	18	18	20	19	20	20	22	21	23	22	21	21	23	25	22	23	27	24	26	27	0	3	1	1	1	1	5	2	3	4	2	3	4	5	3	2	13	4	14	13	8	6	2	1	2	25	4	1	12	28	26	2	14	13	29	13	28	18	18	45	22	33	8	11	37	4	36	46	3	41	11	20	11	13	59	31	28	13	0	56	59	1	2	1	2	2	2	2	1	2	1	1	5	1	2	3	3	2	3	2	3	4	4	5	9	4	1	7	7	3	1	1	7	5	5	1	6	1	4	4	1	2	1	5	5	1	5	1	1	9	1	7	4	4	9	1	2	2	9	1	2	2
56000	-353.324329860268847	-351.649952500252709	-1.674377360016158	0.000463502399812	0.000098145242502	0.211746999673429	0.326664058535504	0	5	2	5	4	5	6	6	5	7	7	7	9	10	10	12	12	10	11	11	11	14	15	12	14	18	16	17	16	15	19	18	18	19	18	19	18	18	19	20	17	18	19	19	19	21	20	22	21	21	21	22	24	24	24	23	25	24	25	26	28	0	1	1	3	1	3	3	1	3	4	5	1	6	2	2	4	9	4	12	18	12	15	20	6	14	23	16	2	22	6	41	2	29	16	25	16	25	17	27	35	14	22	30	1	6	16	38	41	37	33	22	31	45	2	20	3	13	45	0	43	32	1	2	1	2	2	2	2	3	2	1	1	3	3	2	3	3	3	2	1	1	2	3	2	2	2	1	2	7	1	6	1	7	2	3	2	4	2	4	2	1	6	2	3	11	4	2	1	3	2	1	3	1	2	8	7	10	9	1	1	2	3
56500	-332.658786051183711	-331.194130182288291	-1.464655868895422	0.000496574379702	0.000160072805390	0.322354136527223	0.304437329265694	0	5	2	4	4	4	4	6	5	7	8	7	8	10	9	10	13	10	10	12	13	13	13	15	15	18	16	17	17	17	18	18	17	19	18	17	18	18	18	20	17	19	19	20	18	20	20	22	22	24	21	21	22	23	25	23	24	28	26	27	27	0	3	1	3	1	1	3	1	4	3	3	1	10	4	3	9	9	4	2	18	16	19	11	4	11	23	6	3	24	23	28	6	17	16	22	4	27	36	41	27	3	25	24	3	3	35	29	34	4	30	32	1	2	23	27	36	11	46	0	43	26	1	2	1	1	2	1	1	3	1	2	2	5	1	3	3	2	4	2	2	1	1	1	4	5	3	2	4	8	1	2	1	5	2	6	3	6	1	1	1	2	9	2	2	10	8	1	2	2	10	4	1	11	5	8	4	3	10	5	1	4	5
57000	-359.849449668012767	-358.289136466707475	-1.560313201305264	0.000510151856603	0.000131981956944	0.258711117554163	0.369371841197056	-1	4	3	4	5	4	7	6	6	8	6	8	8	9	9	10	13	10	9	9	12	14	13	15	12	17	16	16	17	16	19	18	18	18	19	16	18	20	19	18	17	19	18	20	20	21	20	21	21	24	21	19	23	24	26	23	24	26	24	27	28	0	3	1	3	1	1	1	3	2	2	2	1	8	10	1	20	3	3	9	1	16	18	15	6	19	13	6	4	15	23	37	30	22	1	43	20	16	33	24	21	11	16	30	6	39	40	16	45	19	43	24	40	4	20	48	49	16	4	0	52	40	1	1	2	1	4	2	6	1	1	2	1	5	1	1	6	1	5	3	1	4	1	2	2	4	2	5	5	7	4	1	1	1	2	8	1	4	4	1	2	3	5	3	1	8	1	2	6	1	6	3	4	1	11	8	2	1	8	7	1	3	4
57500	-367.230531780139984	-365.672523999891382	-1.558007780248582	0.000434793831612	0.000113001876171	0.259897606532886	0.347009493559521	0	5	2	5	5	4	7	6	5	6	7	8	5	9	9	12	12	11	10	13	13	13	14	15	16	17	15	16	16	17	18	18	17	19	18	16	19	19	20	19	17	20	17	19	19	20	20	21	22	24	21	20	23	23	26	24	21	27	26	25	27	0	3	1	1	6	3	2	3	3	6	9	13	3	6	2	19	19	2	11	13	13	3	16	4	23	17	13	6	17	5	36	13	12	21	27	13	33	41	41	17	13	8	36	19	4	3	19	34	33	47	47	21	3	4	46	21	2	35	0	49	60	1	1	1	2	1	1	1	2	2	1	1	1	1	3	2	1	1	2	1	3	5	4	1	5	2	2	6	7	3	5	1	5	5	5	2	6	1	1	2	3	6	10	1	5	6	10	5	1	3	3	1	2	10	8	3	5	7	4	1	3	1
58000	-310.899472082656530	-309.394002757176224	-1.505469325480332	0.000596494024171	0.000173515369942	0.290892050735251	0.344850244382498	-1	4	2	5	4	4	6	6	6	7	7	9	8	9	8	11	13	11	11	10	12	13	15	14	16	16	17	17	17	17	20	18	16	19	17	19	18	19	19	20	18	18	19	17	19	20	20	22	19	23	20	21	24	21	25	23	23	27	26	27	27	0	3	1	1	3	3	6	1	6	2	4	6	8	1	3	5	21	1	6	2	12	8	11	2	12	16	23	2	19	26	42	14	19	3	13	3	44	32	30	39	14	30	24	6	14	19	36	28	23	37	25	34	1	2	41	36	3	24	0	14	41	1	1	1	3	1	1	1	3	1	1	1	3	1	6	2	3	1	6	4	3	1	2	4	7	4	3	1	6	3	1	1	6	3	6	5	8	1	1	1	1	5	1	3	5	4	3	1	2	3	3	3	2	12	8	4	2	12	6	1	7	3
58500	-340.116361869305194	-338.619165092128526	-1.497196777176647	0.000735565502189	0.000218185551837	0.296622872045291	0.347246468547533	0	4	2	4	4	2	6	6	5	7	7	9	9	10	9	11	11	12	10	12	12	13	15	15	15	16	16	18	16	18	19	19	17	17	16	18	18	18	19	17	18	19	19	19	19	18	19	21	22	23	20	20	24	24	26	22	25	26	26	24	28	0	1	1	6	3	1	6	4	4	1	2	11	9	11	1	6	12	3	10	4	15	4	16	6	22	17	21	22	1	27	7	3	25	11	22	6	15	16	27	13	19	37	27	1	25	16	16	46	19	11	41	23	1	4	50	47	6	44	0	22	26	1	3	1	1	1	1	3	1	1	3	2	1	2	2	4	4	1	5	1	4	2	5	2	7	1	2	3	3	7	1	8	9	1	3	2	8	5	3	2	5	4	1	2	9	2	2	3	2	4	9	1	2	11	10	1	1	13	3	1	6	5
59000	-412.752843974288567	-411.206876672205738	-1.545967302082842	0.000463849722411	0.000123524249589	0.266302303571120	0.335591537007860	0	4	3	4	4	3	6	6	2	7	8	8	9	10	10	12	12	10	11	13	11	14	15	15	16	16	16	17	17	17	19	17	18	19	18	17	17	20	19	17	17	19	19	19	18	21	18	20	22	22	21	22	23	22	26	23	24	27	25	27	27	0	9	9	9	1	1	6	6	1	6	3	8	7	12	1	14	14	1	6	13	10	10	11	1	11	23	13	10	12	14	40	19	13	1	26	9	19	24	17	17	23	5	32	14	1	17	15	42	47	48	39	47	1	4	33	51	3	26	0	50	53	1	2	1	1	2	1	1	2	1	2	2	1	1	1	5	1	2	4	5	3	1	4	3	7	3	1	5	4	6	4	1	3	4	7	1	6	3	2	4	2	1	9	2	5	10	4	5	1	2	1	1	3	12	6	2	1	8	6	1	3	2
59500	-342.470960125741954	-340.954771570177513	-1.516188555564429	0.000620064901364	0.000176012279997	0.283861059720109	0.327360335182687	0	5	2	3	5	4	5	7	6	7	8	8	9	8	9	11	10	9	11	12	12	13	13	14	15	18	15	17	16	17	20	17	17	19	18	18	18	20	18	18	18	19	19	19	19	17	20	21	20	23	21	21	23	23	24	22	25	27	25	25	27	0	4	1	1	4	1	1	6	6	2	7	4	2	2	4	15	4	1	14	14	18	21	16	3	13	27	3	4	24	15	41	3	25	16	16	20	13	35	27	10	23	21	35	17	4	17	40	33	23	2	20	30	8	19	56	37	2	43	0	14	60	1	1	1	2	1	2	3	2	1	1	2	3	2	2	3	1	4	4	1	2	2	1	1	10	4	1	3	6	1	4	2	6	1	6	4	3	4	1	1	6	4	3	1	6	7	4	1	1	4	8	3	2	6	5	1	1	9	5	1	7	1
60000	-389.343849425440794	-387.753005665102194	-1.590843760338581	0.000465205464756	0.000113541272053	0.244066935268366	0.308825393322672	0	4	3	4	3	5	6	7	5	5	6	8	8	9	9	12	12	12	11	12	11	13	15	15	15	14	16	17	17	17	19	19	17	19	19	18	19	20	19	19	18	19	19	18	17	21	19	19	19	23	21	21	21	24	25	22	24	27	25	26	25	0	3	1	5	1	4	1	1	3	1	3	3	8	3	3	14	3	1	12	7	6	10	21	4	22	12	19	4	18	20	24	22	25	17	29	13	41	28	25	23	17	18	29	3	11	25	44	33	2	3	25	40	1	19	35	16	9	8	0	21	56	1	1	1	1	1	1	3	4	1	3	1	3	1	3	2	1	5	6	2	3	3	4	3	6	2	3	3	7	2	3	1	3	2	3	1	5	1	2	2	2	3	3	1	6	4	5	1	1	6	11	4	1	8	8	3	6	11	8	1	8	2
60500	-388.095196907158083	-386.532642913334143	-1.562553993823918	0.000460716023972	0.000118666437345	0.257569589877982	0.360679870157468	-1	4	2	5	4	4	6	5	4	7	7	9	8	8	8	11	13	11	12	13	11	13	14	15	15	18	17	16	17	17	19	17	18	19	17	19	16	19	18	19	18	19	18	18	20	20	19	21	21	23	20	21	22	22	25	23	24	27	24	26	27	0	3	1	2	3	3	6	3	3	3	4	6	7	11	3	7	16	3	14	18	12	19	21	3	16	28	25	12	8	19	11	23	27	21	24	8	22	37	27	11	27	32	37	9	17	21	41	35	32	23	21	38	12	1	28	47	10	23	0	31	54	1	1	1	1	1	1	1	2	1	3	1	2	2	1	5	3	1	4	2	1	1	1	3	6	2	1	1	3	7	3	5	1	1	4	1	6	2	2	1	5	1	1	1	7	5	7	1	2	3	5	5	2	6	12	4	2	9	6	1	3	2
61000	-344.437309352828834	-342.827496692262002	-1.609812660566825	0.000505337471264	0.000119181427672	0.235845221162626	0.270120395059254	0	5	2	4	4	5	6	6	4	7	8	9	7	9	9	10	13	12	11	12	13	13	14	14	14	16	16	17	16	17	19	18	17	19	18	19	18	18	20	20	17	20	18	18	19	20	21	21	21	23	22	21	23	22	23	22	24	27	26	26	27	0	1	1	1	3	3	4	3	3	3	13	4	8	10	2	4	11	3	12	14	9	19	13	1	10	16	21	3	16	24	17	4	16	4	29	11	18	15	32	3	3	37	17	1	3	3	41	18	17	23	22	36	3	2	20	34	14	26	0	30	51	1	2	1	1	1	2	2	2	1	2	1	1	1	1	2	3	2	5	1	1	5	1	3	5	4	3	1	9	2	2	3	7	3	8	1	6	3	3	1	8	6	1	2	10	9	9	2	4	6	5	5	1	11	9	5	1	8	6	1	5	3
61500	-359.081706387252211	-357.603837364855110	-1.477869022397113	0.000437928029404	0.000136290659486	0.311217027308924	0.346296380338409	0	3	2	5	4	3	6	5	4	7	7	8	8	8	8	11	11	11	11	10	12	12	14	14	15	17	15	15	17	17	18	16	17	19	18	17	18	19	19	19	18	19	19	18	19	21	20	22	22	22	22	22	22	23	25	23	25	27	25	26	28	0	1	1	3	6	1	3	2	1	4	8	1	8	9	3	4	7	1	20	12	14	11	7	6	11	14	16	21	12	11	33	20	20	23	17	16	25	24	31	21	1	19	30	1	16	35	31	31	27	4	44	43	1	2	52	47	4	51	0	46	33	1	2	1	2	1	2	2	1	2	1	1	4	2	3	3	3	3	5	1	2	3	2	4	4	4	5	1	2	5	6	1	2	3	3	4	4	1	2	1	4	9	3	1	10	6	1	1	2	3	10	2	2	9	7	1	2	9	3	1	2	5
62000	-399.306931028870451	-397.833883456253261	-1.473047572617185	0.000800972460752	0.000252433976026	0.315159369884592	0.390838657212424	0	4	2	4	5	5	7	7	4	7	8	9	9	9	9	12	12	11	12	12	13	14	15	16	16	17	16	18	16	18	20	17	17	18	18	18	18	19	19	20	18	18	19	19	20	19	20	22	21	23	22	20	24	24	25	24	23	27	24	25	27	0	3	1	3	4	1	4	6	1	4	10	3	3	11	6	13	8	1	11	15	3	19	16	2	16	16	21	21	15	22	32	6	19	24	27	14	33	24	35	19	21	29	27	4	13	42	42	40	11	3	45	30	29	4	56	37	4	2	0	29	33	1	1	1	1	1	2	2	1	2	2	1	3	4	1	2	2	3	3	2	2	5	1	2	4	2	1	2	3	4	2	2	5	2	2	1	4	1	2	1	5	3	1	1	7	3	1	1	1	4	13	1	1	5	10	1	3	8	11	1	5	6
62500	-362.683830770945917	-361.189494332019251	-1.494336438926687	0.000376349185898	0.000112404765080	0.298671471314613	0.312183572483705	-1	5	3	4	4	4	6	6	5	7	6	9	8	9	9	10	11	12	11	13	13	14	14	15	15	16	17	14	16	18	18	15	17	19	18	19	18	19	19	16	17	19	18	19	17	21	20	21	21	23	21	20	24	21	24	23	24	27	25	26	27	0	3	1	1	1	3	4	3	3	1	5	4	3	2	4	6	12	1	8	18	7	9	17	9	20	20	4	13	21	20	14	4	8	3	13	3	26	41	9	18	3	20	27	3	2	21	40	42	36	3	25	40	15	17	36	48	11	3	0	14	59	1	1	2	2	3	1	1	1	1	4	1	2	2	2	3	3	1	8	2	1	3	4	2	3	1	1	6	2	2	2	5	7	5	10	6	8	1	1	8	2	5	4	1	5	5	3	2	1	2	11	4	2	9	4	3	1	12	15	1	9	1
63000	-525.922108666948816	-524.030330345552557	-1.891778321396250	0.000476308605322	0.000074848336504	0.157142524127899	0.307193707585392	-1	5	2	5	4	5	6	6	4	6	8	7	7	10	8	10	11	11	12	12	11	13	13	15	15	17	16	17	16	18	18	18	17	20	18	19	18	18	20	18	16	20	19	18	20	20	20	20	18	24	20	20	21	23	25	21	24	28	25	26	27	0	5	1	9	1	9	3	3	3	3	8	3	9	2	3	1	2	3	4	5	7	16	7	6	23	21	20	3	21	29	41	6	7	35	14	5	29	22	21	15	11	28	40	19	3	3	18	49	6	6	17	40	6	6	40	31	6	27	0	53	57	1	1	2	1	2	1	2	2	1	3	1	3	2	3	3	5	3	4	3	4	2	2	2	5	1	3	2	8	1	1	1	7	5	2	3	7	1	3	3	5	3	1	1	2	9	11	5	2	3	9	3	1	7	10	3	1	9	5	1	4	2
63500	-307.266360670464280	-305.829104761940414	-1.437255908523894	0.000524705839339	0.000183394783194	0.349519234290354	0.313159378290285	0	3	2	4	4	4	7	6	5	7	8	9	9	9	10	10	12	11	12	13	11	13	14	15	15	16	16	17	17	17	20	18	18	20	19	18	19	19	20	20	18	18	19	20	18	21	21	21	21	24	21	22	22	24	25	23	23	26	26	26	26	0	1	1	3	1	2	4	6	3	6	3	1	2	6	3	12	13	4	10	15	4	17	22	13	11	15	11	6	24	4	36	6	24	14	25	3	24	25	32	28	21	27	4	25	14	17	36	44	21	25	36	28	11	9	53	49	11	4	0	54	40	1	2	1	1	1	1	2	1	1	2	4	4	5	4	4	1	2	6	3	1	6	1	1	3	3	3	5	7	1	5	1	6	1	7	2	8	2	2	1	2	4	1	8	3	5	4	1	1	5	4	1	2	10	10	2	1	8	11	1	1	3
64000	-366.293067438224398	-363.682926185317115	-2.610141252907282	0.001057389437064	0.000083527927953	0.078994479256850	0.307774152943751	0	4	3	4	5	5	6	6	5	7	8	8	8	9	6	11	12	11	12	12	12	13	15	14	16	15	17	17	18	17	20	18	18	19	18	18	19	19	20	20	19	20	19	17	19	21	21	20	22	23	21	21	23	20	26	23	24	27	26	24	27	0	1	1	3	4	2	3	6	3	2	8	2	7	10	4	7	11	6	7	5	9	20	19	6	19	20	11	2	22	25	36	6	22	17	17	4	24	22	22	26	17	43	35	3	20	4	42	27	6	14	41	25	3	3	50	48	4	17	0	14	25	1	2	1	1	1	1	1	1	1	2	1	2	1	2	2	4	2	3	3	3	5	1	2	5	2	2	2	7	2	1	1	7	2	5	3	8	3	3	3	2	4	1	1	6	3	9	1	2	8	5	1	3	8	5	1	2	10	7	1	6	5
64500	-308.605174927471637	-307.179129026551720	-1.426045900919926	0.000501631402543	0.000181986228436	0.362788747900885	0.349132691533352	0	3	1	5	5	5	7	6	5	7	7	9	9	9	9	11	13	10	9	12	13	13	15	14	15	17	13	17	17	17	20	17	18	18	18	17	19	19	19	20	19	18	16	19	20	20	21	21	21	23	21	22	24	23	25	23	23	27	25	26	27	0	3	1	3	2	2	4	6	3	3	2	4	6	10	3	13	13	11	4	15	5	10	17	6	17	24	19	6	24	23	39	19	10	4	43	6	43	18	29	35	33	23	22	12	19	19	38	39	25	19	17	31	11	4	38	38	2	4	0	57	50	1	2	1	2	1	1	1	1	2	3	1	1	2	1	4	2	2	2	2	2	3	4	1	4	1	2	3	5	1	1	1	4	6	8	2	7	2	3	1	1	1	1	1	5	7	4	1	1	4	4	4	1	8	7	2	3	10	10	1	1	2
65000	-341.795044421514319	-340.109709805401678	-1.685334616112621	0.000483901338602	0.000100722620688	0.208147018106179	0.370395216740989	0	5	2	4	5	5	7	7	5	8	8	9	9	9	9	11	13	11	11	12	13	12	14	15	15	15	16	17	18	18	19	19	17	18	18	19	18	20	19	19	18	19	18	19	20	20	20	22	21	23	22	21	22	23	25	24	24	27	25	26	27	0	4	1	1	1	3	4	1	1	8	5	4	7	10	2	7	4	4	8	10	6	14	19	6	22	17	1	4	11	8	33	21	26	6	23	7	17	41	19	20	17	28	21	4	23	4	23	22	21	29	46	44	2	49	38	45	3	29	0	21	43	1	1	1	2	2	1	2	3	3	1	2	3	1	1	2	2	4	3	2	2	5	2	2	4	2	2	5	5	4	5	1	4	1	7	1	7	3	1	4	3	1	1	2	7	3	6	4	4	6	3	1	2	8	2	1	2	9	5	1	3	4
65500	-396.622147799346919	-394.985174731214840	-1.636973068132069	0.000215886720382	0.000048584661773	0.225047013948403	0.307027551542369	-1	5	3	4	5	4	7	6	3	7	7	9	8	9	9	12	10	11	12	12	10	14	14	15	16	15	17	17	18	18	19	18	15	20	18	18	16	19	19	19	17	19	19	19	18	19	20	22	22	24	21	21	21	24	25	23	22	27	25	24	27	0	9	1	1	1	3	6	4	1	9	6	13	6	10	1	17	2	13	8	6	13	13	20	2	26	12	19	6	21	23	13	22	10	30	28	21	24	8	37	35	13	35	27	3	4	3	2	27	17	1	40	43	4	21	53	44	3	3	0	29	34	1	1	3	3	2	1	2	1	2	3	2	1	2	1	4	1	3	2	2	3	1	3	1	5	1	3	2	4	5	1	6	1	4	1	1	3	1	6	1	1	4	1	2	6	7	6	6	2	9	10	1	1	10	8	2	2	10	8	1	2	4
66000	-335.737235447693649	-334.143422808627292	-1.593812639066349	0.000538017771803	0.000130598116147	0.242739409348876	0.372951808767192	-1	5	2	3	4	5	5	5	5	7	7	7	8	9	9	12	11	10	11	13	10	12	13	15	15	17	15	17	17	16	19	18	16	19	19	18	19	19	19	19	15	18	19	18	18	21	21	21	21	23	21	22	23	23	25	23	25	27	25	26	27	0	3	1	3	3	3	4	4	1	2	8	2	9	10	3	17	7	1	13	18	6	3	14	10	23	25	21	1	10	17	41	4	7	6	32	3	28	2	29	36	2	12	42	6	21	3	25	39	3	43	32	43	6	34	49	51	24	38	0	48	46	1	1	2	1	1	2	1	1	2	1	1	2	2	1	2	1	3	4	1	1	3	5	2	4	1	1	4	7	4	3	3	8	3	7	1	8	1	9	1	1	3	5	1	6	3	9	3	1	7	1	2	1	10	2	3	1	4	4	1	2	3
66500	-425.217082997874229	-423.819477426196386	-1.397605571677818	0.000413093796050	0.000167700618783	0.405962569244452	0.241399944174332	0	3	2	4	5	4	7	7	6	8	7	9	8	10	9	12	13	11	9	12	12	13	13	15	14	17	16	17	18	17	20	18	16	19	19	17	18	19	19	20	19	18	18	20	19	21	20	22	22	22	22	20	23	22	26	20	24	28	24	26	26	0	1	1	3	6	1	2	2	3	6	9	2	1	11	2	12	15	13	11	15	15	18	8	4	14	33	6	13	16	25	41	11	8	23	18	6	36	19	28	5	1	20	15	6	13	38	6	22	6	31	36	37	13	1	49	20	14	29	0	54	54	1	1	1	1	1	2	1	2	2	2	1	4	4	2	3	2	2	3	1	1	2	1	3	5	2	1	6	4	4	3	1	8	4	4	4	7	1	4	1	7	8	4	3	8	3	1	7	4	9	1	3	1	10	11	2	4	7	7	1	3	2
67000	-323.991414843678172	-322.403131298334813	-1.588283545343344	0.000538321694892	0.000132009670799	0.245224504328404	0.278978483435353	-1	5	3	5	3	4	6	7	5	6	7	8	9	9	9	10	12	11	11	11	11	13	15	14	15	18	15	17	18	17	19	18	18	19	19	18	18	20	18	19	18	20	19	18	20	20	19	21	20	23	21	21	23	20	26	23	24	28	25	26	27	0	6	1	1	1	3	4	4	1	6	2	6	10	12	4	12	19	4	13	3	8	20	20	2	21	24	17	6	17	21	32	20	25	22	28	11	28	34	19	44	22	37	36	1	13	1	9	26	2	23	42	43	2	23	56	54	3	2	0	48	55	1	1	1	2	2	1	1	1	3	1	1	2	2	1	3	1	1	2	1	4	2	1	2	5	2	2	1	8	3	4	1	5	2	3	1	6	1	1	5	1	1	1	1	8	4	8	7	2	6	7	1	1	8	4	2	2	9	9	1	4	1
67500	-412.328356251889431	-410.865074512852857	-1.463281739036559	0.000606495189209	0.000196247032484	0.323575579783127	0.277483934052057	-1	4	3	5	3	4	7	6	2	8	7	8	9	10	9	11	13	12	12	12	11	12	13	15	15	17	17	16	17	15	18	18	18	19	18	19	19	20	18	19	18	19	18	18	19	21	21	21	22	21	21	19	23	23	24	23	24	27	25	27	26	0	9	1	9	1	9	3	1	1	5	9	1	7	11	10	13	16	3	7	21	15	14	18	5	13	19	4	3	23	2	29	23	22	43	19	1	6	33	19	43	4	41	1	3	22	17	42	10	52	23	42	31	10	1	7	21	1	37	0	34	42	1	1	2	2	2	1	2	3	2	3	1	5	1	1	1	1	1	5	3	1	1	1	1	4	3	2	6	6	1	7	1	4	4	1	2	10	6	1	3	1	6	1	8	5	3	4	1	6	2	4	1	1	6	12	8	5	12	5	1	4	4
