step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73
21000	-524.511512526708430	-523.775984839773287	-0.735527686935088	0.000105197585165	0.000020515077493	0.195014718834676	0.995613158677073	11	7	13	29	33	39	34	44	37	40	42	44	43	45	49	46	46	44	45	44	47	50	48	48	49	56	50	61	57	53	55	59	55	53	58	62	69	62	66	66	65	64	72	70	68	56	65	76	71	58	69	73	76	74	77	86	80	77	89	81	93	92	88	99	100	90	98	94	93	98	101	95	97	2	0	2	3	4	5	4	10	5	5	9	6	7	6	6	13	10	10	9	9	20	16	12	17	18	14	24	31	12	21	25	22	27	24	25	29	38	34	35	31	35	26	34	38	38	11	38	44	38	34	41	36	54	44	39	53	28	40	55	53	63	63	60	66	62	60	59	63	66	62	62	66	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21500	-534.889346946186834	-533.972665974973552	-0.916680971213245	0.000108135893427	0.000025226281894	0.233283150435202	0.997937509721526	12	9	16	24	31	40	34	42	36	34	42	44	45	48	42	47	46	44	42	46	50	54	53	51	54	56	57	61	54	61	49	62	60	58	64	63	66	64	67	70	67	65	69	61	67	70	73	73	69	72	71	72	73	68	76	82	84	85	88	80	86	84	93	99	97	86	94	96	102	99	101	105	99	2	0	2	3	4	5	4	10	5	5	9	6	7	6	6	7	10	10	9	9	20	13	12	17	18	14	24	25	12	21	18	22	27	24	31	29	34	34	35	25	35	26	38	34	44	11	54	38	34	44	39	36	34	44	41	53	28	40	55	53	60	60	66	63	63	60	59	62	73	66	66	73	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
22000	-534.354392563721376	-530.248716411288115	-4.105676152433256	0.000133726618773	0.000014442562485	0.108000655495485	0.998936617716964	11	5	9	22	32	36	36	43	38	37	41	46	41	49	41	49	46	46	49	45	51	48	53	52	53	54	55	59	58	55	60	55	57	58	59	65	73	64	63	70	70	66	69	69	68	61	76	66	69	71	66	72	74	71	73	79	65	95	93	85	94	89	91	98	99	91	98	97	99	95	104	91	94	2	0	2	3	4	5	4	10	5	5	9	6	7	6	6	13	8	10	9	9	20	13	12	17	18	14	24	18	23	20	25	22	27	24	25	29	38	34	35	31	35	26	34	38	34	11	54	34	38	48	35	36	44	48	39	53	28	40	55	53	63	60	62	63	73	62	59	60	63	66	66	60	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
22500	-534.508575495849414	-533.368787362822104	-1.139788133027270	0.000103152545200	0.000010244317102	0.099312305694567	0.999940249487453	10	7	14	22	32	38	31	40	37	37	41	45	42	42	47	40	49	45	44	42	45	51	55	52	50	52	57	59	51	57	59	60	60	57	58	58	69	65	60	69	64	64	69	63	70	61	69	69	72	69	67	71	77	72	73	87	79	81	92	84	95	91	89	97	100	99	100	102	96	99	92	102	97	2	0	2	3	4	5	4	10	5	5	9	6	7	6	6	7	8	8	9	9	20	13	12	17	18	14	24	18	12	21	18	22	27	24	25	29	44	44	35	31	39	26	44	34	38	11	34	38	34	44	39	36	48	38	39	53	28	40	55	53	71	60	60	62	73	63	59	73	71	60	60	73	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23000	-528.130797750491752	-527.659759440917924	-0.471038309573868	0.000103220238401	0.000022294342977	0.215988098096683	0.999243385913173	11	6	16	29	34	37	36	42	38	37	42	45	46	51	56	43	43	44	53	43	48	45	53	50	50	57	55	60	59	58	55	65	58	57	52	63	69	66	60	67	65	70	71	64	71	51	73	72	68	69	69	79	76	71	75	87	74	85	83	83	88	88	91	95	101	97	92	94	100	91	88	95	88	2	0	2	3	4	5	4	10	5	5	9	6	16	6	6	7	10	10	9	9	20	7	12	17	18	14	24	25	23	21	25	22	27	24	18	29	44	44	35	31	39	26	34	34	44	11	38	38	44	34	39	36	48	38	41	53	28	40	55	53	60	60	60	73	63	62	59	62	62	60	60	73	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23500	-534.006374231658015	-531.013228027535661	-2.993146204122367	0.000123668231020	0.000014812012619	0.119772171854893	0.990212787346504	12	7	15	30	27	37	34	46	37	37	42	46	42	47	47	39	40	50	42	43	47	49	56	46	52	54	50	59	59	57	60	59	54	56	54	63	66	59	61	68	68	61	69	70	70	48	76	72	65	63	73	78	73	66	80	81	84	91	91	84	92	88	92	96	87	95	97	90	107	93	101	104	97	2	0	2	3	3	5	4	10	5	5	9	6	7	6	6	7	10	8	9	9	20	16	12	17	18	14	24	18	12	20	25	22	27	24	25	29	38	34	35	18	39	26	54	54	54	11	44	54	38	38	41	36	54	38	41	53	28	40	55	53	60	60	62	62	60	62	59	60	71	62	73	73	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24000	-526.464712107300329	-526.178834770995991	-0.285877336304385	0.000102811488746	0.000029088658385	0.282931982988218	0.989715641386202	14	8	13	25	34	38	37	45	38	38	41	44	41	50	45	42	42	43	48	45	51	52	54	49	52	57	55	56	59	49	57	56	58	58	58	66	62	63	65	65	70	63	67	66	69	71	75	70	70	67	69	76	76	71	75	83	75	87	85	80	94	90	94	100	95	95	98	100	104	97	91	101	97	2	0	2	3	4	5	3	10	5	5	9	6	7	6	6	7	10	10	9	9	20	16	12	17	18	14	24	25	23	20	25	22	27	24	25	29	34	34	35	31	35	26	38	38	44	11	48	38	38	38	39	36	48	38	39	53	28	40	55	53	62	60	71	66	62	62	59	66	71	66	60	63	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24500	-545.541812434703388	-544.154612610657978	-1.387199824045360	0.000110579550045	0.000018481758996	0.167135415077179	0.974120266382963	11	7	15	22	26	38	36	44	35	36	41	44	43	46	49	43	47	49	40	40	45	49	55	51	56	53	57	55	57	59	56	55	59	58	62	61	73	65	66	67	68	58	63	62	70	71	75	77	65	69	71	74	72	68	75	81	60	85	89	77	86	92	93	95	95	90	95	99	92	96	100	103	89	2	0	2	3	4	5	4	10	5	5	9	6	7	6	6	7	8	8	9	9	20	7	12	17	18	14	24	18	12	20	18	22	27	24	25	29	38	34	35	25	35	26	34	34	38	11	44	44	44	34	41	36	38	44	39	53	28	40	55	53	60	73	60	73	62	73	59	66	73	73	66	62	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
25000	-536.612374744457838	-534.829055146180849	-1.783319598277032	0.000117741233423	0.000032984524495	0.280144207223603	0.989629684107890	11	6	12	27	30	40	31	44	37	38	40	47	46	48	54	40	50	50	42	46	49	52	59	53	55	53	56	58	58	48	55	61	60	57	62	65	73	67	66	66	69	65	68	64	70	48	74	73	65	69	76	76	76	61	79	81	62	83	82	86	92	91	90	100	100	93	90	102	103	98	100	100	89	2	0	2	3	4	5	4	10	5	5	9	6	16	6	6	7	8	8	9	9	20	13	12	17	18	14	24	18	12	20	18	22	27	24	31	29	44	44	35	31	35	26	54	34	44	11	44	54	34	54	39	36	48	34	41	53	28	40	55	53	63	73	60	63	63	73	59	63	66	66	63	62	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
25500	-530.184844223742971	-528.020602810941455	-2.164241412801476	0.000118112189509	0.000019158690077	0.162207560087554	0.983415409269628	6	2	15	28	33	40	35	38	37	37	41	46	47	46	46	44	46	46	51	43	48	48	54	52	53	58	55	57	61	57	57	61	60	56	60	67	72	61	65	65	70	63	72	65	69	64	68	72	69	70	67	79	72	65	80	84	77	76	87	85	89	87	94	92	100	92	95	99	101	99	104	89	98	2	0	2	3	4	5	4	10	5	5	9	6	16	6	6	7	10	8	9	9	20	16	12	17	18	14	24	18	23	21	25	22	27	24	25	29	38	34	35	31	35	26	38	34	34	11	44	54	54	54	35	36	54	38	41	53	28	40	55	53	60	60	60	60	73	60	59	66	63	60	73	60	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
26000	-534.880559457862432	-536.414587915725974	1.534028457863555	0.000082824034882	0.000016946132028	0.204604038580723	0.990143269364481	11	4	12	20	33	39	31	44	36	40	41	45	41	47	48	35	48	43	48	42	46	51	57	51	50	55	56	56	61	51	58	59	61	56	58	65	66	63	61	67	71	61	66	61	68	52	67	71	70	59	73	75	76	73	73	86	69	81	84	82	88	87	93	97	101	86	97	98	101	88	96	98	94	2	0	2	3	4	5	4	10	5	5	9	6	16	6	6	7	10	10	9	9	20	13	12	17	18	14	24	25	23	21	25	22	27	24	25	29	38	34	35	25	39	26	44	34	38	11	34	38	44	34	39	36	38	44	39	53	28	40	55	53	60	60	62	62	62	60	59	63	63	60	63	60	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
26500	-524.992663520383417	-524.352397599566189	-0.640265920817233	0.000101705265442	0.000014376316613	0.141352726921108	0.999219354239745	6	3	14	27	34	39	37	44	37	36	41	47	42	46	48	43	45	46	50	43	48	51	51	48	53	51	51	59	59	54	58	61	55	60	56	62	68	68	67	72	60	59	72	64	70	50	74	69	70	65	66	70	75	75	77	86	74	91	90	84	95	89	88	97	94	92	98	100	98	90	103	101	95	2	0	2	3	4	5	4	10	5	5	9	6	7	6	6	7	10	8	9	9	20	13	12	17	18	14	24	25	12	20	25	22	27	24	25	29	34	34	41	31	35	26	38	34	44	11	44	44	44	34	41	36	48	38	39	53	28	40	55	53	66	60	60	66	62	60	59	73	73	63	73	66	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
27000	-522.142889991393417	-521.409724575650444	-0.733165415743001	0.000104592701306	0.000018798762542	0.179733024461841	0.998548950012324	9	4	14	27	32	41	34	45	38	39	43	43	41	49	55	49	49	43	50	42	47	52	51	53	51	53	58	55	57	57	47	65	60	59	56	64	66	62	67	64	62	68	69	70	69	68	75	66	66	66	71	72	76	71	80	83	78	73	86	86	94	90	95	95	98	92	97	95	106	100	91	102	97	2	0	2	3	4	5	4	10	5	5	9	6	7	6	6	13	10	10	9	9	20	16	12	17	18	14	24	31	23	21	18	22	27	24	31	29	38	34	35	25	35	26	48	38	34	11	54	34	34	34	39	36	54	34	39	53	28	40	55	53	71	60	60	62	66	62	59	62	73	63	60	73	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
27500	-536.062675224144073	-537.333717234629489	1.271042010485442	0.000087427125700	0.000025811075843	0.295229605647547	0.998115757541905	10	6	14	26	29	36	31	45	35	35	41	43	46	41	46	41	46	49	42	43	48	53	49	52	51	48	54	59	55	59	53	59	57	57	57	65	66	66	64	69	67	73	66	65	71	61	76	75	69	71	72	77	74	80	75	79	80	92	90	82	93	87	94	97	101	101	94	94	98	97	91	92	90	2	0	2	3	3	5	4	10	5	5	9	6	16	6	6	7	10	10	9	9	20	13	12	17	18	14	24	31	23	21	18	22	27	24	18	29	34	34	35	25	39	26	34	34	44	11	44	38	44	34	39	36	38	48	41	53	28	40	55	53	62	60	71	62	63	71	59	62	71	73	62	60	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
28000	-525.424605262090495	-525.292430657608065	-0.132174604482422	0.000096748779164	0.000013868748733	0.143348048965511	0.974114073728351	11	5	13	27	33	42	32	44	39	40	42	47	42	48	53	44	49	47	48	45	50	47	56	53	51	54	57	59	60	51	55	59	60	60	57	66	66	65	61	63	67	65	69	70	66	68	78	69	66	71	71	76	75	74	76	85	71	79	83	80	92	89	92	87	95	98	95	102	105	98	96	103	86	2	0	2	3	4	5	4	10	5	5	9	6	7	6	6	7	8	8	9	9	20	13	12	17	18	14	24	31	23	20	18	22	27	24	18	29	34	34	35	31	39	26	34	34	34	11	44	34	34	38	41	36	34	34	41	53	28	40	55	53	62	60	62	60	73	71	59	71	66	63	73	63	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
28500	-519.210530533559904	-517.426322965995155	-1.784207567564709	0.000114630812242	0.000019358907357	0.168880486657160	0.993270677548534	11	4	11	25	32	39	37	42	37	35	43	45	42	48	54	42	41	50	45	42	50	48	55	48	53	55	56	61	55	52	57	66	59	60	60	67	71	63	64	68	67	69	68	66	68	61	69	69	69	66	73	72	76	71	80	80	74	78	90	86	93	91	91	96	100	95	99	95	103	94	101	103	94	2	0	2	3	4	5	4	10	5	5	9	6	7	6	6	7	10	8	9	9	20	7	12	17	18	14	24	18	12	20	25	22	27	24	25	29	34	34	35	31	39	26	34	38	38	11	34	38	34	38	41	36	38	34	41	53	28	40	55	53	60	60	60	63	63	62	59	62	66	62	66	63	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
29000	-515.597377769293075	-515.623130402486026	0.025752633192941	0.000098464430611	0.000022020017910	0.223634238003962	0.988207447591311	11	2	13	29	34	38	34	41	38	38	44	45	41	49	52	47	43	49	50	42	46	47	51	48	53	58	51	61	63	49	55	62	57	59	59	67	63	61	66	67	67	67	65	68	69	69	66	66	67	69	72	72	77	77	74	82	74	82	87	85	91	89	93	94	101	94	93	97	105	94	101	99	94	2	0	2	3	4	5	4	10	5	5	9	6	7	6	6	13	10	8	9	9	20	13	12	17	18	14	24	31	23	20	18	22	27	24	31	29	34	34	35	25	35	26	34	38	38	11	38	34	38	48	39	36	48	44	39	53	28	40	55	53	60	60	60	60	63	62	59	66	71	62	66	63	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
29500	-530.117897673426455	-530.331458454478479	0.213560781052046	0.000095974489933	0.000019475645666	0.202925232313620	0.993213338845912	13	9	12	25	32	36	32	43	37	41	40	44	38	43	48	47	46	51	48	42	44	50	57	53	56	58	58	58	58	50	55	64	61	62	58	62	70	66	67	62	70	63	67	72	71	64	73	66	71	69	72	75	74	71	79	84	76	75	86	86	94	89	90	94	96	92	89	97	101	96	104	96	95	2	0	2	3	4	5	4	10	5	5	9	6	7	6	6	13	10	10	9	9	20	13	12	17	18	14	24	18	12	20	18	22	27	24	18	29	34	34	35	25	39	26	34	48	34	11	34	34	48	34	39	36	54	38	41	53	28	40	55	53	60	60	60	62	60	63	59	62	63	62	73	63	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
30000	-527.864907951652867	-529.543245419674918	1.678337468022091	0.000083358862890	0.000024637482022	0.295559238307492	0.980645503695817	9	5	14	28	33	39	34	46	37	36	41	44	43	47	48	48	43	47	43	43	47	53	52	51	55	56	56	61	59	52	53	64	60	59	59	68	71	65	63	64	67	62	68	64	67	66	73	68	72	69	65	73	71	78	75	83	74	89	91	83	92	88	93	92	103	99	100	101	96	95	96	101	101	2	0	2	3	4	5	4	10	5	5	9	6	7	6	6	13	10	10	9	9	20	13	12	17	18	14	24	31	12	20	18	22	27	24	31	29	44	34	35	31	39	26	38	34	44	11	48	38	48	34	35	36	34	48	35	53	28	40	55	53	60	60	60	60	66	63	59	66	62	60	63	71	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
30500	-533.504804665878964	-531.946676691266020	-1.558127974612936	0.000109989787738	0.000014112172782	0.128304391451490	0.998374808573558	10	2	8	31	34	39	39	43	38	38	41	47	45	48	50	46	43	46	44	41	48	45	54	49	54	55	53	56	62	53	57	51	59	56	61	65	65	68	64	63	68	71	69	62	63	61	68	62	66	67	73	75	72	65	77	76	63	90	85	84	94	90	90	96	101	98	91	100	107	90	96	102	92	2	0	2	3	4	5	4	10	5	5	9	6	7	6	6	7	10	10	9	9	20	7	12	17	18	14	24	18	12	21	25	22	27	24	25	29	44	48	35	31	39	26	44	34	34	11	48	34	44	48	35	36	38	34	39	53	28	40	55	53	60	60	60	73	66	63	59	66	66	60	73	71	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
31000	-538.907055979470215	-538.638565964486475	-0.268490014983782	0.000102180989154	0.000026279285365	0.257183704941252	0.995274033388651	7	1	11	25	30	36	38	40	32	32	40	47	43	49	55	45	46	47	40	39	46	51	54	52	56	55	56	60	60	54	56	63	61	59	62	64	67	65	68	68	68	65	73	66	67	51	68	74	69	68	72	77	74	70	76	81	78	89	86	80	93	88	92	87	101	94	100	100	97	97	88	96	90	2	0	2	3	4	5	4	10	5	5	9	6	7	6	6	7	8	8	9	9	20	16	12	17	18	14	24	18	23	20	18	22	27	24	25	29	38	34	35	31	35	26	38	34	34	11	34	54	44	38	35	36	38	38	41	53	28	40	55	53	62	60	62	60	63	63	59	66	62	63	60	66	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
31500	-508.193225439006653	-507.675107171237130	-0.518118267769549	0.000099291800831	0.000012351935950	0.124400361831531	0.984267006497065	11	5	15	22	33	40	32	45	38	39	44	43	37	50	53	46	46	49	47	45	50	49	52	51	53	58	56	58	62	52	56	59	60	59	58	67	72	63	64	69	66	69	67	67	70	64	75	71	68	69	73	75	77	76	79	87	81	84	88	86	95	92	90	97	94	94	98	95	105	99	99	95	95	2	0	2	3	4	5	4	10	5	5	9	6	7	6	6	13	10	8	9	9	20	16	12	17	18	14	24	25	23	20	18	22	27	24	18	29	38	34	35	31	35	26	38	38	38	11	48	38	34	38	41	36	48	48	39	53	28	40	55	53	63	60	60	62	63	60	59	63	73	66	73	62	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
32000	-534.742089559403098	-533.102740706599548	-1.639348852803529	0.000115247429699	0.000026354911664	0.228681123156621	0.977069743080886	14	8	12	28	35	39	34	44	40	41	44	46	43	41	52	48	48	46	50	45	47	53	54	53	51	58	56	57	53	57	59	64	58	60	58	61	72	64	66	70	68	71	67	64	70	61	73	68	64	69	63	74	74	74	73	83	73	77	92	80	97	91	87	98	100	100	94	95	103	94	94	100	90	2	0	2	3	4	5	4	10	5	5	9	6	7	6	6	13	10	10	9	9	20	16	12	17	18	14	24	18	12	21	25	22	27	24	25	29	38	34	35	31	35	26	34	34	44	11	34	44	34	38	35	36	48	44	39	53	28	40	55	53	63	60	60	62	71	71	59	62	73	63	73	63	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
32500	-526.194564654500141	-526.708727933265322	0.514163278765127	0.000093579432113	0.000020924446588	0.223600914379118	0.987971349405043	11	5	7	24	28	38	32	41	35	33	41	41	41	44	56	47	46	48	47	40	47	52	56	52	53	55	57	58	58	54	57	60	59	57	55	65	72	61	61	69	65	65	62	72	67	56	69	69	64	66	71	74	73	76	78	78	63	80	85	84	90	87	90	96	98	99	95	98	99	91	94	104	89	2	0	2	3	4	5	4	10	5	5	9	6	7	6	6	13	8	8	9	9	20	16	12	17	18	14	24	18	23	20	25	22	27	24	18	29	48	34	35	31	39	26	34	38	38	11	34	38	38	38	41	36	48	48	41	53	28	40	55	53	60	60	60	63	71	71	59	73	71	60	73	66	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33000	-525.043473144363702	-524.464768070273863	-0.578705074089869	0.000101334589212	0.000014726677039	0.145327248603124	0.987079835919446	12	4	12	23	30	38	37	44	38	34	42	47	43	46	49	45	42	49	50	43	48	54	51	52	54	53	58	56	57	58	56	63	60	57	58	62	71	63	62	67	66	66	69	60	63	58	74	72	68	68	68	65	70	69	76	84	64	89	89	85	89	91	91	99	100	96	96	97	105	100	96	102	96	2	0	2	3	4	5	4	10	5	5	9	6	7	6	6	13	10	8	9	9	20	13	12	17	18	14	24	18	23	21	18	22	27	24	25	29	38	34	35	31	35	26	38	34	34	11	54	44	44	44	41	36	38	38	39	53	28	40	55	53	60	60	60	71	62	60	59	62	66	62	63	73	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
