step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101
5000	-678.613740110462345	-684.552937329547603	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.720968427615742	-2	3	2	1	2	1	0	3	3	3	4	4	5	6	5	5	4	7	5	5	4	5	5	6	6	6	6	5	6	8	8	7	8	8	7	5	8	8	10	8	8	6	7	9	9	9	10	8	9	8	9	10	10	9	11	10	9	10	9	10	9	10	11	11	12	13	11	11	12	11	13	13	13	12	13	14	14	15	14	13	14	17	13	14	16	16	16	16	17	18	18	17	19	20	21	21	23	23	23	26	29	0	4	7	1	7	7	1	4	4	5	6	6	7	22	2	17	3	6	9	10	3	8	8	10	36	12	28	3	10	16	29	3	16	43	20	12	17	13	20	23	27	15	17	18	8	28	24	32	18	35	35	37	61	29	41	45	23	46	50	37	29	50	61	54	45	57	46	59	60	62	62	54	56	45	69	63	54	81	70	56	62	76	61	74	77	83	77	64	73	87	77	77	92	76	76	91	96	94	0	0	100	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	3	1	1	1	2	1	1	1	1	1	2	1	1	1	3	2	1	1	1	2	1	2	2	2	1	1	1	3	2	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	2	3	1	3	2	2	1	2	1	1	1	1	3	1	1	3	2	1	2	2	2	1	2	1	1	1
5500	-624.580004684549522	-630.519201903634780	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.717804683284411	0	2	2	1	3	3	2	4	4	4	6	4	3	6	6	4	5	5	5	5	4	7	5	6	6	6	5	5	6	8	8	7	7	8	6	7	7	7	8	8	7	8	7	8	9	9	11	9	10	8	10	10	10	10	10	9	10	11	10	11	9	10	10	11	12	13	12	13	13	11	12	14	12	12	13	14	15	15	14	13	14	15	15	15	17	16	16	18	17	16	18	18	18	18	20	19	23	23	25	26	29	0	4	4	1	3	7	4	1	1	5	6	6	7	8	16	5	6	6	9	3	13	9	4	10	12	12	13	13	10	16	15	5	16	43	20	25	26	28	29	23	27	15	18	18	22	28	10	17	34	20	35	26	61	50	27	23	23	46	50	37	39	50	39	54	23	45	46	59	60	62	62	53	57	57	60	64	64	81	70	56	70	54	72	74	77	72	72	86	80	72	82	76	82	72	76	94	76	94	0	0	99	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	1	2	1	2	2	2	1	1	1	2	1	1	2	3	2	2	1	2	1	1	1	1	3	2	1	2	1	1	1	2	1	1	1	2	2	1	1	2	1	4	1	1	1	1	1	1	2	1	2	1	2	2	3	1	3	3	1	1	2
6000	-650.597622007083032	-656.536819226168291	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.724294950200972	0	2	1	2	3	3	2	4	3	5	4	4	3	7	5	5	6	6	4	5	4	7	5	7	6	6	6	5	6	7	8	5	7	7	6	7	8	7	7	8	7	7	8	9	10	9	10	10	9	8	11	10	9	10	10	9	9	11	9	10	9	10	11	12	12	14	12	11	13	12	13	13	11	11	14	14	14	14	15	13	15	15	14	14	16	17	16	18	18	17	18	17	19	18	21	21	20	23	25	27	29	0	1	1	1	7	3	3	7	4	5	6	6	7	8	5	5	6	6	9	5	13	16	8	10	12	12	16	13	10	4	15	5	16	18	20	25	26	28	20	8	28	15	34	34	57	28	29	30	34	35	35	37	39	53	30	8	23	46	50	26	39	50	30	54	45	74	46	59	52	62	62	54	56	57	69	53	64	71	70	56	70	72	54	74	72	76	83	76	80	76	85	76	94	76	85	94	88	88	0	0	99	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	1	1	1	3	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	3	2	2	1	1	1	1	2	1	1	2	2	1	1	2	2	1	2	1	2	2	1	1	2	1	2	2	1	1	1	2	2	1	3	2	1	1	2	2	1	1	1	2	3	1	1	1	1	2	2	2	1	2	1	1	2
6500	-623.418803015608887	-629.358000234694146	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.696868827340245	0	2	1	1	3	3	2	4	2	4	5	4	3	7	6	6	6	5	6	5	5	6	7	6	6	5	6	5	6	8	8	8	6	7	6	7	7	9	9	7	7	7	8	9	9	9	10	9	9	7	10	9	9	9	10	9	10	10	9	10	8	9	11	11	12	14	11	12	13	11	13	14	12	11	13	12	14	13	13	13	13	17	15	15	16	16	15	16	17	17	18	17	19	19	21	22	22	24	24	25	29	0	1	1	1	7	3	3	4	1	5	6	6	7	1	5	5	6	6	9	10	13	8	22	10	12	12	13	13	20	16	15	16	5	18	20	25	26	28	20	8	13	16	34	43	8	28	29	16	34	35	35	26	50	16	41	8	23	46	50	37	14	50	53	54	14	56	46	59	60	62	62	53	8	45	60	39	64	70	70	56	70	88	77	74	77	76	72	76	73	72	88	85	86	88	93	88	94	96	0	0	99	1	1	1	1	1	1	1	2	1	1	1	1	1	4	1	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	2	2	2	1	1	1	2	1	2	2	1	1	2	2	1	1	1	2	2	1	1	2	1	1	1	1	2	3	1	2	2	1	2	2	3	2	1	2	2	1	1	2	2	1	1	2	1	3	1	2	3	2	1	1	1	1	1	3	2	1	1	1	3
7000	-644.816351114372651	-650.755548333457909	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.740348630565729	0	2	1	2	3	3	2	3	4	4	5	4	4	5	5	5	5	6	5	5	5	7	7	7	6	6	6	5	6	7	8	7	7	8	7	7	7	7	9	9	7	8	7	8	9	9	10	10	10	9	10	10	10	9	8	10	8	11	10	11	7	10	10	10	13	12	11	13	14	12	12	15	12	11	12	14	13	15	14	14	14	15	15	15	16	16	15	17	17	17	18	17	18	20	20	20	23	23	24	27	27	0	1	1	1	3	3	3	1	4	5	6	6	3	1	5	3	6	6	9	10	3	8	8	10	12	12	21	3	10	16	15	5	16	43	5	25	26	13	61	57	13	32	18	43	22	28	42	33	34	10	35	37	61	61	27	23	8	46	35	37	20	50	54	54	57	74	46	59	60	35	62	77	57	57	60	54	64	70	70	73	70	76	77	74	76	54	76	83	80	72	88	85	85	83	93	54	94	88	0	0	99	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	2	1	1	1	2	1	1	2	2	1	1	3	1	1	2	1	1	2	1	1	1	1	2	1	2	1	3	1	2	2	1	1	1	2	1	2	2	2	1	1	1	3	1	1	1	1	2	1	1	2	2	1	2	2	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	2	1	4	2	4	1	1	2
7500	-643.462209532851375	-649.401406751936634	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.709721415572390	0	2	1	1	3	3	3	4	2	4	6	4	4	5	5	5	5	6	6	5	4	7	5	6	5	5	7	5	6	7	8	6	8	7	6	7	7	9	10	9	7	6	8	8	9	9	10	9	10	8	10	9	9	9	9	9	7	10	10	11	6	10	10	10	11	14	11	12	14	11	13	12	12	11	13	15	14	15	14	14	14	14	13	14	16	16	15	17	17	17	19	17	18	18	20	21	22	23	24	27	29	0	1	1	1	3	3	3	3	1	5	17	6	3	8	5	5	7	6	9	10	7	8	6	10	12	12	13	13	20	5	42	10	16	18	20	25	26	28	61	23	7	8	41	18	57	28	29	5	43	35	35	37	61	61	41	23	23	46	50	37	20	50	61	53	8	74	46	47	75	62	62	64	8	57	60	72	64	71	70	65	70	72	54	74	54	77	54	76	73	87	92	85	85	86	85	94	96	96	0	0	100	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	2	2	2	1	1	2	1	2	2	2	1	1	2	1	2	3	1	3	1	1	1	2	1	1	1	1	4	2	1	2	1	1	3	1	4	2	1	1	2	1	1	1	2	1	2	2	3	2	2	1	2	1	1	1	1	1	2	2	1	1	1	1	1
8000	-611.897113686746138	-617.836310905831397	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.692302175835461	-1	3	1	1	3	2	0	4	3	4	6	3	4	5	5	4	4	4	5	5	5	6	6	6	5	6	6	5	6	8	7	6	7	7	6	7	8	8	9	7	7	8	8	9	9	9	9	9	9	8	10	9	10	10	10	8	9	10	9	11	8	9	10	12	13	13	11	13	13	12	12	13	12	11	13	14	15	16	13	11	14	16	14	14	16	17	15	18	16	17	18	18	18	19	19	20	21	23	25	26	29	0	3	7	1	7	7	1	1	1	5	6	6	3	5	16	7	6	6	9	16	13	8	8	10	12	12	16	16	20	33	16	17	10	18	20	12	26	28	61	8	27	3	34	34	8	28	16	42	43	35	35	37	35	39	27	8	23	46	50	52	20	50	61	54	45	57	46	59	60	62	62	54	56	57	60	54	64	81	70	56	70	77	72	66	77	64	72	77	73	82	85	85	85	88	85	94	94	96	0	0	99	1	1	1	1	2	1	1	2	2	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	3	1	1	2	2	2	1	1	1	2	1	2	1	2	2	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	1	2	1	1	2	2	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	2	1	1	1	2
8500	-636.479568409687658	-642.418765628772917	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.719821673147972	-1	3	2	1	3	2	1	4	3	4	4	4	3	8	5	5	5	4	6	5	5	7	7	7	6	5	6	6	7	9	8	8	5	7	7	7	6	9	10	8	8	7	6	8	9	9	10	10	9	8	10	8	10	10	11	10	9	11	10	11	8	11	9	11	12	14	12	12	13	12	13	14	11	12	14	13	14	15	14	13	14	16	15	14	14	16	15	17	17	18	18	17	18	18	20	21	22	23	25	26	29	0	4	1	1	3	7	1	7	4	5	6	6	7	22	5	5	6	6	1	10	3	8	8	10	12	12	3	13	20	16	35	5	5	18	20	25	26	28	20	8	27	15	18	34	22	28	32	33	34	35	35	37	35	61	41	45	23	46	50	37	20	50	61	54	45	23	46	59	60	62	62	54	23	57	69	54	64	70	70	73	70	83	77	74	76	76	72	53	40	82	92	85	86	76	93	76	96	94	0	0	99	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	2	3	1	1	2	2	2	1	1	2	2	1	2	1	2	1	1	2	1	1	2	3	2	1	2	1	1	1	2	1	2	1	1	1	1	2	2	2	1	1	2	1	3	2	1	1	1	1	3	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	3	3	1	1	2	2	3	1	3	1	2	1	1	2
9000	-618.002311355940151	-623.941508575025409	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.734625510586821	0	1	1	2	3	4	2	4	3	4	5	3	3	7	4	5	5	5	6	5	5	7	7	6	5	5	6	6	6	7	8	8	6	7	6	6	7	8	9	8	8	7	8	9	9	9	10	9	9	7	11	10	10	9	10	10	8	10	9	10	9	10	11	12	12	12	12	12	13	12	13	14	12	12	14	14	15	15	15	14	14	16	13	14	16	17	15	16	17	17	18	16	18	18	21	21	23	22	24	27	30	0	1	1	1	3	12	3	4	4	5	6	3	7	3	7	4	6	6	9	10	13	8	8	10	12	12	13	13	16	5	15	30	15	18	20	25	26	28	30	23	27	16	34	14	23	28	16	14	34	35	47	17	54	20	27	45	23	46	50	37	20	59	61	54	57	57	58	50	60	62	62	64	56	23	69	64	64	81	70	56	70	72	64	74	77	76	83	76	80	82	88	72	85	86	93	88	94	94	0	0	100	1	1	1	1	1	1	1	2	1	1	1	1	1	4	1	2	1	1	1	1	1	2	2	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	1	1	1	1	3	1	2	2	1	1	1	2	1	2	1	1	1	2	2	1	2	1	1	2	1	1	2	1	1	2	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	2	2	2	1	1	2
9500	-636.759133476081956	-642.698330695167215	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.708880025111356	0	2	1	2	3	3	2	4	3	4	5	2	4	7	5	6	5	6	6	5	5	8	6	7	5	5	7	5	7	9	9	8	7	7	7	6	7	8	8	8	8	7	8	9	7	10	9	10	9	7	10	10	9	10	10	9	9	10	9	11	9	10	11	12	13	11	12	12	13	12	12	14	12	12	14	13	11	15	14	14	15	16	14	14	17	18	16	17	17	17	19	16	18	19	20	21	23	24	25	26	29	0	1	1	1	7	12	3	4	1	5	6	3	3	8	5	5	6	6	9	10	13	16	8	10	12	12	13	13	20	24	42	16	16	18	20	25	26	28	16	23	27	15	34	34	23	13	29	5	34	16	35	26	20	39	41	45	45	28	50	37	39	50	61	77	57	57	58	59	60	62	62	54	56	57	60	54	54	70	70	56	62	72	76	74	54	64	72	83	80	87	92	76	92	86	85	94	96	96	0	0	100	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	2	1	1	1	1	2	2	1	2	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	4	1	2	1	1	2	3	2	1	1	1	1	4	1	2	1	2	1	1	3	2	1	2	2	1	1	1	2	2	1	1	1	2	1	2	2	2	1	1	4	2	1	2	1	1	3	2	1	1	1	1	1	1	1	1	1
10000	-667.044832557166501	-672.984029776251759	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.659377640077349	0	2	1	1	2	3	2	3	3	5	5	2	3	7	6	5	5	6	6	3	5	6	7	6	6	4	6	5	7	8	9	8	7	7	5	6	7	7	8	8	7	8	8	9	9	10	9	8	9	9	10	9	10	10	11	10	10	10	10	10	10	10	11	11	12	14	12	12	14	11	12	14	12	11	13	13	14	15	15	14	14	16	14	14	16	17	15	17	17	17	19	17	18	19	21	21	22	23	24	26	28	0	4	1	1	3	12	3	4	1	5	6	3	7	9	5	9	6	6	9	5	13	8	22	10	6	12	13	13	20	15	32	29	16	18	20	12	25	28	16	22	13	1	34	34	8	22	20	7	18	35	48	37	39	29	41	45	22	28	50	52	39	50	53	54	57	57	46	59	75	50	62	54	8	22	60	54	64	70	70	56	62	83	76	74	54	77	76	54	56	77	92	76	76	86	93	94	86	96	0	0	100	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	1	1	1	2	1	1	1	1	2	1	2	1	1	1	2	1	1	3	1	1	1	1	2	4	1	1	2	2	2	4	1	2	1	1	1	1	2	1	2	3	1	1	1	1	1	1	1	2	1	1	1	1	2	2	5	2	1	2	2	2	2	2	1	1	1	1	2	1	1	3	3	1	1	2	2	1	1	1	3	1	1	1	1
10500	-615.675153285596480	-621.614350504681738	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.696782271837690	-1	1	1	1	2	2	2	4	3	4	4	3	3	8	6	5	4	6	5	5	4	8	7	6	5	6	6	5	4	7	8	7	7	8	7	7	8	7	7	8	7	8	6	8	8	9	9	10	8	8	10	10	9	10	10	9	8	10	9	10	10	10	9	11	12	14	13	11	14	12	12	14	13	12	12	14	14	15	14	14	14	16	11	15	15	18	16	17	17	18	19	17	19	19	20	20	22	24	25	25	29	0	1	1	1	3	3	3	4	1	5	6	6	3	8	9	29	6	6	9	29	13	8	8	10	12	12	28	13	5	10	16	16	5	43	16	12	26	28	20	23	28	15	17	18	8	38	29	30	18	35	35	37	39	39	41	23	23	46	50	37	39	50	39	63	22	45	58	59	75	62	62	63	56	57	60	61	63	70	70	56	70	72	63	74	76	72	77	72	80	82	76	85	85	64	93	86	76	96	0	0	99	1	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	2	1	1	1	2	2	1	1	1	1	2	1	2	1	1	2	1	1	2	1	2	1	1	1	1	1	1	2	1	3	2	1	1	1	1	1	3	2	1	1	1	1	1	1	1	2	1	2	3	1	1	1	1	1	2	2	1	1	2	2	1	1	2	1	1	1	2	1	2	1	2	2	1	2	1	1	3	1	1	4	2	1	1	2
11000	-617.921117413882598	-623.860314632967857	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.779773924651997	0	3	1	1	3	2	2	4	3	4	5	3	3	7	5	6	6	7	5	4	5	8	7	6	5	5	6	6	6	6	5	8	8	5	6	7	7	8	8	9	7	6	7	8	9	8	11	7	10	8	10	9	9	10	10	10	9	10	9	10	7	10	11	11	11	11	13	12	12	12	12	15	12	12	14	14	14	16	14	14	15	13	15	15	16	17	15	17	17	16	19	18	18	19	20	21	23	23	24	27	29	0	4	1	1	3	3	3	4	1	5	6	6	7	1	5	5	6	34	9	5	13	8	8	10	12	12	13	13	20	5	5	16	30	6	20	25	26	28	20	8	13	31	34	34	8	27	20	16	34	35	29	37	30	23	41	45	23	46	50	52	20	50	39	54	57	45	58	47	60	62	62	82	45	57	69	82	64	70	70	56	70	54	54	74	77	76	82	83	80	83	85	88	85	76	93	94	96	88	0	0	100	1	2	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	2	1	1	2	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	5	1	3	1	2	1	2	1	2	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	2	1	2	2	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	3	1	1	1
11500	-624.184309485937774	-630.123506705023033	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.781730950007998	-1	3	0	1	3	1	2	4	2	5	5	2	4	7	5	5	5	7	4	4	4	6	6	5	7	6	6	6	6	8	9	7	5	5	6	6	8	8	7	9	8	7	8	9	8	9	10	8	9	8	9	9	9	9	11	9	10	10	9	10	8	10	11	11	11	14	12	13	12	12	12	15	12	12	14	14	12	16	15	13	14	16	14	14	16	16	12	18	17	17	15	17	18	19	20	20	23	22	24	27	30	0	4	1	1	3	3	3	1	4	5	6	6	7	8	5	5	6	34	9	5	7	8	8	5	26	12	17	13	20	42	42	5	5	6	20	17	26	28	20	23	27	15	34	34	23	28	16	33	34	35	20	37	39	61	41	45	45	46	50	37	39	50	53	39	45	57	58	59	60	50	62	87	45	57	69	77	54	70	70	73	70	83	54	74	54	83	54	76	80	82	77	85	85	76	93	76	96	94	0	0	99	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	1	2	3	1	1	2	3	1	2	1	2	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	2	2	2	1	1	1	2	2	2	1	2	1	2	1	2	1	1	2	1	1	2	1	2	3	1	2	2	2	1	1	2
12000	-633.155104980791180	-639.094302199876438	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.640225562973804	0	2	1	1	2	2	2	3	2	4	4	4	3	7	5	4	5	6	5	5	4	6	6	7	6	5	7	5	7	6	9	7	7	8	6	7	8	7	7	8	7	8	7	7	8	8	10	10	8	8	9	9	8	10	10	9	10	10	10	10	9	10	11	11	10	13	12	12	13	11	12	12	12	13	14	13	14	14	12	14	15	15	14	14	17	16	14	16	17	16	18	17	19	19	19	21	21	23	23	27	30	0	4	1	1	3	3	3	4	4	13	6	6	3	4	16	7	11	11	9	10	13	8	8	10	12	12	13	21	30	5	32	3	30	18	20	25	26	28	20	23	13	15	18	18	23	28	20	33	18	35	35	37	39	39	41	45	23	46	50	37	39	50	39	54	22	65	58	59	60	62	62	54	56	57	69	63	64	70	70	73	71	54	72	74	86	54	76	76	80	72	82	88	86	77	85	88	94	96	0	0	99	1	1	1	1	1	1	1	1	1	1	2	1	2	4	1	1	1	1	1	1	1	2	2	1	2	1	2	1	1	2	1	3	1	2	1	1	1	1	1	1	1	2	1	1	1	2	3	2	1	2	2	1	1	2	2	1	2	1	1	1	1	1	2	1	2	2	1	1	2	1	2	1	2	2	1	1	2	2	1	1	2	3	1	1	1	2	1	2	1	2	1	1	2	2	1	3	1	1	1	1	3
12500	-611.739586941692664	-617.678784160777923	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.716460709956223	-1	2	0	1	3	3	2	4	3	4	6	4	2	8	5	5	5	6	6	5	3	7	6	6	6	6	5	5	6	6	7	7	7	8	7	7	7	7	9	8	8	8	7	8	9	8	9	9	10	8	10	9	9	10	10	8	9	10	10	10	8	10	11	12	12	14	12	12	13	12	12	14	12	12	14	15	13	15	15	11	14	15	15	14	16	17	16	18	18	17	18	18	18	20	20	21	22	24	24	25	28	0	4	1	1	3	3	3	4	1	5	6	6	3	15	3	7	6	6	9	10	13	8	8	15	12	12	5	7	20	4	16	30	16	43	20	25	26	28	61	8	27	31	18	18	56	28	30	33	34	30	15	37	61	53	27	8	23	46	50	37	35	50	61	54	45	57	58	59	60	62	62	77	45	57	69	72	39	70	70	56	70	72	72	74	76	82	82	76	80	82	85	72	85	76	93	88	88	96	0	0	99	1	1	1	1	2	1	1	2	2	1	1	1	1	1	3	2	1	2	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	1	1	1	2	1	1	2	1	1	2	1	1	2	1	2	1	2	3	1	1	3	2	2	2	1	1	1	2	1	1	1	2	3	1	1	3	2	3	2	1	2	2	1	1	2
13000	-617.265656700658269	-623.204853919743528	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.707285099000408	0	2	1	2	2	3	2	5	2	3	5	4	3	8	4	6	5	6	6	4	4	8	6	6	7	6	6	5	6	8	9	4	6	8	6	7	7	7	8	8	7	8	7	9	8	8	9	9	10	8	9	9	10	9	11	9	9	10	10	10	10	10	10	11	12	14	12	13	14	12	12	12	13	12	12	13	13	16	13	14	14	15	14	14	16	16	15	17	16	17	18	17	18	19	21	22	23	24	23	27	28	0	1	1	1	3	3	3	1	1	5	6	6	3	4	5	32	6	6	8	10	13	8	8	10	12	12	28	13	20	16	42	5	5	43	20	12	26	28	15	23	28	15	18	34	8	28	29	33	34	35	35	26	39	39	27	45	45	46	50	37	39	50	39	54	56	57	58	59	75	62	62	54	56	57	60	72	64	81	70	56	70	72	72	74	76	54	72	76	80	86	85	85	85	88	93	88	96	96	0	0	99	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	1	2	1	2	1	1	1	2	2	1	1	2	1	1	1	2	2	2	1	1	2	1	2	2	2	1	2	1	1	2	1	1	1	1	1	1	3	1	1	1	1	2	4	1	3	1	1	1	1	1	2	2	2	1	1	1	1	2
13500	-656.514208076142836	-662.453405295228094	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.702566749941657	-1	2	1	1	4	3	3	5	4	4	5	2	3	8	6	5	5	5	5	5	5	7	7	3	6	5	5	5	7	6	9	7	6	7	6	7	7	7	7	8	7	8	6	8	9	9	9	9	9	8	10	8	10	9	10	10	10	11	10	9	8	10	9	11	11	12	12	13	14	12	13	15	12	12	13	13	14	14	13	13	14	16	14	14	16	16	15	17	18	18	18	16	18	20	21	20	23	24	24	26	29	0	4	1	1	7	12	3	7	1	24	6	3	3	7	5	5	6	6	9	10	4	8	30	3	26	12	7	13	20	3	30	8	5	43	10	12	26	28	20	23	27	16	18	34	22	5	42	3	34	35	29	37	39	39	41	45	45	46	50	26	39	50	39	54	45	22	58	59	75	62	62	83	56	23	52	64	64	70	70	73	70	54	54	74	87	87	76	76	73	87	85	76	85	77	93	88	94	96	0	0	99	1	1	1	2	1	1	1	1	2	1	1	1	1	3	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	3	2	1	1	1	1	2	1	2	1	1	1	2	1	1	1	2	1	4	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	2	1	1	3	2	1	2	1	1	1	1	2	2	1	1	1	2	1	2	2	1	2	1	3	1	2	2	2	1	1	2
