step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89
1	-1362.024211539524231	-1371.075054919975628	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.300449027250730	1	14	8	5	15	10	15	16	14	18	12	20	32	24	30	23	23	22	28	41	32	28	38	36	36	32	36	41	35	33	34	34	33	47	33	39	37	36	36	43	42	34	37	39	49	37	36	41	37	38	38	44	38	37	45	47	46	46	49	59	39	41	46	45	41	41	46	51	45	43	53	51	50	50	45	56	55	53	60	50	56	61	57	55	61	59	56	59	61	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-482.599528030890895	-491.650371411342235	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.800896496553213	0	13	8	8	18	8	15	13	17	21	12	22	30	25	30	25	23	24	25	39	34	27	41	34	35	27	33	41	29	32	26	30	31	47	28	34	35	35	36	43	38	30	30	39	48	35	35	37	40	34	34	42	39	40	46	43	42	44	44	55	40	35	44	43	39	40	37	50	46	34	54	52	45	47	44	56	47	51	57	41	55	49	44	55	55	59	49	61	64	0	3	1	1	2	1	4	1	4	2	4	7	12	10	19	12	11	10	12	46	15	12	38	42	30	11	35	32	31	13	2	12	17	24	2	26	19	30	31	21	27	2	9	24	56	42	18	30	67	10	35	50	14	70	28	61	21	54	67	39	42	22	28	43	36	22	30	69	20	32	49	74	52	28	33	55	28	75	73	67	20	53	67	63	83	45	20	76	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-474.278015744479148	-483.328859124930489	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.969793648962754	3	11	10	5	18	13	12	17	14	21	14	17	26	27	20	14	23	23	27	40	32	25	36	32	34	23	30	42	33	27	36	37	31	34	32	37	31	26	35	42	45	30	38	39	49	33	39	36	42	38	35	46	37	34	44	51	37	45	47	61	32	41	43	41	40	44	50	45	36	45	40	51	42	44	40	54	49	53	57	50	55	60	59	55	58	60	58	55	59	0	4	1	1	9	1	1	11	7	6	4	2	15	18	6	4	15	12	5	32	19	5	34	42	27	16	38	44	38	11	33	13	30	38	15	24	10	18	38	54	28	5	54	27	66	19	46	42	54	24	61	36	29	19	62	73	33	28	68	81	30	51	48	57	26	23	55	35	27	50	29	28	34	48	21	56	68	73	45	32	48	80	76	50	59	81	52	39	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-450.098028079347955	-459.148871459799295	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998526038118979	0	12	10	6	14	13	13	16	18	20	9	12	35	25	34	17	23	20	30	37	31	26	27	37	36	27	34	43	35	29	36	29	33	43	30	42	34	38	38	42	44	30	29	33	50	38	38	42	31	37	37	39	40	37	38	44	41	46	52	62	40	40	45	44	32	45	35	50	45	40	50	54	44	47	44	54	59	55	59	52	54	51	59	55	56	57	58	51	59	0	4	4	1	4	11	1	3	2	8	4	1	23	10	14	11	6	12	22	49	10	6	9	42	22	9	43	55	43	10	30	10	18	55	18	31	22	49	42	15	25	18	17	21	64	43	21	13	14	30	33	67	35	30	27	51	29	53	73	80	13	27	20	35	10	33	42	56	13	31	31	58	53	53	20	73	45	66	68	24	75	41	58	63	40	80	66	75	81	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-456.647855329051993	-465.698698709503333	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996453227324691	2	7	6	8	15	10	19	17	13	17	12	19	27	26	28	18	26	24	25	43	35	25	38	33	38	29	39	39	36	35	35	34	27	49	28	34	40	36	32	32	35	28	37	29	46	37	32	30	38	41	37	46	32	39	46	40	45	43	47	59	37	39	41	44	39	40	46	48	46	43	47	52	44	52	44	54	54	48	62	51	53	59	51	53	57	55	54	35	48	0	1	1	1	1	3	9	9	1	9	3	6	10	12	16	11	10	10	8	38	15	9	24	26	31	16	24	39	18	44	53	42	12	58	5	40	19	48	10	17	35	7	35	22	63	17	26	12	24	47	39	56	17	53	20	29	41	24	54	52	17	32	15	62	88	61	43	70	28	30	31	34	62	71	54	78	20	70	78	37	71	71	69	89	81	89	66	47	56	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-466.606920001972128	-475.657763382423468	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997879612271721	2	17	8	8	14	12	12	17	14	17	13	21	31	25	35	19	26	20	31	32	34	27	38	36	35	16	35	40	38	36	27	27	28	44	30	38	30	30	22	45	42	35	37	34	49	37	25	41	31	27	40	46	38	37	41	46	44	43	50	58	41	39	43	33	43	39	44	47	42	31	54	40	36	43	46	55	55	52	59	49	49	59	51	58	61	52	55	40	56	0	7	1	1	4	1	4	6	3	6	4	9	32	10	19	9	6	26	22	14	17	39	49	64	32	7	38	21	19	50	16	14	18	64	18	21	10	17	3	23	73	47	32	33	64	17	2	64	39	5	42	48	31	49	15	51	27	27	48	76	27	38	70	33	23	19	29	65	19	17	56	31	47	53	72	83	45	52	80	88	62	68	23	81	45	52	56	21	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-458.220495549427312	-467.271338929878652	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999245186228285	2	17	11	4	15	10	11	16	10	14	15	20	31	16	31	22	25	24	28	40	29	30	35	37	35	30	34	43	27	36	27	33	31	48	32	40	40	38	35	41	45	30	42	40	43	35	37	43	34	36	39	39	40	38	48	46	38	38	47	55	38	41	44	47	40	35	37	35	38	36	46	45	49	53	43	53	51	45	50	51	52	57	58	55	63	63	59	53	57	0	3	4	1	3	1	1	3	4	7	4	8	29	3	26	11	12	2	16	33	9	12	42	68	19	16	26	53	16	22	12	42	31	62	21	70	47	22	35	33	38	17	38	23	25	35	21	27	15	21	13	23	23	25	20	61	32	33	68	48	49	27	38	54	35	35	35	19	68	19	30	70	71	34	70	40	23	32	40	45	59	88	88	80	87	82	45	71	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-478.521144679248266	-487.571988059699606	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988235741824429	3	16	8	8	15	11	20	18	7	16	11	20	28	24	26	25	24	19	23	37	24	21	39	34	30	32	37	30	13	31	29	33	24	48	31	39	33	32	29	43	38	23	38	34	47	36	36	43	35	21	27	40	38	40	47	43	47	35	40	58	26	43	48	43	36	40	44	54	42	41	53	46	39	48	40	57	51	54	55	52	53	53	55	53	57	57	53	61	51	0	3	1	1	11	1	2	3	1	3	3	29	22	10	21	22	10	11	10	25	50	10	25	51	16	22	13	14	3	8	16	19	7	70	33	13	12	16	14	49	25	10	35	14	27	28	21	70	25	11	22	26	65	25	41	43	27	28	44	71	22	20	62	38	18	24	49	57	65	32	67	43	27	59	25	57	56	87	74	66	43	59	81	55	75	77	70	76	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-453.421597150914238	-462.472440531365578	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991182000640144	2	11	5	7	13	10	13	16	15	13	8	22	21	22	30	20	21	23	17	43	29	26	39	30	40	32	33	42	35	33	26	28	32	39	36	36	37	37	40	36	40	31	37	30	46	36	37	41	35	41	35	39	32	38	45	47	46	40	45	61	41	39	43	43	38	38	43	52	42	37	42	53	53	48	46	56	49	56	58	43	52	62	57	57	55	47	56	50	56	0	11	1	1	1	11	3	6	11	4	3	19	2	2	13	8	6	7	2	36	18	18	53	17	37	12	14	29	21	22	12	18	44	14	26	27	42	32	29	33	15	17	33	19	47	26	32	27	15	29	21	43	31	24	41	38	62	49	62	87	51	35	23	44	27	29	36	77	58	53	21	77	59	20	51	75	28	77	75	34	63	78	73	77	59	48	81	64	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-455.653641143984032	-464.704484524435372	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992570131072540	-2	12	5	4	6	10	15	10	12	21	10	19	34	26	34	21	16	16	26	44	30	20	29	27	39	23	36	37	28	29	35	35	32	48	34	39	35	36	32	43	39	35	39	40	47	29	34	39	33	37	36	40	30	39	42	47	44	44	49	57	37	34	50	43	30	39	46	49	43	43	50	46	49	51	42	57	55	50	44	49	60	53	50	49	52	60	52	62	59	0	4	1	1	1	4	5	3	8	8	4	2	46	22	53	17	8	5	22	41	12	4	26	7	27	2	33	29	18	26	39	53	22	66	46	42	24	46	19	66	24	53	35	50	44	26	46	32	53	39	15	31	26	42	27	43	43	61	54	59	39	33	64	61	14	32	40	69	37	66	58	75	64	79	30	63	72	44	38	55	64	67	45	69	67	84	83	74	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
