step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111
1	-1669.061872204933479	-1675.917360155892766	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.486997553563399	0	3	2	3	6	7	6	6	6	7	7	8	9	9	9	7	8	7	7	8	10	11	11	10	10	9	10	9	11	12	10	10	13	11	11	11	11	11	12	13	12	13	13	14	12	13	12	14	14	13	14	14	14	15	15	14	15	15	15	15	16	15	17	18	17	18	16	18	17	19	17	18	18	18	20	19	19	19	20	19	21	20	19	20	22	21	20	20	21	21	21	23	22	22	23	23	23	25	24	24	25	24	24	24	26	26	26	28	27	28	29	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	3	4	3	3	3	4	4	4	5	5	5	4	4	4	4	4	5	6	6	5	5	5	5	5	6	6	5	5	7	6	6	6	6	6	6	7	6	7	7	7	6	7	6	7	7	7	7	7	7	8	8	7	8	8	8	8	8	8	9	9	9	9	8	9	9	10	9	9	9	9	10	10	10	10	10	10	11	10	10	10	11	11	10	10	11	11	11	12	11	11	12	12	12	13	12	12	13	12	12	12	13	13	13	14	14	14	15
500	-741.645034209260984	-748.500522160220385	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.351919710216471	0	3	2	4	7	8	7	5	7	8	7	7	6	9	9	7	8	8	8	6	8	11	12	11	10	9	8	9	11	13	10	10	12	12	9	12	11	11	11	12	12	12	13	14	12	14	12	12	14	11	14	14	14	14	15	15	13	16	14	14	16	14	17	16	17	17	14	19	17	20	17	18	19	18	20	18	19	19	21	19	20	20	19	20	23	22	21	20	21	21	22	23	21	22	23	23	24	25	24	23	25	25	24	25	24	25	25	29	27	28	29	0	3	1	1	2	4	4	2	20	13	4	4	4	18	16	8	8	16	3	4	12	14	7	17	9	21	20	20	7	38	20	7	32	17	5	19	6	5	7	20	5	16	40	5	32	10	32	5	29	35	50	35	37	6	39	57	28	49	3	28	67	34	62	44	34	31	47	24	48	28	27	0	31	47	35	10	34	46	62	40	25	27	53	80	60	81	77	80	88	66	57	66	37	88	87	93	31	80	31	66	87	77	66	65	25	85	75	89	105	66	90	1	1	1	3	2	2	1	1	1	1	2	2	1	1	1	1	1	1	3	1	1	1	2	3	2	1	2	2	1	1	4	1	1	2	1	2	2	2	2	3	2	2	1	3	1	3	1	2	1	1	1	3	1	3	2	1	2	1	7	3	1	1	2	1	3	4	1	5	2	6	3	1	4	2	5	4	5	2	4	4	7	8	2	1	5	1	1	1	1	2	5	3	6	1	1	1	8	3	7	6	3	3	3	5	8	1	4	3	2	4	4
1000	-713.202228816094589	-720.057716767053989	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.440721940089487	-1	4	1	3	6	8	4	6	6	6	7	9	9	10	8	7	9	7	8	7	10	11	11	10	10	9	11	9	11	12	9	10	13	11	10	11	11	12	12	13	12	12	12	15	13	13	13	14	15	12	12	14	15	15	15	15	15	16	15	15	16	15	17	18	16	17	15	18	17	18	17	15	17	19	20	19	17	19	20	19	22	20	20	20	21	20	20	20	22	21	21	23	22	22	24	23	24	24	24	24	24	24	24	23	27	26	26	28	28	28	29	0	1	1	3	2	11	3	2	7	2	10	18	6	13	7	8	16	3	10	7	11	14	3	6	9	6	25	20	31	10	2	10	10	13	17	19	12	17	6	21	19	19	37	50	34	12	23	23	32	17	2	42	2	29	39	30	46	35	43	28	23	35	48	52	30	58	19	69	51	60	62	0	45	64	63	63	31	20	32	73	73	70	74	65	60	72	65	30	79	28	66	79	77	26	104	86	78	77	84	7	81	45	53	87	81	78	30	104	100	107	106	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	3	1	3	2	1	5	2	2	1	1	1	1	4	3	2	3	1	1	2	1	2	2	2	2	2	1	2	1	2	2	2	2	2	4	1	5	2	2	1	1	3	1	3	3	2	1	2	2	1	4	1	2	2	1	1	1	1	1	1	4	6	5	1	2	1	1	2	3	3	2	2	2	4	2	1	3	5	1	1	3	3	2	12	2	4	5	1	2	3	7	3	4	1	1
1500	-571.517381741689974	-578.372869692649374	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.580914981450037	0	2	2	4	4	7	6	6	7	7	8	9	9	9	9	8	9	6	5	8	10	12	11	10	10	9	10	9	11	12	10	11	14	11	10	11	12	10	13	12	11	11	13	14	12	13	13	14	15	12	13	14	12	15	15	14	15	14	14	16	15	16	17	18	17	18	15	19	17	19	17	19	19	19	20	19	19	17	20	19	21	21	19	21	22	21	20	20	21	22	20	21	19	23	24	23	21	24	24	23	25	25	24	23	26	26	26	28	27	28	29	0	1	1	3	1	8	2	5	4	2	10	6	9	7	20	8	16	2	5	6	20	20	17	16	9	10	8	19	26	18	9	35	37	28	26	15	15	10	22	25	24	27	42	35	27	11	7	29	47	20	8	51	31	17	39	45	26	30	47	45	29	48	61	62	53	47	51	58	62	60	37	0	31	63	63	32	65	26	34	66	77	70	71	66	60	72	77	66	83	78	66	74	65	89	87	92	91	91	66	66	65	104	97	87	96	96	99	87	107	109	104	1	1	1	1	2	1	2	1	2	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	2	2	1	2	2	1	1	1	1	2	1	2	1	1	1	1	1	2	1	3	4	1	1	1	3	1	1	3	1	1	3	1	1	1	2	1	1	1	2	3	1	2	1	2	3	1	3	1	1	4	1	4	4	1	1	1	1	1	3	2	1	1	1	2	1	1	1	1	2	1	1	2	2	3	4	1	2	2	2	2	1	4	1	1	3
2000	-660.047007113898189	-666.902495064857590	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.631166863253028	1	3	2	4	5	7	6	6	6	7	7	6	10	9	10	8	9	7	8	7	10	11	12	9	10	9	10	9	12	11	11	10	14	11	11	11	11	11	12	12	13	14	14	14	12	14	13	14	15	12	15	11	15	16	15	14	13	15	16	15	17	13	17	17	18	18	15	18	17	20	16	18	18	19	19	18	20	19	19	19	21	21	20	20	23	21	20	19	20	22	20	23	22	23	21	24	21	26	23	23	26	25	24	25	24	25	26	29	26	29	28	0	1	1	1	2	8	5	4	1	5	5	4	24	9	18	8	8	5	20	9	7	14	8	8	16	10	20	7	24	11	18	19	26	26	14	17	32	17	7	18	52	26	47	27	38	29	17	26	35	8	40	18	43	50	46	34	15	42	42	16	30	19	34	40	31	31	40	63	34	60	23	0	46	64	46	71	66	48	19	66	77	70	78	74	82	73	65	7	79	89	65	80	77	84	87	56	66	99	88	88	105	87	66	95	95	76	103	104	103	109	107	1	1	1	2	1	1	1	1	4	1	1	2	1	1	1	2	2	1	1	1	2	1	4	2	1	1	2	2	1	2	1	1	3	1	1	2	1	1	3	3	1	2	1	2	1	1	2	2	2	2	2	2	1	3	1	2	2	1	1	5	3	3	3	2	3	3	1	1	3	3	2	1	2	1	2	1	1	2	4	1	1	1	1	1	2	1	1	8	1	1	1	2	2	1	1	5	1	1	2	2	1	1	2	2	2	3	1	2	1	2	1
2500	-634.352689249749915	-641.208177200709315	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.588483062181973	0	4	2	4	5	6	6	6	7	8	8	9	8	10	9	7	8	7	6	9	8	12	11	10	10	10	10	9	11	12	11	10	12	11	12	12	11	12	12	14	13	11	12	14	12	13	10	15	13	13	14	14	13	16	15	14	15	16	16	16	16	15	17	18	17	18	16	18	18	19	18	19	17	15	20	16	19	17	21	19	22	20	19	20	22	21	20	20	22	21	20	23	22	21	24	23	23	25	24	25	26	24	24	24	25	26	26	28	27	28	28	0	3	1	3	2	2	2	2	7	2	19	21	7	13	8	8	18	8	2	17	7	19	16	8	9	21	12	10	12	2	9	18	8	20	5	20	28	17	14	36	24	15	25	30	19	26	20	24	42	30	37	49	37	57	39	42	30	48	42	28	35	8	34	60	25	35	62	48	76	60	61	0	31	28	62	47	65	30	57	65	90	70	60	35	82	83	46	31	94	66	73	88	87	73	81	84	84	91	88	84	87	93	73	93	60	99	103	102	107	76	103	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	3	2	2	1	1	1	1	1	4	2	2	3	1	3	2	1	2	1	1	2	1	1	1	2	2	1	3	1	1	1	1	1	1	1	2	1	1	2	3	2	3	2	1	3	2	1	2	1	2	1	1	3	3	2	4	1	3	3	1	1	1	2	2	1	1	3	3	1	1	2	1	1	2	1	2	1	2	1	3	4	1	4	1	5	1	1	2	1	3	1
3000	-623.728789736287126	-630.584277687246527	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.745975146405919	0	3	2	3	7	7	7	6	5	5	8	8	9	9	9	7	8	7	8	9	10	12	11	10	11	9	10	9	12	13	11	11	12	11	11	11	11	11	13	13	12	12	13	13	12	13	11	14	14	13	12	14	15	15	15	14	15	15	15	15	17	15	16	17	17	19	15	18	17	18	17	17	15	18	20	20	19	18	21	17	20	20	18	19	20	21	20	21	21	19	21	24	22	23	23	24	24	24	24	22	25	24	23	24	26	26	26	27	27	28	29	0	3	1	3	10	10	8	10	4	2	6	7	18	7	7	8	8	9	9	12	12	27	19	16	7	6	19	5	27	19	18	26	15	15	13	7	14	26	19	31	19	24	36	16	26	37	8	34	28	24	24	30	30	43	39	45	23	38	46	28	67	43	48	49	73	73	48	45	62	40	63	0	31	72	46	78	65	53	69	26	65	60	65	74	59	74	65	84	85	40	80	95	87	79	93	89	103	88	59	66	104	87	64	93	97	97	97	87	107	109	106	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	4	1	2	1	1	3	2	1	2	1	2	2	1	1	1	1	1	1	2	3	1	3	2	1	1	2	1	2	1	2	1	2	1	1	2	1	3	1	1	2	2	2	2	2	1	1	2	2	2	1	1	4	1	1	1	1	1	1	1	2	4	1	1	2	3	1	1	1	1	3	1	1	1
3500	-606.993618605406823	-613.849106556366223	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.640692148346801	-1	3	3	3	7	7	6	6	5	5	8	9	7	8	10	8	9	8	7	8	10	12	11	10	9	8	10	8	11	12	10	11	13	11	11	12	11	11	12	13	12	13	14	14	13	14	13	15	15	14	14	12	13	15	16	12	14	15	16	14	15	15	17	16	17	18	16	17	17	17	17	18	17	17	19	19	19	19	20	19	19	19	19	20	22	21	20	19	21	20	22	24	22	21	23	23	21	26	25	24	25	24	24	24	26	27	27	29	25	29	28	0	1	1	1	10	9	4	10	4	2	7	4	10	13	20	8	8	9	4	8	12	27	17	8	9	6	17	3	8	13	4	17	23	17	27	16	17	17	27	37	19	37	45	45	56	38	30	57	45	24	24	19	23	56	39	15	32	45	42	26	30	53	34	29	53	31	61	48	25	60	64	0	31	43	74	48	73	68	74	66	65	60	68	65	60	72	73	66	81	74	84	55	87	68	87	75	80	91	89	66	95	95	97	93	96	104	73	93	103	109	100	1	1	2	2	1	1	2	1	1	1	1	2	1	1	2	1	2	1	2	1	1	1	1	2	2	1	1	2	2	3	3	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	2	3	1	1	1	1	3	1	1	3	2	2	3	1	1	4	2	1	1	4	1	1	2	1	1	1	1	2	2	1	1	5	1	1	1	1	1	1	4	1	2	1	2	1	2	2	2	1	1	2	1	1	1	6	4	1	2	2
4000	-604.076620267703788	-610.932108218663188	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.623694758468136	1	3	2	3	5	7	7	5	6	7	8	9	9	10	9	6	8	7	8	7	11	12	11	10	8	9	11	9	12	12	10	10	14	11	9	12	10	11	12	14	13	13	14	13	11	13	12	11	15	13	12	14	15	14	14	14	14	16	15	15	16	15	17	19	17	19	14	18	16	18	16	18	18	17	20	18	19	19	21	20	21	20	19	19	22	21	20	20	20	22	21	22	22	22	23	24	21	26	25	23	25	25	24	24	27	26	26	28	28	29	28	0	1	1	1	2	8	4	4	4	5	6	4	7	20	6	8	8	5	20	5	12	14	35	17	9	20	6	10	37	21	25	20	26	24	20	45	19	35	7	30	19	48	22	34	10	17	18	19	57	37	20	37	50	34	39	16	21	60	42	11	47	33	41	57	41	72	47	63	53	28	10	0	31	49	76	58	19	68	63	84	84	70	68	73	60	73	65	73	76	83	66	84	87	88	87	78	80	91	88	77	87	92	92	93	102	79	103	104	107	109	81	1	1	1	1	1	1	2	1	1	2	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	2	3	2	2	1	1	2	2	1	1	1	4	1	1	1	4	2	1	3	2	1	1	1	1	1	4	5	1	4	1	1	1	5	1	2	1	1	1	1	1	4	1	1	1	1	2	1	1	1	1	2	3	1	2	3	3	2	1	2	1	1	2	1	2	1	1	3
4500	-649.106488099011358	-655.961976049970758	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.542131128310541	0	4	2	4	6	7	6	6	7	8	8	8	9	9	8	5	9	8	7	8	10	10	12	9	9	9	11	10	10	13	10	10	11	10	12	12	12	12	12	13	11	14	13	15	11	14	13	12	14	14	12	14	13	15	15	15	14	15	16	16	16	15	16	17	18	18	16	19	15	20	16	19	19	19	20	17	19	19	20	19	20	21	17	18	21	21	21	20	21	22	19	22	23	20	24	23	22	26	25	23	25	24	24	24	24	24	26	28	27	29	28	0	3	1	1	2	16	4	16	4	5	5	7	19	7	8	2	10	7	2	6	12	18	33	8	7	19	12	26	17	25	25	24	17	26	18	29	34	26	26	25	24	41	32	50	5	45	48	17	23	17	41	17	25	37	39	49	48	53	49	26	47	49	46	37	12	31	47	83	10	60	62	0	31	58	47	29	66	83	19	58	77	60	59	25	59	72	77	80	80	82	84	82	87	61	87	75	80	84	73	66	95	92	97	87	87	86	100	87	107	97	96	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	2	1	1	2	1	1	1	1	2	1	1	2	1	3	1	3	2	2	2	1	1	1	2	3	2	1	1	2	4	5	2	1	3	2	1	1	4	3	3	2	1	2	5	2	1	2	1	5	3	1	1	1	1	1	1	1	1	2	2	1	1	3	2	3	1	1	2	2	2	2	1	3	1	3	2
