step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107
1	-561.347478293110726	-568.202966244070126	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.129096172429222	1	1	3	3	3	4	3	5	8	5	7	6	8	8	7	8	7	9	8	9	9	10	9	9	10	9	11	10	10	10	11	11	12	12	13	13	11	13	12	11	12	14	13	13	13	13	13	14	15	13	15	15	16	14	15	15	16	17	17	17	18	16	16	17	17	16	17	19	19	18	22	20	22	22	21	21	25	23	23	24	23	24	23	25	25	26	25	25	25	25	25	27	27	26	26	27	27	26	27	26	28	27	28	29	29	31	30	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	4	2	3	3	4	4	3	4	3	4	4	4	4	5	4	4	5	4	5	5	5	5	5	5	6	6	6	6	5	6	6	5	6	7	6	6	6	6	6	7	7	6	7	7	8	7	7	7	8	8	8	8	9	8	8	8	8	8	8	9	9	9	11	10	11	11	10	10	12	11	11	12	11	12	11	12	12	13	12	12	12	12	12	13	13	13	13	13	13	13	13	13	14	13	14	14	14	15	15
500	-625.854382970331358	-632.709870921290758	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.261537134208527	1	0	3	4	3	4	2	3	9	4	5	5	8	8	7	8	6	7	7	10	10	10	8	10	10	9	12	11	10	10	11	10	12	12	12	12	11	12	12	11	12	15	14	12	13	13	12	14	16	13	14	14	16	15	15	16	16	17	17	16	17	16	15	18	16	16	17	18	20	18	20	21	23	23	20	22	26	22	23	22	23	23	22	25	25	26	25	24	25	25	25	27	27	26	26	25	26	27	26	27	28	26	28	29	29	32	29	2	0	1	8	1	3	1	2	12	1	8	7	10	18	11	2	5	17	12	23	18	1	2	17	26	15	8	18	10	10	20	23	16	25	10	9	22	16	21	26	6	48	19	4	20	30	26	33	6	27	30	39	33	37	7	27	54	21	46	51	66	29	46	4	4	10	26	66	70	32	42	68	29	69	33	0	61	72	80	41	4	38	6	81	36	13	78	42	1	73	33	8	56	45	70	48	42	21	35	25	36	44	30	36	88	10	65	1	1	1	1	1	1	1	2	1	2	1	2	3	1	1	4	1	1	1	1	2	5	3	2	1	1	4	3	3	3	1	1	2	1	3	1	1	2	1	1	4	1	3	6	1	1	2	1	5	1	2	1	1	2	7	3	1	5	2	1	1	4	1	6	4	7	4	1	1	5	2	1	5	2	4	1	4	1	1	6	7	6	8	2	6	8	2	6	14	1	6	15	5	7	5	5	7	12	7	7	9	10	7	9	3	15	5
1000	-626.629113327093023	-633.484601278052423	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.314695480153112	1	-1	3	4	3	5	1	6	8	5	7	6	7	8	8	8	8	9	8	8	9	10	9	8	11	9	10	10	10	9	11	11	13	12	13	13	11	13	12	11	12	15	10	14	12	14	12	14	16	14	16	16	16	14	15	15	16	18	18	17	18	16	16	17	18	16	18	20	18	17	23	20	21	22	21	21	25	23	23	24	22	25	21	26	23	24	24	25	25	25	26	27	27	26	26	28	26	26	27	26	29	25	28	29	29	32	30	2	0	7	3	1	2	2	1	8	7	4	6	3	6	4	5	8	2	12	6	20	20	11	8	20	9	13	11	14	14	23	43	16	31	32	21	26	39	19	23	9	4	6	19	43	40	9	17	18	27	13	15	25	26	35	45	13	17	32	51	54	45	5	21	25	10	63	67	28	9	16	59	21	67	69	0	76	36	67	81	43	56	66	29	51	54	17	21	6	58	9	67	68	65	31	86	72	80	59	85	29	79	81	74	97	43	80	1	1	1	1	1	3	1	2	1	3	1	1	2	2	2	2	1	3	1	2	1	1	1	1	2	1	1	2	1	1	1	1	3	1	1	2	1	1	2	1	2	6	2	2	1	2	3	6	5	2	5	4	3	3	1	1	4	7	2	1	2	2	6	5	4	7	1	1	5	4	7	1	4	2	2	1	2	5	3	1	8	5	2	8	4	5	7	8	9	3	9	5	3	5	7	2	4	1	6	1	9	1	3	4	2	10	3
1500	-568.427031584785254	-575.282519535744655	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.387937703808161	2	0	4	4	2	5	4	6	8	6	7	7	8	8	5	8	8	7	7	9	9	10	8	10	10	9	12	10	11	8	11	11	12	13	13	12	11	13	11	11	11	13	14	13	13	13	14	14	14	13	15	13	17	14	16	14	17	17	17	16	19	17	16	17	16	17	17	18	19	17	23	21	22	23	22	21	25	22	23	24	22	23	22	24	26	27	26	25	26	26	25	27	27	27	25	27	28	26	28	26	28	26	28	29	29	31	30	2	0	5	5	2	7	1	7	4	15	15	8	19	6	3	12	6	6	3	4	18	7	3	30	30	11	16	16	26	10	9	26	41	29	19	25	18	24	2	6	1	40	32	31	21	40	23	25	17	32	44	29	11	45	9	37	5	50	15	50	43	27	28	48	13	21	27	30	44	28	78	69	28	76	28	0	73	53	38	66	68	37	59	75	84	81	88	57	69	80	44	80	31	95	16	64	9	83	53	75	88	69	100	94	94	81	92	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	2	1	3	2	1	1	1	1	1	1	1	1	1	1	1	3	1	2	3	4	2	5	1	1	1	1	1	2	3	4	1	1	1	5	1	3	1	7	2	5	2	2	2	3	1	5	3	2	5	3	4	1	1	6	1	6	1	1	2	5	3	3	6	3	1	1	2	1	4	4	2	6	2	7	1	11	4	12	2	5	1	2	5	2	1	2	6	2
2000	-596.276936790642822	-603.132424741602222	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.384130157991667	2	1	2	3	3	4	4	5	8	5	5	7	9	8	4	9	8	10	8	9	10	9	9	9	10	9	11	11	9	10	11	12	13	12	14	13	11	13	12	11	12	13	14	13	14	13	14	13	14	12	15	14	16	14	15	14	16	17	18	17	18	16	16	17	17	16	18	18	19	18	22	21	23	23	22	21	25	24	23	23	22	24	23	25	26	25	25	25	23	26	24	27	28	27	25	28	27	26	28	26	28	28	28	29	28	28	30	2	0	2	3	3	4	5	4	7	5	15	1	12	7	3	12	6	17	12	4	23	12	9	11	17	2	26	23	5	29	26	17	29	30	29	16	20	18	16	16	30	18	28	31	29	19	50	8	19	21	9	50	16	32	43	32	51	7	16	40	51	33	39	56	39	50	47	49	60	21	47	68	16	72	69	0	91	61	54	69	39	67	76	78	77	45	91	49	54	73	39	100	21	80	23	90	39	63	95	77	69	29	97	74	95	12	81	1	1	1	1	1	1	1	2	1	1	1	2	1	3	1	2	2	1	1	3	1	1	1	2	1	4	1	1	4	1	1	2	2	1	2	3	1	3	2	1	1	2	2	1	2	3	2	3	2	1	3	1	3	1	1	1	1	7	5	3	1	2	1	2	2	2	2	1	1	4	3	1	9	1	2	1	1	3	3	2	4	3	1	1	1	5	1	4	7	2	6	1	7	2	6	1	6	5	3	1	5	10	1	2	2	6	3
2500	-510.554259537629832	-517.409747488589232	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.402489348753405	2	1	3	3	3	4	3	6	8	5	7	7	8	9	7	8	5	10	8	8	7	10	9	9	9	9	12	11	10	10	12	12	13	13	11	13	11	14	13	11	12	14	14	12	14	12	13	14	16	14	15	15	16	14	16	14	16	17	17	17	18	16	16	17	18	15	17	18	18	18	22	20	22	21	21	21	25	22	23	24	23	25	22	25	25	26	25	25	26	24	24	28	26	26	26	28	28	26	26	24	29	28	28	29	30	31	30	2	0	2	2	1	1	2	5	10	1	7	3	1	21	6	8	7	10	21	8	8	15	12	21	11	6	6	10	13	6	22	4	26	18	29	29	8	39	31	17	9	18	18	10	44	20	4	35	18	21	10	21	5	15	17	18	50	53	47	42	44	35	30	7	53	7	48	55	45	44	67	59	62	59	61	0	57	62	78	51	58	55	66	64	71	39	63	74	60	70	56	59	91	62	42	80	30	79	76	36	95	25	94	90	96	71	87	1	1	1	1	1	1	1	2	1	1	2	2	3	1	1	1	1	2	1	1	1	2	1	1	1	2	4	3	1	3	1	4	2	1	1	2	2	1	1	3	2	2	2	3	1	2	4	2	4	4	6	4	7	3	5	2	1	1	3	1	3	3	2	7	1	6	1	1	2	4	3	2	3	1	1	1	5	2	1	4	2	4	3	3	1	6	4	2	2	2	6	6	1	6	6	2	10	2	3	4	1	8	1	3	1	8	2
3000	-591.379436711570179	-598.234924662529579	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.434447937359418	2	0	3	3	4	5	4	4	6	5	7	7	9	7	8	8	8	10	9	8	10	9	9	9	11	10	11	11	11	10	11	11	13	10	12	14	10	14	13	12	12	13	14	13	14	13	13	15	13	13	16	15	15	14	15	16	16	17	18	17	18	15	15	17	18	17	18	20	19	18	22	21	20	22	19	21	26	23	24	24	24	25	24	25	25	23	25	24	23	24	26	27	27	27	26	27	28	25	27	26	29	27	28	30	30	31	29	2	0	2	1	3	8	2	1	10	2	10	6	14	10	9	14	7	15	8	1	16	7	10	12	16	20	13	19	15	2	24	24	41	20	32	26	16	18	31	37	11	17	27	30	12	29	22	7	20	12	10	30	43	41	34	7	32	42	42	21	54	35	27	20	54	32	33	27	43	56	66	22	56	37	40	0	65	68	51	60	74	41	66	88	73	56	80	71	1	55	11	85	85	81	72	84	67	68	90	73	60	2	31	86	99	87	37	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	2	2	1	2	2	1	1	1	1	1	2	5	1	1	1	1	1	1	1	3	1	1	1	3	1	2	2	1	2	4	1	2	4	3	1	1	4	6	2	2	2	4	2	2	2	4	2	3	3	5	1	2	3	6	1	7	3	1	4	1	4	4	2	6	3	1	3	3	1	1	6	5	9	1	1	2	3	1	5	2	1	3	5	14	8	3	1	5	10
3500	-584.794204253578641	-591.649692204538042	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.417625194906238	2	1	3	4	3	4	4	6	9	5	7	6	8	8	8	8	7	9	8	10	8	10	10	9	10	9	10	10	10	11	10	11	13	12	12	13	11	14	11	10	10	13	13	13	12	13	13	13	14	14	16	14	16	14	15	15	15	15	18	17	19	16	17	17	17	15	16	18	18	18	21	20	23	19	21	19	26	22	23	25	24	24	24	23	26	27	25	24	25	24	25	27	27	26	24	27	28	27	27	27	29	27	28	29	28	31	28	2	0	1	2	2	2	3	6	14	1	1	1	6	11	4	5	12	2	7	14	6	21	11	7	5	6	2	21	14	14	4	19	21	9	23	31	9	34	4	15	4	31	29	25	25	22	28	2	31	39	50	4	38	43	11	22	25	33	27	17	33	36	16	4	31	20	46	51	29	2	76	58	61	35	66	0	91	74	75	78	18	58	52	60	69	35	75	75	54	78	50	68	31	34	28	82	91	87	75	58	78	47	77	83	73	19	91	1	1	1	2	2	2	1	1	1	2	3	2	2	1	2	2	1	4	2	1	2	1	1	2	5	3	4	1	1	1	4	1	2	2	1	1	1	1	3	1	3	1	2	1	1	2	2	4	2	2	2	4	1	1	5	3	3	2	6	6	4	1	4	6	3	2	1	1	3	7	1	3	2	4	3	1	1	2	1	2	10	5	4	3	3	7	2	2	7	1	3	5	9	5	7	2	1	1	4	6	4	8	1	2	2	11	1
4000	-463.829730887783114	-470.685218838742514	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.439072788782687	1	-1	4	3	3	5	1	5	9	5	8	5	8	9	7	7	7	10	9	8	10	10	9	9	10	9	11	10	10	10	11	11	12	12	14	14	12	13	12	12	12	15	13	11	14	12	13	13	14	13	15	15	16	14	15	16	16	18	17	17	18	14	14	18	17	17	18	17	20	17	23	21	21	22	20	22	25	23	23	23	24	24	23	24	25	23	25	25	24	25	25	27	27	25	27	27	27	26	27	26	28	27	29	28	29	32	30	2	0	5	7	2	4	2	1	13	4	2	4	17	6	5	12	12	26	15	1	26	5	15	13	6	13	19	20	9	6	11	10	20	32	39	9	22	11	11	11	18	46	31	11	24	19	23	31	12	44	29	15	40	30	50	47	21	16	29	35	56	39	9	50	9	28	53	55	61	62	58	35	39	66	60	0	75	66	45	75	54	53	69	73	78	60	71	34	6	73	54	84	79	64	23	100	17	82	100	66	93	33	18	100	98	42	97	1	1	1	1	2	1	1	2	1	1	3	1	1	2	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	3	2	2	2	1	1	2	1	2	2	2	1	1	1	1	3	2	2	1	4	1	2	4	2	2	1	1	3	7	3	2	1	2	2	3	2	2	2	1	1	2	3	4	4	1	1	1	2	4	4	2	6	4	2	2	1	3	2	5	11	2	5	1	2	3	8	1	5	1	1	4	1	6	8	1	2	5	1
4500	-560.845829386054106	-567.701317337013506	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.441281434110459	1	0	3	3	4	5	4	3	8	6	7	6	9	8	8	8	7	9	9	10	10	9	9	9	9	9	12	9	9	11	12	11	13	11	13	13	12	12	12	11	13	14	14	13	13	13	12	15	14	14	15	15	13	14	16	16	16	18	18	18	17	15	14	18	17	17	17	20	20	19	23	20	23	21	22	20	26	24	24	25	23	24	23	24	26	26	25	25	25	25	26	28	28	26	27	27	27	26	27	26	29	27	26	28	29	32	30	2	0	1	1	1	3	8	1	12	4	3	4	11	5	6	7	12	17	6	9	2	2	10	16	6	10	32	7	12	19	26	29	20	17	13	39	3	21	21	4	21	26	46	32	21	23	23	13	8	32	21	26	32	22	5	42	52	20	21	31	26	50	28	39	62	39	37	52	65	53	59	55	21	70	59	0	76	15	75	71	74	59	68	64	87	28	84	42	71	37	70	86	78	79	70	79	2	79	85	69	65	63	39	89	97	86	105	1	1	1	2	2	1	1	1	1	2	1	1	1	2	1	2	1	1	2	1	5	3	1	1	2	2	1	3	2	1	1	1	2	2	1	1	3	1	1	2	1	2	1	1	1	3	2	4	5	1	2	3	1	3	6	1	1	5	3	3	3	1	2	2	1	2	2	3	1	4	3	2	7	1	3	1	3	7	1	1	1	2	1	2	1	9	1	6	1	6	3	1	2	1	5	1	12	1	1	2	6	8	7	1	1	4	1
