step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114
1	-8491.243912493191601	-8489.781830408672249	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.221706017027134	0	3	3	3	4	5	6	6	6	7	8	8	10	7	9	8	8	9	10	10	10	10	11	9	10	12	11	10	11	12	11	11	11	11	12	11	11	13	13	12	15	12	11	12	11	14	14	15	13	12	13	12	15	14	15	14	14	15	13	14	14	13	13	13	14	15	14	15	17	15	15	15	16	16	16	16	15	15	17	16	15	17	17	16	16	17	17	16	17	16	17	16	16	18	18	18	18	17	19	18	19	20	20	20	20	21	24	21	23	25	24	25	25	30	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	3	3	3	4	4	4	5	4	5	4	4	5	5	5	5	5	6	5	5	6	6	5	6	6	6	6	6	6	6	6	6	7	7	6	8	6	6	6	6	7	7	8	7	6	7	6	8	7	8	7	7	8	7	7	7	7	7	7	7	8	7	8	9	8	8	8	8	8	8	8	8	8	9	8	8	9	9	8	8	9	9	8	9	8	9	8	8	9	9	9	9	9	10	9	10	10	10	10	10	11	12	11	12	13	12	13	13	15
500	-2029.521542342016119	-2026.471714722765910	-3.049827619250192	0.000010019539495	0.000056795160919	5.668440245952096	0.258612656766163	0	3	4	3	2	4	7	5	4	7	9	7	7	6	10	5	7	9	10	9	7	10	8	10	10	12	9	10	11	12	11	12	8	10	13	12	12	14	14	12	15	12	11	9	11	14	14	15	12	9	12	11	15	11	15	15	14	15	14	15	15	10	14	14	15	14	15	15	18	15	16	16	15	16	17	16	13	15	17	17	15	18	15	16	16	17	17	17	18	17	17	17	16	19	18	18	17	18	20	19	20	21	20	21	20	22	25	22	24	26	25	26	25	30	0	0	1	1	1	4	4	5	5	16	6	8	5	6	8	6	14	8	8	33	5	12	13	13	17	10	13	13	44	16	17	45	8	23	24	25	17	20	40	21	23	34	17	13	17	34	20	34	34	16	23	21	20	13	50	25	21	21	23	23	43	44	29	23	23	16	21	44	23	21	12	23	50	20	20	54	54	37	29	29	63	64	54	16	41	64	64	21	44	21	8	16	25	34	21	20	54	62	53	27	77	50	13	83	77	73	54	0	50	54	97	30	100	0	1	1	4	2	1	1	2	2	1	2	3	1	3	1	3	1	1	2	3	1	4	1	1	2	2	2	1	2	1	4	4	1	2	2	3	2	3	2	1	2	3	1	2	2	2	3	2	2	1	3	2	3	3	2	3	5	4	4	4	4	3	1	2	6	5	6	3	2	7	4	6	4	3	4	5	2	1	2	4	4	1	3	3	6	1	2	2	5	7	6	7	8	4	7	10	7	6	6	2	9	7	10	7	6	4	5	12	1	11	11	7	11	6	1
1000	-1602.525596629701568	-1599.197544964132248	-3.328051665569414	0.000010072311884	0.000068492061981	6.800033872187525	0.435067330303975	0	1	4	3	4	4	5	6	6	7	8	9	8	6	10	6	7	8	10	8	9	9	10	9	8	11	10	10	12	11	10	12	11	12	12	12	12	14	12	10	16	13	11	10	9	13	15	15	13	9	14	11	15	11	15	14	14	15	12	14	14	13	11	13	15	15	14	14	18	16	15	16	17	16	16	16	14	15	17	17	16	17	14	16	15	17	16	13	18	16	17	16	17	18	19	18	16	18	19	19	19	21	20	21	20	20	25	18	23	26	25	26	26	30	0	0	2	1	2	4	4	5	5	16	14	5	9	6	5	6	14	5	9	5	9	5	13	13	17	10	13	13	44	50	17	45	20	23	24	25	25	33	40	21	59	23	25	13	17	34	20	64	23	16	34	21	33	27	50	25	39	21	23	59	43	44	44	23	64	50	40	29	23	40	20	64	66	47	20	54	54	37	62	63	63	64	54	30	60	64	64	40	44	21	71	16	37	72	20	75	54	62	75	77	54	50	85	83	97	92	54	0	50	97	97	92	105	0	1	1	1	1	1	1	1	1	1	1	1	2	2	1	4	1	1	2	2	2	2	3	1	1	1	2	2	1	1	1	1	1	2	1	1	2	2	1	1	1	2	2	2	1	1	1	4	1	2	1	1	1	1	1	4	4	1	4	1	1	3	2	1	3	1	3	2	1	7	6	4	2	1	1	2	2	2	2	2	3	2	3	2	3	1	2	2	2	6	4	2	7	2	1	8	2	4	4	2	4	8	9	3	5	3	3	12	1	10	6	6	8	4	1
1500	-1421.612344131758391	-1418.545649402958134	-3.066694728800176	0.000010148070444	0.000058185757521	5.733676943275249	0.486457072229841	1	4	3	3	3	5	7	6	6	7	9	8	7	7	9	6	8	9	10	9	10	9	9	9	9	10	11	10	11	12	11	12	11	11	10	11	12	13	13	12	15	12	12	9	11	14	15	15	13	12	13	11	16	12	16	15	15	16	12	14	14	14	13	13	14	14	15	14	18	15	15	15	16	16	17	16	15	13	17	16	15	17	16	16	16	17	16	17	16	17	17	15	16	18	19	19	18	18	20	18	20	21	20	20	20	21	25	20	24	26	25	26	26	30	0	0	1	1	1	4	4	5	5	16	14	8	9	6	8	6	14	9	15	9	12	9	13	13	17	10	13	13	44	16	17	45	20	23	24	25	25	20	21	21	59	23	25	13	17	34	20	64	23	16	34	21	38	27	30	78	39	21	23	59	43	44	44	23	64	50	40	44	23	52	20	64	92	47	53	54	54	37	62	63	63	64	54	30	60	64	64	40	44	70	71	30	78	72	20	75	77	62	75	54	54	66	85	83	97	92	83	0	50	105	97	92	105	0	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	2	1	2	1	1	1	2	1	1	1	1	2	3	2	1	1	1	1	2	2	3	2	1	2	2	2	2	1	2	4	1	2	2	1	1	1	1	2	2	1	2	2	1	1	3	2	2	1	2	1	2	6	2	4	1	1	1	1	2	1	1	2	1	2	2	3	3	1	2	2	2	4	1	1	2	2	2	6	2	1	2	2	2	7	5	3	2	1	2	9	1	10	3	7	7	3	1
2000	-1280.963511843915512	-1278.158881139678897	-2.804630704236525	0.000010189339462	0.000048567688854	4.766519854936864	0.635791459067813	1	0	3	3	5	5	6	6	6	8	9	7	8	7	7	7	8	10	10	10	10	10	10	10	9	10	11	10	12	13	12	12	11	11	12	11	11	12	13	12	16	12	11	10	11	14	14	16	13	12	13	12	15	12	14	15	14	15	12	14	14	14	12	14	15	16	14	15	17	16	15	16	15	16	16	16	15	13	17	15	16	17	14	16	17	17	18	16	16	17	17	14	17	19	17	18	17	17	19	17	19	21	19	21	21	18	25	21	24	26	23	26	24	29	2	0	1	2	1	4	4	5	5	16	6	8	5	6	9	6	14	9	9	5	5	12	13	13	17	10	13	13	44	50	17	45	20	23	24	25	25	20	21	21	59	23	25	13	17	34	20	64	23	16	34	21	20	13	30	78	39	21	23	59	43	44	44	23	64	30	40	29	23	40	20	64	92	47	53	54	54	37	62	63	63	64	54	55	60	64	64	67	68	70	71	50	78	72	47	53	77	62	75	77	83	92	85	101	97	92	83	0	92	113	97	106	105	0	1	1	1	1	2	1	1	1	1	1	2	1	3	1	1	1	1	2	2	2	2	2	1	1	1	1	2	1	1	1	2	1	1	1	2	2	1	1	1	1	2	1	1	1	2	2	2	1	2	2	1	1	3	2	1	1	1	2	1	1	1	2	2	2	1	2	1	2	5	3	2	1	1	1	1	2	2	2	2	2	1	2	2	1	2	1	2	1	1	1	1	1	2	2	2	1	1	2	1	1	5	3	2	1	2	2	8	1	8	1	5	5	2	1
2500	-1232.277889238141597	-1229.723638675033499	-2.554250563108170	0.000010417587204	0.000040942530350	3.930135601165587	0.626382012438300	1	0	3	3	4	5	6	6	6	8	8	8	8	7	8	7	8	9	9	10	9	10	10	10	9	10	12	11	12	12	11	11	12	12	12	11	12	13	13	12	15	12	11	11	9	14	14	15	13	12	14	13	14	13	16	15	15	15	13	14	14	13	13	13	14	15	13	15	16	15	14	15	17	16	16	16	15	14	15	17	15	16	17	16	16	16	16	16	17	17	17	14	16	17	17	18	18	16	19	18	17	21	20	20	20	19	24	21	22	24	24	26	23	31	2	0	2	1	2	4	4	5	5	16	14	8	5	6	9	6	14	5	9	12	12	8	13	13	17	10	13	13	44	16	17	45	20	23	24	25	25	20	21	21	59	23	25	13	17	34	20	64	23	16	34	40	20	13	30	78	39	67	23	59	43	44	44	23	64	50	21	44	23	52	20	64	92	47	53	54	54	37	62	63	63	64	54	50	59	64	64	67	68	70	71	50	78	72	74	75	77	79	53	77	54	106	85	101	97	92	101	0	92	113	97	106	105	0	1	1	2	1	3	1	1	2	1	1	1	1	2	2	1	1	1	3	2	1	1	2	1	1	1	1	2	2	1	2	2	1	2	1	1	1	2	2	2	1	1	1	1	1	1	1	2	1	2	2	1	1	2	2	2	1	1	1	2	1	2	1	2	2	1	2	2	2	2	1	2	1	1	1	1	2	1	1	1	2	1	2	1	2	1	2	2	2	1	1	2	1	1	1	1	1	3	1	2	1	4	1	2	2	2	2	5	1	6	1	4	3	2	1
3000	-1189.789296903101558	-1187.053184072431350	-2.736112830670292	0.000010742012974	0.000048655487748	4.529457175672835	0.656861197554089	1	0	2	3	5	5	5	6	7	8	9	8	8	7	9	7	9	10	10	10	10	11	10	9	10	13	9	11	12	11	12	12	12	11	12	11	11	12	13	13	14	12	12	10	11	15	12	15	13	11	12	13	15	14	16	14	14	15	12	15	15	14	13	13	15	16	14	14	18	16	14	15	16	15	17	15	16	16	16	17	15	17	16	15	17	16	17	16	17	17	17	14	17	19	18	18	17	17	19	18	19	21	19	20	20	20	24	22	24	25	23	25	24	31	2	0	2	1	1	4	4	5	5	16	14	8	9	6	5	6	14	5	5	12	12	12	13	13	17	10	13	27	44	16	17	45	20	23	24	25	25	20	21	21	59	23	25	13	17	34	20	64	23	16	23	21	71	13	84	37	39	21	23	41	43	44	44	23	64	50	40	29	49	52	20	64	92	47	53	54	54	56	62	81	63	64	54	50	60	64	64	52	68	70	71	50	78	72	74	53	54	79	96	77	54	106	85	101	97	92	104	0	92	105	105	109	105	0	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	2	2	1	1	2	2	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	2	1	2	1	4	1	1	1	2	1	1	2	1	2	1	1	2	1	1	3	1	2	1	2	2	1	1	1	1	1	1	1	3	1	2	1	2	2	2	2	1	2	1	1	2	1	1	1	1	1	1	3	1	1	1	2	3	2	1	5	2	2	1	2	1
3500	-1143.568345086813451	-1140.969811686391040	-2.598533400422312	0.000011465105504	0.000046687882628	4.072172088601559	0.644242522122683	1	0	3	1	4	5	5	6	6	8	8	7	7	6	9	7	8	9	10	10	10	10	10	10	9	12	12	10	12	11	11	12	12	12	13	11	11	14	12	12	14	12	11	11	11	14	15	16	13	13	13	12	15	15	15	14	14	16	13	15	15	13	13	14	15	15	14	15	16	15	14	16	17	16	17	16	16	15	16	17	15	17	17	17	16	16	16	16	17	16	16	16	17	18	18	18	17	17	19	18	19	21	21	20	21	20	24	22	24	24	23	26	24	31	2	0	2	2	2	4	4	5	5	16	14	5	9	6	9	6	14	9	9	12	12	12	13	13	17	10	13	13	44	16	17	45	20	23	24	25	25	20	21	21	59	23	25	13	17	34	20	64	23	30	34	21	71	27	30	37	39	40	23	41	43	44	44	23	64	50	40	44	49	52	20	64	92	47	53	54	54	56	62	63	63	64	54	55	60	64	64	67	68	70	71	66	78	72	74	75	54	62	75	77	54	106	85	101	97	92	101	0	92	105	105	109	105	0	1	1	1	1	2	1	2	2	1	1	1	2	1	1	2	1	1	2	2	2	2	1	1	1	1	2	3	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	1	2	1	1	1	1	2	2	1	1	2	1	1	2	1	1	3	1	1	1	1	3	1	1	2	1	1	2	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	2	1	3	1	2	3	2	1	5	2	1	1	2	1
4000	-1112.529620907463823	-1109.941825014704818	-2.587795892759079	0.000012436871253	0.000050213940622	4.037505864719167	0.741141454565257	1	0	3	3	4	5	5	7	6	8	9	8	9	7	10	7	8	8	9	10	10	11	10	10	10	12	12	11	12	12	12	11	12	12	12	11	11	14	12	12	15	11	11	11	10	15	13	15	12	13	14	13	15	14	14	14	14	14	13	14	14	13	13	13	15	15	14	15	18	15	13	16	16	17	17	17	16	15	15	16	15	16	17	16	16	17	18	16	17	16	17	14	16	18	19	19	18	17	19	19	19	19	20	21	21	18	24	20	23	25	24	25	24	30	2	0	1	1	2	4	4	5	5	16	14	9	9	6	9	6	14	5	5	8	12	12	13	13	17	10	13	13	44	16	17	45	20	23	24	25	25	20	21	21	59	23	25	13	17	34	20	64	23	30	34	40	71	13	30	37	39	40	23	59	43	44	44	23	64	50	40	44	49	52	20	64	92	47	53	54	54	56	62	63	63	64	54	55	60	64	64	67	68	70	71	30	56	72	74	75	54	79	75	77	83	106	85	101	97	92	101	0	106	105	105	109	105	0	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	2	1	1	1	2	2	1	1	2	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	2	2	2	1	1	1	2	1	1	1	1	1	3	1	1	2	1	1	3	2	2	3	2	1	3	3	1	1	2	1
4500	-1022.623786529814993	-1020.421217304662946	-2.202569225152102	0.000015545544906	0.000044841484178	2.884523151132606	0.791046379950401	1	0	3	3	5	5	6	6	7	8	9	7	9	6	9	7	8	9	10	10	9	10	11	10	10	12	11	11	12	11	11	11	12	12	12	12	12	12	13	12	15	12	11	11	10	14	13	14	13	13	14	13	15	13	14	14	14	14	13	14	15	13	13	13	15	15	14	16	18	15	13	15	17	16	17	16	15	16	16	15	16	17	15	16	15	17	17	17	17	16	18	16	17	18	19	18	17	17	19	19	19	21	20	20	21	20	25	21	24	26	24	25	25	31	2	0	2	1	1	4	4	5	5	16	14	5	5	6	9	6	14	9	5	12	12	12	13	13	17	10	13	13	44	16	17	45	20	23	24	25	25	20	21	21	59	23	25	13	17	34	20	64	23	30	34	21	20	13	30	37	39	40	23	59	43	44	44	23	48	50	52	44	49	52	20	64	92	47	53	54	54	56	62	63	63	64	54	55	60	64	64	67	68	70	71	66	78	72	74	75	77	62	75	77	83	106	85	101	97	92	104	0	106	105	105	109	105	0	1	1	2	1	2	1	1	1	1	1	2	1	3	1	1	1	1	2	2	2	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	2	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	2	1	2	1	2	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	1	1	2	2	1	2	2	1	2	2	1	2	1	2	2	3	1	2	3	1	1	2	1
