step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93
1	-7648.090121899490441	-7646.628039814971999	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.867077272451305	-1	0	2	5	3	6	6	9	8	9	9	9	11	13	11	13	12	14	12	13	13	15	15	15	17	16	18	18	18	20	22	23	20	21	22	23	24	24	26	26	27	27	28	30	30	31	32	32	32	32	32	33	32	32	33	34	33	34	34	34	35	33	35	35	35	36	36	36	35	36	36	36	36	37	40	38	37	39	37	38	39	39	39	41	41	44	43	46	47	47	50	49	51	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	2	4	4	5	5	5	5	5	6	7	6	7	7	8	7	7	7	8	8	8	9	9	10	10	10	11	12	12	11	11	12	12	13	13	14	14	14	14	15	16	16	16	17	17	17	17	17	17	17	17	17	18	17	18	18	18	18	17	18	18	18	19	19	19	18	19	19	19	19	19	21	20	19	20	19	20	20	20	20	21	21	23	22	24	24	24	26	25	26
500	-2396.378454871134181	-2393.558438533911612	-2.820016337222768	0.000010011060199	0.000048259593143	4.820627604351913	0.147293153657796	-1	0	0	4	1	7	6	6	7	8	8	10	9	12	11	12	13	12	12	14	12	14	15	16	17	13	17	16	16	18	22	23	20	20	19	23	23	24	27	23	26	27	27	30	31	32	32	32	33	33	33	33	32	32	34	34	33	35	34	34	35	33	35	36	35	37	36	37	35	35	37	36	37	37	40	39	38	40	37	39	38	40	40	41	41	44	44	47	48	48	51	49	51	0	1	1	1	3	8	5	5	7	8	5	9	9	9	10	9	9	8	9	16	9	14	13	20	9	13	23	9	26	26	30	35	29	26	26	30	29	29	30	26	26	36	23	35	40	40	26	34	42	40	40	26	40	40	40	0	30	30	34	35	18	0	35	26	26	42	18	40	26	25	2	26	30	4	40	32	8	18	4	26	4	14	40	40	18	43	4	34	18	18	28	4	40	1	1	1	3	1	1	2	2	1	2	3	2	1	4	2	3	3	4	2	1	3	1	3	1	5	2	1	6	2	3	2	3	2	4	4	2	6	4	7	7	7	3	8	6	5	7	10	6	4	8	7	11	9	5	10	1	11	9	9	11	12	1	11	16	11	7	13	12	15	12	22	15	15	16	13	10	18	18	12	18	13	20	14	13	14	14	26	17	19	22	23	21	23
1000	-2156.097987876656589	-2153.425856005585501	-2.672131871071047	0.000010012585236	0.000043191689195	4.313739975960409	0.129348795227950	-1	0	2	6	3	6	6	8	8	8	10	10	11	13	10	12	12	15	12	13	14	16	14	15	17	16	18	18	17	20	23	23	19	21	22	22	25	25	26	23	27	24	27	30	31	31	32	33	32	33	33	33	32	33	34	34	33	34	34	35	35	33	35	35	36	36	35	37	33	36	37	37	37	37	40	38	37	39	36	39	40	40	40	41	40	44	43	47	45	47	51	49	52	0	1	1	2	3	5	5	5	7	6	8	9	9	13	10	9	13	8	9	9	16	14	9	13	24	23	16	9	23	26	30	30	29	26	23	30	33	29	40	34	23	23	40	42	40	40	36	42	42	40	40	42	40	40	43	0	35	42	41	23	4	0	42	40	42	41	4	40	42	4	4	42	41	4	40	42	4	28	4	40	4	23	40	40	4	40	3	40	3	4	40	8	40	1	1	1	3	1	2	2	3	1	1	1	1	2	1	1	2	1	4	2	3	1	2	4	2	1	1	3	5	2	2	1	1	1	3	4	1	6	3	2	1	8	5	4	4	4	5	6	5	3	4	6	5	6	5	7	1	6	6	4	12	16	1	7	9	9	5	14	12	4	13	19	6	7	15	12	7	18	18	14	14	14	15	11	12	13	14	27	13	17	20	19	23	22
1500	-2048.298576590280391	-2045.866446513771052	-2.432130076509248	0.000010026795790	0.000035604150505	3.550900133070158	0.140901979043632	-2	0	2	6	3	6	5	8	7	9	9	10	11	11	11	12	13	12	12	13	13	15	15	15	17	16	19	18	18	20	22	23	20	19	23	24	24	25	25	23	27	26	28	30	29	28	31	32	30	32	31	31	33	32	33	34	34	33	35	35	36	32	36	36	35	36	37	37	36	35	35	37	36	37	41	39	38	40	37	37	40	40	39	42	42	45	43	47	47	47	51	50	51	0	1	1	1	3	1	3	5	7	6	6	9	9	9	10	7	14	8	9	14	14	16	9	14	20	23	23	24	16	26	34	34	29	26	26	34	33	29	40	31	30	36	40	30	40	40	44	42	41	40	45	41	45	45	50	0	44	42	49	46	18	0	49	40	35	52	18	46	52	4	4	48	48	6	40	48	18	6	4	40	18	46	46	46	4	46	8	46	3	4	46	18	51	1	2	2	4	1	4	1	2	1	2	1	2	2	3	1	4	1	3	2	2	1	2	5	2	2	1	2	2	2	2	2	3	1	2	4	3	3	4	1	1	4	1	2	4	2	4	1	5	2	4	1	1	2	2	1	1	2	4	3	7	15	1	3	8	6	2	16	7	4	11	15	4	3	14	12	4	17	24	15	13	14	7	10	11	16	12	30	11	22	22	18	19	18
2000	-1957.487599763345315	-1954.408079292930097	-3.079520470415289	0.000010163643858	0.000058782107355	5.783566226495157	0.168553338194532	-3	0	2	6	3	5	6	7	7	10	9	9	10	11	12	13	13	14	13	13	13	12	13	16	18	16	17	18	18	18	21	24	20	21	22	24	24	25	25	23	27	27	28	30	29	28	33	30	33	32	32	33	32	33	34	33	32	35	35	34	35	33	36	35	36	37	37	36	35	36	36	37	37	37	41	38	37	39	36	38	39	39	40	41	41	44	43	46	48	46	50	49	52	0	1	2	2	3	5	5	5	7	6	5	9	9	9	10	9	14	8	9	14	9	14	14	20	20	23	23	20	26	26	26	31	29	30	26	35	33	29	40	31	36	35	40	36	46	40	41	42	48	45	46	48	45	45	50	0	26	48	48	45	18	0	49	40	69	52	4	46	48	4	4	49	49	11	40	65	4	18	4	40	11	46	40	46	21	46	4	46	16	4	40	18	46	1	2	1	3	1	1	2	2	1	3	2	1	2	2	1	4	1	4	3	1	3	1	1	2	3	2	3	3	2	1	2	1	1	2	3	1	1	4	2	1	1	1	2	3	1	3	3	2	2	1	2	2	2	2	1	1	9	4	2	3	10	1	2	7	1	2	14	4	3	12	17	2	2	19	10	2	15	20	13	10	18	7	10	10	15	11	27	10	22	17	14	20	15
2500	-1962.446637489390923	-1959.352847689907776	-3.093789799483059	0.000010375942733	0.000060588861980	5.839359713222809	0.189542445606480	-1	1	1	4	2	7	5	9	9	9	7	10	10	13	11	13	11	14	13	13	14	15	15	16	18	16	19	18	18	18	23	24	20	22	21	23	25	24	26	24	27	27	28	31	30	28	33	30	32	32	32	34	32	32	34	35	33	33	35	34	33	34	35	35	35	37	36	35	33	36	37	37	35	38	40	38	38	40	37	38	40	40	39	42	41	45	44	46	47	48	51	50	51	0	1	1	2	3	5	5	5	7	6	5	9	9	13	10	13	9	8	9	13	13	9	13	20	20	23	23	24	24	26	30	30	29	26	27	34	33	29	40	34	36	36	40	34	46	40	44	42	48	45	46	49	45	45	50	0	34	48	49	50	8	0	58	40	69	52	4	46	48	11	11	63	58	2	46	65	18	11	4	46	4	51	46	46	8	46	4	64	4	4	46	8	46	1	2	1	2	1	2	1	2	2	2	3	1	1	1	2	2	1	4	2	2	2	2	2	2	2	1	2	1	1	2	2	3	2	3	1	1	2	2	1	1	2	3	2	6	1	2	1	1	2	1	2	2	1	1	1	1	6	2	2	1	8	1	1	8	2	2	15	5	2	15	19	2	2	17	5	2	16	20	13	5	19	3	7	9	12	10	27	5	23	19	13	25	14
3000	-1841.495826715965222	-1839.438310769636928	-2.057515946328379	0.000010860586014	0.000027062601337	2.491817780466052	0.230108190960899	-1	0	2	5	3	7	6	9	8	9	9	9	10	11	11	13	12	14	12	13	12	16	15	15	17	16	19	18	19	19	23	23	21	20	22	23	24	24	26	25	27	28	27	28	30	29	32	30	32	31	31	33	32	32	33	33	33	35	34	34	35	33	35	33	36	36	37	34	34	36	35	37	37	37	39	38	38	40	36	39	39	40	39	42	41	45	43	47	47	47	50	49	51	0	1	1	2	3	5	5	5	7	6	5	9	9	9	10	13	14	8	13	9	13	14	16	20	14	23	23	24	26	26	30	34	29	26	30	34	33	29	40	31	34	41	40	34	46	40	44	42	48	45	46	48	45	45	50	0	47	48	48	50	11	0	48	40	69	52	11	40	49	8	3	58	63	11	46	52	3	8	11	68	8	64	64	46	8	68	11	86	8	8	64	11	64	1	1	2	3	1	2	2	3	1	1	3	1	1	2	2	2	1	3	1	3	1	3	1	1	4	1	4	2	2	1	3	2	1	3	2	1	2	3	1	1	3	1	1	6	1	2	2	1	2	1	1	1	1	1	1	1	1	4	2	1	14	1	2	4	2	2	14	5	2	14	20	2	1	10	5	2	17	19	12	4	14	4	4	9	11	7	21	1	22	16	11	22	11
3500	-1717.144535987481731	-1714.871168955020721	-2.273367032460913	0.000011985671937	0.000036962403657	3.083882476509623	0.229345882394446	-3	1	3	5	4	7	6	9	7	8	9	9	10	13	11	14	13	11	12	12	14	15	15	15	18	16	19	19	17	20	21	23	20	20	22	22	24	23	27	26	26	27	28	29	30	29	31	30	31	32	32	34	33	33	34	32	33	34	33	35	36	30	35	34	35	36	36	33	32	33	35	35	37	36	40	38	36	40	38	38	39	39	39	42	38	44	44	44	48	48	50	50	52	0	1	2	2	3	5	3	5	7	6	5	9	9	9	10	13	13	3	13	13	9	16	14	16	20	14	23	24	14	26	14	34	29	26	26	30	33	29	40	35	36	36	40	41	46	40	41	42	48	45	40	49	45	45	50	0	47	49	48	50	18	0	48	46	69	52	18	51	48	18	18	48	72	8	64	69	3	4	18	68	18	51	51	68	18	68	18	84	62	4	80	3	84	1	1	1	3	1	2	2	3	1	1	2	1	1	4	2	2	1	5	2	1	4	1	1	1	2	1	2	2	2	3	5	2	2	2	4	1	2	3	1	2	2	2	1	2	1	2	3	2	1	1	3	2	1	2	1	1	2	2	1	2	17	1	2	1	2	1	12	1	2	11	17	2	1	12	3	5	14	15	14	3	14	4	5	6	10	8	18	1	15	23	9	26	8
4000	-1556.141978508289640	-1554.197416092462618	-1.944562415826999	0.000013381773415	0.000029429785038	2.199244010913108	0.253826998647403	-1	0	1	6	3	6	6	9	8	9	9	10	11	13	12	13	12	14	12	12	14	13	15	15	16	14	18	17	18	19	22	23	20	21	20	23	23	24	26	25	28	27	28	29	30	32	32	31	32	32	33	33	32	33	34	33	33	34	35	34	35	30	35	35	36	36	36	37	34	36	35	36	36	38	40	38	36	38	37	38	39	40	39	41	42	45	43	46	48	46	50	49	50	0	1	1	2	3	5	5	3	7	6	5	9	9	9	10	9	9	8	13	9	9	13	13	20	14	13	23	24	26	26	35	34	29	35	26	35	33	29	40	35	36	36	40	26	40	40	35	42	48	45	40	48	45	45	50	0	44	49	48	45	8	0	49	51	69	52	44	51	48	4	8	48	58	8	51	65	4	8	4	68	8	51	51	46	62	68	8	80	62	3	80	8	68	1	1	1	2	1	3	3	4	1	1	3	1	2	3	2	3	2	2	1	2	3	1	2	2	1	2	1	1	2	3	1	1	1	1	4	1	2	3	1	3	3	2	2	7	3	3	7	3	1	1	3	1	2	2	1	1	2	2	2	2	15	1	1	1	2	1	5	2	2	8	15	2	1	14	4	1	14	13	15	1	12	4	3	6	8	4	16	3	15	20	8	27	7
4500	-1548.878799443524485	-1547.041962681662199	-1.836836761862256	0.000016704753128	0.000032227830529	1.929261107991226	0.284465869250848	-1	1	2	5	4	6	6	8	9	8	9	10	11	13	12	13	13	14	12	13	14	14	15	15	17	16	18	18	18	20	23	23	20	22	22	24	24	25	27	25	27	28	28	30	30	32	32	31	33	31	30	33	31	32	32	33	33	35	34	34	32	30	34	34	36	36	37	35	35	33	36	35	36	37	39	38	37	39	37	38	39	37	40	41	38	45	43	46	48	48	50	49	50	0	1	1	2	3	3	5	5	7	6	6	9	9	13	10	13	9	8	13	13	13	13	16	20	20	9	26	24	26	26	30	35	29	26	26	35	33	29	40	30	35	26	40	41	40	51	44	42	48	45	40	48	45	45	50	0	41	48	48	50	11	0	48	46	69	52	56	46	52	3	1	49	72	4	51	69	8	4	4	68	8	40	82	68	62	80	4	80	70	62	80	4	84	1	1	2	1	1	2	1	2	1	1	1	1	2	1	2	1	2	3	1	1	2	2	1	1	2	2	1	2	2	2	2	1	1	4	3	1	3	3	1	3	2	6	1	3	2	2	1	1	2	1	3	1	1	1	1	1	3	2	2	3	10	1	2	1	1	2	3	2	2	12	12	1	1	14	5	2	15	13	15	2	16	5	1	4	6	5	20	4	14	14	6	28	4
