step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106
1	-2498.873274008581120	-2497.411191924062223	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.042310645852889	0	1	1	2	1	2	3	2	4	2	3	3	3	3	4	3	5	3	3	6	4	4	4	4	4	4	4	4	6	5	4	5	5	5	6	6	5	5	7	5	5	5	5	5	5	5	5	5	6	6	6	6	6	6	7	6	9	6	6	6	6	7	7	6	8	7	8	7	7	9	8	7	8	7	8	7	8	8	8	8	8	8	8	8	9	10	10	9	9	9	9	10	9	11	11	11	11	10	10	12	10	13	11	11	12	14	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	3	2	3	2	3	3	3	3	3	3	4	3	3	5	3	3	3	3	3	3	3	3	5	4	3	4	4	4	5	5	4	4	6	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	6	5	7	5	5	5	5	6	6	5	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	8	8	7	7	7	7	8	7	8	8	8	8	8	8	9	8	10	8	8	9	11
500	-856.373152821827148	-853.366932524596109	-3.006220297231020	0.000010033651576	0.000055202418432	5.501727662487468	0.137430647578591	0	1	1	1	1	2	2	2	3	2	3	3	3	3	4	2	5	3	3	6	4	4	4	1	4	4	3	4	6	5	3	4	5	4	6	6	5	4	7	5	5	5	5	4	5	5	5	5	6	6	6	6	6	6	7	6	9	6	6	6	6	7	7	6	8	6	8	7	7	9	8	5	8	7	8	7	7	5	8	8	8	8	8	8	7	10	9	9	9	9	9	10	9	11	11	11	11	10	10	12	10	13	11	10	12	14	0	1	1	1	1	5	5	1	16	4	2	5	1	8	12	3	16	3	10	10	11	24	27	1	5	27	24	9	44	16	3	19	4	3	72	14	2	1	41	13	22	28	28	9	9	9	9	31	48	32	22	26	34	32	4	72	72	27	40	28	28	43	44	46	3	34	13	53	32	35	72	11	58	43	9	61	47	14	34	68	56	56	74	43	0	53	30	26	34	66	72	61	85	19	77	52	61	9	87	77	26	66	98	30	79	90	1	1	1	1	1	1	1	2	1	1	2	1	3	1	1	1	2	2	1	3	1	3	1	1	3	1	2	1	2	2	2	1	3	2	1	2	3	4	2	2	1	1	1	1	1	2	2	2	1	2	2	2	2	2	4	1	3	2	1	2	2	2	2	1	7	2	4	1	3	3	3	1	2	2	5	1	1	2	3	1	2	2	1	2	1	4	4	4	5	2	2	3	2	8	4	5	5	6	1	5	5	5	1	4	2	5
1000	-661.302823402831791	-659.146670618841881	-2.156152783989924	0.000010032843529	0.000027656809507	2.756627214149204	0.605177071334095	0	1	1	1	1	2	2	2	4	2	3	2	1	3	4	2	4	3	3	6	4	4	2	1	4	4	3	4	6	5	4	4	5	5	6	5	4	4	4	5	3	5	5	5	5	5	4	5	6	6	6	6	5	6	7	6	9	5	6	6	6	7	7	5	8	7	8	6	7	9	8	5	6	7	8	7	6	7	8	8	8	7	8	8	7	10	9	9	9	9	7	9	9	9	11	11	11	9	10	12	10	12	11	11	11	13	0	1	1	1	1	2	5	2	16	4	12	1	1	8	8	3	16	16	10	10	14	4	24	1	24	41	2	16	44	47	16	19	4	9	72	15	14	27	27	25	24	28	28	17	17	9	16	31	48	32	13	26	17	32	33	72	82	37	40	43	28	61	44	9	47	9	22	53	54	56	56	11	58	60	61	61	47	52	17	68	56	72	74	61	0	68	47	78	66	66	72	61	85	50	77	52	84	68	87	77	52	90	98	77	89	79	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	3	1	3	1	1	2	1	2	2	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	4	2	1	2	2	1	2	1	1	1	2	1	2	1	3	2	3	1	1	2	2	1	1	1	2	1	1	1	4	2	2	2	1	2	1	3	5	2	1	2	2	2	2	3	4	5	3	3	1	4	3	2	2	2	2	2
1500	-599.270246960264217	-597.463846690913101	-1.806400269351068	0.000010058111881	0.000018650625903	1.854286979883156	0.658280852845651	0	1	1	1	1	2	3	2	3	2	3	2	2	3	4	2	4	3	3	6	4	4	3	2	4	4	3	4	6	4	4	4	2	5	6	6	5	5	6	5	4	5	5	5	5	5	5	5	6	6	6	6	6	6	7	6	9	6	6	6	6	7	7	6	8	7	7	6	7	9	8	5	8	7	8	7	7	7	8	8	8	6	8	8	6	10	9	9	9	9	9	10	9	10	10	11	11	10	10	12	10	10	11	11	12	12	0	1	1	1	1	1	13	5	16	4	13	5	2	24	8	3	16	16	10	10	11	14	24	1	24	14	24	16	45	16	16	19	4	17	72	14	24	14	27	25	2	28	28	17	30	30	30	31	31	32	7	26	30	19	33	72	72	37	25	43	43	43	44	46	66	34	51	9	50	56	56	21	58	60	61	61	47	52	34	68	56	72	74	61	0	68	47	78	79	79	35	84	85	69	77	52	84	68	87	77	78	90	86	77	102	102	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	2	1	2	2	1	1	1	1	2	2	2	3	1	2	1	1	1	1	1	1	1	2	2	2	1	2	3	4	1	2	1	1	1	1	2	2	1	1	2	1	2	1	2	2	1	2	1	2	1	2	1	2	2	2	1	1	2	1	4	3	2	1	1	3	2	2	2	3	5	2	2	1	4	3	1	1	2	2	2
2000	-578.336036183704664	-576.383752330036714	-1.952283853667966	0.000010068472456	0.000022341057183	2.218912280964237	0.626220338059884	0	1	1	1	1	2	2	2	4	2	3	3	3	3	4	2	5	3	3	3	4	4	4	2	4	4	4	4	6	4	3	4	3	5	6	5	5	5	7	5	5	5	5	5	5	5	5	5	6	6	5	5	6	6	7	6	9	6	6	6	6	7	7	5	8	7	8	7	7	9	8	5	8	7	8	7	8	8	8	8	8	8	8	8	7	10	9	6	9	9	9	10	8	10	11	10	11	10	10	12	10	10	11	11	12	14	0	1	1	1	1	2	5	5	16	4	5	5	1	24	8	3	16	16	10	10	13	24	13	2	24	14	24	16	45	16	16	19	4	16	72	27	24	27	37	25	24	28	28	16	9	9	9	31	31	32	14	26	30	32	33	72	72	37	27	43	28	9	29	30	46	17	51	53	50	56	56	21	58	60	76	61	47	52	34	68	56	72	74	76	0	80	77	52	79	79	82	61	85	69	77	26	84	80	87	77	78	90	86	87	102	102	1	1	1	1	1	1	1	1	2	1	2	2	2	1	2	1	2	1	1	1	1	2	1	1	2	1	2	1	1	2	1	1	2	2	1	1	2	1	2	1	2	1	1	3	1	1	1	2	3	2	1	1	2	2	4	1	3	1	2	1	1	3	1	1	3	1	1	1	1	2	2	1	2	1	1	1	2	2	2	1	2	2	1	1	1	1	1	1	1	1	1	3	1	2	1	3	2	1	1	4	2	1	1	2	2	3
2500	-529.853840400109220	-527.928182747610549	-1.925657652498680	0.000010328405138	0.000022219293229	2.151280176683096	0.670396195654488	0	1	1	1	1	2	3	1	4	2	3	3	3	3	4	2	4	3	3	6	4	4	4	2	4	4	3	4	6	4	4	4	5	5	6	6	5	5	7	5	5	5	5	5	4	5	5	5	6	6	6	6	6	6	7	6	8	6	6	6	6	7	7	6	8	7	8	7	7	9	8	5	8	6	7	7	8	8	8	8	8	8	8	8	6	10	9	8	9	9	9	10	9	11	11	10	11	8	10	11	9	10	10	11	12	14	0	1	1	1	1	2	2	1	16	4	5	2	2	24	8	3	16	16	10	10	11	27	24	2	27	14	24	16	45	16	16	19	12	9	72	41	14	27	22	22	27	28	28	45	16	9	9	31	31	32	22	26	17	32	33	72	72	37	40	28	43	60	44	46	46	34	51	53	54	56	56	21	58	28	61	61	47	52	66	68	56	72	74	61	0	98	77	52	79	79	57	76	85	69	77	52	76	68	87	87	78	90	98	87	102	105	1	1	1	1	1	1	2	1	2	1	1	2	2	1	2	1	2	1	1	3	1	1	2	1	1	1	1	2	2	2	2	1	2	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	2	2	2	2	2	2	2	1	2	1	1	2	1	1	2	1	2	2	2	1	1	2	2	1	2	2	1	1	2	2	1	1	2	3	1	2	1	2	1	1	1	1	1	2	2	2	1	3	2	1	1	2	1	1	2	2	2	2
3000	-533.713874147434467	-531.993770413604921	-1.720103733829550	0.000010278486120	0.000016897060151	1.643924985981614	0.707219256274753	0	1	1	1	1	2	3	2	4	2	3	3	3	3	4	2	5	3	3	6	4	4	4	2	4	4	4	4	5	5	4	4	4	4	6	6	5	4	7	5	4	5	5	5	4	5	5	5	6	6	6	6	6	6	5	6	8	6	6	6	6	7	7	6	7	7	7	7	7	9	8	5	8	7	8	7	8	8	8	8	8	8	8	7	7	10	9	9	9	9	8	9	9	10	9	10	11	8	10	12	10	10	11	11	12	14	0	1	1	1	1	2	2	2	16	4	2	5	1	24	13	3	16	16	10	10	11	14	13	5	14	14	24	16	45	9	16	19	4	16	72	22	24	24	41	25	14	28	28	45	16	9	9	31	31	32	22	26	17	32	33	72	72	37	40	28	43	28	44	46	46	34	51	53	54	81	56	11	58	60	61	61	47	52	66	68	56	72	74	28	0	98	77	52	79	66	72	61	85	69	77	52	61	68	87	87	88	90	98	87	102	105	1	1	1	1	1	1	2	1	2	1	2	1	2	1	1	1	2	1	1	3	1	1	1	1	1	1	2	2	1	1	2	1	2	2	1	1	1	2	2	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	1	1	3	1	1	2	1	1	2	1	2	2	1	1	1	1	2	1	2	1	1	1	3	2	1	1	2	3	1	2	1	2	1	3	1	2	3	2	1	2	1	2	2	1	1	2	1	1	3	1	2	2
3500	-556.515093334224048	-554.572028151686482	-1.943065182537534	0.000010626041196	0.000023328788159	2.195435508648860	0.704426326495005	0	1	1	1	1	2	2	2	4	2	3	2	3	3	1	2	4	3	3	5	4	4	4	2	4	4	4	3	6	5	3	4	5	5	6	6	5	5	5	5	5	5	5	5	4	5	5	5	5	6	6	6	6	6	6	6	9	6	6	6	6	7	7	6	8	5	8	7	7	9	8	5	8	7	8	7	8	8	8	8	8	8	8	8	8	10	9	9	9	9	9	10	9	11	11	11	11	8	10	12	9	11	11	11	12	14	0	1	1	1	1	2	2	15	16	4	7	1	7	24	1	3	16	16	10	10	11	24	24	5	24	24	24	16	9	17	16	19	4	16	72	27	27	23	27	25	14	28	28	45	16	16	9	31	31	32	14	27	30	32	33	72	72	41	25	43	43	43	44	46	46	17	51	53	32	56	56	21	58	43	76	61	47	52	17	68	56	72	74	28	0	98	77	52	34	79	72	61	85	69	77	88	43	68	87	87	26	90	98	87	102	105	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	2	1	2	2	1	2	2	2	1	2	1	1	1	2	2	1	1	1	1	1	1	2	2	2	1	2	3	1	2	1	2	2	1	1	2	1	1	2	1	2	1	1	1	2	1	2	1	1	1	2	2	2	1	1	1	1	1	2	2	2	1	2	2	1	5	1	2	1	2	2	1	2	2	1	2	2	2	3	1	1	2	2	2	2	1	1	2
4000	-545.547829096630494	-543.674720859976219	-1.873108236654229	0.000010601560107	0.000021407756493	2.019302468329313	0.660140945826279	0	1	1	1	1	2	3	2	4	2	2	3	2	3	1	2	5	3	3	5	4	3	4	1	4	4	3	3	6	4	4	4	4	5	6	5	5	5	7	5	5	5	4	5	4	5	5	5	6	6	6	6	6	6	6	6	9	6	6	5	5	7	6	6	7	7	7	7	7	9	8	5	8	7	6	7	8	8	8	8	8	8	8	8	7	10	9	9	9	9	7	10	9	11	10	11	11	8	10	12	10	10	11	10	12	14	0	1	1	1	1	2	13	15	16	4	2	8	5	24	1	3	16	16	10	10	11	24	27	1	27	22	24	16	44	16	16	19	4	9	72	27	22	23	27	14	22	28	28	45	16	30	30	31	48	32	22	26	30	32	33	72	82	37	40	43	43	43	44	46	17	34	51	53	50	56	56	21	58	60	61	61	47	52	66	68	56	72	74	43	0	98	77	52	17	79	72	61	85	69	77	88	84	68	87	87	88	90	98	87	102	105	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	3	1	1	2	2	2	1	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	4	2	2	2	1	1	2	1	1	1	1	2	1	2	1	2	2	1	1	1	1	1	1	3	1	1	2	2	1	1	1	2	2	1	2	2	1	2	2	2	1	1	2	2	1	3	1	2	1	3	3	1	1	2	2	2	2	2	2	1	1	2	1	1	2	1	2	2
4500	-530.005615820632670	-528.408448707669322	-1.597167112963397	0.000012436455696	0.000016735290385	1.345663973213837	0.713612771051097	0	1	1	1	1	2	2	2	4	2	3	3	3	3	1	2	4	3	3	6	4	3	4	2	4	4	4	3	6	3	4	4	5	5	6	6	5	5	5	5	5	4	4	5	4	5	5	5	6	6	6	6	6	6	7	6	9	6	6	5	6	6	7	6	8	7	7	7	7	8	8	5	8	7	8	7	8	8	8	8	8	8	8	8	7	10	9	8	9	9	9	10	9	10	11	11	10	8	10	12	10	10	10	11	12	13	0	1	1	1	1	5	2	15	16	4	7	7	1	24	1	3	16	16	10	10	11	24	24	5	24	24	24	16	44	16	16	19	4	17	72	24	24	13	27	25	27	28	28	45	16	17	9	31	48	32	14	26	30	32	33	72	72	37	40	43	43	43	44	46	46	34	51	53	32	56	56	13	58	60	76	43	47	52	66	68	56	72	74	61	0	98	77	52	79	66	82	61	85	54	77	88	84	68	87	87	88	90	98	87	102	102	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	2	1	1	2	1	2	2	2	1	1	1	2	1	2	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	2	2	1	3	1	1	1	2	1	2	1	2	2	1	1	3	2	2	2	2	2	1	2	1	2	1	1	2	3	1	2	1	2	1	2	1	2	1	2	2	2	2	2	2	1	1	1	2	1	2	2	2	2
