"","type","n","prop.ances.ok","msup.ances","msup.kappa","merr.date","prop.imp.ok","mu.ok","mu1.ok","mu2.ok","merr.pi","time"
"ffe07fbfe0","seq-0.25-fixedMu",98,0.139784946236559,0.0710286458333333,0.623979591836735,0.868048469387755,0,1,1,1,0.389930084709858,369
