step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67
37500	-378.808276767645111	-385.663764718604511	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.588648305636398	0	1	1	3	4	3	7	6	5	6	9	6	8	7	9	9	8	9	8	10	9	10	11	10	13	11	12	13	12	13	15	13	13	12	12	14	14	15	14	15	13	17	17	14	13	16	16	17	16	15	17	16	17	17	17	17	18	18	19	18	19	20	21	21	22	22	24	0	0	1	3	1	1	5	5	6	6	14	9	12	6	4	10	6	14	6	11	9	19	18	19	34	10	11	22	19	11	17	19	26	26	11	0	15	25	30	25	24	52	23	45	13	34	23	24	20	26	38	30	30	46	37	0	52	25	49	56	30	40	49	60	57	62	42	1	1	1	1	2	2	2	1	2	2	1	1	1	2	3	2	2	1	2	1	3	1	1	1	1	3	1	2	2	2	3	2	1	1	2	1	2	1	1	1	1	1	3	1	2	2	1	2	3	2	1	2	2	1	1	1	1	2	2	1	2	2	2	2	2	1	2
38000	-359.734541732622517	-366.590029683581918	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.621369647648022	1	0	2	3	4	4	6	6	6	5	10	6	9	6	7	9	9	9	9	10	11	9	11	11	13	13	12	13	12	13	15	13	12	14	12	13	15	15	14	16	16	15	14	14	13	15	15	16	16	15	17	16	18	17	18	18	17	17	19	19	19	19	20	22	22	22	24	0	0	1	1	1	1	5	5	3	6	17	5	12	10	12	14	15	15	9	17	16	9	15	19	19	24	12	24	18	20	43	24	19	25	20	0	20	34	20	46	24	30	18	18	20	34	13	32	44	45	46	27	42	44	47	0	52	46	30	56	57	40	55	60	61	40	52	1	1	1	1	2	3	1	2	2	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	2	1	3	1	1	2	1	1	2	1	2	1	2	1	2	1	2	1	2	2	2	1	3	1	2	1	1	2	2	2	2	1	1	2	3	1	1	1	1	2	2	2	4
38500	-372.309838801480282	-379.165326752439682	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.540274953810840	0	0	1	3	4	3	7	5	6	5	9	5	7	6	9	8	7	9	8	9	10	9	11	10	12	12	11	13	12	12	14	12	12	14	13	13	15	16	15	16	15	17	16	15	15	15	17	17	16	16	17	17	18	17	17	16	18	17	18	18	18	19	20	21	21	22	24	0	0	1	3	1	3	5	6	12	3	9	6	6	10	9	14	3	9	5	12	10	17	11	19	19	19	20	22	11	9	23	19	19	25	20	0	30	34	17	46	24	37	15	31	27	34	44	25	27	11	40	30	45	40	45	0	45	34	31	56	39	54	37	60	42	62	65	1	1	1	1	2	1	1	1	1	2	2	1	2	1	2	1	3	2	2	2	2	2	1	1	2	2	1	2	2	3	2	2	3	1	2	1	2	1	3	1	2	2	3	1	2	1	2	3	3	3	1	3	2	1	1	1	1	2	1	1	1	1	3	2	2	2	2
39000	-363.533449844594656	-370.388937795554057	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.593823891348097	1	-1	2	3	3	4	6	5	6	6	10	3	8	7	8	8	8	10	9	11	10	7	10	11	12	12	11	11	11	13	14	12	12	14	12	12	15	15	14	13	15	18	17	14	14	16	16	17	15	16	17	17	18	16	18	18	18	18	17	19	20	20	22	22	21	21	24	0	0	1	1	1	12	5	5	1	6	13	3	12	10	12	10	9	6	22	6	16	10	13	19	14	13	17	19	18	27	11	19	19	33	13	0	13	40	13	26	21	49	12	15	30	26	31	32	27	39	40	37	18	25	47	0	45	38	37	56	57	54	49	60	61	62	61	1	1	1	1	1	1	1	1	3	1	2	1	2	1	3	1	1	3	1	3	1	1	1	1	3	2	1	1	1	1	2	1	2	1	2	1	3	1	2	1	2	2	5	2	1	2	1	2	2	1	2	1	4	2	1	1	2	1	1	1	1	2	3	3	1	1	2
39500	-337.302852409025377	-344.158340359984777	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.633877088578732	-1	0	2	3	3	4	7	5	6	5	10	6	6	7	8	10	8	10	9	10	10	9	12	11	12	13	9	12	13	12	14	12	13	13	11	14	14	15	13	17	15	16	16	14	14	15	17	18	16	16	17	14	18	18	18	17	18	18	18	19	19	21	21	22	21	21	24	0	0	1	3	3	1	5	5	6	6	17	6	1	10	12	14	13	12	13	17	14	14	13	19	19	24	9	22	23	17	23	19	24	24	27	0	11	34	20	34	24	52	31	23	11	34	31	41	31	39	34	18	20	46	45	0	45	34	49	56	57	51	59	60	57	25	61	1	1	1	1	1	2	2	1	1	1	1	1	3	1	1	2	1	2	2	2	1	1	3	1	2	1	1	1	1	2	2	2	1	1	1	1	2	1	1	2	2	1	1	1	2	1	2	2	2	1	2	2	5	1	2	1	2	2	1	1	1	2	1	2	2	4	2
40000	-366.416620760825879	-373.272108711785279	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.637488811494600	0	-2	2	2	3	4	4	4	6	5	9	7	8	7	9	9	8	9	9	11	9	10	12	10	11	11	11	11	12	12	14	13	12	14	13	13	14	15	14	17	15	17	16	15	14	15	18	18	16	15	16	15	19	16	18	17	18	19	19	20	20	19	21	22	21	23	24	0	0	1	1	3	1	5	5	6	6	6	6	6	6	9	10	3	9	10	15	14	19	11	21	19	19	9	22	17	20	13	19	24	25	9	0	18	25	11	34	24	27	37	11	27	25	37	32	27	35	46	45	52	38	23	0	52	38	49	56	57	34	59	60	42	62	61	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	2	3	3	2	1	1	1	1	1	1	1	1	1	2	1	5	2	1	2	3	1	2	2	2	2	2	2	1	2	2	2	2	3	3	1	1	1	1	1	3	1	1	2	2	2	1	2	1	1	3	3	2
40500	-362.014374182510664	-368.869862133470065	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.661296346295093	0	-1	1	2	4	5	5	6	6	6	7	6	7	7	8	8	8	9	9	9	10	10	11	8	12	13	11	12	12	12	14	13	11	14	13	14	14	16	15	15	15	17	15	15	14	15	16	17	16	15	18	15	18	17	18	17	19	16	19	19	19	20	21	22	22	22	24	0	0	1	3	3	3	5	5	1	6	9	3	6	10	14	10	5	13	24	11	12	19	13	10	24	19	11	22	20	11	13	24	22	25	27	0	15	32	37	25	19	37	31	31	11	34	23	41	45	27	25	37	37	25	35	0	45	34	49	56	53	40	59	60	61	62	61	1	1	1	1	2	2	1	1	2	1	1	2	1	1	1	1	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	1	2	1	2	2	1	2	2	1	1	1	2	1	2	2	1	2	3	1	2	2	3	1	2	2	2	1	1	3	1	2	2	1	2
41000	-372.684507175853810	-379.539995126813210	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.532134068839805	0	0	2	2	3	5	7	4	7	4	10	7	9	5	8	10	8	8	10	11	11	10	11	9	11	12	12	12	12	12	15	11	11	12	13	13	16	15	11	16	14	17	15	14	14	14	16	17	16	15	16	15	19	17	18	16	18	18	18	19	20	20	21	21	21	22	24	0	0	1	1	3	3	5	5	3	1	17	6	4	10	6	10	6	9	9	17	24	13	13	14	24	13	11	10	13	20	23	10	24	25	27	0	20	25	12	34	16	52	20	39	27	25	31	51	28	20	25	27	43	51	31	0	37	25	49	56	57	40	59	56	57	62	61	1	1	1	1	1	1	2	1	2	1	1	1	4	1	1	3	1	1	1	2	1	1	1	2	1	2	2	5	2	1	2	4	2	1	1	1	2	2	3	2	2	1	2	2	1	2	1	1	2	1	3	1	2	1	2	1	1	3	1	2	1	2	2	3	2	1	2
41500	-372.554931097232839	-379.410419048192239	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.586059717937484	0	-3	1	2	4	5	6	6	4	5	10	3	8	7	9	10	8	8	9	10	11	10	11	9	12	13	11	12	12	13	15	11	11	13	13	13	14	15	14	16	15	17	16	13	13	16	17	15	16	16	17	16	17	16	19	17	19	17	19	20	21	20	21	21	21	23	24	0	0	1	1	1	12	5	5	12	9	17	3	5	10	18	24	9	1	18	17	14	14	18	10	24	24	17	22	18	20	15	19	15	24	17	0	17	32	23	25	26	45	37	18	17	25	15	32	30	39	38	45	49	34	31	0	42	48	49	56	57	34	59	56	53	62	61	1	1	1	1	2	1	1	1	1	1	1	1	3	2	1	1	1	3	1	1	2	1	1	1	2	2	2	2	2	1	3	1	1	2	2	1	3	2	2	2	1	2	1	2	2	2	4	2	1	1	1	2	1	2	2	1	1	1	2	2	1	4	1	1	3	2	1
42000	-392.247170100508129	-399.102658051467529	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.541653383050793	0	-1	2	2	4	4	6	6	7	5	9	6	8	6	7	9	6	8	8	10	11	9	11	11	13	13	11	12	12	12	14	12	13	14	13	11	14	16	14	16	15	17	16	15	15	12	18	17	16	15	17	16	19	17	19	17	19	18	16	19	19	18	18	21	20	21	22	0	0	1	1	3	3	5	5	6	6	17	1	6	10	6	14	6	17	9	13	14	10	15	19	24	19	17	22	6	17	27	19	22	25	27	0	11	46	12	19	32	37	31	23	15	19	9	26	23	27	40	39	52	32	31	0	42	25	39	56	52	25	42	60	35	58	57	1	1	1	1	1	2	1	1	2	1	2	3	2	1	1	1	1	2	1	1	3	2	2	2	1	2	2	2	4	2	1	2	3	1	1	1	2	2	3	4	2	2	1	2	4	2	4	2	3	2	1	1	1	2	3	1	1	2	1	1	2	2	1	2	4	2	1
42500	-349.489831495088765	-356.345319446048165	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.671045662756171	-1	1	1	1	3	4	6	5	6	4	9	7	8	5	8	8	9	10	8	10	10	9	12	10	12	13	11	11	11	13	13	13	12	13	13	14	16	15	12	16	15	17	16	15	12	15	17	18	15	16	18	15	18	18	19	18	16	18	18	19	21	20	21	22	21	23	24	0	0	1	1	3	1	5	5	6	3	9	6	9	10	12	10	6	12	10	11	14	19	12	19	28	24	20	22	17	20	23	17	24	25	27	0	31	25	27	34	33	52	31	23	20	19	31	32	45	17	25	45	42	34	46	0	52	34	49	56	57	54	59	60	53	62	65	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	2	2	1	2	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	2	1	1	4	2	2	1	2	2	2	1	2	2	1	1	2	1	1	2	1	2	2	1	1	2
43000	-349.716312813761476	-356.571800764720876	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.701866992199132	0	0	2	2	4	4	6	5	6	5	9	6	8	7	7	9	8	9	9	10	11	10	11	8	12	12	12	12	13	13	13	11	13	14	12	13	14	15	14	16	15	18	14	15	13	15	17	17	15	15	17	16	18	18	19	17	18	19	17	19	20	20	21	21	22	22	24	0	0	1	1	1	4	5	5	3	6	12	6	15	10	9	24	9	13	24	9	16	24	13	14	20	13	17	20	12	11	18	24	26	25	11	0	35	25	31	34	25	12	31	45	11	25	31	38	45	27	38	45	52	38	43	0	52	40	49	56	42	58	49	60	61	58	61	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	2	2	2	2	1	2	1	1	1	2	1	1	1	5	1	1	3	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	1	2	2
43500	-352.280065268957912	-359.135553219917313	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.544932044480524	0	-1	2	2	4	4	5	5	6	5	9	6	8	6	8	9	8	9	8	11	11	9	12	10	11	13	10	12	12	11	13	12	12	13	12	14	15	15	14	17	14	17	17	14	14	16	17	17	17	16	17	17	18	16	18	17	18	19	18	19	20	21	20	22	22	23	23	0	0	1	1	3	3	5	5	6	6	17	6	9	10	4	14	9	9	10	11	16	6	9	19	24	24	1	14	15	11	35	24	22	25	11	0	30	34	28	34	24	15	37	31	17	34	20	46	20	45	46	20	52	34	23	0	52	26	37	56	52	54	49	56	61	62	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	2	1	1	1	2	3	1	1	2	4	3	2	1	1	1	2	1	2	1	2	1	1	2	2	4	1	1	2	2	2	1	3	1	1	3	1	1	4	1	1	3	1	1	2	3	1	3	2	1	2
44000	-369.260190141915700	-376.115678092875100	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.692929562433114	0	0	1	2	5	4	3	5	5	6	8	6	8	7	8	9	7	9	8	11	10	10	11	11	13	12	10	13	11	12	13	13	13	11	13	14	14	16	14	16	14	17	16	16	14	16	18	17	17	15	18	17	19	18	19	18	18	17	18	19	19	20	21	20	21	23	25	0	0	1	1	7	1	3	7	1	6	6	6	12	12	12	10	6	13	10	27	16	10	18	10	34	22	13	22	18	27	23	19	19	19	20	0	27	34	20	25	24	37	41	18	27	25	31	34	37	35	38	37	42	38	43	0	52	40	11	56	57	40	59	60	61	62	61	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	2	1	2	1	1	2	1	2	1	1	1	2	1	2	1	2	2	2	1	1	2	2	2	1	1	1	1	4	1	2	2	3	1	2	1	2	1	1	2	1	1	1	3	1	1	1	2	1	2	1	3
44500	-308.900619694705881	-315.756107645665281	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.738805571258174	0	-1	1	2	4	4	6	5	6	6	10	7	8	7	8	8	8	9	9	11	10	9	10	11	13	11	12	12	13	13	14	13	12	11	13	13	14	15	15	16	15	18	13	15	14	15	16	18	16	15	17	16	19	17	17	17	18	17	19	19	21	21	21	21	22	22	24	0	0	1	1	1	1	5	5	6	6	17	9	9	10	9	10	6	6	14	11	16	14	15	19	34	19	11	22	13	20	27	24	24	19	27	0	27	25	27	25	24	52	23	43	11	34	31	32	45	37	38	37	42	46	31	0	52	34	49	56	57	58	59	60	61	58	61	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	2	1	3	3
45000	-360.607608073992481	-367.463096024951881	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.552184778436909	0	-1	2	2	4	4	6	6	6	5	10	7	8	6	6	9	7	10	9	9	11	8	11	10	11	12	11	13	13	12	14	13	10	14	11	14	15	15	13	15	15	16	16	16	14	16	17	16	16	16	17	17	18	17	18	17	18	18	19	19	21	21	21	21	22	23	25	0	0	1	1	1	3	5	5	3	6	17	6	6	10	6	14	9	12	10	12	16	14	13	19	19	24	20	22	9	18	35	19	19	25	12	0	20	25	35	28	24	31	15	23	27	41	35	32	9	39	41	27	27	41	41	0	42	34	42	56	57	40	49	60	61	58	65	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	3	1	2	2	1	2	2	1	2	2	1	1	2	1	5	4	2	1	2	2	3	2	1	3	4	2	1	1	1	2	1	1	1	3	3	2	1	2	1
45500	-354.281993466801737	-361.137481417761137	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.623589017501062	0	0	2	2	4	4	7	6	6	5	9	6	9	6	9	9	7	8	8	10	11	8	12	10	11	12	12	13	12	11	13	13	12	13	12	13	15	16	13	15	14	18	17	16	13	16	17	17	17	15	18	17	19	18	19	16	19	16	18	19	20	20	21	22	22	22	25	0	0	1	1	3	1	5	5	6	3	18	6	9	10	12	10	6	9	10	11	19	14	12	19	24	24	17	22	18	20	29	21	19	25	13	0	39	25	27	25	24	52	44	18	20	25	31	32	37	39	58	45	42	41	23	0	52	34	49	56	57	46	49	60	61	62	61	1	1	2	1	1	2	2	2	1	1	1	1	1	1	2	2	3	2	2	1	2	1	3	1	1	1	2	2	2	1	1	1	1	1	2	1	1	3	1	2	2	1	1	2	1	3	2	2	1	1	1	2	1	2	3	1	1	2	1	1	1	2	1	2	2	2	2
46000	-357.729779007589684	-364.585266958549084	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.598045901277948	0	0	2	2	4	5	7	5	4	6	8	7	9	7	9	9	7	8	8	10	10	10	11	11	12	11	12	12	12	11	15	12	13	13	12	12	15	14	15	16	15	16	17	13	15	16	18	17	15	15	17	16	18	16	18	17	18	18	18	19	19	21	22	22	21	23	24	0	0	1	1	3	9	9	5	3	9	9	1	17	9	14	10	9	6	10	18	16	19	6	19	17	19	30	22	23	20	44	26	24	25	18	0	13	34	15	25	22	37	13	27	27	38	31	24	35	23	38	15	42	25	43	0	52	38	49	56	52	54	50	60	61	62	57	1	1	1	1	1	1	1	1	1	1	3	3	1	2	1	1	2	2	1	1	1	1	3	2	2	2	1	1	1	1	1	1	1	1	2	1	3	1	3	2	3	1	4	1	1	2	2	3	1	3	1	3	1	2	1	1	1	2	2	1	1	2	3	2	1	2	3
46500	-371.641863840288011	-378.497351791247411	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.608744620801664	0	-1	1	2	3	4	6	5	6	5	8	6	9	7	7	8	9	8	7	11	11	9	11	10	12	13	10	12	10	13	14	11	12	13	13	14	15	16	14	16	14	16	17	14	13	15	15	16	16	15	16	16	19	17	19	17	19	17	19	20	21	20	20	22	21	22	22	0	0	1	1	3	1	5	5	6	6	9	6	15	10	9	10	11	12	9	12	22	19	15	19	24	32	17	22	6	27	23	19	24	32	6	0	27	25	20	26	24	35	20	35	17	34	18	46	30	39	46	37	42	37	43	0	52	40	49	56	42	58	52	56	42	62	61	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	2	2	1	1	1	2	2	2	1	2	1	1	5	1	2	2	2	1	1	1	2	1	2	1	4	1	1	1	1	1	2	1	1	1	2	1	2	2	2	2	2	2	2	1	1
47000	-369.937922542788726	-376.793410493748127	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.667875915807318	0	-1	2	3	3	4	7	6	7	5	10	6	8	7	8	9	7	9	9	11	11	10	12	10	11	13	12	12	13	12	14	12	13	13	13	13	14	15	15	16	13	18	17	15	12	15	17	17	14	14	17	17	16	18	18	16	18	18	18	19	20	20	21	21	21	22	25	0	0	1	3	3	1	8	3	6	6	13	6	6	10	4	14	6	12	14	11	16	14	18	18	24	19	18	22	9	18	20	24	19	25	30	0	20	25	31	25	22	11	37	35	15	25	13	32	23	45	46	37	45	46	45	0	53	38	39	56	57	34	59	60	61	62	61	1	1	2	1	1	1	1	2	2	1	1	1	2	1	3	1	1	1	1	1	2	1	1	1	1	1	3	1	4	1	1	1	2	2	1	1	2	2	1	2	1	3	1	1	1	2	5	2	1	1	1	2	2	2	3	1	1	1	2	2	1	4	1	1	1	1	2
47500	-357.133135691003929	-363.988623641963329	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.713623669762895	0	1	2	3	4	4	6	5	6	4	8	6	9	5	9	9	8	10	8	10	10	9	12	10	12	12	12	11	12	12	14	13	13	14	13	13	13	15	14	17	14	17	16	14	15	16	16	16	16	16	15	16	18	17	18	17	18	19	19	18	19	19	20	21	21	21	24	0	0	1	3	3	1	5	5	6	3	5	3	12	6	9	14	12	12	10	17	19	19	11	19	19	19	17	22	13	17	23	26	19	24	30	0	17	25	23	38	19	52	31	23	20	41	23	41	45	30	34	37	42	34	43	0	42	33	49	56	52	34	49	60	27	58	61	1	1	1	1	1	2	2	1	1	1	3	2	2	1	2	2	1	2	1	1	1	1	2	1	1	2	2	1	1	2	1	1	3	2	1	1	2	1	1	1	3	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	3	1	1	1	2	2	2	5	1	2
48000	-364.655975779547987	-371.511463730507387	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.735704970004363	1	0	2	2	4	3	6	6	6	5	8	5	8	6	8	10	9	10	9	10	11	9	11	10	12	13	10	12	13	12	13	12	12	13	12	13	14	15	13	17	14	18	15	14	14	16	18	15	17	15	18	15	19	16	18	16	18	18	19	17	20	20	22	21	20	20	24	0	0	1	1	1	1	5	5	6	6	9	6	5	10	8	14	11	17	14	17	16	10	16	13	24	33	11	22	12	27	23	19	24	24	17	0	27	34	20	38	24	52	29	23	11	25	31	32	29	39	40	30	52	25	23	0	52	34	49	56	52	58	59	60	57	58	57	1	1	1	1	2	1	1	2	2	1	2	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	2	5	1	1	1	1	1	2	1	2	1	1	2	2	2	1	2	2	1	2	1	3	1	1	1	2	2	3	1	2	3	1	1	3	1	1	2	1	1	3
48500	-353.989521115187756	-360.845009066147156	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.625682662300252	1	1	2	2	4	4	6	5	6	4	9	6	7	6	9	9	8	10	10	11	7	10	11	9	12	13	10	12	12	11	14	12	11	13	12	13	14	14	15	16	16	17	15	15	14	15	16	18	17	15	17	16	19	17	17	17	18	18	18	19	21	21	21	22	22	21	24	0	0	1	1	3	3	5	5	3	1	13	1	6	6	13	10	6	13	10	11	14	10	15	12	24	28	3	24	27	11	15	22	24	25	11	0	20	34	31	25	19	31	23	13	35	25	39	40	30	37	34	31	42	40	43	0	52	25	37	56	57	38	59	60	57	58	57	1	1	1	1	1	1	1	1	2	2	1	3	2	1	1	3	1	2	2	1	1	2	1	2	1	1	4	2	2	1	2	1	1	1	2	1	2	1	1	2	2	1	2	4	1	2	1	1	3	1	2	1	1	1	1	1	1	2	2	1	2	4	1	2	1	2	2
49000	-362.249498179481918	-369.104986130441318	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.620754644281136	0	-1	2	3	3	4	4	6	6	5	9	7	7	7	8	8	7	9	9	11	10	9	11	10	12	12	11	11	10	13	14	12	11	14	13	12	16	15	12	16	15	18	16	15	13	16	15	17	15	14	16	16	18	18	18	17	17	18	18	19	20	20	20	21	21	22	24	0	0	1	3	3	3	5	5	3	6	17	6	1	10	12	10	9	3	13	11	16	14	18	19	24	19	17	22	13	11	23	22	19	25	12	0	20	25	11	34	26	13	17	13	20	34	23	19	31	27	41	45	52	40	47	0	52	46	49	56	53	58	35	60	57	62	61	1	1	1	1	1	1	1	2	2	1	1	1	4	1	1	2	1	3	1	2	1	1	1	1	1	2	2	2	1	2	2	1	2	1	4	1	2	2	2	2	1	4	4	4	1	1	3	3	1	1	1	1	1	1	1	1	1	2	2	1	1	1	4	2	3	1	2
49500	-345.962878193945414	-352.818366144904815	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.684289643748382	-1	1	1	3	3	4	6	5	7	5	10	7	8	7	8	9	7	10	9	10	10	9	11	11	12	12	9	12	13	12	14	13	12	13	12	14	14	15	13	16	15	16	15	15	14	14	17	18	16	14	18	15	17	17	18	15	18	18	18	19	20	20	22	22	22	22	24	0	0	1	1	3	4	5	5	6	6	9	3	9	10	6	12	6	13	14	15	16	12	3	19	19	24	9	22	15	27	39	19	23	25	15	0	20	34	15	38	16	45	39	45	15	34	31	32	20	30	41	37	42	24	31	0	42	38	49	56	57	38	18	60	61	62	65	1	1	1	1	1	1	2	1	2	1	1	3	1	1	2	1	2	1	1	1	1	1	4	1	2	1	1	2	2	1	1	2	1	1	2	1	2	1	3	1	3	1	1	1	2	1	1	2	2	1	2	1	1	3	2	1	1	1	1	2	1	2	6	1	1	1	2
50000	-349.707525016373609	-356.563012967333009	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.640528345763986	-1	1	1	3	3	4	6	5	7	5	9	7	8	6	7	8	7	10	9	10	10	9	11	9	12	12	12	11	12	12	14	10	11	14	12	14	13	15	15	16	16	16	16	15	14	16	17	17	15	16	15	16	19	17	18	17	18	18	19	18	20	20	20	21	22	22	24	0	0	1	3	3	3	5	5	5	6	17	3	15	10	14	14	6	13	9	15	16	12	13	9	19	19	11	22	12	18	18	22	22	25	23	0	27	25	45	25	22	30	23	37	9	34	11	26	13	27	34	20	42	46	31	0	52	51	30	56	57	58	59	60	61	62	65	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	2	1	2	1	1	1	1	1	1	2	1	2	3	2	2	1	4	1	2	3	3	2	1	2	2	1	3	1	1	2	3	1	1	2	1	2	1	1	2
50500	-355.937553284225146	-362.793041235184546	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.660194751583663	1	-1	2	2	3	5	7	5	7	5	9	4	8	7	8	8	8	10	9	10	9	10	10	10	13	13	12	12	12	12	14	13	11	12	11	13	15	15	15	17	16	17	16	16	14	15	15	17	16	16	18	16	18	17	18	17	19	19	19	19	21	20	20	21	22	22	25	0	0	1	1	3	12	5	5	3	12	6	3	12	10	9	10	6	13	9	13	9	9	15	19	34	22	15	22	12	20	17	22	9	24	17	0	20	34	45	46	24	30	47	31	30	34	30	32	27	31	38	17	49	34	31	0	53	46	35	56	57	40	49	60	61	62	61	1	1	1	1	1	1	2	1	3	1	2	1	2	2	1	2	1	1	1	2	1	1	1	1	1	2	2	1	4	1	2	1	2	1	1	1	2	2	1	2	2	2	1	1	1	2	1	2	1	1	1	3	1	3	2	1	1	2	4	2	1	1	2	1	1	1	2
