"","type","n","prop.ances.ok","msup.ances","msup.kappa","merr.date","prop.imp.ok","mu.ok","mu1.ok","mu2.ok","merr.pi","time"
"fd7759f025","base-fixedMu",90,0.471910112359551,0.322823033707865,0.580763888888889,0.729097222222222,NA,1,1,1,0.338407875715962,832
