step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81
5000	-1072.821611767339164	-1070.833800987841641	-1.987810779497431	0.000020133558484	0.000046508774102	2.310012616015037	0.627354248402921	-5	4	3	10	11	18	10	9	8	14	8	20	18	19	21	22	19	31	23	27	27	31	31	36	34	38	33	33	36	42	41	36	48	42	38	39	39	34	35	38	42	44	45	51	54	58	32	50	51	59	58	58	50	57	63	61	58	56	64	72	66	68	66	65	65	67	68	59	73	76	82	77	83	85	88	85	94	95	97	97	104	0	1	1	2	9	11	3	2	3	9	2	11	3	8	13	13	7	12	8	17	14	16	17	28	19	18	16	12	28	38	39	23	25	29	21	13	28	22	0	32	38	39	40	36	40	49	13	41	36	44	49	45	36	44	45	45	53	45	46	62	50	59	45	57	57	46	61	53	64	62	65	64	13	57	76	73	74	74	74	74	76	1	2	1	1	1	2	2	1	1	1	1	2	2	2	1	1	1	1	3	1	1	1	3	1	2	1	2	2	1	2	1	1	2	1	3	3	1	1	1	1	1	1	2	2	2	1	2	2	2	2	2	1	3	2	2	2	2	1	1	1	1	2	2	1	2	2	1	2	2	1	2	2	8	4	1	1	1	2	2	3	4
5500	-936.228688526723545	-934.640994562443097	-1.587693964280428	0.000040374484822	0.000053393326886	1.322452215094325	0.650043487062815	-1	7	3	10	10	21	6	10	12	16	10	14	22	24	16	24	14	26	26	32	30	33	26	38	28	32	34	31	38	42	35	38	38	46	38	38	40	37	30	41	45	46	46	49	53	57	48	57	46	52	58	59	49	64	64	59	59	62	57	69	60	66	65	69	73	58	69	70	72	72	82	79	84	87	89	86	94	85	95	99	105	0	1	1	2	3	11	3	2	3	9	2	11	9	8	5	5	9	11	8	5	14	16	17	26	14	6	16	18	28	38	39	23	25	29	25	19	29	27	0	32	22	39	40	36	43	53	33	41	36	44	49	45	49	50	52	45	47	45	53	66	59	49	52	57	47	53	61	46	64	62	65	69	47	65	76	73	74	65	74	74	76	1	2	1	1	2	2	1	1	2	1	1	1	1	3	1	2	1	5	4	3	2	2	2	1	1	2	2	1	1	1	1	2	2	2	1	2	1	1	1	1	2	2	1	1	1	1	3	1	2	1	2	1	1	2	1	1	1	3	2	1	1	2	1	1	5	2	2	1	1	1	2	2	6	2	1	1	1	2	1	2	4
6000	-806.916077663519559	-805.522003717267694	-1.394073946251811	0.000111100284455	0.000045861582499	0.412794465144878	0.537171823480406	-1	8	3	12	11	18	7	8	9	16	13	19	18	23	20	25	22	31	26	27	30	30	32	38	31	41	34	32	38	38	39	41	42	44	37	39	42	36	33	41	42	46	45	50	47	58	44	54	52	55	47	59	55	62	63	55	62	55	62	71	62	64	61	65	74	71	72	66	74	78	83	77	83	85	89	86	94	89	99	98	105	0	1	1	1	7	8	3	1	8	2	8	2	7	10	3	15	13	6	14	17	6	16	5	18	11	6	16	11	28	38	39	17	19	29	8	9	28	22	0	23	30	39	40	51	40	53	36	41	51	44	36	45	49	50	43	45	35	45	53	53	50	53	52	57	36	53	61	59	64	59	65	64	65	65	76	73	74	65	77	65	76	1	2	1	2	1	2	1	2	1	2	1	2	1	2	3	1	1	3	1	1	4	1	2	1	2	4	1	3	1	1	1	3	3	1	5	10	2	1	1	1	1	3	1	1	1	1	1	2	1	1	2	2	1	1	3	2	3	2	2	2	1	1	1	1	6	2	2	1	2	2	2	1	3	2	1	1	1	1	1	3	3
6500	-853.686154588501040	-851.977740411681452	-1.708414176819573	0.000165048735982	0.000033166305563	0.200948558409386	0.508022523413287	-3	5	1	10	9	24	6	9	13	17	12	17	14	21	19	20	23	25	25	29	29	27	22	33	26	40	37	31	35	39	34	36	44	47	37	45	40	35	31	38	42	45	42	49	53	52	48	58	48	56	53	61	59	60	64	51	61	60	58	70	63	60	69	66	74	69	66	68	71	81	82	80	80	87	89	85	93	89	99	87	104	0	1	1	1	3	11	3	2	3	4	8	11	5	12	1	10	23	12	14	7	19	16	13	18	14	18	15	18	28	38	39	17	6	29	6	4	29	15	0	9	30	31	32	49	17	49	36	27	36	44	49	32	46	44	58	20	36	45	46	53	44	50	56	57	57	53	44	53	64	53	57	64	57	57	73	73	74	36	74	36	75	1	1	1	1	2	2	1	1	2	1	1	1	1	1	3	1	1	1	1	4	1	2	1	1	1	2	5	1	1	1	1	3	3	2	2	10	1	2	1	4	1	3	2	1	4	1	1	3	1	2	1	4	1	2	1	3	6	2	2	3	2	1	2	1	4	2	2	2	2	2	2	1	2	4	2	1	2	4	2	3	3
7000	-866.531052386072929	-865.038565650839928	-1.492486735233050	0.000246767343276	0.000074034044848	0.300015568772709	0.471454658543224	-3	11	6	8	5	24	7	10	13	16	11	20	21	20	19	24	24	30	24	24	32	30	27	34	27	39	37	31	36	42	40	32	46	42	38	39	39	39	36	36	37	44	40	46	54	54	45	54	52	60	55	48	56	64	64	61	61	63	59	68	59	63	59	63	73	63	69	65	72	77	82	76	80	78	86	88	88	94	93	90	107	0	7	1	1	1	12	1	3	11	2	3	11	11	8	2	10	10	20	14	4	11	10	17	18	14	27	10	11	21	43	39	17	25	29	19	13	20	20	0	13	22	39	23	27	17	44	36	38	44	53	49	27	44	53	52	40	13	40	44	50	53	49	52	46	57	59	61	49	64	60	74	64	74	46	73	73	57	57	72	57	76	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	4	3	1	1	1	1	4	3	1	1	1	2	3	1	2	5	4	2	1	2	2	2	2	1	5	4	2	3	1	1	1	2	2	1	2	4	4	5	1	2	1	2	1	2	2	1	2	1	2	2	1	3	1	7	2	1	4	5	1	3	4
7500	-942.992646833802951	-941.490355377742844	-1.502291456060094	0.000256008192936	0.000075025879665	0.293060463435036	0.372994023883027	-1	5	5	9	11	20	10	11	7	15	13	19	15	17	18	24	20	27	26	35	29	32	31	34	28	32	36	28	32	42	36	37	37	44	39	42	35	42	32	38	43	42	47	48	52	59	46	55	53	49	57	58	59	63	63	50	57	60	55	69	65	66	65	69	73	66	71	68	74	81	82	77	76	78	84	82	94	92	99	93	107	0	1	1	1	9	2	1	1	3	9	1	1	7	4	13	15	13	4	13	6	5	12	2	8	4	1	15	10	21	40	39	5	27	37	25	27	18	20	0	15	16	39	25	36	43	32	32	2	50	36	27	26	49	51	13	41	27	22	32	54	53	51	43	52	55	53	49	53	46	62	74	32	46	57	46	58	73	46	78	72	57	1	2	1	1	1	2	1	2	1	2	2	4	1	1	1	2	1	2	2	2	2	4	4	4	4	4	5	4	1	1	1	6	1	1	2	2	1	2	1	4	3	2	2	2	2	9	1	9	1	2	2	7	1	1	7	2	5	6	3	2	1	1	2	1	1	2	4	1	3	2	2	8	2	6	5	5	5	4	2	3	8
8000	-894.438999634331594	-892.933139434958775	-1.505860199372768	0.000339381952167	0.000098633929796	0.290628093703767	0.488798232952389	0	4	2	12	11	22	8	9	15	19	13	18	17	25	18	27	24	26	22	30	30	35	32	31	31	28	38	29	31	36	40	38	38	43	35	42	30	40	31	40	42	43	47	47	54	56	50	51	51	60	55	56	54	65	62	53	57	57	59	70	65	58	63	63	71	69	71	69	73	80	82	75	77	85	82	80	93	90	100	98	105	0	1	1	2	7	15	2	2	7	5	8	11	11	15	2	3	13	6	1	17	26	4	10	19	2	19	29	19	11	23	39	29	14	14	10	22	18	30	0	17	23	39	13	32	20	36	43	20	16	53	44	34	43	50	40	25	43	49	53	59	51	45	41	45	43	62	61	50	49	68	25	43	22	73	46	56	76	75	75	71	69	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	4	1	1	2	1	1	5	2	2	4	1	2	1	4	1	2	2	1	3	3	1	1	1	1	1	3	2	6	1	6	3	1	3	4	1	2	3	2	1	2	5	3	1	1	2	2	1	3	1	2	3	1	2	4	1	7	4	6	3	5	5	2	2	4	3	5
8500	-948.852405601390046	-947.385554401712398	-1.466851199677667	0.000348709493778	0.000111736572073	0.320428821316672	0.379543766436127	-1	6	6	11	7	22	2	12	12	18	10	14	22	19	10	24	25	29	22	29	32	32	20	34	33	36	31	35	32	41	39	42	42	40	34	36	41	37	34	43	38	47	44	52	45	56	49	54	49	55	51	54	58	62	59	59	58	59	62	71	58	60	64	65	72	69	59	68	74	78	83	77	83	81	84	90	86	93	94	94	107	0	1	7	5	7	3	1	11	3	15	2	11	1	8	3	10	9	11	2	5	3	23	5	27	23	27	10	20	5	25	18	20	35	11	23	20	8	18	0	10	16	39	25	34	6	47	31	6	36	51	37	33	37	21	23	18	47	6	55	50	31	44	22	40	54	36	51	51	57	68	65	58	72	66	66	69	69	69	69	69	73	1	1	1	1	1	2	1	1	1	2	1	1	3	1	1	1	4	3	4	4	6	3	2	1	2	1	4	1	4	1	4	3	3	4	2	1	5	2	1	4	2	3	2	2	2	2	3	6	3	1	2	2	3	5	6	6	2	4	1	3	3	1	4	4	3	6	1	2	5	1	2	4	1	3	4	3	2	4	3	2	5
9000	-996.200242749267318	-994.722943482644382	-1.477299266622934	0.000490413404433	0.000152850113317	0.311676051134728	0.337573153151012	-5	1	4	8	7	23	7	11	4	19	13	16	21	19	18	23	24	33	25	35	31	33	28	35	32	37	29	30	25	38	40	40	46	45	31	40	38	42	36	41	43	43	47	46	54	59	47	50	51	57	59	60	57	64	61	53	60	59	62	70	66	64	63	65	64	68	63	71	72	77	77	75	80	89	89	77	88	92	97	96	105	0	1	1	9	3	15	1	1	1	11	5	11	12	11	11	15	13	16	12	11	13	17	17	23	15	13	5	5	14	23	39	6	38	27	12	6	4	13	0	16	5	3	36	21	30	37	26	36	21	37	40	6	40	57	35	43	21	15	27	37	27	40	46	50	53	37	35	52	46	44	57	58	60	68	76	60	57	42	75	49	52	1	2	1	3	1	1	3	3	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	2	3	3	2	1	3	1	2	1	2	3	4	6	4	1	4	6	5	1	3	2	3	2	2	4	4	5	3	3	1	3	2	4	5	5	6	9	3	1	2	1	5	7	3	2	3	4	3	1	3	3	1	4	6	1	6	6
9500	-956.249647252817567	-954.743984326778218	-1.505662926039356	0.000445473466863	0.000129526416659	0.290761237861336	0.358638971156935	0	3	6	10	6	23	11	10	12	17	13	18	23	20	18	26	22	28	27	31	34	33	31	39	29	39	28	31	34	41	40	40	37	47	33	40	39	36	35	35	42	42	45	45	50	58	45	49	54	55	54	54	52	60	60	56	58	50	60	62	66	66	66	64	74	68	68	67	71	82	84	72	80	84	89	90	95	91	97	97	103	0	1	1	5	1	12	2	2	5	9	8	9	11	8	9	8	3	6	1	7	2	1	15	13	2	18	5	11	11	17	39	37	1	6	1	25	25	1	0	15	13	27	10	35	10	27	41	26	25	29	40	7	25	45	26	25	53	13	41	33	25	33	41	53	58	19	33	33	66	45	61	68	13	35	49	58	70	54	60	78	70	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	3	2	5	8	1	2	4	2	5	3	4	3	2	1	6	5	5	2	2	5	1	3	4	4	5	2	6	7	1	1	5	3	3	9	4	3	2	5	1	5	2	5	5	7	4	3	3	5	3	5	1	6	3	1	12	10	4	8	3	6	6	2	4
10000	-942.721528250486358	-941.283718141812187	-1.437810108674191	0.000378406179607	0.000132026511975	0.348901574789147	0.345738513844591	0	4	6	10	10	24	12	7	13	18	13	14	15	23	18	23	21	26	21	34	29	31	30	37	34	33	34	32	29	42	41	38	32	45	30	42	27	36	34	40	43	47	44	48	44	57	47	53	50	55	57	61	56	60	64	61	56	52	59	71	63	64	63	65	73	66	68	70	72	76	79	79	82	83	84	89	86	92	98	96	102	0	1	1	2	3	1	2	2	3	4	1	2	4	15	3	5	13	5	15	11	7	5	18	19	10	3	11	12	12	3	39	13	5	21	19	24	12	18	0	10	3	25	17	36	10	12	32	16	24	27	25	41	45	57	59	13	43	22	6	52	43	54	20	56	67	48	44	54	56	54	56	59	52	27	52	59	46	24	57	34	77	1	1	1	1	1	5	3	1	1	2	3	2	1	1	2	2	1	3	1	2	2	4	1	4	5	4	4	3	2	7	1	4	3	4	1	1	2	2	1	4	5	2	5	1	5	5	2	5	3	2	2	4	1	1	2	6	3	3	5	1	4	1	4	1	1	3	4	2	2	2	3	3	3	11	5	4	5	7	8	6	4
10500	-936.200013729205466	-934.658762632576440	-1.541251096628980	0.000420482540560	0.000113072648975	0.268911638577089	0.303204628896748	2	8	5	10	5	19	9	11	12	19	12	19	17	17	17	20	15	29	22	24	31	32	28	35	28	37	29	36	32	43	38	37	46	46	33	41	40	35	28	36	39	45	44	49	43	61	48	52	53	59	56	51	54	66	60	58	60	57	61	70	65	59	68	68	64	62	71	69	66	74	80	74	83	86	88	87	93	87	97	95	106	0	1	1	2	1	5	3	2	1	1	8	17	11	9	8	9	7	12	13	15	9	12	20	8	4	5	20	11	1	17	39	4	13	12	11	9	11	17	0	15	25	25	23	32	17	32	25	21	33	32	25	23	47	57	17	34	36	41	40	53	62	53	20	69	37	47	58	53	58	68	32	28	63	66	51	51	67	40	65	76	79	1	1	1	1	1	3	1	1	1	3	1	1	1	1	1	1	1	2	1	1	4	4	1	3	4	5	1	6	4	5	2	6	5	5	3	5	4	5	1	4	2	3	1	2	5	3	3	3	2	4	6	3	1	1	5	1	6	4	4	2	2	1	6	1	4	3	4	2	1	2	7	6	3	3	6	6	2	9	5	2	1
11000	-944.649068900353768	-943.207279266347086	-1.441789634006714	0.000335687767292	0.000115664993145	0.344561239387433	0.344150734701923	-3	8	7	12	11	13	10	10	3	15	11	15	24	24	16	20	25	30	26	31	33	28	22	39	33	38	36	32	37	43	37	39	44	41	37	43	36	36	32	34	40	46	46	49	54	54	46	58	51	55	55	51	53	58	61	56	58	59	63	73	66	65	68	69	73	68	68	68	66	80	77	74	83	80	82	91	92	88	96	99	94	0	1	9	2	1	11	9	2	1	9	2	11	8	2	2	10	10	15	8	16	6	9	12	20	6	2	10	5	8	37	39	14	22	14	8	40	6	10	0	3	29	39	18	40	25	40	25	13	36	49	36	32	35	46	32	28	33	43	25	36	54	53	48	14	57	35	54	53	25	68	40	21	71	48	69	64	57	35	76	77	73	1	2	1	1	3	1	1	1	1	1	1	2	4	3	1	1	1	2	3	2	6	4	2	1	4	3	3	3	4	2	1	2	3	3	5	2	3	3	1	4	1	2	2	3	4	3	2	5	2	1	2	3	2	1	4	5	3	3	4	7	2	2	4	6	2	4	2	3	6	2	6	6	1	4	4	5	6	9	1	1	1
11500	-941.104666329764541	-939.659848900214911	-1.444817429549654	0.000406544082444	0.000138779941472	0.341365051084530	0.415210393325920	-4	6	8	11	4	23	0	10	13	13	12	19	23	21	22	20	20	33	14	25	33	29	30	39	32	33	28	33	34	43	35	36	42	41	35	42	40	40	35	40	44	45	49	47	54	54	45	52	49	57	58	61	57	64	61	61	58	58	60	60	65	63	61	66	66	65	69	71	64	80	78	77	84	86	83	86	90	92	90	95	107	0	7	5	5	1	12	1	7	5	1	5	19	14	19	1	9	3	17	2	12	3	9	4	14	23	16	8	8	12	26	21	26	26	14	23	11	18	8	0	11	24	27	7	21	24	40	34	23	38	34	21	10	45	49	38	34	34	32	21	34	40	40	48	69	36	49	51	65	59	53	59	61	72	58	15	40	40	45	71	66	80	1	1	1	1	1	1	1	2	1	3	2	1	1	1	4	1	1	2	1	1	5	3	2	4	1	2	3	3	3	2	1	1	2	4	1	5	2	4	1	5	1	4	10	2	3	2	1	2	1	3	2	8	1	3	4	2	3	4	4	2	4	3	2	1	5	4	2	1	1	4	4	3	1	4	10	4	11	7	2	6	1
12000	-980.710004500783953	-979.272154908751418	-1.437849592032511	0.000418054393164	0.000145841492781	0.348857696906552	0.368040915340780	1	9	7	13	10	24	5	10	13	16	12	18	20	23	19	25	22	34	25	33	31	34	24	39	32	40	29	26	32	42	34	39	46	44	39	41	39	40	32	37	43	49	48	46	51	55	43	55	53	55	53	46	57	65	56	55	54	60	62	73	62	69	68	66	68	65	69	62	74	80	81	76	75	83	88	85	92	89	100	95	105	0	7	1	5	3	5	1	1	3	5	5	11	9	2	3	2	11	13	15	23	16	12	10	12	16	13	23	14	6	13	39	29	28	18	12	20	2	10	0	10	27	31	13	38	20	47	13	18	47	38	38	32	47	44	32	35	37	32	22	36	57	61	52	43	37	44	50	49	58	36	66	45	35	67	74	33	45	60	72	76	75	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	2	1	2	2	1	2	3	1	4	1	4	1	1	1	3	1	1	3	2	2	2	6	5	1	4	3	3	5	2	6	2	4	2	1	2	3	1	2	4	3	2	2	3	4	8	2	1	3	2	6	2	2	2	2	10	3	4	5	2	1	3	6	3	4	2	2
12500	-937.516651510243378	-936.081327463965749	-1.435324046277676	0.000474048002490	0.000166722064567	0.351698696527781	0.353586964480647	1	8	6	9	5	17	10	12	12	18	12	17	20	24	16	24	22	32	24	31	32	31	26	24	20	40	37	30	35	31	40	38	40	45	34	39	41	36	37	40	42	45	49	49	53	57	45	47	55	59	55	54	59	59	61	59	62	63	55	73	66	64	63	62	69	63	71	69	74	73	78	75	83	83	82	87	91	93	99	92	101	0	1	1	3	1	9	4	2	5	11	2	11	12	2	9	10	13	10	25	8	23	24	17	13	4	5	2	11	12	10	39	12	2	11	1	14	6	9	0	23	22	39	16	20	10	27	1	28	26	26	37	28	45	45	29	28	33	17	26	57	54	55	17	33	49	29	62	34	53	53	66	70	63	46	64	74	29	63	73	58	45	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	3	1	1	1	1	1	6	5	3	4	3	2	3	4	6	7	4	5	5	1	2	3	2	4	5	5	3	7	3	3	3	2	3	2	1	5	5	4	5	2	2	1	1	7	3	2	5	2	3	2	4	3	1	4	4	3	1	9	5	2	3	7
13000	-965.898670871270269	-964.408274083686933	-1.490396787583357	0.000384473482416	0.000115939138481	0.301553016745433	0.438060094403502	-3	5	5	12	8	25	8	13	13	18	13	10	21	25	17	27	24	29	26	27	32	29	24	21	27	40	29	31	33	39	38	42	45	45	36	40	41	36	36	33	43	45	46	45	53	60	45	58	54	60	55	56	58	63	59	58	61	62	61	72	65	66	67	64	71	55	62	68	71	80	82	74	69	79	86	87	90	90	101	92	103	0	1	1	1	1	15	1	7	3	2	1	3	12	9	3	5	13	23	9	17	16	14	3	11	11	28	15	10	11	35	13	5	21	23	18	25	19	17	0	20	27	39	20	32	22	32	10	22	44	44	32	30	44	43	40	40	56	6	47	66	66	61	21	57	53	44	66	48	64	62	63	63	4	58	32	59	46	68	76	74	78	1	1	1	3	2	2	1	1	2	2	1	1	3	2	1	2	1	1	3	1	1	1	3	1	3	2	2	2	2	1	4	6	2	5	1	3	2	2	1	1	2	2	4	1	5	4	2	4	1	2	2	3	3	5	3	4	2	5	6	4	2	1	7	1	5	1	1	3	1	2	3	2	6	2	7	6	4	5	3	2	2
13500	-975.655411205305882	-974.210034639987498	-1.445376565318373	0.000448558300015	0.000152861656939	0.340784368349826	0.461386157110357	-1	9	5	14	9	22	3	12	10	14	10	11	18	23	16	25	22	29	26	30	31	33	19	35	23	35	32	34	36	40	38	28	43	41	36	44	39	41	35	39	42	41	47	43	55	57	43	54	53	58	48	58	55	64	59	59	58	61	63	67	67	67	64	63	70	61	69	72	63	81	79	76	82	85	89	87	90	89	90	98	96	0	3	7	3	3	13	1	11	3	2	3	7	4	23	10	5	5	17	14	6	13	15	15	17	12	14	18	6	18	32	39	9	22	32	19	24	21	7	0	10	13	26	6	16	37	33	25	15	38	43	17	13	21	52	24	20	33	41	66	38	59	59	43	43	45	52	61	65	53	54	38	46	53	56	65	65	46	71	72	74	74	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	3	2	1	1	2	3	1	4	2	3	1	2	1	2	1	2	2	2	2	3	1	5	1	4	3	2	3	2	5	3	3	8	5	2	5	7	4	2	4	3	2	3	1	5	1	1	4	5	3	1	1	1	1	4	7	4	5	4	4	3	6	2	2	2	2
14000	-989.782921092327456	-988.350422809332031	-1.432498282995468	0.000356061228110	0.000126388675964	0.354963320873246	0.329316714239524	0	11	2	8	10	21	6	10	12	18	7	19	19	16	17	24	24	28	24	28	29	31	26	33	33	37	37	28	30	37	40	41	48	41	31	39	42	39	35	41	44	43	42	47	51	59	48	51	51	50	50	49	58	62	62	56	60	56	64	68	64	65	63	66	70	62	70	69	74	74	79	80	82	86	86	89	89	93	94	93	104	0	7	1	1	3	7	3	11	8	2	1	3	3	8	2	15	3	17	9	7	2	15	4	2	23	2	2	5	2	35	23	16	7	35	2	25	28	21	0	3	9	39	1	24	29	36	13	32	36	6	43	38	26	6	50	24	53	38	24	51	56	36	25	33	46	33	6	51	56	43	59	35	47	27	71	54	63	46	63	50	78	1	1	1	2	2	2	1	1	1	1	1	4	3	1	1	1	2	1	2	3	3	3	3	4	3	4	6	2	3	1	2	4	6	4	5	1	2	3	1	7	4	2	8	2	2	4	4	3	4	5	1	2	7	4	2	7	1	2	6	4	1	6	5	2	1	2	10	3	4	5	2	7	5	8	2	4	3	6	4	5	1
14500	-959.163251627942941	-957.686830147706019	-1.476421480236909	0.000406148489281	0.000126875416685	0.312386774869415	0.344330858309677	-4	1	5	9	9	24	4	3	9	19	13	11	19	20	17	23	22	27	24	32	35	29	27	33	31	36	34	30	34	32	41	33	45	46	37	39	36	39	36	36	40	43	44	50	53	52	46	52	48	59	58	61	52	58	62	52	59	61	59	68	65	61	64	65	74	71	66	72	71	78	84	77	73	85	82	89	90	84	100	99	106	0	1	1	7	3	8	1	2	8	12	3	8	12	4	12	10	9	8	3	4	10	9	9	10	1	16	8	4	8	14	27	14	26	26	24	17	4	22	0	5	22	18	38	40	38	19	42	25	25	18	21	30	20	42	33	29	19	13	42	67	46	19	16	54	52	17	52	31	20	68	58	58	50	52	58	66	63	58	52	78	52	1	1	1	1	1	4	1	1	1	1	1	1	1	3	1	1	4	4	4	5	4	2	2	2	5	1	4	4	4	2	3	3	2	2	1	3	4	2	1	5	3	5	1	3	2	4	1	3	2	6	2	6	3	4	4	2	7	6	3	1	2	6	5	1	3	7	1	4	6	1	2	2	2	4	4	3	4	5	7	4	7
15000	-954.900134818398897	-953.372286277765056	-1.527848540633796	0.000349015244881	0.000096560605447	0.276665867360576	0.370147138542871	1	5	3	11	7	19	11	7	11	16	11	16	18	22	20	23	26	28	24	32	28	34	29	38	29	37	38	34	36	42	37	40	46	44	36	41	39	38	35	41	40	45	47	46	52	54	46	57	52	46	58	59	56	63	59	60	51	56	57	69	63	67	69	64	71	68	69	66	73	84	80	78	84	85	88	83	88	94	94	93	104	0	1	1	2	3	12	3	2	8	2	8	11	8	9	7	3	5	12	15	18	11	5	15	14	19	19	19	21	25	5	39	5	25	25	12	14	28	23	0	27	5	39	21	41	35	43	32	35	50	23	50	18	41	44	9	9	36	30	46	46	49	46	27	56	36	59	52	51	17	59	55	32	69	48	72	71	72	71	73	72	76	1	1	1	1	1	1	1	1	1	3	1	1	3	2	3	3	2	4	1	1	4	4	2	3	2	2	3	2	2	6	1	7	2	3	3	5	2	2	1	1	5	2	2	1	4	1	1	4	1	2	3	6	5	3	6	9	2	3	1	3	2	2	5	1	6	2	2	1	7	3	4	7	3	3	3	1	2	1	1	2	2
15500	-943.420161296157289	-942.003177682994192	-1.416983613163148	0.000367501768566	0.000137735134695	0.374787678525956	0.404440089964833	-2	7	3	12	8	21	5	9	11	16	14	12	21	20	22	25	19	32	25	34	26	33	21	37	34	25	35	36	30	37	40	35	43	43	33	44	37	39	35	38	42	43	49	43	52	51	44	57	46	55	55	58	57	62	61	60	58	58	62	72	60	67	65	66	69	70	66	69	69	74	80	76	80	87	86	89	93	91	96	98	106	0	1	1	1	3	10	3	1	5	8	12	8	11	4	1	11	9	17	11	13	14	19	5	32	2	11	18	26	6	23	39	4	29	29	14	37	9	19	0	13	32	39	23	25	33	37	25	33	44	25	44	30	44	52	48	18	50	41	50	59	43	59	58	25	40	67	52	25	52	49	70	43	70	52	65	68	32	74	64	72	52	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	3	2	4	1	1	1	1	2	1	5	2	1	1	1	2	1	2	1	2	1	2	4	2	1	5	2	2	7	1	1	3	2	3	1	2	3	4	4	1	1	4	1	1	1	2	3	1	1	4	6	1	1	4	2	5	2	4	1	5	3	7	9	1	5	2	8
