step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82
5000	-363.945614318712671	-370.801102269672072	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.670330029329144	0	1	2	2	4	7	8	9	9	8	9	12	10	11	13	10	11	11	10	11	10	12	12	12	11	12	12	12	13	13	12	13	13	13	11	13	14	14	14	16	14	15	15	15	15	15	14	15	16	16	16	16	17	17	17	16	17	16	17	17	19	17	19	18	18	18	18	18	18	19	20	19	20	20	20	20	21	22	21	23	23	25	0	1	1	2	3	5	6	7	10	6	10	18	9	6	24	8	11	19	8	8	6	21	9	9	16	18	35	20	20	17	20	24	25	25	19	28	23	24	32	34	27	35	14	36	23	39	27	47	45	47	47	0	43	45	46	47	49	45	52	0	62	45	64	55	58	58	59	59	62	57	61	66	65	62	0	62	74	73	76	54	73	81	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	3	2	1	1	1	1	2	2	1	1	2	2	1	1	1	2	1	3	2	3	1	1	2	1	2	1	1	2	2	1	2	2	2	2	1	1	1	1	2	2	1	1	2	2	1	1	1	2	1	1	2	2	1	2	1	2	1	3	2	2
5500	-374.634632612449423	-381.490120563408823	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.725549947255794	0	1	2	2	4	7	8	9	9	9	9	11	10	11	13	9	11	11	10	11	10	12	10	11	12	12	12	12	12	13	13	13	13	13	12	13	14	14	14	15	13	14	15	15	15	15	15	15	16	16	16	16	16	17	17	17	17	16	17	17	19	18	19	18	17	18	18	18	18	19	20	19	20	21	20	21	21	22	22	23	23	25	0	1	1	2	3	5	6	7	7	7	6	19	9	21	23	7	11	19	7	13	11	21	9	9	16	18	19	20	20	17	13	23	16	25	19	28	13	15	24	34	35	41	22	15	24	39	42	35	38	47	47	0	43	45	46	47	49	45	52	0	62	38	64	55	58	58	59	59	54	38	61	66	66	62	0	70	49	73	77	76	73	81	1	1	2	1	2	2	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	2	1	2	3	1	2	1	1	2	1	2	2	1	2	1	2	1	3	2	1	1	2	1	3	1	1	3	2	1	1	1	1	2	1	2	1	1	1	1	1	3	1	1	1	2	1	1	1	3	1	1	2	3	1	2	5	2	1	1	1	2
6000	-361.471522006124076	-368.327009957083476	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.670434608604797	0	1	2	2	4	7	8	8	9	9	9	10	10	11	13	11	11	11	12	11	10	12	12	12	12	12	12	12	12	13	13	13	13	13	13	13	11	14	14	17	14	13	15	14	14	15	15	15	15	15	16	16	17	17	16	17	17	16	17	17	19	18	19	18	18	18	18	19	19	18	20	19	20	21	20	23	20	23	21	24	22	25	0	1	1	2	3	5	6	6	7	8	8	8	9	21	23	10	11	10	12	13	11	14	9	9	16	7	12	20	20	17	20	16	25	16	27	28	13	32	24	25	35	27	22	28	24	39	42	42	45	42	50	0	43	49	46	50	49	45	52	0	62	49	64	55	58	54	59	59	54	57	62	62	65	77	0	79	62	81	54	57	73	78	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	2	3	1	3	2	1	1	2	2	2	1	1	1	1	1	1	1	3	1	1	3	2	1	1	2	2	1	2	1	1	1	2	1	2	2	2	1	1	1	3	1	2	2	1	1	2	1	1	1	1	2	1	1	1	2	1	4	4	2	2
6500	-386.946702829185881	-393.802190780145281	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.683081749319193	0	1	2	2	4	7	8	9	9	9	9	10	10	10	13	11	11	11	12	11	11	11	10	12	11	12	12	12	13	13	13	11	12	13	13	13	14	13	14	16	14	14	14	15	14	15	14	15	15	16	16	16	17	16	17	17	17	16	17	17	18	17	19	18	18	18	18	18	19	17	20	18	20	20	20	21	19	23	22	23	22	25	0	1	1	2	3	5	6	7	6	7	7	7	9	11	24	10	11	12	12	13	14	14	9	9	10	18	12	20	20	17	20	23	16	25	19	28	20	9	24	34	35	35	14	36	38	39	35	42	45	27	48	0	43	45	46	47	49	24	52	0	58	38	64	55	58	57	59	59	58	45	62	58	65	62	0	54	62	81	62	79	73	78	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	2	1	2	1	1	2	1	1	1	2	1	1	2	2	1	2	1	1	4	2	1	1	1	1	1	3	1	1	3	2	2	2	2	3	1	1	1	2	1	1	1	1	1	1	1	3	3	2	2	2	1	2	1	1	4	1	2	2
7000	-399.976383808919877	-406.831871759879277	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.541723350554558	0	1	2	2	4	7	8	9	8	9	9	12	10	8	12	10	11	11	12	11	11	11	12	11	11	10	11	11	13	13	13	13	13	13	12	12	13	13	14	17	14	14	14	14	15	15	15	15	16	16	15	13	14	17	17	17	16	16	17	16	19	17	19	18	17	18	18	19	19	19	18	18	20	21	20	22	21	23	21	24	21	25	0	1	1	2	3	5	5	7	6	7	7	6	9	6	13	8	11	26	26	13	14	14	24	9	16	6	26	13	20	17	20	23	25	25	27	28	13	24	32	34	27	35	22	13	38	39	35	42	45	42	41	0	21	45	46	47	45	45	52	0	71	45	64	55	58	58	59	59	54	45	62	65	72	62	0	74	70	81	70	70	73	81	1	1	1	1	2	2	1	1	1	1	1	4	2	1	2	1	1	1	2	1	3	2	1	2	1	3	1	1	2	2	2	1	2	2	1	1	2	2	1	2	3	1	2	1	1	1	3	1	1	2	1	1	2	2	2	1	1	1	4	1	1	2	1	1	1	2	1	1	1	4	1	1	1	3	1	1	2	2	2	3	1	2
7500	-414.293144855582455	-421.148632806541855	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.689677615501992	0	1	2	2	3	7	8	9	9	9	9	12	10	11	11	11	10	11	11	11	10	12	12	12	10	10	10	11	13	12	13	10	13	13	11	13	12	13	14	16	14	14	14	15	14	15	12	15	15	14	15	15	17	17	16	15	17	17	17	17	19	17	19	18	18	18	18	19	19	17	18	19	19	21	20	20	20	23	22	24	21	25	0	1	1	2	3	3	6	7	7	7	7	19	9	21	9	8	6	7	26	13	11	14	32	15	7	7	8	6	20	17	20	6	25	25	27	28	6	15	32	34	35	47	21	36	38	39	35	50	45	47	50	0	43	38	46	42	45	49	52	0	71	45	64	55	58	58	59	59	70	24	54	65	65	77	0	69	70	81	54	54	73	81	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1	2	1	2	1	1	2	2	2	2	2	2	2	1	1	2	2	1	3	2	2	4	2	1	1	1	1	1	2	1	1	3	2	1	1	3	1	2	1	1	2	1	2	1	1	1	2	2	3	1	1	1	1	1	1	3	1	3	3	2	2
8000	-400.268699636235738	-407.124187587195138	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.656069621992561	0	1	2	2	4	7	8	9	9	8	9	12	10	11	13	11	11	10	11	11	11	10	12	12	12	12	12	12	13	13	13	10	13	13	11	13	14	14	14	17	14	15	15	14	15	15	13	15	16	16	16	15	16	17	17	16	17	17	17	16	19	17	19	18	18	18	18	19	19	19	20	19	20	21	20	22	20	22	21	24	23	25	0	1	1	2	3	5	6	7	6	5	7	18	9	22	24	7	11	7	10	13	22	11	32	9	8	18	35	20	20	11	20	9	25	16	18	28	6	23	24	34	27	47	22	31	38	39	35	47	45	41	42	0	10	45	46	42	49	38	52	0	45	45	39	55	58	38	59	59	54	45	61	65	70	70	0	79	70	73	62	79	73	81	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	2	1	2	1	1	1	2	1	1	2	1	1	2	3	1	1	1	1	1	1	4	2	2	2	2	2	3	1	1	1	2	2	1	2	1	1	5	2	2	1	1	2	2	1	2	2	2	1	1	2	1	2	2	4	1	1	1	1	1	1	1	2	3	3	2	2
8500	-385.752450819624130	-392.607938770583530	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.671397719350516	0	1	2	2	4	5	8	9	9	9	9	10	10	10	13	11	11	11	12	11	11	12	12	12	12	12	12	12	13	13	11	10	13	13	13	13	14	14	13	17	14	15	15	14	15	15	14	15	16	15	16	15	17	17	17	17	17	16	17	14	19	18	19	18	17	18	18	18	19	18	19	19	20	21	20	22	21	21	21	22	23	25	0	1	1	2	3	5	6	7	6	6	7	7	9	9	24	8	11	12	12	13	14	14	32	32	16	18	12	20	20	17	13	9	16	25	27	28	13	9	32	34	35	27	11	28	38	39	27	47	45	47	41	0	43	45	46	50	49	45	52	0	62	45	55	55	58	58	59	59	54	23	54	65	70	69	0	49	54	73	70	79	78	81	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	2	2	1	2	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	4	1	3	3	2	1	2	2	1	1	1	2	1	2	2	2	2	1	1	2	1	1	2	2	1	1	2	1	1	2	4	1	1	2	2	1	3	3	1	1	1	2	2
9000	-369.495170964083854	-376.350658915043255	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.647858672396219	0	1	2	2	4	7	8	9	9	9	9	11	10	11	13	11	10	10	12	11	10	12	12	12	12	12	12	12	12	13	12	13	13	13	13	13	14	13	14	16	14	15	14	15	15	15	14	15	16	13	16	15	16	17	17	17	16	17	16	16	19	18	19	18	18	18	17	19	19	19	20	19	19	20	20	23	21	23	21	24	23	25	0	1	1	2	3	5	6	7	7	7	6	18	9	21	9	7	11	6	12	13	11	14	6	9	11	18	12	13	20	17	20	23	25	16	27	28	13	24	23	34	35	47	22	36	15	39	50	47	24	27	47	0	43	38	46	42	24	45	52	0	62	57	64	55	58	49	59	59	54	62	61	65	65	54	0	74	74	73	54	79	73	78	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	3	2	1	2	1	2	1	1	1	2	1	1	2	1	2	2	1	1	2	2	2	1	1	1	2	1	2	1	2	3	2	2	3	2	1	1	1	2	1	1	1	2	1	2	2	1	1	1	1	2	1	3	1	3	1	2	3	2
9500	-361.168180229335974	-368.023668180295374	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.631054798345459	0	1	2	2	3	7	8	7	9	9	9	10	10	11	13	11	11	11	12	11	9	11	12	11	12	11	11	12	13	11	13	13	13	13	13	13	14	14	14	16	14	14	15	14	15	15	15	15	16	15	16	16	17	17	17	17	17	17	17	17	19	18	19	18	18	18	18	19	19	19	20	19	20	19	20	23	21	23	22	24	22	24	0	1	1	2	3	5	8	5	8	8	8	6	9	21	24	10	11	11	10	13	6	21	24	9	26	10	12	20	20	11	20	23	25	16	27	28	13	15	32	34	35	35	21	28	38	39	42	42	45	27	47	0	43	45	46	50	49	49	52	0	54	45	64	55	58	58	59	59	54	45	61	65	65	54	0	70	74	81	70	76	73	81	1	1	1	1	1	4	1	1	2	2	2	1	1	2	1	1	2	1	2	1	2	2	1	2	1	2	1	1	1	2	2	1	1	2	2	1	2	1	1	2	1	1	3	2	1	1	1	1	1	3	1	1	1	2	2	2	1	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	2	1	1	2	2	1	2	1	2	2
10000	-379.806950947868415	-386.662438898827816	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.713605697029902	0	1	1	2	4	7	8	9	9	9	8	11	10	11	12	11	11	11	9	11	10	11	11	12	12	12	12	12	12	13	13	13	13	13	13	13	12	14	14	17	14	15	15	15	15	15	14	15	16	16	16	14	17	17	16	17	17	16	17	15	17	18	19	18	17	17	18	19	17	19	20	18	20	20	20	23	18	23	22	24	21	23	0	1	1	2	3	5	5	11	11	11	6	19	9	21	23	8	11	8	7	13	6	21	9	23	16	18	19	20	20	17	29	7	25	25	27	28	13	24	15	34	27	41	14	36	24	39	35	47	45	42	42	0	43	49	39	50	49	38	52	0	45	54	55	55	58	45	59	59	45	54	61	65	65	62	0	79	45	81	70	58	73	81	1	1	1	1	2	2	2	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	2	1	1	1	2	1	1	2	1	2	1	1	1	1	1	2	2	3	2	1	2	2	2	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	1	1	2	1	1	1	1	2	1	2	2	1	3	2	1	1	2	2	3	5	1	2
10500	-384.089642640360012	-390.945130591319412	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.657674817602703	0	1	2	2	3	7	8	8	9	9	9	10	10	10	13	10	11	10	12	11	11	12	12	12	12	12	12	12	13	13	13	11	13	13	13	13	14	14	13	17	14	15	15	15	15	15	14	15	16	15	16	16	17	17	17	16	17	16	17	16	19	18	19	18	18	18	18	19	19	18	20	19	20	21	20	23	20	22	22	24	21	25	0	1	1	2	3	3	5	6	8	8	6	8	9	7	32	10	11	6	12	13	14	21	32	32	16	18	17	20	20	32	20	7	25	25	27	28	29	24	23	34	19	47	21	36	24	39	35	19	45	47	47	0	43	24	46	42	38	45	52	0	54	24	55	55	58	58	59	59	70	38	54	65	65	77	0	61	70	73	70	71	73	81	1	1	1	1	1	3	5	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	2	1	1	2	2	2	2	1	1	1	1	1	2	1	3	1	1	3	1	2	2	1	2	1	1	2	1	1	3	2	1	2	1	1	1	2	4	2	1	2	1	1	2	1	3	2	1	2	1	1	4	2	2	2	3	1	2
11000	-382.492421484389979	-389.347909435349379	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.688447038103759	0	1	2	2	4	7	8	9	9	9	9	9	9	10	12	11	11	11	12	11	11	12	12	12	12	12	12	12	11	13	13	11	13	13	12	13	14	14	14	15	14	15	15	15	15	15	15	14	16	16	16	15	17	17	16	17	17	16	17	17	18	17	19	18	18	18	18	19	19	18	20	19	19	21	20	23	20	22	21	24	22	24	0	1	2	2	3	5	6	7	7	7	6	7	7	11	32	6	6	12	18	13	14	14	20	32	16	18	18	29	13	17	29	9	25	25	12	28	29	24	23	33	27	35	17	36	38	39	35	27	38	47	47	0	43	45	46	50	49	45	52	0	38	45	55	55	58	58	59	59	70	45	61	65	65	70	0	66	54	73	49	76	73	78	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	3	1	1	2	1	2	1	1	1	1	1	1	2	2	2	2	1	1	2	1	2	2	2	1	2	3	3	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	2	1	3	2	2	1	2	2	1	2	1	2	2	1	1	1	1	4	2	2	5	1	2	2
11500	-379.270152266674643	-386.125640217634043	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.622392067006801	0	1	1	2	4	7	8	9	9	9	9	11	10	11	13	11	11	10	12	10	10	12	11	12	12	9	12	12	13	13	13	10	13	13	13	13	13	14	13	17	13	15	14	15	15	15	13	15	16	16	16	16	17	17	17	17	16	17	17	14	19	18	19	18	18	18	18	19	19	19	20	19	20	21	20	23	20	22	22	23	23	24	0	1	1	2	3	5	6	7	7	6	7	18	9	21	24	6	11	26	12	9	11	14	32	9	16	7	12	20	20	17	28	9	25	25	27	20	20	15	24	34	27	47	14	28	43	39	27	16	38	47	48	0	22	45	46	50	45	49	52	0	54	45	64	55	58	58	59	59	54	62	61	65	65	54	0	62	49	73	70	74	73	73	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	3	2	1	1	1	1	1	1	2	1	1	1	2	3	1	1	1	1	1	1	2	2	1	1	4	1	2	3	1	1	2	1	3	2	2	1	1	5	2	2	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	1	1	2	4	1	2	3	2	2	2	2	2
12000	-366.508169003850355	-373.363656954809755	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.669165921824852	0	1	2	2	4	7	8	9	9	9	9	11	10	11	12	10	11	11	12	10	10	12	10	12	12	12	12	12	12	13	13	11	13	13	13	13	14	14	14	17	14	15	15	15	15	15	15	15	16	16	16	14	14	17	17	17	17	17	16	17	19	18	19	18	18	18	18	19	19	16	20	19	20	21	20	22	21	22	19	23	23	25	0	1	2	2	3	5	6	7	7	7	6	11	9	21	32	8	11	8	18	6	11	21	11	17	16	8	18	20	20	12	29	23	25	25	27	28	20	24	32	25	35	27	14	36	38	39	27	35	45	42	47	0	22	45	46	50	70	49	52	0	62	45	64	55	70	58	59	59	62	15	61	65	65	62	0	74	70	73	54	79	78	81	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	1	2	1	1	2	2	1	1	2	2	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	2	1	2	2	1	3	1	1	2	2	1	1	3	2	2	3	1	2
12500	-350.098984854085131	-356.954472805044531	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.652160077591647	0	1	1	2	3	7	8	9	9	9	9	11	10	11	13	11	11	11	12	11	10	11	11	12	12	10	12	12	12	13	13	13	13	13	13	13	14	14	14	16	14	15	15	15	15	15	14	15	16	16	16	15	17	17	17	17	17	17	17	15	19	16	19	18	18	16	18	19	19	18	20	19	20	20	20	23	21	22	22	24	23	25	0	1	1	2	3	5	6	7	7	6	6	26	10	21	24	8	11	26	12	13	11	21	9	23	11	8	8	20	20	17	20	24	25	25	19	28	31	24	23	34	35	47	21	36	38	39	35	47	45	47	42	0	43	45	46	47	49	66	52	0	38	45	55	55	66	45	59	52	54	62	61	65	61	70	0	79	74	73	69	62	78	81	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	2	1	1	2	2	1	1	1	1	1	1	2	2	2	1	1	2	2	1	1	1	1	1	2	1	1	2	2	1	2	1	1	2	1	4	1	2	1	1	1	1	2	2	2	1	1	1	2	1	1	1	2	2	7	1	2
13000	-371.195763755973474	-378.051251706932874	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.711590070786663	0	1	1	2	4	7	8	9	9	8	9	11	10	11	13	10	11	10	12	11	10	12	12	11	12	12	12	12	13	12	13	13	11	13	13	13	14	14	14	17	14	15	15	14	15	15	15	15	14	14	16	15	16	17	17	16	17	17	17	16	16	17	19	18	18	16	18	19	19	19	20	19	20	20	20	23	21	22	21	24	23	25	0	1	1	1	3	5	6	10	7	6	7	18	9	21	24	11	11	8	12	13	11	21	8	9	33	18	12	20	20	17	13	23	16	25	27	28	20	24	23	25	35	50	22	36	15	23	50	50	15	27	41	0	43	45	46	47	49	66	52	0	49	45	64	55	66	45	59	52	57	45	69	65	65	70	0	79	74	73	70	79	73	81	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	1	2	1	1	2	1	3	1	1	1	1	1	2	2	2	2	1	1	3	1	1	2	1	1	1	2	1	1	1	2	2	1	2	1	2	1	2	2	1	1	1	1	1	2	2	2	1	1	2	1	1	2	1	1	1	2	3	2
13500	-369.264671490515752	-376.120159441475153	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.760540620652115	0	1	2	2	4	7	8	9	9	9	9	10	10	11	13	11	10	11	12	11	10	12	12	12	12	12	11	12	12	12	13	13	13	13	13	13	13	14	14	16	14	13	15	15	15	15	15	15	15	14	16	16	17	17	16	17	17	17	17	17	16	18	19	17	18	16	18	18	18	18	20	19	20	19	20	23	21	23	21	23	22	25	0	1	1	2	3	5	6	7	7	7	7	8	9	21	24	8	11	12	12	13	10	14	9	9	16	18	12	20	20	17	20	23	25	25	27	28	13	24	32	34	19	27	19	36	38	39	42	50	24	42	42	0	14	49	46	47	66	66	52	0	49	49	55	55	58	45	59	59	54	45	61	65	65	54	0	45	70	73	62	79	73	78	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	2	1	2	3	2	1	1	1	1	1	1	1	1	3	2	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	2	1	3	2	3	2	2	2	2
14000	-380.166440927499252	-387.021928878458652	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.700652831303990	0	1	2	2	4	7	8	9	9	9	9	12	10	10	13	10	11	11	12	11	11	12	10	11	12	12	12	12	13	13	13	12	13	11	13	13	14	14	12	17	14	15	15	15	15	15	15	15	16	14	16	16	16	17	17	17	17	17	17	17	18	18	19	18	18	18	18	19	19	19	19	19	20	19	20	23	21	22	22	24	22	24	0	1	1	2	3	3	6	7	7	7	7	10	9	11	32	10	11	7	18	13	11	14	6	9	34	10	18	6	20	21	20	23	18	16	27	28	29	15	24	33	27	50	14	28	38	39	50	50	45	35	50	0	21	45	39	50	49	49	52	0	54	45	64	55	58	58	59	59	62	45	54	58	65	62	0	79	74	73	70	71	73	81	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	2	3	1	1	2	2	2	2	1	1	1	2	1	1	2	2	2	1	1	1	1	1	1	2	2	1	3	2	1	2	1	1	1	1	2	1	3	2	4	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	2	2	2	2	1
14500	-421.032448134694562	-427.887936085653962	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.530018536613775	-2	1	0	2	4	7	8	9	9	9	9	9	10	11	13	11	11	10	11	11	10	12	11	12	12	12	12	12	12	10	13	13	13	13	13	13	14	12	13	16	14	15	14	15	15	15	14	15	16	13	16	15	14	17	16	17	17	17	17	17	19	17	19	18	18	18	18	19	19	19	20	19	20	19	20	23	21	23	22	24	23	25	0	1	1	2	3	5	6	7	6	7	6	7	9	21	24	6	30	12	12	13	11	21	11	9	16	18	5	20	20	11	6	23	25	25	27	28	13	9	38	25	26	47	14	36	15	39	50	47	45	19	50	0	11	15	39	42	49	45	52	0	62	49	55	46	49	54	59	59	45	62	61	54	65	45	0	79	74	73	70	76	73	81	1	2	2	1	2	3	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	2	2	2	1	2	5	1	1	1	5	2	1	1	1	1	4	2	1	3	2	1	2	1	1	2	1	1	1	2	3	1	2	2	2	1	1	2	1	1	2	1	2	3	1	1	1	2	3	2	1	2	2	2	1	1	2	3	2	1	3	1
15000	-389.905439012141585	-396.760926963100985	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.744459573329072	0	1	2	2	3	7	8	9	8	9	8	11	10	11	13	11	11	11	9	11	10	12	12	12	12	10	12	11	13	13	11	13	13	13	13	13	14	14	13	17	14	13	15	15	15	15	14	15	14	16	15	15	17	16	17	17	17	16	17	17	19	18	18	18	17	18	18	19	19	19	20	19	20	20	17	21	19	22	20	24	23	25	0	1	1	2	3	5	5	11	6	11	6	26	9	21	23	7	11	26	7	10	6	21	17	16	7	19	12	13	20	22	13	23	25	25	27	28	13	15	13	25	35	27	22	36	38	39	42	47	24	47	42	0	43	45	46	50	54	45	52	0	62	45	46	55	49	58	59	59	62	45	61	65	58	77	0	62	66	73	62	76	78	81	1	1	1	1	1	4	2	1	1	1	1	1	2	1	1	3	3	1	1	2	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	2	2	1	1	3	2	1	2	1	1	2	2	2	1	2	1	2	1	1	1	2	1	1	2	1	1	2	2	1	1	1	3	1	2	2	1	1	1	1	1	1	2	1	2
15500	-373.980799094506608	-380.836287045466008	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.714664380982167	0	1	2	2	3	7	8	9	9	9	9	12	10	11	13	11	10	10	12	11	11	12	12	12	12	11	12	12	12	12	10	13	13	13	13	13	13	14	14	16	14	14	15	14	15	15	15	15	16	16	16	16	17	17	17	16	16	16	17	16	19	18	19	18	17	18	18	19	19	17	20	18	20	20	20	20	21	21	22	22	23	24	0	1	1	2	3	5	6	7	7	6	7	26	9	8	23	7	11	10	8	13	11	14	9	9	16	18	26	20	20	17	6	23	25	25	27	28	13	23	32	16	35	27	14	28	24	39	42	42	24	42	42	0	43	45	46	42	38	45	52	0	70	38	64	55	58	58	59	59	54	57	61	65	65	70	0	62	74	73	76	74	78	78	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	3	2	1	1	1	1	1	1	2	1	1	1	1	1	3	2	1	4	1	1	2	2	2	1	1	1	2	2	2	1	2	1	2	1	1	1	1	1	2	3	1	1	1	2	1	2	2	1	1	1	3	2	1	2	1	1	2	2	2	3
