step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67
25500	-328.931397816982610	-327.014049438334439	-1.917348378648184	0.000091400850015	0.000013929380061	0.152398802189992	0.659976380860035	0	2	4	3	6	6	5	5	5	8	7	8	10	6	7	7	8	10	7	9	12	9	10	8	9	9	9	11	11	11	12	13	14	13	15	15	14	14	17	15	15	16	16	16	18	17	18	20	18	18	19	18	17	18	21	21	24	20	21	21	26	24	21	25	25	26	27	0	1	2	1	9	3	3	4	4	6	8	6	14	3	8	8	5	10	6	10	11	15	17	19	24	11	16	23	24	27	28	28	32	29	30	27	32	31	35	37	37	28	37	41	35	40	32	53	44	40	41	43	43	36	42	46	0	53	45	52	64	44	52	55	62	65	65	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	3	2	1	1	1	1	1	3	2	1	3	1	3	2	1	2	1	1	1	2	4	2	1	2	1	2	1	4	1	2	1	1	1
26000	-385.964464179832191	-384.203941078274397	-1.760523101557794	0.000087538344153	0.000016313203780	0.186354950368670	0.631468546272198	-1	1	4	3	7	7	8	6	5	5	7	8	9	6	7	6	8	10	7	8	12	9	10	8	11	10	9	12	9	11	13	12	14	13	13	15	14	14	17	15	15	16	16	17	17	17	19	17	18	19	17	17	19	18	21	20	23	19	20	22	26	23	21	25	27	25	27	0	1	2	1	9	8	14	4	3	3	4	14	14	3	8	3	5	6	10	10	11	15	9	19	10	11	8	8	19	8	5	23	28	29	30	26	31	28	35	37	38	32	37	41	35	31	42	43	44	46	41	28	48	35	53	50	0	48	45	63	28	44	52	55	62	62	66	1	1	2	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	3	1	2	1	3	2	2	3	2	2	3	1	1	2	2	1	1	2	2	1	1	2	1	2	2	2	1	1	1	1	1	2	1	2	1	1	1	2	2	1	6	4	2	2	2	2	1
26500	-354.453419585834240	-352.905803322980489	-1.547616262853760	0.000097818753764	0.000025961465239	0.265403761956471	0.744729267818313	0	1	4	3	7	6	6	6	6	6	6	8	10	6	8	8	9	11	8	7	13	9	9	9	11	9	9	12	13	10	12	11	14	14	15	16	14	14	17	15	15	17	17	17	18	17	19	20	18	19	17	17	19	19	21	20	23	21	21	21	25	25	22	23	26	25	27	0	1	2	2	14	3	3	1	3	3	4	6	14	3	8	11	9	30	14	10	30	15	5	19	19	11	11	17	24	8	32	8	28	29	21	21	31	31	35	31	37	38	31	41	39	40	42	53	44	46	41	37	37	39	53	50	0	53	54	43	55	51	42	53	62	51	65	1	1	1	1	1	1	1	3	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	2	1	1	1	2	1	1	2	1	1	1	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	3	2	2	2	1	3	1
27000	-373.296428288898483	-371.250164113967628	-2.046264174930869	0.000133258919893	0.000017570917773	0.131855471941138	0.648497165398311	0	1	3	4	7	6	8	5	7	7	8	8	10	9	7	5	9	10	7	8	11	9	10	9	11	10	10	11	11	12	13	13	14	13	15	16	15	15	17	15	16	16	16	17	18	17	17	20	18	17	17	18	19	20	19	20	23	21	21	21	26	25	22	24	27	26	28	0	1	2	2	8	4	5	1	3	2	4	6	7	7	16	2	5	19	6	6	26	15	3	19	24	11	4	8	19	11	28	27	32	10	27	27	31	31	27	28	37	32	37	37	35	40	42	37	51	40	41	37	28	45	43	50	0	55	54	52	64	49	60	55	62	62	65	1	1	1	2	1	1	1	3	2	3	2	1	1	1	1	2	1	1	1	1	1	1	5	1	1	1	3	3	2	2	1	1	1	3	2	3	1	1	3	1	1	2	1	1	2	1	1	2	1	1	1	1	4	1	1	1	1	2	1	2	1	2	1	2	2	1	1
27500	-330.653015207346300	-328.586543078633156	-2.066472128713154	0.000074938112402	0.000009671623917	0.129061482958004	0.708018981006667	0	1	4	3	5	7	7	5	7	6	6	9	8	8	7	8	8	8	7	9	12	8	9	9	10	10	9	10	12	12	12	14	14	14	14	16	14	15	17	15	16	17	16	16	19	17	18	20	18	18	18	18	18	19	20	21	24	21	21	21	24	24	22	25	26	27	27	0	1	2	2	3	3	5	4	5	3	8	6	7	7	8	4	5	10	3	7	26	15	14	19	7	11	11	14	19	26	28	28	28	29	30	21	31	31	35	37	37	43	37	37	39	40	42	53	41	40	41	43	43	35	53	50	0	48	54	52	55	51	52	61	62	65	65	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	1	1	2	2	2	1	2	1	2	2	2	2	1	2	1	1	2	1	1	1	1	2	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	2	3	2	1	1	1	1
28000	-361.467046549513213	-359.171317158271847	-2.295729391241381	0.000093831179449	0.000009676901784	0.103130983121022	0.734114715392354	1	2	4	4	6	5	7	5	7	7	8	8	8	8	7	8	9	11	8	9	13	8	9	9	10	9	10	10	11	12	12	13	14	13	14	15	14	14	18	15	16	16	16	15	18	18	17	19	18	17	18	19	18	19	21	19	24	21	19	21	24	24	22	25	26	25	28	0	1	2	2	3	3	5	1	5	6	4	6	10	1	8	4	5	7	8	10	30	8	12	8	19	11	26	13	19	27	14	23	32	29	27	21	31	31	35	32	44	23	37	31	30	37	43	53	44	40	41	38	43	35	48	50	0	48	39	52	53	41	60	61	66	62	65	1	1	1	1	1	1	1	3	1	1	2	1	1	4	1	2	1	2	1	1	1	1	1	2	1	1	1	2	2	1	2	2	1	1	2	1	1	1	3	1	1	3	1	1	3	2	1	1	1	1	1	3	1	2	1	1	1	1	1	1	3	3	1	1	1	1	1
28500	-352.255201309807205	-350.641058147782019	-1.614143162025175	0.000112787183453	0.000026397921448	0.234050719591121	0.699595764795117	0	2	4	3	6	5	7	7	7	7	5	9	9	9	7	7	8	10	6	8	9	9	10	8	11	10	9	12	10	11	12	13	15	13	15	16	14	14	17	16	16	15	16	15	19	18	19	18	18	19	19	16	18	19	20	21	24	20	20	21	25	23	23	26	25	26	26	0	1	2	2	3	3	3	11	5	19	4	6	9	7	11	11	5	20	6	6	8	11	17	19	24	27	8	5	19	15	20	23	32	29	21	27	31	31	36	37	44	32	37	37	39	52	42	32	52	46	43	31	32	35	48	50	0	43	39	43	55	43	60	61	62	65	65	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	3	2	2	1	1	1	1	3	3	1	2	1	1	1	1	2	1	1	1	2	2	1	1	1	2	2	2	2	1	1	2	1	2	2	3	1	1	1	1	1
29000	-329.462670126658566	-327.820027174336701	-1.642642952321845	0.000100933113455	0.000022500189701	0.222921783852816	0.696491576544645	-2	1	3	3	6	5	6	5	5	7	7	9	10	9	7	8	8	10	7	9	12	9	10	8	10	9	9	11	12	11	12	13	14	14	14	15	15	13	17	16	16	16	14	17	18	17	18	17	17	18	19	18	19	19	21	20	22	20	20	18	24	22	22	25	26	27	27	0	1	2	2	9	3	3	4	3	6	8	7	7	7	8	11	7	10	6	10	11	15	17	7	19	8	11	23	24	11	13	28	28	29	21	21	43	31	36	43	43	32	31	31	36	40	42	37	43	46	41	42	48	39	53	50	0	48	54	37	55	41	52	61	62	62	65	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	2	2	1	1	2	1	1	2	1	1	1	1	1	2	1	3	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	3	1	1	2	2	1
29500	-370.408505690521906	-368.620321987715158	-1.788183702806745	0.000125750524644	0.000022559876719	0.179401849679375	0.672963766472490	-1	1	4	3	6	5	8	7	6	7	7	7	10	8	6	7	8	9	7	8	12	7	9	9	9	9	9	12	12	11	12	13	15	13	13	16	15	15	17	15	15	16	16	17	19	17	18	19	19	16	17	18	18	18	20	21	23	19	20	20	23	22	22	25	25	26	28	0	1	4	2	6	1	2	4	3	6	4	6	14	19	4	4	9	6	6	5	11	15	5	19	6	4	11	17	24	27	23	28	32	29	27	35	28	31	35	31	31	32	37	41	39	31	38	38	46	31	41	42	38	39	42	50	0	53	54	53	55	51	60	61	62	65	65	1	1	1	1	1	2	3	2	1	1	1	1	1	1	2	2	1	2	2	1	2	1	2	1	3	2	1	2	1	1	1	1	1	1	2	1	1	2	2	2	1	3	1	1	1	3	2	1	1	2	1	1	2	1	3	2	1	1	1	1	1	2	1	1	2	1	2
30000	-350.516960320331577	-349.054661571507609	-1.462298748823941	0.000094512875670	0.000030665386779	0.324457239939331	0.641784432324738	1	2	4	3	7	5	7	4	6	6	7	8	9	7	7	5	7	10	7	8	13	9	10	9	10	9	7	12	12	11	11	13	14	14	14	16	14	14	17	15	16	16	16	15	18	17	17	18	18	19	19	18	19	20	20	21	23	19	20	20	24	24	20	26	26	26	26	0	1	2	1	9	3	3	4	3	6	16	6	14	3	8	8	9	7	10	10	11	11	17	19	24	8	8	23	25	27	7	13	28	29	30	35	31	31	21	32	44	28	37	37	36	37	32	43	44	46	41	43	48	45	53	50	0	32	35	52	55	51	52	61	51	62	62	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	2	1	1	2	2	1	2	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	2	1	3	2	1	1	4	1	1
30500	-375.059857441322208	-373.042015941624527	-2.017841499697685	0.000128507450007	0.000017472070322	0.135961536242903	0.624911988108056	0	1	3	1	5	7	5	7	7	8	7	8	9	6	8	6	9	10	7	9	12	9	10	8	10	9	10	12	12	10	11	13	14	14	13	16	13	14	17	15	14	16	16	16	18	18	18	17	19	19	18	19	19	20	20	21	22	20	19	22	24	24	21	26	26	26	27	0	1	2	1	3	7	3	14	5	3	7	14	6	3	11	4	14	9	7	14	11	15	17	19	24	11	26	7	24	8	13	28	17	25	27	11	31	31	35	37	37	32	37	31	35	38	42	37	44	46	41	37	48	59	53	50	0	48	45	37	60	43	52	61	62	62	65	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	2	2	1	2	3	1	1	1	1	1	1	4	2	1	1	1	2	2	1	4	1	2	2	1	1	2	2	3	2	1	1	2	2	1	2	2	1	1	1	1	1	2	1	4	1	4	1	1	2	1	1
31000	-328.185411588999443	-326.485429227114309	-1.699982361885133	0.000129235904764	0.000026302182034	0.203520701792060	0.840226757039490	1	2	3	3	5	5	7	5	6	8	8	7	9	9	6	7	7	10	8	7	13	9	9	9	10	9	9	13	12	12	12	12	13	13	14	15	14	14	17	15	16	16	16	16	17	17	17	19	19	18	18	19	18	19	20	18	23	20	21	21	23	23	22	25	25	27	27	0	1	2	1	3	3	6	4	6	6	8	5	7	7	8	8	9	10	20	6	11	15	17	10	19	11	11	32	19	27	25	23	32	29	21	30	31	31	36	37	37	32	37	37	30	40	32	53	47	46	41	42	43	39	53	46	0	53	54	42	55	51	60	61	62	62	65	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	2	1
31500	-349.322896641559055	-347.308551819573779	-2.014344821985269	0.000114521459420	0.000015630076493	0.136481639090666	0.717267028662002	0	1	5	3	5	5	7	6	6	7	7	9	10	9	8	7	6	9	8	8	12	8	9	9	11	9	10	11	12	11	13	13	14	14	13	15	14	14	18	14	15	16	15	17	17	16	18	19	19	18	17	18	19	20	20	21	22	17	19	21	24	24	22	25	25	26	27	0	1	1	2	4	2	6	3	5	6	3	10	6	7	3	3	3	3	10	10	26	3	3	19	19	11	8	14	12	27	28	28	28	29	30	26	32	32	45	31	31	28	37	41	36	37	42	58	44	46	41	31	58	59	53	50	0	43	45	52	53	51	52	61	62	62	65	1	1	2	1	1	2	1	1	1	1	1	2	2	2	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	1	2	2	2	1	2	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	2	3	2	1	1	1	1
32000	-352.401071585449245	-350.480336644403678	-1.920734941045541	0.000112003349920	0.000017000926970	0.151789450783842	0.706048695846903	0	2	4	3	5	5	7	6	6	6	7	8	10	7	7	7	7	11	7	8	12	9	9	9	10	10	10	12	12	10	13	13	14	14	14	14	14	14	17	15	15	16	15	17	18	17	18	20	19	19	18	17	19	20	20	20	24	21	19	22	24	22	22	26	26	27	27	0	1	2	1	3	3	3	4	5	6	4	6	7	3	3	8	5	13	10	10	16	15	17	19	19	11	8	17	19	8	28	23	32	24	27	27	31	31	21	37	37	28	37	41	36	40	42	53	44	46	41	37	44	59	37	50	0	53	45	55	48	48	52	61	62	65	65	1	1	1	2	1	1	1	2	1	1	2	1	2	2	1	1	1	1	1	1	3	1	1	1	2	1	2	2	2	2	1	2	1	2	3	2	1	1	2	1	1	2	1	1	1	2	1	1	1	1	2	2	1	1	3	1	1	1	1	1	3	1	2	1	1	1	1
32500	-325.540000461033003	-323.043639836873865	-2.496360624159164	0.000147430566863	0.000012770067822	0.086617504727561	0.814126157655850	0	2	4	4	5	6	6	5	6	8	7	8	9	7	8	7	8	10	6	8	11	9	10	8	10	10	10	12	13	12	12	14	14	12	14	16	14	14	18	16	14	16	16	16	18	17	16	18	17	19	19	19	19	19	20	21	24	20	20	21	24	22	23	25	25	27	28	0	1	2	2	3	4	3	4	5	19	4	6	14	6	8	8	5	10	3	19	16	15	17	19	6	11	11	23	24	27	17	28	31	25	21	30	28	31	36	33	31	28	37	41	35	37	28	43	44	46	44	43	48	39	48	50	0	48	54	52	55	49	52	61	62	65	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	2	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	2	3	2	1	1	1	1
33000	-315.363508083910460	-312.878048617515333	-2.485459466395133	0.000101813962953	0.000008899168062	0.087406165163464	0.792078156017208	0	2	4	4	5	5	6	6	6	7	7	7	8	7	7	7	8	10	7	7	12	9	10	9	11	10	9	10	12	11	12	13	13	14	14	15	13	14	16	15	15	16	16	16	18	17	16	18	17	18	19	18	20	19	20	20	24	19	20	22	24	22	23	25	25	27	28	0	1	1	2	3	3	6	3	5	6	8	6	7	3	8	8	9	10	6	3	26	15	17	19	10	11	11	17	24	27	28	28	28	29	27	30	31	31	35	37	37	32	37	37	30	40	32	43	44	40	44	43	48	39	48	50	0	48	54	52	55	51	60	61	62	65	65	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	2	1	1	1	1	2
33500	-344.146012599342725	-342.282433616164099	-1.863578983178624	0.000108944224784	0.000017723778068	0.162686715181209	0.773176342548255	0	1	4	3	6	7	7	7	5	6	7	8	10	8	7	8	9	9	7	7	12	9	9	9	9	10	9	12	11	11	11	14	15	13	14	16	14	13	18	15	14	16	13	15	18	16	19	19	18	19	19	17	19	20	20	20	23	20	21	20	24	24	21	25	25	26	27	0	1	4	1	9	10	3	4	3	3	4	6	14	7	4	11	9	19	10	10	11	15	7	19	19	8	11	5	24	27	17	31	37	29	28	30	43	31	35	37	31	32	31	41	35	40	42	37	44	46	44	37	32	39	48	50	0	53	35	37	55	51	60	61	51	65	66	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	3	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	1	1	2	2	3	1	1	1	1	1	3	2	2	2	1	1	2	1	1
34000	-333.579217097524349	-332.027449171879198	-1.551767925645138	0.000080348452135	0.000021145470888	0.263172100090700	0.729991359144811	0	1	4	3	7	6	6	6	6	7	6	8	10	8	7	7	7	10	8	9	12	9	9	9	10	9	9	11	12	11	13	13	14	13	14	15	14	14	17	15	16	15	16	16	19	17	18	19	18	19	19	17	20	20	20	20	24	21	21	20	24	24	23	23	25	26	27	0	1	2	1	9	3	3	4	3	6	4	6	9	7	11	11	9	20	10	10	30	15	17	19	24	11	8	14	24	8	28	28	32	29	30	21	28	28	35	37	37	28	37	32	39	42	31	52	44	37	44	31	48	45	48	50	0	48	54	52	55	51	60	55	62	65	65	1	1	1	2	1	1	1	2	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	2	2	3	2	1	1	1	1
34500	-365.864822645514323	-363.662509435640118	-2.202313209874208	0.000102704980565	0.000011562275370	0.112577552781167	0.784780499288588	1	2	3	4	7	5	6	5	6	6	7	7	10	7	8	7	9	10	7	8	12	9	9	8	9	9	9	11	12	12	13	14	14	12	14	17	14	15	17	15	15	16	17	16	17	17	19	20	18	18	19	18	19	19	21	20	23	21	19	20	25	23	21	24	25	27	28	0	1	1	1	9	1	4	2	3	6	8	10	6	3	16	7	14	7	10	6	11	15	9	19	19	11	11	23	19	27	17	28	28	6	30	35	31	31	21	31	28	28	37	41	21	40	32	53	41	46	43	37	43	35	53	52	0	48	35	47	64	51	52	48	62	65	65	1	1	1	2	1	2	1	1	1	1	1	1	2	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	2	2	2	1	2	2	1	1	1	2	1	2	1	1	1	2	1	3	1	2	1	1	2	1	2	2	1	1	1	2	1	1	2	2	2	1	1	2
35000	-353.244224524052242	-351.701256454499230	-1.542968069553016	0.000105002643227	0.000028135965763	0.267954833312225	0.746083214802718	0	2	4	4	7	6	6	5	5	7	8	7	8	8	7	7	8	10	6	8	12	7	10	8	10	10	9	11	11	11	13	12	15	13	13	15	15	14	16	15	15	15	15	16	18	17	19	19	19	18	17	19	20	19	20	21	23	19	20	21	26	23	22	25	25	27	28	0	1	2	1	9	3	3	4	3	19	8	6	7	7	4	8	9	10	3	19	27	4	17	10	19	11	8	14	24	27	28	28	38	29	27	21	23	31	35	31	31	28	31	41	39	40	33	44	51	46	41	40	48	45	37	46	0	37	35	52	64	60	60	55	62	65	65	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	1	2	1	3	1	2	2	1	2	1	1	1	1	2	1	1	1	1	2	1	1	2	3	1	2	4	1	1	1	1	3	1	1	3
35500	-370.875429449992737	-369.315693504243370	-1.559735945749359	0.000103069781715	0.000026695799934	0.259007048329849	0.666763239053095	0	2	4	3	6	6	6	5	6	6	8	9	9	8	8	7	8	11	8	8	12	8	9	9	10	10	10	12	12	11	13	12	14	14	14	17	14	15	18	16	15	16	16	17	18	17	18	20	18	18	18	19	17	17	20	20	23	19	20	22	26	23	23	25	25	27	27	0	1	2	2	3	3	3	2	3	3	6	6	2	7	8	4	6	13	7	10	11	8	5	10	10	8	8	13	19	26	32	23	28	29	12	35	28	32	54	37	31	32	37	37	35	40	32	44	44	46	41	44	31	30	47	50	0	53	54	52	64	51	60	55	62	65	65	1	1	1	1	1	1	1	2	1	1	1	2	3	1	2	1	1	1	1	1	2	2	2	1	2	1	2	2	2	1	1	2	1	1	2	1	1	2	1	1	1	3	2	2	2	1	2	2	1	1	2	2	2	2	1	1	1	1	1	2	1	2	1	3	1	1	1
36000	-354.481844073966386	-352.688116480315557	-1.793727593650801	0.000092790206621	0.000016522819966	0.178066420671235	0.818281514019498	-1	1	3	3	7	5	7	7	6	5	6	8	9	8	8	8	8	10	7	7	12	9	9	9	9	10	9	12	12	11	12	13	15	14	15	16	14	15	18	16	16	17	17	15	16	16	19	17	17	19	18	18	19	19	20	20	23	20	21	21	26	24	23	25	26	26	27	0	1	1	2	9	1	9	11	3	3	4	7	12	2	11	11	5	20	10	10	27	11	7	19	19	14	11	23	10	27	17	23	28	29	30	30	31	31	45	37	44	33	38	28	35	32	42	37	44	46	41	33	48	35	48	50	0	53	54	52	64	41	52	55	62	62	65	1	1	2	1	1	3	1	1	1	1	2	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	2	2	2	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1	2	2	1	1	1	2	2	1	1	1	1	1	1	3	2	3	1	1	1
36500	-347.211483040901896	-344.963907907610064	-2.247575133291820	0.000134058248689	0.000014456160722	0.107834921485289	0.834146442691278	0	1	4	4	5	6	7	6	5	7	7	8	9	8	7	7	7	10	6	6	13	8	9	8	9	9	10	11	11	12	13	13	13	13	14	16	13	15	16	15	16	14	16	15	16	17	16	20	16	18	18	18	18	18	21	21	23	21	20	21	25	24	22	24	25	27	28	0	1	2	1	3	9	5	2	3	6	8	8	7	17	8	8	3	10	4	3	30	15	17	19	24	11	8	9	19	27	28	28	28	29	27	30	28	31	35	37	44	32	37	37	21	40	42	53	44	46	49	43	43	45	53	50	0	43	54	52	64	51	52	55	62	65	65	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	3	2	1	1	1	1	2	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	3	2	2	1	1	1
37000	-388.827497668225078	-386.842747763465809	-1.984749904759281	0.000129617080170	0.000018278993762	0.141023032907254	0.722705431506787	0	2	5	3	6	6	7	7	7	7	7	8	9	9	7	8	8	11	7	9	13	9	9	8	10	10	8	13	13	11	12	13	14	12	14	16	14	13	18	15	16	16	16	17	17	17	18	18	18	18	17	18	19	19	21	21	23	20	20	20	26	23	22	24	26	27	28	0	1	1	1	3	3	2	4	5	6	4	2	11	7	3	8	5	23	3	12	8	15	17	19	24	8	5	9	10	27	12	23	17	19	30	28	31	31	30	31	37	33	37	41	35	38	42	33	43	32	32	37	48	45	53	50	0	31	39	44	64	51	60	55	62	65	65	1	1	3	1	1	1	2	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	3	2	2	2	2	3	1	1	1	1	3	1	1	1	2	1	1	3	1	3	1	2	2	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1
37500	-349.792444311450993	-347.741100923587965	-2.051343387863001	0.000116994005584	0.000015343028806	0.131143717406426	0.703424047218234	0	2	4	3	5	6	7	5	6	7	7	8	8	9	7	7	8	10	8	8	12	9	9	9	10	9	9	11	13	12	12	11	14	13	14	17	14	14	18	15	15	15	16	15	17	17	18	18	18	19	17	17	19	19	20	21	23	19	20	21	25	23	22	24	26	27	27	0	1	2	2	3	3	3	4	5	6	8	6	5	7	8	3	9	7	10	10	26	3	16	19	19	11	11	23	24	8	28	22	32	24	11	30	31	31	45	37	37	28	37	37	21	40	42	38	51	46	41	37	48	45	48	50	0	43	54	40	64	60	60	48	62	65	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	2	3	1	1	1	2	5	2	1	1	1	1	1	2	1	1	2	1	2	2	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	3	1	1	1
38000	-397.876190722793922	-396.034374387818275	-1.841816334975632	0.000128446629006	0.000021477665220	0.167210812665706	0.692661200066177	0	2	4	3	7	5	8	5	5	6	8	8	9	8	5	7	7	10	7	6	12	8	8	8	11	9	9	13	12	11	11	14	14	11	14	16	15	14	17	16	15	16	16	17	18	18	18	18	19	18	18	18	20	18	21	21	23	20	20	21	26	23	22	25	25	27	28	0	1	1	1	1	1	6	4	2	6	8	6	7	6	3	8	9	20	6	6	26	15	17	19	19	8	16	23	24	27	5	26	28	24	30	35	31	28	30	41	38	32	38	28	36	40	42	43	44	42	43	41	48	35	48	50	0	37	54	52	64	58	52	43	62	65	65	1	1	2	1	4	1	2	1	1	1	2	1	1	1	1	2	1	3	1	1	2	2	1	1	2	3	1	3	2	2	2	2	1	2	2	1	2	1	3	1	1	1	1	2	1	1	1	1	2	1	1	2	2	2	1	2	1	2	1	1	1	1	1	3	1	1	1
38500	-368.998469292062225	-367.057198345945380	-1.941270946116852	0.000119405879877	0.000017694042456	0.148184013001009	0.684633885588281	0	1	4	2	6	5	6	6	5	6	7	8	10	8	8	8	8	11	8	8	12	9	10	9	10	8	10	12	11	12	12	13	13	14	13	16	14	14	15	15	15	16	16	17	18	17	18	19	19	19	19	18	20	19	21	20	23	21	20	21	25	24	22	25	24	26	27	0	1	1	1	9	3	6	3	3	6	4	6	12	8	11	8	5	20	10	10	16	15	17	19	12	8	12	9	20	27	23	7	28	29	21	30	31	31	35	28	37	32	37	41	39	37	32	37	44	46	41	37	52	35	48	50	0	48	45	42	58	51	48	55	52	65	66	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	3	2	1	1	2	1	2	1	2	1	1	1	1	1	2	2	1	2	1	2	2	2	1	2	2	1	2	1	1	1	2	1	1	3	2	2	1	3	1	1
