step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100
1	-1852.150839850350167	-1850.688757765831269	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.844939176872960	-1	2	3	3	3	4	5	4	4	4	4	4	5	4	5	4	6	5	5	5	5	6	6	6	5	6	6	5	7	7	8	6	8	6	8	7	6	8	8	8	7	9	11	9	9	9	10	9	9	8	10	8	8	9	9	9	9	10	11	9	10	9	10	10	9	10	10	11	10	10	11	10	12	13	11	13	13	13	13	11	12	12	12	13	12	13	13	12	12	14	15	14	16	16	14	15	16	17	20	18	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	4	4	4	3	4	4	3	4	4	5	4	5	4	5	4	4	5	5	5	4	5	6	5	5	5	6	5	5	5	6	5	5	5	5	5	5	6	6	5	6	5	6	6	5	6	6	6	6	6	6	6	7	7	6	7	7	7	7	6	7	7	7	7	7	7	7	7	7	8	8	8	9	9	8	8	9	9	11	10
500	-636.883175036663260	-634.960547082992434	-1.922627953670858	0.000009958265385	0.000021346718486	2.143618156517745	0.599717082333351	0	2	3	4	2	4	2	5	4	4	4	5	5	2	5	4	7	5	5	5	5	6	7	7	5	6	6	4	7	8	8	7	8	6	9	8	6	8	7	7	6	9	12	9	10	9	10	8	9	9	10	9	9	10	9	9	9	10	10	8	9	9	9	11	7	11	9	11	9	10	10	10	11	12	10	13	13	14	13	8	13	11	12	12	13	13	14	12	11	15	14	15	15	16	14	14	17	16	19	19	0	1	7	2	1	7	1	3	7	5	5	7	3	1	6	14	6	11	6	7	5	9	9	21	5	21	12	14	25	34	28	19	27	18	26	11	4	41	15	7	10	23	75	17	12	3	33	37	28	2	31	38	25	34	36	17	32	26	0	39	38	27	15	51	12	6	22	36	13	57	61	0	14	89	11	66	80	84	26	40	44	37	71	58	65	73	36	33	42	74	36	81	87	55	74	86	36	68	97	95	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	1	1	1	2	1	2	1	1	2	1	1	1	3	1	1	1	1	2	2	1	1	2	3	1	1	2	2	1	1	1	2	1	1	1	2	2	1	1	2	2	1	2	1	1	1	4	1	3	1	2	2	3	1	3	3	1	1	5	1	3	2	1	3	2	1	1	3	1	1	5	1	1	4
1000	-672.941477916798362	-671.424187344017923	-1.517290572780434	0.000009990825351	0.000011454749969	1.146526895105446	0.677804156264331	0	2	2	3	2	5	6	5	3	4	3	4	6	4	5	4	6	5	6	6	6	6	4	6	5	6	7	3	6	6	9	6	8	6	8	8	6	9	7	8	7	8	10	9	9	9	11	10	9	8	10	7	8	10	9	10	9	9	12	9	11	9	11	10	8	10	9	12	8	9	11	11	12	13	11	12	13	14	13	11	10	10	13	14	11	13	14	11	12	13	16	15	15	15	13	15	14	17	20	18	0	1	1	1	1	14	12	3	3	5	5	3	3	3	10	28	23	16	4	23	6	14	9	10	10	10	8	2	16	12	6	14	23	10	6	26	14	13	37	21	22	9	37	14	12	27	54	45	29	27	31	17	34	21	36	65	18	10	0	34	60	27	17	52	20	70	23	36	13	24	51	0	28	89	34	60	47	61	36	60	67	33	71	61	38	64	36	55	42	46	87	46	81	55	44	62	68	94	55	95	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	3	2	2	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	4	2	1	1	2	3	1	1	1	1	4	1	2	2	1	1	3	1	1	1	2	2	1	2	4	1	2	1	1	3	3	3	1	3	1	1	4	4
1500	-618.802707703736473	-617.147159140592862	-1.655548563143646	0.000010056275930	0.000014959979857	1.487626230729932	0.739485993887126	-2	0	3	1	3	2	4	4	4	5	4	5	6	3	6	4	7	5	6	5	5	6	6	7	5	7	5	6	8	8	7	7	8	7	8	7	5	9	7	7	8	10	11	10	8	8	11	9	9	8	9	8	8	9	9	10	9	10	12	9	10	9	10	11	9	10	10	11	10	9	11	10	12	13	12	13	12	12	13	11	12	12	12	13	12	14	13	12	12	12	15	15	16	16	13	15	14	14	20	18	0	1	2	1	2	4	6	6	3	11	14	8	7	4	12	6	27	3	7	14	4	9	9	11	5	37	5	6	28	31	2	18	23	25	26	5	3	13	21	9	19	29	24	33	23	18	24	45	14	28	31	36	25	14	36	50	31	35	0	18	45	20	9	65	26	46	40	55	40	40	51	0	28	42	63	69	54	58	82	30	68	67	51	35	58	73	36	61	33	48	81	76	87	68	89	76	44	55	91	95	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	3	1	2	1	1	2	1	1	1	1	1	3	1	1	6	1	1	1	1	2	1	1	1	1	2	1	2	2	2	1	1	1	1	1	1	3	1	1	3	1	2	1	1	1	2	3	1	1	2	2	2	4
2000	-570.085460748245737	-568.544091378691405	-1.541369369554281	0.000010088541457	0.000012182722754	1.207580184570185	0.705721038340728	0	2	3	4	4	4	5	4	4	5	3	5	6	5	5	5	6	5	6	4	4	6	5	6	5	6	6	4	7	8	8	6	6	6	8	7	7	9	7	8	7	9	11	10	7	9	10	10	9	8	9	9	9	9	9	10	9	11	10	9	11	7	10	10	10	10	8	11	10	9	11	11	11	13	11	13	13	13	12	11	12	11	13	13	13	14	14	12	13	13	15	13	17	15	15	15	16	17	20	19	0	1	1	2	11	3	20	3	3	11	1	3	20	4	3	1	3	4	1	2	3	9	9	6	11	5	8	2	5	21	3	3	23	18	26	15	16	36	18	62	11	17	27	42	12	3	41	45	37	19	31	62	29	34	36	36	28	35	0	30	50	7	42	46	40	52	33	55	46	15	51	0	41	42	35	69	34	58	17	67	51	17	51	58	58	73	68	69	57	61	87	46	61	87	89	70	36	94	98	95	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	2	1	2	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	4	1	2	2	1	3	2	1	1	1	2	1	2	1	1	2	2	1	2	2	5	1	2	3
2500	-561.522542727761675	-559.907102393396940	-1.615440334364781	0.000010082766473	0.000014017692290	1.390262516477817	0.673343923595736	0	1	2	2	3	4	6	3	4	5	4	5	6	4	5	5	7	4	2	5	6	6	7	7	5	6	6	5	7	7	8	7	8	7	8	7	7	8	7	7	7	9	11	10	8	10	9	10	7	6	10	8	8	9	10	8	9	10	11	9	11	9	10	11	9	11	10	10	10	10	12	10	12	13	11	13	13	13	13	12	12	12	12	14	12	13	13	13	12	15	16	13	16	14	14	14	14	18	20	18	0	1	1	1	2	4	20	3	19	11	5	8	14	8	18	19	9	4	2	14	4	20	9	5	11	11	10	2	13	7	28	3	9	10	26	27	9	22	28	20	10	37	24	52	12	15	29	45	28	6	31	39	25	34	36	29	32	35	0	17	60	32	38	62	30	13	23	36	33	60	51	0	28	89	32	69	54	58	44	46	75	33	28	58	58	29	68	67	42	79	87	69	95	68	89	76	27	68	87	95	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	2	1	1	1	2	1	1	1	2	2	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	3	1	2	2	2	1	2	1	1	2	3	2	1	3	2	1	1	2	2	1	2	2	1	1	3	4	4	2
3000	-563.625637800039726	-562.007667425233421	-1.617970374806332	0.000010298425025	0.000014380950805	1.396422343273032	0.764479859670781	0	3	1	2	2	5	3	4	5	5	4	5	3	4	6	4	7	5	5	3	6	7	6	6	5	6	6	6	8	8	8	5	8	6	8	8	5	9	8	8	7	8	10	9	7	8	10	8	8	6	10	8	9	9	9	8	8	10	11	8	10	9	10	10	8	11	9	11	11	10	11	9	10	13	12	13	13	13	13	11	12	12	12	13	12	13	13	13	12	15	15	14	16	16	14	16	16	17	19	18	0	1	1	1	1	8	3	20	20	11	5	8	3	7	32	2	9	2	2	3	2	14	9	19	11	19	11	6	27	28	18	7	23	25	26	10	8	45	27	14	32	15	30	35	12	13	35	45	28	14	31	26	25	57	36	23	25	25	0	21	35	60	14	40	14	46	9	55	46	29	51	0	40	89	69	69	54	58	52	65	62	52	51	58	58	73	56	69	33	58	36	66	51	91	89	81	91	87	94	95	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	1	2	3	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	3	2	2	2	1	2	1	2	1	2	2	1	2	2	3	1	2	1	1	1	1	2	2	2
3500	-570.124936730374429	-568.144836320854665	-1.980100409519776	0.000010814564945	0.000024767030426	2.290155041107816	0.808507665245155	-1	2	2	4	3	4	5	4	4	4	5	3	6	4	6	5	7	5	6	3	5	6	7	6	5	6	7	4	7	7	8	7	6	6	7	8	6	8	8	8	7	9	10	8	7	8	10	9	10	6	10	8	7	9	9	9	8	11	11	9	11	9	9	10	9	10	10	11	10	10	11	11	11	12	10	13	14	14	13	12	12	12	13	13	12	12	12	13	13	14	15	15	14	15	14	12	17	16	20	18	0	1	1	2	1	5	6	3	3	5	5	3	7	20	6	28	9	9	8	3	14	9	9	10	5	21	21	2	6	24	27	15	9	21	26	10	8	24	15	37	21	23	41	24	12	6	26	45	28	6	31	33	34	18	36	44	5	35	0	38	52	7	21	29	36	46	15	55	13	14	51	0	38	64	36	69	54	58	58	67	48	67	51	85	35	73	36	86	74	76	55	69	54	87	80	58	91	94	91	95	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	3	2	1	2	1	1	1	1	2	1	1	2	3	1	1	1	2	2	1	1	1	1	1	1	3	1	1	2	1	1	1	3	2	1	1	2	1	1	1	2	1	2	1	1	1	4	2	2	1	1	1	1	1	2	2
4000	-565.619581576159135	-563.782240082717522	-1.837341493441613	0.000011192233202	0.000021606703363	1.930508681644215	0.743602901717199	0	2	2	4	3	5	4	4	4	5	4	4	5	4	6	5	7	6	4	4	6	6	6	6	6	6	6	3	7	7	7	6	8	5	8	7	7	7	8	8	8	9	11	9	8	9	11	9	8	9	9	9	8	8	8	9	10	11	11	10	11	9	9	10	9	10	8	11	9	11	11	10	12	14	10	11	14	14	13	10	11	12	12	13	12	14	13	11	13	14	16	13	15	17	14	15	14	16	17	17	0	1	1	2	1	8	3	3	3	5	5	3	14	5	12	28	23	10	3	3	13	19	9	10	34	11	7	1	13	34	19	3	9	5	26	5	28	12	19	3	36	23	10	54	12	29	38	45	19	37	31	24	34	25	36	17	48	35	0	54	63	21	23	24	37	13	23	55	29	80	51	0	40	89	21	75	44	84	67	29	57	67	71	58	58	73	68	51	42	85	97	66	72	30	89	81	68	97	65	95	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	3	2	1	3	4	1	1	2	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	3	1	2	1	3	5	1	3	3	1	3	1
4500	-541.893805321009381	-540.304171336949025	-1.589633984060324	0.000012534226887	0.000016635571925	1.327211648133004	0.723837282269991	-1	2	3	3	2	3	6	4	5	3	4	5	6	5	5	5	6	4	4	6	4	7	6	7	6	5	7	5	7	8	7	6	8	6	8	8	6	6	8	8	7	9	11	10	9	9	9	10	9	9	9	7	9	8	9	9	10	10	11	10	8	8	11	10	8	11	10	12	9	10	11	11	12	13	11	12	12	14	13	10	10	10	12	13	12	13	12	13	13	14	15	14	16	17	14	15	17	18	20	17	0	1	2	2	1	2	3	3	18	5	5	8	18	3	5	6	9	5	3	18	5	23	18	11	10	5	13	2	4	16	28	19	38	19	10	11	6	14	38	7	14	33	11	35	38	27	29	45	28	52	31	4	34	25	36	65	55	35	0	27	23	20	67	61	32	46	23	36	27	54	51	0	80	42	82	46	52	84	75	38	62	33	51	58	58	73	55	82	56	86	68	46	72	36	89	88	68	87	94	95	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	3	2	1	1	1	1	2	1	3	1	2	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1	1	2	1	2	2	1	1	2	1	1	2	2	1	1	2	2	2	1	1	2	2	3	1	1	2	2	2	1
