step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21
34500	-151.834033425668423	-150.076881035286107	-1.757152390382307	0.000135893798745	0.000025444360085	0.187237094851369	0.436793380422451	13	11	14	18	15	17	16	19	19	18	20	23	22	24	25	26	28	30	34	34	37	2	0	1	5	2	7	2	5	3	2	10	4	10	8	14	13	14	16	18	12	17	1	1	1	2	1	1	2	2	3	3	1	3	2	2	1	2	2	2	2	4	5
35000	-163.236235538177539	-161.829000159678657	-1.407235378498889	0.000195233294001	0.000076012139032	0.389340042747116	0.340887758250639	13	11	14	17	15	17	15	19	20	18	19	24	25	24	25	28	28	30	33	32	40	2	0	1	5	2	7	2	5	3	5	4	7	6	4	8	6	14	14	12	14	17	1	1	1	1	2	1	1	2	3	1	1	5	5	3	3	7	2	4	3	5	7
35500	-182.435914049759589	-180.932470208768990	-1.503443840990585	0.000197799764048	0.000057810834894	0.292269483597483	0.461627171730836	13	11	14	17	16	17	15	19	21	18	20	23	22	25	24	28	29	30	35	33	39	2	0	1	5	7	7	2	4	3	7	10	6	8	11	11	6	16	6	18	15	8	2	1	1	1	1	1	2	1	3	2	1	3	2	1	2	6	1	6	2	4	11
36000	-157.951600922818130	-156.539559014136415	-1.412041908681711	0.000256756796803	0.000098061118959	0.381922193218659	0.435670613565462	13	12	14	17	15	17	15	19	20	18	19	22	25	24	26	28	29	30	33	31	40	2	0	1	7	1	1	2	4	3	7	4	10	6	9	14	7	12	17	17	12	14	1	1	1	1	1	1	2	1	2	1	1	2	3	2	1	6	4	1	2	6	7
36500	-164.072844980572427	-162.483946799350008	-1.588898181222426	0.000347977367697	0.000085235494518	0.244945512065709	0.379405884349206	13	12	14	17	16	17	16	20	20	18	19	23	23	25	25	29	29	30	34	33	39	2	0	1	7	1	7	3	11	11	7	5	1	6	4	11	12	11	15	13	18	19	1	1	1	1	1	1	1	1	1	1	2	4	2	4	2	3	5	2	7	2	4
37000	-176.308882785893587	-174.863558553848463	-1.445324232045115	0.000221090794087	0.000075356275595	0.340838594868404	0.343532717017192	13	11	14	17	14	14	18	19	18	18	21	23	23	24	26	29	28	30	34	34	39	2	0	1	2	2	2	6	5	3	2	10	5	8	4	6	15	14	8	12	8	18	1	1	1	3	1	1	3	3	2	4	2	5	3	3	6	1	3	5	5	8	4
37500	-157.000515316230263	-155.622375512629873	-1.378139803600392	0.000119260430193	0.000053852255287	0.451551744363349	0.459902766475181	13	12	14	17	15	17	16	19	18	19	19	23	22	24	24	28	30	31	35	34	40	2	0	1	7	2	7	2	2	3	6	5	11	8	8	12	13	11	13	18	17	17	1	1	1	1	1	1	2	4	2	1	2	2	1	3	1	3	4	5	2	2	4
38000	-155.343825175353260	-153.938303566394751	-1.405521608958499	0.000193753284441	0.000075973265397	0.392113432380376	0.431711871523532	13	12	14	18	15	17	16	19	21	16	20	23	25	24	25	28	29	29	35	33	38	2	0	1	1	2	2	2	2	8	2	5	6	12	5	12	13	15	7	16	17	20	1	1	1	3	2	2	2	4	1	1	2	3	1	5	1	2	2	6	5	2	3
38500	-164.571408835377980	-163.116910021485353	-1.454498813892635	0.000210046279570	0.000069672273643	0.331699632031432	0.363317740312012	13	12	14	18	16	15	18	19	20	16	21	23	25	24	25	29	29	30	35	32	39	2	0	1	10	3	2	5	4	7	2	5	2	6	8	11	12	11	12	12	15	15	1	1	1	2	1	2	1	1	1	3	2	6	5	4	2	3	4	5	6	3	6
39000	-172.508713910685344	-170.733392134550030	-1.775321776135303	0.000159265574020	0.000029077633604	0.182573250891335	0.266550269706298	13	11	13	16	15	16	17	20	20	18	19	22	24	23	23	29	30	29	34	34	39	2	0	2	1	2	2	2	2	11	2	2	8	6	12	8	13	14	8	16	15	14	2	1	1	1	2	2	3	4	1	4	4	1	4	1	1	2	3	2	3	5	7
39500	-168.538527577627576	-167.125965142246912	-1.412562435380660	0.000220908433294	0.000084198907057	0.381148450523719	0.404125105819109	12	11	14	18	15	16	16	20	21	18	18	23	24	24	24	28	30	30	34	33	37	2	0	1	6	2	2	2	11	1	6	6	10	6	10	5	13	12	14	14	12	18	1	1	1	1	2	3	2	1	5	2	1	2	4	4	5	2	4	5	5	4	4
40000	-147.020528469015488	-145.508774990647396	-1.511753478368100	0.000186296102040	0.000053414625413	0.286718964208689	0.531296580233397	13	12	14	17	15	17	17	19	20	18	19	22	24	24	26	28	29	30	32	32	36	2	0	1	2	1	2	2	4	4	6	7	7	7	8	14	12	15	13	18	15	17	1	1	1	3	1	2	2	1	1	1	1	2	3	2	1	2	1	3	1	2	3
40500	-152.493155198348262	-150.998713822813841	-1.494441375534420	0.000220452315712	0.000065826108802	0.298595678569692	0.619616605604009	13	12	14	17	15	16	18	19	19	19	20	23	24	24	26	29	30	30	34	32	38	2	0	1	5	3	2	4	4	2	1	7	8	6	11	14	14	12	14	18	17	20	1	1	1	1	1	1	1	1	3	3	1	2	4	3	1	2	4	3	2	1	4
41000	-164.148717288074835	-162.775417641606680	-1.373299646468166	0.000245888266936	0.000115006826957	0.467719864756553	0.262954838457120	13	12	14	17	15	16	18	19	19	18	20	23	24	24	25	27	29	30	32	33	39	2	0	1	6	2	2	5	10	3	2	4	1	6	8	8	12	7	16	17	13	5	1	1	1	1	2	2	2	1	2	2	1	4	4	2	3	2	6	2	1	4	15
41500	-174.934999518647800	-173.542991946984813	-1.392007571662981	0.000262936679753	0.000109649183501	0.417017449235774	0.487800093223685	13	12	14	18	16	14	18	18	21	16	20	23	24	24	25	26	29	29	35	34	37	2	0	1	10	1	2	10	10	5	2	5	7	5	4	12	15	15	16	18	12	9	1	1	1	1	1	1	1	1	3	2	2	2	4	4	1	1	1	1	3	4	7
42000	-139.656147178026458	-138.157455212492351	-1.498691965534094	0.000193314035436	0.000057137074172	0.295566092977657	0.448210622091072	13	12	14	18	15	16	16	19	20	18	20	23	25	25	25	28	30	30	34	32	40	2	0	1	7	2	1	1	5	3	2	8	7	12	11	12	13	15	16	13	15	17	1	1	1	1	1	1	1	2	2	3	1	4	2	2	1	1	2	1	4	4	5
42500	-161.613513403604145	-159.942965206356746	-1.670548197247412	0.000224011682361	0.000047722261845	0.213034701323026	0.394010587969690	13	11	14	17	15	16	16	20	21	18	20	24	25	25	26	29	28	31	33	34	38	2	0	1	7	1	1	2	4	1	7	6	6	6	9	12	12	14	12	16	14	14	1	1	1	1	1	2	2	2	4	1	2	4	3	2	1	2	2	6	2	5	4
43000	-144.445859966892641	-142.997437236562263	-1.448422730330366	0.000179117467435	0.000060482769972	0.337670975578113	0.485845376820418	13	12	14	17	15	15	17	20	20	18	19	23	24	23	24	28	29	30	34	31	38	2	0	1	5	2	2	3	11	3	2	4	11	7	8	14	13	12	16	18	14	17	1	1	1	1	2	1	1	1	3	3	1	2	3	2	1	2	3	1	2	4	3
43500	-156.225574685963494	-154.783599800502657	-1.441974885460825	0.000198111149955	0.000068222174221	0.344363122604254	0.628482200453852	13	11	14	17	15	16	17	19	19	19	20	22	25	24	26	28	29	30	35	34	39	2	0	1	5	2	2	5	4	7	5	8	11	6	12	12	13	15	13	16	15	20	1	1	1	1	3	1	1	1	1	2	1	1	4	1	2	2	2	3	3	4	2
44000	-156.633432538124907	-155.189907014482429	-1.443525523642487	0.000181144875598	0.000062081609965	0.342718002703790	0.458067698443712	13	12	14	17	15	17	16	19	19	17	21	22	24	24	24	28	29	31	33	34	39	2	0	1	5	2	2	2	6	7	1	8	6	6	6	4	13	12	12	18	17	17	1	1	1	1	2	2	2	1	1	2	1	3	3	2	4	2	3	5	1	2	6
44500	-147.165332762899993	-145.539981898385349	-1.625350864514632	0.000183184113601	0.000042047697545	0.229537904345110	0.456638497745110	13	12	14	17	15	16	14	20	20	18	19	22	24	25	26	28	29	30	34	33	38	2	0	1	2	2	2	2	11	6	6	5	8	6	11	14	13	14	14	18	17	20	1	1	1	3	2	2	1	1	2	1	2	1	5	3	1	2	2	2	2	3	2
45000	-157.452082225578209	-155.504220669259382	-1.947861556318820	0.000205050090819	0.000030154352908	0.147058471362242	0.498019871752059	13	12	14	17	16	16	18	19	18	19	19	22	24	24	26	28	27	31	34	34	39	2	0	1	6	2	2	1	1	2	2	9	8	6	8	14	13	13	16	16	17	15	1	1	1	1	1	2	3	3	3	3	1	2	4	2	1	2	1	1	3	3	4
45500	-156.646186896410370	-155.265104469285660	-1.381082427124713	0.000167620302539	0.000074265131049	0.443055703420036	0.462424978713781	13	12	14	18	15	16	17	20	18	19	20	24	25	22	24	28	28	31	35	34	40	2	0	1	6	2	2	5	5	3	9	7	6	12	4	8	12	14	13	16	15	17	1	1	1	1	2	2	1	3	2	1	2	5	1	2	2	2	3	3	2	5	8
46000	-165.223887098591916	-163.841522667419980	-1.382364431171933	0.000248713178328	0.000109333178971	0.439595439637188	0.457188594244790	13	12	14	17	15	17	16	20	20	19	17	23	24	25	25	27	29	30	33	33	39	2	0	1	5	2	5	1	11	11	5	1	10	6	10	4	12	14	6	13	17	19	1	1	1	1	2	1	1	1	2	2	1	2	3	3	3	1	2	7	6	2	3
46500	-177.535982086046204	-175.965512507282455	-1.570469578763751	0.000246957754785	0.000062634998390	0.253626367979063	0.432799390693337	14	13	14	17	15	16	17	18	19	18	19	24	24	23	26	28	28	30	34	33	36	2	0	2	5	2	2	3	7	7	2	6	14	2	11	13	9	14	1	16	12	15	1	1	1	1	1	2	1	1	1	2	1	1	6	2	1	3	3	6	3	5	3
47000	-157.537815397513072	-156.075091253344709	-1.462724144168361	0.000227630423249	0.000073769301971	0.324074879437357	0.410936109582228	13	11	14	18	15	17	16	18	20	18	20	23	24	22	26	28	29	30	34	34	37	2	0	1	2	2	5	2	2	1	5	4	11	9	11	14	13	14	13	18	12	8	1	1	1	3	2	1	2	3	5	2	1	2	2	1	2	2	2	2	3	5	10
47500	-163.606527937626140	-161.920164594464239	-1.686363343161903	0.000317644035686	0.000066011291280	0.207815302238725	0.449741603271115	13	12	14	17	14	14	17	19	21	18	19	23	22	25	25	29	28	31	34	34	40	2	0	1	5	2	2	2	4	7	4	1	10	7	8	13	12	15	14	18	14	17	1	1	1	2	1	1	2	1	2	1	3	2	4	2	2	3	2	2	2	6	6
48000	-137.899903753300038	-136.182800354389855	-1.717103398910184	0.000168825023592	0.000033488758431	0.198363712428526	0.498339804511034	13	12	14	17	15	16	17	19	21	18	21	22	24	25	24	28	28	30	33	33	38	2	0	1	5	2	2	2	4	2	7	7	8	6	12	12	13	15	16	16	17	15	1	1	1	1	2	2	2	1	4	1	2	1	3	1	1	3	2	1	2	2	7
48500	-162.563805364744894	-161.107715627457537	-1.456089737287363	0.000176005538154	0.000058114472179	0.330185474777546	0.292703252691117	13	12	14	17	16	17	15	20	19	18	20	23	25	23	25	29	29	30	33	33	40	2	0	1	7	2	7	2	5	3	2	9	9	6	11	12	6	12	6	13	17	15	1	1	1	1	2	1	1	2	2	2	1	2	4	3	1	6	4	7	4	2	9
49000	-154.337229419383561	-152.803499491242007	-1.533729928141567	0.000174187756214	0.000047587914814	0.273198965575123	0.433327883185830	14	12	14	18	16	17	18	20	20	19	19	24	24	25	24	28	29	31	34	32	39	2	0	2	5	1	1	2	2	3	1	5	9	7	4	9	13	12	16	13	14	17	1	1	1	1	1	2	4	5	4	3	1	2	3	4	2	2	2	1	4	2	4
49500	-157.901286300454302	-156.396854910985326	-1.504431389468976	0.000180283552953	0.000052569940155	0.291595873798911	0.649160793153688	13	12	14	17	14	15	17	19	20	18	21	23	25	25	26	29	27	31	35	33	39	2	0	1	5	2	2	6	5	10	2	10	11	7	8	11	13	12	13	18	17	15	1	1	1	2	1	2	1	2	1	2	1	1	4	2	3	2	2	2	2	4	6
50000	-168.827920449782511	-167.332049346086478	-1.495871103696020	0.000230657954889	0.000068636398665	0.297567880103267	0.384175582209117	13	12	14	16	14	17	16	19	19	18	21	23	25	24	25	29	30	30	32	32	39	2	0	1	5	2	7	1	5	7	1	4	10	7	4	1	13	11	12	13	8	17	1	1	1	1	1	1	1	2	1	3	2	3	3	4	5	2	3	4	3	7	5
50500	-161.697169878318306	-160.194801557908903	-1.502368320409391	0.000279140158171	0.000081790170547	0.293007538158237	0.404765578205701	13	12	14	16	13	17	18	20	19	19	21	23	25	25	25	27	29	30	34	33	39	2	0	1	5	2	2	6	4	1	1	7	6	4	11	6	4	14	17	18	14	14	1	1	1	2	1	2	1	2	3	3	1	4	4	2	4	6	2	1	2	4	7
51000	-166.056674462003684	-164.643255420572160	-1.413419041431513	0.000229016027386	0.000087000197716	0.379886939395771	0.344190406048367	13	12	14	17	15	14	16	19	20	18	20	24	24	23	25	29	29	30	33	34	38	2	0	1	7	2	2	2	10	10	5	4	8	10	8	8	13	2	7	13	15	12	1	1	1	1	2	1	1	1	1	2	2	3	3	2	2	3	8	7	4	5	6
51500	-160.940324702184967	-159.493158600813246	-1.447166101371731	0.000202881275564	0.000068765637664	0.338945215486316	0.523085809660996	13	12	14	18	16	16	17	20	20	17	19	23	23	25	26	27	28	29	35	33	38	2	0	1	2	2	2	2	4	10	2	6	11	4	8	12	12	12	13	18	14	14	1	1	1	4	2	2	2	1	2	3	1	2	3	3	1	2	4	3	3	4	6
52000	-165.211715150511310	-163.608876285328961	-1.602838865182342	0.000212842157226	0.000050826217069	0.238797697466795	0.351875588238830	13	11	14	18	15	17	16	18	21	19	21	22	23	25	25	27	29	30	34	34	38	2	0	1	7	1	3	2	7	3	6	4	11	7	11	12	1	16	11	13	14	19	1	1	1	1	1	2	3	1	4	1	2	1	3	2	2	8	1	5	5	4	2
52500	-147.477956869199062	-145.795546073245617	-1.682410795953433	0.000211919741937	0.000044311486196	0.209095602849737	0.496840002968702	13	11	14	18	16	16	17	20	20	19	19	23	24	25	26	28	30	30	35	33	39	2	0	1	5	2	2	2	11	7	7	4	11	6	8	12	14	12	16	18	14	15	1	1	1	1	3	2	3	1	2	1	1	2	2	3	2	2	3	1	3	3	6
53000	-169.301301072458187	-167.205116169280132	-2.096184903178046	0.000175407066719	0.000021948552794	0.125129239113982	0.503134592634465	13	12	14	17	16	17	15	18	20	17	20	24	25	25	25	28	28	29	34	33	39	2	0	1	7	2	7	3	7	3	2	5	11	8	12	12	13	12	13	13	17	20	1	1	1	1	2	2	1	1	3	2	2	1	4	1	1	2	2	3	4	3	2
53500	-164.326613662900996	-162.681940485154769	-1.644673177746218	0.000167445866683	0.000037201590923	0.222170852344310	0.527716256063211	13	11	14	16	15	16	18	18	19	18	20	23	24	25	25	27	29	31	33	33	40	2	0	1	2	2	5	2	5	10	1	2	6	6	8	12	7	14	16	13	17	20	1	1	1	2	2	1	2	2	1	3	5	2	3	3	1	4	2	2	5	2	2
54000	-154.025944316980741	-152.655989398693208	-1.369954918287546	0.000196445067015	0.000094541338105	0.481260942521369	0.420399247483662	13	11	14	17	16	17	18	18	19	19	20	23	24	25	25	28	27	31	33	32	39	2	0	1	2	2	5	5	5	3	2	5	7	4	11	8	15	14	16	18	14	12	1	1	1	3	2	1	1	1	3	4	2	2	3	3	4	1	1	2	1	3	6
54500	-157.147505022007607	-155.326370927881840	-1.821134094125762	0.000242898731312	0.000041712181698	0.171726634685108	0.377918727647515	13	12	14	18	15	16	18	19	20	18	20	24	22	22	25	28	30	30	34	33	39	2	0	1	5	2	2	6	4	3	6	4	11	6	10	14	12	12	12	18	15	17	1	1	1	1	2	2	1	1	2	2	1	3	3	1	2	2	4	3	2	4	6
55000	-184.272576813905431	-182.719726602077714	-1.552850211827720	0.000135169295040	0.000035495104860	0.262597395732936	0.377169054435488	13	11	14	18	15	14	17	20	20	18	19	23	25	25	26	27	29	30	33	33	39	2	0	1	5	2	2	6	10	7	2	2	2	7	8	10	13	15	7	18	8	15	1	1	1	2	2	1	1	1	1	4	4	6	3	3	5	1	2	5	1	7	6
55500	-174.084541436445079	-172.502459932562630	-1.582081503882446	0.000209135085846	0.000051882059682	0.248079175580725	0.413008404085098	13	11	14	15	14	16	17	19	20	18	20	23	23	25	24	28	28	30	34	33	38	2	0	1	5	2	5	2	7	3	1	8	9	6	15	11	7	5	17	17	8	12	1	1	1	1	2	1	2	1	3	3	1	1	3	1	2	6	9	2	4	6	7
56000	-164.163348971254777	-162.764858058969565	-1.398490912285204	0.000218136346224	0.000088196698467	0.404319133396710	0.454466337843543	13	11	14	17	15	15	17	20	20	17	20	21	24	24	26	29	29	31	35	32	39	2	0	1	2	2	2	3	7	1	5	2	10	6	8	7	13	13	12	16	17	20	1	1	1	4	2	2	2	1	3	1	5	2	5	2	5	2	2	6	2	1	4
56500	-163.980385238710284	-162.456103794946358	-1.524281443763933	0.000183293062013	0.000051105804747	0.278820181113652	0.408302822697666	13	12	14	17	15	16	17	20	20	17	19	23	25	23	25	28	30	29	34	33	40	2	0	1	1	2	2	2	5	2	6	5	8	7	4	14	4	15	7	13	15	18	1	1	1	3	2	2	2	2	3	1	2	1	4	3	1	3	2	5	3	3	6
57000	-173.133524897238146	-171.580596604163304	-1.552928293074838	0.000184087179471	0.000048333201786	0.262556045047088	0.451136351733507	13	12	14	18	15	16	16	19	20	18	21	23	24	24	23	29	29	30	32	33	36	2	0	1	7	2	2	2	5	1	6	9	8	7	4	5	13	12	12	18	14	17	1	1	1	1	1	1	2	2	4	1	1	3	6	4	5	3	3	4	1	5	2
57500	-165.760075303136631	-164.317494057998118	-1.442581245138509	0.000243982035292	0.000083860778589	0.343717021988815	0.567113613637287	13	12	14	18	15	16	17	20	20	18	20	23	25	24	24	28	29	29	34	32	39	2	0	1	6	2	2	5	6	6	6	7	11	6	9	8	15	4	12	18	13	14	1	1	1	2	1	2	1	2	2	1	1	2	5	2	1	2	6	2	2	2	7
58000	-158.645502640064535	-157.043672299423150	-1.601830340641375	0.000187570851094	0.000044872809779	0.239231253241537	0.456639087476978	13	12	14	17	16	17	18	19	20	18	21	24	24	24	26	29	28	31	31	33	39	2	0	1	2	2	2	1	7	6	5	7	11	6	4	7	13	12	6	16	15	15	1	1	1	2	2	2	2	1	1	2	2	1	4	3	3	3	2	7	1	4	6
58500	-156.088895687879869	-154.406204545158317	-1.682691142721544	0.000160061101611	0.000033453454528	0.209004275187631	0.374176669279871	13	11	14	16	14	15	17	19	20	19	20	24	24	25	26	28	28	30	33	32	39	2	0	1	2	2	2	2	6	3	2	8	7	7	5	12	13	15	13	13	15	17	1	1	1	3	2	1	3	2	4	4	1	3	2	5	1	2	1	3	3	3	5
59000	-158.765549980784840	-157.318714129025921	-1.446835851758915	0.000270245884763	0.000091689680790	0.339282431146369	0.532005556532742	13	12	14	17	16	17	17	19	20	18	20	22	24	24	25	28	29	31	34	34	39	2	0	1	1	3	2	2	2	3	2	2	9	11	7	12	13	6	17	18	14	14	1	1	1	3	1	3	1	3	4	3	4	1	2	2	2	2	5	1	2	5	6
59500	-177.023972114486384	-175.469232557062810	-1.554739557423575	0.000238945298140	0.000062508326621	0.261600990301299	0.295156899222135	12	11	14	18	15	15	16	19	20	18	20	23	24	25	26	29	30	30	34	33	39	2	0	1	7	2	2	3	5	3	6	6	6	6	8	14	11	5	12	18	14	14	1	1	1	1	1	1	1	2	2	2	3	5	5	3	1	5	8	5	2	5	4
60000	-145.668564077675342	-144.145379558093623	-1.523184519581722	0.000160310142306	0.000044805205135	0.279490770144845	0.425302468303681	13	12	14	16	14	17	15	20	19	18	21	22	24	25	26	28	29	31	34	33	40	2	0	1	5	2	2	2	2	3	1	8	10	6	11	14	13	15	16	18	17	20	1	1	1	1	1	3	2	3	2	2	1	2	2	2	1	2	3	2	1	2	3
60500	-162.785754028035484	-161.368272515470551	-1.417481512564938	0.000264707129155	0.000099025297605	0.374093806694299	0.454243419998038	13	11	14	17	16	15	16	18	20	19	21	24	24	23	25	28	29	31	35	33	39	2	0	1	3	6	1	3	5	1	4	8	14	7	11	8	12	13	17	18	11	17	1	1	1	3	1	1	1	1	3	1	2	1	4	1	3	3	2	1	2	5	5
61000	-151.932138986801647	-150.343851894660105	-1.588287092141530	0.000201470496548	0.000049405177895	0.245222892392115	0.488384555409916	12	11	14	18	15	17	17	19	20	18	20	23	24	24	26	28	28	30	35	34	40	2	0	1	5	2	2	2	5	7	6	1	8	6	7	14	14	15	13	18	17	14	1	1	1	2	2	4	3	1	1	1	3	2	3	4	1	2	1	2	2	3	7
61500	-155.149734781336122	-153.640330317618975	-1.509404463717149	0.000179216698002	0.000051661269073	0.288261471443379	0.585474644881019	12	11	14	18	16	14	18	18	20	18	21	24	25	25	26	27	29	29	34	34	39	2	0	1	5	2	2	3	5	3	6	8	11	11	11	14	13	15	16	13	17	20	1	1	1	2	2	1	2	1	2	2	1	1	3	2	1	1	2	1	5	2	2
62000	-156.162252518542516	-154.300426783555565	-1.861825734986945	0.000204394525321	0.000033325092015	0.163042977610164	0.344150875661151	13	12	14	18	14	15	16	20	20	16	20	22	25	24	26	26	29	30	34	33	38	2	0	1	1	2	2	6	6	3	6	4	9	6	8	14	13	15	16	13	15	15	1	1	1	3	1	2	1	2	3	1	2	1	4	3	1	1	2	2	6	4	7
62500	-163.536778250820475	-162.130402738841411	-1.406375511979052	0.000168406132235	0.000065800078395	0.390722579529076	0.332647935320596	13	12	14	17	15	17	16	19	19	15	19	24	25	22	25	27	29	31	34	32	40	2	0	1	7	2	2	2	4	3	2	1	9	12	2	11	13	14	16	18	17	15	1	1	1	1	2	2	2	1	2	1	3	2	1	5	4	1	4	2	2	1	8
63000	-163.699332674206289	-162.212989269061211	-1.486343405145085	0.000168595583986	0.000051353128317	0.304593555199016	0.415410199705952	13	12	14	18	16	16	16	19	21	18	21	21	24	24	26	28	28	30	34	33	39	2	0	1	6	2	2	2	5	3	5	7	8	5	12	11	7	14	16	16	11	15	1	1	1	1	3	2	3	1	5	2	2	1	3	2	2	6	1	1	3	6	6
63500	-164.228498405072543	-162.759968237682870	-1.468530167389686	0.000174454980235	0.000055647202649	0.318977438042634	0.369396990361841	13	11	14	18	15	16	17	19	20	19	20	22	24	24	26	28	29	30	34	33	39	2	0	1	5	1	5	1	7	3	5	5	2	12	4	5	15	11	13	14	17	15	1	1	1	2	1	1	3	1	2	2	4	6	1	4	5	1	3	4	4	2	7
64000	-165.936201333802671	-164.416085211238624	-1.520116122564053	0.000157379114214	0.000044284498497	0.281387391954030	0.281106052617774	13	11	14	16	14	16	17	20	20	18	20	23	25	25	24	26	29	30	34	34	39	2	0	1	5	2	2	1	1	3	7	2	4	6	7	7	11	14	16	18	15	17	1	1	1	1	1	2	3	3	2	1	5	2	4	3	2	3	1	1	2	5	6
64500	-174.325619192743261	-172.784071801030706	-1.541547391712548	0.000152364055405	0.000040947223785	0.268745956363111	0.407082071713773	13	12	14	17	14	16	16	19	19	19	19	24	24	24	25	27	29	30	34	32	38	2	0	1	2	2	1	2	5	3	4	6	6	6	8	11	6	16	7	18	12	17	1	1	1	2	1	1	2	2	3	1	2	5	6	2	4	6	1	6	1	4	6
65000	-181.055337959603122	-179.568233606515577	-1.487104353087544	0.000333855126311	0.000101497536404	0.304016707862384	0.379308837805476	13	12	14	18	14	16	18	20	21	18	21	23	25	24	26	27	27	29	35	32	36	2	0	1	5	2	2	6	10	1	6	1	8	7	11	12	15	6	6	16	14	18	1	1	1	2	1	2	1	1	5	1	3	1	4	2	2	1	7	7	5	3	4
65500	-153.524583086753182	-151.708315225773788	-1.816267860979396	0.000225529770379	0.000038976436928	0.172821693840761	0.389018783852621	13	12	14	17	15	16	17	20	21	18	20	23	24	24	25	27	29	31	33	34	40	2	0	1	6	1	2	2	5	7	6	2	8	11	11	8	13	12	6	6	18	15	1	1	1	1	1	2	3	2	2	1	3	2	1	2	2	2	4	6	7	1	7
66000	-146.450210007768419	-144.821473700816568	-1.628736306951857	0.000176218935355	0.000040215015843	0.228210525514758	0.610235333259283	13	11	14	18	13	16	18	19	20	17	20	23	23	24	24	28	29	29	35	33	39	2	0	1	6	2	5	6	5	8	3	4	11	6	12	11	13	15	16	18	17	17	1	1	1	1	2	2	1	3	1	1	1	1	3	1	2	2	2	1	3	3	4
66500	-166.157616491714890	-164.533316099794945	-1.624300391919949	0.000168201024039	0.000038678343264	0.229953078378394	0.438250787624689	13	12	14	18	14	17	15	18	18	17	20	23	24	22	24	28	29	30	35	34	38	2	0	1	6	2	7	2	5	3	7	8	6	6	7	12	13	12	12	13	18	17	1	1	1	1	1	2	2	2	3	1	2	3	4	2	1	1	2	5	5	2	6
67000	-157.522151439205999	-156.034751785291803	-1.487399653914184	0.000166171817634	0.000050481936816	0.303793612751401	0.402307567197721	12	11	14	18	15	17	18	20	19	19	21	23	24	24	26	28	30	30	34	34	37	2	0	1	5	2	2	5	4	3	4	4	8	6	11	14	13	11	16	16	15	17	1	1	1	2	2	3	1	1	3	1	2	1	4	1	1	2	7	1	4	4	4
67500	-169.399370942927476	-167.722445345371142	-1.676925597556321	0.000178446162514	0.000037634063120	0.210898696783415	0.367839670045613	13	11	13	18	15	17	18	20	21	16	20	22	23	24	25	27	29	29	35	33	39	2	0	2	10	2	5	5	5	10	2	6	2	12	8	11	13	15	13	13	15	19	1	1	1	1	2	1	1	3	2	2	1	6	1	2	3	2	2	2	6	6	3
68000	-161.157635290923878	-159.786755041983781	-1.370880248940104	0.000244703438929	0.000116786224525	0.477256163770752	0.430738377285652	13	11	14	15	13	15	17	19	21	18	19	23	25	24	26	28	29	30	35	33	39	2	0	1	1	2	2	6	4	1	2	2	6	12	9	14	12	15	13	18	15	15	1	1	1	1	2	2	1	2	4	3	3	4	2	1	1	3	1	2	2	5	9
68500	-178.261074688239034	-176.741594193228849	-1.519480495010194	0.000188545264773	0.000053129072412	0.281784177800941	0.357567746037769	13	11	14	18	15	16	17	19	20	19	19	22	24	24	24	27	29	31	33	33	38	2	0	1	6	2	1	5	7	3	7	7	11	7	8	7	6	12	7	18	16	15	1	1	1	1	2	1	1	1	2	1	1	2	2	4	3	7	4	8	1	2	6
69000	-144.685890003027623	-143.154938223543269	-1.530951779484358	0.000164058726810	0.000045087223711	0.274823684098863	0.493185111961700	12	11	14	18	15	16	17	20	20	18	18	23	24	24	26	29	29	31	31	32	39	2	0	1	6	2	2	2	4	7	1	5	10	6	8	14	13	12	16	16	17	17	1	1	1	1	2	3	3	1	2	3	2	3	4	2	1	3	2	1	1	2	5
69500	-154.479909839670285	-153.118395355133714	-1.361514484536564	0.000172804397014	0.000094017534450	0.544069109782166	0.468943693725912	13	12	14	18	15	15	16	20	20	19	20	22	24	25	25	28	29	31	34	30	39	2	0	1	5	1	2	2	7	3	7	7	7	12	8	8	14	11	16	18	8	14	1	1	1	1	1	2	2	2	2	2	2	4	1	3	3	2	4	2	2	5	6
70000	-158.767321060253209	-157.069672122557563	-1.697648937695658	0.000222171044462	0.000045377104048	0.204244005596514	0.610022536039567	13	12	14	17	14	16	15	19	20	17	19	23	25	25	25	28	27	30	32	34	39	2	0	1	5	2	7	5	4	3	2	10	8	12	5	12	13	15	16	13	12	12	1	1	1	1	1	1	1	1	3	2	1	2	1	6	1	2	1	1	5	3	5
