"","type","n","prop.ances.ok","msup.ances","merr.date","prop.imp.ok","mu1.ok","mu2.ok","merr.pi"
"0d7517f16b","zuper",85,0.785714285714286,0.759077380952381,1.12992647058824,NA,1,1,0.0115817504434284
