step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	Tinf_115	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	alpha_115	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114	kappa_115
1	-1830.268553494916887	-1837.124041445876173	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.891606173125847	0	2	1	1	3	3	4	4	4	6	6	5	7	6	5	6	5	6	6	7	7	6	7	6	6	10	9	7	8	8	8	9	8	9	8	9	9	10	9	9	10	10	9	10	11	10	11	10	10	12	11	12	12	11	12	12	13	14	13	13	13	13	14	14	15	14	15	16	15	15	16	17	15	17	17	18	18	18	19	19	17	19	19	19	20	22	20	20	19	19	19	22	22	22	21	22	22	21	22	22	21	22	22	23	22	23	25	24	24	25	27	27	27	29	29	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	3	3	3	4	3	3	3	3	3	3	4	4	3	4	3	3	5	5	4	4	4	4	5	4	5	4	5	5	5	5	5	5	5	5	5	6	5	6	5	5	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	8	7	8	8	8	8	8	9	8	9	9	9	9	9	10	10	9	10	10	10	10	11	10	10	10	10	10	11	11	11	11	11	11	11	11	11	11	11	11	12	11	12	13	12	12	13	14	14	14	15	15
500	-521.193256496295135	-528.048744447254535	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.459177875593064	-2	2	1	2	4	4	4	5	3	7	6	5	7	7	5	6	6	6	7	6	8	7	6	7	7	11	7	7	9	8	9	10	8	9	8	9	9	11	8	9	10	10	10	11	11	9	10	10	11	12	11	13	11	12	13	12	14	13	14	14	13	14	13	15	16	14	13	17	15	13	16	18	16	17	16	17	18	18	19	18	17	19	19	19	21	22	20	19	19	19	19	22	22	22	21	22	23	21	22	21	21	22	21	23	23	23	24	22	25	26	27	27	28	29	27	0	1	1	3	2	1	4	2	3	5	4	9	7	18	1	9	7	5	23	7	23	6	1	5	15	35	17	7	28	24	10	12	23	18	5	25	33	36	15	12	12	15	24	39	46	17	7	16	37	41	41	44	39	10	42	9	44	44	16	1	5	43	38	41	24	29	45	49	67	45	34	67	55	24	24	55	53	32	54	74	69	63	75	71	40	87	80	64	57	74	78	55	101	67	83	60	79	75	91	73	59	83	56	64	89	90	106	60	86	90	81	92	81	108	92	1	2	1	1	1	3	1	2	1	1	2	1	1	1	3	1	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	2	3	3	1	2	1	1	2	2	1	1	1	1	1	3	2	4	1	1	4	8	3	3	1	3	4	2	1	3	1	2	4	3	2	5	6	2	3	4	4	1	1	2	1	1	5	1	1	2	2	1	1	3	1	4	1	4	1	2	1	3	2	2	3	4	2	2	1	4	2	5	4	4	9	3	4
1000	-433.611057858474453	-440.466545809433853	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.570204121753231	-1	3	0	2	2	3	4	4	4	6	7	5	7	6	6	7	5	7	7	8	7	6	5	6	4	10	9	8	8	8	8	9	7	9	9	10	10	8	9	8	7	10	8	11	11	10	11	10	11	13	11	11	12	11	12	12	14	14	12	13	13	14	15	13	15	14	15	16	16	15	15	16	15	18	17	18	19	16	19	19	18	18	19	20	21	23	21	19	19	19	20	22	23	22	21	22	21	21	23	22	20	22	23	22	23	24	24	24	25	26	28	27	25	29	29	0	1	1	1	3	4	3	4	2	7	22	7	25	7	25	14	3	23	12	7	7	7	8	25	3	31	25	7	14	5	41	30	9	14	9	13	29	11	7	22	7	28	6	24	34	24	33	12	28	54	41	15	45	21	48	48	47	59	26	24	1	36	44	44	31	32	52	42	62	60	46	60	45	15	26	53	64	59	76	58	78	46	74	62	79	98	83	69	81	62	88	91	85	65	76	84	101	101	98	91	29	77	59	34	101	92	76	45	105	108	84	109	108	111	110	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	3	1	1	1	2	1	1	1	2	1	3	2	1	4	1	1	2	2	2	1	2	1	2	1	1	2	2	3	1	1	2	2	2	1	2	2	1	2	1	1	1	1	1	4	8	1	2	1	4	3	2	3	1	1	2	1	1	6	4	3	2	2	1	2	1	3	1	3	1	2	1	2	1	2	1	1	1	3	1	1	1	1	1	1	6	1	5	8	1	1	2	4	1	1	3	1	1	1	1
1500	-499.449901400845192	-506.305389351804592	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.430872268914314	0	2	1	2	4	4	2	5	3	6	6	5	7	6	4	6	5	6	6	8	7	7	6	5	4	9	9	7	8	8	9	10	8	8	8	9	10	10	10	8	11	10	8	10	11	11	12	10	10	11	11	12	12	12	12	13	13	14	13	13	13	13	15	14	15	15	15	16	15	15	16	18	15	18	18	18	19	17	19	19	17	16	19	19	20	22	20	21	18	19	18	23	22	21	22	21	22	21	22	23	21	23	21	23	21	23	25	24	24	26	27	28	26	29	30	0	1	1	3	4	1	3	6	4	4	1	5	3	6	7	12	3	7	3	9	1	17	15	1	4	34	12	4	14	21	14	29	11	15	8	13	13	43	7	9	34	29	16	35	27	40	49	20	24	33	21	22	35	31	27	46	55	37	20	38	13	45	24	52	37	15	64	32	52	59	41	64	41	34	2	69	53	59	78	75	41	29	38	89	53	85	74	79	43	52	29	105	98	89	85	91	78	80	63	72	73	96	38	94	80	63	83	77	80	76	100	85	89	5	93	1	1	1	1	1	3	1	1	1	2	3	1	4	2	1	1	2	2	1	3	4	1	1	3	1	1	1	2	1	1	2	1	1	2	1	1	1	1	5	3	2	1	2	1	1	1	1	1	3	1	2	1	2	1	2	1	1	3	2	2	3	1	5	1	2	3	1	3	2	1	3	2	2	6	7	1	4	3	1	1	3	4	4	1	3	1	1	1	3	4	4	1	1	1	1	1	2	1	5	2	3	1	4	2	1	4	2	3	3	3	2	3	2	11	5
2000	-541.261938856086886	-548.117426807046286	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.445536822348760	0	2	1	2	4	3	4	4	4	7	5	6	8	5	5	7	4	7	6	6	7	6	7	6	5	11	9	7	7	8	7	10	8	10	8	10	8	10	9	9	11	10	9	10	10	10	12	9	11	12	12	12	11	10	12	12	14	12	14	13	11	13	14	14	15	15	15	15	15	15	16	18	16	17	18	19	19	17	18	19	16	19	19	19	20	23	20	20	20	18	19	23	19	22	18	23	22	21	22	22	21	20	22	21	22	23	25	25	24	24	26	27	27	30	28	0	1	1	3	2	1	6	2	4	5	7	9	24	6	3	25	1	15	25	9	12	14	5	9	4	42	10	25	17	29	24	28	6	37	3	30	22	30	16	16	33	16	18	43	7	28	42	20	34	36	14	37	16	12	44	38	18	44	16	27	16	54	53	34	17	50	32	50	37	55	36	81	50	66	62	44	15	29	57	46	64	74	71	30	83	104	67	49	68	61	28	105	71	95	67	101	73	83	67	69	4	68	89	5	75	93	85	106	100	88	97	92	102	112	60	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	2	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	4	2	1	1	1	1	1	1	1	1	3	1	2	1	1	1	3	1	2	2	1	1	4	1	3	1	2	1	2	3	5	1	1	1	3	1	4	1	2	1	1	4	6	5	2	4	1	1	2	4	1	1	4	4	3	4	6	1	1	2	2	1	2	1	3	3	7	3	1	8	3	2	2	1	1	1	1	1	4	1	8
2500	-496.507694344675372	-503.363182295634772	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.524481524117350	0	2	2	1	3	4	4	5	5	6	6	5	8	6	5	6	5	7	7	7	8	6	8	6	7	10	9	7	9	9	9	8	9	8	7	10	9	10	8	10	11	11	10	10	12	10	12	10	10	13	12	12	12	11	13	11	14	13	13	14	13	13	14	14	14	14	15	16	16	16	17	15	16	17	17	18	19	18	19	20	16	19	19	18	20	22	20	19	20	18	18	23	22	23	21	20	22	19	23	22	21	23	21	23	22	24	25	24	25	23	27	27	27	28	29	0	1	1	1	4	1	3	5	3	8	17	3	10	6	4	6	5	24	5	15	17	3	12	6	24	4	4	7	18	5	17	20	11	19	9	29	8	15	8	7	36	27	30	35	49	8	49	18	34	39	24	36	42	13	40	23	61	12	23	12	37	38	33	37	28	36	48	66	64	41	68	61	57	27	37	50	59	60	71	58	32	91	47	31	63	89	77	43	79	81	73	71	79	101	79	59	96	76	103	88	90	89	26	95	89	95	102	85	78	53	100	100	79	101	94	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	3	2	1	1	4	4	1	1	3	2	1	2	1	1	1	2	2	2	3	1	1	1	1	1	2	1	2	1	4	3	2	1	1	2	2	1	4	2	4	3	2	2	2	4	2	2	1	1	3	1	1	1	4	2	2	2	2	1	3	3	1	3	3	2	1	1	3	1	1	2	3	2	1	1	2	1	1	1	1	1	1	7	1	2	2	1	2	3	5	3	2	4	4	3
3000	-516.739922725673068	-523.595410676632468	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.494991248240921	-1	2	1	2	2	3	5	4	4	6	6	4	7	6	5	5	3	6	7	7	8	6	7	6	6	10	9	7	7	6	7	10	9	9	8	9	8	10	10	9	10	10	9	10	11	10	11	10	11	12	12	12	10	11	11	12	13	15	14	13	13	11	15	14	16	13	16	16	15	16	16	17	15	15	17	18	18	19	19	19	17	19	19	20	21	23	19	20	19	18	19	20	21	21	22	22	21	20	23	22	22	20	22	23	22	23	24	25	23	25	27	27	27	27	29	0	1	1	1	1	3	2	2	3	1	17	2	14	12	6	12	3	15	7	14	11	17	4	12	4	19	12	14	8	5	7	37	25	20	4	4	18	25	16	24	7	25	19	9	23	35	35	33	44	36	35	5	21	22	33	12	29	50	12	44	16	53	61	46	22	22	58	35	64	56	39	71	60	36	44	65	69	66	50	42	45	61	81	62	91	58	56	87	59	69	51	60	79	76	84	67	83	69	94	78	50	58	57	56	78	78	86	26	92	26	110	108	91	107	90	1	2	1	1	2	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	2	1	2	2	1	1	1	1	3	3	1	2	4	1	4	2	1	3	2	1	1	1	1	1	2	5	1	4	1	5	2	2	5	2	3	1	1	2	5	5	1	5	1	2	4	1	1	2	4	1	1	4	3	4	2	3	1	5	1	3	3	1	3	3	4	3	1	2	1	2	1	2	1	2	3	2	4	7	2	3	1	8	1	6	1	1	3	3	6
3500	-497.357511869434290	-504.212999820393691	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.586454981852576	0	3	1	1	3	3	3	4	4	6	5	5	8	6	5	6	4	4	6	8	7	6	6	6	7	10	10	8	7	8	8	9	8	8	7	9	9	8	9	10	10	9	10	10	12	10	11	11	11	12	10	13	12	11	13	12	13	15	14	12	13	13	15	14	14	14	15	16	14	15	17	17	15	16	17	18	18	19	19	17	17	18	19	20	20	20	20	20	19	19	19	22	21	22	21	21	22	21	23	21	21	20	22	23	20	22	25	23	25	26	28	28	27	29	29	0	4	1	1	4	3	3	4	3	1	4	1	6	17	8	15	1	3	17	16	24	11	3	5	16	34	38	29	17	29	1	25	14	7	5	13	34	12	9	31	28	13	34	33	47	20	36	13	29	54	13	32	36	33	34	30	46	31	57	22	21	49	62	55	33	46	52	61	52	60	47	67	62	28	10	68	57	70	72	2	26	69	72	66	75	76	63	89	67	52	51	84	90	87	79	83	105	56	96	86	57	83	72	33	91	102	92	86	82	108	113	99	105	112	63	1	2	1	1	1	1	1	1	1	5	2	2	2	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	2	1	4	1	1	2	2	1	1	1	3	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	2	1	4	1	3	2	1	1	1	2	2	1	1	1	1	3	1	1	4	3	1	2	2	1	5	3	2	1	2	2	1	2	1	1	2	5	1	1	1	1	1	1	3	1	1	3	1	2	4	1	1	1	1	3	1	1	2	6	1	7
4000	-476.021326668290612	-482.876814619250013	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.517684554107919	-1	2	1	2	4	3	4	5	5	6	6	6	7	7	5	7	6	6	6	8	6	7	6	6	6	10	8	7	8	6	8	8	8	9	8	9	9	10	9	9	11	10	10	10	11	11	12	10	10	10	12	13	12	11	12	12	12	14	13	14	12	12	15	15	13	13	14	16	16	15	16	17	15	17	17	15	19	19	19	20	17	18	19	19	20	22	20	21	18	20	19	21	22	22	21	22	21	22	23	23	22	21	23	23	22	23	25	25	24	24	27	27	26	29	29	0	3	1	3	4	3	3	2	5	3	9	5	17	25	6	5	7	5	5	12	15	17	5	7	4	32	17	7	24	9	5	19	2	8	23	20	25	18	33	17	22	31	17	22	14	48	37	18	20	27	42	24	43	18	8	29	2	53	46	14	16	22	67	65	22	42	25	67	53	53	34	66	57	22	59	55	72	89	71	81	76	64	54	5	55	80	81	42	52	83	74	80	80	80	84	85	91	82	77	95	50	63	55	53	78	97	99	95	94	97	107	108	90	111	105	1	1	1	1	1	1	2	2	1	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	2	1	1	3	1	4	2	1	1	1	2	1	1	2	1	2	1	2	1	1	2	1	2	1	4	1	2	4	2	3	1	1	4	2	3	1	1	4	1	3	1	2	1	3	2	2	4	3	2	1	1	1	1	1	1	5	4	4	1	1	6	2	1	1	1	1	1	1	1	1	2	2	1	6	3	5	5	2	1	1	2	1	1	1	1	4	1	3
4500	-480.392657706532759	-487.248145657492159	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.591144186027608	-1	2	0	2	3	4	2	4	3	7	6	5	7	6	5	6	5	5	6	6	8	6	6	6	7	11	9	8	8	8	7	9	8	8	8	9	7	10	9	10	10	10	10	10	11	10	9	9	8	13	12	12	13	11	12	12	14	13	13	14	12	13	14	15	15	15	15	17	15	16	17	16	14	17	18	18	18	18	19	20	17	19	19	18	20	22	20	21	18	19	20	21	23	21	21	23	23	22	22	22	21	23	19	21	22	22	25	24	24	25	27	26	26	29	28	0	1	1	1	4	9	3	9	4	14	8	5	19	9	4	7	4	5	18	1	10	18	9	5	17	29	14	19	10	14	18	10	24	24	24	3	20	10	14	14	30	49	7	18	46	29	7	19	20	49	26	8	13	36	28	28	50	36	40	27	49	44	35	53	55	50	29	51	41	51	52	57	44	62	50	81	51	31	47	78	60	78	76	51	78	88	51	82	70	81	82	76	69	83	83	92	104	58	68	104	71	101	34	68	103	77	102	105	103	80	109	108	85	111	60	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	5	1	1	1	2	1	1	3	3	1	1	3	2	1	4	1	3	3	1	2	3	1	2	1	3	3	1	2	1	1	1	4	3	3	2	2	1	2	2	3	1	3	5	4	1	1	1	1	4	1	1	3	1	1	1	1	1	3	1	1	1	1	5	2	1	1	1	7	1	2	2	1	1	2	2	2	1	3	1	5
