step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114
1	-1935.069005786543812	-1941.924493737503099	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.494514887647357	3	1	4	3	4	4	3	3	4	3	5	4	4	5	4	4	4	4	5	5	5	5	6	5	5	5	5	5	5	8	6	6	6	6	6	6	6	6	7	10	7	7	8	8	7	8	7	10	8	9	9	8	8	8	8	8	9	9	9	10	10	9	12	9	9	9	9	9	9	9	9	10	10	11	10	11	10	12	10	10	11	11	10	11	11	12	11	13	11	12	11	11	11	12	12	13	12	13	15	13	13	13	13	13	13	13	14	13	15	15	17	17	17	18	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	3	2	3	3	2	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	6	4	4	4	4	4	4	4	4	5	7	5	5	6	6	5	6	5	7	6	6	6	6	6	6	6	6	6	6	6	7	7	6	8	6	6	6	6	6	6	6	6	7	7	8	7	8	7	8	7	7	8	8	7	8	8	8	8	9	8	8	8	8	8	8	8	9	8	9	11	9	9	9	9	9	9	9	10	9	11	11	12	12	12	13
500	-747.555707670227889	-754.411195621187289	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.365329616924318	3	1	4	3	2	3	2	3	4	2	5	4	4	3	4	4	4	4	3	2	5	5	6	5	5	5	5	5	5	8	6	5	5	6	6	6	6	6	7	9	7	7	7	8	7	5	7	10	8	9	8	8	8	8	8	6	9	9	9	10	10	9	11	9	8	9	9	9	9	7	8	10	10	10	10	11	7	12	10	9	8	11	10	11	10	12	11	13	11	12	11	11	11	12	12	12	12	13	15	13	13	13	12	13	13	13	14	13	15	15	17	16	17	17	7	0	7	10	2	2	2	7	4	2	2	4	5	5	14	2	2	8	10	2	9	14	13	14	17	18	7	19	19	14	17	20	20	33	22	46	7	11	15	39	27	20	33	15	35	17	18	33	25	30	32	43	20	35	45	27	30	1	54	30	43	33	36	49	37	81	44	45	56	3	56	77	80	26	33	62	36	89	36	37	37	69	70	62	54	85	20	69	46	62	77	30	26	76	50	30	55	71	79	71	87	103	45	96	68	68	56	89	85	64	96	30	22	13	1	1	2	1	1	2	1	1	1	1	2	1	2	1	1	2	3	1	1	1	1	1	2	1	1	1	3	2	2	5	2	2	2	1	1	1	4	1	3	2	2	2	2	2	1	1	3	3	2	1	3	1	5	2	1	1	1	5	1	2	2	3	2	1	2	1	1	1	2	1	1	2	1	3	2	2	1	1	4	3	2	2	3	2	2	1	6	4	5	3	2	3	6	1	3	3	3	5	3	3	2	1	3	1	4	3	8	2	3	5	5	8	8	12
1000	-611.147892126467468	-618.003380077426868	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.522891968797117	3	1	4	3	2	3	2	3	4	2	5	4	4	5	4	4	4	4	3	3	5	3	6	5	5	5	5	5	5	8	5	5	6	6	6	6	6	6	7	9	7	6	8	8	7	8	7	10	8	8	8	8	8	7	8	7	9	8	8	10	10	9	12	9	9	9	9	9	9	9	9	9	10	11	10	11	10	12	10	10	11	11	10	11	11	12	10	12	10	12	11	11	10	11	9	13	11	13	15	10	13	13	13	13	13	13	14	12	15	15	15	17	17	18	7	0	22	10	2	2	2	7	4	2	2	4	5	22	22	6	1	8	10	2	9	5	14	13	3	18	18	19	19	15	8	20	20	32	5	25	26	7	24	11	19	20	33	54	35	36	8	33	36	37	42	33	20	35	45	17	27	1	45	11	62	33	49	49	50	50	44	55	46	56	49	58	66	50	62	52	46	49	56	37	66	69	70	48	68	85	20	49	36	75	77	79	37	48	50	95	68	69	92	70	84	85	68	95	85	68	71	92	105	92	93	71	55	97	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	2	2	1	2	1	1	3	2	2	1	2	2	1	1	2	3	2	2	1	1	2	4	1	1	3	3	4	1	5	1	3	3	1	1	1	1	1	1	2	1	1	1	1	1	3	2	3	2	3	1	1	1	1	2	1	7	3	1	1	1	1	4	1	1	3	2	1	2	1	2	2	2	2	1	3	4	1	1	4	4	8	6	6
1500	-581.523687905213023	-588.379175856172424	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.578905829279068	3	1	4	3	2	3	2	3	4	2	5	4	4	4	3	4	4	4	4	4	5	4	6	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	7	10	6	7	7	8	7	8	7	10	7	8	9	8	8	8	8	7	9	8	9	10	10	8	12	9	9	9	9	9	9	6	9	10	9	10	10	11	8	12	10	10	11	11	9	11	11	11	10	11	11	12	11	11	11	11	12	13	10	13	14	12	13	13	12	13	13	13	13	13	15	15	17	17	17	17	7	0	7	10	2	2	2	7	4	2	2	4	5	2	5	6	1	8	10	2	4	5	13	5	22	18	8	13	19	13	17	20	20	20	5	17	24	18	22	39	29	20	32	45	35	36	30	52	36	37	32	43	43	24	45	70	38	13	54	47	62	33	49	49	50	50	54	55	56	25	56	49	50	73	62	62	36	36	64	66	66	69	70	48	68	59	33	71	49	62	77	79	50	62	80	93	55	71	108	70	84	68	55	93	103	97	69	92	103	108	104	88	106	105	1	1	2	1	1	1	1	1	1	1	2	1	2	3	1	1	1	1	2	2	2	1	2	3	1	1	2	1	1	1	1	2	1	2	3	2	1	2	2	2	1	3	1	1	1	1	2	2	1	2	2	1	1	3	1	1	2	2	1	2	2	1	4	1	1	1	1	1	2	1	1	2	1	1	1	2	2	3	1	1	2	1	3	1	2	1	2	2	3	3	2	1	2	3	2	2	1	1	1	4	2	3	3	2	1	2	3	1	3	1	4	5	3	2
2000	-601.326089254493240	-608.181577205452641	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.563531103686984	3	1	4	3	2	4	2	3	4	2	5	4	4	5	4	2	3	4	5	4	5	4	6	4	5	4	5	5	4	8	6	5	6	6	6	6	6	6	7	10	7	7	7	8	6	8	7	9	8	8	9	7	8	8	8	8	9	9	8	10	9	8	10	9	9	9	8	9	9	8	7	10	10	11	10	11	10	12	10	9	11	11	10	10	11	12	11	13	11	12	11	11	11	12	11	13	12	10	13	13	12	13	11	13	10	13	14	13	14	14	15	14	16	18	7	0	7	10	2	16	2	7	4	2	22	4	5	5	5	2	7	8	29	2	4	5	13	5	17	8	8	29	10	16	3	20	20	20	24	20	26	18	24	54	29	32	20	23	22	36	27	34	36	26	42	33	43	35	45	71	30	11	45	30	62	32	30	36	50	37	35	59	56	71	25	49	66	37	61	48	49	63	64	50	66	69	70	48	54	59	62	98	63	62	30	79	80	48	66	93	68	69	92	70	48	103	68	95	55	103	56	92	85	108	74	100	97	106	1	1	2	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	3	2	2	2	2	1	1	2	1	1	3	1	1	2	2	2	2	2	1	2	2	2	1	1	1	2	2	2	3	2	3	2	1	1	2	2	1	1	2	2	1	1	3	2	2	1	3	2	1	1	1	2	2	1	3	1	1	2	2	1	1	1	1	1	1	2	2	1	2	1	4	2	1	2	1	1	2	2	1	1	5	3	2	2	2	1	2	3	1	3	1	3	1	3	5
2500	-510.198858530677512	-517.054346481636912	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.789457506753958	3	1	4	3	4	4	2	3	4	2	3	4	3	5	4	3	4	4	5	4	4	5	6	5	5	5	5	5	3	7	5	6	6	6	6	6	6	6	7	10	7	7	5	8	7	7	7	10	8	7	9	8	6	8	8	8	9	8	9	9	10	8	11	9	9	9	8	9	9	9	9	10	10	10	10	10	10	12	10	9	11	11	10	11	11	12	11	13	11	11	10	11	11	12	12	13	12	11	15	13	12	13	13	13	11	13	14	12	15	14	16	15	17	18	7	0	7	10	13	16	2	7	4	2	2	4	2	15	13	2	1	8	29	2	4	15	22	13	17	3	18	29	10	16	17	20	43	20	13	25	26	27	24	44	19	32	20	35	35	36	38	62	36	37	42	53	43	35	45	46	47	30	45	38	62	33	72	49	50	50	35	55	56	56	56	49	80	50	62	62	49	63	49	50	74	56	70	48	68	59	75	82	72	76	49	79	74	48	93	93	105	71	110	98	84	68	85	95	68	97	56	92	97	108	80	88	106	109	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	2	2	1	1	1	2	1	1	1	1	1	3	1	2	1	1	2	1	1	1	2	2	1	1	1	2	1	1	1	2	2	1	2	2	1	2	1	1	1	1	2	3	1	1	1	1	1	2	2	1	1	1	1	2	1	2	2	1	2	1	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	2	1	2	1	2	2	1	2	1	5	1	2	2	4	2	3	2
3000	-545.447228002907650	-552.302715953867050	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.782291973245366	3	1	4	3	4	4	2	3	4	2	3	4	4	5	3	2	4	4	5	4	5	5	6	5	5	5	4	5	4	7	6	6	6	6	6	6	6	5	7	10	7	7	6	6	7	7	6	7	8	8	9	8	8	7	8	8	9	9	9	8	9	7	12	9	9	9	9	9	9	9	9	10	10	10	10	10	9	12	10	10	10	10	10	11	11	11	11	13	11	12	10	11	11	11	12	13	12	12	14	13	13	11	10	13	12	13	14	12	15	15	17	17	17	18	7	0	1	10	11	16	2	7	4	2	2	4	11	5	2	2	1	8	29	1	4	5	20	13	17	8	8	29	10	23	25	20	20	20	24	1	26	8	24	24	19	32	20	24	44	36	38	43	36	37	42	43	43	44	45	46	60	30	45	47	62	43	49	36	50	50	39	55	56	36	31	36	50	50	61	62	36	77	64	50	50	69	70	61	55	59	33	98	72	61	77	79	80	62	50	95	85	71	92	70	84	68	55	95	85	97	71	92	105	108	104	88	109	109	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	2	2	1	3	1	1	2	2	1	1	2	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	2	2	1	3	2	1	1	1	1	1	1	2	1	2	2	1	2	3	2	1	1	2	1	1	2	2	1	2	1	1	2	1	1	1	2	2	1	1	2	2	3	2	1	2	1	1	1	3	1	1	2	2	3	2	2
3500	-552.899563180505538	-559.755051131464938	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.654940627142628	3	1	4	3	4	4	2	3	4	2	5	4	2	4	4	2	4	4	5	4	5	5	6	5	5	5	5	5	3	5	6	6	6	6	6	6	6	6	7	7	6	7	6	8	7	7	6	10	8	8	9	8	8	8	8	8	8	7	9	7	10	8	11	9	9	9	9	9	9	9	9	10	10	11	10	11	10	12	10	9	11	11	10	11	11	12	11	13	11	12	11	11	11	12	12	12	12	12	14	12	13	12	11	13	12	13	14	12	14	15	17	17	16	18	7	0	7	10	2	16	2	7	4	2	13	4	2	13	13	2	7	8	29	2	12	13	14	13	17	8	18	29	10	5	17	20	20	11	24	25	26	27	23	24	29	32	20	35	35	36	20	62	36	11	42	43	43	35	45	46	60	30	45	47	43	33	70	49	50	50	44	55	56	36	56	49	50	50	62	75	36	72	64	50	50	72	70	48	68	103	75	49	72	48	77	79	80	62	66	80	68	56	92	70	75	85	68	93	68	105	98	92	97	108	104	88	109	113	1	1	2	1	3	2	1	1	1	1	3	1	1	2	2	1	1	1	2	3	1	2	2	3	1	2	1	2	1	1	2	2	1	1	1	1	1	1	1	2	3	1	2	2	1	1	2	1	2	1	2	2	2	2	1	1	1	2	2	1	2	2	2	1	1	1	1	1	1	2	1	2	2	2	2	1	3	2	1	1	3	1	1	1	2	1	1	4	1	2	1	1	2	3	3	2	2	3	2	3	3	1	2	2	3	1	1	1	2	1	2	1	1	2
4000	-487.253151166037298	-494.108639116996699	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.686919773244981	3	1	4	3	2	4	2	3	4	2	3	4	4	5	4	2	4	4	5	5	5	3	6	5	4	5	3	5	4	8	6	6	6	6	6	6	6	5	6	10	7	6	7	8	7	8	7	9	8	8	9	8	8	8	8	8	9	9	9	9	10	9	11	9	9	9	9	9	9	9	9	9	10	10	10	11	10	12	10	10	11	11	10	11	10	12	11	13	11	12	11	11	11	12	11	13	12	12	15	13	13	13	12	13	13	12	14	13	14	15	17	17	16	18	7	0	1	10	2	16	2	7	4	2	2	4	5	22	5	2	1	27	29	11	12	5	14	22	1	18	7	29	10	13	17	20	20	20	14	25	26	18	22	30	19	20	33	35	35	36	38	43	36	37	42	43	43	35	45	36	47	11	45	47	48	33	72	49	50	50	54	55	46	56	56	36	50	66	48	75	72	63	64	50	66	46	70	62	68	55	62	71	72	75	77	79	80	76	80	93	55	71	108	56	84	103	59	95	106	68	88	92	105	108	104	98	109	113	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	3	2	2	1	1	2	1	2	2	1	1	2	2	1	1	2	1	2	2	3	2	2	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	1	2	1	3	2	2	2	2	1	1	1	1	1	1	3	3	1	4	2	1	3	2	1	2	1	2	1	2	1	2	2	2
4500	-544.668699301712195	-551.524187252671595	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.610379857055149	3	1	4	3	2	3	2	3	4	2	4	4	4	5	4	4	4	4	4	4	4	4	6	5	5	5	4	5	5	7	6	5	6	6	6	6	6	6	7	9	7	7	7	8	7	8	7	9	7	8	6	8	8	8	8	7	9	9	9	10	10	9	12	9	9	9	9	9	9	8	9	9	10	11	10	11	10	11	10	10	11	11	9	11	11	11	10	12	11	11	11	11	11	10	11	13	11	13	14	12	13	13	13	13	13	13	14	11	15	15	16	15	17	18	7	0	6	10	2	2	2	7	4	2	2	4	5	5	5	6	1	8	10	2	4	5	24	13	17	11	8	19	9	38	7	20	20	20	22	25	26	27	22	13	29	51	20	35	35	36	18	43	31	37	20	43	33	35	45	31	47	27	45	57	33	33	72	49	50	50	54	55	56	56	56	31	66	65	62	62	72	72	64	50	66	71	70	62	55	59	48	72	69	48	77	79	80	48	80	93	55	11	92	70	84	68	97	95	45	55	98	64	97	108	95	107	109	113	1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	4	1	2	2	2	1	1	2	3	2	1	1	2	2	1	1	2	2	1	2	2	1	2	1	1	1	2	4	1	1	2	1	3	2	1	1	1	1	2	1	2	3	1	2	1	2	1	1	1	1	2	2	1	2	2	2	1	2	1	1	1	1	1	1	1	2	2	4	2	3	2	2	2	2	3	4	1	2	2	2	3	1	2	1
