step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114
24500	-529.960469579051960	-536.815957530011360	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.640754533424165	2	1	4	3	4	2	3	3	4	2	5	4	2	5	4	4	4	4	5	5	5	5	6	5	5	5	5	5	3	7	6	6	6	6	6	6	6	6	7	10	7	7	8	8	7	8	7	9	8	9	9	7	8	7	8	8	7	8	9	10	9	8	11	9	9	8	9	9	9	9	9	8	10	11	10	11	10	11	10	10	11	11	10	10	11	10	11	12	11	11	11	11	9	12	11	13	12	13	12	13	13	13	12	13	13	13	14	13	14	15	15	15	17	18	2	0	7	10	13	2	1	1	4	2	2	4	2	13	13	6	1	8	29	5	9	13	14	5	17	3	18	10	10	2	7	11	20	20	24	25	26	27	24	22	19	32	52	35	35	36	27	33	36	66	42	33	52	35	45	3	27	30	45	27	52	34	72	56	66	37	54	55	56	56	56	36	50	50	62	62	72	77	72	93	50	69	56	62	55	59	75	71	72	84	77	79	66	75	93	80	85	82	79	88	84	85	68	95	103	97	98	99	105	108	104	71	85	109	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	2	2	2	1	1	2	1	2	2	2	2	1	2	1	1	1	1	1	2	1	2	4	2	2	2	1	1	2	2	1	1	1	1	2	1	2	2	2	1	1	2	1	1	2	1	2	2	1	1	2	2	1	1	1	1	1	2	2	1	2	2	1	2	1	2	2	1	1	1	1	1	2	2	5	4	4
25000	-533.880889715806461	-540.736377666765861	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.611031129293584	2	1	4	3	4	3	3	3	4	2	5	4	4	5	3	4	4	4	5	5	5	5	6	5	5	5	5	5	3	8	6	6	6	6	6	6	6	6	7	10	7	7	8	8	7	8	7	10	7	9	9	6	6	8	8	7	8	9	9	9	10	9	11	8	9	8	9	9	9	8	9	10	10	11	9	11	10	12	10	10	11	11	10	11	11	9	11	13	10	12	11	11	9	12	11	13	12	13	12	12	13	13	12	13	13	13	14	13	14	15	17	17	16	18	2	0	15	10	15	2	1	1	4	2	15	4	2	5	2	6	7	8	29	13	12	5	7	13	3	3	8	29	10	11	11	20	3	20	15	25	26	18	13	58	19	32	52	39	35	36	38	75	25	66	42	20	20	35	45	25	47	47	45	38	62	33	77	49	66	37	44	55	56	56	46	49	50	50	33	75	46	63	64	93	66	71	70	48	68	45	75	71	36	48	77	79	66	62	80	95	55	69	92	69	84	54	59	93	97	55	98	99	97	108	104	88	105	109	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	2	1	1	2	1	1	1	1	2	1	1	2	1	1	1	2	2	3	1	2	1	1	1	2	1	1	2	1	1	1	1	1	3	2	2	1	2	1	3	1	2	1	2	2	2	1	3	2	1	1	1	2	1	2	2	3	1	2	1	4	3	3	1	2	1	1	2	2	3	4	2	3
25500	-556.615211973825126	-563.470699924784526	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.666597230138883	2	1	4	3	4	3	3	3	4	2	5	4	3	3	2	4	4	4	4	5	5	5	6	4	5	5	4	5	5	5	6	6	6	4	6	5	6	6	7	9	7	7	8	8	7	8	7	9	8	8	9	6	8	8	8	7	7	8	9	10	10	9	11	9	9	7	9	9	8	9	9	10	10	11	10	11	9	12	10	10	11	11	8	11	10	11	11	11	11	11	10	11	8	12	10	12	9	13	12	13	12	13	13	13	12	11	14	13	15	15	17	17	15	18	2	0	7	10	15	2	1	1	4	2	18	4	15	15	2	6	1	8	10	34	9	15	15	14	1	17	8	19	19	5	25	20	20	2	22	7	26	18	24	22	29	32	52	35	35	36	38	43	23	66	42	34	52	35	45	25	38	23	45	47	53	43	77	46	50	26	35	55	56	83	69	49	50	50	62	62	46	63	64	93	66	56	5	61	55	59	62	71	49	75	77	79	66	62	93	66	55	71	92	82	84	105	106	93	55	97	98	99	103	108	104	98	106	113	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	3	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	2	1	2	2	1	1	1	1	2	1	2	2	2	2	1	1	1	1	1	3	1	1	2	1	1	2	2	1	1	1	1	2	2	2	1	1	1	1	1	2	3	3	2	1	2	1	2	2	2	1	1	1	1	2	2	3	1	1	1	2	1	1	2	3	3	2	1	1	1	1	3	3	3	1
26000	-532.309846100522805	-539.165334051482205	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.638207212067104	2	1	4	3	4	3	3	3	4	2	5	4	4	4	3	4	4	4	4	5	5	5	6	5	5	4	5	5	5	7	6	6	6	6	6	6	6	6	7	10	7	7	8	8	7	7	7	8	8	9	9	7	8	8	8	7	9	9	9	8	10	8	12	9	9	7	9	9	9	8	9	10	10	11	10	11	10	12	10	9	11	10	7	11	10	12	10	13	11	12	11	11	11	11	12	11	11	13	12	13	13	13	12	13	13	13	14	13	15	14	17	17	17	18	2	0	7	10	6	2	1	1	4	2	15	4	15	15	2	6	7	8	10	6	4	13	5	13	17	8	8	19	19	23	17	20	20	20	24	17	26	8	24	23	19	20	52	35	35	1	38	33	38	66	42	33	52	35	45	36	47	30	45	47	62	34	77	46	66	37	54	55	56	56	56	49	65	50	62	87	49	72	64	66	66	71	38	48	55	97	62	69	72	75	72	79	80	48	96	80	85	69	92	82	84	68	55	95	68	55	98	99	105	108	95	98	105	106	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	2	2	2	3	1	1	1	2	1	3	1	2	1	2	2	1	1	2	1	1	2	2	2	1	2	2	2	2	2	1	1	1	2	1	2	2	1	1	2	1	2	2	1	2	3	1	1	2	2	1	2	3	1	1	1	1	2	2	1	2	1	3	1	3	2	3	2	1	3	2	1	1	1	1	2	3	3	3
26500	-537.584664906912280	-544.440152857871681	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.682120312233113	2	1	4	3	4	3	3	3	4	2	3	4	4	4	2	4	4	4	4	5	5	5	6	4	5	5	5	5	5	5	5	6	6	6	6	6	6	5	7	9	7	7	8	8	6	8	7	10	8	9	9	7	8	8	8	7	9	9	8	10	10	8	12	9	9	7	8	9	9	9	9	9	10	10	10	11	10	12	9	10	11	11	8	11	11	12	11	13	11	12	11	11	11	12	11	13	12	13	14	13	12	12	10	13	13	13	14	13	14	15	17	17	17	18	2	0	7	10	15	2	1	1	4	2	2	4	15	11	2	6	7	8	10	11	9	15	22	11	17	8	18	19	19	11	17	20	20	20	30	25	26	8	24	39	19	32	52	35	13	17	38	62	36	37	42	33	52	45	45	36	47	30	13	26	62	52	91	46	66	37	35	55	56	83	46	17	50	50	62	75	49	77	46	66	50	69	36	48	68	55	62	69	77	75	77	79	80	61	80	95	103	71	92	70	48	103	68	93	97	97	88	92	97	99	104	88	109	109	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	1	1	2	2	3	1	2	2	2	2	1	1	2	2	1	1	3	1	3	2	1	1	1	2	1	2	1	2	1	1	5	1	1	2	1	2	1	1	3	2	2	1	1	1	3	3	3	1	2	1	2	1	2	1	2	2	1	2	2	2	1	1	2	1	1	1	2	1	1	3	3	2	2
27000	-552.155526120599461	-559.011014071558861	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.705973018076246	2	1	4	3	4	2	3	3	4	2	5	4	4	5	3	4	4	4	5	3	5	5	6	5	5	5	5	5	3	8	5	6	6	6	6	6	6	6	6	10	7	7	8	8	7	8	7	10	7	9	9	7	8	8	8	7	9	9	9	10	10	9	9	9	9	8	9	9	9	9	9	10	10	11	10	11	9	12	9	10	11	11	10	11	11	10	11	12	11	12	10	11	11	11	12	13	11	13	15	12	13	11	12	13	13	12	14	13	15	15	14	17	16	18	2	0	1	10	15	2	1	1	4	2	2	4	15	15	2	6	7	8	12	2	9	5	5	5	17	8	8	29	10	47	17	20	3	20	24	25	26	8	24	44	28	32	52	35	35	56	11	43	25	66	42	33	52	5	45	25	47	30	45	3	62	20	46	49	66	1	35	55	56	56	46	49	66	50	62	62	49	72	49	50	66	56	70	48	55	59	48	71	79	62	77	79	80	75	80	80	68	71	108	69	84	55	59	80	103	85	88	92	105	108	95	98	105	109	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	2	2	2	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	2	1	1	2	1	1	4	1	3	1	1	1	2	2	1	2	1	1	2	1	1	1	1	2	1	2	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	1	3	3	1	1	2	2	2	1	2	2	3	1
27500	-524.887479356406175	-531.742967307365575	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.656887973599140	2	1	4	3	4	3	3	3	4	2	2	4	3	5	3	4	4	4	4	4	5	5	5	5	5	5	5	5	3	8	6	6	6	6	6	6	6	6	7	10	7	7	8	8	7	8	7	10	7	9	9	7	8	8	8	7	9	8	8	9	10	9	12	9	9	8	9	9	9	9	9	8	10	11	10	11	10	12	10	10	11	10	10	11	11	12	10	13	11	12	11	11	11	12	11	13	12	13	14	13	12	13	13	13	13	13	14	13	15	14	16	17	17	18	2	0	1	10	13	2	1	1	4	2	2	4	11	13	2	6	7	8	29	2	9	13	13	15	17	3	8	19	10	31	27	20	20	20	24	3	26	8	24	44	19	32	33	35	35	36	3	33	36	37	42	33	33	45	45	36	47	11	45	27	33	53	89	72	66	37	54	55	56	56	56	49	66	66	62	43	72	77	64	66	66	56	56	61	68	59	62	69	49	75	77	79	50	76	80	93	45	56	92	70	84	55	45	95	97	68	88	92	103	108	104	107	109	109	1	1	2	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	2	1	1	1	2	1	1	2	1	1	2	1	1	1	1	3	2	2	2	1	2	1	1	2	2	2	1	3	2	1	2	1	1	1	1	2	1	3	2	1	1	1	1	2	1	1	2	2	2	1	2	2	1	2	2	2	1	1	3	3	3	1	2	2	1	3	4	2	1	1	2	1	1	2	4	4	1	2	1	2	3	2	1	4	1	1	1	1	2	2	2	2
28000	-534.442175934254465	-541.297663885213865	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.677252403994405	2	1	4	3	3	2	3	3	4	2	2	4	4	4	4	3	4	4	3	4	5	5	6	5	5	5	5	5	4	5	6	6	6	6	6	6	6	5	7	10	7	7	7	7	7	8	7	9	8	7	9	8	8	8	8	7	9	8	9	10	10	9	9	9	9	8	8	9	9	9	9	7	10	9	10	11	10	12	10	10	11	11	10	10	11	12	11	11	9	11	11	11	11	12	11	13	12	12	15	13	12	11	13	13	13	13	13	13	15	15	15	16	17	18	2	0	7	10	11	2	1	1	4	2	2	4	5	5	5	6	7	8	10	11	9	5	5	13	17	8	18	29	19	2	8	20	20	20	22	25	26	8	24	30	19	32	34	35	35	36	38	33	72	37	42	43	34	35	45	36	47	39	45	47	43	43	72	49	50	37	44	55	56	56	56	36	66	50	48	62	72	63	64	66	66	56	70	48	44	59	48	69	72	62	77	79	66	76	80	81	55	71	108	98	84	45	55	95	97	85	71	92	97	108	104	98	109	105	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	1	1	2	2	2	2	2	1	1	1	2	2	2	2	1	1	1	1	2	2	3	1	1	2	1	1	2	1	1	2	1	1	2	1	1	1	1	2	2	1	1	2	2	2	1	2	1	1	2	2	2	1	2	3	2	1	1	3	2	2	2	2	2	1	1	2	1	1	1	3	3	2	1	2	3	2	2	1	2	4	2	3	2	1	3	2	3
28500	-542.090341882016332	-548.945829832975733	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.631591660459975	2	1	4	3	2	3	3	3	4	2	5	4	3	5	4	4	4	4	4	4	5	4	4	5	5	5	5	5	5	8	5	6	5	6	6	6	6	6	6	10	6	7	7	8	7	8	7	9	8	9	9	7	8	8	7	7	8	9	9	9	10	9	12	9	9	8	9	9	9	8	9	10	10	11	10	11	9	12	9	10	11	11	10	11	11	12	11	13	11	12	11	11	11	12	11	12	11	13	14	13	13	13	13	13	13	13	14	13	15	15	17	17	17	16	2	0	7	10	2	2	1	1	4	2	15	4	5	13	5	6	7	8	10	2	9	5	5	15	23	15	18	19	19	52	3	20	20	20	14	25	26	27	24	22	29	32	33	35	35	36	3	34	36	66	42	33	43	35	35	36	8	11	45	57	48	32	72	49	66	37	44	55	25	56	49	49	50	50	62	48	36	77	49	66	80	56	70	61	68	59	62	71	49	62	77	79	50	33	80	93	68	71	92	70	84	68	45	95	97	97	88	92	105	108	95	107	114	106	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	5	1	1	2	2	1	1	2	1	1	1	2	2	1	2	1	1	3	2	2	1	1	2	2	1	1	1	1	2	3	1	1	2	1	2	1	1	2	1	1	2	1	2	2	1	2	3	1	2	1	2	1	2	1	4	1	1	1	2	2	2	1	3	3	2	2	2	1	2	2	1	4	2	1	2
29000	-520.867779179463582	-527.723267130422983	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.670764619256646	1	0	4	3	1	2	3	3	4	2	5	4	4	5	2	4	4	2	4	5	5	4	6	5	5	5	4	5	5	8	6	6	6	6	6	6	6	6	7	10	7	7	7	7	7	7	7	9	8	9	9	8	8	8	8	8	9	9	9	9	10	8	11	9	9	8	9	9	9	9	8	10	10	10	10	11	9	12	10	10	11	11	10	11	11	12	11	10	10	12	11	11	11	12	12	13	12	12	14	11	13	12	13	13	13	13	14	12	14	15	16	17	17	18	2	0	2	10	2	2	1	18	4	2	22	4	5	22	5	6	7	1	10	13	9	15	22	13	17	8	18	19	19	11	3	20	20	20	14	25	26	13	24	30	29	32	33	35	35	36	38	43	25	66	42	43	43	44	45	25	47	11	45	47	48	33	72	49	37	37	44	55	46	71	46	58	50	50	62	62	49	91	64	66	73	69	56	48	68	45	48	71	56	76	77	79	74	76	93	93	68	56	108	70	84	59	45	95	68	97	98	92	105	99	95	98	109	106	1	1	4	1	1	2	2	1	1	2	1	1	3	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	2	3	1	2	1	1	1	1	2	2	3	1	2	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	2	5	2	2	2	1	2	1	1	1	1	1	1	3	2	1	1	2	3	1	3	1	2	1	1	1	4	3	2	3
29500	-557.911895127484627	-564.767383078444027	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.585023652661883	1	0	4	3	3	3	2	3	3	2	5	1	4	5	4	2	4	2	5	4	5	5	6	5	5	5	5	5	4	8	6	6	6	6	6	6	6	3	7	9	7	7	7	7	7	7	7	8	8	9	9	8	8	8	8	8	9	6	9	9	10	8	12	9	9	8	9	9	8	9	9	8	9	11	10	11	10	11	10	9	11	10	10	10	11	12	11	11	11	12	11	11	11	12	11	13	11	13	14	10	13	13	13	13	12	13	13	13	14	15	17	17	17	18	2	0	7	12	2	16	1	18	12	12	17	2	5	15	5	2	5	1	9	9	4	5	5	13	17	18	8	10	9	58	17	20	20	20	14	27	8	18	24	39	28	32	34	35	22	25	27	33	36	66	42	43	33	35	45	25	47	11	45	47	52	33	49	49	66	37	54	55	46	69	69	46	66	50	48	62	49	56	64	66	66	56	70	62	55	85	48	71	72	75	77	79	80	76	80	93	68	71	92	56	84	97	68	95	97	68	82	92	105	108	104	98	109	85	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	2	2	3	1	2	1	1	2	2	1	1	3	1	1	2	2	1	1	1	1	1	2	2	1	1	2	1	2	2	1	3	1	1	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	1	1	2	2	1	2	2	1	2	2	3	2	1	1	2	1	1	2	2	3	2	2	2	1	2	2	1	2	2	1	2	2	2	3	3	5
30000	-539.883585815013021	-546.739073765972421	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.655119141263599	1	0	4	3	4	2	3	3	4	3	3	1	4	4	2	4	3	2	4	4	5	5	6	5	5	5	4	4	5	8	5	6	6	5	6	5	6	6	7	10	5	7	8	8	7	8	7	8	8	9	9	5	7	8	8	8	8	9	8	9	10	9	11	9	9	8	9	9	6	9	9	10	10	11	10	11	10	12	10	10	11	10	10	10	11	11	11	10	11	12	11	11	11	12	12	13	10	13	13	13	12	12	13	13	13	12	14	12	15	15	17	17	16	18	2	0	7	12	11	1	18	18	12	12	1	2	15	15	2	6	1	1	4	11	4	5	14	5	3	16	8	4	19	39	7	20	52	20	24	14	18	27	24	24	19	32	52	35	35	69	38	33	25	66	42	20	52	35	45	69	47	30	45	57	62	43	49	49	66	37	44	55	36	56	69	46	50	50	43	48	49	77	64	66	50	71	70	48	59	59	75	71	72	62	77	79	80	87	80	93	68	69	92	56	84	55	55	80	106	97	88	92	105	108	104	107	105	113	1	1	1	2	1	1	1	1	2	1	1	1	2	2	2	2	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	2	3	1	2	1	2	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	2	2	2	2	1	1	2	1	1	1	2	2	1	1	1	3	1	1	1	1	2	2	1	4	1	3	2	3	2	2	1	2	2	1	2	2	3	2	3	2
30500	-580.670984557816837	-587.526472508776237	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.694188919863518	1	0	3	3	4	3	3	3	3	3	5	1	4	3	1	4	4	2	4	4	4	5	6	4	5	5	5	5	5	8	6	5	6	5	6	6	6	5	7	10	7	7	8	8	7	8	5	10	8	9	9	5	8	7	8	8	8	9	9	10	10	9	11	9	7	9	9	9	7	7	9	10	10	11	9	10	10	12	10	10	11	11	10	11	11	12	11	10	11	12	11	11	11	12	12	13	12	12	12	12	13	13	13	13	13	13	13	13	15	14	15	15	17	18	2	0	1	12	15	2	1	18	12	12	15	2	15	15	2	6	3	1	4	6	4	15	15	15	14	7	18	19	19	11	25	20	20	20	24	25	26	1	5	30	29	32	52	54	35	36	8	52	36	37	42	20	33	35	45	69	27	11	45	38	43	33	49	46	27	37	44	55	36	22	46	46	50	66	33	43	46	63	64	50	50	71	46	76	68	59	33	71	72	48	77	79	80	48	93	93	59	71	72	88	84	68	55	95	85	85	88	99	105	108	93	98	109	109	1	1	1	2	2	2	2	1	1	2	2	1	1	2	1	1	1	1	1	1	1	3	2	3	1	1	3	1	1	2	1	1	2	1	2	1	1	3	2	1	1	1	3	1	1	2	1	3	2	3	2	1	2	1	1	1	1	2	2	3	2	3	1	1	2	2	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	2	1	1	2	2	4	1	1	2	1	1	1	2	1	2	3	2	2	2	2	4	5	1	2	2	2	1	1	1	2	2	2	2
31000	-572.522658416150875	-579.378146367110276	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.581872755580831	1	0	4	2	3	3	2	3	4	3	2	1	4	5	2	4	4	2	4	4	5	5	6	5	5	5	4	5	5	8	6	5	6	5	6	6	6	6	7	10	6	7	6	8	7	7	7	8	7	9	9	8	7	8	8	8	9	9	8	10	10	9	11	9	9	9	9	9	9	9	8	8	10	11	10	11	10	12	10	10	11	11	10	11	11	12	11	13	11	12	11	10	11	12	11	12	12	13	12	10	12	13	13	13	13	13	14	13	15	15	16	17	16	18	2	0	7	12	15	2	1	18	4	12	2	2	5	15	2	6	1	1	10	11	9	3	22	5	11	7	1	19	19	24	3	20	20	20	14	25	18	8	24	22	19	32	34	35	35	3	38	20	36	38	42	43	33	35	45	17	47	30	45	57	52	43	72	46	26	37	54	55	71	71	25	49	50	73	62	75	72	63	64	66	66	69	71	48	45	55	75	89	72	48	77	64	80	62	66	80	68	63	92	70	84	97	85	95	85	85	88	99	106	108	95	107	109	109	1	1	2	1	1	2	1	1	1	2	2	1	1	2	1	1	1	1	1	2	1	1	1	2	2	1	3	1	1	1	2	1	2	1	1	1	4	2	2	4	1	2	1	2	1	1	1	1	1	2	2	2	1	2	1	3	2	1	1	1	2	3	2	2	2	3	1	1	1	1	3	1	1	1	1	1	2	1	1	1	2	2	1	3	2	3	1	2	2	3	1	1	1	1	2	2	3	1	1	1	1	1	2	1	2	2	1	1	2	2	4	3	1	2
31500	-589.931957466573522	-596.787445417532922	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.615102281522059	1	0	4	2	2	4	3	3	4	3	3	1	3	5	1	4	4	2	5	4	5	4	6	4	5	5	5	5	5	8	6	6	6	6	5	6	6	6	7	10	7	7	8	7	6	7	7	9	7	9	9	7	6	8	8	8	7	9	8	10	10	7	12	9	9	8	9	9	9	9	9	9	10	11	10	11	10	12	10	9	9	11	10	11	11	11	11	12	11	11	10	11	11	11	12	13	12	12	12	12	13	13	11	13	13	12	13	13	15	15	16	14	17	17	2	0	7	12	15	11	1	18	12	4	2	2	5	13	2	11	7	1	4	11	4	5	15	15	17	3	3	12	10	42	17	20	20	20	13	25	3	27	22	44	19	32	20	35	35	36	38	34	36	66	42	53	20	44	45	46	38	39	45	57	34	33	77	49	30	37	44	55	56	56	56	25	50	50	62	75	72	91	72	66	66	69	70	34	68	59	75	71	49	75	72	64	80	62	80	66	68	71	92	69	84	97	68	95	85	103	69	99	105	108	104	71	109	109	1	1	1	1	1	1	1	1	3	1	2	1	1	2	1	1	1	1	2	1	2	1	2	2	1	1	1	3	2	1	2	2	2	2	2	1	1	1	1	3	2	1	2	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	3	2	1	2	2	1	1	2	1	1	1	1	3	1	2	2	1	1	1	1	1	1	1	1	5	2	2	1	3	3	1	1	2	2	2	1	2	3	2	1	3	1	1	2	1	2	1	3	1	2	2	2	2	2	2
