step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27
24500	-224.182542530948211	-222.745246703536083	-1.437295827412129	0.000138183871510	0.000048291757806	0.349474633173006	0.459623324041550	4	2	8	6	8	9	8	10	9	11	14	18	16	19	19	18	17	19	17	21	20	20	24	20	22	23	26	2	0	4	1	2	2	4	4	2	8	8	2	8	2	10	11	11	0	9	15	16	19	25	10	12	24	20	1	1	1	1	2	3	1	2	2	1	2	9	3	10	4	3	2	1	3	1	1	2	1	3	2	1	2
25000	-207.540896930207282	-206.143544008750609	-1.397352921456659	0.000244746112743	0.000099473731980	0.406436412271495	0.478765912154799	4	2	6	7	8	10	9	11	10	11	14	17	16	18	18	19	20	21	20	19	20	17	23	22	23	23	24	2	0	1	3	2	5	4	4	5	4	4	8	5	8	7	14	16	0	14	8	8	5	15	13	19	16	16	1	1	1	1	3	2	1	2	1	2	4	3	3	3	3	1	1	1	1	3	4	5	2	3	2	2	2
25500	-210.209171097289470	-208.585748006069451	-1.623423091220031	0.000236817535404	0.000054539320429	0.230301021992778	0.436614362256187	4	2	7	7	8	9	9	11	9	12	14	16	16	19	18	20	19	20	20	21	18	19	23	22	22	24	25	2	0	1	1	2	3	1	3	4	3	7	6	8	8	3	7	5	0	17	8	10	15	22	13	20	24	17	1	1	2	2	3	1	2	2	1	3	2	3	3	4	6	5	6	1	1	5	2	1	2	3	1	1	4
26000	-214.283995130256130	-212.848943778037494	-1.435051352218637	0.000156474855033	0.000055080668063	0.352009708211232	0.504571283396302	3	0	7	6	8	9	9	10	9	11	14	17	17	16	18	19	20	17	20	21	20	20	24	23	22	23	25	2	0	4	1	1	5	4	4	5	8	8	14	8	5	8	13	14	0	14	8	15	14	22	16	19	13	10	2	1	1	1	3	1	1	2	1	1	2	1	3	2	5	1	3	1	2	5	1	2	2	2	1	3	9
26500	-222.275061766303651	-220.842239123769104	-1.432822642534543	0.000174772082994	0.000061971350929	0.354583809192985	0.387977131116671	4	2	7	6	8	9	9	9	9	10	15	16	14	18	17	17	18	20	20	20	19	19	24	21	23	23	24	2	0	2	1	1	3	4	4	2	3	8	2	3	6	3	3	11	0	14	11	12	15	22	17	16	20	20	1	1	3	1	2	2	2	2	3	2	3	7	3	3	4	6	1	1	2	1	1	1	2	2	2	2	1
27000	-176.936320524382381	-175.496644192700415	-1.439676331681976	0.000229944597978	0.000079755305718	0.346845746406461	0.672270334999830	4	2	7	7	7	9	9	10	8	12	16	17	15	19	17	19	20	19	21	19	20	20	24	21	22	23	26	2	0	1	1	2	3	4	4	5	8	10	11	10	12	13	10	11	0	14	15	11	14	14	15	14	24	26	1	1	2	2	2	1	1	2	1	1	2	1	1	1	1	2	2	1	2	1	2	1	3	2	1	1	1
27500	-197.539683439565550	-195.763778273246714	-1.775905166318836	0.000184805629052	0.000033713560795	0.182427131508182	0.608336978975812	4	2	7	7	6	10	9	11	9	12	15	17	17	19	18	19	19	19	20	20	19	18	24	21	23	24	25	2	0	1	1	2	3	4	3	2	7	8	9	11	1	11	15	11	0	12	21	10	12	22	11	19	13	17	1	1	2	1	2	2	1	3	4	2	2	3	1	8	1	1	2	1	1	1	3	1	2	2	1	3	2
28000	-207.977038158324888	-206.590293910747874	-1.386744247577022	0.000282761152610	0.000121211941588	0.428672540303327	0.412135802482036	4	2	6	7	7	8	8	9	8	11	15	18	16	19	18	20	19	21	20	20	20	19	24	23	23	23	25	2	0	1	3	2	5	4	4	2	8	10	2	10	11	10	17	13	0	15	4	10	11	20	10	21	16	16	1	1	1	1	3	1	1	1	4	1	3	8	2	2	4	1	2	1	2	5	6	2	2	3	1	1	3
28500	-228.032503826758528	-226.604370570825978	-1.428133255932564	0.000253300081304	0.000091238091393	0.360197639586183	0.337917615145860	3	2	7	6	7	9	8	11	8	10	14	16	16	18	18	19	20	17	21	17	18	20	22	21	21	23	25	2	0	4	1	2	1	4	3	2	1	3	6	8	13	4	6	16	0	15	3	11	14	22	3	14	20	16	1	1	1	1	2	3	2	2	2	4	3	4	4	1	7	3	1	1	2	3	2	1	1	6	1	3	4
29000	-206.541244252581265	-204.930693047323871	-1.610551205257389	0.000272403716878	0.000064161183615	0.235537107752593	0.477699212306548	4	2	8	7	6	8	9	10	9	12	15	18	16	17	18	20	19	20	18	19	20	19	22	21	22	23	24	2	0	1	1	2	2	4	4	2	6	8	6	8	11	3	17	12	0	14	6	12	14	14	8	19	20	16	1	1	1	2	2	3	1	1	3	1	3	6	4	1	4	1	1	1	1	5	1	1	2	6	2	2	2
29500	-209.055966947425247	-207.580365408592940	-1.475601538832297	0.000188158635225	0.000058903921872	0.313054576535455	0.476039935380681	4	3	5	6	6	9	8	10	10	11	16	16	16	19	18	19	19	20	20	20	21	20	24	20	21	22	24	2	0	1	3	2	2	4	4	6	4	1	10	8	11	13	4	8	0	14	15	17	12	16	8	16	17	24	1	1	1	1	1	2	1	2	1	3	5	4	3	2	1	6	5	1	1	1	2	3	2	5	1	2	3
30000	-212.199399278652265	-210.736658844526772	-1.462740434125500	0.000253509912499	0.000082152488734	0.324060262277291	0.462319632671290	4	2	7	7	8	10	6	9	9	11	15	17	16	19	17	19	20	21	19	19	20	19	24	22	22	24	24	2	0	1	1	3	7	1	4	1	8	8	4	10	11	13	10	10	0	3	12	11	4	16	21	14	15	12	1	1	2	2	1	2	2	1	3	1	2	6	2	2	1	4	5	1	6	1	3	7	3	1	2	4	4
30500	-222.760281734016303	-221.376023885945358	-1.384257848070951	0.000251079690155	0.000109148049138	0.434714767532973	0.436273345449511	3	2	6	5	8	9	7	11	10	11	16	18	16	20	19	19	18	21	21	20	20	19	24	21	22	23	25	2	0	1	1	3	2	4	3	6	7	2	6	10	16	1	10	4	0	11	4	12	8	25	10	14	12	12	1	1	1	1	1	3	1	3	1	1	7	4	2	1	8	3	6	1	2	8	2	3	1	5	2	2	3
31000	-204.135289550582797	-202.768339135729576	-1.366950414853210	0.000194988974193	0.000096753713485	0.496200946157516	0.406319311691805	3	2	7	7	8	9	8	10	10	11	16	16	17	18	19	18	19	20	20	20	20	20	24	22	23	23	24	2	0	1	1	1	5	3	3	5	3	3	4	11	11	13	10	11	0	12	11	15	14	22	10	14	15	20	1	1	2	2	2	1	1	1	1	2	4	4	1	1	1	4	1	1	2	2	1	1	2	6	1	2	2
31500	-216.855093903181711	-215.297621757326908	-1.557472145854811	0.000287049528696	0.000074683123923	0.260175044570713	0.387929734671542	3	1	6	7	8	10	7	9	8	11	15	17	16	19	17	20	19	21	20	19	21	19	23	21	22	23	25	2	0	1	3	3	7	1	4	7	3	8	6	8	6	4	17	13	0	10	11	17	12	6	13	1	20	24	1	1	1	1	1	2	3	1	1	3	2	2	4	4	4	1	2	1	6	1	1	1	8	3	8	2	2
32000	-220.913255893585301	-219.515055289305508	-1.398200604279804	0.000368954559997	0.000149373150911	0.404855142357130	0.346965851722406	3	2	5	6	8	9	8	10	10	9	15	16	16	19	18	19	19	21	19	21	20	20	22	22	22	23	25	2	0	1	3	1	5	4	7	5	4	3	5	8	9	3	4	13	0	2	10	12	13	5	22	5	8	17	1	1	1	1	2	1	1	1	1	1	5	4	3	4	5	7	2	1	9	5	2	2	8	2	6	6	3
32500	-237.943355137009064	-236.347864326755712	-1.595490810253358	0.000243595985805	0.000058949238413	0.241995935269042	0.297104361194227	3	2	7	6	7	10	8	10	9	12	14	17	17	20	17	20	19	20	19	18	21	19	22	23	23	23	25	2	0	4	1	2	2	4	4	4	3	10	8	6	3	11	6	10	0	6	3	11	12	22	11	16	10	14	1	1	1	1	1	4	2	4	1	2	2	5	3	5	1	4	3	1	4	5	4	1	1	6	3	6	3
33000	-220.454688442009683	-218.964291030348591	-1.490397411661095	0.000254257461133	0.000076671986938	0.301552554627123	0.478067225514700	3	1	6	8	8	9	8	11	9	12	14	17	16	19	18	18	19	20	20	20	20	19	23	22	21	22	25	2	0	1	1	2	2	3	3	2	6	4	2	11	2	11	12	12	0	9	11	8	4	8	16	22	21	17	1	1	1	3	3	3	1	3	4	2	2	7	1	8	2	1	2	1	4	5	4	5	5	1	1	1	3
33500	-216.532688754661478	-215.152727095082525	-1.379961659578955	0.000172710079355	0.000077062364102	0.446194943517571	0.422503586369829	4	2	8	8	8	9	9	7	9	12	15	17	16	20	17	19	19	19	21	20	20	19	23	22	23	22	24	2	0	2	1	2	3	3	1	1	7	3	11	8	12	4	10	3	0	14	10	15	11	12	10	19	17	15	1	1	3	2	2	1	1	2	2	2	3	1	6	1	3	3	5	1	1	5	2	2	3	4	1	3	4
34000	-206.262635576468682	-204.521670629454547	-1.740964947014146	0.000189328573800	0.000036272822429	0.191586624782999	0.578308339499064	4	3	6	8	8	8	8	10	7	12	14	17	16	18	17	20	19	21	20	21	21	19	23	23	21	23	25	2	0	1	3	2	2	3	3	2	8	8	2	10	2	8	15	11	0	22	17	8	12	25	16	14	13	13	1	1	1	1	3	2	1	1	2	2	2	5	2	5	3	2	3	1	1	1	5	1	1	1	2	3	4
34500	-215.212641158607880	-213.688968124741393	-1.523673033866499	0.000237462838797	0.000066297640820	0.279191645967231	0.237828020487392	4	2	6	7	9	7	9	11	9	11	15	15	16	19	18	18	19	20	21	18	19	19	24	22	22	23	25	2	0	1	3	6	2	4	9	2	7	8	1	10	8	12	13	9	0	6	8	8	2	25	10	14	15	8	1	1	1	1	1	3	1	2	4	1	3	5	2	3	2	1	5	1	7	3	3	8	1	5	2	2	7
35000	-215.473563893232466	-213.859720043882845	-1.613843849349630	0.000237585265065	0.000055636248156	0.234173816045165	0.338193632538220	3	2	7	7	8	10	8	11	7	11	16	18	16	17	18	19	20	21	19	18	21	20	23	22	21	23	25	2	0	1	1	9	2	3	3	2	7	4	1	8	2	8	10	12	0	9	7	14	11	22	17	11	12	16	1	1	2	2	1	4	1	2	2	1	5	7	2	7	4	4	1	1	5	5	3	2	1	1	3	3	3
35500	-231.259191528263500	-229.772230864771245	-1.486960663492249	0.000256016019356	0.000077860978580	0.304125416745673	0.297907155754093	3	1	6	7	8	9	8	10	9	11	13	18	16	19	17	19	18	20	19	20	21	19	23	21	20	23	25	2	0	2	2	3	1	1	6	3	3	7	4	3	15	6	7	4	0	6	4	12	3	25	11	14	12	19	1	1	3	2	2	4	3	1	1	3	1	6	5	2	5	5	4	1	4	8	1	6	1	6	1	2	3
36000	-223.654631820782129	-222.183695365263503	-1.470936455518628	0.000219594731090	0.000069595761149	0.316928192236237	0.291865987196921	3	2	7	6	7	9	9	9	10	11	15	18	16	18	17	18	17	20	21	20	21	18	23	22	22	24	23	2	0	2	1	4	4	4	4	2	9	4	11	8	3	7	3	10	0	9	10	16	3	25	8	12	17	10	1	1	2	2	1	1	1	2	4	1	5	1	5	4	3	3	3	1	5	5	2	4	1	7	2	3	6
36500	-205.280174702631427	-203.711813995947097	-1.568360706684325	0.000167396873666	0.000042629895343	0.254663629073391	0.485130710257514	2	1	5	7	8	9	9	10	10	11	16	18	16	19	18	19	16	20	20	17	21	20	23	21	22	23	25	2	0	1	3	3	3	4	3	6	4	4	6	8	20	10	17	10	0	14	8	20	14	22	13	14	15	26	1	1	1	1	2	3	1	2	1	2	4	5	4	1	2	2	2	1	1	4	2	1	2	2	2	3	1
37000	-214.789242333130829	-213.409801275430084	-1.379441057700759	0.000217364658344	0.000097312454265	0.447692163973965	0.371758809755804	3	2	7	7	8	9	8	10	10	12	15	17	15	20	17	19	19	20	20	21	19	20	24	21	23	22	25	2	0	1	1	2	2	4	3	2	8	4	6	3	11	10	10	8	0	15	14	15	15	19	10	22	4	16	1	1	2	2	3	3	1	2	5	1	5	5	3	4	4	3	6	1	1	1	1	2	2	3	1	6	3
37500	-221.005218777961204	-219.370745068844485	-1.634473709116723	0.000282981893644	0.000063953130572	0.225997252856698	0.510577047892238	4	2	8	6	9	10	6	10	7	10	15	17	15	19	18	19	20	21	20	20	19	20	24	22	22	23	25	2	0	7	1	1	4	1	3	2	3	8	6	8	1	11	4	8	0	15	13	11	16	22	13	19	14	15	1	1	1	2	3	2	1	1	1	1	3	5	3	6	2	8	5	1	1	3	1	1	2	3	1	3	4
38000	-215.073262130980879	-213.650972692886739	-1.422289438094147	0.000297193314629	0.000109250443699	0.367607339470283	0.380741698543167	4	2	6	7	8	9	9	11	10	11	16	16	17	17	19	19	20	21	20	21	19	19	22	22	20	21	25	2	0	1	3	1	5	4	4	5	3	4	5	4	10	14	8	21	0	10	14	11	13	13	17	22	14	19	1	1	1	1	2	1	1	2	1	2	4	4	5	4	1	3	1	1	4	1	2	1	2	1	1	3	2
38500	-232.245865859929467	-230.673377911301856	-1.572487948627602	0.000300308084379	0.000075870562420	0.252642424118065	0.317157267822940	4	3	5	7	9	9	6	11	8	10	15	16	17	18	17	19	18	20	20	21	20	20	23	22	22	23	25	2	0	1	3	1	2	1	9	2	2	9	1	11	11	5	13	4	0	15	4	9	5	15	22	14	9	16	1	1	1	1	3	2	1	2	3	4	3	7	1	2	4	1	6	1	3	6	8	7	2	1	2	8	3
39000	-209.280495674395553	-207.709368461682033	-1.571127212713521	0.000236754711786	0.000059971113553	0.253304836472326	0.344806483206694	4	2	8	7	8	9	9	10	9	11	15	18	15	18	17	19	19	21	21	21	21	20	23	22	21	23	26	2	0	1	1	2	4	2	3	2	8	10	4	8	1	10	7	8	0	17	15	14	14	19	8	16	11	15	1	1	2	2	2	1	3	1	2	1	2	6	3	5	2	5	5	1	1	3	2	1	1	5	1	4	4
39500	-196.828920263779565	-195.398067525523743	-1.430852738255826	0.000174424787005	0.000062253668239	0.356908380444386	0.485892725302024	4	2	8	7	7	9	9	10	10	12	15	17	16	20	19	16	20	20	19	20	21	19	24	20	23	24	24	2	0	4	1	2	4	3	3	5	3	8	11	10	19	8	8	16	0	12	10	15	12	22	16	19	13	20	1	1	1	1	2	1	1	1	2	1	3	1	2	1	3	3	2	1	2	4	1	1	3	2	2	4	2
40000	-184.669296042328824	-183.176141422046044	-1.493154620282776	0.000212611956512	0.000063683333359	0.299528466809004	0.758654396147434	4	2	7	7	7	9	9	10	9	12	15	17	17	20	17	19	19	20	21	21	19	19	23	22	23	23	25	2	0	1	1	1	5	4	4	2	8	8	1	11	22	11	12	12	0	14	16	11	12	22	15	19	16	20	1	1	1	2	1	1	1	1	2	1	2	6	1	1	1	1	1	1	1	1	1	1	2	3	1	2	2
40500	-217.106292462692863	-215.578522045626471	-1.527770417066385	0.000281940033564	0.000078016366414	0.276712623702185	0.457288863599217	4	2	7	8	9	10	8	11	10	11	16	17	16	18	17	20	18	20	21	21	20	19	23	22	22	22	24	2	0	1	1	7	2	1	7	7	3	10	4	6	15	3	17	6	0	14	22	8	3	21	12	14	16	26	1	1	2	3	1	5	2	1	1	2	3	4	3	1	6	1	3	1	3	1	5	7	1	4	3	1	1
41000	-219.192179572967603	-217.548036824685795	-1.644142748281811	0.000310445448727	0.000069032680699	0.222366541308782	0.528613632060568	4	2	7	8	9	9	7	10	7	12	14	17	15	18	18	18	19	19	20	20	20	19	23	21	22	23	24	2	0	1	7	7	3	1	4	2	4	8	2	10	10	13	11	13	0	6	15	11	10	24	15	22	19	24	1	1	1	1	1	1	2	1	2	3	1	7	2	2	2	2	2	1	5	1	2	3	1	3	2	2	2
41500	-203.095404858266306	-201.554969742191815	-1.540435116074499	0.000231086471105	0.000062247566881	0.269369152522727	0.477732362257557	3	2	8	7	9	7	9	11	9	12	14	17	13	20	18	20	18	20	20	21	20	20	22	19	21	23	26	2	0	6	1	6	2	4	7	6	1	13	10	8	12	7	8	8	0	24	24	24	12	19	8	24	20	26	1	1	1	2	1	3	2	1	2	5	1	2	1	2	4	3	3	1	1	2	1	2	1	4	1	1	2
42000	-209.157883962969635	-207.444276125050180	-1.713607837919449	0.000228831546620	0.000045628029535	0.199395713608779	0.642094822344699	4	3	8	6	6	9	8	11	8	11	15	16	17	19	16	18	18	20	21	20	20	17	23	22	22	23	24	2	0	4	1	2	9	4	9	2	4	4	2	15	11	10	15	8	0	14	16	15	9	14	20	19	13	13	1	1	1	2	2	1	1	1	3	2	5	4	1	2	1	1	4	1	1	1	2	2	2	1	1	2	4
42500	-214.285659716293452	-212.797453908992082	-1.488205807301360	0.000163336804764	0.000049521551435	0.303186728223650	0.511300294867587	2	0	6	7	8	10	9	8	10	10	14	17	15	20	17	20	20	20	21	18	21	18	24	21	22	23	24	2	0	1	3	2	5	4	4	5	3	10	5	8	22	3	20	13	0	12	11	17	15	14	17	14	13	26	1	1	2	1	4	2	1	1	1	3	2	3	4	1	5	1	4	1	2	1	1	1	2	1	1	2	1
43000	-213.669198555375118	-212.066451023297844	-1.602747532077276	0.000272437412180	0.000065068104562	0.238836891163243	0.390189810236589	4	3	7	7	8	8	9	11	10	11	15	17	16	18	18	20	18	20	20	20	20	20	23	23	22	22	25	2	0	1	2	1	2	6	9	2	4	6	1	8	4	7	4	10	0	15	14	17	17	11	14	16	20	26	1	1	1	2	2	2	1	1	4	3	5	7	2	6	4	6	4	1	1	1	1	1	3	2	2	1	1
43500	-195.750283914515478	-194.350735940242885	-1.399547974272593	0.000204901393572	0.000082450389826	0.402390576210978	0.417360961553318	3	2	7	7	8	10	9	10	8	10	16	16	15	19	18	19	18	20	19	21	20	19	23	22	23	23	25	2	0	1	1	4	2	3	3	2	3	10	2	8	15	8	3	12	0	6	17	11	6	14	12	16	20	26	1	1	2	2	1	4	1	1	2	2	3	6	3	1	4	5	1	1	4	2	2	4	2	2	1	1	1
44000	-217.615854476186712	-216.138586307727508	-1.477268168459206	0.000279661539082	0.000087170825344	0.311701157156096	0.548742051239315	3	2	6	7	8	9	8	11	10	11	16	15	16	20	18	19	17	18	19	20	21	20	24	22	22	22	24	2	0	1	3	1	2	4	4	5	6	4	3	12	19	12	17	13	0	11	17	12	5	22	13	14	10	21	1	1	2	1	3	3	1	2	1	2	5	5	1	1	1	1	1	1	2	1	3	4	2	3	2	6	1
44500	-203.630626976094561	-202.203809934742139	-1.426817041352428	0.000145379649748	0.000052601929462	0.361824571412940	0.485468255867441	4	3	7	8	8	9	9	11	9	11	13	18	16	20	18	19	19	20	21	20	20	19	23	23	23	23	24	2	0	1	3	1	2	4	4	5	7	8	5	8	6	4	11	8	0	14	13	15	12	14	20	14	8	13	1	1	1	1	3	2	1	2	1	1	1	4	1	3	4	2	4	1	1	2	1	1	2	1	2	5	4
45000	-215.938653276889312	-214.500110970528397	-1.438542306360909	0.000260914153948	0.000090821763773	0.348090597610020	0.364230412559584	4	2	8	6	8	9	8	9	9	11	14	15	14	19	18	19	18	21	20	20	18	20	23	23	22	23	25	2	0	2	2	2	2	1	7	4	8	7	5	7	17	12	8	10	0	14	3	8	11	16	15	19	22	13	1	1	3	2	3	3	2	1	1	1	3	3	3	1	1	5	3	1	1	7	5	3	2	2	2	1	4
45500	-216.574899945778412	-214.820760004409408	-1.754139941369013	0.000257269137044	0.000048374885141	0.188032212867511	0.373569117381108	4	3	8	7	8	9	9	10	8	11	14	18	15	19	17	19	20	18	20	20	21	20	21	20	23	24	25	2	0	1	1	2	2	1	6	2	8	3	4	10	6	8	7	10	0	3	8	17	12	22	10	20	11	8	1	1	2	2	3	3	2	1	3	1	2	4	2	4	4	5	4	1	6	5	1	1	1	3	2	6	7
46000	-226.193772206322620	-224.715511756590814	-1.478260449731799	0.000200499116782	0.000062335719098	0.310902711683333	0.345284664177910	4	1	7	5	7	10	9	10	9	12	15	18	16	18	18	20	18	21	21	18	19	20	23	23	20	23	25	2	0	1	1	1	2	4	4	5	3	10	3	6	6	4	17	13	0	15	10	3	20	14	17	14	8	24	2	1	2	1	1	6	1	3	1	2	2	6	3	3	6	1	1	1	2	4	7	1	2	3	1	8	1
46500	-230.894351555811681	-229.356349836982474	-1.538001718829210	0.000245181862399	0.000066381618598	0.270744409674509	0.343405763725439	3	2	8	8	6	10	7	9	9	11	15	17	16	18	18	20	20	21	20	20	21	20	23	22	22	23	25	2	0	2	2	2	4	1	7	2	1	3	2	7	2	12	13	11	0	10	8	8	3	20	8	20	11	9	1	1	3	3	2	2	1	1	4	5	3	6	4	8	1	2	2	1	3	5	7	6	1	5	1	4	8
47000	-226.988758583756891	-225.367585220626580	-1.621173363130320	0.000260716054331	0.000060277125719	0.231198365876902	0.427971912969486	3	2	7	6	8	10	7	11	9	10	15	17	17	19	18	19	18	20	21	18	20	17	23	23	23	23	25	2	0	4	1	2	9	4	4	1	5	10	9	10	5	7	8	10	0	15	11	22	5	19	4	19	16	11	1	1	1	2	2	1	1	2	3	1	2	3	4	5	5	4	3	1	1	2	3	4	1	8	1	2	5
47500	-216.979949908744686	-215.479715353322433	-1.500234555422243	0.000273389098984	0.000080509183837	0.294485713352140	0.381491869499767	3	1	7	7	8	8	7	10	9	11	15	17	16	18	18	19	18	20	21	21	20	19	23	22	22	23	26	2	0	1	1	2	2	1	7	3	6	10	3	10	8	4	6	4	0	22	11	14	13	19	10	15	17	17	1	1	2	2	3	3	3	2	1	2	2	4	3	4	5	4	5	1	2	2	1	2	2	5	2	2	4
48000	-195.389201204434983	-193.654308146194808	-1.734893058240164	0.000203185077964	0.000039269248839	0.193268370062224	0.529533889790153	3	2	7	6	8	9	9	11	9	12	15	18	17	19	18	20	20	21	20	20	20	20	24	23	22	23	24	2	0	1	1	2	3	4	7	3	1	8	6	11	3	11	15	15	0	12	8	11	12	19	15	19	13	13	1	1	3	2	2	1	2	1	1	4	2	3	2	5	2	2	1	1	1	4	3	1	2	3	1	4	4
48500	-220.063544820800871	-218.618656970668212	-1.444887850132663	0.000116664956816	0.000039816787986	0.341291756093672	0.635313700419715	3	2	7	6	7	9	8	11	9	12	15	17	17	19	17	17	20	20	18	19	20	19	23	22	21	23	25	2	0	4	1	2	2	3	7	2	4	4	2	11	19	10	8	15	0	12	16	16	12	14	21	14	16	13	1	1	1	2	3	2	1	2	2	3	3	8	1	1	3	2	2	1	1	1	1	1	2	1	1	2	3
49000	-205.412697947815616	-203.901786722736944	-1.510911225078678	0.000237626104749	0.000068262779644	0.287269699245665	0.620345573686698	3	1	8	6	9	10	9	10	9	11	15	15	14	19	17	19	19	19	20	21	21	20	23	23	22	23	26	2	0	2	1	4	2	4	7	4	8	10	3	10	12	10	8	15	0	16	17	16	14	12	15	19	20	26	1	1	2	1	2	3	2	1	1	1	1	3	2	2	2	4	1	1	1	1	1	1	3	2	2	1	2
49500	-224.867176906866831	-223.302764762446515	-1.564412144420319	0.000224511178209	0.000057616659419	0.256631584576241	0.342699870751941	4	2	7	7	8	10	9	11	10	9	15	16	17	19	19	17	19	19	21	20	21	18	23	21	22	23	26	2	0	1	1	3	1	4	10	4	4	8	1	10	2	3	10	10	0	20	8	15	11	16	20	17	14	26	1	1	2	2	1	4	1	1	2	1	2	8	3	8	4	4	6	1	1	4	1	2	3	1	1	3	2
50000	-220.249957843750622	-218.753624070355102	-1.496333773395525	0.000212805229736	0.000063253630392	0.297237198871472	0.397072959846652	4	2	7	6	7	9	8	10	7	10	13	16	16	19	18	18	18	21	20	19	20	20	23	23	23	23	26	2	0	1	1	2	2	1	6	2	4	8	2	4	16	7	3	11	0	5	11	11	6	14	11	15	11	24	1	1	1	2	2	4	2	1	2	2	2	7	5	1	6	6	2	1	7	3	3	4	3	5	2	5	1
50500	-213.673866152457691	-212.019403253504834	-1.654462898952868	0.000167446767900	0.000036607496060	0.218621694041697	0.307252274689711	4	2	7	7	8	10	9	11	8	11	15	17	16	20	18	20	18	19	20	20	17	20	23	23	22	23	24	2	0	2	1	4	2	4	7	3	7	8	9	11	12	7	10	11	0	6	10	11	12	22	17	14	13	24	1	1	2	3	1	4	1	1	1	1	2	4	1	2	5	4	2	1	6	4	1	2	2	2	1	5	1
51000	-223.497394336925481	-222.061972768256851	-1.435421568668639	0.000186656472307	0.000065626115238	0.351587675618176	0.385556330113528	4	2	7	6	9	9	9	9	9	12	14	17	16	18	17	18	19	20	21	19	21	18	23	21	21	24	25	2	0	1	1	3	3	4	4	2	3	10	3	11	9	8	10	8	0	9	10	16	3	16	15	22	13	16	1	1	2	1	1	1	1	2	3	3	2	6	1	6	4	3	4	1	6	3	2	4	3	2	2	5	4
51500	-230.607929952985330	-229.142076019071794	-1.465853933913547	0.000298927791813	0.000096045351118	0.321299503585754	0.317839336823221	3	1	8	7	8	9	9	11	6	10	16	16	14	20	18	19	18	20	20	19	21	20	24	22	22	23	25	2	0	1	1	9	1	4	7	2	9	13	2	8	6	3	7	8	0	6	4	15	16	22	12	6	19	4	1	1	3	2	1	3	1	2	2	2	1	7	1	5	4	4	3	1	7	4	1	1	2	3	5	1	9
52000	-192.846008578858573	-191.249600634519311	-1.596407944339272	0.000261965007186	0.000063288572241	0.241591703107442	0.603186264304812	3	2	7	6	9	7	8	11	9	12	15	16	15	19	18	19	20	20	21	20	21	18	23	22	22	23	25	2	0	1	1	6	2	6	7	2	7	8	11	8	15	8	8	15	0	15	16	16	12	22	17	16	20	11	1	1	2	2	1	2	1	1	3	2	2	1	2	1	4	4	1	1	1	1	1	1	3	1	1	2	5
52500	-204.934191763521852	-203.329726387635702	-1.604465375886152	0.000209504838654	0.000049883525580	0.238102021415655	0.365000611888997	3	2	7	7	8	8	9	11	9	11	16	17	15	20	18	20	19	19	21	19	21	19	23	23	20	24	24	2	0	1	2	2	2	1	6	3	1	13	6	8	17	11	11	8	0	25	15	3	12	21	16	12	20	16	1	1	2	3	3	3	3	1	1	4	1	4	2	1	1	2	3	1	1	1	6	1	1	2	2	3	3
53000	-211.292979064023200	-209.787615033440716	-1.505364030582494	0.000229802409007	0.000066864057698	0.290963258334567	0.442239981333846	3	1	7	8	6	9	9	10	9	12	15	15	17	19	17	19	19	20	20	21	20	18	24	22	22	24	25	2	0	1	2	2	3	3	4	5	8	8	2	10	13	7	10	11	0	14	17	10	2	15	17	14	20	20	1	1	2	4	2	1	1	1	1	1	2	6	3	1	4	4	2	1	1	1	5	8	3	2	1	1	3
53500	-235.550411715203381	-234.095222667221492	-1.455189047981891	0.000340312701389	0.000112657213763	0.331040285311135	0.369304886677191	4	2	6	8	7	7	9	10	9	9	16	18	16	19	18	19	20	19	21	20	18	18	23	21	23	23	25	2	0	2	6	2	1	1	10	1	6	10	7	4	4	5	21	16	0	4	13	13	13	22	14	15	14	11	1	1	2	1	3	2	3	1	2	1	3	5	4	4	6	1	1	1	6	3	1	1	3	2	3	2	5
54000	-209.461683953375996	-208.004379736772563	-1.457304216603431	0.000213259119105	0.000070171355115	0.329042694208530	0.357816972064912	3	2	5	7	7	10	8	10	9	11	15	17	15	19	19	16	17	21	20	20	21	20	23	22	21	23	25	2	0	1	1	1	2	4	3	4	3	7	10	6	16	17	3	13	0	12	13	6	12	25	21	12	20	20	1	1	1	3	2	4	1	3	1	3	5	2	2	2	2	5	1	1	2	2	4	2	1	1	2	1	4
