step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27
84500	-244.213721560731756	-242.753170953963888	-1.460550606767866	0.000246653067644	0.000080419210090	0.326041799754830	0.376862143608400	4	1	8	7	9	10	9	11	8	9	15	16	16	19	18	19	19	20	20	19	21	18	22	22	23	23	24	2	0	2	1	3	5	4	9	2	4	7	1	7	3	13	4	9	0	4	10	11	3	11	21	17	13	9	1	1	3	2	1	1	1	1	4	1	3	4	2	4	1	8	8	1	6	4	3	5	4	1	2	2	8
85000	-209.189691726216182	-207.661843643552714	-1.527848082663469	0.000291187052181	0.000080561598152	0.276666141397333	0.403017544146934	3	2	7	6	8	10	8	11	8	11	16	17	16	19	18	19	18	20	20	21	21	19	23	21	22	23	26	2	0	1	1	2	4	4	3	3	4	7	2	3	6	12	17	13	0	3	8	11	11	22	17	22	15	24	1	1	2	1	3	2	2	2	1	3	4	6	4	4	1	1	1	1	7	5	3	2	1	2	1	3	3
85500	-211.066118462700700	-209.463664536230624	-1.602453926470066	0.000203830251535	0.000048707884249	0.238962979644829	0.445681472744772	3	2	7	5	8	9	9	11	10	11	15	16	16	19	17	20	18	21	19	20	20	19	21	23	22	22	25	2	0	4	1	2	1	3	9	2	3	10	9	10	9	10	12	13	0	9	10	9	12	22	16	14	11	21	1	1	2	1	3	3	1	1	5	1	3	5	3	4	2	2	1	1	4	5	4	1	1	2	2	4	2
86000	-196.644465050098489	-195.060344344191748	-1.584120705906745	0.000220433176594	0.000054476213467	0.247132551953990	0.573608907800851	3	2	7	6	9	7	8	10	9	12	15	17	14	18	19	19	19	21	20	21	19	19	23	21	21	22	25	2	0	4	1	2	2	4	4	2	6	3	5	10	9	12	10	12	0	14	15	11	14	19	16	19	15	15	1	1	1	1	3	3	1	2	4	2	3	4	1	3	1	3	2	1	1	1	2	1	2	1	1	2	2
86500	-211.101437535857997	-209.625018193654796	-1.476419342203209	0.000224964730979	0.000070276397396	0.312388511255990	0.441198955801003	4	2	5	7	9	10	8	11	9	9	15	17	17	19	18	19	19	21	20	20	21	20	23	22	22	23	23	2	0	1	3	2	5	3	10	2	4	8	8	11	2	10	8	8	0	5	13	10	12	17	11	12	13	13	1	1	1	1	3	1	1	2	2	1	2	3	1	7	4	3	4	1	5	2	5	1	2	5	2	3	3
87000	-230.345162291347151	-228.816566210395678	-1.528596080951469	0.000181197070059	0.000050050149683	0.276219420470595	0.323918227419990	3	1	8	7	9	10	9	11	10	9	13	16	15	20	17	19	19	19	17	21	21	20	24	23	21	23	26	2	0	1	1	2	2	4	10	4	4	4	6	4	9	3	8	15	0	6	8	11	19	22	4	15	16	24	1	1	3	2	4	4	1	1	2	1	4	3	3	5	4	5	1	1	3	3	6	1	3	7	2	1	3
87500	-219.644555928994606	-218.054407186959594	-1.590148742035004	0.000289161500433	0.000070665287048	0.244379998521783	0.581875252309690	3	1	6	7	5	10	9	10	9	12	15	17	15	19	17	17	18	20	21	20	20	19	23	22	19	23	25	2	0	1	3	2	1	4	4	3	7	6	11	10	16	3	7	13	0	15	4	16	12	20	20	12	17	24	1	1	1	1	1	3	1	2	2	2	2	1	2	1	4	3	3	1	2	6	1	1	1	1	2	2	1
88000	-215.325526470828521	-213.824005898724437	-1.501520572104090	0.000248084539572	0.000072835781698	0.293592586720531	0.474930447112141	3	1	7	8	9	10	9	10	10	11	13	16	16	20	18	18	19	20	20	20	20	19	22	22	23	23	25	2	0	1	1	3	2	4	1	4	3	7	4	11	6	11	11	13	0	12	10	15	13	19	17	3	14	26	1	1	2	2	1	6	1	3	1	2	1	3	2	5	3	2	1	1	2	3	1	2	1	2	6	1	1
88500	-236.482326478819516	-234.822984845012542	-1.659341633806978	0.000226218278229	0.000049065823274	0.216895927502371	0.400463511250024	4	2	6	7	6	10	8	10	9	11	15	15	16	18	18	20	17	20	20	20	20	19	23	22	21	22	25	2	0	1	1	2	4	1	7	4	4	4	1	8	3	8	8	10	0	12	22	14	1	19	20	22	17	11	1	1	1	3	1	1	2	2	1	2	4	6	2	5	5	5	4	1	2	1	1	6	2	1	1	4	4
89000	-197.229464872497971	-195.592225391672116	-1.637239480825853	0.000189935908742	0.000042725363775	0.224946215055855	0.613677075307577	3	1	6	7	8	9	9	11	9	11	15	18	16	19	19	19	20	20	20	20	20	18	23	23	22	23	23	2	0	1	1	2	5	4	4	2	9	8	9	10	12	11	8	15	0	22	10	15	9	20	17	12	13	16	1	1	2	1	3	1	1	2	4	1	2	3	3	1	2	4	1	1	1	5	1	4	2	2	2	3	2
89500	-190.212083998665832	-188.740240675108055	-1.471843323557773	0.000126547292490	0.000040009836099	0.316165089835486	0.463933829497829	3	2	7	8	8	9	9	10	9	11	15	17	16	20	17	19	20	20	21	20	21	19	23	22	22	23	24	2	0	1	3	2	2	4	4	2	8	10	9	8	12	10	10	16	0	14	8	11	12	22	15	19	16	16	1	1	2	1	4	4	1	1	5	1	2	5	3	2	3	5	1	1	1	5	3	2	2	2	1	2	3
90000	-192.091447553045413	-190.631428950608779	-1.460018602436645	0.000193957475709	0.000063332608448	0.326528318729246	0.548791853725432	4	2	7	7	9	9	8	10	10	11	14	18	15	19	18	19	19	20	19	20	17	20	23	22	21	24	25	2	0	2	2	3	3	4	7	3	8	4	11	4	11	8	8	13	0	12	17	11	12	22	14	19	16	24	1	1	3	2	1	1	1	1	2	1	3	2	3	3	6	5	2	1	1	1	1	1	2	2	1	2	1
90500	-213.821136252516453	-212.273636644402444	-1.547499608114023	0.000200332287100	0.000053181630984	0.265467098458694	0.383601461536853	4	3	7	6	8	9	8	10	9	12	15	17	16	19	17	19	19	20	21	20	20	20	23	22	22	23	26	2	0	4	1	4	5	4	4	2	3	4	5	11	15	8	7	4	0	14	10	15	14	22	16	19	8	20	1	1	1	2	1	1	1	2	3	2	4	4	1	2	4	5	4	1	1	3	2	1	2	1	1	6	3
91000	-202.692079566318824	-201.268330257855951	-1.423749308462887	0.000169286303489	0.000061909707382	0.365710078759863	0.336540473467451	3	1	7	6	7	9	8	10	8	11	15	17	17	19	17	17	18	20	20	20	20	19	24	22	23	23	25	2	0	1	1	2	2	3	7	2	7	4	11	8	9	8	4	10	0	12	13	11	12	22	8	19	20	26	1	1	2	2	4	3	1	1	3	2	5	1	2	6	3	4	4	1	1	2	4	2	2	6	2	2	1
91500	-203.986596974948839	-202.593167861612869	-1.393429113335974	0.000237153938572	0.000098203845271	0.414093250413356	0.489782785754850	4	3	6	8	8	10	9	11	10	10	15	17	16	18	17	20	19	20	19	19	20	19	24	22	23	22	24	2	0	1	3	2	5	4	9	2	7	10	2	10	6	7	14	3	0	15	10	14	15	25	13	19	14	24	1	1	1	1	2	2	1	1	3	1	2	5	3	5	4	1	6	1	1	6	1	1	1	3	1	2	1
92000	-227.683935481761097	-226.130821552892286	-1.553113928868801	0.000288883228607	0.000075819655164	0.262457794900825	0.419298540826306	3	2	8	7	9	8	9	11	8	11	15	17	16	20	16	18	19	19	19	19	20	18	24	22	22	23	25	2	0	2	2	6	1	3	3	2	7	6	15	3	3	3	15	7	0	12	7	15	12	12	16	19	14	14	1	1	2	4	1	2	1	2	2	1	4	1	7	5	4	1	4	1	2	3	2	1	4	2	2	1	2
92500	-217.727945599917177	-216.220248472299829	-1.507697127617341	0.000317721097174	0.000091947067058	0.289395535506582	0.516771351044277	4	2	8	6	8	9	8	10	10	10	15	17	15	16	19	19	19	20	20	20	19	19	24	21	21	24	25	2	0	4	1	2	2	4	6	4	1	10	13	4	10	14	7	4	0	16	4	14	12	19	15	12	17	15	1	1	1	1	3	3	1	1	2	2	2	1	4	4	1	4	6	1	1	6	2	1	2	1	3	4	2
93000	-199.387236744334956	-197.797190652350139	-1.590046091984814	0.000190052571823	0.000046453848901	0.244426310336049	0.403150290106362	2	1	6	8	8	10	9	10	9	10	14	17	16	19	18	18	19	20	20	20	20	19	23	22	21	23	25	2	0	1	3	1	2	4	4	3	4	10	6	11	16	13	8	10	0	6	10	15	12	12	8	9	13	17	1	1	2	1	4	4	1	1	3	1	2	3	1	1	2	3	5	1	5	5	1	1	3	6	7	3	3
93500	-236.869483695815006	-235.413385298509922	-1.456098397305080	0.000240016847874	0.000079248111482	0.330177286235819	0.363806921646904	2	1	6	8	8	9	8	11	8	12	15	18	16	19	18	20	20	20	19	19	20	18	21	22	21	24	26	2	0	1	1	3	3	1	7	2	7	4	9	7	3	10	4	11	0	13	3	15	3	20	4	19	22	4	1	1	2	3	2	1	2	3	3	2	2	5	3	7	4	6	3	1	1	7	2	6	1	7	1	3	7
94000	-213.311975236148641	-211.693716128257677	-1.618259107890954	0.000296497465863	0.000068897647775	0.232371793040855	0.513378679050338	3	1	7	6	7	9	9	11	9	12	16	18	16	19	18	19	19	20	18	20	20	20	24	22	22	22	24	2	0	1	1	4	2	3	3	4	6	6	6	6	9	13	7	8	0	9	14	14	17	22	20	22	12	26	1	1	1	2	1	3	1	2	1	1	4	5	2	4	1	4	4	1	3	1	1	1	2	1	1	2	1
94500	-193.931409360679424	-192.444497388085011	-1.486911972594416	0.000215131084730	0.000065434760561	0.304162276887392	0.761042849953168	4	3	8	7	8	10	8	9	9	12	15	17	16	20	18	18	19	20	21	20	21	20	24	22	23	24	24	2	0	4	1	2	9	4	3	2	4	8	11	11	15	3	10	13	0	14	17	11	12	22	20	19	24	16	1	1	1	1	3	1	1	1	2	2	3	2	1	1	5	3	2	1	1	1	3	2	2	1	1	2	2
95000	-185.623122974621708	-183.761433136653039	-1.861689837968655	0.000267119624273	0.000043559370938	0.163070650673565	0.713953694975236	4	2	7	6	9	9	8	9	8	11	15	16	16	20	18	19	16	20	21	20	20	19	23	22	22	24	25	2	0	4	1	3	2	4	4	2	9	10	9	8	16	17	10	10	0	22	17	16	12	19	13	19	15	24	1	1	1	1	1	2	1	1	3	1	2	3	3	1	1	4	2	1	1	2	1	2	1	3	1	2	2
95500	-200.695514696743118	-198.876111317514130	-1.819403379228987	0.000172006798280	0.000029604887867	0.172114638277163	0.574854170338357	3	2	7	7	9	10	8	9	7	12	15	17	17	19	17	19	19	20	21	20	21	19	23	23	20	23	24	2	0	1	1	4	3	3	3	2	8	8	4	11	2	4	15	11	0	25	11	15	12	22	17	12	13	13	1	1	2	2	1	1	1	2	2	1	3	4	1	10	5	1	2	1	1	2	2	1	2	2	1	2	3
96000	-199.616941528495829	-198.198832066480236	-1.418109462015587	0.000152765820624	0.000057016000217	0.373224848227571	0.517824501427265	4	2	6	7	8	10	9	11	10	10	15	17	17	19	17	19	18	20	20	19	20	18	23	21	22	22	24	2	0	1	1	3	4	4	3	3	4	10	6	11	6	11	22	11	0	12	15	10	3	19	17	19	13	26	1	1	2	2	1	2	2	2	2	2	2	3	1	3	1	1	1	1	2	1	4	5	2	2	1	2	1
96500	-221.851156642864453	-220.403939986795791	-1.447216656068673	0.000233349669515	0.000079080728447	0.338893680937423	0.645817710701357	3	2	8	7	8	10	8	11	10	11	14	18	16	20	18	19	20	19	20	20	20	18	24	22	23	24	22	2	0	1	2	2	3	4	4	5	3	5	5	11	3	10	13	15	0	22	22	22	9	14	20	19	14	15	1	1	2	3	3	1	1	2	2	1	3	5	1	4	3	1	2	1	1	1	1	4	2	1	2	2	2
97000	-187.572055253490703	-186.208647208136057	-1.363408045354652	0.000181184964326	0.000094376990775	0.520887542331569	0.773494020034146	3	1	6	7	7	9	8	11	8	10	15	17	16	20	18	19	19	19	19	20	21	20	22	23	22	23	25	2	0	1	1	2	3	4	10	3	4	8	9	8	19	13	15	15	0	12	15	12	19	19	17	14	20	26	1	1	2	1	2	1	1	1	2	1	2	5	2	1	1	1	1	1	2	1	2	1	2	2	1	1	2
97500	-205.070320006645687	-203.592588739748550	-1.477731266897150	0.000282781522279	0.000088037762074	0.311327845485025	0.729904259940703	4	3	7	8	9	9	8	10	9	12	14	17	16	19	17	19	18	18	20	20	20	17	22	23	23	24	24	2	0	1	1	3	2	1	7	4	8	7	11	10	12	10	22	10	0	14	17	11	11	14	21	14	24	24	1	1	1	4	1	2	1	1	1	1	2	1	1	1	3	1	3	1	1	1	2	2	2	2	2	1	1
98000	-196.726806665237888	-195.185025578716136	-1.541781086521763	0.000213988836365	0.000057480706864	0.268615446678413	0.359953117291503	3	2	5	7	8	9	8	10	8	12	15	17	16	19	17	20	20	20	20	18	21	20	23	22	23	22	25	2	0	1	3	2	2	4	4	2	8	10	2	11	15	7	8	11	0	15	8	16	14	22	10	14	8	13	1	1	1	1	3	3	1	1	2	1	3	7	1	2	5	4	2	1	2	4	1	1	2	5	2	6	3
98500	-214.437136136212388	-213.011275300663783	-1.425860835548608	0.000195404021500	0.000070935835677	0.363021370454534	0.474449261705131	4	2	7	7	9	10	9	10	10	10	14	17	16	20	18	19	19	20	20	20	21	19	23	21	22	22	25	2	0	1	1	4	4	4	3	3	4	6	8	10	15	7	11	13	0	15	10	16	12	19	17	19	15	20	1	1	2	2	1	1	1	3	2	2	2	3	2	2	5	3	2	1	1	5	1	2	2	1	1	2	2
99000	-228.325099788783660	-226.860541927138229	-1.464557861645428	0.000282314202145	0.000091029626368	0.322440832507271	0.449231440393962	3	1	7	8	8	8	8	10	8	12	14	17	16	18	19	19	19	21	21	21	20	19	22	22	22	24	25	2	0	1	3	2	2	3	6	3	3	3	10	6	11	4	13	8	0	13	16	13	4	15	8	19	20	26	2	1	1	1	4	3	1	1	1	4	2	2	5	2	5	1	3	1	2	1	2	6	2	5	1	1	1
99500	-232.897222105851398	-231.476042650294431	-1.421179455556963	0.000240280861590	0.000088680864710	0.369071694363139	0.526928455737505	3	2	8	7	9	9	8	11	8	10	16	16	17	17	19	19	19	21	20	19	20	18	21	22	22	23	24	2	0	1	1	4	4	4	3	2	3	7	4	8	4	12	8	8	0	22	14	14	9	12	11	23	15	3	1	1	2	1	1	1	1	1	4	1	3	4	2	4	1	3	5	1	1	1	2	4	2	3	1	3	7
100000	-218.572619231522594	-217.124962984071402	-1.447656247451182	0.000277890008475	0.000094050909864	0.338446532785384	0.487237929166593	4	2	7	7	8	9	9	9	9	11	15	17	15	19	18	20	20	21	21	20	19	18	24	23	22	22	25	2	0	2	1	2	2	1	5	2	3	6	9	7	13	7	22	22	0	5	4	13	3	25	17	14	19	26	1	1	3	1	3	3	2	1	3	3	2	3	3	3	5	1	1	1	6	7	1	4	1	2	1	1	3
