"","type","n","prop.ances.ok","msup.ances","msup.kappa","merr.date","prop.imp.ok","mu.ok","mu1.ok","mu2.ok","merr.pi","time"
"d2e40b9d9e","seq-0.75",131,0.169354838709677,0.078422619047619,0.482299618320611,0.785543893129771,0.5,0,0,0,0.497797044148409,2302
