step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73
11000	-424.451046063625597	-422.517995992232613	-1.933050071392985	0.000158772396782	0.000023753806249	0.149609168409534	0.465911523843705	0	1	2	2	3	4	3	4	4	3	5	7	8	6	6	7	8	9	10	8	8	11	10	11	10	11	11	11	12	12	12	14	12	13	13	14	13	14	16	14	14	14	15	12	15	13	15	17	17	20	21	20	20	21	21	20	22	22	21	24	23	22	24	24	24	25	26	26	27	29	27	29	30	0	1	2	2	3	2	3	7	2	4	6	9	15	11	9	4	16	21	13	4	16	12	12	18	13	25	10	9	25	18	26	37	19	22	22	35	44	34	33	33	37	46	37	19	40	33	19	12	34	35	53	32	32	56	40	32	52	51	0	51	52	55	57	51	61	63	61	65	65	58	66	71	71	1	1	1	1	1	2	1	1	3	1	1	3	2	1	2	4	1	1	2	3	1	2	3	1	2	1	4	6	2	2	1	1	1	1	2	1	1	1	2	2	1	1	2	2	1	1	3	7	2	5	1	5	4	1	4	5	2	1	1	1	3	1	2	3	1	1	2	2	2	4	2	2	2
11500	-387.817259318538902	-386.082932754147180	-1.734326564391719	0.000089858767421	0.000017381086786	0.193426721559791	0.634432521708533	-1	1	2	2	3	4	4	4	4	4	5	7	8	6	6	7	6	9	9	9	8	11	10	11	10	10	11	11	12	12	12	14	12	11	12	14	13	13	16	13	12	14	15	13	12	15	15	17	18	18	19	20	20	20	21	18	22	22	22	24	23	21	23	23	25	25	25	26	27	29	27	27	29	0	1	2	2	2	3	1	5	2	3	9	6	12	11	7	10	6	21	16	7	16	23	19	18	20	16	23	23	25	24	26	35	28	19	27	37	41	19	36	45	28	37	28	23	28	38	44	35	32	32	50	23	32	56	51	48	55	53	0	64	57	52	57	53	57	63	64	66	68	64	68	61	71	1	2	1	1	2	1	3	1	1	2	1	2	1	1	2	2	1	1	1	2	1	1	1	2	1	3	1	1	2	1	2	2	1	2	1	1	1	3	2	1	1	1	1	2	1	1	1	5	2	3	1	6	4	1	2	1	1	2	1	1	1	1	1	2	3	2	2	1	1	4	1	3	2
12000	-383.405241983960480	-381.316920768120326	-2.088321215840164	0.000115797284989	0.000014607865580	0.126150328840802	0.540266799535252	0	1	2	2	3	3	4	4	4	4	5	7	9	6	6	7	8	9	10	9	8	11	10	12	10	11	10	11	11	12	12	14	12	13	12	14	13	14	16	14	11	14	15	13	13	14	18	16	19	20	20	18	21	21	20	19	22	21	21	24	23	23	23	24	25	25	26	26	27	30	28	29	30	0	1	1	2	3	3	6	3	6	3	9	10	6	6	10	10	15	21	12	16	16	27	12	26	13	13	10	12	25	20	26	44	23	27	23	37	41	19	40	37	19	37	37	27	28	34	34	32	48	32	56	39	56	51	56	52	47	56	0	56	57	50	57	53	55	63	64	66	66	60	66	63	69	1	1	2	1	1	1	1	2	1	1	1	3	5	2	2	2	2	1	2	2	1	1	3	1	1	2	3	3	1	2	1	1	1	2	1	1	2	3	2	1	1	1	2	2	2	1	2	2	2	5	1	2	2	1	1	1	1	2	1	4	1	3	1	3	4	2	2	1	2	5	3	5	1
12500	-381.992022095702680	-379.711226962206695	-2.280795133496010	0.000110946632267	0.000011599950730	0.104554329346996	0.557440247554862	0	1	1	2	3	3	4	4	4	4	5	7	9	6	6	7	8	8	10	9	9	11	10	12	10	11	11	11	11	12	12	14	12	12	12	14	13	14	16	14	14	14	13	15	15	14	18	17	19	20	21	18	21	21	21	21	22	22	22	24	23	23	24	23	25	25	26	25	27	30	27	29	30	0	1	1	2	3	2	3	3	6	6	9	15	9	11	10	10	15	16	13	16	18	19	15	25	16	25	15	19	20	21	26	35	28	28	23	34	27	37	40	37	19	43	23	34	40	23	34	32	37	47	48	32	52	50	49	23	48	51	0	56	57	48	57	50	57	63	56	63	68	67	62	63	69	1	1	1	1	2	2	1	2	1	1	1	1	3	1	2	1	2	1	1	2	1	1	3	1	3	1	5	1	2	3	1	2	1	1	2	2	2	1	2	1	3	1	2	2	1	2	2	2	4	2	3	3	2	1	2	5	3	1	1	2	1	4	1	1	3	1	4	1	2	3	4	5	3
13000	-380.863253021643061	-378.567275263119029	-2.295977758524009	0.000104871935841	0.000010813090697	0.103107572201835	0.461468853250781	0	1	1	2	2	3	3	4	4	4	5	6	6	6	6	6	7	9	10	9	7	11	10	10	9	11	11	11	12	11	12	14	12	13	12	14	12	14	16	13	14	14	15	15	15	15	18	17	19	20	21	19	21	21	21	20	22	22	22	24	23	23	24	23	25	25	26	26	27	30	28	29	30	0	1	1	2	3	2	3	5	6	6	9	10	4	9	6	4	14	21	13	10	16	15	12	25	16	24	19	19	24	24	18	35	28	27	27	28	23	19	36	28	37	22	37	38	41	37	34	35	34	52	52	47	49	52	52	32	55	52	0	53	56	57	57	53	57	61	64	63	63	32	69	68	72	1	1	1	1	1	2	1	2	1	1	1	1	3	2	2	4	1	2	3	2	1	3	4	1	3	1	1	1	2	1	3	2	1	1	1	2	2	2	2	1	2	2	3	1	1	2	4	4	2	1	2	1	2	1	2	5	1	3	1	2	3	1	1	1	3	2	2	1	3	10	1	2	1
13500	-393.031782263495359	-390.930412987575039	-2.101369275920320	0.000117147085027	0.000014580540381	0.124463535540267	0.575304005580043	0	1	2	2	2	4	4	3	4	3	5	7	9	6	5	7	8	9	10	9	8	10	9	12	10	11	11	11	12	12	11	12	12	12	13	14	13	14	16	14	13	14	15	15	15	15	16	14	19	20	21	19	21	19	20	21	22	20	21	24	23	23	24	24	25	25	25	25	26	30	28	30	29	0	1	1	2	2	3	1	3	3	5	9	10	16	9	6	4	16	16	13	21	16	13	12	20	20	20	19	19	25	16	20	27	28	19	32	37	28	19	46	37	12	37	41	19	40	33	37	27	38	47	52	47	54	35	46	58	51	49	0	53	55	57	61	53	63	57	51	57	65	53	65	66	63	1	1	2	1	1	2	3	1	2	1	1	4	2	1	1	4	1	2	1	1	1	1	2	2	1	2	1	1	2	2	2	1	1	1	1	1	1	2	1	1	2	1	1	3	1	3	2	3	3	2	2	3	2	4	4	1	1	1	1	2	2	1	1	2	1	2	2	2	1	5	2	4	2
14000	-387.466200280464307	-385.564177719040913	-1.902022561423411	0.000106937332670	0.000016597859618	0.155211086753639	0.552738891304707	0	1	2	2	3	4	2	4	3	4	5	7	8	6	6	7	8	9	10	9	8	11	9	10	9	10	11	10	11	12	12	14	12	13	13	14	11	12	16	14	13	13	15	15	15	15	17	16	19	19	21	20	21	18	21	21	22	22	21	24	23	23	24	23	25	23	26	26	27	30	28	30	30	0	1	2	2	1	7	2	5	7	4	9	6	10	11	6	7	10	21	23	13	16	19	13	16	16	17	28	23	16	18	26	19	28	33	19	27	28	23	33	28	37	23	36	38	36	37	48	35	38	54	50	50	54	32	40	50	53	56	0	64	57	55	55	51	57	57	60	65	68	67	63	65	69	1	1	1	1	2	1	1	1	1	1	1	3	3	1	2	4	4	1	1	1	1	1	1	2	2	2	1	1	2	2	2	2	2	1	2	1	1	1	3	4	1	1	1	2	1	2	1	2	4	1	2	1	2	3	5	1	1	1	1	1	1	1	3	2	2	1	2	1	1	2	4	4	2
14500	-418.397839364766412	-416.491652496005770	-1.906186868760661	0.000117416328896	0.000018133534590	0.154437928354147	0.517243385776324	0	1	2	2	3	4	4	4	3	4	5	7	9	6	6	6	8	8	10	9	9	11	10	10	10	11	11	11	12	11	12	14	12	13	13	14	13	14	16	12	14	14	15	14	14	15	17	17	19	20	21	17	21	18	21	20	22	22	21	24	23	23	24	23	25	25	25	26	27	30	27	28	29	0	1	2	2	3	1	3	5	2	2	9	3	15	9	10	6	2	16	15	18	16	15	12	21	18	24	19	12	24	6	26	19	27	23	40	37	23	28	34	19	33	37	41	23	40	36	34	34	52	38	48	27	47	32	48	54	34	51	0	47	56	55	56	53	63	63	57	65	61	64	65	61	65	1	1	1	1	1	1	2	1	1	2	2	3	3	2	2	2	4	2	2	1	2	2	2	1	2	1	1	3	2	3	1	2	1	3	1	1	3	3	2	2	2	1	1	2	1	1	3	3	2	5	2	3	1	3	3	2	7	1	1	6	3	2	3	1	1	1	2	1	3	5	1	5	3
15000	-406.884772558194754	-405.211584395927446	-1.673188162267294	0.000126834605770	0.000026907356886	0.212145232151750	0.503796623014698	0	1	1	2	2	4	3	3	4	4	3	7	9	5	6	7	8	8	10	9	9	11	10	12	10	10	11	11	11	12	12	14	12	13	12	14	13	14	16	14	14	13	13	15	15	14	16	17	19	20	20	20	21	21	21	21	22	22	22	22	23	23	24	24	23	25	26	26	27	29	28	30	30	0	1	1	2	1	11	3	2	11	2	2	10	12	11	10	6	16	14	18	18	16	15	13	6	20	16	19	23	20	26	26	35	28	23	27	28	33	24	36	33	34	13	23	34	30	37	19	32	38	48	48	49	48	51	34	48	56	51	0	53	57	55	56	60	57	65	64	57	65	64	69	65	68	1	1	1	1	2	1	2	2	1	2	2	3	2	2	2	2	1	2	1	1	1	3	1	6	1	2	1	1	2	2	1	2	1	3	1	2	1	2	1	1	1	1	2	2	1	1	2	2	4	2	2	1	2	1	5	3	1	2	1	1	1	2	1	2	1	2	2	3	2	3	1	6	2
15500	-387.997460078051745	-386.044251384050995	-1.953208694000757	0.000096017701303	0.000014033578781	0.146156162777077	0.568601326106097	0	1	2	2	3	4	4	4	4	3	3	7	9	6	6	7	8	9	10	8	9	11	9	11	10	10	11	11	12	11	11	13	12	12	12	14	12	14	16	13	14	14	15	13	15	15	17	17	19	20	18	17	18	21	21	21	22	22	22	22	23	23	24	24	23	25	26	26	27	29	27	29	30	0	1	2	2	3	10	3	5	11	2	3	15	17	9	10	7	16	6	23	16	16	16	15	20	16	20	18	19	16	18	26	23	28	27	19	40	27	23	40	33	37	32	37	34	40	38	34	35	47	51	48	38	52	38	52	53	48	56	0	53	55	57	55	60	57	61	64	65	65	67	66	63	71	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	2	1	3	1	1	2	2	2	2	2	1	2	1	2	2	1	3	1	1	2	1	1	4	2	1	2	1	3	1	2	1	2	3	2	2	1	2	1	4	4	3	5	1	1	2	2	1	2	2	1	1	2	3	3	1	1	3	2
16000	-437.171347438455484	-434.802067264427478	-2.369280174028017	0.000161878483286	0.000015628990818	0.096547672679523	0.484686897775212	0	1	2	2	3	3	4	4	4	3	5	7	9	6	6	6	8	8	10	8	9	10	10	11	9	10	9	11	11	10	11	14	12	13	13	14	11	14	15	14	14	13	14	15	15	15	16	17	18	18	21	20	20	21	21	21	22	22	20	24	23	23	22	23	25	25	25	26	27	29	28	30	30	0	1	2	2	1	2	3	5	5	2	9	2	8	11	10	6	12	15	13	16	20	12	13	30	20	18	12	12	20	21	26	33	19	22	28	42	19	15	40	34	12	37	28	23	40	19	46	46	47	35	49	46	32	49	52	35	49	54	0	53	63	44	56	53	63	57	52	57	60	60	62	65	66	1	1	1	1	2	2	2	1	1	1	1	3	3	1	3	2	1	2	1	2	1	3	1	1	1	1	2	3	3	1	1	2	2	2	2	1	1	5	1	1	4	2	3	5	1	4	1	2	2	5	2	3	3	2	1	5	2	1	1	2	1	6	1	2	3	3	2	1	2	3	4	2	3
16500	-425.680977361015209	-423.881172719886536	-1.799804641128668	0.000148015973151	0.000026143121814	0.176623652551333	0.519956676948629	0	1	2	2	3	3	4	4	4	4	5	7	9	6	6	7	7	9	10	9	9	11	10	12	10	11	11	11	12	12	12	14	12	13	11	14	13	14	16	14	14	14	12	15	15	15	18	17	19	20	21	20	19	18	21	21	22	21	22	24	23	23	24	24	25	24	26	26	25	30	28	30	30	0	1	2	2	3	3	6	5	3	6	9	15	17	9	10	15	15	10	15	10	12	18	12	21	18	17	17	18	25	21	26	35	19	33	23	19	22	19	41	37	33	23	27	33	37	19	32	34	44	32	53	54	47	48	32	47	50	47	0	56	50	19	61	55	57	57	48	69	63	50	63	71	68	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	5	1	3	2	2	2	2	1	3	3	2	2	2	1	2	1	1	1	1	1	3	1	1	2	2	1	3	2	5	4	3	4	3	1	1	1	1	3	3	1	1	1	2	2	9	1	2	3	2	6	1	1	4	3	1	3
17000	-428.458169297424377	-426.703471213252953	-1.754698084171406	0.000116082201511	0.000021810035994	0.187884410445487	0.605544059180126	0	1	2	2	3	3	3	4	4	4	5	7	7	6	6	5	6	8	10	9	8	10	10	12	10	11	11	11	12	12	12	13	12	13	13	14	12	14	16	12	11	14	15	15	15	15	18	17	17	19	21	20	21	21	20	21	22	20	22	23	23	20	24	24	24	23	23	26	27	30	28	30	29	0	1	1	2	3	2	3	2	5	6	9	2	10	2	10	5	10	16	17	18	16	15	15	14	18	18	19	19	25	22	16	22	28	37	27	34	17	34	36	27	23	41	37	38	36	42	34	27	27	36	52	50	35	50	48	55	62	49	0	54	57	48	66	48	66	57	53	65	65	73	68	73	65	1	1	1	1	1	2	1	2	1	1	1	3	2	4	2	2	2	2	2	1	2	3	3	3	2	3	1	1	2	1	5	1	1	1	2	1	4	1	1	1	1	2	1	1	1	1	2	4	3	2	1	1	6	2	2	1	2	2	1	2	1	3	1	5	1	1	2	2	2	1	2	1	5
17500	-390.308797568927162	-388.502010390248188	-1.806787178678989	0.000107701030201	0.000018846866924	0.174992447971495	0.642069089623391	-1	0	1	2	3	4	4	4	4	3	5	7	8	6	6	7	8	8	10	9	9	11	7	12	10	11	11	11	12	10	12	13	12	13	13	14	12	13	13	14	14	13	15	15	15	14	18	17	18	18	21	20	19	21	21	20	22	22	22	24	23	23	23	24	24	25	26	26	27	28	28	29	30	0	1	1	2	3	10	5	10	10	2	9	15	9	9	10	7	16	16	23	16	13	23	15	20	20	25	19	23	20	18	20	28	28	28	27	34	22	28	28	34	42	19	42	34	41	37	39	19	23	35	47	32	47	48	56	53	55	56	0	54	57	51	57	48	63	63	64	65	65	67	69	68	68	1	1	2	1	2	1	1	1	1	2	1	1	3	2	1	1	1	1	2	2	1	2	1	1	1	1	1	1	3	2	2	2	1	2	1	1	1	2	2	1	1	3	1	1	1	1	3	4	5	4	2	4	1	2	1	1	1	2	1	3	1	1	1	4	1	2	2	2	2	2	1	3	2
18000	-382.586103731365085	-380.640143327363035	-1.945960404002056	0.000105029046281	0.000015479350869	0.147381618863233	0.571597565902186	0	1	2	2	2	4	3	4	4	4	5	7	6	6	6	7	7	9	10	7	8	11	9	10	9	9	11	11	12	12	12	14	11	13	13	14	12	14	16	13	14	14	15	15	15	15	18	16	17	19	21	20	21	21	21	21	22	22	22	24	23	23	24	24	25	25	26	25	27	30	28	30	29	0	1	1	2	1	7	3	7	2	2	9	13	6	11	10	6	13	21	23	13	16	19	12	13	16	16	23	19	25	20	13	19	23	37	23	37	27	19	36	23	37	37	42	33	40	32	35	28	34	39	50	48	38	50	50	50	51	52	0	58	57	52	62	53	62	63	60	63	68	67	63	68	71	1	1	2	1	1	1	1	1	2	2	1	1	2	1	1	2	1	1	1	1	1	1	2	3	1	1	2	1	3	4	3	3	2	1	2	1	1	3	2	3	2	2	1	4	1	1	4	3	3	2	2	4	3	2	2	2	1	2	1	1	1	3	1	1	1	1	2	1	2	2	1	3	1
18500	-457.002467161600634	-455.047433534474067	-1.955033627126558	0.000108098736162	0.000015766244915	0.145850409307625	0.489669930843963	0	1	2	2	3	4	4	2	4	4	5	7	8	6	6	6	6	9	9	8	7	11	10	12	10	11	11	11	10	12	11	14	12	11	12	14	13	14	16	13	14	14	15	12	15	15	18	17	19	19	21	20	21	21	18	21	21	22	22	22	23	23	24	23	25	25	26	23	26	30	28	29	30	0	1	1	2	3	2	1	1	3	2	9	17	16	6	6	7	7	6	7	7	16	12	12	25	16	20	23	23	18	31	18	35	27	6	23	40	33	18	46	23	37	37	44	18	28	37	48	33	37	32	48	47	52	49	19	50	52	49	0	53	51	57	68	49	57	63	53	48	53	67	68	69	69	1	1	1	1	1	3	4	2	1	2	1	1	1	2	2	2	2	3	3	2	1	2	2	2	2	2	1	1	1	1	2	2	1	4	1	1	1	4	1	1	1	1	2	3	4	1	1	3	3	3	3	2	1	2	5	1	1	2	1	1	1	2	1	3	4	1	3	4	3	3	3	2	3
19000	-436.231097792106937	-433.922705189041721	-2.308392603065236	0.000134236140324	0.000013685105485	0.101947995915388	0.494413194242532	-1	1	1	2	2	3	3	4	4	4	5	5	9	6	6	7	8	8	10	9	9	11	8	10	10	11	11	11	12	9	11	14	12	13	13	14	13	13	16	12	14	14	15	15	15	15	18	17	17	20	21	20	21	21	20	19	22	22	22	24	23	23	23	24	25	25	24	25	24	30	28	30	30	0	1	1	2	3	4	2	5	6	6	9	7	17	9	10	15	16	16	23	16	16	17	12	20	16	7	17	23	25	18	20	28	19	27	23	35	19	19	43	19	19	19	19	23	36	23	46	40	28	56	48	56	44	50	48	48	55	56	0	53	57	57	55	51	61	63	50	51	63	53	69	71	66	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	2	1	1	2	2	1	3	6	2	2	2	1	1	2	2	2	3	1	1	1	1	2	3	3	4	5	1	5	3	3	4	1	4	1	2	1	2	2	2	2	1	3	1	1	2	2	2	2	3	4	1	3	1	2	4
19500	-400.679361931705557	-398.684045599148419	-1.995316332557120	0.000120609100186	0.000016809571669	0.139372332959791	0.594726082049812	0	1	1	2	3	4	1	1	3	4	4	7	7	5	6	7	8	9	9	7	9	11	10	11	10	10	10	10	12	12	12	14	12	13	13	14	12	14	16	13	13	14	15	14	15	13	18	17	19	17	21	20	21	21	20	20	22	19	21	24	23	23	21	24	25	25	26	26	27	30	28	30	30	0	1	1	2	8	2	1	1	2	2	9	6	7	11	6	15	15	16	13	6	20	12	12	26	12	20	19	19	25	24	26	35	28	27	33	28	22	22	34	22	37	37	37	34	34	23	22	32	47	45	56	32	58	48	58	32	63	50	0	58	63	63	48	53	63	61	64	66	68	67	69	71	69	1	1	1	1	2	2	1	1	2	3	1	3	5	1	2	1	1	2	2	3	2	4	2	1	2	3	1	1	2	1	1	1	1	3	1	2	1	2	2	2	1	2	1	1	2	3	2	2	1	1	1	3	1	2	1	2	1	2	1	4	2	1	2	2	3	2	1	1	1	3	1	2	1
20000	-389.728781991066626	-387.623062680358032	-2.105719310708589	0.000138517201192	0.000017163594667	0.123909482136486	0.614275538856638	0	1	2	2	3	3	3	4	4	4	5	7	9	6	6	6	8	9	10	9	9	11	10	10	10	11	11	11	12	12	12	14	12	13	12	14	13	14	13	13	14	14	13	15	15	15	17	17	17	20	20	20	21	21	21	21	22	19	22	24	23	22	23	24	25	25	26	26	27	30	28	30	29	0	1	2	2	3	4	3	5	6	4	9	10	15	11	10	6	10	17	12	17	15	17	17	20	17	24	12	23	21	18	18	34	28	19	23	23	23	33	27	35	34	27	27	23	36	23	44	37	41	58	58	58	32	51	51	49	56	48	0	51	53	56	57	56	60	57	64	53	61	68	69	71	65	1	1	1	1	1	1	1	1	1	2	1	1	3	1	2	3	3	1	3	1	2	1	1	1	2	1	4	1	2	2	3	1	1	2	2	3	3	2	2	1	1	1	1	4	1	4	2	3	2	1	1	1	4	1	1	3	1	1	1	3	2	1	1	3	1	3	1	3	2	2	1	2	3
20500	-381.345260787537256	-378.737930366079468	-2.607330421457814	0.000109374759431	0.000008659239115	0.079170360332615	0.623437999485724	0	1	2	2	3	4	2	1	4	3	5	7	7	6	5	7	8	9	8	9	6	10	10	12	10	11	11	10	11	11	12	14	11	13	11	14	13	13	15	13	13	13	15	15	15	15	17	16	19	20	21	20	20	21	21	21	22	19	22	21	23	23	24	23	25	25	26	24	27	29	28	30	27	0	1	1	2	8	10	1	1	10	2	9	21	10	9	10	21	12	13	12	6	6	19	19	29	20	13	23	13	25	18	26	27	19	33	23	40	27	23	36	19	28	33	41	33	40	42	41	41	48	58	52	58	47	52	53	58	55	48	0	58	57	57	57	53	68	57	64	57	68	53	68	63	65	1	1	1	1	2	1	1	1	1	2	1	1	2	2	1	1	1	2	1	4	2	1	2	1	1	1	1	2	1	2	1	3	3	1	1	1	1	1	1	2	3	2	2	2	2	1	2	3	2	1	1	1	2	1	1	2	1	2	1	2	1	1	2	3	1	3	2	1	2	7	1	3	1
21000	-380.205378705814269	-378.084305912368336	-2.121072793445912	0.000092263815817	0.000011254910298	0.121986178418000	0.582285231206006	-1	1	2	2	3	3	4	4	4	4	2	6	7	6	5	7	8	9	9	9	9	11	10	10	10	10	11	11	12	10	12	14	12	13	13	12	13	12	16	14	11	14	15	15	14	14	17	17	19	19	21	20	19	18	20	21	22	20	22	24	23	23	23	24	25	25	26	24	26	29	28	30	30	0	1	2	2	2	3	3	5	11	2	2	15	10	9	10	12	13	16	12	13	16	12	19	21	20	19	23	18	25	21	26	34	19	23	28	19	41	28	36	34	23	22	37	34	36	37	22	32	48	48	50	53	54	32	48	58	55	50	0	49	57	57	57	51	68	63	51	63	68	67	65	69	69	1	2	1	1	2	1	1	1	2	1	1	1	2	2	1	1	1	2	3	2	2	5	1	1	1	1	1	2	2	1	1	1	2	3	2	2	2	1	3	1	1	2	2	1	1	1	2	2	2	2	2	1	1	2	2	1	1	1	1	2	1	1	1	2	1	2	2	1	2	2	3	3	3
21500	-384.772837505344228	-382.751390206406711	-2.021447298937510	0.000129086370681	0.000017482001579	0.135428717120271	0.583779058275348	0	1	2	2	3	4	3	4	4	4	5	6	7	6	6	7	8	8	10	9	9	11	10	12	10	11	11	11	12	12	12	14	12	13	13	14	13	14	16	14	13	14	15	15	15	14	16	17	16	19	20	19	19	21	21	20	21	22	22	24	22	23	23	24	25	25	26	24	27	30	28	29	30	0	1	2	2	1	2	4	3	3	2	2	6	12	11	6	8	13	16	12	18	18	12	6	13	20	20	23	19	6	18	26	28	28	33	28	35	27	34	36	28	33	35	22	34	40	22	32	49	19	35	53	48	48	53	32	52	52	56	0	58	57	48	57	53	68	63	60	62	65	67	65	69	69	1	1	1	1	2	2	1	1	2	2	2	1	1	1	1	3	1	1	2	1	1	3	3	3	1	1	1	1	6	2	1	2	1	1	2	1	2	1	1	2	1	1	3	1	1	1	1	1	5	5	1	2	2	2	4	1	2	2	1	2	1	3	1	2	1	2	1	1	2	3	2	2	2
22000	-371.449746037121429	-369.495368211322102	-1.954377825799324	0.000105716782893	0.000015430438119	0.145960155962994	0.505805689550681	0	1	2	2	1	3	3	4	4	3	5	5	9	6	6	7	8	9	10	9	9	10	10	12	9	11	11	11	12	12	12	13	12	13	13	13	13	14	14	14	14	13	15	15	14	15	18	17	19	20	21	20	21	21	21	20	22	22	22	23	23	23	23	24	25	25	25	25	27	30	28	29	30	0	1	1	2	1	4	4	6	3	2	9	10	12	9	10	11	10	17	13	17	16	15	17	20	16	17	13	19	25	18	26	19	28	33	27	28	33	27	36	19	37	19	41	38	36	37	38	27	38	47	50	48	56	49	49	48	55	50	0	50	57	52	57	52	57	63	64	62	66	67	65	63	69	1	1	2	1	1	1	1	1	2	2	1	2	4	2	1	2	4	1	1	1	2	2	2	2	1	3	2	1	2	2	1	3	1	1	1	1	1	1	1	2	1	2	1	1	1	1	3	3	4	1	1	3	1	1	2	2	1	1	1	3	1	3	1	2	3	2	1	2	2	5	3	3	3
22500	-390.547383785958630	-388.482984329627527	-2.064399456331101	0.000096699396928	0.000012507435222	0.129343466649087	0.540646887181485	0	1	2	2	3	3	4	4	3	4	5	7	9	6	6	7	8	9	10	7	9	10	9	12	10	11	11	11	11	12	12	14	11	13	12	12	13	14	15	12	12	14	15	15	15	15	18	17	19	20	21	19	20	21	21	21	22	22	22	23	23	23	23	21	25	25	25	26	27	30	27	28	30	0	1	1	2	3	2	3	5	2	6	9	15	20	11	10	6	16	16	23	6	16	23	12	18	18	7	23	23	20	18	26	28	23	19	19	28	41	19	36	28	28	28	37	27	40	38	45	32	28	32	52	48	52	50	49	35	55	49	0	49	57	51	57	52	62	63	60	65	63	60	66	65	65	1	1	1	1	1	2	2	1	2	1	2	1	1	1	2	3	1	2	1	3	2	1	2	2	1	4	1	2	3	2	1	2	2	1	2	1	1	4	2	1	1	3	2	2	3	1	3	3	6	4	2	2	1	1	1	6	1	2	1	3	1	2	1	1	1	2	1	1	3	4	2	2	2
23000	-366.422363358408631	-364.012245039209574	-2.410118319199049	0.000115355060231	0.000010747880202	0.093172160636786	0.608243899151266	0	1	2	2	3	4	4	4	4	3	5	7	9	6	4	7	8	8	9	9	9	10	10	12	10	11	11	11	12	12	11	14	12	13	13	13	12	14	15	14	14	13	15	14	14	15	15	17	19	20	18	20	20	21	21	21	22	21	22	23	23	23	24	24	23	25	26	26	27	27	27	28	30	0	1	1	2	3	10	3	5	3	3	9	3	15	11	10	2	15	10	12	18	16	12	19	20	20	21	12	19	25	18	20	27	23	19	37	28	23	34	36	36	37	33	41	27	28	41	38	35	47	48	48	48	51	51	52	48	55	51	0	58	57	57	65	60	57	65	64	65	66	60	68	69	71	1	1	2	1	1	1	2	1	2	1	1	2	4	1	1	4	2	3	2	1	2	2	1	1	1	2	3	1	2	3	2	2	1	3	1	2	1	1	2	1	2	1	1	2	3	1	1	2	2	2	1	2	2	2	1	3	1	2	1	2	1	1	1	1	1	2	2	2	2	1	1	1	2
