step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84
1	-565.045713444925241	-571.901201395884641	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.450911442139770	0	2	3	4	5	6	5	5	10	7	7	8	8	9	9	8	9	9	9	8	9	9	10	8	10	10	11	11	12	10	12	11	11	11	12	11	15	14	13	13	14	14	14	13	16	15	14	16	14	15	17	17	15	19	16	17	18	19	18	18	18	18	17	18	18	18	18	17	19	19	19	19	20	20	19	20	22	22	21	22	24	24	24	27	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	3	3	5	4	4	4	4	5	5	4	5	5	5	4	5	5	5	4	5	5	6	6	6	5	6	6	6	6	6	6	8	7	7	7	7	7	7	7	8	8	7	8	7	8	9	9	8	10	8	9	9	10	9	9	9	9	9	9	9	9	9	9	10	10	10	10	10	10	10	10	11	11	11	11	12	12	12	14
500	-382.978991591008366	-389.834479541967767	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.407414583908497	0	2	4	5	5	6	6	4	11	6	8	8	9	9	9	7	8	10	8	9	8	8	11	8	10	10	10	12	12	11	11	11	11	11	12	10	16	14	14	12	14	14	14	12	16	14	14	15	14	16	17	15	15	19	15	17	19	20	17	19	19	17	17	18	18	19	19	16	18	19	18	19	21	20	19	20	21	22	22	23	24	23	24	26	0	1	1	8	3	3	1	1	18	8	4	8	2	6	10	4	5	11	3	10	16	7	15	1	21	1	22	31	15	7	3	27	15	26	5	7	49	2	25	5	33	40	33	7	52	31	40	16	36	42	52	22	43	12	44	34	9	5	28	37	55	25	44	50	5	50	8	49	68	52	51	52	47	27	56	47	72	61	31	27	78	76	65	48	1	1	1	1	1	1	4	2	1	1	2	3	3	1	2	1	2	1	2	1	1	1	1	3	1	5	1	1	2	2	2	1	1	1	4	2	1	7	2	4	1	1	2	3	1	2	1	4	2	1	1	3	1	8	1	3	4	9	3	1	1	5	2	1	6	1	8	1	1	2	1	2	3	4	1	2	1	2	4	6	1	2	3	5
1000	-359.950425244969949	-366.805913195929350	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.644579433555281	0	2	3	5	6	5	5	5	11	7	8	8	9	8	9	9	10	9	9	8	8	10	10	8	10	10	11	10	11	10	13	11	12	11	13	11	14	14	13	13	13	14	14	13	17	16	15	15	14	15	17	16	14	19	17	18	18	17	18	16	17	18	16	19	19	19	17	18	20	18	19	19	20	19	20	18	22	20	19	22	24	24	24	27	0	1	1	1	2	3	3	3	18	3	4	5	5	4	21	10	2	5	24	8	5	10	24	8	12	11	7	21	22	8	15	19	3	19	34	15	34	15	12	36	34	23	22	28	43	43	44	43	44	41	47	30	19	3	31	18	15	39	63	34	42	26	43	61	48	68	22	32	43	46	68	56	66	59	38	63	75	38	55	65	56	77	77	64	1	1	1	3	2	1	1	1	1	2	2	1	1	1	1	1	3	2	1	2	1	2	1	2	1	1	3	1	1	2	2	1	5	1	1	1	1	3	3	1	1	1	2	2	3	1	1	1	1	1	1	2	2	6	2	5	4	1	1	2	2	5	1	1	2	1	3	4	2	1	1	1	1	1	5	1	1	3	1	1	4	1	1	4
1500	-340.623511381925880	-347.478999332885280	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.623616584073833	0	3	4	5	5	7	5	5	10	7	7	7	9	10	9	9	9	9	9	6	10	10	10	8	10	9	10	11	12	11	12	8	9	8	11	12	16	15	13	12	12	14	15	13	16	16	14	17	15	16	18	17	15	19	16	17	18	19	18	18	17	19	16	18	18	17	16	18	19	20	18	19	19	19	20	19	22	21	22	22	24	24	24	26	0	1	2	2	2	8	3	2	24	7	4	4	20	24	20	3	6	6	24	3	24	24	12	12	34	32	10	23	25	16	3	3	3	2	14	22	36	47	8	27	9	39	24	29	11	26	9	47	17	22	45	55	41	27	42	8	63	65	66	55	46	56	16	44	63	53	41	50	51	59	67	63	66	38	34	67	73	56	61	72	77	73	80	48	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	3	2	1	1	2	1	3	1	1	1	3	1	4	3	2	2	2	3	1	1	1	4	1	5	2	1	1	1	1	1	3	2	2	1	2	1	1	1	1	2	1	2	6	1	2	1	2	1	1	2	1	4
2000	-346.297624490807550	-353.153112441766950	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.702007431724963	0	2	3	4	5	6	6	5	10	7	7	9	8	9	9	5	9	10	8	8	10	10	11	7	11	10	11	12	12	10	12	11	12	12	12	12	15	14	14	14	14	14	13	13	16	13	15	17	14	15	16	17	15	16	16	17	17	20	17	18	19	19	18	18	17	19	18	18	19	20	20	16	20	21	20	20	21	22	22	22	24	25	24	26	0	1	2	1	1	3	3	3	11	16	4	10	5	11	10	3	24	19	4	8	19	6	17	8	24	11	18	17	1	11	8	14	14	9	9	30	44	12	8	18	35	21	15	33	49	25	34	34	31	28	30	39	35	8	39	44	35	51	51	50	72	45	72	72	28	55	12	47	57	64	57	49	62	62	64	55	67	66	56	66	69	37	74	69	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	1	2	1	1	2	1	1	2	4	2	2	1	1	1	1	1	1	2	6	2	1	2	2	1	1	1	1	2	1	1	2	1	1	6	1	2	2	1	1	1	1	2	1	1	2	2	3	1	1	1	2	1	1	1	1	2	2	1	2	1	2	4	1	3
2500	-393.156712941927708	-400.012200892887108	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.536509198888859	1	2	4	5	4	6	3	5	10	7	6	7	8	9	9	7	8	10	8	8	10	8	11	9	7	10	12	10	12	10	13	10	10	12	11	11	15	14	14	12	15	12	15	13	16	14	14	16	15	15	17	18	16	16	16	17	18	18	18	19	18	19	17	19	18	18	19	17	20	19	19	20	19	20	17	19	22	22	21	22	25	23	23	27	0	1	2	5	1	3	2	5	13	6	3	1	25	8	16	8	5	17	1	3	16	8	12	2	3	22	12	14	30	12	14	4	2	13	24	26	39	42	25	26	29	8	25	10	47	44	42	36	27	29	53	34	37	47	31	13	51	31	56	49	42	28	49	56	14	68	10	50	60	38	36	60	52	59	31	59	74	59	76	69	80	78	73	71	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	3	2	1	2	3	3	2	1	2	1	1	2	2	1	2	2	1	1	1	2	2	1	2	3	4	4	1	1	1	2	2	1	1	2	1	1	1	2	1	3	1	2	4	6	1	1	4	1	6	1	1	2	5	1	1	1	2	1	1	1	2	2	1	1	2	6
3000	-331.916586604296185	-338.772074555255585	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.538972392250313	1	2	3	4	5	7	6	6	11	7	7	9	8	10	9	9	9	8	10	8	9	10	9	9	11	10	11	12	12	10	12	11	11	10	12	11	14	14	14	13	15	14	14	13	15	14	14	16	15	16	17	17	14	20	17	17	16	18	18	18	18	18	17	17	19	18	18	17	18	20	19	19	21	20	19	19	23	22	20	22	24	24	24	28	0	1	2	2	3	4	3	3	21	4	2	11	7	18	5	7	5	4	21	10	4	20	6	10	24	18	12	11	2	18	30	1	14	15	20	17	9	4	3	4	39	29	18	25	44	33	33	42	40	20	41	18	15	66	49	21	11	63	45	45	50	68	40	35	60	57	4	48	48	61	47	63	62	32	8	43	79	75	61	4	69	75	79	52	1	1	1	1	1	2	2	1	1	2	2	1	1	1	2	2	2	2	1	1	2	1	2	2	1	2	1	3	4	1	1	4	1	1	2	1	2	4	5	3	1	1	3	1	1	1	1	2	1	3	1	4	2	1	1	4	4	1	1	1	1	1	2	4	1	1	5	1	1	1	1	1	2	5	5	2	1	1	1	9	3	3	2	5
3500	-342.055960929572450	-348.911448880531850	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.607670327579137	0	2	4	5	6	5	4	5	10	8	7	9	7	9	10	9	9	9	9	7	9	8	10	8	10	11	10	12	13	11	11	11	9	11	13	12	15	14	13	13	15	15	13	13	15	14	15	15	13	15	18	17	15	18	16	17	17	20	18	19	19	18	18	18	17	19	17	18	19	20	20	19	20	20	19	19	21	22	21	21	25	25	24	25	0	1	1	3	4	2	2	1	19	3	3	11	6	10	14	24	6	13	4	8	10	13	4	3	6	12	16	33	2	16	21	21	8	6	31	17	29	22	3	3	46	9	33	15	43	36	28	32	34	26	55	47	39	2	48	34	37	40	45	67	56	35	36	48	42	38	49	28	51	75	59	44	62	51	46	52	58	25	60	8	74	64	61	70	1	1	2	1	1	2	1	3	1	2	1	1	1	1	1	1	2	1	2	2	1	1	1	2	2	1	1	2	5	1	2	1	2	3	2	1	1	4	4	4	1	3	2	2	1	1	2	2	1	3	1	1	1	6	1	2	1	3	1	1	1	3	3	1	1	2	2	2	1	1	1	3	1	1	3	1	1	5	1	7	3	3	2	3
4000	-349.807453544585258	-356.662941495544658	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.491550324169747	0	2	4	4	5	6	3	5	11	6	7	9	7	8	8	8	9	8	10	8	9	10	9	9	9	10	11	11	13	10	12	12	11	11	11	11	14	13	13	14	13	14	15	13	16	15	14	16	15	16	17	16	15	20	16	17	18	20	19	18	19	18	18	18	17	18	18	18	20	19	19	19	20	20	19	19	22	21	19	22	24	25	24	25	0	1	2	2	4	4	1	2	6	3	4	13	5	6	3	2	11	8	4	3	4	24	11	3	13	10	6	12	27	7	30	18	15	18	20	24	12	21	21	26	27	16	8	33	27	29	21	30	38	35	52	47	34	52	40	21	50	42	56	43	40	30	52	38	30	48	9	55	50	47	63	48	50	60	51	26	73	72	49	41	71	63	54	64	1	1	2	1	1	1	2	1	3	1	1	2	1	1	2	2	1	1	3	2	2	1	2	4	1	1	4	1	2	3	2	2	1	1	1	1	2	2	2	3	1	3	3	1	1	1	3	3	1	2	1	1	2	1	1	5	1	3	1	2	3	3	1	2	3	1	6	1	2	2	1	2	1	1	1	4	1	1	2	6	2	3	2	3
4500	-378.728965837820681	-385.584453788780081	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.538025554212667	0	2	3	5	5	6	6	5	10	7	6	7	8	9	9	7	10	9	9	8	9	10	11	7	11	9	11	10	12	10	13	11	11	11	12	11	16	14	14	14	14	14	14	14	16	16	14	17	14	16	18	16	14	17	16	18	19	19	18	18	18	19	16	17	18	18	18	18	18	20	20	18	18	20	19	21	22	21	20	23	24	23	23	27	0	1	2	3	2	3	4	3	11	11	4	3	6	16	10	3	18	24	8	4	12	26	11	4	15	16	22	15	6	20	12	21	11	5	20	10	40	28	35	9	17	29	16	35	38	47	5	40	17	44	34	44	17	9	29	2	52	45	55	46	55	36	41	63	26	38	41	38	32	58	64	37	40	66	12	53	75	73	54	53	68	70	60	21	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	2	1	1	2	3	1	1	1	1	1	1	1	1	3	1	3	1	3	3	2	1	1	2	1	1	1	1	4	1	1	1	4	1	2	1	4	1	1	4	2	8	2	1	1	1	1	3	1	1	5	2	1	2	5	1	1	1	2	1	6	3	1	1	1	3	3	2	2	5
