step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55
15000	-323.242829117627991	-330.098317068587392	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.700819494324695	-2	1	3	5	5	5	5	7	7	8	9	8	10	10	14	13	11	15	18	17	17	16	17	18	16	19	19	18	19	19	19	20	21	22	22	23	20	21	25	23	23	23	24	24	27	26	28	29	30	32	31	32	34	34	34	0	0	0	2	3	3	3	5	6	8	9	6	10	12	17	17	12	17	18	18	25	0	18	25	18	21	19	21	24	21	25	26	37	38	19	31	22	30	42	31	34	23	42	0	36	43	46	0	47	49	0	0	49	50	52	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	2	2	2	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	2	3	1	1	2	1	4	1	1	3	1	1	1	1	2	1	1	2	1	1
15500	-352.817787828990049	-359.673275779949449	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.742951542974816	1	0	2	4	4	4	5	7	7	8	9	9	9	10	14	12	15	15	17	15	17	16	17	17	16	18	18	20	19	18	20	20	21	22	20	22	20	19	24	23	22	22	26	25	27	25	28	31	29	30	32	32	33	34	36	0	0	0	2	3	3	3	5	7	8	9	9	8	9	16	9	15	15	15	15	25	0	15	25	18	21	19	30	24	21	25	26	37	31	27	25	15	23	34	36	38	38	46	0	36	41	46	0	47	49	0	0	50	53	52	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	3	3	1	2	1	2	2	1	1	2	2	2	1	1	1	1	1	2	1	2
16000	-315.999229038642625	-322.854716989602025	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.825131129338521	0	1	2	4	4	5	4	5	7	7	10	9	10	11	13	14	14	15	17	17	18	15	18	17	16	19	19	20	19	20	17	21	21	21	21	21	19	22	23	23	23	24	24	25	26	26	27	30	30	31	31	33	33	35	35	0	0	0	2	3	3	3	5	6	8	9	9	8	12	11	15	15	16	18	18	25	0	25	25	18	31	19	31	24	21	25	26	37	21	27	23	13	23	38	36	38	34	41	0	40	43	43	0	47	47	0	0	49	53	52	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	1	1
16500	-349.352818294275721	-356.208306245235121	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.662475188599334	1	0	2	4	4	3	6	8	5	8	9	9	10	11	13	15	13	16	16	16	18	17	18	18	16	18	17	19	20	20	19	20	21	22	21	22	20	23	25	22	24	24	26	24	26	25	27	30	30	31	31	32	34	35	35	0	0	0	2	3	3	6	5	6	5	6	9	10	12	12	12	12	12	16	16	25	0	25	25	16	25	19	25	24	28	25	26	37	31	19	21	1	34	38	31	34	36	34	0	36	34	46	0	46	47	0	0	50	49	52	1	1	1	2	1	1	1	2	1	2	3	2	2	1	2	2	2	3	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	8	1	2	1	1	1	2	1	2	1	1	1	2	1	1	1	1	3	3
17000	-339.323162766004543	-346.178650716963944	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.654101307913960	1	1	1	4	4	4	5	6	7	9	9	9	9	11	13	15	14	16	17	17	17	17	17	17	16	17	18	19	19	20	20	20	20	21	21	23	19	23	24	21	23	24	25	25	26	25	27	30	29	32	31	32	35	34	35	0	0	0	2	3	3	3	5	6	5	7	9	8	11	11	17	15	17	18	16	25	0	17	25	17	25	19	21	24	25	21	26	37	23	27	40	1	34	34	31	34	41	41	0	30	41	46	0	46	46	0	0	50	49	52	1	1	1	2	1	2	2	1	2	2	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	10	2	2	1	2	1	1	1	3	1	2	1	2	2	1	1	2	2	2
17500	-332.827470162936891	-339.682958113896291	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.639178363544902	1	1	2	3	4	5	6	7	8	8	10	9	8	10	12	15	15	16	17	17	17	17	17	17	15	19	19	20	20	19	19	20	21	23	21	22	19	20	24	24	23	22	23	24	27	25	28	30	30	32	30	32	33	35	35	0	0	0	2	3	3	3	5	6	8	9	6	5	12	12	15	12	15	18	25	18	0	25	25	15	21	19	31	30	18	21	26	37	38	27	28	1	23	42	36	38	30	38	0	36	43	46	0	46	49	0	0	47	53	52	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	2	4	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	5	1	1	2	2	2	1	1	2	1	2	1	2	1	1	1	2	1	2
18000	-335.332750474205113	-342.188238425164514	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.618962904746880	0	2	2	4	4	5	5	8	7	8	9	10	10	9	12	13	14	15	17	17	17	16	17	17	16	18	18	20	20	20	20	20	21	22	20	21	19	23	24	24	23	23	25	25	25	24	27	29	30	32	30	32	34	33	35	0	0	0	2	3	3	3	5	6	5	10	6	8	9	11	15	15	17	18	18	25	0	25	25	18	25	19	21	24	25	21	26	37	31	27	30	1	28	34	36	34	28	38	0	36	38	46	0	47	49	0	0	50	49	52	1	1	1	2	1	2	1	2	2	2	1	4	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	1	1	7	2	1	2	1	1	1	1	2	1	2	1	2	1	1	1	2	1	1
18500	-328.586555503099873	-335.442043454059274	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.678831654364907	0	2	3	4	4	5	5	8	7	8	9	9	9	10	12	14	13	16	18	16	18	17	17	17	16	19	18	18	19	20	19	21	21	22	21	22	20	23	25	21	22	24	26	24	24	25	28	30	30	31	31	31	35	35	35	0	0	0	2	3	3	3	5	6	5	9	6	5	12	12	12	9	17	18	16	25	0	16	18	16	21	23	18	24	21	21	26	37	30	19	28	17	34	38	21	30	30	41	0	36	41	43	0	47	49	0	0	49	50	52	1	1	1	1	1	1	1	2	1	2	1	1	3	1	1	3	3	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	5	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	3	2	2
19000	-345.100469118873264	-351.955957069832664	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.686604506212585	1	2	2	4	4	4	6	6	8	8	9	9	10	11	13	14	15	16	17	17	18	17	17	18	16	18	19	18	20	19	19	21	21	22	21	22	20	20	22	23	24	22	24	24	27	26	28	31	29	30	31	31	34	33	35	0	0	0	2	3	3	5	5	6	8	9	6	8	9	12	15	9	16	17	18	25	0	17	17	15	25	19	18	24	25	25	26	37	25	27	31	1	23	38	31	34	26	34	0	25	43	43	0	46	49	0	0	49	49	52	1	1	1	1	1	1	1	1	2	1	1	3	2	2	2	1	3	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	4	1	2	7	1	1	2	1	2	2	1	4	2	2	1	1	1	1	1	3	2	2
19500	-343.529230014163147	-350.384717965122547	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.601646224549296	0	1	2	4	5	4	5	7	7	8	10	10	10	11	13	12	14	14	18	17	17	16	18	18	16	18	19	18	19	20	19	20	20	21	21	22	19	21	25	23	23	23	26	24	26	24	27	29	29	31	31	32	34	35	36	0	0	0	2	3	3	3	5	6	8	9	6	5	9	16	14	11	16	21	18	18	0	25	21	18	17	21	25	25	20	25	26	37	31	27	26	1	30	42	26	38	23	41	0	36	34	46	0	47	49	0	0	49	53	52	1	1	1	2	2	1	2	1	2	1	2	3	2	2	1	1	3	1	1	1	3	1	1	1	1	2	1	1	1	2	2	1	1	1	1	3	7	1	1	2	1	3	2	1	2	1	2	1	1	2	1	1	3	1	2
20000	-334.039852735302134	-340.895340686261534	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.680084513994997	1	-1	3	3	4	5	5	6	7	9	9	9	10	10	12	14	14	15	18	17	17	17	17	17	17	19	18	19	19	19	20	20	21	21	20	22	19	22	24	24	23	24	26	25	26	25	27	30	28	31	32	31	34	33	36	0	0	0	2	3	3	3	5	6	8	9	9	8	9	12	15	12	15	17	15	18	0	17	18	18	18	18	25	24	21	21	28	37	23	27	25	1	25	34	36	23	38	41	0	36	41	46	0	43	49	0	0	50	50	52	1	1	1	3	1	1	1	1	1	2	1	1	3	1	2	1	3	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	8	2	2	1	2	1	2	1	2	1	2	1	1	2	1	1	2	1	3
20500	-342.448475128709674	-349.303963079669074	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.669283707645393	-1	2	0	4	2	3	4	6	7	7	9	9	8	11	14	13	13	16	18	18	17	17	18	18	18	19	19	19	19	19	20	19	21	20	21	22	20	22	24	23	24	22	25	23	25	26	27	29	29	32	32	32	33	35	35	0	0	0	2	3	3	3	5	7	5	9	9	7	12	12	12	12	16	18	16	18	0	18	21	21	21	19	21	24	25	30	23	37	23	19	34	1	34	34	23	34	34	41	0	40	43	46	0	46	49	0	0	49	50	52	1	1	1	1	2	1	3	2	1	2	1	2	1	1	2	2	2	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	8	1	2	2	2	1	1	1	2	1	1	1	1	2	1	1	2	1	2
21000	-334.311902062894944	-341.167390013854344	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.608642801332413	0	1	2	4	5	4	5	6	6	8	9	8	9	10	13	15	12	16	17	17	17	16	17	18	17	18	18	19	19	21	19	21	20	22	21	22	19	22	24	24	23	22	24	24	25	26	27	31	30	32	30	32	33	35	36	0	0	0	2	3	3	3	5	6	8	9	9	10	12	12	17	12	17	16	15	11	0	15	23	18	25	19	16	21	31	25	26	37	31	19	21	1	15	34	36	38	21	41	0	30	43	46	0	47	49	0	0	49	53	52	1	1	1	2	2	1	1	1	1	1	2	1	1	1	3	2	2	2	1	2	3	1	2	1	1	1	1	2	1	2	1	2	1	2	2	2	6	4	1	1	1	2	1	1	2	1	1	1	1	2	1	1	2	1	2
21500	-337.745885955887161	-344.601373906846561	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.658565828777976	1	2	1	5	4	5	5	7	7	9	9	10	9	11	14	14	13	15	18	17	17	16	17	17	16	17	19	20	19	19	19	21	21	22	20	22	19	22	24	24	23	23	24	24	27	25	27	29	31	30	31	31	34	34	35	0	0	0	2	3	3	3	5	6	8	9	6	8	12	12	17	12	17	21	18	18	0	18	25	15	25	18	21	21	25	25	19	37	23	27	28	1	23	38	30	34	31	41	0	40	43	46	0	50	47	0	0	50	50	52	1	1	1	2	1	2	2	2	1	1	1	2	2	1	2	1	2	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	1	2	1	1	6	2	1	3	1	2	1	1	2	1	2	1	1	2	1	1	2	2	3
22000	-303.069761868571788	-309.925249819531189	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.704106058223227	-1	2	2	4	3	5	6	7	7	7	9	8	9	10	12	14	14	15	17	17	17	17	18	18	16	18	19	20	19	19	19	20	21	20	22	21	20	21	24	24	23	23	25	24	26	26	27	30	30	29	31	33	33	35	36	0	0	0	2	3	3	6	5	6	5	9	9	10	9	12	12	15	16	25	25	18	0	25	25	15	21	19	25	24	21	21	26	37	23	27	31	16	34	34	21	38	34	41	0	31	43	46	0	50	47	0	0	50	53	52	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	3	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	3	1	2	3	1	2	1	1	2	1	1	1	1	1	1	1	2	1	2
22500	-335.343288738284514	-342.198776689243914	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.709107971442405	1	1	3	5	5	4	6	7	7	8	9	10	10	9	13	14	15	16	16	17	18	16	18	17	16	18	18	19	20	21	19	20	21	22	21	21	20	21	25	24	23	22	25	25	26	25	27	30	31	32	32	32	32	35	36	0	0	0	2	3	3	3	5	6	5	9	6	8	6	14	12	16	16	16	15	25	0	25	25	16	25	19	21	24	28	25	26	37	38	27	21	1	23	38	36	34	38	41	0	40	38	46	0	47	46	0	0	47	49	52	1	1	1	2	1	1	1	2	2	2	1	3	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	7	1	2	2	1	1	2	1	1	2	1	1	2	3	1	1	2	2	2
23000	-332.876641542746256	-339.732129493705656	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.679352723291760	0	2	1	4	5	4	6	7	6	9	9	9	6	11	13	12	15	17	16	17	16	15	18	18	17	18	18	20	20	20	18	20	20	21	22	22	19	22	25	24	24	22	25	24	27	26	28	31	30	30	31	33	34	33	34	0	0	0	2	3	3	6	5	6	8	9	6	5	12	16	12	16	21	16	17	16	0	25	21	21	19	19	31	24	23	25	26	37	25	27	34	1	26	34	36	34	23	41	0	36	43	46	0	46	47	0	0	50	50	52	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	7	2	2	1	2	2	1	1	3	1	2	1	2	1	1	1	2	1	1
23500	-315.449630207744917	-322.305118158704317	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.809671625416822	0	0	3	3	5	5	5	7	7	8	7	9	8	11	13	14	15	15	17	17	16	15	18	18	17	18	18	18	19	21	18	20	21	21	20	22	20	22	25	24	23	23	25	23	24	26	28	31	30	31	31	33	33	34	35	0	0	0	2	3	3	3	3	6	5	6	11	5	12	14	15	16	15	18	18	18	0	21	21	21	25	19	25	24	25	21	31	37	23	27	30	22	30	38	36	38	34	41	0	36	43	46	0	46	46	0	0	49	50	52	1	1	1	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	2	1
24000	-333.237594388844855	-340.093082339804255	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.657881931081364	0	2	2	5	4	4	6	6	7	8	9	9	10	10	11	12	15	15	17	18	17	18	18	17	18	19	19	20	20	21	19	20	21	22	20	22	20	20	25	21	23	23	24	24	26	26	26	30	30	31	29	32	35	34	36	0	0	0	2	3	3	3	5	6	8	9	9	8	12	12	12	16	15	18	15	17	0	21	18	21	25	19	17	24	31	21	26	37	38	27	40	1	23	42	29	38	38	42	0	36	43	42	0	46	49	0	0	50	49	52	1	1	1	1	1	1	2	1	2	2	1	1	2	1	2	2	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	6	1	1	1	1	2	1	1	2	2	2	1	2	1	1	1	2	2	2
24500	-345.374036477110621	-352.229524428070022	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.612733389688692	1	0	1	5	3	4	5	7	8	9	10	8	9	9	14	14	14	16	18	17	16	14	17	17	16	18	19	20	20	20	19	20	21	21	21	22	19	23	22	23	22	24	24	24	25	26	28	29	30	32	32	32	32	34	35	0	0	0	2	3	3	3	5	6	8	9	6	8	12	9	9	12	15	18	17	15	0	21	25	17	25	18	26	24	21	25	26	37	23	27	31	1	41	34	31	23	41	34	0	20	43	46	0	47	49	0	0	49	53	52	1	1	1	2	1	2	2	1	2	2	1	1	1	1	2	2	3	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	7	1	1	3	2	1	1	1	4	2	1	1	1	1	1	1	2	1	2
25000	-313.827388653894729	-320.682876604854130	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.680351170662751	1	0	2	4	4	4	4	7	7	9	8	10	10	10	13	14	15	16	17	16	17	17	18	18	17	19	18	20	20	21	19	21	20	21	22	22	19	22	24	24	23	23	25	25	26	26	28	30	30	31	31	31	32	35	36	0	0	0	2	3	3	3	5	6	8	6	11	10	9	12	15	16	16	18	16	18	0	25	21	20	18	20	25	24	21	25	31	37	23	27	31	1	23	34	36	34	38	41	0	40	43	46	0	46	49	0	0	47	53	52	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	6	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	2
25500	-318.238805836800907	-325.094293787760307	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.727915569398852	0	2	2	5	4	3	5	7	7	9	9	10	9	11	12	15	14	15	17	17	18	17	17	18	16	18	19	19	18	20	18	19	21	22	21	23	19	20	24	24	22	24	24	23	25	25	27	30	30	31	31	33	34	33	35	0	0	0	2	3	3	6	5	6	8	9	6	5	12	12	15	15	17	16	16	25	0	18	18	16	25	19	21	18	25	23	26	37	38	27	30	1	23	34	36	38	34	41	0	36	43	46	0	47	47	0	0	49	49	52	1	1	1	1	1	1	1	1	2	1	1	3	3	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	5	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1
26000	-327.684595462701964	-334.540083413661364	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.610837514817742	1	1	2	4	4	4	5	7	7	8	9	9	9	8	13	13	13	16	17	17	17	17	18	18	15	18	18	20	19	20	19	20	21	22	21	23	19	21	25	23	23	23	25	24	27	24	27	30	31	31	31	32	33	34	35	0	0	0	2	3	3	3	5	6	8	9	14	8	9	12	12	12	16	18	16	25	0	15	21	15	25	19	21	18	25	25	26	37	38	27	21	1	30	42	26	38	34	46	0	32	41	46	0	47	47	0	0	50	49	52	1	1	1	2	1	1	2	2	1	1	1	1	1	1	2	2	2	1	1	2	1	1	3	1	1	1	1	1	1	2	2	2	1	1	2	3	7	1	1	2	1	1	1	1	4	1	2	1	2	2	1	1	1	2	2
26500	-350.020425235318044	-356.875913186277444	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.630708764943508	1	1	2	5	3	4	4	8	7	9	9	8	10	10	13	12	15	16	17	18	17	16	18	18	15	19	19	17	19	19	19	20	21	22	21	21	19	21	24	24	23	23	25	24	26	25	27	30	28	32	31	33	33	34	36	0	0	0	2	3	3	3	5	6	8	9	9	8	12	11	12	15	25	17	18	18	0	21	21	16	16	19	25	21	25	25	30	37	23	27	18	22	23	38	21	38	26	41	0	40	41	46	0	46	47	0	0	49	50	52	1	1	1	2	1	1	1	2	2	1	1	1	2	2	2	3	1	1	1	1	1	1	1	1	2	3	1	1	1	2	2	1	1	2	1	2	2	3	1	2	1	1	1	1	1	1	2	1	2	3	1	1	3	2	1
27000	-302.401103017200739	-309.256590968160140	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.799450352478813	1	2	2	3	4	4	5	6	7	8	9	9	9	11	13	13	15	15	16	18	17	18	17	17	15	18	18	20	19	17	20	19	21	22	20	22	20	21	24	24	22	23	25	25	26	26	28	31	30	31	31	31	33	35	34	0	0	0	2	3	3	3	5	6	8	9	9	8	12	12	12	16	15	18	18	25	0	25	25	15	25	19	26	24	25	21	26	37	38	19	31	1	31	34	36	31	34	34	0	36	43	46	0	47	49	0	0	49	53	52	1	1	1	1	1	1	2	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	6	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1
27500	-309.705459842879748	-316.560947793839148	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.735912284696941	1	0	2	4	4	4	4	6	7	9	9	9	10	11	13	14	15	14	17	18	17	16	17	18	16	18	19	20	20	20	18	21	21	21	21	22	20	23	24	23	23	23	24	23	24	25	28	30	30	31	31	32	35	33	35	0	0	0	2	3	3	3	5	6	8	9	9	10	12	12	15	16	15	15	18	25	0	25	25	18	25	19	31	24	25	25	28	37	23	27	30	1	23	34	36	34	34	41	0	31	43	46	0	47	49	0	0	49	49	52	1	1	1	3	1	1	1	1	2	2	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	8	2	2	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2
28000	-317.538324393917605	-324.393812344877006	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.669698713469552	0	1	2	2	5	4	4	6	6	8	9	9	10	11	11	14	13	15	16	17	16	18	18	17	18	18	18	20	19	21	19	20	20	21	21	22	19	22	23	23	23	24	25	22	27	26	28	30	30	31	31	33	34	32	36	0	0	0	2	3	3	3	5	6	8	9	9	8	12	12	14	15	17	18	18	18	0	21	21	21	21	19	21	24	25	21	26	37	31	27	31	1	34	38	38	34	38	41	0	40	43	46	0	46	49	0	0	50	49	52	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	2	8	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	2	2	2
28500	-349.511000918513901	-356.366488869473301	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.723673722220417	1	2	1	4	5	4	5	8	6	6	7	9	9	10	13	13	13	16	17	17	17	17	17	18	15	17	19	18	17	21	18	20	21	21	22	22	19	22	24	21	24	23	24	24	25	26	27	31	29	31	32	31	34	32	35	0	0	0	2	3	3	3	7	6	5	9	6	8	12	12	12	12	15	25	17	25	0	25	29	15	25	19	25	25	26	25	31	37	18	27	40	1	34	38	25	38	38	38	0	36	43	46	0	47	49	0	0	47	50	52	1	1	1	1	1	1	3	1	1	1	1	2	1	1	2	2	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	8	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	4	1	2
29000	-335.678033961832909	-342.533521912792310	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.607394438677752	1	2	3	4	4	5	6	7	7	9	9	10	8	10	14	14	14	16	16	17	16	16	18	18	18	18	19	19	19	20	18	21	21	22	21	22	20	23	25	24	24	24	24	23	25	26	28	30	30	31	31	33	35	35	35	0	0	0	2	3	3	3	5	6	8	6	6	8	6	12	12	12	17	16	18	16	0	21	21	21	19	15	31	31	25	21	26	37	23	27	26	1	23	34	36	34	34	34	0	40	43	46	0	47	49	0	0	50	49	52	1	1	1	2	1	1	2	2	1	1	2	3	1	3	3	2	2	1	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	3	10	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1
29500	-321.454684824986998	-328.310172775946398	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.664561216352324	1	0	2	3	4	4	5	8	7	7	10	9	9	10	12	14	15	15	16	17	17	16	17	17	16	18	18	19	18	19	20	20	21	23	21	21	19	21	24	24	24	23	25	25	26	26	28	30	30	31	31	32	33	34	34	0	0	0	2	3	3	3	5	6	5	9	6	8	9	11	15	15	16	18	12	25	0	25	25	18	21	19	21	24	21	21	26	37	38	27	30	12	23	38	36	38	38	41	0	40	39	46	0	47	46	0	0	49	50	52	1	1	1	1	1	1	2	2	2	2	1	3	1	2	1	2	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	2	1	2	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1
30000	-330.159250584993856	-337.014738535953256	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.680131517584169	1	1	2	5	4	4	5	6	8	8	10	9	9	11	13	14	14	15	17	17	16	17	18	18	17	18	18	18	19	20	18	21	21	21	21	21	19	22	24	23	23	23	25	22	25	26	28	30	29	32	29	32	34	35	36	0	0	0	2	3	3	3	5	3	8	3	9	10	12	14	15	15	15	18	18	18	0	25	21	21	21	19	25	24	21	21	18	37	23	27	31	1	34	34	38	34	34	34	0	36	43	46	0	46	49	0	0	50	50	52	1	1	1	2	1	1	2	1	4	1	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	4	1	1	2	2	7	1	2	1	1	1	2	1	2	1	2	1	2	2	1	1	1	2	2
30500	-314.500757351417633	-321.356245302377033	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.768372861895758	1	2	2	4	4	4	5	6	6	8	8	9	8	11	11	13	13	15	17	17	18	17	17	17	16	18	19	20	19	21	18	20	20	20	21	22	19	22	24	24	24	23	25	24	27	26	28	29	30	32	31	32	34	32	35	0	0	0	2	3	3	3	5	6	8	9	9	5	12	12	15	15	16	18	18	25	0	25	25	18	25	19	25	24	31	25	26	37	23	27	21	1	28	42	36	34	34	41	0	40	43	46	0	47	49	0	0	49	49	52	1	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	5	1	1	2	2	2	1	1	1	1	2	1	1	1	1	1	2	1	1
31000	-329.473147838835075	-336.328635789794475	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.626696563304675	0	1	1	4	4	4	6	7	8	8	9	9	9	10	13	15	14	14	17	16	17	18	16	18	18	17	19	20	20	20	19	20	21	21	21	23	20	23	24	22	23	22	25	24	26	25	27	30	29	31	32	32	35	34	35	0	0	0	2	3	3	3	5	6	5	6	9	10	9	12	18	15	9	18	18	23	0	18	18	21	18	19	21	26	25	21	25	37	23	27	40	1	30	34	30	34	31	38	0	36	41	46	0	47	49	0	0	50	50	52	1	1	1	2	2	1	2	2	2	2	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	8	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	3	2	2
