step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66
1	-100000000000000000000.000000000000000	-100000000000000000000.000000000000000	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.205401136413067	-2	7	7	14	12	15	18	31	28	38	38	47	41	56	58	60	65	74	76	68	69	68	68	72	85	70	83	79	79	84	87	83	81	81	79	87	84	84	92	84	83	88	91	90	91	86	90	98	89	90	87	89	97	88	94	94	91	96	98	101	100	97	100	96	100	96	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-381.490828682828067	-390.541672063279407	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.638468371117970	0	3	8	11	12	11	14	19	21	38	37	48	31	56	59	62	65	67	76	70	66	70	71	67	80	69	83	77	73	73	79	79	82	84	77	87	84	85	91	83	79	86	87	93	95	81	91	101	91	76	68	92	101	87	93	95	89	95	98	103	99	95	89	94	94	98	0	1	1	2	3	2	4	4	6	13	13	10	9	12	14	12	15	15	26	17	16	24	16	16	22	16	26	51	23	18	22	24	21	32	18	24	26	51	25	41	50	28	31	33	42	29	46	56	36	20	16	40	58	31	47	54	27	43	47	58	58	40	24	43	36	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-355.038634785508918	-364.089478165960259	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987291185790076	-3	3	10	8	15	19	20	31	29	35	39	51	40	60	61	56	66	76	70	60	67	70	69	66	89	71	84	79	75	86	88	84	79	81	76	85	83	77	93	80	83	93	93	94	79	86	91	93	89	90	76	88	93	84	95	98	91	96	100	104	98	97	101	99	95	96	0	1	2	2	4	5	2	9	7	8	8	13	8	16	16	11	14	24	24	16	14	14	14	14	38	20	45	35	23	37	33	18	23	38	22	24	33	23	54	22	40	50	52	52	18	45	30	31	54	45	17	35	27	20	29	27	31	42	25	48	52	37	50	42	34	44	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-344.877147880643747	-353.927991261095087	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994889061077939	-1	9	4	13	8	18	18	34	28	36	39	47	41	52	58	57	62	76	68	64	65	69	72	68	85	63	84	76	68	85	84	86	83	84	79	86	82	81	96	81	80	83	76	92	76	84	86	98	88	80	91	90	89	91	89	89	77	96	99	97	101	98	101	95	99	94	0	1	1	2	1	4	4	9	6	9	8	11	10	12	11	12	15	26	17	16	15	21	19	26	50	16	50	22	16	40	57	35	43	45	29	41	24	24	54	28	45	24	22	46	21	37	28	49	41	23	37	47	38	25	50	47	23	53	54	56	51	30	27	31	50	53	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-338.201606674168261	-347.252450054619601	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996598134908313	-1	4	9	4	12	15	18	24	31	34	41	48	35	52	58	57	63	70	73	70	68	67	72	74	82	65	83	81	83	82	87	78	76	81	79	89	79	85	87	82	83	82	84	93	92	86	83	95	88	94	80	92	100	89	89	86	89	95	94	103	99	96	101	92	98	99	0	1	1	1	2	4	3	7	8	8	10	11	9	12	12	14	12	15	20	17	26	17	26	22	33	15	51	33	24	26	41	23	17	35	23	46	23	42	20	20	22	24	32	40	30	21	28	56	51	38	18	39	59	43	41	35	40	54	31	65	36	39	59	39	64	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-347.335199896079814	-356.386043276531154	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999699850867485	-2	3	7	17	14	16	13	31	26	38	36	48	45	54	57	54	62	76	71	70	68	67	71	71	83	66	84	73	76	83	90	85	76	79	79	81	87	84	92	85	85	84	89	91	94	83	88	93	88	90	89	90	97	92	97	95	91	94	97	104	87	96	101	94	90	99	0	1	1	3	3	3	2	9	6	9	7	10	10	13	12	13	12	22	22	26	26	14	26	26	18	16	35	17	26	36	32	34	28	22	22	19	27	36	36	36	35	33	61	29	47	18	38	41	32	51	41	32	44	47	52	52	41	38	65	48	33	36	56	37	49	20	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-337.658658125879526	-346.709501506330867	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997085179245303	0	10	7	12	15	16	22	34	28	39	35	42	39	56	56	52	66	70	79	60	65	68	71	74	86	63	84	81	76	84	82	81	77	78	80	69	84	83	88	88	78	91	91	92	85	88	87	101	91	82	84	89	98	91	91	93	95	91	96	102	94	89	101	92	98	98	0	3	1	3	1	2	5	7	7	11	9	13	11	12	16	12	20	14	18	15	15	20	14	21	28	14	31	18	17	34	29	33	24	18	24	21	28	41	51	32	22	35	51	46	35	33	19	53	30	22	35	50	46	19	45	37	52	31	45	56	62	32	56	37	44	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-334.345539689105067	-343.396383069556407	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.983640957823461	-2	7	2	12	11	14	19	20	26	33	38	47	42	53	60	56	64	75	69	71	69	66	69	63	83	62	82	77	73	87	80	76	82	80	81	87	83	83	89	80	79	87	87	86	88	79	89	95	92	90	85	80	97	89	88	90	95	90	94	99	98	92	95	95	100	96	0	1	1	2	2	2	2	6	6	8	8	13	11	12	16	14	16	21	24	19	15	17	24	16	46	14	32	23	21	52	19	23	32	23	18	25	31	40	44	23	18	31	37	35	33	21	41	43	44	37	28	32	62	46	37	27	49	27	31	64	30	40	58	49	44	58	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-337.214445518410798	-346.265288898862138	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.973243412611683	1	6	10	4	11	16	18	34	27	30	36	49	43	53	54	59	68	71	76	63	71	67	70	73	87	71	81	80	77	76	91	81	82	78	82	88	81	83	95	84	75	79	88	92	88	79	91	92	88	85	82	86	100	89	94	88	88	84	96	102	100	98	95	96	93	88	0	1	2	1	1	4	3	9	6	7	9	13	10	12	13	14	16	22	23	14	16	12	22	22	19	20	30	18	21	17	32	30	41	24	46	42	19	19	43	46	21	17	27	56	58	19	30	51	37	27	17	34	49	38	57	46	27	24	47	65	44	54	36	56	25	29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-345.349916255193875	-354.400759635645215	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997469190535991	-5	9	1	10	0	16	18	32	27	37	38	48	42	58	57	58	63	67	77	70	70	70	67	74	87	68	80	82	77	78	81	74	80	79	74	84	78	79	79	85	83	88	90	86	92	87	88	97	85	91	84	89	91	85	92	92	88	97	94	100	95	98	102	92	97	93	0	5	1	3	1	4	3	7	7	9	8	8	10	12	10	12	15	16	35	15	17	23	15	21	31	16	24	20	21	26	26	26	24	20	14	27	20	26	22	33	37	37	26	37	46	21	32	56	35	20	34	31	46	34	44	38	29	43	50	53	57	53	61	36	51	43	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
