step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66
5000	-343.858526251027058	-352.909369631478398	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991061603751340	1	9	4	11	9	4	6	26	17	36	37	44	33	56	56	64	59	71	72	68	67	64	62	71	82	62	85	80	80	84	89	77	80	79	82	86	84	77	91	76	82	78	92	90	89	88	90	96	78	87	87	89	97	83	89	94	82	96	97	99	96	99	97	88	102	95	0	7	1	5	3	1	3	9	4	13	8	11	8	12	12	17	14	20	22	17	17	14	15	23	40	15	49	19	20	32	41	18	24	38	19	28	24	18	32	18	18	18	35	54	36	37	37	64	19	24	33	29	39	28	49	44	38	36	43	59	25	47	46	34	53	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5500	-344.160354836925080	-353.211198217376420	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981387262969778	-1	8	6	2	11	17	14	31	31	24	42	48	39	56	59	60	65	76	78	68	69	66	65	72	78	72	84	80	68	84	86	85	75	79	80	75	82	83	94	81	85	80	89	87	89	86	89	86	90	89	75	90	95	84	96	88	92	89	101	98	98	90	98	97	103	93	0	1	4	1	2	5	3	10	10	2	13	11	9	11	14	12	14	26	36	15	23	14	16	15	20	17	33	33	17	36	37	37	21	23	36	29	33	51	27	26	34	33	40	42	35	20	33	42	46	38	20	31	45	36	56	28	48	27	53	64	52	44	43	66	66	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6000	-347.021778537203204	-356.072621917654544	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994882236981536	-6	4	3	10	12	9	20	33	27	31	31	48	45	54	61	61	61	75	68	60	72	69	71	66	85	73	81	73	82	70	87	79	76	85	54	84	85	88	93	77	80	87	82	87	81	81	92	98	87	89	89	90	94	87	82	97	86	99	97	99	97	92	103	96	98	96	0	1	1	3	3	3	6	9	7	9	7	13	8	13	35	14	12	30	15	14	22	20	24	20	26	22	33	23	33	24	43	23	22	18	13	41	46	32	43	24	28	46	33	28	40	18	49	42	55	29	36	45	54	29	33	34	27	53	51	31	38	50	38	51	50	39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6500	-333.192962183877910	-342.243805564329250	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996272729145331	-2	5	9	12	13	7	16	34	23	40	38	50	43	55	58	62	66	73	79	69	66	70	68	70	88	74	81	75	78	84	87	79	82	80	80	85	81	80	93	84	74	89	90	93	91	85	74	93	85	87	89	90	96	81	91	86	93	92	99	102	90	92	100	99	94	98	0	1	1	6	3	2	4	9	7	8	8	13	11	12	13	14	15	15	22	17	15	21	15	15	27	17	32	24	41	34	18	41	28	41	17	29	18	16	46	35	20	30	49	36	25	28	17	52	19	47	40	49	51	26	19	54	50	54	57	56	30	40	48	39	25	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7000	-340.735339767937205	-349.786183148388545	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996519030023918	1	5	8	12	14	13	21	32	23	39	36	35	43	56	62	62	58	77	75	69	64	70	68	67	85	72	80	83	78	86	85	82	82	85	76	88	85	81	92	87	85	90	91	85	89	88	91	91	91	90	91	85	97	81	86	96	88	97	101	104	99	94	100	95	91	90	0	1	2	1	3	1	6	7	6	11	9	9	12	13	17	14	13	23	22	21	17	15	16	17	18	20	35	18	19	18	18	35	19	23	20	28	27	23	27	37	38	54	26	27	37	44	19	34	27	35	41	19	42	18	32	66	33	49	48	61	36	42	45	51	30	35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7500	-340.303787669058124	-349.354631049509464	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996233415173619	3	6	10	15	11	15	19	33	28	36	35	48	38	53	60	58	66	74	77	63	69	68	64	71	77	70	79	76	78	86	81	80	72	82	68	83	79	83	93	75	70	90	86	86	90	79	87	93	85	87	90	89	95	88	87	94	88	97	92	101	94	91	103	93	97	100	0	1	1	2	2	3	4	9	4	6	9	10	8	12	14	14	20	20	17	16	15	17	16	22	33	15	22	17	26	32	18	21	23	18	20	46	33	40	57	35	15	30	29	40	30	21	37	50	37	25	44	27	59	44	29	46	19	30	54	64	51	44	48	57	47	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8000	-347.743496934972882	-356.794340315424222	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996316564973400	-2	6	8	17	15	18	14	30	25	37	36	45	41	56	57	64	66	76	77	67	68	67	62	71	84	71	69	79	76	83	89	81	81	80	69	82	82	73	90	86	83	93	76	90	90	91	79	92	83	94	86	87	97	80	90	93	89	97	98	94	98	94	94	99	98	94	0	1	1	7	2	7	3	4	7	8	8	11	10	12	14	15	15	20	20	23	15	15	15	20	47	22	15	29	26	27	36	35	43	35	23	21	47	17	33	18	34	55	35	25	51	41	24	52	47	51	26	54	44	18	34	39	47	63	55	55	60	44	57	62	49	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8500	-352.306776324499026	-361.357619704950366	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995214170233733	-2	1	9	8	14	14	20	29	28	35	41	41	31	51	58	57	63	72	74	61	70	67	58	74	79	66	84	78	80	82	86	77	80	82	83	84	81	75	93	81	78	90	77	89	85	79	93	94	90	93	83	81	95	89	96	97	85	101	98	99	91	94	90	96	101	88	0	1	2	2	3	4	5	7	4	13	8	10	9	11	10	14	20	22	17	16	22	20	14	26	32	17	25	21	24	19	35	24	21	19	25	41	24	18	42	41	38	57	21	40	43	19	66	42	30	37	40	32	36	57	42	51	32	54	57	47	34	63	41	49	56	32	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9000	-337.216809147416996	-346.267652527868336	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.944891825935869	0	7	7	9	12	14	17	34	29	31	24	49	43	51	58	62	67	71	75	63	69	62	69	72	81	67	76	73	81	87	85	86	79	75	78	83	84	84	90	77	81	85	93	90	91	84	88	94	88	88	89	80	97	82	92	94	91	96	87	103	99	97	97	96	100	92	0	1	1	3	2	4	4	9	11	11	7	13	9	13	14	15	22	17	17	14	15	15	16	16	24	22	26	26	19	54	27	41	27	23	28	41	28	40	38	17	18	24	46	31	37	18	23	50	33	36	52	26	51	40	50	52	52	31	41	37	50	55	45	57	42	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9500	-344.999676455879808	-354.050519836331148	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.945602379281049	-5	6	10	4	12	9	21	28	30	34	38	48	38	59	54	58	69	75	73	72	72	68	61	64	84	70	83	81	80	81	88	83	84	83	83	87	85	76	94	87	79	91	90	92	84	81	87	94	91	87	89	92	80	84	94	89	91	97	95	94	99	94	92	97	99	99	0	1	2	1	4	2	3	7	7	9	9	11	8	15	12	15	16	21	26	24	17	14	16	23	28	23	41	38	21	19	26	18	21	30	19	25	21	21	43	54	17	45	25	33	29	19	45	51	31	35	45	43	17	53	49	45	29	47	47	42	62	35	50	60	63	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10000	-345.660815771014256	-354.711659151465597	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986745112322222	-3	7	9	11	13	3	17	30	23	35	38	47	42	59	60	49	66	78	78	71	66	69	72	74	80	71	83	76	76	85	88	82	82	83	71	74	86	77	92	86	74	86	89	90	83	83	80	99	87	91	89	85	100	81	84	88	85	98	91	92	97	92	93	98	98	95	0	6	6	1	2	1	2	5	5	8	8	13	10	16	16	13	14	36	26	21	14	21	14	21	29	17	28	20	23	23	27	22	21	25	21	22	32	35	49	23	17	46	19	36	47	18	41	63	36	46	30	54	60	22	32	46	23	62	34	57	59	55	51	62	63	37	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10500	-350.095249185006310	-359.146092565457650	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.963224146076819	-7	6	9	13	8	14	21	27	26	41	31	51	35	45	54	55	62	76	73	67	73	67	68	74	88	64	84	81	75	73	89	83	81	80	77	85	86	85	94	85	85	77	87	88	93	80	91	89	90	88	85	92	92	88	89	95	83	96	100	102	102	95	95	98	96	88	0	1	1	2	2	3	4	7	7	13	8	14	9	10	12	14	15	30	22	16	23	17	26	22	40	14	19	24	22	20	33	34	24	29	22	35	18	46	53	35	29	15	32	46	66	23	21	57	32	42	29	19	35	28	40	52	35	57	63	52	58	50	54	50	50	46	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11000	-354.140926200251158	-363.191769580702498	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.984096049876756	-5	3	4	14	10	11	13	34	21	40	31	47	41	60	59	63	68	73	69	65	65	56	70	71	89	70	84	81	76	80	85	86	82	76	65	84	85	88	89	81	80	86	88	88	89	82	81	98	90	91	87	76	97	82	93	95	80	93	98	96	99	81	92	95	101	90	0	1	1	2	2	3	3	11	7	9	9	13	8	22	22	22	35	21	16	16	22	10	16	16	29	21	29	52	20	52	28	40	29	17	15	28	41	33	27	34	34	28	24	32	40	20	29	43	57	42	29	26	58	34	32	38	24	38	66	36	46	14	47	38	59	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11500	-342.288740058129179	-351.339583438580519	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987427513236300	2	7	10	15	8	13	17	34	24	38	38	46	43	53	59	64	67	75	69	70	65	66	69	69	82	68	84	80	72	84	90	84	80	82	78	87	79	76	92	84	81	87	87	87	94	87	84	98	76	83	90	83	95	86	89	91	82	91	99	92	96	94	101	95	100	97	0	1	1	2	1	3	4	9	4	9	8	11	10	12	14	14	14	20	14	21	14	16	16	17	29	22	17	29	23	38	44	18	18	21	23	25	29	19	44	41	37	37	37	49	36	37	18	45	26	49	52	49	33	34	41	30	37	52	56	40	51	40	42	44	66	54	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
