step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109
1	-3088.855899154425515	-3095.711387105384802	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.716236835252147	1	2	3	3	4	5	5	5	6	7	6	7	6	8	8	7	7	8	7	7	8	7	8	9	9	9	8	8	9	9	9	9	10	11	9	10	11	9	9	11	11	11	12	12	11	10	12	10	11	12	11	12	12	12	13	13	13	13	13	13	12	14	13	14	14	13	13	15	15	15	16	14	15	16	16	17	16	16	17	16	16	17	17	17	17	17	18	18	17	21	19	18	18	19	20	19	22	23	23	25	25	27	28	30	30	31	32	33	36	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	3	3	3	3	4	4	3	3	4	3	3	4	3	4	4	4	4	4	4	4	4	4	4	5	5	4	5	5	4	4	5	5	5	6	6	5	5	6	5	5	6	5	6	6	6	6	6	6	6	6	6	6	7	6	7	7	6	6	7	7	7	8	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	9	9	8	10	9	9	9	9	10	9	11	11	11	12	12	13	14	15	15	15	16	16	18
500	-789.216962528279623	-796.072450479239023	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.334806463275798	0	1	3	3	5	4	4	6	7	7	6	7	7	9	9	8	7	6	8	7	7	7	8	7	8	8	8	8	10	10	9	9	11	12	9	9	12	9	8	10	12	11	12	11	11	10	13	11	12	11	11	11	12	12	12	12	14	13	14	14	13	14	14	14	14	13	13	16	15	15	16	14	15	17	17	18	15	16	17	15	16	14	17	17	17	17	18	18	17	20	18	19	18	19	21	20	23	22	23	26	26	26	28	30	30	31	32	32	36	0	1	2	2	3	3	3	4	4	7	7	6	6	8	8	7	4	4	7	11	6	6	8	4	11	12	4	10	38	39	4	10	18	52	20	22	31	28	11	18	28	20	20	7	10	11	9	19	13	16	9	30	35	46	31	17	36	24	48	28	50	30	46	16	54	36	29	19	33	52	18	15	50	46	9	48	50	36	63	0	50	34	69	24	72	66	70	60	0	19	85	67	41	17	56	91	71	76	91	47	91	99	91	72	96	24	99	31	85	1	1	1	1	1	1	1	2	2	2	1	2	1	2	3	2	3	2	3	1	2	1	1	2	1	1	2	1	1	1	4	1	3	1	1	1	2	1	1	2	3	2	3	3	1	2	3	1	2	1	2	1	2	1	2	2	2	3	2	2	1	2	2	3	1	3	2	4	2	2	6	3	3	3	3	4	2	3	2	1	2	2	1	5	2	3	2	2	1	7	1	4	3	8	4	2	4	2	2	8	6	2	7	9	6	16	7	11	9
1000	-713.208266283323042	-720.063754234282442	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.464036229466343	0	1	2	3	5	4	4	6	5	7	7	7	5	7	8	6	7	8	5	8	9	8	8	9	9	9	8	8	6	9	9	9	10	10	9	10	11	9	9	10	11	10	11	13	11	11	12	9	10	13	11	12	12	11	13	14	12	13	13	13	11	14	13	14	14	13	14	15	14	15	16	14	14	14	16	18	16	17	17	16	16	17	18	18	16	16	19	17	17	21	20	18	17	20	21	20	22	23	21	24	25	27	28	30	31	32	32	33	36	0	1	2	2	3	3	3	4	2	16	19	13	6	4	17	7	9	4	3	11	6	13	9	17	11	12	9	16	7	7	4	19	31	11	19	22	33	29	20	17	28	11	11	45	19	30	18	28	12	38	17	34	35	30	8	24	36	47	41	61	28	20	43	19	11	36	61	59	51	34	4	37	61	63	55	64	61	57	74	0	59	70	55	8	72	36	34	61	0	59	85	41	50	64	84	85	83	90	85	85	85	101	91	72	101	85	100	85	96	1	1	1	1	2	1	1	2	2	1	1	1	1	2	1	1	1	2	2	1	2	2	2	1	1	1	2	1	2	2	3	2	1	2	2	1	1	2	1	1	2	2	3	2	3	1	2	1	2	2	2	1	2	1	4	2	1	1	1	1	1	3	1	6	3	2	2	2	1	2	5	2	2	1	2	2	2	2	2	1	1	1	3	6	1	4	4	3	1	4	2	4	2	4	2	2	2	1	2	5	5	1	3	9	3	10	5	8	10
1500	-679.743775241729395	-686.599263192688795	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.480952373712566	1	2	3	3	4	5	4	5	5	8	6	7	6	6	8	7	6	7	6	8	8	8	7	9	10	10	8	8	9	7	9	9	10	12	9	10	11	9	9	11	10	11	11	13	11	10	11	11	11	12	12	13	12	11	13	14	14	13	13	12	12	14	13	15	14	12	12	15	16	15	15	13	16	15	16	16	17	16	16	16	16	18	17	17	16	17	18	18	16	20	19	16	18	19	21	20	22	23	20	25	25	27	28	31	29	32	32	33	37	0	1	2	2	3	3	2	4	4	7	7	6	6	4	4	11	4	14	7	11	13	13	4	4	16	12	8	19	19	11	8	16	18	54	11	22	23	19	30	18	19	30	11	16	32	11	23	28	26	10	9	34	35	19	33	33	66	15	10	41	10	16	46	50	39	36	38	50	31	43	37	47	61	63	56	59	38	66	74	0	32	70	71	55	72	36	34	60	0	67	85	60	59	89	56	91	83	76	85	96	99	99	91	91	91	99	91	106	101	1	1	1	1	1	1	1	2	1	2	1	1	1	1	4	1	2	1	1	2	1	1	1	2	2	2	2	2	2	1	2	1	2	1	1	1	2	2	2	2	2	3	2	2	1	2	2	2	1	2	4	1	2	2	2	2	1	3	2	1	2	3	1	2	2	1	2	2	3	2	2	1	2	1	1	1	5	3	1	1	2	2	2	2	2	3	3	3	1	3	2	2	2	2	3	1	3	3	2	2	2	3	4	7	5	6	5	1	6
2000	-617.809759413682173	-624.665247364641573	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.519047190454884	1	2	3	3	4	5	5	4	7	6	7	7	6	8	9	6	7	7	7	8	8	8	7	8	9	6	9	8	10	8	9	9	11	12	8	10	11	9	9	11	11	11	13	11	11	10	11	9	11	12	11	10	13	11	13	13	12	13	12	13	12	15	13	14	14	14	12	16	16	15	16	15	15	15	17	17	15	17	17	15	17	17	17	17	17	17	18	18	18	22	20	19	17	19	20	19	23	24	23	25	24	27	27	30	30	31	33	33	36	0	1	2	2	3	3	3	2	8	7	10	26	6	8	24	7	4	8	7	11	6	13	4	8	11	6	8	19	19	11	14	7	9	52	11	22	23	19	30	17	19	46	25	13	32	35	23	19	6	19	8	11	46	11	51	18	36	37	48	61	29	42	46	28	54	57	29	73	40	43	33	58	41	63	69	73	67	57	74	0	64	70	56	33	72	57	70	41	0	76	85	77	73	89	71	85	95	76	96	85	91	99	101	99	101	103	104	103	91	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	1	1	1	1	2	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1	1	2	2	1	2	2	1	2	2	1	3	2	4	2	2	2	1	2	1	2	2	1	2	2	1	3	1	1	1	1	3	2	2	2	2	1	1	1	2	3	2	1	2	1	2	3	1	3	2	2	1	4	2	2	1	1	2	1	2	3	2	2	2	2	2	4	2	2	2	4	7
2500	-624.350147842161277	-631.205635793120678	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.594214157530348	-1	1	3	3	5	5	5	5	6	7	6	8	6	8	9	7	5	8	7	8	8	7	9	9	10	9	8	6	9	10	9	9	10	10	9	10	12	9	10	12	11	9	12	12	12	11	12	10	11	12	11	12	12	12	13	14	11	14	14	13	13	13	12	14	14	14	13	16	16	14	15	14	16	16	17	18	16	17	17	16	15	18	17	17	18	17	17	17	17	21	20	16	19	19	19	20	22	22	23	24	25	28	28	28	30	31	33	34	36	0	1	2	2	3	3	3	4	4	7	7	6	3	9	18	7	4	4	28	11	6	6	9	9	20	13	4	7	16	16	14	7	4	11	20	6	14	28	20	17	28	20	25	10	41	35	23	38	26	38	31	34	35	41	33	15	36	47	38	41	19	42	35	50	54	57	29	50	33	52	24	47	67	63	71	59	59	57	74	0	67	52	71	56	58	36	70	67	0	59	85	50	88	89	69	58	95	76	85	96	96	100	91	100	104	104	103	105	91	1	1	1	1	1	2	1	2	1	1	1	2	2	2	1	2	1	2	1	2	2	1	2	1	1	2	2	1	1	2	1	2	3	2	1	3	1	2	1	3	3	1	1	2	1	1	2	1	1	2	1	1	2	1	2	3	1	2	3	2	3	2	1	1	1	3	2	2	4	1	3	1	2	1	1	2	1	2	1	1	1	3	1	2	3	4	2	2	1	3	2	2	1	1	1	3	2	3	3	2	2	2	4	2	1	2	3	2	8
3000	-640.403107670887152	-647.258595621846553	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.499800205949774	0	1	2	4	5	5	4	6	7	7	6	7	7	6	8	8	7	8	8	7	9	6	9	8	9	9	9	6	9	10	10	9	10	11	9	8	10	10	10	11	10	11	12	13	11	10	12	10	11	13	11	12	11	13	13	14	13	13	14	13	12	13	13	12	15	12	14	16	15	15	17	14	15	15	17	16	16	15	17	17	15	17	17	16	17	16	19	19	16	21	20	18	18	20	20	19	22	24	23	23	26	27	28	30	30	31	31	33	36	0	1	2	2	3	3	3	4	8	7	7	6	6	4	4	10	4	9	28	11	13	6	14	8	11	12	9	7	7	11	8	7	17	39	16	22	15	19	20	33	28	20	30	29	10	35	33	28	26	32	9	34	35	30	24	33	36	23	38	41	30	53	46	29	54	36	61	81	51	54	69	47	29	63	56	44	61	57	74	0	59	70	56	33	58	36	82	68	0	59	96	67	77	89	51	85	56	76	96	96	91	100	100	103	100	104	101	105	85	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	3	2	1	2	2	1	1	2	1	2	1	1	2	2	1	3	2	1	1	2	1	2	2	1	1	1	3	2	2	2	2	2	1	1	1	2	1	4	2	1	2	1	1	1	3	1	2	1	2	1	1	1	1	1	2	3	3	4	2	2	1	3	1	2	1	2	4	1	3	4	2	2	3	2	3	1	4	1	2	2	9
3500	-656.407610195084317	-663.263098146043717	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.564128157942938	1	2	3	4	4	5	5	5	7	4	6	7	6	9	9	8	7	9	7	7	8	8	8	9	8	10	8	9	9	8	10	9	10	11	10	8	10	10	9	12	12	12	11	13	11	9	12	10	11	10	12	13	13	11	13	13	14	13	13	14	12	12	12	14	13	13	13	14	15	15	15	15	14	17	16	17	15	17	16	16	16	17	17	17	18	16	19	19	17	21	20	17	19	20	21	18	22	23	23	24	25	27	27	30	29	32	32	34	35	0	1	2	2	3	3	10	4	4	3	7	13	6	4	8	10	4	4	10	11	13	13	4	4	20	12	9	10	10	11	14	7	18	16	46	6	23	28	30	17	38	11	25	32	32	20	37	16	12	19	23	34	35	20	24	15	36	40	48	59	29	11	46	50	54	36	29	30	51	34	18	47	41	63	56	48	59	66	63	0	73	70	56	69	58	36	82	77	0	76	85	67	50	89	71	58	33	90	72	91	99	100	91	101	100	104	103	107	103	1	1	1	2	1	2	1	1	2	1	1	1	1	4	2	2	1	2	2	1	1	2	2	2	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	2	2	3	1	2	1	1	1	1	2	1	2	1	2	3	2	1	2	1	2	1	2	2	1	2	1	2	2	2	2	2	2	2	1	2	1	2	1	3	2	1	1	1	2	1	3	4	2	2	1	3	2	2	3	2	3	2	5	1	4	3	1	2	4	2	3	1	2	1	6
4000	-610.865008541873294	-617.720496492832694	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.633516659112215	1	2	3	3	4	5	6	5	6	5	7	7	6	8	9	7	7	8	7	8	8	7	7	10	10	10	9	6	8	8	10	9	10	12	9	10	10	9	10	12	12	10	12	11	11	10	11	9	11	11	11	12	12	13	13	13	13	13	14	13	12	14	13	14	14	12	14	16	14	14	16	15	16	16	17	17	16	16	17	16	16	16	15	17	17	16	19	17	16	20	19	17	18	19	20	18	22	23	23	25	25	27	28	30	29	32	30	34	36	0	1	2	2	3	3	10	4	4	3	10	13	6	4	9	10	4	23	28	11	13	13	8	14	20	22	17	10	28	11	9	16	9	11	11	22	4	28	30	37	38	20	20	32	32	35	18	29	26	28	23	11	46	20	18	33	66	23	48	41	48	52	53	41	34	36	61	67	31	34	15	47	67	63	18	41	67	57	63	0	61	70	56	56	58	57	82	81	0	93	58	67	77	89	84	72	83	76	96	85	99	99	101	100	101	100	103	107	106	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	3	2	1	2	3	1	1	2	2	1	2	1	1	1	2	1	1	3	2	3	2	2	2	1	1	4	2	1	2	1	1	1	1	1	1	1	2	1	3	2	1	2	3	2	1	2	2	1	2	2	1	2	1	2	2	1	1	2	3	2	1	1	2	2	3	4	2	3	1	2	2	2	2	4	1	2	3
4500	-621.966077209116065	-628.821565160075465	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.505608006021880	1	2	3	4	5	5	5	5	6	7	6	7	6	8	7	8	8	9	7	8	9	7	8	8	9	9	7	9	10	8	10	8	10	11	9	10	10	8	9	10	10	10	12	13	11	11	12	11	11	11	11	13	12	11	13	13	12	13	14	12	13	15	13	13	13	13	14	16	15	15	16	14	14	16	16	18	16	16	17	17	17	17	18	17	16	17	19	18	18	21	18	19	18	19	19	20	23	23	21	25	25	28	28	31	29	30	32	33	36	0	1	2	2	3	3	3	2	4	7	7	6	6	9	4	10	9	14	7	11	13	6	4	4	11	12	8	19	38	11	8	7	18	25	20	22	14	19	30	9	19	30	25	28	32	35	37	28	26	28	14	11	35	42	18	33	36	47	48	28	28	20	35	29	54	36	38	73	4	52	56	47	60	53	18	28	61	57	63	0	38	70	55	14	58	78	82	73	0	76	72	50	77	89	71	85	83	90	58	96	69	100	100	91	100	91	106	107	105	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	2	1	1	1	2	1	3	2	2	1	2	1	1	1	3	2	1	1	1	3	1	1	1	2	1	1	2	1	2	1	1	1	1	1	2	3	2	1	2	2	1	1	2	1	2	3	2	1	1	2	3	1	6	2	2	1	1	2	3	4	2	2	2	1	5	1	2	5	2	1	1	2	1	1	2	3	1	1	2	2	3	1	5	2	3	2	2	7	2	6	1	1	4
