"","type","n","prop.ances.ok","msup.ances","merr.date","prop.imp.ok","mu1.ok","mu2.ok","merr.pi"
"f1aef9840b","zuper",81,0.784810126582278,0.715703125,3.42808641975309,NA,0,1,0.0119128285414741
