step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103
24500	-584.836368037875786	-591.691855988835187	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.613543512594841	1	2	2	2	3	4	4	5	6	5	6	7	8	10	10	11	12	10	12	11	12	10	13	15	13	14	12	16	15	16	16	18	17	18	18	18	18	19	20	21	21	20	20	19	20	23	23	23	23	25	22	24	23	24	26	25	25	26	27	24	26	26	26	27	28	29	28	30	29	29	30	31	30	31	31	36	34	33	33	33	33	34	35	34	36	36	35	37	34	33	35	35	36	38	38	33	37	36	37	36	38	39	41	0	1	0	1	2	4	4	5	7	5	4	7	12	12	11	14	22	12	14	15	20	11	15	18	14	18	22	24	23	18	26	28	24	30	31	24	28	30	28	44	35	38	32	31	44	38	28	45	44	47	33	32	0	0	46	51	48	45	58	51	51	56	39	0	60	61	58	64	64	46	66	68	64	52	64	90	78	72	75	64	74	81	80	72	96	84	73	87	71	70	79	80	69	74	93	73	89	89	75	84	93	101	99	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	1	1	1	1	1	2	1	2	2	2	1	1	1	3	2	2	1	1	1	1	1	1	2	1	2	1	1	2	1	2	2	2	2	1	3	2	1	1	1	2	1	2	1	1	2	1	2	1	2	2	1	2	1	2	1	1	2	3	3	1	1	1	1	2	1	1	1	2	2	1	4	1	2	1	1	1	3	4	1	2	2	1	3	2	1	1	2
25000	-595.637405978500738	-602.492893929460138	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.646292472081969	-1	1	2	3	2	4	2	3	5	5	4	8	8	11	8	10	12	10	12	11	11	10	13	15	13	13	13	16	15	16	15	18	18	18	17	18	17	20	19	17	20	19	19	19	20	23	23	23	24	22	22	24	25	24	26	24	24	27	27	26	25	28	26	26	27	28	28	29	29	30	29	31	31	30	31	35	34	33	33	33	33	31	34	36	34	37	36	36	36	33	34	33	36	37	36	35	37	38	36	35	37	38	41	0	1	0	7	2	7	1	5	4	5	4	11	11	15	11	13	13	13	14	16	12	15	18	26	14	18	21	18	18	24	26	24	23	26	31	31	23	28	23	31	35	33	24	40	31	38	32	45	44	38	28	39	0	0	46	39	48	49	49	33	33	60	51	0	47	61	58	64	64	60	52	69	64	71	64	90	78	69	68	75	74	66	92	72	75	78	79	85	81	70	79	75	72	82	80	69	89	89	72	78	93	93	102	1	1	1	1	1	1	1	1	1	2	1	2	3	1	2	1	2	1	1	1	2	1	2	1	1	1	1	3	3	1	1	2	3	2	1	1	2	1	3	1	2	1	2	1	3	2	2	2	2	1	3	2	1	1	2	3	1	2	2	4	4	1	2	1	2	2	1	2	2	3	2	1	2	1	2	1	1	2	2	1	2	2	1	2	2	2	1	1	1	2	1	1	2	2	1	2	1	1	2	1	1	2	1
25500	-570.201755627421221	-577.057243578380621	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.598495813390771	-1	1	1	2	2	4	1	4	5	6	6	8	8	10	10	10	12	12	12	10	11	11	14	13	12	14	13	14	16	17	16	17	16	18	17	18	18	19	20	19	20	19	20	20	20	23	22	22	23	24	24	25	24	24	24	25	24	26	27	26	25	29	26	26	28	28	29	30	29	30	30	30	30	31	31	36	34	33	32	34	33	32	33	34	35	36	34	36	35	35	35	36	38	37	38	36	38	38	36	36	37	39	41	0	1	0	1	2	4	1	5	4	8	4	4	11	11	11	13	12	15	14	11	11	14	18	18	21	24	25	24	23	26	26	28	18	28	31	31	32	30	28	35	35	30	32	40	40	38	24	45	44	47	33	47	0	0	47	51	48	49	49	39	32	56	47	0	60	61	58	64	64	65	66	69	64	66	64	90	72	72	64	68	71	71	75	72	68	84	79	91	81	47	87	79	80	81	85	83	89	81	84	84	72	69	102	1	1	1	1	1	1	1	1	1	1	2	4	1	2	2	1	2	1	1	2	2	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	2	1	2	1	2	1	1	2	4	1	2	1	3	2	1	1	1	1	1	2	2	3	3	3	2	1	1	2	2	2	1	1	1	1	2	2	2	1	2	2	2	2	3	1	1	2	2	1	2	1	1	5	1	2	2	2	2	1	1	2	2	1	3	5	1
26000	-582.912851274342984	-589.768339225302384	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.575517973261210	-1	0	0	2	2	4	3	4	5	6	6	8	8	10	11	10	12	12	12	10	12	11	13	15	14	13	13	16	16	17	15	17	15	18	17	17	18	20	20	18	21	19	20	20	20	23	24	23	24	24	23	24	25	23	26	25	24	26	27	25	25	29	27	25	28	29	28	30	30	30	31	30	32	31	29	34	34	33	32	35	33	33	33	34	33	36	33	34	35	34	35	35	37	36	37	37	37	39	36	36	38	39	42	0	1	0	1	2	7	4	5	4	8	4	11	11	13	9	11	22	16	11	13	11	12	18	26	27	18	22	15	23	26	26	18	18	24	31	31	33	30	32	35	35	30	32	40	40	38	34	45	44	38	43	51	0	0	38	51	48	44	58	39	51	51	43	0	60	52	58	64	64	60	66	75	64	66	64	65	72	72	69	85	74	74	75	72	69	84	79	79	74	70	87	85	72	82	80	83	89	89	84	78	84	77	73	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	2	1	1	3	1	3	1	1	1	1	1	1	2	1	2	2	2	2	2	1	1	2	2	1	1	2	1	2	1	1	2	3	1	2	3	2	1	1	1	3	2	1	2	1	1	2	4	3	1	2	2	1	2	2	2	1	1	3	1	2	3	2	2	1	1	2	1	2	2	2	1	1	1	2	1	2	1	2	1	1	2	2	2	1	2	2	2	5
26500	-585.609543795922036	-592.465031746881436	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.650705800374949	0	1	1	2	3	4	2	5	6	6	6	8	8	9	10	11	11	10	13	12	12	12	13	16	13	13	14	17	15	16	15	17	18	17	17	18	19	19	18	18	20	20	20	19	20	23	23	23	24	25	22	23	24	24	23	26	24	27	27	26	25	27	25	27	27	28	29	30	29	30	30	30	30	32	31	34	35	33	31	34	34	34	33	35	35	37	34	36	35	35	35	35	37	37	38	35	37	36	35	36	38	39	40	0	1	0	1	2	7	1	5	4	8	7	11	11	12	12	12	11	12	16	15	17	15	18	26	21	18	25	18	18	26	26	29	32	23	31	31	28	26	32	35	35	30	32	28	40	30	34	35	44	47	39	32	0	0	38	18	48	44	48	51	51	47	47	0	56	61	59	64	64	28	66	69	64	71	64	70	78	72	68	64	74	74	69	72	87	84	79	91	56	76	87	75	99	89	85	80	89	82	80	78	73	93	84	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	1	2	1	1	2	1	1	1	1	5	2	2	1	1	1	2	1	1	1	3	1	1	2	1	1	1	1	3	3	3	2	1	2	3	1	1	2	8	1	3	3	2	2	2	1	1	1	2	1	2	2	5	1	1	2	1	2	2	1	2	1	4	1	1	2	2	1	1	2	1	4	1	1	2	1	1	2	1	1	1	1	1	3	1	2
27000	-586.050298657078883	-592.905786608038284	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.519367391022089	0	1	0	2	2	5	4	4	5	6	5	7	8	8	10	11	11	11	12	9	13	11	13	15	14	14	13	16	15	15	16	18	17	18	17	17	19	20	19	18	21	19	20	20	20	23	24	23	24	23	23	24	25	25	25	25	25	26	27	26	26	28	26	26	26	28	30	29	29	28	30	30	32	31	31	34	34	32	31	33	33	33	34	35	35	37	35	37	35	36	35	35	37	37	38	34	38	39	36	36	37	39	41	0	1	0	1	2	4	4	5	4	5	7	7	11	11	14	15	12	20	14	11	11	12	18	18	27	18	12	18	23	26	24	23	28	23	31	31	23	30	24	35	35	26	28	40	40	38	28	45	44	24	33	33	0	0	26	47	48	44	58	46	52	55	56	0	52	61	59	64	64	65	66	68	64	66	64	70	72	72	68	64	74	74	73	72	80	84	79	79	55	76	80	83	72	82	85	68	89	89	73	78	72	84	102	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	3	3	3	2	2	2	1	1	2	2	1	1	1	2	1	3	1	1	5	3	2	1	2	2	2	1	1	2	5	2	2	5	3	3	1	1	6	1	1	2	1	2	1	1	1	1	1	1	2	2	2	1	1	1	3	2	2	3	2	2	1	3	1	1	1	2	1	1	2	3	4	1	1	1	4	3	2	2	2	2	2	2	3	2	1
27500	-596.049764011477464	-602.905251962436864	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.710000436215051	1	2	2	2	3	4	3	4	5	5	5	7	6	10	10	11	13	11	13	10	13	11	13	13	14	15	13	16	14	16	15	16	17	17	17	17	18	19	19	19	19	20	21	20	21	23	22	22	24	24	23	23	25	22	26	25	24	27	27	25	24	28	26	26	27	28	27	29	27	29	31	31	30	30	30	35	34	33	32	31	32	32	34	34	35	37	35	35	35	36	35	36	36	36	38	35	37	37	36	36	38	39	42	0	1	0	1	2	4	4	5	7	5	7	1	11	13	11	7	22	12	22	13	12	15	18	18	27	18	14	24	24	24	24	18	28	24	31	31	28	26	28	35	35	38	32	40	40	42	24	45	47	26	39	39	0	0	38	51	48	44	49	43	51	52	51	0	60	61	49	64	64	65	74	73	64	66	64	65	72	72	73	64	74	74	80	72	80	93	79	79	82	76	83	83	72	82	83	83	89	94	84	78	78	78	77	1	1	1	1	1	1	1	1	1	1	1	3	1	2	3	3	1	2	1	2	4	1	1	1	1	2	2	1	1	1	1	3	1	2	1	1	1	2	2	1	1	1	2	1	1	2	3	1	1	5	2	3	1	1	2	1	1	2	2	2	1	2	2	1	1	2	2	2	1	1	1	1	3	1	2	4	1	2	1	2	1	1	3	2	2	1	2	1	2	1	1	1	2	3	2	1	1	1	1	1	2	3	4
28000	-592.672861799512816	-599.528349750472216	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.606186904033204	0	1	1	1	3	4	2	4	4	6	5	7	8	10	9	11	12	12	12	11	11	12	13	16	13	13	12	16	15	16	16	15	18	18	17	18	17	18	18	19	21	18	20	20	21	24	24	23	25	21	21	23	24	24	27	25	25	26	27	26	26	27	26	26	27	28	29	29	28	29	30	30	31	31	31	34	33	33	32	31	34	32	32	35	34	37	35	36	35	36	35	34	36	37	37	36	37	38	36	37	38	40	42	0	1	0	1	2	4	4	5	7	8	4	11	12	12	12	14	21	16	11	12	11	14	18	26	21	18	21	32	23	26	26	18	28	32	31	31	32	30	28	35	40	26	32	40	40	38	38	41	44	38	18	39	0	0	46	39	45	44	44	52	47	47	56	0	47	61	59	64	64	60	66	68	64	61	64	70	72	72	80	64	71	71	68	73	83	77	79	73	81	76	79	83	72	82	91	80	89	89	72	78	99	101	102	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	1	1	1	3	1	3	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	2	1	1	1	3	2	1	1	3	3	1	2	1	4	3	1	1	2	5	2	2	4	2	1	1	1	1	2	1	1	2	1	2	2	1	2	2	2	2	2	2	1	3	2	1	2	3	1	2	2	3	1	1	2	2	3	3	1	3	1	2	2	2	1	2	1
28500	-544.853620831301214	-551.709108782260614	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.619630188838908	0	1	1	2	2	4	3	4	5	4	6	8	8	11	11	10	12	11	11	11	12	10	13	14	14	14	13	16	15	16	16	18	15	17	17	18	19	18	19	19	20	18	20	20	21	23	23	23	23	24	24	22	24	25	27	25	25	24	25	25	25	28	26	26	27	28	27	30	28	30	30	30	30	31	29	32	33	33	32	33	34	33	34	35	36	36	35	36	35	36	35	35	37	36	38	35	37	39	36	36	38	39	41	0	1	0	1	2	4	4	5	4	5	7	11	11	12	12	12	20	13	12	12	22	11	18	18	27	18	21	33	23	26	18	28	23	28	31	31	32	30	28	35	35	26	32	40	40	30	43	41	44	42	34	32	0	0	38	47	48	40	44	28	52	56	51	0	60	61	59	64	64	65	66	69	64	71	64	70	72	72	68	64	74	74	68	78	83	84	79	87	82	76	80	68	78	82	85	68	89	89	72	80	93	93	99	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	1	2	1	2	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	2	1	1	1	3	1	1	2	4	3	2	1	1	3	1	1	3	2	4	2	1	1	1	1	1	2	2	1	2	1	1	2	1	2	1	1	2	1	3	2	1	2	2	1	1	2	1	1	3	2	2	2	2	1	3	1	2	3	2	1	1	2
29000	-594.646135969278475	-601.501623920237876	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.567702687177833	-1	1	1	3	2	2	1	4	6	6	5	7	8	10	10	10	12	10	11	9	13	12	13	13	12	14	14	16	15	15	16	17	18	17	16	17	18	20	19	18	19	19	20	20	20	22	23	22	25	25	23	24	24	23	26	25	24	27	27	24	26	29	26	26	27	28	30	30	29	30	30	30	32	31	31	33	33	32	31	32	33	34	34	34	35	35	36	34	35	35	36	36	36	37	38	35	38	37	37	36	37	40	40	0	1	0	7	2	7	1	5	4	8	7	4	12	12	12	13	14	12	20	12	15	15	18	18	15	18	25	23	23	18	26	28	34	23	26	24	30	24	28	35	35	30	34	40	41	39	33	40	44	46	28	46	0	0	38	47	48	44	44	28	52	56	47	0	51	61	59	64	64	65	66	69	64	71	64	70	72	72	64	75	74	74	80	72	80	84	80	75	81	76	80	73	84	82	85	80	82	89	78	84	84	93	99	1	2	1	1	1	1	1	1	2	1	2	3	1	2	2	1	1	2	1	1	2	1	2	1	1	2	1	1	1	3	2	1	1	2	1	1	1	3	1	1	2	2	1	1	1	2	2	1	2	1	3	1	1	1	3	1	1	3	3	3	1	2	2	1	3	1	1	2	2	2	2	1	2	1	2	1	2	2	2	1	2	2	1	2	2	1	2	1	1	1	2	2	1	1	2	1	3	1	2	1	2	3	1
29500	-604.871103532494089	-611.726591483453490	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605334749142648	-1	1	0	2	2	5	3	4	5	6	5	8	8	10	10	10	11	11	12	12	11	12	13	15	14	14	13	17	15	16	14	15	18	17	17	18	18	19	19	21	20	17	21	19	19	23	23	22	23	25	24	23	23	25	26	25	24	25	27	26	26	28	27	26	26	28	29	30	28	29	30	31	31	31	31	34	33	33	33	32	33	33	33	35	34	37	35	37	34	35	36	36	36	36	37	36	37	39	36	37	38	39	41	0	1	0	1	2	7	4	5	7	5	7	11	11	11	4	11	16	12	12	12	14	16	18	23	20	18	21	24	23	26	15	18	34	32	18	31	32	26	28	41	36	31	24	35	35	26	28	45	44	46	33	39	0	0	46	28	35	35	57	47	39	51	56	0	51	61	59	69	64	65	66	64	64	71	64	65	72	72	68	64	74	74	75	78	69	93	79	79	82	76	73	75	72	82	96	85	74	89	84	84	78	93	93	1	1	1	1	1	1	1	1	1	2	1	2	1	2	4	3	1	1	2	2	1	1	1	1	2	1	1	1	1	1	2	2	1	2	4	2	2	2	2	1	1	1	3	2	1	4	2	1	2	1	3	2	1	1	2	3	3	4	2	2	4	2	1	1	1	2	1	1	1	2	1	1	3	1	2	3	1	1	1	3	1	1	1	2	3	1	1	2	1	1	2	3	2	1	1	1	4	2	1	1	2	2	4
30000	-549.466261808205218	-556.321749759164618	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.671625316238619	0	1	2	3	2	4	3	4	6	6	5	7	8	9	9	9	11	11	12	10	13	12	13	16	12	14	13	16	15	17	16	17	18	15	17	17	18	19	19	21	21	20	20	19	20	23	22	23	25	24	24	25	24	22	26	26	24	25	27	25	25	29	26	27	27	29	27	29	29	30	31	30	32	32	31	33	35	32	32	34	33	34	33	34	35	37	35	37	35	35	33	35	35	37	37	36	37	38	36	36	38	40	41	0	1	0	1	2	4	1	5	4	5	4	11	11	12	12	12	14	16	12	12	17	20	18	26	17	18	25	34	23	18	26	28	28	18	31	31	28	30	28	44	35	30	39	35	35	47	33	45	44	26	39	47	0	0	50	47	45	45	58	51	51	56	47	0	47	61	58	64	64	60	66	69	69	66	64	70	84	72	75	64	74	74	73	72	84	93	79	79	82	76	73	68	72	82	80	80	74	89	84	93	84	101	101	1	1	1	2	1	1	2	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	2	1	1	1	2	1	1	1	2	1	1	1	1	2	1	2	2	1	1	1	1	2	1	3	5	3	1	1	1	1	2	2	2	2	1	1	2	2	1	3	2	1	2	1	3	1	1	2	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1	1	1	3	2	2	2	1	2	1	1	1	2	1	1
30500	-554.057900905713836	-560.913388856673237	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.665304211572626	0	2	1	2	3	5	3	5	4	6	6	5	8	10	9	10	12	12	13	10	12	11	14	16	14	13	13	14	15	16	16	17	17	17	17	17	18	18	18	20	19	20	20	20	21	22	23	23	22	25	23	24	23	24	26	25	24	25	27	26	25	29	26	26	27	28	30	30	29	30	30	31	31	31	30	36	35	33	32	35	33	33	35	35	35	37	34	37	33	32	33	34	36	37	37	36	37	38	35	37	38	39	41	0	1	0	1	2	4	4	5	4	5	12	7	12	15	12	13	13	20	14	6	14	20	18	18	21	18	21	18	18	26	18	28	28	28	31	31	28	30	24	41	35	30	32	41	41	38	33	45	44	47	32	47	0	0	50	51	45	44	49	47	52	63	51	0	51	61	59	64	64	60	66	69	75	66	64	65	78	72	68	73	74	74	75	72	92	93	79	75	74	65	79	75	72	81	85	80	89	89	72	84	93	84	102	1	2	1	1	1	2	1	1	1	2	1	1	2	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	2	2	1	1	2	1	1	1	1	2	2	2	1	1	3	1	1	1	1	1	1	2	2	2	1	2	2	1	2	1	2	2	2	1	1	1	1	2	2	4	1	2	1	2	1	1	2	2	1	1	1	5	1	2	1	1	2	2	1	1	2	1	2	1	1	2	1
31000	-574.938352761547776	-581.793840712507176	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.687773649289608	0	1	2	2	3	4	3	4	5	6	4	8	8	9	10	11	12	12	12	10	11	9	14	15	12	14	14	16	16	17	16	17	17	16	17	18	19	19	19	21	20	20	21	19	21	23	23	23	22	24	23	23	23	21	26	25	25	25	27	25	25	28	27	27	28	29	29	29	29	30	30	30	31	31	31	35	34	33	33	32	33	32	33	34	34	36	34	37	36	34	35	36	37	38	38	36	37	39	35	37	38	37	41	0	1	0	1	2	7	1	5	7	5	4	11	11	11	12	20	13	14	15	13	15	12	18	18	21	18	21	18	23	26	26	28	28	18	31	35	28	26	32	41	35	30	28	35	41	41	39	45	40	30	32	39	0	0	46	39	48	49	49	46	47	56	47	0	60	61	59	64	64	65	52	68	64	71	64	65	72	72	68	64	74	71	75	72	80	84	75	68	71	70	87	79	78	89	68	85	89	89	84	78	84	84	93	1	1	1	1	1	1	2	1	1	1	1	2	2	3	1	1	2	1	1	2	1	1	1	2	1	1	1	2	2	2	1	1	1	2	1	1	2	3	1	1	2	1	2	2	1	2	2	1	1	4	2	2	1	1	2	2	1	2	4	1	1	2	2	1	2	2	1	2	1	2	3	1	2	1	2	3	2	2	2	3	1	1	1	2	1	1	1	4	2	2	1	1	2	1	5	1	1	2	1	2	2	1	2
31500	-555.633632330026785	-562.489120280986185	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.700298456369575	-1	0	1	3	3	5	1	4	5	5	5	8	5	9	10	10	11	11	12	10	11	10	13	13	14	14	13	15	15	17	16	18	17	17	18	18	19	19	19	19	20	19	19	20	21	23	22	23	24	25	23	22	24	24	26	26	23	26	27	26	24	28	27	26	27	28	29	30	29	29	29	31	30	31	31	33	35	33	33	34	32	33	35	35	34	37	34	36	35	35	35	35	38	37	37	36	37	38	36	36	38	36	40	0	1	0	7	2	7	2	5	4	5	7	9	4	9	12	14	14	16	15	6	14	11	20	18	21	24	21	24	23	26	26	28	28	28	31	31	32	30	28	30	35	30	32	40	40	38	42	45	44	46	39	39	0	0	46	32	41	44	44	47	51	56	56	0	60	61	59	64	64	65	66	69	64	71	64	70	72	72	75	68	74	74	85	72	75	84	79	79	82	76	79	64	84	82	85	85	89	89	78	72	102	92	101	1	1	1	1	2	2	1	1	2	1	3	2	1	2	1	1	1	1	1	2	1	4	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	2	1	2	2	1	1	2	4	1	3	3	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	2	2	2	1	2	1	1	1	2	1	1	1	2	1	1	2	4	2	2	2	1	1	2	1	2	1	1	1
32000	-586.577168235806539	-593.432656186765939	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.685948522834795	0	1	1	3	2	5	2	4	4	6	4	7	6	10	9	10	11	11	11	12	12	10	13	13	13	14	14	15	16	17	15	18	17	17	17	17	19	17	20	20	19	19	20	20	20	22	22	22	24	24	22	24	24	23	26	23	25	25	27	26	26	29	27	26	28	28	29	29	29	29	30	31	30	31	31	35	35	33	32	31	30	33	34	35	36	36	36	37	36	36	34	35	38	35	34	36	38	39	36	37	38	40	42	0	1	0	7	2	4	1	5	7	5	7	7	11	11	13	12	12	22	14	14	17	12	18	18	21	24	21	23	23	26	26	28	23	28	31	31	32	26	28	35	31	38	28	41	35	38	39	40	44	46	32	51	0	0	46	39	48	44	58	46	47	63	56	0	60	51	59	64	64	65	66	68	64	81	69	70	72	72	68	64	51	74	68	72	69	77	91	79	82	76	79	80	78	82	73	80	89	89	72	77	78	99	102	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	2	2	1	1	1	2	3	1	2	3	1	2	1	1	1	2	1	1	3	1	2	2	1	3	1	1	3	1	1	2	1	1	1	2	1	2	2	2	1	2	2	3	1	3	2	3	1	1	1	2	1	1	2	3	2	2	3	1	1	3	1	2	2	1
32500	-571.736631729167016	-578.592119680126416	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.697346790488684	0	2	2	3	3	5	3	4	4	6	5	7	9	10	11	11	12	11	13	11	10	11	13	13	13	14	14	16	15	16	15	17	17	17	17	18	19	20	19	20	19	19	20	20	20	22	23	22	24	24	22	24	25	24	26	25	24	26	28	26	25	28	27	27	27	27	29	30	28	30	30	31	31	32	30	34	35	32	33	33	31	34	34	34	36	35	36	36	36	35	34	36	34	38	38	36	37	37	36	36	38	39	41	0	1	0	2	2	7	1	5	4	5	7	11	11	11	21	13	12	12	14	12	11	13	18	18	17	24	20	24	23	26	26	28	24	28	31	31	28	42	32	35	35	30	28	35	41	38	33	45	44	46	32	47	0	0	46	46	48	49	58	47	52	56	56	0	56	61	58	64	64	47	66	69	64	71	64	70	84	68	73	64	66	81	73	78	91	84	79	91	74	76	68	80	72	74	85	79	89	89	78	93	84	77	102	1	1	1	1	1	1	3	1	1	1	1	1	2	2	1	2	2	2	2	2	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	2	1	1	2	1	2	2	2	1	1	3	1	2	1	2	1	1	1	2	2	2	2	1	1	1	2	1	1	1	1	1	2	1	3	1	2	3	2	2	2	1	1	1	3	2	2	1	1	1	1	2	1	2	1	2	1	2	2	1	1	1	1	2	1	2	1	1
