step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62
53500	-226.434922346335100	-233.290410297294471	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.837671032517317	0	4	3	2	5	3	5	7	6	7	9	11	8	8	9	11	9	9	12	11	10	11	13	13	13	12	14	15	12	14	13	14	14	12	14	15	14	14	15	14	15	15	16	16	17	16	16	15	16	19	17	16	14	18	18	17	20	21	22	23	25	26	0	1	4	1	3	1	2	6	1	7	8	17	7	9	14	21	14	9	17	11	9	10	18	22	20	15	23	34	15	29	21	16	12	16	20	16	16	19	26	29	31	32	36	20	38	32	22	53	40	56	42	26	34	41	47	43	45	55	55	58	59	59	1	2	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	3	2	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	4	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1
54000	-237.744149365786200	-244.599637316745572	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.655578688872173	0	4	3	2	4	5	6	8	8	7	9	11	8	8	9	11	9	10	11	10	10	13	11	12	12	11	13	15	13	13	11	14	14	13	15	14	15	15	15	14	16	15	16	17	16	16	15	16	16	17	16	15	17	18	19	19	21	21	23	24	25	26	0	4	1	1	4	1	5	6	1	4	5	9	6	7	10	15	5	7	13	11	13	14	13	31	10	3	23	33	19	12	17	24	19	18	22	27	33	30	34	26	35	23	42	48	24	32	34	42	23	11	32	33	45	36	50	38	55	28	48	36	59	56	1	1	1	1	1	3	1	2	3	2	1	2	2	1	1	1	1	2	2	1	1	2	2	1	3	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	1	1	1	2	1	2	1	3	3	5	1	3
54500	-253.219036209716222	-260.074524160675594	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.491886506273624	1	3	3	2	4	6	6	6	8	7	8	11	9	8	8	11	10	9	11	13	10	12	12	13	13	12	13	14	14	12	13	14	14	14	15	14	14	14	15	14	16	16	16	16	16	16	15	14	15	19	17	16	16	18	19	19	21	21	24	24	23	26	0	1	1	1	4	2	4	2	10	3	1	10	10	7	5	6	2	3	8	30	14	19	21	19	19	8	21	19	13	8	19	21	24	16	10	23	12	27	19	26	16	27	37	20	24	39	10	30	30	22	38	19	30	41	36	13	41	45	57	19	35	37	1	1	1	1	2	1	2	2	1	2	3	2	1	2	2	2	3	3	2	1	1	1	1	1	1	2	2	1	2	2	1	2	1	2	3	1	2	1	2	1	2	2	1	1	2	1	3	1	3	4	2	2	2	1	2	4	2	1	1	5	4	5
55000	-239.150774592449437	-246.006262543408809	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.636726991677862	0	4	3	1	5	5	5	7	8	8	9	11	9	8	7	11	7	10	11	13	10	13	12	13	13	10	12	14	13	13	13	15	13	13	14	14	15	14	15	13	16	15	15	16	17	17	16	15	16	18	15	15	17	18	20	20	21	20	23	24	22	27	0	3	4	1	3	2	4	2	1	7	17	13	6	17	6	11	6	13	14	18	15	9	26	19	15	9	14	24	9	13	19	38	15	10	22	21	22	23	22	12	38	31	23	52	27	51	32	24	35	48	29	29	38	42	51	49	55	44	57	56	56	47	1	1	1	1	1	1	1	2	3	1	1	1	2	1	1	1	1	1	2	2	1	2	1	1	3	1	2	1	2	2	1	1	2	3	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	3	2	1	2	2	2	1	4
55500	-269.055161999247161	-275.910649950206562	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.559782205505181	0	4	2	2	5	6	6	7	8	6	8	9	9	9	10	11	8	9	11	13	11	12	12	11	14	12	14	12	14	14	12	15	14	12	15	13	14	12	13	13	16	14	16	16	17	17	17	14	17	19	17	16	17	18	19	18	20	21	21	24	26	27	0	1	1	1	1	5	5	4	5	2	6	9	11	8	11	15	5	8	13	15	12	7	11	18	39	24	23	13	21	31	17	22	14	7	38	12	22	21	34	11	27	22	25	42	30	27	13	7	5	51	36	38	34	51	41	52	37	43	55	51	60	56	1	2	1	1	3	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	3	3	1	1	1	2	2	1	1	3	2	2	2	2	3	1	1	1	2	2	1	1	1	1	1	4	3	4	1	1	2	2	1	1	1	2	2	1	4	1	4
56000	-228.274869562800546	-235.130357513759918	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.861158919396734	1	3	2	3	5	6	5	7	7	6	9	10	8	9	10	11	10	8	12	12	9	11	12	12	13	12	13	13	14	12	14	15	14	12	16	13	15	14	15	14	14	16	16	15	16	16	17	16	16	17	16	17	16	18	20	19	20	21	22	25	25	26	0	3	1	3	4	2	4	4	7	7	8	2	9	8	8	12	13	10	22	12	6	14	16	21	8	22	24	5	27	12	30	33	27	9	36	16	34	17	40	26	36	19	26	36	38	37	25	41	38	42	38	51	38	53	54	52	52	45	57	59	59	60	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1	1	1	1	2	2	1	1	3	1	1	1	1	2	1	1	1	3	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1
56500	-193.275661355151783	-200.131149306111155	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.987384892257938	0	3	2	1	3	6	6	7	8	7	9	10	6	8	9	11	9	9	11	13	10	11	12	12	13	10	13	15	13	14	13	13	14	13	15	13	15	15	14	14	15	14	15	16	15	16	15	15	15	18	17	17	16	19	19	18	20	21	23	24	23	25	0	1	4	1	4	5	5	7	7	6	9	17	4	8	9	18	10	10	9	12	13	17	19	15	26	6	19	34	16	29	19	12	24	21	34	16	34	42	23	31	36	27	30	29	33	27	25	27	32	43	48	38	43	51	50	20	56	56	58	59	58	61	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
57000	-170.757519849169938	-177.613007800129310	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.946114903597036	1	3	3	2	4	5	6	7	8	7	9	10	8	8	9	11	7	10	12	12	10	12	12	11	14	11	13	15	14	13	13	13	14	13	13	14	14	14	14	13	15	14	14	15	15	16	16	15	17	18	15	16	16	17	19	19	21	22	22	24	24	26	0	1	4	1	4	3	1	6	17	6	14	7	7	8	17	12	7	11	12	12	9	12	15	15	18	15	18	37	19	26	16	24	16	24	20	35	19	32	16	16	31	26	30	34	25	41	33	32	51	47	40	39	35	28	48	49	55	56	55	57	59	61	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
57500	-222.319848064427163	-229.175336015386534	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.664000946054108	0	2	2	2	5	6	4	7	8	7	9	9	7	8	9	10	9	8	10	11	10	13	12	12	13	12	12	14	14	12	13	14	14	13	14	15	15	15	15	15	13	15	15	17	13	16	15	15	16	18	17	17	16	19	20	18	22	22	22	24	25	26	0	1	1	1	3	3	3	5	8	5	5	10	5	1	13	17	6	3	11	18	18	26	17	12	20	19	21	20	30	21	20	31	20	21	45	19	25	27	34	31	1	41	34	42	18	29	27	12	34	27	43	53	47	45	56	20	38	51	53	58	56	55	1	1	1	1	1	2	1	2	1	1	3	1	1	3	1	1	1	2	1	2	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	6	1	1	1	2	1	1	2	3	3	1	1	1	3	1	3	3	3	2	1	4	3
58000	-188.954636770715894	-195.810124721675265	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.880263738361789	1	4	3	2	4	5	6	7	7	8	8	9	8	9	9	10	10	10	10	12	11	13	11	12	14	12	14	14	13	13	13	13	13	13	16	13	14	14	15	14	15	15	16	17	15	17	14	15	16	18	16	16	16	18	18	19	21	21	23	24	25	26	0	4	1	1	3	3	5	7	7	2	7	13	8	11	8	10	10	12	13	16	12	15	12	12	30	15	26	20	21	21	24	21	20	24	39	23	33	31	31	34	36	26	22	48	25	27	18	31	47	46	20	25	36	49	47	54	56	55	58	59	60	59	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1
58500	-166.986455679321381	-173.841943630280753	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.916436868974763	1	3	3	3	5	5	6	7	8	6	7	11	8	8	9	12	10	10	9	12	11	11	13	12	13	10	14	14	14	13	13	14	15	13	15	14	13	14	15	14	16	16	15	16	16	16	16	15	16	19	14	16	17	18	18	20	21	21	23	24	26	23	0	1	1	1	2	3	3	6	10	3	5	15	10	7	8	26	14	9	9	12	15	9	21	26	17	7	16	16	16	12	22	22	34	21	30	25	22	20	40	16	40	40	38	37	12	30	39	27	40	35	24	29	48	44	53	40	56	47	57	62	59	48	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	4
59000	-201.343165018311254	-208.198652969270626	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.826860054353591	0	3	2	3	4	6	4	8	6	8	9	11	8	9	10	11	8	9	12	13	11	13	13	13	12	11	13	14	14	14	14	14	12	14	15	14	14	14	15	14	15	12	15	15	15	17	16	14	15	18	16	16	16	18	18	19	21	21	23	25	24	26	0	3	1	1	3	5	2	9	5	6	3	18	6	13	14	8	9	10	21	33	15	26	19	25	11	18	26	26	21	42	21	33	18	25	24	27	16	42	19	12	29	21	42	37	23	39	20	22	24	41	48	40	38	52	44	40	56	54	57	61	57	61	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1
59500	-197.258530888332132	-204.114018839291504	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.919913545222727	0	3	3	1	4	3	5	8	9	7	8	9	9	9	10	11	10	9	11	12	11	12	12	12	14	11	13	13	14	10	13	14	14	13	14	13	14	14	15	14	16	16	15	16	17	16	17	15	15	16	16	17	15	18	19	19	21	22	23	24	25	26	0	1	4	1	3	1	4	7	10	7	5	10	7	11	9	17	10	11	12	15	9	12	21	13	20	18	18	24	20	8	23	16	27	16	22	24	23	22	29	23	33	33	34	32	41	19	29	33	23	38	25	33	34	39	47	50	53	57	47	59	60	61	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1
60000	-216.960407512999836	-223.815895463959208	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.826158485639638	0	4	2	3	5	5	5	7	8	7	8	11	8	7	9	8	9	8	11	11	10	12	13	12	14	11	14	15	13	12	13	14	14	14	16	15	15	15	16	13	14	15	14	16	16	15	15	14	16	18	16	17	16	19	18	20	21	21	23	23	25	25	0	3	1	3	4	1	2	7	14	6	4	21	7	7	13	6	14	7	14	13	17	9	26	14	30	7	22	24	12	21	20	22	40	26	23	25	32	40	37	20	24	31	26	33	43	30	31	29	36	35	27	47	40	44	41	25	54	52	58	57	60	60	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	3	1	1	1	1	2	1
60500	-172.585572125381219	-179.441060076340591	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.955212000044743	0	4	2	2	5	5	6	7	8	8	9	10	7	8	9	10	10	10	11	12	11	13	12	13	13	11	14	13	13	13	12	14	14	12	15	14	14	14	15	14	15	16	13	15	16	17	16	15	16	18	14	17	16	18	20	20	20	22	23	24	25	26	0	3	1	1	2	3	5	5	7	8	14	9	5	7	8	11	13	9	16	21	7	21	12	26	16	14	21	16	26	20	26	23	34	18	43	20	34	25	23	24	51	33	31	30	33	35	38	16	37	46	19	53	37	45	54	50	50	56	58	58	60	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
61000	-166.897060294074322	-173.752548245033694	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.959232963556420	0	2	2	2	3	5	5	7	9	7	9	10	9	7	9	11	9	10	11	13	10	13	11	13	12	11	13	15	12	14	13	15	15	13	15	14	13	13	15	14	15	14	16	17	17	16	17	15	16	17	16	15	16	18	19	18	20	20	23	23	25	27	0	1	1	1	4	5	3	7	8	6	14	13	8	7	14	8	14	9	18	17	11	12	17	21	19	10	26	34	14	16	13	25	34	16	38	20	16	9	27	23	25	27	40	52	49	52	39	37	40	49	30	40	36	50	47	49	50	54	49	58	60	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
61500	-234.818036764689111	-241.673524715648483	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.692588009415196	1	4	3	2	5	5	5	6	8	7	7	11	9	8	9	11	9	10	11	12	10	12	12	11	13	11	13	14	13	13	14	14	15	13	14	14	14	14	14	14	15	14	15	17	16	16	15	15	15	19	16	16	16	17	18	20	20	20	23	23	24	25	0	3	1	1	2	1	3	3	3	7	3	15	14	6	11	15	11	9	21	9	14	11	9	13	24	15	12	20	9	6	12	24	32	16	26	23	19	16	26	18	20	24	20	28	37	11	40	24	42	45	20	18	27	51	46	45	40	31	57	56	60	56	1	1	1	1	1	3	1	2	2	1	3	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	3	3	1	2	1	1	1	1	1	2	1	2	2	1	1	1	1	4	1	3	1	1	2	2	2	1	1	2	2	3	2	1	1	3
62000	-184.711736860193923	-191.567224811153295	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.691513424944139	1	3	3	3	4	5	5	7	8	8	9	9	7	8	10	11	9	8	12	12	10	11	11	12	11	11	14	11	14	12	13	15	14	13	15	13	13	14	15	12	15	15	14	16	16	13	16	15	17	18	16	16	16	19	18	19	21	22	23	23	25	27	0	1	1	1	1	3	3	7	3	13	8	3	5	13	13	12	6	8	16	15	18	7	12	15	14	11	34	15	19	15	10	46	30	16	33	23	30	20	33	21	33	34	37	34	42	28	1	38	48	52	32	28	24	49	51	45	54	54	57	57	60	61	1	1	1	1	1	1	1	1	2	1	1	3	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1
62500	-199.619123265289176	-206.474611216248547	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.852303420818471	0	4	3	2	4	5	6	6	8	7	8	11	8	8	9	9	10	9	11	12	11	10	12	12	14	9	13	15	13	14	13	14	15	13	15	15	15	12	14	14	15	14	16	15	16	16	16	16	16	19	17	16	17	19	18	18	20	21	20	24	25	27	0	1	4	1	3	3	1	5	10	7	6	26	8	8	11	13	15	11	9	26	16	10	21	22	31	9	21	40	21	27	21	24	31	12	31	42	25	26	21	38	31	27	25	31	39	25	25	25	27	52	49	25	35	46	48	36	53	50	51	57	58	61	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1
63000	-185.933021393653007	-192.788509344612379	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.992665735156092	1	3	2	2	5	5	5	7	8	7	9	11	9	9	10	11	9	10	12	11	11	12	13	13	13	11	13	11	13	13	13	15	14	14	15	13	15	14	15	14	15	15	16	16	16	16	15	13	17	19	17	15	17	17	19	18	21	19	23	25	25	26	0	1	1	1	3	3	4	6	7	6	10	9	6	10	9	17	10	17	13	17	14	16	20	13	26	17	12	17	20	20	12	48	23	31	38	26	48	29	36	31	48	23	37	38	42	37	15	14	43	54	43	33	32	32	46	49	50	39	57	59	59	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
63500	-197.770009354180132	-204.625497305139504	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.912465655882361	0	4	2	3	5	6	6	6	7	7	8	10	8	9	9	11	10	9	11	13	10	12	13	12	13	12	14	14	14	13	13	15	15	12	15	12	14	15	14	14	14	15	15	17	17	16	15	16	17	19	17	16	14	18	19	19	19	21	21	23	25	27	0	4	1	1	4	3	5	4	1	6	3	11	7	7	10	18	10	8	14	17	14	16	21	21	19	17	34	30	34	24	19	23	20	16	20	19	36	27	31	31	16	23	30	33	43	28	41	27	42	46	43	41	34	32	44	33	45	50	55	59	55	61	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1
64000	-223.154384872285334	-230.009872823244706	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.620962087267979	0	3	3	1	4	6	6	8	7	7	8	9	8	9	10	11	8	10	11	13	11	13	12	12	13	12	13	14	13	14	14	14	13	13	16	14	14	13	15	14	13	14	15	16	17	16	14	16	16	18	15	16	16	18	18	19	21	20	22	23	25	26	0	4	1	1	4	1	3	7	7	4	1	9	6	6	8	15	10	8	11	24	5	21	11	15	9	13	19	21	14	23	41	24	9	21	22	23	29	16	29	26	26	23	40	37	53	40	38	32	31	42	34	37	39	43	49	44	55	30	35	57	58	59	1	1	1	1	2	3	1	1	1	3	4	1	1	1	1	1	1	1	1	1	4	1	2	1	3	1	1	2	3	1	1	1	3	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	3	1	2	2
64500	-191.604026824003768	-198.459514774963139	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.902259786119477	0	2	3	2	4	4	5	7	8	6	9	11	8	8	10	10	8	10	10	12	10	12	11	12	12	11	13	14	10	13	13	13	14	12	16	14	14	14	13	14	15	15	16	16	16	15	16	14	16	17	15	17	15	18	19	19	21	22	24	25	24	27	0	1	1	1	3	3	5	6	8	6	10	14	10	7	9	13	7	13	9	14	8	16	29	16	21	11	12	25	9	34	23	25	32	29	51	20	20	22	15	22	31	23	28	33	41	40	53	30	33	46	39	28	27	44	49	50	28	54	57	59	58	59	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1
65000	-202.655413001111015	-209.510900952070386	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.736325361330514	1	3	2	3	4	5	6	8	8	7	8	11	7	9	8	12	10	10	11	12	10	12	11	13	13	11	13	14	12	13	14	15	15	14	15	14	15	14	14	14	16	16	14	17	16	16	15	16	17	19	17	17	16	19	20	20	22	22	24	24	25	26	0	1	1	1	3	3	5	5	5	3	5	15	2	11	10	11	11	11	21	13	7	14	9	23	23	18	15	8	19	17	21	36	27	26	34	23	24	25	20	30	26	43	20	45	32	34	26	38	39	52	41	40	33	45	46	33	56	54	58	50	42	60	1	1	1	1	1	1	1	1	2	2	3	1	2	1	1	2	1	1	1	3	2	2	1	1	1	1	2	3	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	1	1	1	3	4	1
65500	-209.117697335941443	-215.973185286900815	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.810035134705479	0	4	2	3	3	5	5	7	8	7	8	10	8	8	10	12	9	10	12	13	10	13	11	12	14	9	12	14	14	13	11	15	14	13	15	15	15	14	15	14	16	15	14	17	17	17	16	15	17	17	16	16	16	19	19	19	21	21	23	25	26	27	0	3	1	1	1	5	5	2	8	4	3	13	10	10	9	17	13	8	31	23	11	31	26	26	19	11	31	19	31	18	9	15	18	19	30	43	43	27	22	23	32	23	27	41	29	32	43	27	52	22	28	29	38	36	36	49	44	53	58	59	60	60	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	2	2	1	1	2	3	1	1	1	1
66000	-219.554702562693194	-226.410190513652566	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.898701802566155	0	2	3	3	5	6	4	7	8	6	9	10	8	8	10	11	10	9	11	13	10	12	12	13	12	11	14	12	13	13	13	14	14	14	14	15	15	14	14	14	15	14	15	17	16	16	16	12	16	18	17	16	15	18	19	19	21	21	23	23	25	26	0	1	1	1	7	5	3	4	7	4	5	10	6	10	9	18	13	8	14	23	5	19	6	17	26	12	30	26	16	28	5	25	28	28	26	22	34	20	25	12	35	25	23	46	35	34	39	17	43	46	30	34	15	52	29	52	54	55	57	58	57	60	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1
66500	-218.461701402409432	-225.317189353368803	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.728024812604989	1	3	2	3	4	5	5	7	9	7	8	10	9	9	9	11	9	10	11	13	8	12	12	13	13	10	13	15	12	13	13	14	12	11	15	13	14	15	15	14	15	16	16	16	14	16	15	15	17	19	16	16	15	16	19	20	21	21	23	24	25	26	0	1	1	1	4	3	4	6	3	7	1	17	10	8	8	9	11	11	9	15	8	8	12	29	34	11	19	27	9	15	19	12	21	9	31	19	12	30	33	23	9	20	24	25	31	34	16	45	46	52	32	25	16	27	37	38	55	55	56	58	60	59	1	1	1	1	1	1	1	1	3	1	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	3	1	2	2	1	1	1	3	1	1	1	3	1	1	2	1	1	2	1	1	2	1	2	1	1	2	3	1	1	2	1	1	1
67000	-219.449033323119494	-226.304521274078866	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.798369251067023	0	2	3	2	3	6	6	8	7	8	7	10	8	9	9	10	10	9	11	13	10	13	12	12	13	12	13	15	13	12	13	15	14	13	16	14	14	14	15	13	15	16	15	17	16	16	17	14	16	17	16	17	17	17	18	19	21	20	23	23	25	25	0	1	4	1	2	3	4	7	5	9	1	18	3	10	13	9	14	9	18	24	10	10	16	19	19	12	12	33	17	16	14	22	19	10	38	26	23	24	33	26	31	34	15	48	26	24	43	23	38	49	23	46	32	37	32	35	32	44	54	57	58	59	1	1	1	1	1	1	1	1	2	1	2	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	2	2	2	1	1	1	1	2	1	1	1	2	1	4	1	3	1	2	1
67500	-206.932052745514653	-213.787540696474025	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.696969488640415	0	3	2	2	4	5	5	8	8	7	8	10	7	7	10	11	9	9	11	11	11	11	13	13	13	11	12	15	13	12	14	14	14	12	15	14	14	12	15	15	16	16	14	16	17	16	17	15	15	18	17	15	16	17	20	20	21	21	23	24	23	26	0	3	1	1	1	3	5	13	13	7	3	17	7	7	11	17	10	8	15	8	17	18	26	22	26	18	2	21	13	20	30	15	20	21	32	16	34	12	29	24	19	32	22	27	39	31	26	29	15	31	39	36	23	39	40	32	23	56	51	56	51	59	1	1	1	1	2	2	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	4	2	3	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	1	1	3	1	2	2	1	1	1	1	2	3	4	1	2	1	2	1
