step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110
1	-1925.902338657100245	-1924.440256572581347	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.622796895823608	-1	3	2	3	3	6	5	6	7	6	7	8	8	9	8	9	8	8	10	10	11	9	9	9	9	10	12	11	10	12	12	12	12	11	12	11	12	13	13	14	12	14	13	12	13	13	13	13	16	15	15	15	14	16	14	15	16	16	15	15	16	16	17	16	16	18	17	18	18	17	18	16	16	17	17	19	18	18	17	18	18	19	19	18	19	18	19	19	20	20	20	21	19	20	23	21	22	22	23	23	22	22	23	23	24	24	26	26	27	28	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	4	3	4	4	4	4	5	5	5	5	5	5	5	6	6	6	5	5	5	5	6	7	6	6	7	7	7	7	6	7	6	7	7	7	8	7	8	7	7	7	7	7	7	9	8	8	8	8	9	8	8	9	9	8	8	9	9	9	9	9	10	9	10	10	9	10	9	9	9	9	10	10	10	9	10	10	10	10	10	10	10	10	10	11	11	11	11	10	11	12	11	12	12	12	12	12	12	12	12	13	13	14	14	14	15
500	-705.311618209419294	-703.623053952764394	-1.688564256654851	0.000009990901162	0.000015661166878	1.567542969715192	0.531700807348285	0	4	2	3	2	5	5	7	8	6	6	9	6	9	9	10	9	7	10	10	11	10	9	9	9	8	13	11	11	13	12	11	12	11	11	11	11	12	13	15	11	14	13	13	14	13	13	13	16	15	14	15	14	16	15	15	16	16	14	15	16	16	17	15	15	18	16	17	19	17	18	16	17	17	15	20	18	19	15	18	18	18	19	19	19	16	19	19	21	20	20	21	20	21	23	21	23	23	24	23	21	22	23	22	24	24	27	25	27	28	0	3	0	1	1	4	1	5	10	6	7	10	6	8	6	10	1	11	1	9	13	9	4	1	13	7	4	12	17	16	7	15	18	9	12	15	23	37	11	26	23	47	3	12	43	32	13	20	40	41	47	38	28	27	19	44	9	48	44	35	64	47	45	48	32	6	13	59	44	51	65	18	62	65	4	66	62	57	39	57	62	57	57	16	36	30	52	11	66	66	66	88	66	62	93	70	89	88	82	0	85	67	101	0	67	89	104	68	62	99	1	2	1	1	1	1	2	2	1	1	1	2	1	1	2	1	3	1	5	1	3	1	3	4	1	1	3	1	1	2	4	1	2	1	1	1	1	1	3	3	2	1	4	3	1	1	3	2	1	1	1	2	2	2	3	1	4	2	1	4	1	3	1	1	2	7	7	1	2	1	1	6	1	1	5	1	1	2	1	1	1	1	1	6	4	1	2	8	2	1	1	1	1	2	1	1	1	1	2	1	1	6	1	1	5	2	2	5	7	1
1000	-693.622326469225186	-691.770134163057605	-1.852192306167600	0.000010014209627	0.000019700780674	1.967282632105632	0.638196187442757	-2	4	1	4	3	6	5	6	8	7	7	8	8	8	9	8	5	8	10	11	11	10	10	8	9	10	13	10	9	13	12	11	9	12	11	11	12	14	14	14	11	13	14	11	13	13	13	13	17	14	15	16	12	17	14	16	14	15	15	15	17	16	17	14	16	18	16	17	18	17	19	15	16	17	17	19	18	18	17	19	19	20	19	17	18	18	20	19	20	20	21	21	19	21	22	21	22	22	24	22	22	22	24	21	25	24	26	23	25	28	0	3	0	1	3	4	4	4	10	6	17	6	6	8	17	10	2	3	29	26	12	18	6	6	13	4	41	24	11	12	19	15	6	44	25	14	19	25	37	26	26	21	33	29	14	26	37	36	72	34	42	59	21	42	41	44	12	48	50	25	43	57	60	9	23	24	28	65	30	65	39	57	57	65	59	63	57	21	55	75	61	65	18	72	65	48	78	70	78	66	83	81	78	71	96	78	87	88	101	0	62	94	79	0	100	75	85	88	43	102	1	2	1	3	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	2	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	2	4	1	1	3	1	1	1	2	4	3	2	1	2	1	3	1	1	1	1	1	2	3	2	1	1	3	4	2	1	3	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	4	1	2	4	3	2	3	3
1500	-735.738666551782330	-734.017956857824970	-1.720709693957390	0.000010020109243	0.000016487027445	1.645393981755455	0.616748174129713	-1	3	1	4	3	4	5	6	7	7	7	8	8	9	7	10	9	9	10	11	11	9	10	9	8	10	11	12	10	12	12	11	13	11	11	10	12	13	14	15	12	12	13	12	14	11	14	13	16	16	15	15	14	16	13	15	16	15	14	15	15	16	17	16	14	18	17	18	18	16	18	16	16	17	17	18	18	18	18	18	18	19	19	19	19	19	20	18	20	20	20	21	19	21	24	21	23	22	22	23	21	21	24	23	24	23	24	27	26	27	0	3	0	1	3	1	1	7	4	6	7	10	6	8	2	10	15	2	11	14	36	13	25	4	6	9	11	26	18	24	36	22	46	25	18	15	46	23	46	41	4	18	27	13	43	26	31	32	45	59	53	33	29	26	26	44	30	48	44	65	35	7	52	21	22	65	57	39	36	27	30	30	65	39	56	52	30	16	49	31	53	13	75	72	74	79	76	75	78	71	28	48	66	71	98	87	62	66	96	0	69	62	75	0	100	82	102	103	7	87	1	1	1	2	2	2	3	1	1	2	1	1	3	1	2	2	1	2	2	1	1	1	1	2	2	2	1	1	1	2	1	1	1	1	1	1	1	2	2	1	4	1	1	2	1	1	1	1	1	1	1	1	2	3	1	2	2	1	1	1	3	4	1	4	2	3	1	2	4	3	2	2	1	1	1	2	3	2	1	3	2	4	1	1	1	1	1	1	1	1	2	4	1	3	1	1	3	3	1	1	2	1	4	1	1	2	2	1	8	4
2000	-709.688003494502482	-707.684735046708511	-2.003268447793997	0.000010058674719	0.000023637590207	2.349970634138034	0.543144909222252	-1	3	3	3	2	5	5	7	7	7	7	8	8	9	9	10	9	8	9	10	12	9	10	9	9	9	11	10	11	12	13	13	13	11	12	11	12	13	13	13	12	14	14	11	13	13	13	14	16	16	16	15	15	17	15	15	17	17	15	16	16	15	17	16	16	18	18	18	17	18	17	17	16	18	18	19	17	18	17	18	18	19	19	18	17	18	19	19	20	21	20	22	20	21	23	20	21	21	23	22	22	20	23	23	24	22	26	25	27	27	0	5	0	1	1	4	5	5	4	6	6	6	10	8	18	13	8	11	7	11	15	9	18	10	10	9	19	22	15	12	15	25	16	24	26	17	16	36	34	35	27	40	36	15	44	23	17	12	46	40	43	41	9	41	41	30	65	48	44	10	39	12	32	48	21	46	37	72	15	53	45	30	28	77	57	78	10	65	49	58	58	71	74	30	32	51	86	79	78	86	66	58	71	83	96	78	82	89	93	0	84	67	68	0	86	89	101	43	99	108	1	1	1	3	1	1	1	3	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	3	2	3	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	5	2	1	1	3	4	4	3	3	1	2	3	4	1	2	2	1	3	3	2	1	4	2	1	3	4	1	1	1	4	1	1	1	1	1	1	4	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	3	1	2	1	4	5	2	1
2500	-650.619716964275085	-648.781307020817621	-1.838409943457479	0.000010103754737	0.000019532074588	1.933150110655449	0.607636372935351	-1	3	1	4	4	5	6	6	8	6	7	9	7	9	8	10	8	8	10	10	10	9	10	8	10	10	13	11	10	12	11	12	11	11	12	10	12	13	13	14	12	15	13	11	13	14	13	13	16	15	14	16	13	14	15	15	15	16	15	16	16	16	18	15	17	18	17	18	18	17	19	16	16	17	17	19	18	18	17	18	18	18	20	19	20	18	20	17	18	21	20	22	18	21	22	20	23	22	23	24	23	22	24	23	21	24	26	27	26	28	0	3	0	1	1	5	4	4	13	6	2	15	10	8	10	15	10	11	24	24	6	9	22	13	24	5	7	19	24	24	23	25	18	21	26	24	20	44	44	35	26	25	44	24	25	18	29	36	27	43	38	30	28	28	41	44	17	48	47	22	59	42	55	48	57	67	62	59	51	60	29	34	42	57	30	38	37	67	36	45	73	42	89	72	74	74	52	51	46	77	67	93	16	57	80	88	66	96	91	0	94	94	102	0	79	82	97	95	105	107	1	1	1	3	2	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	3	1	1	1	1	3	4	1	1	3	1	1	3	1	1	1	2	1	1	1	1	3	1	1	1	3	2	2	1	1	1	1	1	1	2	2	3	2	2	4	1	1	2	1	1	1	1	2	2	1	6	3	1	1	2	3	3	1	3	2	1	1	1	1	2	1	1	1	2	2	2	2	3	3	2	1	2	1	1	1	1	1	1	1	2	4	1	1	2	1
3000	-632.638133722185671	-630.833501623209486	-1.804632098976196	0.000010277732544	0.000019013252891	1.849946260912958	0.690391184603058	0	4	2	3	2	5	6	5	7	7	8	8	9	9	9	10	9	8	11	11	9	10	9	9	9	11	12	12	10	12	12	13	11	11	11	11	12	13	14	14	12	14	13	12	13	14	13	13	16	15	14	14	13	17	15	15	15	17	14	14	17	16	16	16	16	18	18	19	19	18	17	16	17	17	17	19	18	18	17	18	18	18	19	18	19	18	20	19	19	20	21	20	20	20	23	19	22	21	22	22	23	23	22	23	24	25	26	26	28	28	0	3	0	1	1	5	4	4	2	6	9	6	6	8	11	10	10	8	15	10	12	24	10	10	6	7	26	15	11	36	18	20	23	22	12	7	26	15	33	27	26	29	22	6	26	41	20	20	60	31	38	44	16	46	37	44	17	48	44	23	62	20	46	48	32	46	74	84	30	73	32	35	62	38	56	78	32	43	55	28	57	39	61	62	74	61	74	80	78	43	71	54	71	71	70	58	90	89	87	0	82	87	71	0	80	80	105	98	105	105	1	1	1	1	1	2	2	1	1	2	1	2	3	2	1	1	1	2	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	3	2	1	2	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	1	1	1	3	3	1	1	1	2	1	1	1	2	1	1	3	1	2	2	1	2	1	1	2	3	1	3	1	1	1	1	1	1	2	1	1	4	2	1	1	2	2	1	1	1	1	1	2	1	2	1	4	3	1	2	2	2
3500	-732.977528255303923	-731.337397819297166	-1.640130436006749	0.000011240781164	0.000016302034739	1.450258171586964	0.673960388088251	-1	4	2	3	3	5	5	5	7	6	8	8	9	10	9	7	8	8	10	10	11	10	7	8	10	10	12	12	11	12	11	11	13	12	12	11	13	13	14	15	13	14	12	10	14	13	14	12	16	15	16	15	15	16	15	15	16	16	16	16	16	13	17	17	16	19	17	19	17	17	17	16	17	17	17	19	17	19	17	19	18	19	19	18	19	19	19	18	21	20	21	21	20	18	23	22	21	23	23	24	22	22	24	22	23	23	25	26	27	28	0	5	0	1	3	4	4	4	7	6	5	16	12	23	11	6	16	8	24	11	15	11	7	23	17	24	26	19	13	12	9	15	12	20	26	22	18	15	62	34	32	31	14	12	38	28	44	11	38	37	9	38	38	35	27	44	34	48	45	12	47	6	56	15	13	67	33	62	50	56	57	28	62	65	56	74	50	65	43	51	51	57	71	72	74	77	53	72	78	30	67	45	65	65	78	78	35	89	65	0	93	94	95	0	12	68	98	107	105	104	1	1	1	1	1	1	2	1	2	1	3	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	2	1	2	1	2	1	1	1	1	1	1	1	1	3	1	1	3	2	3	1	2	1	4	1	4	1	5	3	1	2	2	2	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	2	1	2	1	1	2	2	4	2	1	2	1	2	2	3	1	1	2	1	1	7	1	1	1	2	2
4000	-725.882841351451134	-724.110865540403665	-1.771975811047499	0.000011705041701	0.000020718364890	1.770037682812109	0.644482880756535	0	3	1	4	3	6	6	6	8	7	8	7	9	9	8	10	9	9	9	8	11	9	10	9	9	9	13	11	10	13	12	12	13	11	13	11	11	13	13	13	12	14	12	11	14	12	12	13	14	16	14	15	13	15	15	15	16	16	16	15	14	16	18	17	15	18	17	18	18	16	19	17	17	18	16	20	19	17	17	18	18	20	20	18	20	18	19	19	20	20	20	22	16	20	23	21	22	21	23	22	22	21	23	23	23	23	26	25	26	27	0	3	0	1	3	1	4	4	8	6	7	6	10	8	6	20	15	9	11	6	8	10	25	10	10	7	26	19	26	16	11	22	10	13	13	18	18	26	17	22	1	19	24	24	34	17	19	37	14	27	31	38	17	36	40	44	47	51	43	12	37	18	61	48	30	65	29	33	37	21	39	39	62	57	40	84	37	28	47	55	62	33	30	72	74	79	80	72	78	86	66	83	10	71	87	65	84	85	85	0	85	82	101	0	67	85	106	76	105	94	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	3	1	3	1	2	1	2	2	2	1	5	2	2	1	2	1	1	1	2	1	1	1	1	3	1	1	2	2	1	4	2	2	2	3	1	1	2	3	5	2	3	1	1	1	1	1	4	4	2	1	1	4	2	1	1	1	1	2	1	1	1	1	3	1	2	3	2	1	1	1	1	1	1	1	4	1	2	2	2	3
4500	-733.240233113854515	-731.639526263697576	-1.600706850156949	0.000013191772626	0.000017865880443	1.354319919641187	0.681602700496184	-1	2	1	3	3	5	5	6	7	7	8	9	6	8	9	10	8	7	10	10	8	9	9	10	10	10	13	11	11	11	12	12	12	10	13	11	11	14	11	14	13	14	14	13	13	13	14	13	17	16	15	16	15	16	15	15	17	16	15	16	17	14	17	16	16	16	15	19	17	17	15	17	15	17	17	20	19	19	17	17	18	20	19	19	18	18	18	18	21	19	21	21	18	20	22	20	22	22	24	23	22	21	23	23	24	23	25	26	28	25	0	3	0	1	3	5	4	7	7	13	18	13	6	8	10	11	13	8	9	17	8	18	5	9	6	9	26	25	4	16	20	23	18	17	36	23	21	37	23	34	26	48	11	37	23	12	24	30	50	35	28	35	9	40	41	46	22	48	24	23	55	25	51	48	71	71	34	60	34	48	24	20	12	34	46	90	81	87	56	56	33	87	49	72	15	57	57	52	78	57	71	83	30	70	61	69	102	94	104	0	94	94	65	0	96	98	100	75	105	105	1	1	1	2	1	1	2	1	2	1	1	2	1	2	1	1	1	1	2	1	1	1	3	1	3	2	2	1	4	1	1	2	3	1	1	1	1	1	1	1	2	1	3	2	2	2	2	2	1	1	1	1	2	1	1	1	4	3	3	4	1	2	1	1	1	1	2	1	3	2	2	4	3	4	2	1	1	1	1	1	3	1	1	1	2	1	1	1	2	1	3	1	4	2	2	1	1	1	1	1	1	1	3	1	2	1	1	3	3	1
