step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94
1	-498.394994439483185	-496.932912354964287	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.400842201929914	0	2	2	4	4	3	4	6	3	3	4	7	5	4	6	5	7	6	6	6	7	6	5	6	7	7	8	7	9	8	8	7	8	8	8	8	8	8	7	8	8	7	9	10	11	9	9	10	9	9	8	10	9	9	10	10	9	9	9	11	11	13	11	11	11	12	11	12	11	13	12	14	13	13	14	14	14	14	16	16	17	19	18	20	18	18	21	18	22	20	19	21	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	2	2	2	4	3	2	3	3	4	3	3	3	4	3	3	3	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	6	5	5	5	5	5	4	5	5	5	5	5	5	5	5	6	6	7	6	6	6	6	6	6	6	7	6	7	7	7	7	7	7	7	8	8	9	10	9	10	9	9	11	9	11	10	10	11	10	11
500	-590.935524194369123	-588.007442768004694	-2.928081426364420	0.000009962379803	0.000051903198376	5.209919658203362	0.443694661087653	-1	2	2	4	4	4	4	6	4	4	5	6	5	5	6	5	6	6	7	4	7	6	6	7	8	8	9	6	9	9	8	6	8	5	8	9	8	7	7	9	8	8	10	9	9	10	8	9	9	8	9	10	10	9	11	9	9	10	9	10	12	12	11	12	10	13	11	9	12	14	12	15	13	14	14	14	14	14	17	16	17	18	17	19	18	17	21	18	21	21	19	22	20	21	0	1	1	2	3	1	3	20	2	3	3	4	1	5	6	4	2	7	13	3	2	13	5	1	38	28	35	5	26	8	4	10	15	6	13	7	10	6	16	32	17	17	30	3	14	47	15	19	24	6	16	48	5	13	41	1	4	17	2	27	54	39	56	45	6	36	52	5	33	13	59	74	12	1	38	71	27	4	9	68	57	75	75	81	2	54	67	79	51	13	76	82	54	51	1	2	1	1	1	2	1	1	1	1	1	1	4	1	1	1	2	1	1	1	1	1	1	5	1	2	1	1	1	2	2	1	1	1	2	2	1	2	1	1	1	1	1	2	2	1	1	1	1	3	2	1	3	1	1	5	2	3	3	1	1	3	1	1	3	2	1	2	3	5	2	1	4	7	4	1	2	4	5	3	3	2	3	1	9	3	6	1	4	7	3	3	5	6
1000	-459.180861940619991	-455.689783248709261	-3.491078691910741	0.000010008547226	0.000075268350049	7.520407142874208	0.581075748351543	1	3	3	5	5	3	5	7	4	4	4	7	6	5	6	5	6	7	6	5	8	5	5	7	7	6	9	8	9	7	9	7	7	8	7	6	7	7	7	9	9	8	10	10	12	10	9	10	10	8	8	10	9	9	10	9	9	9	10	11	12	12	9	10	10	12	11	10	10	12	12	14	13	13	14	13	14	13	16	17	18	19	18	20	19	18	21	19	23	18	20	21	19	18	0	1	1	6	2	1	3	23	3	3	1	7	9	3	14	1	6	10	10	11	14	1	6	15	11	6	23	15	14	20	20	4	5	5	10	10	7	5	4	12	18	22	4	11	44	58	10	38	21	6	15	56	17	11	14	14	7	34	10	6	35	67	25	18	4	68	26	24	7	2	63	49	10	14	1	49	61	3	75	76	27	65	69	80	53	79	88	79	15	39	83	91	80	61	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	1	1	2	2	1	1	2	2	2	2	1	1	2	1	1	2	1	1	2	1	1	1	1	2	1	3	1	1	2	1	1	2	1	1	2	2	2	1	2	1	3	3	4	1	1	1	1	1	3	1	2	4	2	1	4	2	5	1	1	4	1	2	3	5	3	2	4	2	1	1	8	5	1	1	1	2
1500	-691.655570554968335	-689.183251669797187	-2.472318885171156	0.000009986529478	0.000036687720675	3.673720761222771	0.441534971908908	0	3	2	4	1	3	4	6	3	4	5	7	3	5	6	5	8	4	6	6	7	6	5	6	6	8	9	7	8	8	9	8	9	9	8	9	8	9	8	8	8	7	8	10	11	6	10	10	9	9	7	10	10	10	10	10	10	9	9	10	10	11	11	11	12	12	10	13	10	14	12	15	13	14	12	15	12	14	17	16	16	19	18	20	15	18	21	19	22	19	19	22	19	21	0	3	1	5	1	5	13	6	1	1	6	1	1	9	16	2	2	3	7	10	3	11	13	7	2	8	42	15	7	19	23	2	6	51	3	46	46	14	9	8	21	24	11	46	69	4	28	17	41	11	14	27	43	1	51	11	46	22	51	10	7	33	4	46	29	23	7	35	46	61	44	65	46	62	30	35	67	41	34	73	34	79	57	86	57	80	79	78	39	45	53	93	61	1	1	1	1	2	1	1	1	1	1	2	1	4	1	1	1	1	3	1	1	1	2	1	1	1	1	1	1	1	3	1	2	3	3	1	2	1	1	2	4	1	1	1	1	2	1	1	2	1	1	2	1	1	1	6	2	2	2	2	2	3	2	1	3	3	1	4	3	2	2	2	1	2	4	3	2	2	1	3	4	2	3	1	2	1	1	1	2	2	6	4	5	2	3	10
2000	-597.807053554174445	-594.352881380373447	-3.454172173800970	0.000009967776986	0.000073297750898	7.353470187295770	0.466343093796629	0	2	3	5	4	2	5	7	3	4	4	7	4	4	6	6	6	6	6	6	6	6	5	6	5	8	9	8	9	8	8	7	9	9	6	9	8	8	6	9	8	7	7	11	11	9	7	8	9	9	8	11	9	8	10	10	8	10	8	11	11	13	12	11	11	12	11	10	12	13	12	13	12	14	14	15	13	14	16	16	17	18	18	20	16	18	22	18	19	19	19	21	20	18	0	1	1	13	3	1	3	2	6	6	9	3	2	6	11	7	14	1	11	4	3	2	14	13	6	11	20	2	8	42	24	13	54	30	6	3	6	15	9	37	7	25	7	4	34	32	13	8	31	14	43	34	6	11	40	28	13	25	4	47	54	21	55	53	68	44	7	28	14	13	68	67	40	53	50	70	57	63	76	77	28	80	40	88	26	76	89	61	45	77	81	82	51	4	1	1	2	1	1	1	1	4	1	1	1	3	1	1	1	1	1	3	2	1	2	2	1	1	2	2	1	3	1	1	1	2	1	1	2	4	4	1	1	1	2	1	1	3	1	1	2	1	1	5	1	1	3	2	1	1	2	3	1	1	2	4	1	1	1	1	2	1	4	5	1	1	2	3	4	1	3	1	1	1	4	1	4	1	3	1	2	3	6	2	1	1	6	5
2500	-502.614703436570323	-499.401259075657663	-3.213444360912648	0.000010029507708	0.000063380199374	6.319372916471086	0.512088153767563	1	3	2	5	5	4	5	5	3	4	4	7	4	2	6	6	6	6	5	5	7	6	5	7	6	8	9	7	9	8	8	8	7	8	8	8	8	7	7	9	9	6	9	8	9	9	8	10	8	9	9	11	10	8	11	10	10	8	9	11	11	12	11	11	11	11	9	12	10	14	13	15	13	11	14	13	14	14	16	16	18	16	19	20	17	17	20	18	22	18	19	19	21	21	0	14	1	11	11	14	2	2	1	1	2	10	1	1	7	7	1	1	2	2	6	6	2	8	2	12	11	5	2	22	22	8	23	4	3	6	1	15	20	33	26	7	3	6	21	30	3	29	23	3	18	37	7	2	51	33	38	5	4	47	46	55	35	36	10	16	1	57	26	29	63	53	13	2	69	59	68	7	71	72	78	65	85	90	6	77	36	82	46	42	88	75	80	6	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	3	2	1	2	1	1	1	1	2	1	2	1	4	1	1	2	1	2	3	2	3	1	1	1	1	1	3	1	1	1	3	1	1	2	1	1	2	2	2	2	2	2	1	2	1	1	1	2	3	2	2	1	1	3	1	2	4	5	2	2	1	4	2	1	3	2	1	1	6	1	6	1	7	7	1	2	3	5
3000	-646.115882544389706	-642.919971475696570	-3.195911068693137	0.000010406193260	0.000065014360644	6.247660313257683	0.558382421783434	0	3	2	3	5	4	4	7	2	4	5	8	5	5	6	5	7	6	7	5	6	6	4	5	7	6	8	4	9	8	9	8	8	7	8	8	5	8	6	7	7	6	8	10	11	7	9	10	9	9	9	10	9	8	10	10	10	8	9	11	10	13	10	12	10	12	12	13	11	14	12	13	13	14	14	15	14	15	16	15	17	19	19	19	17	19	21	17	21	17	20	21	20	19	0	9	1	3	9	9	2	18	1	3	23	10	1	4	23	4	10	10	7	28	3	2	1	6	13	16	25	3	11	46	33	42	8	26	14	42	1	42	9	16	4	1	42	6	35	20	8	46	27	37	16	38	34	42	26	8	26	18	28	3	40	65	12	23	10	54	26	32	11	42	38	53	51	33	3	35	69	38	44	73	80	73	81	52	3	85	82	72	88	75	85	84	74	2	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	2	3	1	4	2	2	1	1	1	2	2	1	1	1	3	2	3	2	2	3	2	1	1	4	3	2	3	2	3	4	3	2	2	3	5	3	2	3	3	1	1	3	1	4	7	1	1	2	2	1	1	1	3	5
3500	-630.297600522085645	-627.249274068956424	-3.048326453129208	0.000010559346494	0.000059793932557	5.662654652753195	0.455345877030788	0	3	3	5	4	3	4	6	3	2	4	5	5	3	5	4	6	7	6	6	7	6	6	5	6	8	7	7	9	8	8	7	9	8	8	8	8	8	7	9	9	8	10	11	10	9	9	11	9	10	8	10	8	9	11	10	10	9	8	10	11	13	11	11	11	12	11	12	10	11	12	14	13	14	14	15	14	13	13	17	17	20	18	21	19	16	20	17	22	19	18	21	20	22	0	1	1	16	10	1	9	14	10	1	1	5	3	10	14	3	14	11	7	13	3	10	14	3	1	25	5	25	31	19	5	7	3	17	14	14	15	6	11	27	8	23	53	45	59	53	42	16	18	27	17	27	14	2	41	13	2	24	13	15	54	64	45	56	10	14	14	17	41	26	35	50	45	7	38	78	31	13	44	44	6	83	33	77	42	32	83	76	39	76	36	90	88	8	1	1	2	1	1	2	1	1	1	1	2	1	2	1	1	1	2	2	1	1	2	2	1	1	2	2	3	1	1	1	2	1	3	1	3	2	1	3	1	2	2	1	1	1	1	1	1	4	1	2	1	1	3	3	1	3	4	2	1	1	1	1	1	1	4	5	4	3	1	2	3	2	2	4	3	1	2	3	2	3	7	1	6	4	6	5	1	1	7	1	4	2	2	9
4000	-573.806445707781563	-570.321923940370652	-3.484521767410960	0.000010779261602	0.000080742934767	7.490581242969008	0.473074896687731	1	3	3	4	5	4	4	6	3	4	2	5	5	5	5	4	7	6	7	6	5	6	4	7	8	7	9	7	8	7	8	8	9	8	8	8	8	9	8	8	8	5	9	10	12	9	10	10	8	10	8	10	9	10	10	9	9	9	10	10	11	13	11	11	10	12	10	12	12	13	12	12	13	13	14	15	14	14	16	17	16	18	18	20	19	18	19	18	21	17	19	22	20	22	0	11	1	2	1	2	1	42	1	1	1	7	7	9	23	2	2	7	3	4	2	6	3	23	4	20	28	9	2	6	8	10	14	18	7	42	10	22	15	19	4	9	13	4	51	2	35	27	28	42	28	16	51	2	30	30	14	12	1	28	65	32	67	29	2	65	10	47	2	14	59	50	13	3	11	24	14	30	73	44	58	78	3	33	23	77	79	81	15	30	81	82	82	45	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	2	2	2	1	1	1	3	1	2	2	2	3	1	1	1	2	1	4	1	3	1	2	2	2	2	1	1	3	1	2	4	2	3	1	4	3	1	1	3	3	7	4	4	4	1	3	3	1	6	5	8	1	2	1	6	5	2	2	1	5
4500	-623.198310708626764	-619.580116007030256	-3.618194701596488	0.000011393136011	0.000092434142650	8.113143085293419	0.524665559524021	0	3	2	4	5	3	5	6	3	4	4	6	5	4	6	5	7	6	6	7	8	7	6	6	6	7	8	7	9	8	8	7	7	7	8	8	7	9	8	8	9	8	10	9	12	8	10	10	10	10	9	10	9	10	11	10	10	9	9	12	11	13	10	11	12	12	11	10	12	13	12	15	14	12	13	15	14	15	17	15	17	19	18	20	17	19	21	19	20	20	18	21	20	22	0	1	1	3	6	3	11	14	1	9	1	1	3	3	10	4	7	2	4	14	2	7	7	2	11	2	19	25	42	12	9	11	7	5	7	6	11	17	2	22	32	26	42	26	21	25	51	30	27	2	20	7	42	4	8	31	42	22	26	12	36	57	13	12	7	41	3	35	4	31	42	75	58	7	38	52	8	31	78	45	31	91	68	80	58	62	79	55	1	47	62	82	91	80	1	2	1	1	1	1	1	1	2	1	2	3	2	1	1	1	2	2	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1	1	2	2	2	2	2	1	1	1	1	2	2	1	1	1	1	4	1	2	1	2	2	2	1	1	1	3	1	1	2	2	2	2	4	1	3	3	3	1	3	3	3	2	5	3	2	1	2	1	4	2	5	3	2	3	8	5	2	1	1	7
