step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90
1	-4022.823459762775656	-4021.361377678256758	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.079642515561918	2	11	9	19	19	18	14	17	19	17	16	20	25	23	23	24	23	26	25	30	33	33	28	30	32	31	34	33	32	34	35	36	41	38	48	39	42	40	44	43	54	48	42	42	52	46	49	51	45	45	50	47	51	48	50	48	48	52	50	53	54	54	49	56	52	58	55	62	68	55	55	62	58	61	58	64	66	63	72	73	75	77	81	85	89	89	96	102	98	98	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	3	3	2	3	3	3	3	3	4	4	4	4	4	4	4	5	5	5	5	5	5	5	6	5	5	6	6	6	7	6	8	6	7	7	7	7	9	8	7	7	9	8	8	8	7	7	8	8	8	8	8	8	8	9	8	9	9	9	8	9	9	10	9	10	11	9	9	10	10	10	10	11	11	10	12	12	12	13	13	14	15	15	16	17	16	16
500	-1541.753474195190847	-1539.529022692836179	-2.224451502354666	0.000009995626582	0.000029442917532	2.945579978324283	0.188283144360134	-3	3	11	17	18	19	14	15	20	17	18	21	18	22	25	16	25	18	22	32	35	22	24	28	22	30	35	33	27	32	36	33	40	30	41	31	39	37	34	41	56	42	38	26	52	47	44	51	46	45	50	45	49	50	52	32	36	40	51	55	54	51	51	40	52	42	55	55	65	52	57	62	56	62	59	62	53	61	72	74	71	77	83	84	89	88	95	104	97	100	0	1	1	2	2	3	0	2	8	7	2	2	16	7	9	2	0	8	8	11	24	4	18	9	16	11	24	22	2	18	22	11	20	25	27	25	30	16	19	25	25	24	16	16	25	23	64	35	33	0	11	16	29	64	64	11	3	39	25	43	44	54	32	11	21	56	58	59	44	64	64	29	34	34	66	44	56	29	77	29	44	56	77	66	64	77	66	77	77	64	1	1	2	3	3	1	1	2	1	1	3	3	1	2	1	3	1	1	2	2	2	1	2	1	1	2	2	2	5	2	3	3	2	2	1	2	2	5	2	2	7	3	4	2	6	5	1	2	1	1	5	5	4	4	1	1	3	2	6	3	8	1	4	4	3	3	2	1	9	4	2	6	6	6	7	9	10	7	3	10	9	12	11	11	15	9	16	16	10	17
1000	-1349.039382306851849	-1346.907026546096631	-2.132355760755165	0.000010004449755	0.000026930869221	2.691889097520602	0.328301145449362	-4	6	7	12	18	14	8	18	21	14	9	22	24	19	26	19	23	22	24	30	34	25	28	29	26	20	35	32	34	31	34	27	37	37	48	41	34	38	40	46	55	42	43	28	51	41	49	51	39	37	43	45	51	45	51	33	39	49	48	51	56	49	48	42	51	51	55	49	68	55	55	63	57	56	60	65	50	62	66	72	74	79	77	82	73	86	95	101	97	100	0	1	1	2	11	3	0	11	8	7	2	26	16	7	9	11	0	8	8	11	24	4	18	9	5	11	24	22	16	18	22	5	5	25	51	25	30	32	32	49	34	24	34	8	40	37	64	51	25	0	21	38	43	64	47	10	14	39	25	43	44	64	52	56	51	56	58	33	44	62	57	60	45	68	56	44	56	68	66	29	61	77	77	77	77	77	77	77	85	85	1	2	2	2	2	1	1	2	1	2	1	1	1	1	1	1	1	1	2	3	1	2	1	1	1	2	2	2	3	1	2	2	4	1	1	2	1	3	3	1	3	2	1	4	1	1	2	2	2	1	1	1	2	1	1	2	4	1	3	1	9	1	2	1	1	3	2	2	7	2	4	1	2	2	7	8	5	2	2	8	6	10	6	8	8	8	17	13	7	13
1500	-1234.155674154508688	-1231.799226585007546	-2.356447569501101	0.000010079163940	0.000033510459436	3.324726101791748	0.340776761623573	-2	8	9	19	15	18	12	13	18	14	11	14	23	21	23	20	25	25	21	31	34	25	29	26	34	23	36	34	23	30	35	35	38	38	50	37	42	38	41	41	57	49	41	31	43	45	48	53	41	47	44	44	53	49	51	34	39	49	47	53	54	52	46	43	53	47	52	55	67	56	54	59	58	59	57	65	58	54	56	75	73	78	74	86	73	88	98	103	98	100	0	1	1	12	11	3	0	11	5	7	2	2	4	7	9	8	0	19	8	11	24	4	18	15	8	16	24	5	2	18	22	26	25	29	21	25	30	32	16	33	40	21	29	12	33	30	64	51	29	0	24	38	45	64	64	14	1	39	49	43	44	54	52	57	51	56	58	33	44	62	57	60	45	68	56	44	66	59	66	68	44	79	75	83	57	83	79	79	85	85	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	2	1	1	1	4	1	2	5	3	1	2	1	1	3	3	1	2	1	4	1	3	3	3	3	1	3	1	2	3	1	2	2	2	1	2	1	7	1	2	2	9	1	1	1	2	3	1	2	6	1	4	2	3	1	7	6	1	2	4	4	7	8	4	3	6	4	14	12	5	13
2000	-1199.513429178942488	-1197.283805784909418	-2.229623394033175	0.000009923913916	0.000029375613454	2.960083461295680	0.484218261286188	-3	7	0	19	20	14	10	12	16	18	16	22	24	17	24	24	25	22	19	27	35	27	26	27	31	32	35	34	27	33	36	36	40	33	38	40	38	40	41	42	51	43	43	31	47	49	43	53	41	42	48	42	51	46	48	44	33	50	52	55	54	51	50	40	50	47	53	61	67	55	56	60	52	59	57	64	64	64	56	70	75	78	72	83	75	87	96	103	99	99	0	1	1	2	11	1	0	2	8	7	8	2	4	7	9	19	0	11	11	2	24	13	18	9	29	19	24	22	16	18	22	16	29	29	24	25	30	32	32	29	43	24	34	16	33	30	64	35	25	0	21	38	43	47	64	64	20	39	36	33	44	64	52	57	35	56	58	74	76	62	57	60	43	59	66	44	66	74	66	78	61	79	79	83	57	83	79	79	85	85	1	1	1	3	1	3	1	1	1	1	1	3	1	1	2	2	1	2	1	4	2	1	1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	1	1	2	1	3	1	2	1	3	1	2	2	1	2	1	2	1	1	2	1	2	1	1	6	2	2	2	2	1	1	1	1	2	3	1	2	1	3	3	3	1	3	1	3	8	2	3	8	3	12	12	4	9
2500	-1061.845879766540293	-1059.498575816830453	-2.347303949709873	0.000009960814587	0.000032849213300	3.297844068164640	0.433780801472917	2	11	8	14	19	18	5	5	18	16	13	20	23	23	26	22	25	15	25	25	32	24	29	29	33	28	34	30	27	33	34	36	41	35	48	40	38	41	41	42	53	43	45	42	50	47	50	44	40	43	45	46	49	48	52	43	36	46	47	54	55	48	49	43	54	49	56	58	68	54	55	61	54	54	55	65	66	61	59	72	74	77	71	79	79	89	96	104	100	100	0	8	1	8	11	1	0	1	2	7	8	8	4	10	9	5	0	11	5	16	24	4	18	15	29	16	24	22	5	23	22	19	5	29	51	34	30	32	16	29	40	21	40	57	49	30	64	24	2	0	48	38	40	64	64	57	10	39	33	25	44	64	52	57	51	56	58	74	61	62	57	33	49	59	66	44	66	74	66	78	61	79	79	83	57	83	79	83	85	85	1	1	2	2	1	3	1	1	1	3	1	2	2	2	2	1	1	1	2	2	1	1	2	1	2	2	2	1	1	2	2	3	4	2	1	1	1	1	2	2	2	2	1	2	1	2	2	2	4	1	1	1	1	1	2	1	6	1	1	4	5	1	1	1	2	1	2	1	2	2	2	4	2	1	2	3	3	1	3	2	3	8	2	2	7	3	10	10	5	6
3000	-1009.029269863027366	-1006.869548381917639	-2.159721481109704	0.000010251968690	0.000028360878899	2.766383682733855	0.508587031366330	3	8	6	17	20	20	10	10	21	19	17	20	25	23	21	22	23	22	24	31	31	27	30	28	32	27	35	31	32	31	35	34	41	37	47	40	41	36	40	43	48	46	39	44	51	47	47	49	40	42	39	43	47	50	53	45	37	45	52	54	53	44	49	40	52	49	51	63	61	55	52	63	53	54	59	63	67	65	60	73	72	78	74	81	76	89	98	99	98	98	0	1	1	8	8	3	0	2	2	7	8	8	5	10	11	11	0	11	9	19	24	11	18	9	26	11	21	22	26	18	22	11	34	29	51	34	30	32	20	29	34	21	34	50	49	37	64	51	25	0	21	38	40	64	47	57	10	39	33	43	50	64	52	57	48	56	58	74	61	62	57	60	41	59	66	44	66	68	66	78	76	79	79	82	57	84	84	84	85	85	1	1	1	2	2	4	1	1	2	2	2	2	1	1	1	1	1	1	1	2	1	1	2	2	1	3	1	1	1	2	2	3	1	1	2	1	2	1	1	2	3	2	1	1	3	2	2	2	2	1	1	1	1	2	1	2	3	1	2	4	2	1	1	1	1	1	2	2	2	2	2	2	1	1	3	5	4	1	3	1	2	6	2	2	6	2	4	5	5	5
3500	-1021.748982079477173	-1019.702637668390935	-2.046344411086195	0.000010019730001	0.000024672534801	2.462395174018840	0.545975386322201	0	10	5	18	15	14	10	15	15	17	17	19	25	25	20	23	22	26	21	27	35	28	20	27	26	26	33	30	29	30	35	31	38	40	47	35	44	40	42	43	43	44	42	41	50	45	49	50	38	38	45	44	50	49	51	46	32	45	46	52	55	46	48	43	53	55	56	64	58	56	53	56	56	55	58	60	68	62	63	74	76	77	81	83	73	86	92	100	96	99	0	3	1	11	2	1	0	2	2	7	2	5	19	7	9	8	0	23	8	5	24	4	11	9	16	2	9	22	25	18	22	26	29	25	24	29	30	26	12	29	25	27	33	50	34	30	64	51	29	0	24	38	43	64	47	64	10	39	41	41	44	64	52	57	27	56	58	74	61	62	64	60	40	41	66	61	66	74	66	74	61	79	79	82	47	84	86	84	85	85	1	1	1	1	1	3	1	1	1	2	1	1	1	3	2	1	1	2	1	2	2	1	1	1	1	3	3	1	1	1	2	1	1	2	3	1	4	3	5	2	3	1	1	1	3	2	2	1	2	1	2	1	1	2	1	1	2	1	1	1	3	1	1	2	3	2	2	2	1	2	1	1	2	2	1	1	3	2	2	2	3	5	3	1	2	1	2	2	5	4
4000	-977.055618060413735	-975.015501187739460	-2.040116872674235	0.000011192695417	0.000027377801787	2.446041884174867	0.589291896853123	0	11	5	20	15	12	12	15	16	19	13	19	26	21	22	24	23	26	22	24	34	31	17	26	34	31	31	36	31	31	37	25	42	37	48	40	43	39	37	42	54	45	40	44	46	47	47	53	44	39	41	38	52	48	51	47	40	52	50	54	55	49	46	44	44	58	55	61	65	57	55	59	56	54	60	64	68	65	62	73	72	75	81	83	77	91	96	102	95	100	0	3	1	2	2	1	0	11	2	7	3	5	4	7	9	8	0	23	2	5	20	4	11	15	29	2	24	22	19	23	22	11	20	25	65	34	30	32	32	29	5	27	34	50	26	30	64	51	25	0	27	32	33	64	47	57	20	39	33	43	44	64	52	57	51	56	58	74	61	62	57	60	29	59	66	61	66	74	66	78	76	79	82	82	57	84	84	87	85	89	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	1	2	3	2	2	2	1	1	1	3	1	1	1	2	2	2	2	1	1	1	1	2	2	1	6	3	1	1	2	2	1	3	2	1	2	2	3	1	1	1	3	1	2	2	3	1	2	1	1	2	1	2	1	3	3	1	3	1	1	2	3	2	1	1	2	4	1	2	4	2	3	3	3	1
4500	-977.305392098338530	-975.611094610453961	-1.694297487884557	0.000013718113641	0.000021694093171	1.581419555080684	0.621693814507224	2	10	7	16	17	15	14	14	16	17	13	18	24	25	22	19	22	28	23	32	32	24	23	29	29	16	31	31	30	32	32	34	41	27	42	39	43	41	42	34	43	49	45	43	50	42	51	50	42	36	45	42	50	48	50	50	44	46	48	56	54	48	50	45	53	55	54	61	66	55	51	62	47	52	60	65	67	65	64	73	71	75	81	80	84	89	93	97	95	94	0	1	1	8	8	3	0	2	2	7	2	2	4	10	9	2	0	23	16	5	27	16	5	15	34	8	24	22	34	23	22	16	29	8	24	29	30	32	32	34	29	27	33	50	40	30	64	51	34	0	35	32	43	64	64	64	33	39	29	43	50	64	52	57	51	56	58	74	61	62	57	60	49	59	66	61	66	68	66	78	61	79	82	82	47	84	86	86	85	85	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	3	1	1	1	2	1	1	2	2	1	1	1	1	1	1	2	3	2	1	2	1	2	2	2	1	2	3	1	2	3	2	2	1	2	1	1	2	1	1	1	1	2	1	2	2	3	1	2	1	2	1	2	2	3	2	2	1	1	1	1	1	2	1	1	1	2	4	1	1	5	2	1	1	3	2
