step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106
1	-7511.381721826357534	-7517.320919045442679	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.925864923017844	-1	1	3	3	3	4	5	4	5	6	6	5	6	9	7	8	8	10	8	9	10	10	11	12	12	12	11	13	15	15	13	13	14	16	13	15	15	14	15	16	16	15	15	16	17	16	16	16	16	17	18	16	17	16	18	17	18	18	17	18	19	18	19	19	19	21	20	20	19	20	19	22	21	20	21	22	20	20	22	21	22	22	26	27	27	27	29	29	29	30	30	29	32	32	32	35	36	36	37	36	38	37	40	42	42	45	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	3	3	3	4	4	3	4	5	4	5	5	6	5	5	6	6	6	7	7	7	6	7	8	8	7	7	8	9	7	8	8	8	8	9	9	8	8	9	9	9	9	9	9	9	10	9	9	9	10	9	10	10	9	10	10	10	10	10	10	11	11	11	10	11	10	12	11	11	11	12	11	11	12	11	12	12	14	14	14	14	15	15	15	16	16	15	17	17	17	18	19	19	19	19	20	19	21	22	22	23
500	-1158.587316864063951	-1164.526514083149095	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.250480611262493	-1	1	3	4	2	5	4	4	3	5	6	6	5	10	6	8	9	11	8	9	7	9	10	13	13	11	12	12	14	15	14	14	14	17	12	14	14	14	14	15	17	16	14	16	17	16	17	17	13	17	18	16	18	16	17	16	18	18	17	19	18	18	20	20	19	20	20	18	20	21	20	22	21	20	21	22	21	20	23	21	22	22	27	27	27	28	30	29	30	30	31	29	32	33	31	34	36	36	36	37	38	37	40	42	42	44	0	1	1	2	2	5	3	5	5	4	3	9	5	10	3	11	12	23	8	10	9	6	12	14	12	22	17	12	21	17	28	22	23	12	23	28	23	21	25	49	22	27	28	43	56	29	38	30	23	28	38	33	33	37	31	31	34	29	29	23	21	28	12	21	21	57	23	49	37	64	52	23	49	29	38	63	28	0	21	33	21	78	37	23	28	49	25	40	49	76	73	68	68	49	49	68	80	80	49	60	29	0	80	0	0	63	1	1	3	1	1	2	1	2	1	1	2	2	2	2	1	1	2	1	3	2	2	2	3	2	3	2	2	4	5	3	1	3	3	5	1	1	2	3	1	1	3	2	1	1	1	1	2	1	1	2	1	2	2	1	1	2	1	3	2	8	6	2	11	11	7	1	3	4	2	1	2	6	4	3	4	1	4	1	11	3	11	1	5	10	10	11	10	11	10	3	4	7	7	14	9	12	10	15	16	11	14	1	11	1	1	14
1000	-1002.623140366583357	-1008.562337585668615	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.385491491694004	-1	1	3	3	3	4	5	4	6	5	6	5	5	8	8	8	8	10	7	9	10	8	11	12	11	12	9	13	14	15	12	13	13	16	13	15	15	15	16	17	15	15	15	16	18	16	17	16	16	17	18	16	18	17	19	17	18	17	15	18	19	19	19	19	18	22	20	20	18	17	18	22	22	20	21	22	21	20	22	21	22	22	26	24	26	27	28	29	29	30	30	29	32	33	31	33	36	36	38	37	39	37	41	43	42	45	0	1	1	2	2	5	3	5	8	8	7	8	2	10	11	11	12	22	8	14	12	19	12	20	21	22	12	25	25	25	23	26	21	21	21	25	12	23	21	49	22	17	31	35	37	28	38	21	31	36	38	33	52	21	49	35	37	37	29	13	21	34	52	37	37	49	50	44	46	59	37	59	64	65	59	68	70	0	55	49	21	78	77	80	72	21	57	80	21	88	88	80	37	37	66	80	84	84	84	60	84	0	84	0	0	81	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	3	1	3	1	2	2	1	4	2	1	2	2	1	1	2	4	2	2	6	3	2	1	4	3	2	3	2	3	1	2	1	1	2	2	1	3	1	3	1	1	1	8	4	2	2	2	1	3	2	2	2	2	2	4	2	2	3	2	3	1	2	2	6	1	3	3	2	9	4	4	9	1	1	3	6	11	7	6	6	6	6	10	7	1	7	1	1	11
1500	-909.826706681880637	-915.765903900965895	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.432504515509804	-1	0	3	2	3	4	5	5	5	6	5	5	6	8	8	7	8	9	8	10	9	8	10	12	12	13	11	14	15	15	12	12	14	15	13	16	12	13	15	17	16	16	15	15	16	16	16	17	15	17	16	17	18	16	18	18	17	17	17	17	19	19	20	18	20	22	19	19	19	19	19	23	22	19	21	23	21	20	22	22	22	22	26	27	27	28	30	29	29	29	31	28	31	33	32	36	37	36	37	37	38	38	41	42	43	46	0	1	1	2	2	5	3	2	5	2	3	5	5	8	11	11	5	6	8	14	17	5	12	20	21	32	21	21	21	25	21	18	27	27	17	25	23	21	25	43	18	33	35	31	44	28	28	39	35	35	37	33	42	37	60	43	25	31	51	49	51	42	42	57	74	25	50	60	37	28	52	51	64	59	69	68	61	0	40	57	65	78	61	80	69	66	79	84	49	92	90	80	76	60	84	93	84	88	92	92	93	0	86	0	0	89	1	1	2	1	2	1	1	3	1	3	1	1	2	2	2	1	2	4	2	1	1	3	2	1	2	1	1	2	3	1	1	2	2	2	3	2	1	2	1	2	3	2	2	1	1	1	1	1	1	4	2	1	1	1	1	2	2	2	1	1	2	2	2	1	1	7	2	1	5	2	1	4	2	1	1	2	1	1	3	3	1	1	5	2	3	3	4	2	7	1	1	3	4	9	4	3	7	4	4	6	5	1	6	1	1	9
2000	-869.344881341382802	-875.284078560468060	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.496289833758123	0	1	3	2	2	4	6	4	6	6	6	5	7	10	7	8	8	10	8	9	10	10	12	12	12	12	11	14	16	15	14	14	13	14	14	14	16	14	15	16	16	16	15	16	16	16	16	17	16	17	16	16	17	15	18	18	18	15	18	17	19	18	18	19	19	21	18	20	18	19	20	22	22	20	21	23	21	20	21	21	21	22	26	26	27	27	30	28	29	30	31	30	30	31	32	34	35	36	37	35	37	37	40	41	42	45	0	1	1	2	2	5	3	5	5	8	3	8	5	17	11	11	12	6	13	10	9	8	12	14	17	18	17	8	25	17	25	26	17	23	25	23	25	17	25	31	32	33	35	35	35	23	23	39	31	36	17	23	52	23	49	45	40	25	28	40	37	33	52	49	69	40	58	60	28	38	63	46	64	65	74	57	61	0	55	64	65	78	69	50	61	80	88	80	60	84	90	84	84	90	84	92	84	87	93	88	92	0	96	0	0	89	1	1	2	1	1	1	2	1	2	1	1	1	2	2	1	1	2	3	1	2	2	3	3	1	3	1	1	5	2	3	1	1	2	1	1	1	2	3	2	1	1	2	1	1	1	3	1	2	1	2	5	2	1	1	1	2	1	2	2	1	2	3	1	2	1	3	2	1	2	2	1	3	1	1	1	3	1	1	2	1	1	1	3	4	5	4	2	3	6	2	1	2	1	1	3	2	4	2	2	3	3	1	4	1	1	7
2500	-830.495563048003760	-836.434760267089018	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.667276555714535	0	2	3	4	3	5	5	4	4	6	5	6	6	8	8	8	9	11	8	9	11	9	10	13	12	12	11	13	16	14	13	14	14	17	14	15	15	13	15	15	15	14	15	15	17	16	15	17	16	18	18	16	17	17	17	17	18	17	17	18	19	18	19	19	18	21	19	20	20	20	19	23	21	20	20	23	20	21	21	22	22	22	27	27	27	27	29	28	30	30	30	30	32	33	32	36	36	35	37	35	38	38	40	41	43	46	0	1	1	2	2	5	3	5	5	8	3	9	8	5	3	11	12	22	13	14	9	6	12	20	23	18	12	23	37	17	27	26	21	28	25	31	27	21	30	31	32	17	27	25	44	28	38	39	36	58	59	42	33	38	40	35	49	27	37	49	65	52	62	55	37	57	58	60	51	59	52	61	64	65	65	68	65	0	55	60	75	78	70	68	72	76	86	80	80	87	87	86	88	92	92	90	93	94	96	84	92	0	98	0	0	78	1	1	2	1	1	1	2	1	1	1	1	1	1	2	3	2	3	1	1	1	2	2	2	2	2	1	2	1	1	2	1	1	2	1	1	1	2	2	1	1	1	2	2	1	1	2	2	1	1	1	1	1	2	2	1	2	1	2	2	1	1	1	1	1	2	2	1	1	1	2	2	2	1	1	1	2	1	1	2	2	1	1	3	3	3	2	1	2	4	1	1	1	2	2	1	3	1	1	1	4	4	1	2	1	1	10
3000	-822.123773703348320	-828.062970922433578	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.627059144348639	-1	2	3	3	3	5	5	4	5	6	5	6	6	8	7	8	9	9	8	9	9	11	11	13	11	12	12	13	15	15	13	13	14	17	13	15	16	14	14	16	16	14	15	16	17	14	16	16	17	17	18	16	17	16	19	16	18	18	16	18	20	19	19	19	18	22	20	20	20	19	20	23	22	20	20	22	21	20	22	21	22	22	25	28	27	25	29	29	30	31	30	29	33	33	33	35	37	37	35	35	39	38	41	42	41	46	0	1	1	2	2	2	3	5	5	8	3	9	8	10	11	11	9	6	13	10	12	18	12	20	21	22	21	21	21	39	25	26	27	27	25	17	28	17	25	36	32	27	35	43	35	23	38	30	31	30	37	27	42	46	49	35	40	50	23	40	51	42	52	49	37	57	58	60	70	37	52	61	64	65	59	68	51	0	40	60	74	78	61	86	69	80	86	80	84	88	88	86	90	88	88	95	93	94	87	88	98	0	98	0	0	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	2	2	1	1	2	2	2	1	1	1	1	2	1	3	1	2	1	1	2	1	2	1	3	2	1	1	3	1	1	2	3	1	1	1	1	1	2	1	1	2	2	1	1	2	1	1	1	2	2	2	1	1	2	1	1	1	2	1	1	1	4	2	3	2	2	5	1	2	1	2	1	2	2	1	2	2	2	3	1	1	2	1	1	12
3500	-875.827465949644647	-881.766663168729906	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.537672847986515	0	1	2	4	3	5	5	4	4	6	6	5	5	10	8	9	8	10	8	9	10	10	11	12	12	13	12	14	13	15	14	13	15	16	14	15	15	14	16	15	15	14	16	17	17	17	16	17	16	17	18	15	18	15	18	16	19	19	18	18	19	17	17	19	19	21	19	19	20	21	20	22	21	20	21	23	20	19	23	21	23	22	26	27	28	26	29	28	29	31	30	28	30	31	31	33	36	36	38	36	39	36	39	42	43	45	0	1	1	2	2	5	1	5	5	8	7	9	5	20	11	11	12	6	13	10	12	6	17	14	23	18	21	21	23	25	25	18	42	21	25	25	23	21	30	31	26	23	35	35	43	28	28	30	40	25	34	42	42	28	49	35	45	36	28	49	28	42	42	49	34	31	50	49	65	34	62	51	57	59	74	68	51	0	64	64	65	78	69	80	34	80	76	76	84	88	86	84	84	92	84	92	93	95	97	90	95	0	98	0	0	79	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	2	1	1	1	1	2	1	2	1	2	1	4	1	2	2	1	1	1	1	2	1	2	1	2	1	1	1	2	1	1	3	1	1	2	1	2	2	1	2	1	1	3	2	3	1	1	1	3	1	1	2	1	1	2	2	1	3	1	3	1	3	3	5	3	2	2	1	1	2	1	1	2	2	2	2	3	1	3	4	1	1	1	1	8
4000	-861.971192804464636	-867.910390023549894	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.569331236486281	-1	2	2	3	3	4	5	5	5	6	7	4	7	9	8	8	7	11	9	9	10	10	11	12	12	13	11	14	15	15	10	14	14	13	13	15	14	13	15	16	17	15	15	16	15	17	16	17	15	16	17	16	17	15	18	18	19	18	17	19	20	18	19	19	19	21	19	19	19	18	20	22	21	20	21	22	20	20	22	21	22	22	27	25	26	25	29	30	28	30	31	29	32	32	32	35	37	37	37	37	38	36	39	42	42	45	0	1	1	2	2	5	3	5	5	5	7	5	5	10	11	11	12	5	13	10	17	6	12	20	23	18	21	31	27	25	12	26	23	27	23	23	27	27	31	25	32	33	23	35	35	23	21	31	25	23	37	42	42	28	40	43	48	36	37	49	70	52	52	49	51	60	31	49	37	59	42	59	64	65	51	68	59	0	55	40	59	78	51	44	72	80	86	86	86	92	86	86	90	86	86	88	88	92	87	93	92	0	95	0	0	83	1	1	2	1	1	1	2	1	1	1	2	1	2	2	1	1	1	4	1	1	1	3	3	2	1	1	1	2	2	2	4	1	2	2	1	2	2	1	3	2	1	1	3	2	1	2	4	3	2	3	2	1	1	1	1	2	1	2	2	2	1	1	2	2	1	1	3	2	3	1	2	2	1	1	2	2	1	1	2	2	1	1	5	5	2	2	1	3	1	1	2	2	1	4	3	2	2	3	3	4	4	1	3	1	1	9
4500	-826.181929647839183	-832.121126866924442	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.675494796453679	-1	1	4	4	3	5	3	5	4	6	6	5	6	10	8	9	8	11	8	9	10	9	12	13	12	13	12	13	14	14	14	13	14	14	14	14	14	14	13	17	16	16	15	16	16	16	17	15	16	17	18	16	18	16	19	18	18	19	17	18	19	17	19	20	19	21	21	20	19	21	20	23	21	21	21	21	20	21	23	21	22	23	26	26	26	26	30	29	28	29	30	28	33	32	31	35	36	36	36	37	38	37	40	43	42	45	0	1	7	5	2	5	1	2	2	5	7	9	5	20	11	11	12	22	13	10	12	6	12	20	17	22	12	21	21	39	17	18	23	28	25	23	27	27	25	25	32	27	23	31	35	28	38	39	43	31	37	33	42	28	57	45	49	23	28	49	51	27	52	40	59	64	58	60	37	69	63	51	55	65	65	55	51	0	55	31	75	78	61	80	69	80	90	76	86	84	88	84	90	92	86	95	93	92	94	90	96	0	101	0	0	85	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	2	1	1	1	2	2	3	2	2	1	3	2	2	1	2	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	2	1	1	2	1	1	1	2	1	2	1	3	2	1	1	2	1	2	1	1	1	1	2	2	1	3	1	1	1	2	1	1	3	3	1	1	3	2	5	2	1	3	1	1	1	1	2	2	1	1	1	4	2	4	2	1	1	1	1	11
