step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79
10000	-211.977238062977506	-210.616224810536949	-1.361013252440555	0.000000077527196	0.000000045237333	0.583502759316741	0.886941466162261	0	3	2	2	5	4	4	6	6	7	5	7	5	7	6	3	6	6	8	8	8	6	7	8	9	9	10	9	9	9	8	11	11	10	10	12	13	12	15	12	13	13	15	14	15	13	16	15	16	18	17	16	17	17	19	19	21	20	19	21	22	22	23	23	23	23	25	24	24	25	24	21	28	26	26	27	27	27	31	0	1	1	1	7	4	4	3	7	2	2	5	16	5	6	4	7	11	12	13	22	7	7	22	23	18	23	14	23	22	17	28	25	23	20	25	26	30	36	25	33	32	44	40	42	35	44	14	39	54	39	37	45	40	53	53	58	50	42	55	58	72	60	57	60	57	57	57	57	66	60	50	75	65	64	75	64	75	73	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
10500	-209.580903230873218	-208.066696948266610	-1.514206282606612	0.000000316224448	0.000000360057280	1.138613040354399	0.867729549627580	-1	1	1	3	4	4	5	5	7	6	3	5	5	7	7	5	7	5	8	7	7	7	7	8	9	10	8	9	9	9	10	11	11	11	10	13	12	10	15	12	13	12	16	14	14	15	14	16	16	17	18	16	17	18	17	19	21	20	20	21	21	23	23	23	23	22	25	25	24	24	24	23	26	25	27	26	26	28	32	0	1	1	2	1	2	5	11	16	5	2	4	6	18	16	5	13	6	9	16	4	12	6	17	21	22	14	20	19	22	27	19	27	30	27	34	32	19	34	33	33	30	44	34	42	41	34	40	44	41	52	42	43	49	48	48	56	55	53	53	56	57	59	57	66	61	65	64	66	66	66	60	68	70	70	71	62	75	73	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
11000	-229.493657560765257	-224.513502037124681	-4.980155523640589	0.000000082518212	0.000001357786010	16.454379861381863	0.866900101468795	0	2	2	1	4	4	4	5	6	7	4	5	5	3	6	6	7	6	8	7	9	7	7	7	8	10	9	8	10	9	9	11	11	11	11	13	12	12	15	13	14	14	14	13	14	14	15	14	16	18	18	17	18	18	18	20	22	20	20	21	23	22	23	22	23	21	25	24	23	24	25	23	27	25	26	28	25	28	32	0	4	4	1	2	3	4	7	5	11	3	7	5	1	7	6	8	6	20	13	20	12	8	12	18	16	15	15	20	17	28	29	27	24	27	29	27	26	36	37	40	29	38	34	33	38	45	7	41	47	42	47	52	38	49	55	56	55	53	59	60	51	58	60	54	51	70	57	58	62	64	64	71	70	67	74	69	75	78	1	1	1	1	1	1	3	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	3	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2
11500	-210.670106717540961	-209.301869340617742	-1.368237376923227	0.000002031676096	0.000000994254253	0.489376360258520	0.923159371015660	0	2	2	3	4	4	4	5	7	5	5	6	4	5	7	2	6	6	9	7	8	8	6	7	9	11	9	9	9	9	10	11	11	10	12	12	12	11	15	13	13	14	16	14	13	14	15	16	16	17	18	16	18	16	19	19	22	20	20	20	22	21	21	22	23	22	23	24	23	24	25	23	25	26	26	27	25	29	32	0	1	1	16	16	4	3	13	13	5	4	13	16	7	13	1	2	4	17	11	23	18	10	5	17	28	9	21	9	18	28	19	27	22	29	26	22	28	40	27	30	37	46	18	32	33	44	42	41	42	52	46	44	42	49	50	60	55	43	53	59	56	55	55	63	60	63	64	62	66	72	61	67	77	67	62	67	74	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1
12000	-224.484906116125444	-222.430961179313272	-2.053944936812170	0.000000192179691	0.000000477066983	2.482400617768946	0.896516881219941	0	2	2	2	4	5	6	6	7	6	4	5	4	5	6	5	6	6	8	6	8	7	6	7	8	10	9	9	9	9	10	11	11	9	12	12	12	11	14	14	12	14	15	14	14	13	16	15	15	17	16	16	15	17	19	19	18	18	19	20	23	21	24	21	21	22	26	25	23	24	24	23	27	25	25	28	27	27	29	0	1	1	1	2	13	12	16	10	16	4	4	2	13	5	13	16	16	23	11	15	6	13	12	7	14	8	20	18	17	8	26	9	21	33	21	26	21	41	36	31	31	41	41	37	33	40	37	26	48	44	45	45	48	52	52	51	47	50	56	65	56	69	55	60	64	69	72	65	58	66	62	75	61	71	71	74	71	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1
12500	-200.875269459936703	-198.421023347265844	-2.454246112670871	0.000000068560958	0.000000248070804	3.618251732554219	0.927640684124458	-1	3	1	3	5	3	4	5	6	6	5	6	5	6	7	5	7	7	8	7	8	8	4	7	8	11	8	9	9	8	10	12	11	10	11	14	12	9	16	14	13	13	15	13	14	15	15	16	15	17	17	15	18	17	20	20	21	20	20	20	23	22	24	23	22	22	25	25	23	25	23	22	28	24	26	28	26	28	31	0	3	1	3	2	3	3	2	23	7	2	7	23	13	10	23	13	14	15	11	23	24	4	5	14	28	12	30	11	14	21	22	38	20	29	37	35	20	52	32	32	32	42	32	41	36	45	49	37	36	47	36	43	48	50	51	39	54	53	48	66	59	66	72	59	60	61	61	57	64	72	55	77	69	67	68	68	77	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13000	-172.297557086141694	-170.908044634296971	-1.389512451844737	0.000000520670453	0.000000219914987	0.422368862598632	0.999060649699374	1	3	2	3	4	5	6	5	6	7	5	6	5	6	7	4	6	7	8	7	8	7	8	7	9	10	8	9	9	7	9	12	12	10	11	13	11	11	14	14	13	13	15	15	15	13	15	16	17	16	18	17	17	14	18	19	21	19	20	19	21	22	21	22	24	22	25	24	23	22	24	23	27	25	26	27	26	28	30	0	1	1	1	2	2	2	16	16	11	3	6	4	5	6	2	8	6	18	6	12	6	30	5	24	21	20	24	7	8	24	34	31	27	34	35	31	23	42	32	38	38	42	46	42	37	36	40	48	39	47	47	43	32	50	53	58	52	55	49	60	59	59	57	64	63	72	66	62	58	62	70	68	70	67	74	74	77	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13500	-218.986740481896362	-217.466281484677552	-1.520458997218806	0.000000478928314	0.000000134662149	0.281173915202958	0.862014427865305	-1	2	0	2	4	4	5	6	6	7	5	6	6	7	7	6	6	6	9	7	8	7	7	8	8	10	9	9	10	8	9	11	12	10	11	12	11	11	14	12	13	13	15	14	14	13	16	15	16	17	18	16	18	17	19	19	21	21	20	20	22	22	23	21	23	22	25	24	24	25	24	22	28	26	25	27	26	28	30	0	3	1	3	4	4	2	7	5	7	4	11	5	18	11	5	6	11	23	12	12	7	7	14	13	25	11	25	19	20	20	13	25	20	9	34	15	20	46	37	36	30	42	36	41	35	39	41	48	34	47	46	49	49	50	49	48	53	47	39	60	55	59	56	58	53	65	65	64	72	63	57	76	68	68	70	70	69	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	2	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1
14000	-235.561317919732346	-234.100397867155095	-1.460920052577245	0.000000194183789	0.000000193556197	0.996768052545690	0.870391563359857	0	2	1	2	4	3	6	5	7	4	5	6	4	4	6	4	7	4	7	5	7	7	8	7	8	11	9	9	9	9	10	11	10	10	11	14	12	9	14	14	12	13	15	15	13	13	15	15	16	18	16	17	17	17	19	19	21	20	19	20	21	23	23	22	23	22	24	25	22	22	24	22	27	25	26	28	24	27	29	0	1	1	1	6	4	16	14	8	3	18	18	3	2	13	2	12	3	14	10	8	8	17	14	11	28	24	19	15	9	30	30	23	25	34	41	33	22	46	33	31	34	45	40	35	15	35	26	44	27	46	45	47	43	36	52	60	47	54	54	56	61	64	61	54	59	66	64	50	59	69	58	68	71	68	75	70	75	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	4	1	2	1	1	2	1	1	3	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1
14500	-199.817727432724098	-198.298932627887893	-1.518794804836218	0.000000506333551	0.000000582474966	1.150377977273641	0.893762963899021	0	2	2	2	4	4	6	4	6	6	2	6	5	4	7	5	6	6	8	7	8	7	8	7	9	10	9	10	9	9	10	11	11	11	11	13	12	11	16	13	14	12	16	13	14	13	15	16	16	17	18	16	15	18	19	19	21	20	20	19	21	22	24	21	22	23	24	25	22	25	25	23	27	25	26	27	27	28	31	0	1	1	1	11	4	6	3	5	14	1	14	2	4	12	8	6	5	18	7	9	13	16	13	5	30	20	22	21	22	21	23	31	30	9	33	32	21	53	28	46	25	45	33	35	42	45	46	45	40	40	45	36	43	50	50	60	54	60	51	56	59	57	39	58	61	66	72	58	69	69	64	71	69	74	70	74	77	78	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15000	-211.967206509632774	-209.287731847754969	-2.679474661877804	0.000000017923996	0.000000077758309	4.338223956271623	0.919339394763591	0	3	1	2	4	4	5	5	5	7	6	7	5	7	6	6	6	5	7	7	9	6	7	7	8	9	9	9	9	9	9	11	11	11	10	13	12	11	13	13	14	14	15	14	12	14	15	15	17	18	17	17	17	17	19	18	22	20	21	20	22	22	24	23	24	21	25	22	23	24	25	23	24	25	26	26	26	28	30	0	4	1	3	4	2	2	2	5	7	5	17	2	15	5	5	7	3	9	18	19	13	8	13	22	12	14	10	12	12	14	26	26	31	26	34	24	19	38	35	21	39	39	33	34	33	39	39	47	46	47	47	48	47	47	38	52	50	51	50	55	56	61	55	68	60	68	59	59	57	62	59	59	62	63	63	73	76	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15500	-190.385959479821707	-189.016385406733747	-1.369574073087974	0.000000272813758	0.000000131763101	0.482978210733926	0.959195465522844	0	2	2	3	4	5	5	5	6	7	4	7	5	7	7	6	6	7	8	7	9	5	7	7	8	10	9	8	9	10	9	8	11	11	12	13	13	11	16	13	13	12	15	15	14	14	16	15	16	17	18	16	15	18	19	17	19	19	21	20	21	22	21	23	23	22	26	24	24	24	25	23	26	24	25	27	26	28	31	0	1	1	3	3	11	11	5	7	16	3	6	2	5	8	4	6	9	20	5	18	5	17	17	20	32	14	20	15	25	16	4	27	27	30	33	35	31	44	33	26	26	46	36	37	42	46	36	44	52	52	46	36	49	50	45	39	56	58	51	55	57	58	61	63	51	68	62	72	66	70	59	72	63	68	71	69	73	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16000	-203.694742811343588	-202.012683577210225	-1.682059234133370	0.000000141458550	0.000000219515386	1.551800060611813	0.961738660141083	0	3	2	3	4	4	6	5	7	7	5	7	5	7	6	5	7	6	8	6	9	7	7	8	8	10	9	8	10	9	10	11	11	10	11	13	12	10	15	13	13	13	16	15	15	15	16	14	16	17	18	14	18	17	17	19	21	18	20	19	20	21	24	22	22	22	25	23	23	25	24	24	27	26	27	27	27	29	32	0	3	1	3	4	2	6	6	20	13	4	16	4	8	16	3	20	5	14	5	17	7	8	8	20	19	14	15	28	10	17	14	34	25	30	35	27	9	37	31	26	30	45	41	41	33	39	32	52	47	47	35	55	44	46	58	56	47	53	55	47	53	69	59	58	59	71	62	62	63	69	69	70	70	72	71	72	73	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2
16500	-210.144314279985167	-208.603989640997867	-1.540324638987307	0.000003210653770	0.000000865050413	0.269431235866894	0.968847124038750	0	3	2	2	4	5	5	6	6	4	6	6	6	7	7	6	7	7	8	8	8	7	7	7	8	11	9	10	9	10	10	12	11	9	10	12	11	12	14	12	13	14	16	15	15	13	15	15	16	18	18	17	17	17	19	18	21	20	20	19	23	21	22	20	24	22	24	24	24	25	25	24	27	25	26	26	27	29	32	0	4	1	1	3	2	3	2	5	3	5	2	10	16	6	10	6	8	15	12	18	7	11	2	12	20	17	12	25	20	21	31	34	24	11	35	30	31	38	29	33	33	39	41	40	33	41	40	42	43	45	36	47	44	51	43	59	51	50	56	64	50	64	55	58	62	61	62	64	68	65	63	74	72	70	74	69	75	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3
17000	-201.735606177606769	-197.333411098104392	-4.402195079502366	0.000000027787449	0.000000345496439	12.433542779498708	0.989381772342742	1	3	2	2	4	3	5	6	7	6	5	6	5	4	6	6	6	7	9	7	8	7	7	8	9	11	9	9	9	8	8	10	11	11	10	14	11	10	13	13	12	13	15	14	14	13	16	15	15	17	17	16	16	18	19	19	21	20	19	21	21	23	23	22	23	22	23	24	23	25	21	23	27	25	25	28	27	27	31	0	3	1	1	3	4	14	2	6	13	4	13	2	6	7	14	14	13	15	12	8	2	17	11	9	27	22	12	9	16	15	19	21	25	25	29	29	17	37	26	38	33	36	39	34	19	44	40	45	49	52	43	44	47	51	54	55	55	50	55	59	61	71	58	61	57	61	66	57	62	55	61	74	68	72	74	74	68	76	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17500	-187.299420632515563	-185.929100671798494	-1.370319960717061	0.000001420325244	0.000000961343514	0.676847445927013	0.948732300085721	0	3	1	2	4	4	5	5	5	7	6	7	4	7	7	6	7	6	8	7	7	8	7	7	8	10	8	10	9	9	9	11	12	9	11	12	13	11	15	14	13	13	14	13	14	14	15	16	16	17	17	16	18	18	19	19	21	19	21	20	23	22	24	23	23	22	24	24	23	25	25	24	25	24	26	26	26	28	30	0	3	1	3	4	4	2	5	13	18	6	9	3	9	9	7	18	13	10	7	7	11	8	9	18	12	20	19	15	13	22	31	38	24	31	35	38	29	42	28	35	35	36	35	32	33	44	45	39	43	48	43	48	47	51	50	58	54	58	54	57	60	62	66	57	57	59	62	62	64	66	64	61	64	67	68	62	62	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1
18000	-212.552619317793557	-210.828346090933906	-1.724273226859643	0.000000271877700	0.000000449695069	1.654034403864944	0.969995642071744	0	2	1	2	4	4	6	5	7	6	4	5	3	7	7	6	6	6	8	7	7	7	4	7	8	10	9	9	9	9	9	11	11	10	11	13	12	11	16	14	13	13	15	13	15	12	15	15	16	17	18	17	17	17	19	19	22	20	19	20	23	21	23	19	22	21	24	22	21	25	23	22	27	24	26	28	26	29	31	0	1	1	1	2	2	5	13	8	8	13	13	2	18	10	11	4	11	18	7	23	18	13	6	18	25	19	7	22	15	24	34	34	24	27	38	28	22	47	41	35	27	42	32	44	34	35	44	42	45	39	43	48	48	53	53	58	56	43	55	69	59	69	53	56	59	72	66	64	71	66	58	74	62	63	77	70	73	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1
18500	-223.180140174659897	-221.053069794007683	-2.127070380652214	0.000001518599995	0.000000184127537	0.121248213598745	0.897417256614151	1	2	2	3	5	4	5	4	6	6	5	6	5	4	7	6	5	4	9	8	8	7	6	8	9	11	8	9	9	9	9	11	12	11	11	14	12	12	15	13	12	13	16	14	14	13	14	15	16	15	17	16	17	17	20	19	21	18	20	20	22	22	22	22	24	23	26	22	23	25	24	22	27	25	26	28	26	28	31	0	1	1	3	4	3	4	2	14	6	1	17	14	1	13	18	3	4	15	9	10	16	4	14	10	27	10	14	15	23	16	15	21	10	31	37	34	31	46	41	29	35	48	37	38	35	37	42	36	32	44	50	40	36	56	51	60	53	50	48	57	56	55	60	64	57	74	57	57	69	61	55	70	63	65	74	70	77	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
19000	-200.888380476330269	-199.366971430305597	-1.521409046024664	0.000000428938755	0.000000496307006	1.157057970109377	0.964828321384819	0	2	1	3	4	3	5	6	6	5	6	5	5	7	7	5	4	6	8	7	9	7	8	7	9	10	9	10	9	9	10	12	11	11	12	12	13	11	13	11	13	13	16	14	15	14	15	16	16	17	17	15	18	17	19	18	19	19	20	20	21	23	22	23	24	22	25	24	23	25	24	23	27	24	26	27	25	28	31	0	1	1	2	3	3	2	5	17	4	17	4	4	9	12	5	2	17	7	4	24	17	11	12	20	23	8	23	23	14	21	29	29	21	28	30	34	31	38	31	36	28	52	36	39	34	40	46	46	49	32	40	48	44	50	54	51	54	41	54	60	63	60	66	72	55	62	66	58	68	64	61	70	66	68	70	65	77	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19500	-219.100095851344719	-217.569223370722426	-1.530872480622292	0.000000088488471	0.000000104514713	1.181111069921535	0.890940772935580	0	2	2	3	3	5	5	5	5	6	6	6	4	5	7	5	7	6	8	7	7	8	8	7	8	11	9	9	8	9	8	9	10	10	11	14	12	12	15	12	13	13	15	14	14	15	15	14	17	17	16	17	17	16	19	18	21	20	20	21	21	20	23	22	23	21	25	24	24	25	23	23	28	25	27	27	26	28	31	0	1	1	2	3	5	4	5	3	9	13	5	2	13	6	3	6	4	18	14	10	18	18	18	7	28	20	23	15	20	18	19	21	31	31	37	26	32	40	34	30	38	48	38	18	37	41	40	39	36	36	46	54	43	56	39	55	56	56	62	62	26	55	66	60	50	69	64	63	64	61	61	67	71	65	71	67	70	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2
20000	-180.246683348435965	-178.550525025967232	-1.696158322468728	0.000000085374369	0.000000135397258	1.585923962480812	0.998268814955114	0	2	1	3	3	4	4	6	6	5	5	5	4	6	6	5	7	6	8	7	9	7	7	6	8	9	9	9	9	9	9	11	11	10	11	12	12	11	16	13	14	13	13	14	15	15	14	15	15	17	16	17	18	17	19	19	22	21	20	20	22	21	23	21	23	22	26	23	24	25	25	23	27	25	27	25	25	29	31	0	1	1	3	1	2	4	12	6	7	6	1	2	7	6	5	14	12	14	13	18	11	8	12	8	17	17	17	8	22	25	28	26	8	21	21	38	28	48	32	42	33	34	38	43	40	35	41	42	46	44	46	39	45	54	54	58	55	56	53	64	59	64	59	64	60	63	58	66	57	68	62	65	62	74	65	69	73	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20500	-242.814630188389970	-241.446899462736241	-1.367730725653725	0.000000182100654	0.000000089588977	0.491975041931307	0.901445833770714	-1	3	0	1	5	4	6	4	6	7	5	7	5	6	6	5	5	7	8	8	7	7	8	7	7	10	10	8	9	10	9	11	12	10	11	12	11	12	15	11	14	12	15	13	14	12	15	15	15	17	17	15	16	16	18	19	21	20	19	21	22	23	22	23	21	22	26	25	23	24	23	24	27	25	24	28	26	28	32	0	4	1	1	3	3	16	2	6	15	2	9	6	8	8	6	8	8	24	14	7	11	17	16	8	10	20	7	23	29	19	34	23	20	19	26	19	27	33	28	35	15	45	42	38	26	42	44	44	45	39	44	41	52	49	43	58	55	47	59	57	50	54	66	56	57	75	71	65	64	66	71	67	69	60	69	63	77	73	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	3	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2
21000	-189.177063176106344	-187.505749040476616	-1.671314135629715	0.000000075324500	0.000000114929787	1.525795546528861	0.984812255196320	0	3	1	3	4	2	4	6	6	6	5	7	5	6	7	5	6	6	8	8	8	7	8	8	8	10	9	8	10	8	9	11	11	9	9	13	11	12	15	14	14	13	15	14	14	14	16	15	16	18	17	16	16	18	19	19	21	19	20	20	23	21	23	22	22	21	25	23	21	24	24	23	26	25	26	27	25	28	31	0	6	1	6	3	3	6	2	7	13	4	13	4	7	16	7	13	5	8	17	10	9	8	22	9	31	14	15	24	17	15	19	25	12	17	27	34	35	36	29	42	37	36	42	37	42	48	36	43	51	40	36	45	49	43	53	56	47	50	54	59	54	66	60	62	56	61	65	59	61	68	58	74	61	72	67	72	73	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
