step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17
6500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.155091925565072	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
7000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.142116859195206	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
7500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.092724021507175	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
8000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.093763510332276	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
8500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.246419023195956	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
9000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.133125224578158	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
9500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.112211944290776	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
10000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.128753157278483	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
10500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.126220947117177	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
11000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.104624822924795	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
11500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.195636051242147	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
12000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.134495049430140	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
12500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.169591167701418	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
13000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.117212536407668	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
13500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.111097405304835	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
14000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.152588237028996	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
14500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.132244930253741	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
15000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.133454022080730	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
15500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.148670097844106	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
16000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.127120365948892	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
16500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.172356451872954	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
17000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.150954252538562	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
17500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.138128237332978	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
18000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.155236899009359	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
18500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.132067825297886	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
19000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.107799420126792	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
19500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.124001661175450	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
20000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.124844975943653	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
20500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.175421270850774	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
21000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.159139381540441	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
21500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.116456646374214	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
22000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.151335954995359	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
22500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.161951957755034	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
23000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.121287579852163	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
23500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.113212575323290	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
24000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.143061640551799	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
24500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.122422784902665	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
25000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.099036237961959	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
25500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.138965732268750	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
26000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.176529394895770	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
26500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.249508977603776	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
27000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.185376435709509	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
27500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.092606402406800	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
28000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.134816228806672	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
28500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.134450784513776	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
29000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.127992489600975	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
29500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.121792460688167	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
30000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.127014776044498	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
30500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.169372384808258	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
31000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.121990785683255	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
31500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.119785403047219	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
32000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.157111378008282	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
32500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.101372190051738	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
33000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.113056881319987	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
33500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.186694887959737	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
34000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.104241706258177	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
34500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.136641219958412	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
35000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.149022134116764	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
35500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.076679021595722	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
36000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.132347964081314	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
36500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.093853784356538	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
37000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.133602642404840	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
37500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.152139637196653	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
38000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.159561740300917	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
38500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.137421472535538	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
39000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.148362485387532	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
39500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.133718126708272	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
40000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.151892259779759	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
40500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.164234278210789	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
41000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.107885388377964	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
41500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.155565196388717	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
42000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.153633259460037	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
42500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.111779261237644	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
43000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.091077458768531	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
43500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.115562250995056	-1	3	8	9	9	12	14	13	15	19	16	17	19	17	18	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	7	8	7	8	10	9	9	10	9	10	11	11
