step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102
1	-8944.196097819143688	-8942.734015734624336	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.779475384669569	0	2	4	2	3	4	5	6	6	7	7	9	9	9	9	12	10	10	10	11	12	13	12	12	12	13	17	14	14	15	17	17	18	17	18	18	19	19	20	19	20	23	22	22	21	21	21	21	22	24	21	21	21	22	22	23	24	27	26	26	27	28	29	31	30	30	30	32	31	30	31	31	31	33	32	31	31	31	31	32	32	33	32	32	34	32	34	33	33	33	33	33	34	36	37	35	35	36	36	37	38	40	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	2	3	3	4	5	5	6	6	7	7	7	7	9	8	8	8	8	9	10	9	9	9	10	13	11	11	11	13	13	13	13	13	13	14	14	15	14	15	17	16	16	16	16	16	16	16	18	16	16	16	16	16	17	18	20	19	19	20	21	21	23	22	22	22	24	23	22	23	23	23	24	24	23	23	23	23	24	24	24	24	24	25	24	25	24	24	24	24	24	25	26	27	26	26	26	26	27	28	29
500	-3664.719775421681334	-3660.460478342268743	-4.259297079412815	0.000010014740892	0.000115718430350	11.554810214067283	0.141312025957036	-1	0	1	2	3	2	4	6	6	7	5	8	8	9	7	12	10	7	10	11	11	13	9	9	12	13	17	12	14	14	17	16	18	17	15	16	19	18	17	16	20	23	22	21	21	21	21	21	22	24	18	21	21	20	22	23	24	27	26	26	25	27	28	31	30	29	30	32	31	30	31	31	30	32	32	31	31	31	31	32	32	33	32	32	34	32	34	33	33	33	33	33	34	36	37	35	35	36	35	37	38	39	0	1	2	2	6	3	5	6	11	6	7	8	11	18	6	19	10	6	23	10	15	19	6	15	8	19	20	24	19	26	28	24	34	28	28	8	32	24	8	28	24	24	24	24	24	28	24	28	23	23	28	51	28	35	24	28	24	28	23	0	0	23	23	23	25	4	23	23	4	21	18	23	23	23	4	23	4	23	23	4	23	1	23	23	23	23	23	1	25	15	23	23	23	23	4	8	20	23	4	4	23	23	1	1	1	2	1	1	1	3	1	2	1	2	3	2	2	2	2	3	1	4	4	3	6	2	5	2	5	3	4	1	4	6	1	4	2	9	2	7	9	3	7	14	13	11	11	8	10	8	7	14	3	3	8	2	11	9	12	12	17	1	1	11	14	19	17	20	19	18	19	12	18	19	20	17	24	20	24	18	17	19	19	21	23	16	19	20	20	23	18	14	19	21	17	22	29	26	18	20	28	27	19	22
1000	-3580.837656589726976	-3576.481592778094637	-4.356063811632359	0.000010086591009	0.000122502915612	12.145125692917457	0.105780818873038	0	2	1	2	3	2	4	6	6	7	5	7	9	9	7	11	10	10	9	8	12	11	9	11	11	13	14	12	14	15	17	16	17	15	15	16	19	19	19	18	18	23	21	22	21	21	21	21	22	23	20	21	21	20	22	23	24	27	26	25	27	28	29	29	30	30	29	32	29	30	31	31	31	33	32	31	31	31	31	32	32	33	32	32	34	32	34	33	33	33	33	33	34	35	37	35	35	36	36	36	38	40	0	1	1	1	6	3	5	6	11	6	7	6	11	10	5	19	6	8	12	8	18	19	6	8	14	22	8	24	16	22	28	35	34	28	28	35	41	31	35	36	34	15	15	28	36	28	15	34	31	23	39	34	36	36	28	28	34	39	35	0	0	2	27	23	10	2	23	2	1	2	10	15	15	23	2	2	15	15	23	17	2	2	1	23	15	23	23	15	15	27	15	4	23	23	15	15	15	15	15	23	27	23	1	2	1	2	1	1	1	3	1	3	1	3	2	2	4	2	4	2	2	1	2	2	6	3	2	2	7	1	3	3	3	1	1	2	3	1	1	1	3	2	2	10	11	10	4	6	12	6	4	11	1	5	3	4	9	11	8	8	11	1	1	15	12	18	19	21	16	17	21	15	13	19	19	16	25	19	23	15	14	17	19	24	25	19	16	21	18	21	15	15	23	24	22	19	28	24	18	20	24	23	19	21
1500	-3524.882174883013249	-3520.655221894856368	-4.226952988157082	0.000010122643388	0.000115012107798	11.361865017824606	0.101771353367542	-2	0	1	1	3	2	4	6	6	6	5	9	9	8	9	12	10	8	10	11	11	11	9	11	12	13	15	11	14	15	17	17	18	16	16	17	19	19	20	19	20	23	21	22	21	21	21	21	22	24	21	20	21	22	22	23	23	27	26	25	27	27	29	31	30	30	29	32	31	30	31	30	31	32	32	31	30	30	29	32	31	32	32	32	34	32	34	33	33	33	33	33	34	36	37	34	35	36	34	37	38	40	0	1	2	2	6	3	5	6	11	6	7	10	11	6	6	19	10	6	12	14	15	19	6	8	10	22	18	14	22	29	24	34	35	28	28	34	32	31	31	36	37	23	28	28	40	32	28	41	31	36	39	31	39	34	28	14	52	45	31	0	0	18	4	18	15	23	14	23	24	17	56	14	23	23	2	15	23	15	23	18	27	23	1	27	18	23	14	23	14	23	15	23	27	18	4	4	23	14	17	15	27	23	1	2	1	1	1	1	1	3	1	3	1	2	2	5	4	2	3	4	1	2	2	1	6	4	5	2	7	3	2	1	6	1	1	3	3	1	2	2	3	2	1	11	9	8	2	3	9	1	4	6	1	3	1	5	9	12	2	6	8	1	1	13	17	19	17	16	10	19	15	13	8	22	18	16	23	19	16	16	16	18	13	19	27	14	17	21	16	20	17	15	21	22	19	19	30	22	17	19	20	23	19	23
2000	-3218.951412297203206	-3215.366056085429136	-3.585356211773988	0.000010292427725	0.000081900438463	7.957348902980087	0.115978592697488	0	1	1	2	3	2	4	6	6	6	5	8	9	8	8	12	10	10	10	11	11	11	10	12	12	13	17	12	14	15	17	16	18	15	17	17	19	19	20	19	20	23	22	22	21	20	20	20	22	24	21	21	21	22	21	23	24	25	26	25	27	28	28	31	30	29	30	30	31	29	28	31	31	33	32	31	31	31	30	31	31	33	32	32	34	30	34	33	33	32	33	32	34	36	37	35	34	36	35	37	38	40	0	1	1	2	6	3	5	6	11	6	7	8	11	6	6	19	6	8	12	8	8	19	8	23	18	22	20	14	22	26	28	28	28	28	24	28	32	36	36	34	37	28	53	36	35	32	36	37	45	42	40	39	39	39	28	34	52	43	52	0	0	17	17	15	17	17	21	17	15	17	17	14	17	17	23	17	17	17	17	17	17	17	1	17	23	17	17	17	17	20	17	14	14	17	8	17	15	15	17	14	14	15	1	1	1	1	1	1	1	2	1	3	1	1	3	6	6	2	7	2	2	5	4	1	4	1	1	2	5	3	2	2	5	3	4	2	4	3	3	2	3	4	1	8	1	2	4	4	3	1	1	1	2	1	1	2	8	7	2	3	3	1	1	13	12	16	16	12	13	16	14	11	8	19	18	19	17	20	13	15	13	17	15	13	27	14	22	12	16	19	21	13	16	19	16	21	30	16	19	18	20	21	19	24
2500	-3196.695455610740282	-3192.982863546561475	-3.712592064179014	0.000010668059133	0.000091441932703	8.571562227550276	0.108100734573674	0	1	1	2	3	2	4	5	6	7	5	9	9	9	8	12	10	10	10	11	11	11	12	11	12	13	17	13	14	15	16	17	18	15	17	18	19	19	20	19	20	23	22	22	19	21	21	21	22	24	21	21	20	22	22	23	24	27	25	25	27	28	29	31	30	30	30	32	30	30	31	31	31	32	32	31	31	30	31	32	32	33	32	32	34	32	33	33	33	33	33	33	33	36	37	34	32	36	36	37	38	40	0	1	1	2	6	3	5	6	11	6	7	10	9	8	10	19	6	15	12	6	8	19	15	17	10	22	20	20	22	26	28	28	34	24	31	35	32	35	36	28	37	40	39	45	36	37	45	41	39	40	53	53	36	45	31	28	52	57	57	0	0	17	17	17	17	17	17	17	17	2	17	20	17	1	17	20	10	17	17	10	17	17	2	17	14	21	17	17	17	17	17	17	17	17	2	2	1	14	17	17	17	17	1	1	1	1	1	1	1	1	1	5	1	2	2	4	1	2	7	2	1	6	5	1	3	1	4	2	4	2	1	2	3	3	3	2	1	1	2	1	2	6	1	4	2	2	1	1	2	1	2	4	1	1	2	3	6	9	2	1	1	1	1	11	13	19	19	17	13	20	13	16	12	16	13	17	19	20	19	13	15	20	15	12	24	16	25	11	17	15	21	13	21	20	17	18	29	14	19	21	17	21	18	26
3000	-3178.677518691741625	-3174.956798728041122	-3.720719963700315	0.000011400192715	0.000098175910271	8.611776373328903	0.130622851710110	0	1	4	2	3	2	4	6	6	6	5	8	9	9	9	12	10	10	10	11	10	11	12	9	11	13	17	14	14	15	17	16	18	15	18	17	19	19	20	19	20	22	20	22	21	21	21	21	22	23	21	21	19	22	22	22	24	26	26	26	27	28	28	31	28	30	28	32	28	30	30	31	31	32	32	31	31	31	31	32	32	33	32	32	34	29	34	33	33	33	33	33	31	36	37	34	34	35	36	36	38	39	0	1	1	2	6	2	5	6	11	6	7	8	9	10	5	19	6	5	12	15	8	19	6	10	14	22	14	24	22	22	24	34	34	15	36	24	32	35	36	28	37	43	34	45	34	37	33	41	40	39	53	53	36	45	31	31	52	57	57	0	0	3	17	21	15	14	3	3	17	3	3	14	18	18	18	3	14	15	15	3	23	18	18	3	15	3	18	17	18	14	23	18	17	15	17	18	3	14	3	15	18	23	1	1	4	1	1	1	1	3	1	3	1	2	3	3	6	2	5	6	2	2	4	1	7	1	2	2	5	3	2	3	5	1	2	5	1	5	2	1	2	3	1	2	5	1	3	2	3	1	3	3	2	1	2	1	5	3	3	2	2	1	1	15	12	15	14	17	12	17	14	14	13	12	12	14	12	18	17	16	16	20	15	14	22	18	24	19	15	20	20	16	16	17	13	20	25	16	20	23	19	17	16	23
3500	-3308.475467837118686	-3304.592425575208836	-3.883042261909735	0.000013418964577	0.000126677230310	9.440164297869881	0.122661033206722	0	1	4	2	3	2	4	6	6	4	5	9	8	9	8	12	9	10	10	11	12	11	12	12	12	13	14	14	14	15	16	17	18	16	18	18	19	19	20	19	20	22	22	21	21	21	21	21	21	23	21	21	20	22	21	23	24	25	26	25	27	28	29	31	29	29	28	32	31	29	31	31	28	33	30	31	30	31	31	32	32	33	32	31	33	30	34	33	33	32	33	33	33	36	37	34	35	36	35	36	37	40	0	1	2	2	6	2	5	6	11	6	7	8	11	15	6	19	5	15	12	15	15	19	14	17	17	22	10	24	22	29	28	34	31	28	28	28	32	28	34	24	37	49	52	40	40	37	36	41	39	42	53	53	36	40	34	33	53	57	43	0	0	3	3	27	20	2	20	17	4	17	10	17	3	17	17	24	3	3	27	20	3	3	1	3	17	3	27	20	27	27	1	4	27	3	27	2	27	17	23	27	1	27	1	1	2	1	1	1	1	2	1	2	1	3	2	1	2	2	5	1	1	3	3	1	3	2	2	2	9	2	3	1	2	1	2	2	4	4	1	5	4	3	1	1	1	2	2	2	3	1	1	1	1	1	2	3	4	2	3	1	3	1	1	16	15	9	13	19	15	16	16	16	18	11	12	12	18	16	16	18	13	18	15	14	21	21	22	18	15	16	14	16	22	21	11	18	22	14	19	23	19	15	17	25
4000	-2998.159693036845511	-2994.929301201875660	-3.230391834969649	0.000017250430779	0.000110215494504	6.389144474992884	0.129265472542799	0	2	4	2	3	2	4	5	6	7	5	9	9	6	9	12	10	8	10	11	12	11	10	12	12	13	16	14	14	15	17	17	18	14	17	18	19	19	19	19	20	23	22	21	21	21	21	21	22	24	21	21	20	20	22	23	24	27	26	25	27	27	29	29	30	30	27	32	31	30	31	30	30	32	31	31	30	31	31	32	32	33	29	32	34	31	32	33	30	33	32	33	33	36	36	33	35	36	36	37	38	40	0	1	2	1	6	1	5	6	11	6	7	10	11	6	6	19	8	8	12	6	6	19	14	17	18	22	8	20	22	26	34	34	31	10	28	28	35	31	36	24	37	49	53	31	40	37	54	41	39	42	53	53	39	40	44	28	52	57	52	0	0	3	21	27	2	3	20	20	20	27	4	20	20	27	18	27	23	21	21	2	27	20	2	3	20	2	20	20	23	2	3	21	3	21	27	20	2	20	20	34	3	20	1	1	1	2	1	1	1	3	1	4	1	1	3	2	4	2	3	3	1	7	7	1	4	2	2	2	9	2	2	2	3	3	1	4	2	3	2	1	1	3	1	1	2	2	2	2	1	1	2	1	1	1	1	1	1	7	2	3	3	1	1	17	14	9	18	20	10	13	16	13	19	15	12	8	20	13	12	16	15	19	12	17	17	22	18	21	18	10	15	14	22	15	16	24	18	17	22	25	15	18	18	22
4500	-2610.611320951778453	-2607.981212787833101	-2.630108163945259	0.000026069744020	0.000108840088183	4.174958070134872	0.150198709270734	-1	1	4	2	3	2	4	6	6	6	5	8	9	9	9	12	10	10	10	11	12	11	9	10	12	13	17	14	14	15	17	17	15	17	18	18	19	19	19	19	20	23	22	22	21	20	21	21	22	24	21	21	20	22	22	23	24	27	26	25	27	28	29	30	30	29	30	31	31	27	31	29	31	33	32	31	30	31	30	31	32	31	31	32	33	32	34	30	33	33	33	33	33	35	35	35	34	34	36	37	38	40	0	1	2	1	6	2	5	5	11	6	7	8	9	6	5	19	8	8	23	8	8	19	8	15	10	22	20	15	19	29	24	33	28	28	20	23	36	33	35	28	37	49	53	35	28	37	31	41	45	42	53	53	39	40	38	38	52	57	57	0	0	17	3	3	3	14	18	17	17	17	14	23	3	88	20	20	17	36	17	3	14	21	3	23	3	21	21	36	3	21	3	21	3	3	3	14	3	3	3	3	20	21	1	2	3	3	1	1	1	3	1	3	1	2	2	6	5	2	3	4	1	5	6	1	3	1	3	2	3	4	3	1	6	2	1	3	5	7	1	4	1	2	1	1	2	3	6	1	4	1	1	1	1	1	1	2	2	4	3	3	2	1	1	13	13	12	18	13	10	11	15	11	20	16	14	3	19	18	11	11	15	12	12	13	17	15	18	16	20	9	18	15	17	14	18	23	17	18	22	26	19	20	14	18
