step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106
1	-2369.679347137659533	-2376.534835088618820	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.775102872322454	0	1	2	2	2	3	5	5	4	5	7	7	7	7	8	10	9	10	9	9	10	11	11	9	9	10	9	10	11	10	11	11	11	12	11	11	11	12	12	12	13	12	13	15	14	14	13	12	13	17	13	13	13	13	13	14	14	17	13	15	15	15	15	15	16	16	16	17	16	19	17	19	19	18	18	20	20	22	20	21	20	20	22	20	23	24	23	24	24	23	26	25	28	27	28	31	29	30	31	32	31	33	32	32	34	35	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	2	3	4	4	4	4	4	5	5	5	5	5	5	6	6	5	5	5	5	5	6	5	6	6	6	6	6	6	6	6	6	6	7	6	7	8	7	7	7	6	7	9	7	7	7	7	7	7	7	9	7	8	8	8	8	8	8	8	8	9	8	10	9	10	10	9	9	10	10	11	10	11	10	10	11	10	12	12	12	12	12	12	13	13	14	14	14	16	15	15	16	16	16	17	16	16	17	18
500	-687.984163536502138	-694.839651487461538	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.415944345752668	-1	1	2	3	2	4	3	5	4	6	6	7	7	8	8	10	10	10	9	8	10	12	10	9	9	11	10	10	11	10	10	11	11	12	11	12	12	13	12	13	13	11	12	15	15	15	14	12	12	17	14	14	13	12	14	15	14	18	12	14	15	16	15	15	14	16	17	17	15	19	17	19	19	18	19	20	20	23	20	21	20	20	22	19	24	24	24	24	25	23	26	25	27	26	28	31	30	28	32	33	32	33	32	30	35	35	0	1	1	5	2	2	1	2	7	2	5	9	4	3	4	3	12	20	10	0	20	19	10	11	12	15	4	15	13	20	12	25	7	9	4	24	23	29	27	26	30	28	28	41	0	36	24	28	2	64	37	36	27	31	49	41	22	34	27	23	47	36	28	26	28	39	21	18	39	69	13	67	61	26	0	0	29	82	71	57	20	70	81	26	54	71	50	36	61	39	70	87	68	6	93	93	79	58	13	99	89	98	77	81	97	79	1	1	2	1	1	1	3	2	1	2	2	1	2	4	2	3	1	1	2	1	1	1	2	1	1	1	3	1	2	2	2	1	5	5	4	1	2	1	1	1	2	1	1	1	1	1	2	1	3	1	1	2	2	1	1	1	1	4	1	3	1	2	2	2	2	3	3	4	2	3	4	1	2	5	1	1	4	2	1	4	5	1	1	2	4	3	5	7	4	4	4	1	4	6	1	3	5	4	10	1	5	2	4	7	4	7
1000	-698.036701667208376	-704.892189618167777	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.448002343269909	-1	2	3	2	2	3	5	4	5	4	7	7	7	8	8	9	9	9	10	10	10	11	12	9	10	10	9	9	11	10	11	11	11	12	12	10	10	12	12	11	14	13	14	15	14	14	13	12	12	16	13	13	13	12	14	15	13	17	14	16	14	16	16	15	16	16	16	18	17	19	17	19	19	19	17	20	20	22	18	21	20	19	23	20	21	23	23	24	25	24	26	26	28	27	28	31	29	31	32	32	30	33	31	33	35	33	0	1	4	1	1	5	6	3	2	2	10	9	7	7	7	6	12	6	11	0	11	26	16	10	12	14	12	12	26	13	18	36	17	25	13	24	11	14	32	28	5	32	49	41	0	57	13	15	30	31	31	40	11	21	31	41	29	43	42	46	18	52	61	51	32	23	41	52	18	79	23	12	60	69	0	0	57	48	66	61	71	67	33	63	60	85	69	75	63	47	74	77	89	24	86	93	72	91	97	89	94	90	92	100	103	97	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	3	1	2	2	1	2	1	1	3	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	5	1	1	1	1	1	3	2	2	3	1	1	4	1	2	1	1	1	1	1	1	1	1	1	3	3	1	2	4	1	3	5	2	1	1	1	4	5	1	3	2	2	4	3	2	1	3	5	6	9	3	2	1	7	3	2	4	2	1	4	1	4	3	1	2	2
1500	-623.848485383519460	-630.703973334478860	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.473269877971247	0	1	3	2	3	3	4	5	5	6	7	6	7	7	7	9	9	9	9	8	10	11	11	9	9	10	9	11	11	10	11	11	11	13	12	11	11	11	12	13	14	13	13	15	13	15	13	12	13	17	12	13	12	14	13	15	14	18	13	16	14	15	15	15	15	16	15	16	16	20	16	19	20	18	19	20	20	22	19	20	18	20	22	20	24	24	23	25	24	23	26	25	28	27	28	32	30	29	32	32	30	34	32	32	34	35	0	1	2	2	2	2	3	6	7	4	8	8	1	12	12	12	14	10	11	0	8	16	4	14	15	10	13	16	10	20	11	17	18	25	15	27	4	11	28	27	21	28	23	36	0	36	23	28	32	60	24	27	24	24	37	20	16	65	28	47	23	39	3	25	42	42	41	36	52	69	41	50	59	69	0	0	74	60	69	18	64	46	44	26	60	82	81	75	90	36	87	70	89	60	94	98	93	88	97	97	89	103	94	101	96	105	1	1	1	1	1	1	1	2	1	2	1	1	4	1	1	2	1	2	2	1	3	1	4	1	1	2	1	1	2	1	2	1	1	2	3	1	5	1	1	2	2	2	1	3	1	2	1	1	1	1	2	2	2	2	2	5	1	1	1	2	2	1	5	3	1	1	1	3	2	2	1	1	4	1	1	1	2	3	2	5	2	3	4	4	5	2	3	3	1	7	1	2	2	8	1	1	2	1	2	1	2	1	3	1	1	1
2000	-662.103326269005720	-668.958814219965120	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.574673820816294	0	1	2	2	1	4	3	3	4	5	6	6	6	7	9	10	8	11	9	9	10	11	11	9	7	11	9	10	10	10	11	11	12	12	10	11	12	12	12	11	13	12	14	14	15	14	13	12	13	18	14	14	12	13	13	14	14	17	14	15	13	14	14	15	16	15	16	18	16	19	17	20	19	18	19	20	19	21	20	22	21	20	22	21	21	24	23	24	25	23	26	24	28	26	28	31	30	29	30	30	31	34	31	32	34	34	0	1	1	1	1	3	4	4	4	8	10	9	9	10	6	11	9	24	10	0	25	19	10	7	13	24	12	25	14	20	21	20	22	12	10	24	26	8	35	25	15	28	48	22	0	24	29	21	22	33	20	36	16	36	38	20	42	43	16	29	26	18	36	42	43	51	36	37	62	71	69	68	74	69	0	0	39	73	34	84	77	74	82	47	59	84	83	75	77	84	90	75	84	85	94	93	89	60	93	94	93	88	95	100	93	97	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	3	1	2	1	1	1	2	3	1	1	1	2	2	1	1	1	1	4	3	1	1	4	1	2	2	1	1	1	1	2	2	1	1	3	2	2	1	1	1	5	1	1	2	2	1	2	1	1	1	1	3	4	1	1	1	1	1	1	1	1	3	1	6	1	1	1	1	4	3	2	1	3	4	1	1	3	3	2	1	1	2	7	1	2	1	5	2	1	3	1
2500	-595.599984168754986	-602.455472119714386	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.579750254939267	0	2	2	2	3	3	6	4	5	5	8	7	7	7	9	11	9	11	9	9	11	12	11	8	9	10	9	10	12	10	11	11	11	12	11	10	11	11	12	12	13	12	13	16	12	13	14	12	12	16	12	13	13	13	14	12	15	18	13	16	15	15	15	16	16	17	17	17	16	18	18	19	19	17	18	21	21	22	20	22	20	20	22	20	23	24	22	24	23	23	26	25	28	26	29	32	30	30	29	33	31	33	32	31	34	35	0	1	1	1	1	2	9	3	5	6	7	9	7	7	14	28	12	19	10	0	25	37	15	7	13	7	7	11	33	20	9	14	14	28	13	11	11	14	16	13	56	28	28	30	0	27	26	28	16	61	26	34	37	42	38	20	46	55	42	16	46	27	30	39	43	69	31	65	57	46	62	66	67	55	0	0	71	84	49	61	66	58	76	61	47	84	79	75	36	84	92	80	86	85	94	91	95	94	91	95	99	101	99	57	101	100	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	3	1	2	1	1	3	2	1	1	2	1	2	3	1	2	1	2	1	3	1	2	2	1	1	1	1	1	1	1	1	2	1	2	1	3	1	4	2	2	1	1	3	1	1	2	2	2	1	1	1	1	2	1	3	4	2	1	1	3	2	2	1	6	4	2	1	2	3	1	2	3	1	3	2	1	2	1	1	5	1	1
3000	-624.453264784879138	-631.308752735838539	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.586903050237255	-1	1	2	2	3	3	5	6	5	6	7	7	7	6	9	9	9	10	9	9	10	11	11	9	8	11	9	10	10	10	11	11	11	12	11	11	11	13	13	12	13	13	12	14	14	14	14	12	13	18	13	12	14	14	13	15	15	16	13	16	16	15	15	15	15	17	17	16	16	18	17	19	19	18	18	21	21	22	20	22	19	20	21	20	23	23	24	25	24	23	26	24	26	28	28	30	30	29	31	31	31	33	33	32	32	36	0	1	1	1	3	3	5	9	3	9	6	9	7	4	7	13	9	12	10	0	9	20	30	5	8	25	8	9	19	20	18	16	7	26	13	16	10	10	8	25	24	23	27	22	0	23	29	21	37	64	52	24	14	28	43	20	42	54	18	49	18	45	38	24	18	51	41	52	51	69	56	47	66	69	0	0	69	60	70	72	58	81	67	61	32	60	79	75	24	84	78	78	90	89	63	93	88	90	76	94	86	100	95	101	91	99	1	1	2	1	1	1	1	1	1	1	2	2	1	2	2	1	2	1	2	1	3	1	1	2	1	1	1	1	1	1	1	1	3	1	2	1	2	3	3	1	2	1	1	2	1	2	2	1	1	1	1	2	6	2	1	3	1	1	1	1	4	1	1	4	2	1	2	1	1	1	1	2	1	1	1	1	1	3	1	2	1	1	1	2	7	2	2	3	5	2	2	1	1	2	7	2	2	3	4	1	4	1	3	1	3	2
3500	-546.188280778650324	-553.043768729609724	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.567021646771958	-1	0	1	3	3	3	6	5	5	6	8	8	7	8	8	10	9	10	10	9	10	11	11	9	10	9	9	10	11	11	11	11	11	13	11	9	11	11	13	11	12	12	14	16	14	15	14	11	14	17	13	14	13	13	14	13	15	16	13	15	13	15	13	16	16	16	16	18	17	18	18	19	18	19	18	19	20	22	20	20	19	20	23	19	23	24	23	24	23	24	27	25	28	27	26	31	28	29	32	31	30	34	32	32	34	34	0	1	1	1	2	3	9	2	4	5	10	9	3	10	6	15	11	12	14	0	20	36	12	6	12	13	13	13	24	20	9	28	26	37	26	9	11	27	11	25	20	28	59	41	0	51	14	28	32	51	31	23	4	22	19	41	49	59	28	63	36	61	35	43	43	11	56	31	23	57	58	50	49	69	0	0	58	82	70	84	44	58	44	62	84	82	66	75	23	84	69	85	90	89	49	98	92	68	93	94	90	100	98	101	93	99	1	1	1	2	3	1	1	2	2	1	1	2	3	2	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	3	1	1	1	1	1	5	1	1	1	1	2	2	1	2	1	2	1	1	4	1	3	3	1	1	1	1	2	1	1	2	1	1	1	2	1	3	3	2	2	3	2	7	2	4	1	2	2	5	1	1	5	3	2	3	1	2	1	3	1
4000	-739.706569817264267	-746.562057768223667	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.634239886904224	0	1	2	2	2	3	6	5	4	5	8	7	7	6	8	11	8	8	9	8	9	11	9	8	10	9	9	10	11	10	11	11	10	12	11	12	11	11	12	12	13	12	13	16	13	15	13	13	13	17	14	13	13	14	14	14	14	18	13	15	13	14	15	15	17	16	15	17	17	18	15	20	20	18	18	20	20	22	20	21	21	20	22	20	23	24	22	24	24	22	27	25	27	28	28	31	30	30	28	32	30	32	31	32	34	35	0	1	1	2	1	5	9	4	4	4	10	7	8	8	7	23	7	10	24	0	8	26	12	14	7	20	13	23	14	20	27	30	20	18	19	30	24	11	33	25	39	12	9	20	0	41	26	22	29	64	39	17	29	42	7	41	32	63	34	18	37	22	42	16	42	22	33	41	51	62	61	75	59	13	0	0	69	81	63	65	77	75	70	54	80	78	66	72	90	84	86	83	89	85	80	93	83	86	80	98	95	94	94	101	100	97	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	2	2	1	1	1	3	1	1	2	1	1	1	1	2	3	5	1	1	2	1	1	1	1	4	1	2	4	1	2	2	1	3	1	1	2	2	3	1	2	1	2	2	1	1	2	5	1	1	2	1	3	3	1	1	2	2	2	1	2	1	1	1	1	1	1	4	3	1	3	2	3	1	1	1	1	1	1	2
4500	-554.809070635502621	-561.664558586462022	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.571748771532467	0	1	3	2	2	1	6	5	4	4	7	7	6	7	9	11	10	10	8	10	9	11	10	10	9	10	10	11	12	11	11	11	10	12	11	10	11	12	11	12	13	11	14	15	14	14	14	12	12	17	12	14	13	13	13	15	15	17	14	15	15	16	16	15	15	17	17	17	16	20	17	19	20	17	18	21	19	22	20	20	20	21	23	19	23	24	24	24	24	22	27	26	28	25	27	30	30	29	30	32	30	34	31	30	34	34	0	1	6	2	2	1	4	2	5	4	4	9	9	4	7	27	21	8	13	0	12	18	6	12	9	6	19	21	15	20	11	15	7	25	7	7	14	14	21	11	20	21	28	41	0	51	51	28	15	57	26	49	35	16	13	41	37	43	36	52	47	25	45	39	54	69	56	43	39	69	48	74	72	33	0	0	67	69	66	57	75	77	73	61	90	78	66	75	39	24	87	76	90	86	85	91	95	95	93	97	90	97	97	87	96	98	1	1	2	1	1	1	2	1	1	1	3	2	1	2	1	1	1	3	1	1	1	1	4	2	2	4	1	1	1	1	2	1	2	1	2	2	3	3	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	5	1	2	1	2	1	1	3	1	2	1	1	1	2	2	2	2	1	1	3	1	1	1	5	1	2	1	1	1	2	1	1	4	4	6	6	1	3	3	1	1	2	1	1	1	1	3	2	1	3	2	3
