step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89
1	-8992.488506166871957	-8991.026424082352605	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.645673090227805	0	1	3	2	3	6	5	3	3	4	6	6	6	5	5	6	6	7	6	6	6	10	7	7	7	7	7	7	7	8	10	7	8	8	8	8	8	8	9	9	9	9	9	9	9	9	10	11	10	10	11	11	11	10	10	11	11	10	11	11	12	11	11	11	11	12	12	12	12	13	12	12	14	13	13	15	13	14	14	15	15	15	15	15	17	16	16	17	19	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	3	5	4	3	3	3	5	5	5	4	4	5	5	6	5	5	5	8	6	6	6	6	6	6	6	6	8	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	9	8	8	8	8	9	9	9	9	10	9	9	11	10	10	11	10	11	11	11	11	11	11	11	13	12	12	13	14
500	-1013.228671694774448	-1010.732355310870730	-2.496316383903757	0.000010005459837	0.000037500249360	3.747978600576381	0.277283560121523	-1	1	1	2	2	6	2	2	3	3	5	6	6	4	5	5	6	6	6	6	4	10	7	7	7	7	7	4	7	5	10	7	8	8	7	8	8	7	8	8	9	9	8	9	9	9	10	9	9	9	9	11	11	10	10	11	11	8	11	11	10	10	11	11	10	12	12	12	12	13	11	12	14	13	11	15	13	14	12	13	15	15	15	15	17	16	16	17	19	0	0	1	2	2	7	3	2	0	2	4	3	9	10	21	4	5	3	7	28	10	13	17	5	11	18	20	10	21	21	15	15	16	5	3	27	38	30	18	21	15	33	35	37	37	58	28	3	7	15	21	40	16	35	30	46	46	38	48	3	40	21	48	35	41	34	51	54	21	19	3	65	3	16	21	3	0	2	21	62	22	17	49	15	51	58	40	21	51	1	1	1	1	1	3	1	1	1	2	2	4	3	1	1	2	4	3	3	2	1	3	1	4	2	1	1	1	2	1	3	2	2	5	4	1	1	2	2	3	4	1	1	1	1	1	6	4	6	4	4	3	6	1	4	2	2	1	2	9	1	5	2	3	1	4	3	1	7	7	8	2	11	7	6	11	1	13	7	2	4	9	6	9	8	8	7	12	8
1000	-690.713374778596744	-688.499445623600195	-2.213929154996510	0.000009999645990	0.000029160550156	2.916158250408519	0.446931809203205	0	1	3	2	3	6	5	3	3	2	6	5	6	3	5	6	6	7	6	6	3	10	7	6	6	6	7	4	7	6	7	7	8	8	8	8	8	7	9	9	8	9	8	9	9	9	10	11	10	10	11	10	11	10	10	11	11	8	11	11	11	9	11	10	11	12	12	12	12	13	12	12	14	13	12	15	13	14	14	15	14	15	15	15	16	16	16	17	19	0	0	1	2	2	12	3	2	0	2	2	3	9	10	21	2	4	19	12	28	10	9	5	4	5	3	28	14	21	15	15	15	24	24	12	27	30	15	43	31	31	33	26	37	37	58	27	43	39	15	52	40	42	43	30	46	46	38	43	39	62	31	54	35	58	42	51	54	51	12	26	65	18	42	31	71	0	46	75	75	77	22	43	31	80	72	75	32	75	1	1	2	1	2	1	1	2	1	1	2	2	2	1	2	2	2	1	1	2	1	4	3	2	1	2	2	1	3	1	2	2	1	2	2	1	2	2	1	2	1	1	2	1	1	1	2	3	1	2	1	1	2	1	3	2	2	1	2	2	2	1	1	2	2	3	1	2	1	5	5	1	6	4	5	2	1	4	2	1	1	2	5	7	1	4	3	10	7
1500	-490.688904050137239	-489.184268296419475	-1.504635753717763	0.000009976421855	0.000011112687023	1.113895060246288	0.644121341642034	0	0	3	2	2	6	5	2	3	2	5	6	6	4	5	6	5	7	6	6	4	9	7	6	5	7	7	5	6	8	7	7	8	8	8	8	8	7	9	9	8	9	9	9	9	9	9	11	10	10	11	11	11	9	10	10	11	8	11	11	12	10	11	11	11	12	12	12	12	11	12	12	14	13	12	15	13	14	14	15	14	15	14	13	17	16	16	17	19	0	0	1	2	2	3	3	2	0	2	4	7	9	10	21	25	4	12	7	28	10	13	17	17	5	19	28	14	21	38	15	21	16	11	26	27	21	21	12	41	31	33	35	37	37	58	27	35	39	40	31	40	42	35	44	46	46	38	43	49	51	31	54	54	58	42	51	48	51	54	64	65	43	66	62	71	0	72	75	75	77	77	48	50	80	78	84	75	79	1	1	3	2	2	2	2	1	1	2	2	1	3	2	1	1	2	1	1	1	2	3	2	1	3	1	2	1	2	1	2	2	2	3	1	1	3	3	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	1	1	1	2	1	2	1	1	2	2	2	3	2	1	1	1	1	1	1	4	1	2	2	1	1	2	2	1	2	2	3	2	2	3	4	5
2000	-470.469571710338357	-468.915348565355430	-1.554223144982924	0.000009868582474	0.000012234426796	1.239734969885986	0.636106444187142	0	1	3	2	3	6	4	3	3	3	6	6	6	4	5	5	4	6	6	6	4	10	7	7	7	7	7	5	6	8	7	6	8	8	7	8	7	6	9	8	9	9	9	8	9	9	8	11	10	9	10	9	11	10	10	11	11	8	11	11	11	10	11	11	11	12	12	12	12	13	12	12	13	13	13	15	13	14	14	15	15	15	15	14	17	16	15	16	19	0	0	1	2	4	3	3	4	0	4	17	7	9	10	21	17	5	7	7	28	10	13	16	5	17	12	28	14	15	15	15	15	17	17	18	27	38	15	18	15	31	33	26	37	37	58	27	43	39	40	50	15	33	43	44	46	46	38	43	49	51	31	54	54	58	42	61	54	52	63	64	65	48	53	61	71	0	72	75	75	77	77	73	69	80	78	84	87	88	1	1	3	1	1	2	1	1	1	1	2	2	2	1	1	1	1	2	2	1	1	3	2	3	2	1	2	1	1	2	1	1	3	2	1	1	1	1	1	2	2	1	2	1	1	1	1	2	1	1	1	3	3	1	2	2	2	1	2	1	1	2	1	1	3	2	1	2	3	1	1	1	2	2	2	2	1	1	1	2	2	2	1	2	2	1	1	1	2
2500	-483.706860066369700	-481.966398209452393	-1.740461856917280	0.000009650963338	0.000016342212668	1.693324499862054	0.568864285485492	-1	0	2	1	3	6	5	3	3	2	5	6	5	3	5	6	6	7	6	6	3	10	7	4	7	7	7	5	7	6	8	7	8	7	7	8	7	8	8	9	9	9	9	9	9	9	9	11	9	10	11	11	11	10	10	11	11	8	11	11	10	9	11	11	11	12	12	12	11	13	12	12	14	13	13	15	13	13	14	15	15	15	14	12	17	14	16	17	18	0	0	1	2	4	3	3	4	0	4	5	7	9	10	21	24	24	12	3	28	10	13	16	10	11	19	20	14	15	21	15	15	16	11	19	27	30	30	26	31	31	33	35	37	37	58	27	35	39	41	61	40	42	43	37	46	46	30	19	49	31	31	54	54	58	42	69	48	61	63	64	65	48	42	51	71	0	72	75	75	77	77	43	69	75	78	84	87	87	1	1	3	1	2	4	1	1	1	1	1	1	2	1	2	2	1	1	4	1	1	5	1	1	2	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	2	1	2	1	2	3	1	1	1	2	2	1	3	2	2	2	4	2	1	1	1	1	1	2	1	1	1	1	1	1	2	3	2	3	1	1	1	1	2	2	3	1	2	1	3	1	2
3000	-446.078753931570816	-444.269353148538585	-1.809400783032213	0.000010189722374	0.000018969763507	1.861656560471700	0.631968384106938	-1	1	2	2	3	6	5	2	3	3	6	6	6	4	5	6	6	7	5	6	4	10	7	7	7	7	6	5	6	6	7	7	8	6	8	8	7	7	9	8	9	9	9	8	9	9	10	10	10	10	11	11	11	10	10	11	10	8	11	11	10	11	11	11	11	12	12	11	12	13	12	12	14	13	13	15	13	13	14	15	15	14	15	15	17	16	16	17	19	0	0	1	2	4	19	3	2	0	4	5	19	9	10	21	2	5	12	3	28	10	13	16	2	34	7	28	14	15	21	21	15	16	5	26	27	30	30	12	31	40	33	35	37	37	58	27	35	39	41	61	41	42	35	44	57	46	38	26	49	31	61	54	54	58	42	61	54	61	63	64	65	48	33	69	71	0	72	75	79	77	77	43	75	80	78	84	87	87	1	1	3	1	1	1	3	1	1	1	3	1	3	1	1	3	2	1	2	1	1	3	1	3	1	2	1	1	1	1	3	1	2	3	1	2	1	1	2	1	1	1	1	1	2	1	2	2	1	1	1	2	2	2	2	1	1	1	4	1	3	1	1	1	1	2	2	1	2	2	1	1	3	3	1	3	1	1	1	1	1	1	4	2	2	2	1	1	3
3500	-464.198980915393577	-462.626696765975112	-1.572284149418472	0.000009835439000	0.000012633860880	1.284524349083433	0.648844277642760	0	1	3	2	3	4	4	3	2	2	4	6	6	4	5	5	6	7	6	6	3	7	7	5	7	6	6	5	6	6	7	7	8	8	7	8	8	7	9	9	9	9	9	9	9	9	9	11	10	9	11	11	11	10	10	10	11	8	9	11	10	11	11	11	11	11	12	12	10	13	12	12	14	13	11	15	13	13	13	14	15	15	15	15	15	14	16	17	19	0	0	1	2	4	3	3	2	0	2	2	3	9	10	21	4	16	7	7	28	10	13	16	11	24	3	28	14	15	21	30	15	23	17	26	27	30	30	19	31	31	33	35	37	37	58	36	43	19	31	69	41	42	43	44	46	46	38	26	49	41	61	54	54	58	42	69	63	31	63	64	65	43	53	41	71	0	72	75	75	77	77	73	80	80	78	84	87	87	1	1	3	1	1	1	1	1	1	1	2	3	2	1	1	2	1	1	2	1	1	1	2	1	2	3	1	1	1	2	1	2	1	2	1	2	2	1	1	2	2	1	2	1	1	1	1	2	2	2	1	2	2	1	1	1	2	1	3	1	1	1	1	1	2	2	2	1	2	2	1	1	3	2	2	2	1	1	2	2	2	2	1	1	1	1	1	1	2
4000	-429.468181077185307	-427.880401850448038	-1.587779226737290	0.000010811727037	0.000014300254619	1.322661455540968	0.660452180836919	-1	1	3	2	3	6	5	3	3	3	6	6	6	4	5	5	5	7	6	6	4	10	7	7	7	6	6	5	7	6	7	7	8	8	7	8	8	7	9	8	9	9	9	9	9	9	9	11	10	9	11	11	11	10	10	11	11	8	11	11	10	11	11	11	10	11	11	12	12	13	12	11	13	12	12	15	13	14	14	13	15	15	15	15	17	16	16	17	19	0	0	1	2	2	7	3	4	0	4	4	7	9	10	21	5	5	19	7	28	10	13	16	11	11	7	28	14	15	21	15	21	16	24	26	27	30	30	19	31	31	33	35	37	37	58	36	35	19	40	61	50	42	43	44	46	46	38	43	49	50	61	54	54	58	42	61	54	51	63	64	65	48	42	61	71	0	72	75	75	77	77	48	80	79	78	84	87	87	1	1	3	1	2	1	2	1	1	1	4	1	2	1	1	2	2	1	1	1	1	3	2	1	1	1	1	1	2	1	1	2	2	1	1	2	2	1	2	1	2	1	2	1	1	1	1	4	3	1	1	2	2	1	1	2	2	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	2	3	2	3	1	2	2	1	2	2	1	2	2	2	1	1	1
4500	-441.600967863632548	-440.088257288990917	-1.512710574641634	0.000010815698634	0.000012273292520	1.134766503375928	0.693960920445356	0	1	3	2	3	6	5	3	3	3	6	6	5	4	5	6	6	7	6	6	4	8	5	7	6	7	7	5	7	6	7	7	8	8	7	8	8	7	9	9	9	9	9	9	9	9	10	10	10	10	11	10	11	10	10	10	11	8	11	11	10	11	11	11	11	12	12	12	12	13	12	12	14	12	12	14	13	14	14	15	15	14	15	15	17	15	16	17	18	0	0	1	2	4	3	3	2	0	4	5	3	9	10	21	5	5	19	7	28	10	9	4	11	4	3	20	14	21	15	21	15	16	17	7	27	30	30	18	31	31	33	35	37	37	58	27	35	39	31	61	40	42	26	44	46	46	38	43	39	40	61	54	54	58	42	61	54	61	63	64	65	43	42	51	71	0	72	75	75	77	77	73	75	80	78	84	87	88	1	1	2	1	1	1	2	2	1	1	3	3	2	1	1	2	3	1	1	1	1	2	2	1	1	3	1	1	2	1	2	1	1	1	2	1	2	1	2	2	2	1	2	1	1	1	2	2	1	2	1	1	2	3	1	1	2	1	1	1	1	1	1	1	2	2	2	1	2	2	1	1	4	2	1	2	1	2	2	2	2	1	1	2	1	1	1	1	1
