step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72
10000	-517.089422848006620	-515.253656865314269	-1.835765982692298	0.000149939709771	0.000025266231025	0.168509269918858	0.424797390276863	2	6	8	9	11	10	13	10	13	15	13	14	14	14	15	15	16	14	16	17	15	17	16	17	16	17	16	20	19	16	18	18	18	18	20	20	20	23	21	24	21	25	24	23	23	24	26	26	26	27	27	26	27	28	29	29	30	30	30	30	30	31	32	33	34	36	38	39	41	41	43	46	0	1	1	2	8	2	5	2	2	11	6	11	8	7	7	14	9	6	12	10	12	12	5	11	7	12	12	19	30	13	3	19	14	14	13	22	23	29	30	37	31	37	39	41	29	35	46	46	39	0	38	40	38	52	5	49	43	40	53	40	38	61	43	52	35	63	42	61	68	66	61	0	1	2	2	1	1	2	1	2	3	1	2	1	2	1	1	1	2	2	1	1	1	2	2	2	2	1	1	2	2	1	5	1	2	3	3	1	2	2	3	1	2	4	1	1	2	1	1	1	3	1	2	1	2	1	8	2	2	3	1	4	3	1	5	2	7	1	7	5	1	3	7	1
10500	-531.129889939141549	-529.358594413301489	-1.771295525840064	0.000172916498729	0.000031745345572	0.183587718957212	0.492595963080894	2	7	7	9	10	11	11	11	12	15	13	14	14	14	15	15	15	15	16	17	13	15	16	17	16	17	16	18	17	17	18	20	20	18	21	19	20	23	22	23	23	24	23	23	25	25	25	26	26	26	28	27	28	27	29	30	29	30	30	31	29	33	32	34	34	37	39	38	41	42	42	49	0	1	1	2	4	5	5	3	6	11	4	3	7	7	7	7	3	9	12	10	8	11	12	17	17	11	11	19	23	13	17	19	25	25	14	20	13	14	29	37	29	39	35	37	40	23	43	42	43	0	43	44	52	23	53	53	53	37	37	47	54	46	46	41	52	47	65	58	67	69	59	0	1	1	2	1	1	1	1	2	1	1	2	3	2	2	2	2	4	2	2	2	1	1	1	1	1	2	2	1	1	1	2	2	2	1	3	2	2	5	3	1	3	2	1	1	1	4	1	1	2	1	3	2	1	5	1	1	1	4	6	2	1	3	4	4	4	7	4	2	1	1	5	1
11000	-535.416725267067022	-533.576202988220871	-1.840522278846201	0.000174613265520	0.000029245451350	0.167486996262823	0.491493401939212	2	7	8	9	10	12	13	12	14	15	14	13	14	14	15	16	15	15	16	17	15	16	16	18	17	17	17	20	17	17	18	18	17	18	22	19	19	22	21	24	21	26	23	23	25	22	25	26	27	27	27	25	27	28	29	29	30	31	30	29	28	33	31	34	34	36	38	36	39	42	43	48	0	1	1	1	4	2	4	5	4	6	4	3	5	7	3	5	6	6	11	10	12	11	5	18	6	11	11	19	4	13	9	10	13	25	29	19	7	39	15	38	13	35	13	38	40	39	46	45	47	0	40	44	42	43	41	53	42	37	47	42	35	43	42	47	60	58	60	62	66	69	69	0	1	2	3	3	1	1	2	1	2	1	2	1	2	1	3	3	2	2	1	1	1	2	4	2	3	2	2	2	4	1	1	2	1	1	3	2	3	1	2	2	4	2	3	1	1	1	2	1	1	1	1	1	1	2	3	1	1	3	2	1	2	3	3	4	4	3	4	1	2	2	2	1
11500	-501.301188244949458	-499.720201886681082	-1.580986358268392	0.000163919247113	0.000040748826582	0.248590859824720	0.575300968055258	3	7	8	7	11	12	13	12	13	15	13	14	15	13	15	14	16	16	16	18	15	16	15	17	18	14	16	19	18	17	17	19	20	17	20	19	19	22	21	23	21	25	23	24	24	26	26	27	26	26	27	28	28	28	28	29	31	30	30	30	31	32	31	34	35	35	36	39	40	42	41	49	0	1	4	1	2	2	5	5	5	14	5	2	4	2	7	6	8	9	6	10	6	12	5	23	7	6	12	34	34	23	9	19	34	7	37	21	13	29	23	39	37	41	41	35	37	43	41	44	43	0	42	40	44	42	44	53	55	46	49	55	42	56	46	52	54	62	44	66	66	68	68	0	1	2	1	2	2	2	1	1	1	1	2	2	2	3	1	1	2	2	2	2	1	1	2	2	3	1	1	1	1	2	2	2	1	3	1	2	1	1	3	2	1	2	1	2	2	2	2	1	2	1	1	2	1	1	2	1	1	2	2	1	2	2	3	3	4	2	5	2	2	1	1	1
12000	-532.126666074736704	-530.485025640842196	-1.641640433894462	0.000169676838859	0.000037887909614	0.223294527812036	0.472749666722948	2	7	7	8	10	12	12	11	14	15	13	15	13	14	15	15	15	16	16	17	16	17	16	17	17	18	15	20	19	16	18	19	20	17	20	19	19	22	21	24	21	25	24	23	25	23	24	27	27	26	27	27	28	28	29	28	30	31	29	32	29	33	32	35	34	37	39	40	40	42	42	48	0	1	1	1	4	2	5	2	13	2	8	11	2	13	13	13	6	13	12	19	11	18	8	23	15	10	6	19	5	13	10	12	15	14	23	10	30	39	8	44	13	38	37	37	40	39	2	39	4	0	42	29	43	42	35	37	54	56	51	55	42	61	42	40	42	64	40	66	62	67	66	0	1	3	3	3	1	3	1	2	1	3	1	1	4	1	2	1	1	2	1	1	2	1	3	1	1	2	1	2	4	1	1	2	1	2	1	2	2	1	3	1	4	2	3	2	1	1	9	3	7	1	1	4	1	2	4	5	1	1	1	1	2	2	3	6	4	1	5	3	3	1	3	1
12500	-510.758649524320617	-508.982935927801975	-1.775713596518623	0.000195031112342	0.000035588319581	0.182475088993625	0.530260514721140	3	8	7	8	10	10	12	12	13	15	13	14	12	12	14	15	16	15	16	18	14	16	16	16	15	16	17	20	18	17	18	19	18	18	21	20	20	23	21	24	23	25	24	23	26	25	25	27	25	27	27	27	28	28	30	29	30	27	30	31	31	31	32	33	33	37	39	40	39	41	42	47	0	3	1	3	2	2	5	5	6	12	2	9	5	2	14	7	21	3	2	2	2	18	7	9	7	10	18	21	30	18	21	12	25	19	37	26	20	29	30	39	37	41	35	37	42	44	44	41	35	0	49	35	46	41	56	43	42	40	51	47	46	47	56	41	56	63	62	63	61	59	61	0	1	1	1	1	1	1	1	1	2	1	4	1	1	2	1	2	1	4	4	4	3	1	2	2	2	1	1	3	1	1	3	3	2	1	1	2	1	3	1	2	2	1	1	2	1	1	2	2	1	1	1	3	2	2	1	3	2	1	2	2	3	3	2	5	2	3	4	3	4	4	5	1
13000	-538.314823618356058	-536.726723637806572	-1.588099980549537	0.000202122699066	0.000049582307350	0.245307961843275	0.472400860356185	3	6	8	7	11	13	11	10	13	16	13	14	13	15	15	14	14	15	17	17	15	16	16	17	18	17	16	20	19	15	16	19	19	16	21	19	20	21	21	23	21	26	24	23	26	25	25	26	27	26	28	27	29	28	29	30	29	29	30	32	31	32	31	35	33	35	39	38	39	41	42	48	0	1	2	2	8	5	2	2	3	11	4	3	5	9	5	9	4	6	10	10	3	3	17	9	31	10	2	19	30	13	6	10	7	16	22	26	12	29	22	38	21	38	38	35	43	43	24	38	43	0	42	44	38	43	45	46	46	47	42	53	47	47	42	59	54	41	44	63	61	68	68	0	1	1	1	1	1	1	2	2	3	1	3	3	1	1	2	1	3	1	1	1	4	3	1	2	1	1	5	2	2	1	2	1	4	2	1	1	2	1	3	1	3	2	1	1	1	1	4	2	1	1	1	2	3	2	1	2	2	3	2	1	3	4	4	3	3	7	9	3	2	1	2	1
13500	-504.542584250715549	-502.747104407441896	-1.795479843273639	0.000148915737201	0.000026454608846	0.177648174353056	0.401784943300473	2	7	8	7	10	11	13	12	13	15	13	14	14	15	15	16	16	15	16	18	15	16	17	17	17	16	17	19	18	16	18	20	19	19	21	18	20	23	22	24	22	25	24	23	25	25	25	27	26	25	27	28	29	28	27	30	31	29	30	31	29	31	31	34	35	36	39	39	40	43	43	47	0	1	1	1	3	5	2	5	6	12	2	11	6	5	7	14	3	9	10	10	12	12	30	18	13	10	19	26	23	13	5	10	14	5	37	19	23	35	29	39	29	35	13	35	37	38	37	43	37	0	38	41	51	45	43	46	52	34	61	49	35	43	48	44	61	45	48	62	67	69	69	0	1	2	3	2	1	1	2	1	1	1	3	1	2	2	1	1	3	1	1	2	1	1	1	2	2	1	1	1	1	2	4	3	3	4	1	1	2	1	2	1	2	1	5	1	3	1	2	2	4	1	2	4	1	1	2	2	2	5	1	3	5	3	2	3	3	5	6	5	1	1	2	1
14000	-515.966808522968336	-514.207588956224185	-1.759219566744168	0.000174280046981	0.000032537241316	0.186695160344419	0.440874882986545	3	7	5	9	10	13	10	13	12	14	14	14	14	14	16	15	16	14	15	18	15	16	15	18	17	17	16	18	18	18	19	19	19	18	21	19	19	22	22	24	22	25	24	23	23	25	26	27	25	26	28	26	28	29	29	30	30	30	30	31	31	32	31	34	35	36	40	39	40	42	43	48	0	3	1	2	2	2	3	2	5	2	3	4	6	7	14	7	11	9	12	19	10	10	6	10	8	8	12	19	23	13	10	19	25	10	17	28	13	11	35	30	17	43	38	35	35	44	46	44	44	0	49	40	35	13	48	47	46	38	49	40	35	48	47	60	44	62	40	62	66	66	69	0	1	1	1	1	2	3	2	4	1	4	4	2	1	2	2	2	2	1	1	1	1	1	1	3	2	3	1	2	2	2	3	2	1	2	2	1	3	2	1	3	3	1	1	1	1	1	1	2	1	1	1	1	3	8	1	2	2	5	3	4	4	2	3	2	6	2	8	3	2	3	2	1
14500	-499.929715271146506	-498.120337687016445	-1.809377584130089	0.000145455891828	0.000025366687381	0.174394361495780	0.431989862416651	2	8	8	9	10	12	12	12	14	15	13	14	14	14	15	15	17	14	15	18	16	16	17	17	17	17	16	17	19	17	19	18	19	18	21	19	20	22	20	21	22	24	24	23	25	23	26	28	26	26	27	28	28	28	30	30	31	31	30	30	30	32	30	34	32	37	39	39	40	41	41	48	0	1	1	2	3	5	5	5	6	11	2	2	11	7	7	11	5	2	2	10	12	12	11	18	14	10	11	10	23	5	17	11	25	14	29	10	29	23	17	30	29	37	40	40	29	37	46	43	41	0	42	37	41	38	38	49	54	45	53	44	41	61	52	44	60	62	65	62	63	68	66	0	1	3	3	1	1	1	2	1	1	1	5	4	1	1	2	1	3	3	3	2	1	1	2	2	2	1	2	1	1	4	1	3	1	2	2	2	1	3	2	2	2	2	2	1	3	2	2	2	2	1	1	4	2	3	4	2	2	3	1	3	4	1	1	6	1	2	4	3	5	1	2	1
15000	-514.886007685438130	-513.260109468506016	-1.625898216932154	0.000200699244474	0.000046024792213	0.229322199658423	0.493739555751883	2	8	7	7	10	12	12	13	13	14	13	14	15	14	16	16	16	15	16	17	14	16	17	18	17	17	16	19	18	17	18	18	18	18	20	18	21	23	22	23	22	25	23	24	26	24	25	27	25	25	28	28	28	28	29	29	30	30	29	31	31	32	31	34	34	37	38	39	41	42	43	49	0	1	1	1	4	5	5	4	6	6	2	2	11	4	7	5	14	6	8	10	3	21	18	30	14	12	11	19	13	5	21	26	14	30	25	21	13	29	18	35	29	38	41	41	38	16	41	39	35	0	48	35	49	44	49	53	47	46	48	48	48	57	49	60	39	52	66	65	62	68	68	0	1	3	3	3	1	1	1	3	1	1	2	2	1	3	2	3	1	2	2	1	3	1	1	1	3	1	1	2	2	4	2	1	2	1	1	2	2	3	4	2	1	2	1	1	1	4	1	3	2	1	1	4	1	3	1	1	2	2	1	2	2	1	4	2	4	4	1	2	4	2	2	1
15500	-523.325655199914308	-521.435586770103782	-1.890068429810491	0.000199548132817	0.000031422657208	0.157469061547855	0.469698235476957	2	8	7	7	11	10	12	12	13	15	12	14	13	13	14	14	16	15	17	17	14	16	17	18	17	16	16	20	17	16	18	19	19	17	21	20	19	22	20	24	21	25	24	23	25	26	25	27	26	26	27	27	28	28	27	29	29	30	28	31	28	32	30	35	33	37	38	38	38	43	42	48	0	4	1	1	3	3	5	5	6	21	2	11	3	5	7	14	2	13	26	11	13	12	17	3	14	12	12	19	30	13	18	24	34	16	17	2	17	29	23	41	29	37	38	24	43	41	38	41	37	0	46	38	24	42	47	45	42	46	41	48	49	40	42	48	53	53	66	61	44	68	62	0	1	1	2	2	2	1	1	1	1	1	3	1	3	1	1	1	4	2	1	3	1	1	1	5	2	1	1	2	1	2	1	1	1	1	2	5	1	2	2	2	2	2	1	3	1	3	1	3	2	1	1	2	6	2	1	2	2	2	3	1	1	5	2	3	3	5	1	4	6	2	3	1
16000	-547.676357633004955	-545.940141289105100	-1.736216343899873	0.000198985832933	0.000038384256461	0.192899443620466	0.464725807118499	3	7	8	6	10	12	12	12	14	15	13	14	14	13	15	15	16	15	16	18	15	16	15	17	15	16	15	20	18	16	18	20	19	19	20	17	20	23	20	24	22	25	24	23	25	26	26	28	26	25	27	27	28	28	28	29	29	30	29	31	28	31	32	34	34	34	38	39	41	41	42	48	0	4	2	1	3	3	3	5	6	13	5	3	5	6	7	14	12	9	12	10	2	11	5	9	6	14	11	19	6	12	12	31	21	13	13	5	30	29	31	44	39	37	39	39	5	30	13	43	43	0	43	41	49	42	44	53	37	42	51	48	38	48	61	43	57	61	54	61	67	64	64	0	1	1	1	1	1	2	1	1	1	1	2	4	2	1	1	1	2	1	1	2	5	2	2	2	2	2	1	2	2	1	3	1	2	2	2	3	2	2	1	1	1	2	2	2	8	6	5	2	1	1	1	2	1	2	2	1	4	3	1	2	1	2	2	5	3	4	5	7	2	4	5	1
16500	-556.097094193818975	-554.219481855642812	-1.877612338176134	0.000203627895388	0.000032556989018	0.159884719899588	0.422780961482952	3	8	8	8	10	12	11	10	14	15	13	15	15	13	16	16	14	13	16	17	15	16	16	17	18	17	16	20	18	18	17	19	20	18	21	19	20	23	21	23	22	25	24	20	25	25	24	28	26	26	27	28	29	28	30	30	31	30	30	32	29	32	31	33	34	36	40	37	40	43	43	48	0	1	1	1	1	4	3	3	6	4	2	14	6	2	10	5	3	2	2	7	11	12	17	9	14	12	17	26	23	17	17	27	25	17	21	12	10	41	20	41	44	44	38	21	47	41	41	37	38	0	42	41	45	42	38	38	56	48	51	40	37	56	48	42	55	62	53	62	66	46	66	0	1	3	3	2	4	2	2	1	2	3	2	1	1	2	1	3	2	2	4	3	1	1	1	1	2	1	1	2	1	2	2	2	1	2	2	3	2	1	3	1	1	2	1	2	1	2	2	4	1	1	1	2	2	1	3	4	1	1	2	5	6	1	2	6	2	2	5	3	2	6	3	1
17000	-542.536298755128882	-540.596478466683493	-1.939820288445416	0.000200071752528	0.000029697404814	0.148433771576333	0.441364033646094	2	8	6	8	10	11	11	13	11	14	13	14	15	15	16	16	16	16	16	16	16	16	15	16	17	17	16	19	18	17	17	20	19	18	22	20	20	23	21	24	22	25	24	23	24	25	26	28	25	25	27	27	28	28	28	29	31	29	31	31	30	32	32	33	34	36	37	40	40	42	42	47	0	1	1	3	4	5	2	5	2	2	3	6	7	2	7	2	23	2	11	9	12	11	8	11	13	11	11	19	23	11	18	10	7	2	29	26	23	34	3	35	29	44	35	34	44	43	38	44	40	0	45	40	44	38	51	53	58	34	49	47	41	61	39	52	47	65	51	59	67	62	61	0	1	3	2	1	2	1	1	2	2	2	4	2	2	4	2	4	1	2	1	3	1	2	1	2	1	2	1	2	2	1	1	3	4	4	2	1	2	3	6	1	2	1	1	2	1	1	2	2	1	1	2	1	2	2	1	1	1	4	4	3	4	1	5	2	3	2	5	5	2	5	6	1
17500	-556.130669059834190	-554.505064947545975	-1.625604112288179	0.000224449178722	0.000051497181815	0.229438049666952	0.353619535010823	3	7	7	8	10	13	12	12	13	15	13	13	14	13	15	16	15	15	15	18	16	15	17	17	18	17	16	17	19	18	19	20	19	18	21	20	21	22	21	23	19	24	24	24	25	25	25	27	26	26	27	25	28	28	30	30	30	29	30	30	31	32	31	34	34	34	39	38	39	40	42	48	0	1	1	1	2	4	3	4	4	8	2	8	9	2	7	11	2	6	12	5	12	11	8	7	9	12	12	19	5	7	10	21	13	5	41	19	10	30	8	13	30	41	26	35	23	30	35	29	44	0	44	34	42	45	39	52	47	46	51	45	43	57	60	44	56	45	47	55	63	63	62	0	1	2	2	2	1	2	2	2	2	3	3	1	1	3	2	2	4	1	1	3	1	1	2	2	3	3	1	1	4	3	2	3	2	3	1	2	4	2	5	6	1	2	3	2	5	3	2	3	1	1	2	2	2	1	3	2	3	2	1	3	4	2	1	4	2	4	5	5	4	4	6	1
18000	-542.977686963273641	-541.228561919449362	-1.749125043824254	0.000218786602645	0.000041431664548	0.189370208443483	0.388770805428238	2	7	6	8	10	12	12	13	12	15	13	14	14	15	15	15	16	16	16	18	14	17	17	17	18	16	16	19	19	17	18	18	19	18	22	19	20	22	21	22	22	25	25	24	24	24	26	27	24	26	27	28	28	28	29	29	30	31	28	32	30	32	32	34	34	35	38	40	40	42	43	48	0	1	1	1	1	2	5	6	2	11	6	4	6	7	7	3	8	21	12	10	4	26	16	16	7	9	21	22	4	13	12	14	14	6	39	26	23	37	8	12	15	30	37	29	39	38	46	40	40	0	35	48	38	43	51	39	38	48	43	35	44	56	48	56	53	48	52	67	57	61	63	0	1	3	1	3	4	3	1	1	2	1	1	2	1	1	2	3	2	1	2	2	3	1	1	1	3	2	1	2	4	2	2	1	3	3	1	2	2	1	3	3	5	4	3	4	1	1	1	3	1	1	4	1	3	2	1	4	4	2	1	4	2	1	3	3	2	3	5	1	6	6	4	1
18500	-482.521980994529486	-480.913669155573530	-1.608311838955948	0.000135199538769	0.000031971176664	0.236474006899144	0.564908140074983	2	7	7	8	10	13	11	13	13	15	14	15	13	13	15	15	16	15	16	17	16	16	16	17	17	17	16	19	19	18	18	20	20	18	21	20	20	21	20	24	22	25	25	23	26	26	24	28	26	26	28	25	29	28	28	28	30	31	30	30	29	32	31	33	34	35	39	38	39	41	42	48	0	1	1	2	2	2	5	5	2	5	2	3	5	5	8	7	8	6	9	12	9	11	9	11	14	2	10	19	23	23	9	12	34	16	9	19	31	8	23	41	39	47	47	35	41	41	41	49	42	0	49	44	46	52	47	45	48	54	51	48	46	63	61	60	60	62	65	63	66	66	69	0	1	2	4	1	2	2	1	1	3	3	5	4	1	2	1	2	2	1	2	1	1	1	1	2	1	3	1	2	2	1	2	2	1	2	3	2	1	3	2	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	1	1	2	2	1	2	1	1	1	1	1	2	4	2	2	2	1
19000	-497.565499846819478	-495.774142918930806	-1.791356927888652	0.000140047830713	0.000025017472345	0.178635200686614	0.614122263642595	3	8	7	8	11	12	12	13	13	13	14	14	14	14	15	16	17	16	16	16	16	15	15	16	17	17	17	16	18	18	18	20	19	17	21	19	19	22	21	24	22	25	25	24	24	25	25	27	26	26	27	27	27	29	29	29	30	30	30	32	30	33	31	34	33	36	40	38	41	43	43	49	0	1	1	1	2	2	5	5	6	2	10	4	5	7	7	14	5	9	11	10	11	10	10	2	14	12	10	12	23	23	18	28	34	15	37	10	24	39	19	35	13	37	38	35	29	37	39	42	42	0	40	44	46	41	45	46	48	45	51	54	41	46	56	60	40	62	64	62	62	68	68	0	1	2	2	3	1	2	1	1	1	3	1	2	1	1	2	1	3	2	1	2	2	1	1	2	3	2	2	1	2	2	2	2	1	1	1	2	2	1	2	2	4	3	1	2	3	2	3	1	1	1	1	2	1	2	3	3	1	3	1	1	3	4	1	1	4	2	2	2	3	2	3	1
19500	-580.328449870913005	-578.655847292145950	-1.672602578767044	0.000198561444041	0.000042162911028	0.212341883551343	0.420840813464849	3	8	7	8	10	12	12	10	13	15	13	15	14	14	16	14	15	15	16	17	14	16	15	18	17	17	17	20	19	15	17	18	19	18	22	20	20	22	21	24	21	24	23	23	24	26	24	27	27	26	27	27	28	29	29	29	31	30	30	32	31	32	31	34	33	35	38	39	41	43	41	49	0	1	1	3	3	8	2	4	4	6	2	7	9	3	16	7	8	9	5	9	2	12	8	21	7	6	5	12	7	11	9	14	25	15	37	11	23	39	13	32	19	38	2	41	38	21	13	2	42	0	40	42	40	37	49	45	29	42	52	57	39	56	53	47	56	47	66	57	63	71	53	0	1	3	1	1	2	2	2	1	2	2	4	2	1	4	1	2	1	1	4	1	4	1	4	2	3	3	4	3	3	1	2	3	1	1	1	4	2	1	4	3	2	1	7	1	1	6	4	8	2	1	1	2	3	4	2	2	6	2	1	1	5	1	2	5	2	5	2	3	6	1	5	1
20000	-544.514315375720912	-542.831458395504910	-1.682856980215975	0.000172607951379	0.000036066481209	0.208950288334114	0.429431870036644	2	7	8	9	10	12	12	12	12	14	12	14	14	14	15	16	16	15	16	17	13	16	15	15	17	17	16	20	19	18	19	20	19	18	20	19	21	22	21	23	21	25	24	23	25	25	25	27	27	27	28	27	27	29	29	29	31	31	31	30	29	33	32	34	35	36	38	38	41	41	41	46	0	1	1	2	2	5	3	5	3	5	4	2	5	3	13	4	3	8	12	18	11	13	9	13	12	17	10	26	5	13	10	13	2	14	13	13	33	13	30	2	8	37	39	29	44	44	17	45	37	0	39	38	37	49	31	42	48	35	51	49	53	63	61	60	44	62	64	66	61	63	63	0	1	3	2	1	1	1	3	1	3	2	1	3	3	3	1	3	5	2	1	1	1	1	2	1	2	1	1	2	5	2	4	3	6	2	3	2	2	3	2	7	4	2	1	2	1	1	6	1	3	1	3	3	3	1	4	2	2	4	2	1	1	1	2	2	5	1	2	1	6	5	3	1
20500	-518.587728383914396	-516.881439743113788	-1.706288640800645	0.000191352253533	0.000038574876498	0.201590918245387	0.451362589423059	2	7	7	9	11	12	13	13	13	13	11	15	15	15	15	14	15	16	16	16	14	15	16	18	17	16	17	19	18	18	18	20	18	18	21	20	20	22	20	23	20	25	24	23	26	24	25	27	27	27	27	27	28	27	29	28	29	30	29	31	31	33	31	34	34	36	39	38	40	42	42	46	0	1	1	2	4	2	5	5	11	4	3	11	6	5	7	6	8	3	12	10	11	3	6	5	7	21	12	26	13	23	14	19	14	14	3	21	24	41	30	41	13	38	38	41	46	37	37	42	47	0	42	44	41	43	46	42	47	40	42	48	57	42	49	42	60	61	64	66	61	57	68	0	1	2	3	1	1	3	1	1	1	3	2	2	2	2	1	1	1	4	1	2	1	4	2	3	2	1	1	2	2	1	1	2	3	1	5	2	1	1	1	2	2	2	1	1	1	2	2	2	1	1	1	2	5	3	3	2	3	4	1	1	1	4	2	6	2	2	3	1	4	6	2	1
21000	-520.676005675310307	-518.652642689170307	-2.023362986139986	0.000195556054241	0.000026428829742	0.135147080180954	0.480682304609254	2	7	8	8	11	12	12	10	13	14	12	14	14	13	16	15	15	15	16	16	15	16	17	17	17	17	16	19	18	18	17	20	16	18	20	19	20	22	20	24	21	26	22	24	25	25	25	26	25	26	28	27	29	29	30	30	29	30	30	31	31	32	32	31	34	36	39	39	40	42	43	48	0	1	2	1	8	4	5	3	4	4	2	11	9	2	7	7	5	6	11	12	9	12	17	8	14	12	10	26	9	14	2	28	6	25	13	21	23	5	30	29	13	44	37	41	37	44	29	40	43	0	48	35	52	45	52	53	35	57	40	49	47	42	40	54	60	40	63	62	62	62	69	0	1	2	1	3	1	3	1	1	4	3	2	1	1	3	2	2	2	2	2	1	1	1	2	3	2	2	1	1	2	2	6	1	2	1	3	2	2	6	1	3	5	2	1	2	2	1	3	1	1	1	1	3	1	2	2	1	5	1	3	3	3	3	4	1	2	4	3	4	2	6	3	1
21500	-566.264218289673067	-564.374014712181065	-1.890203577491966	0.000203985963422	0.000032116204584	0.157443208565677	0.450287625804370	2	7	7	8	10	13	12	12	13	14	14	13	14	12	15	15	15	15	16	18	15	17	17	17	16	17	15	19	18	17	17	20	18	19	20	18	19	22	20	22	22	26	25	23	25	25	26	28	26	25	28	27	26	28	30	27	28	30	28	31	30	31	32	34	34	37	39	39	40	42	41	48	0	1	1	1	4	4	4	5	4	4	4	2	6	2	10	13	9	9	11	11	4	21	13	8	12	21	11	19	14	8	13	19	25	25	13	19	30	35	6	24	37	21	40	39	3	40	39	29	37	0	56	47	40	41	56	35	47	35	46	46	47	56	61	58	48	64	64	47	65	62	67	0	1	3	3	3	1	3	1	2	2	4	3	4	1	2	1	1	1	1	1	1	4	1	1	3	2	2	1	2	3	2	2	2	1	1	3	1	1	1	3	3	2	5	2	1	10	2	3	4	4	1	1	1	2	2	2	3	1	6	2	3	2	2	2	2	4	2	1	7	4	5	1	1
22000	-544.460305037584021	-542.772226860235037	-1.688078177348979	0.000155116033631	0.000032150075511	0.207264682819791	0.380038803817475	2	8	8	9	11	12	12	12	13	16	13	14	15	15	16	14	15	12	16	17	15	17	16	17	18	16	15	20	17	17	18	19	19	18	21	18	20	20	21	23	21	25	24	23	25	26	24	26	27	26	27	27	29	29	28	30	30	30	30	31	31	33	29	31	35	37	39	39	39	43	43	48	0	1	1	1	3	2	5	5	18	11	2	4	5	7	7	8	3	5	12	12	3	27	17	13	7	11	12	31	23	13	2	20	14	3	37	11	17	13	34	37	17	35	35	38	38	40	37	44	31	0	37	46	35	40	38	25	47	41	40	52	38	49	42	51	64	53	64	66	62	38	66	0	1	4	3	5	1	2	1	1	1	2	2	3	2	1	3	1	3	1	1	2	4	1	1	1	2	2	1	1	1	1	5	1	2	6	1	2	3	3	2	2	4	2	1	1	2	2	3	1	4	1	2	1	4	2	4	7	2	3	3	1	6	3	2	2	2	3	5	1	2	12	2	1
