step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71
11500	-403.415628753621831	-410.271116704581232	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.669959038797118	1	2	3	3	5	4	6	6	6	5	6	5	9	6	10	6	7	8	8	8	7	8	8	9	10	9	9	11	10	14	10	10	12	10	9	13	11	11	12	11	12	12	11	13	13	12	12	14	14	13	13	13	14	15	15	13	15	15	15	16	17	17	16	17	18	17	18	22	20	22	22	0	1	1	1	3	3	3	3	4	3	6	3	8	6	8	5	10	7	5	10	6	14	16	12	9	21	12	15	8	45	21	22	23	10	17	25	26	9	26	27	19	32	9	38	41	32	25	56	39	46	32	43	39	41	38	25	51	36	39	51	47	36	46	59	52	25	63	62	63	67	69	1	1	2	1	1	1	2	2	2	1	1	1	2	1	2	1	1	1	1	2	1	1	1	2	2	1	2	1	2	1	1	1	2	2	1	2	2	2	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	3	1	3	3	2	2	2	2	1	3	2	2	1
12000	-396.113502287421852	-402.968990238381252	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.703075908808296	1	2	3	4	4	4	6	6	6	6	6	6	8	6	8	6	7	9	7	8	8	8	8	9	11	10	10	11	9	13	10	10	11	10	10	13	11	11	13	12	12	12	10	13	10	11	12	13	14	14	13	12	15	14	15	12	16	14	15	15	17	16	15	17	18	17	18	21	21	21	24	0	1	1	2	2	3	3	3	4	4	6	3	5	6	16	3	10	12	4	10	12	14	16	7	29	21	24	15	16	41	21	14	43	20	17	25	26	45	26	27	45	32	18	38	9	22	13	56	39	46	32	43	39	41	38	25	46	47	39	51	25	25	46	59	43	36	57	61	63	67	69	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	3	1	1	2	1	1	1	2	1	1	2	1	1	2	2	3	1	1	2	2	1	1	1	3	1	2	1	1	1	3	2	2	1	2	1	1	2	2	2	2
12500	-413.184649936238600	-420.040137887198000	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.588715485330764	0	1	3	3	5	5	6	6	5	5	4	6	8	6	10	7	7	8	9	8	6	9	9	10	10	9	10	11	9	14	10	10	10	9	11	12	11	11	12	11	12	12	12	12	11	13	11	13	14	13	13	14	14	14	14	12	14	14	15	16	17	16	18	17	16	20	18	20	19	21	23	0	1	2	1	4	11	4	3	1	4	4	3	1	6	12	6	10	7	8	10	11	14	16	13	13	21	12	15	3	45	21	22	4	20	17	25	26	19	26	27	45	22	18	38	19	32	25	56	39	32	14	43	39	41	38	25	32	13	53	42	47	36	60	59	43	62	57	61	32	51	69	1	1	2	2	1	1	1	2	3	1	1	1	4	1	1	1	1	1	1	2	1	2	1	1	1	2	2	1	3	2	2	1	3	1	2	2	1	1	1	1	1	1	3	1	1	2	1	1	1	1	3	1	2	1	2	1	2	2	1	2	2	2	1	1	2	2	2	1	4	4	2
13000	-427.134121894412203	-433.989609845371604	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.554432325198699	0	2	3	3	4	5	6	6	7	6	4	5	10	7	9	6	7	8	8	8	7	9	8	10	10	10	10	10	7	13	11	9	10	10	10	13	11	11	13	11	12	12	12	12	10	13	12	13	14	14	13	14	15	15	14	12	15	14	16	16	16	15	18	17	19	20	19	22	20	20	23	0	1	1	1	1	11	12	3	4	4	3	3	8	6	7	3	10	8	4	10	6	14	8	12	7	21	8	8	8	44	21	6	23	20	17	13	26	45	26	27	19	22	33	38	4	32	25	25	39	42	32	43	26	41	38	25	51	47	39	42	47	36	57	59	3	62	63	61	63	46	69	1	1	1	2	2	1	1	2	2	2	1	1	2	1	1	2	1	1	3	1	2	1	1	2	3	2	1	2	1	1	2	2	1	2	1	2	1	1	1	1	2	1	2	1	4	2	1	3	1	1	2	1	2	2	2	1	1	1	2	2	2	1	2	1	7	2	1	3	1	3	2
13500	-429.780578913286433	-436.636066864245834	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.647030703238160	1	2	3	4	3	6	5	7	5	5	4	7	10	6	7	6	7	7	7	9	7	8	8	6	10	10	10	11	9	13	10	9	12	11	10	13	11	11	12	11	11	13	10	13	10	13	12	13	14	14	12	13	14	14	14	11	15	15	16	17	17	15	17	18	18	19	19	19	19	21	22	0	1	1	2	2	11	3	3	4	4	3	16	12	11	16	1	10	7	4	16	6	9	19	3	16	21	12	6	8	45	21	16	43	20	17	56	26	45	26	27	45	51	23	38	19	22	13	56	39	51	22	43	26	41	44	25	46	25	49	46	47	36	57	59	43	13	63	47	63	67	63	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	2	1	1	2	1	1	2	2	2	2	2	2	2	1	2	1	2	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	2	1	1	2	1	1	1	2	1	2	2	1	1	1	3	4	1	3	1	1	2
14000	-382.914503082214594	-389.769991033173994	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.714674203168123	-1	2	4	3	4	6	6	6	6	5	5	7	8	7	9	6	6	7	8	8	8	9	8	9	10	9	10	11	10	13	10	10	11	10	10	12	11	11	12	12	11	13	11	12	9	12	12	13	13	14	13	12	14	14	14	14	15	14	15	16	17	16	15	17	17	19	18	21	19	21	23	0	1	2	2	2	11	4	2	2	4	5	1	5	6	12	3	10	7	5	10	12	14	16	3	13	21	12	15	12	45	21	22	23	20	17	25	26	45	26	27	45	32	12	38	19	32	25	25	39	51	32	7	39	41	44	36	46	47	39	32	47	36	46	59	43	62	60	61	51	67	69	1	1	1	1	1	1	1	2	2	1	1	4	2	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	2	1	1	2	1	1	2	1	2	1	1	2	2	1	2	1	1	1	2	1	3	2	2	1	1	3	1	1	2	4	2	2
14500	-408.304271476056272	-415.159759427015672	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605883894340728	0	1	3	3	4	6	6	5	7	5	5	7	6	6	9	7	6	8	9	7	7	8	8	9	10	9	10	11	9	13	11	9	12	10	10	12	10	11	12	11	12	13	8	13	10	10	12	12	14	12	12	15	15	14	14	14	15	15	15	17	16	16	18	17	18	20	18	20	21	21	24	0	1	1	2	1	11	5	4	4	4	1	13	3	11	16	5	10	7	9	10	11	14	7	11	5	21	24	15	8	45	21	22	16	20	10	18	26	45	26	27	45	51	7	38	19	32	25	25	39	46	46	33	39	41	38	48	22	47	39	42	47	47	60	59	33	62	57	61	63	67	60	1	1	1	1	2	1	2	1	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	2	1	2	1	3	2	2	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	2	4	2	1	2	2	2	1	1	3	2	2	2	2	1	3
15000	-419.110890700431582	-425.966378651390983	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.622321618534529	0	1	3	4	5	5	6	6	6	6	3	7	9	6	9	6	7	8	8	8	6	10	8	9	11	8	10	11	8	13	10	9	10	11	10	12	10	10	11	12	12	12	12	13	11	12	12	13	15	13	12	14	14	14	13	13	15	14	16	16	17	16	17	17	18	19	18	20	20	22	22	0	1	1	1	4	11	4	3	4	4	2	3	2	11	23	3	10	7	9	10	6	32	16	7	5	21	8	13	8	45	21	14	16	20	17	13	21	23	37	27	38	25	33	38	13	22	25	13	39	42	32	13	39	44	41	25	46	25	39	42	47	47	57	59	33	62	60	61	46	67	63	1	1	1	2	1	1	1	1	1	1	1	2	4	2	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	2	2	2	1	2	2	2	1	1	1	1	1	1	2	1	1	1	2	2	1	2	4	1	1	1	1	2	1	3	2	2	2	1	1	4	2	2	1	3	2	3
15500	-411.071933124832469	-417.927421075791869	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.686518910630514	0	1	3	3	4	5	5	5	7	6	4	7	9	6	10	6	7	8	7	9	6	9	8	10	10	9	10	11	9	13	10	8	9	10	11	11	11	9	12	11	12	12	12	12	11	11	13	14	14	13	12	14	14	14	14	12	16	14	15	16	18	15	17	18	19	19	17	21	20	21	24	0	1	2	2	2	11	3	5	4	4	3	8	5	11	5	5	10	12	4	10	11	32	16	12	5	21	9	15	9	45	26	14	9	20	17	5	26	4	26	27	45	22	33	38	38	32	25	56	26	51	32	3	39	45	44	25	51	47	53	42	47	25	60	59	43	62	57	61	63	67	69	1	1	1	1	1	1	1	1	2	2	1	1	2	1	3	1	1	1	2	2	1	1	1	2	3	2	2	1	1	1	1	2	1	1	1	3	1	3	1	1	1	1	2	2	1	2	2	1	2	1	2	5	1	2	1	1	2	1	1	2	2	2	1	2	2	1	1	2	1	2	2
16000	-415.520980285654787	-422.376468236614187	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.631799384918574	1	2	3	4	4	4	6	5	6	6	5	5	9	5	8	6	7	8	8	8	6	7	7	8	10	10	9	11	9	13	11	9	12	11	9	11	8	10	12	12	11	13	11	12	12	12	13	12	14	13	11	15	14	14	14	13	15	14	16	16	17	14	16	18	18	16	18	20	21	20	23	0	1	1	2	1	3	3	3	1	4	6	3	2	6	9	5	9	7	4	10	6	14	16	8	13	21	12	15	24	45	21	22	27	20	17	25	21	9	26	24	38	32	1	38	38	51	36	36	39	32	22	33	39	41	44	48	51	5	49	42	47	9	46	59	52	58	63	61	57	67	69	1	1	1	1	2	1	1	1	3	1	1	1	3	1	1	1	1	1	2	1	1	2	1	2	1	2	2	2	1	1	2	2	2	2	1	1	1	2	1	2	1	2	4	1	1	1	1	1	1	2	2	1	1	2	1	1	2	4	1	1	2	3	2	1	2	1	1	2	2	1	1
16500	-402.242757684204662	-409.098245635164062	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.609146477445394	1	2	3	4	4	6	5	7	5	6	5	5	8	7	9	6	7	8	8	9	7	8	8	9	9	9	11	10	9	13	10	9	11	10	9	12	10	10	12	9	12	12	12	12	11	13	12	13	14	13	10	13	15	14	15	12	16	15	14	15	17	16	17	17	17	19	18	21	20	21	23	0	1	1	1	1	11	3	5	2	4	3	2	5	11	18	3	10	5	1	10	6	6	16	7	13	21	40	15	8	45	26	22	18	20	17	25	21	19	26	12	38	51	8	38	38	51	25	13	39	42	32	43	59	41	44	25	60	56	39	42	47	13	46	59	33	61	63	61	63	67	63	1	1	1	1	1	1	2	2	1	1	1	1	2	2	1	1	1	2	4	2	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	2	1	3	1	1	1	1	1	2	1	2	1	2	1	2	3	4	2	1	3	1	1	1	2	2	3
17000	-392.477232416216737	-399.332720367176137	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.649100280724111	1	2	4	3	4	6	5	6	6	5	5	5	7	6	10	6	7	8	9	8	6	8	8	7	9	9	11	11	9	14	10	10	12	10	10	12	10	9	12	10	12	12	11	12	11	12	12	13	14	13	12	12	14	14	14	12	15	14	15	16	16	16	16	16	17	20	18	22	20	22	23	0	1	2	2	2	11	3	3	4	4	3	4	5	11	24	3	10	7	9	10	11	14	16	3	13	21	40	15	8	45	21	22	43	20	17	18	26	13	26	24	45	32	23	38	38	32	5	25	39	42	32	43	39	41	44	13	46	47	39	42	36	36	46	59	43	62	57	61	60	67	69	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	2	2	2	1	1	2	2	1	1	1	1	2	2	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	3	2	1	1	1	1	1	2	1	3	2	1	2	2	2	2	1	1	3	2	2	3	2	2	2
17500	-436.596562160983012	-443.452050111942413	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.616796850410744	1	2	3	4	5	4	5	7	6	6	5	6	9	6	9	5	7	7	8	9	7	7	8	9	9	9	11	12	10	13	10	9	10	11	11	13	11	10	9	12	12	13	12	11	12	11	13	14	14	13	12	14	13	11	14	12	14	15	15	16	17	16	17	16	19	19	19	21	20	21	23	0	1	1	2	6	3	4	12	1	4	6	6	5	11	1	3	10	2	9	10	6	14	11	9	5	21	12	15	9	45	21	22	23	20	17	5	26	19	21	27	54	51	33	38	38	32	25	56	39	51	32	33	39	38	44	25	46	36	39	42	62	36	51	59	33	62	42	61	57	67	67	1	1	1	1	1	1	1	1	2	2	1	1	2	1	4	1	1	3	1	2	1	1	1	2	2	1	3	2	2	1	2	1	1	1	2	4	1	1	1	1	1	1	2	1	1	2	3	1	2	1	2	2	2	1	2	1	2	2	2	2	1	2	2	1	4	2	3	3	4	2	1
18000	-443.820628874065903	-450.676116825025304	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.594703825462383	1	2	3	2	5	5	6	7	5	6	4	6	8	6	9	6	7	8	7	7	8	8	8	9	10	8	9	12	9	14	10	10	12	10	10	12	10	10	13	11	13	12	11	12	11	12	12	14	15	13	12	15	15	15	15	13	16	14	15	16	17	16	18	17	19	18	19	20	19	22	22	0	1	1	1	2	11	2	3	4	5	3	3	7	6	7	3	10	3	9	10	12	6	16	12	5	7	12	15	8	45	21	14	25	20	17	25	26	4	26	8	45	22	23	38	38	32	9	25	39	42	32	33	39	41	44	25	46	25	39	42	47	47	32	59	33	62	57	61	60	67	63	1	1	1	1	2	1	3	3	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	3	1	2	2	1	2	1	1	1	2	2	1	1	3	3	3	1	2	1	1	1	2	4	1	1	1	2	2	1	1	1	1	2	2	1	2	2	2	4	2	3	1	2	1	1	1	2
18500	-419.425381286606125	-426.280869237565526	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.686486276962382	0	2	3	4	5	4	5	5	6	5	5	6	6	6	9	6	7	9	7	9	7	7	8	9	9	10	9	11	10	13	8	9	11	10	10	12	10	10	12	10	11	11	12	13	9	13	12	12	14	13	12	13	13	14	12	13	15	15	15	16	17	15	16	17	17	18	19	19	20	21	23	0	1	2	3	2	3	3	3	4	4	6	3	5	6	14	5	10	7	4	10	11	6	14	14	13	21	12	15	12	45	21	22	14	20	17	25	21	45	21	27	45	22	33	38	12	32	25	25	39	42	32	33	31	41	38	25	51	36	53	42	36	36	51	59	43	56	46	61	63	67	69	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	2	1	1	2	1	1	2	1	1	1	1	1	2	1	2	1	2	2	2	1	1	1	1	2	2	1	3	2	2	1	2	2	2	2	1	3	3	3	1	2	1	2
19000	-410.840035639199300	-417.695523590158700	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.621143328133977	-1	1	3	4	5	5	5	6	6	6	5	7	9	7	8	6	7	8	9	8	7	10	7	8	10	9	10	11	9	13	11	9	9	9	11	12	11	11	12	9	11	10	11	12	10	12	12	13	14	13	12	14	14	12	15	14	16	14	15	15	18	17	17	17	18	19	18	21	20	22	21	0	1	2	2	3	3	3	3	4	4	3	3	5	6	6	3	10	7	9	10	6	14	9	3	33	21	40	15	12	45	21	14	7	20	17	25	26	45	26	24	45	32	33	45	4	32	25	36	39	32	32	43	39	45	38	48	51	47	37	42	47	25	57	59	52	25	57	61	63	67	63	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	1	1	1	2	2	1	2	1	1	1	1	1	2	2	1	2	1	2	1	1	1	2	1	1	1	1	2	3	1	2	1	1	2	1	2	1	1	2	1	2	1	2	2	2	3	1	1	1	4	1	1	2	2	2
19500	-402.592708944223318	-409.448196895182718	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.660899515774393	0	2	3	5	4	4	4	6	7	4	5	7	9	6	10	6	7	9	8	9	7	7	8	9	10	9	10	11	8	12	11	9	11	10	9	12	11	12	11	12	10	11	11	13	10	11	13	14	15	14	12	14	13	14	14	12	15	14	15	15	17	14	16	17	17	19	18	21	21	22	23	0	1	1	3	2	2	2	3	4	2	6	3	5	6	7	3	10	7	4	17	11	14	16	8	13	21	12	15	12	45	21	22	16	20	17	13	26	45	26	27	19	32	23	38	19	32	36	36	39	42	32	43	39	41	44	13	46	25	53	32	47	25	51	59	43	36	63	61	60	67	51	1	2	2	1	1	1	1	2	1	1	1	2	2	1	3	2	2	2	2	1	1	1	1	2	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	2	2	3	1	1	2	1	2	2	2	2	3	2	2	2	1	3	4	1	2	2	2	5
20000	-411.156994576751060	-418.012482527710461	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.676616348164510	1	2	3	3	4	5	5	6	5	5	6	7	9	7	9	7	6	8	8	8	7	10	9	9	10	8	9	12	9	13	10	9	12	10	11	12	11	10	12	12	11	11	10	12	9	13	11	13	14	14	12	14	15	15	15	13	14	13	15	16	17	15	17	17	16	18	19	21	20	21	22	0	1	1	1	2	3	3	3	4	1	6	3	5	11	16	3	10	7	9	10	11	32	16	8	5	21	2	15	12	41	21	14	43	20	17	13	26	45	26	27	45	32	16	38	19	32	11	36	39	32	32	43	39	38	44	25	32	47	39	22	36	36	51	59	33	62	46	61	63	67	60	1	1	1	1	1	1	1	2	1	3	1	2	3	1	1	2	1	1	2	1	1	1	1	1	3	1	3	2	1	1	2	1	1	1	2	2	1	1	2	2	1	1	2	2	1	2	2	1	1	2	2	2	2	3	2	2	2	1	2	3	2	1	3	1	1	1	2	2	2	2	3
20500	-397.290571262785704	-404.146059213745104	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.622879217107027	0	1	3	5	4	5	6	6	6	6	6	6	9	7	9	5	7	8	8	8	7	9	8	9	10	9	9	11	9	12	10	9	12	10	10	13	9	11	12	12	13	13	10	12	10	12	12	13	14	14	13	14	14	14	14	12	16	14	15	16	18	16	18	18	16	20	18	22	21	21	22	0	1	2	2	1	3	3	4	4	4	6	3	23	4	8	5	10	7	9	10	6	14	16	12	13	21	12	15	8	45	21	14	43	20	17	25	21	45	26	12	30	32	23	38	19	32	25	56	37	51	32	43	39	45	44	25	46	47	49	42	47	25	57	59	33	61	60	61	63	67	63	1	1	1	3	1	1	1	1	1	1	1	2	1	1	3	1	1	1	1	2	2	1	2	2	1	1	2	1	1	1	2	1	2	1	2	2	2	1	1	4	1	2	1	1	1	2	1	1	3	1	2	2	1	2	1	1	2	1	1	2	3	2	2	2	2	2	1	2	1	2	2
21000	-416.811821986591156	-423.667309937550556	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.582076543618234	1	2	4	3	5	3	5	5	6	6	6	7	9	7	9	6	7	8	7	8	8	9	8	10	10	10	9	11	9	12	11	10	11	10	10	11	11	11	12	11	12	12	11	12	10	13	11	12	14	14	12	14	14	15	14	14	15	13	16	16	18	16	17	18	18	19	18	22	20	22	22	0	1	2	1	1	1	3	6	4	8	6	6	5	11	8	3	10	7	8	10	8	14	16	13	4	21	12	15	11	45	21	22	12	20	17	12	26	45	26	27	45	32	16	38	19	32	25	36	39	42	32	33	39	41	38	48	46	47	53	42	36	25	22	59	33	36	46	61	60	67	69	1	1	1	1	1	1	1	2	1	1	2	2	2	1	2	1	1	2	1	1	2	1	2	1	3	1	2	2	2	1	2	1	1	2	2	3	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	2	2	2	2	1	1	1	2	2	3	4	2	3	3	2	2	2	2	1
21500	-406.867789426393642	-413.723277377353043	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.564475005044856	1	2	3	4	5	5	5	7	6	6	4	7	8	6	9	5	7	8	8	8	7	9	7	9	10	9	9	12	8	13	10	10	10	11	10	11	10	11	12	11	13	12	11	12	10	13	13	13	13	14	13	14	14	14	14	14	15	15	15	15	17	15	17	18	18	18	18	21	20	20	23	0	1	1	2	1	11	3	3	4	4	2	16	5	11	12	3	10	7	4	10	6	6	16	12	13	21	12	15	9	45	21	22	8	20	17	13	26	45	31	27	45	32	33	38	19	32	25	25	26	42	32	43	39	44	44	48	32	47	53	32	25	13	46	59	43	61	60	61	60	67	57	1	1	2	1	2	1	1	2	1	1	1	2	2	1	1	2	1	2	2	2	1	2	1	1	2	2	1	2	1	1	1	1	2	2	2	2	1	1	2	1	2	1	1	1	2	1	2	1	2	2	2	1	1	2	1	1	2	1	1	2	4	3	3	2	4	1	2	2	2	1	3
22000	-418.082644566921601	-424.938132517881002	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.654134690251344	0	2	3	3	4	5	6	6	6	5	6	7	8	7	9	6	6	8	7	9	7	10	8	8	10	9	10	12	9	12	10	8	11	11	9	13	9	11	12	12	13	12	12	13	13	11	12	13	14	13	11	14	14	14	15	13	14	14	15	15	17	17	18	17	18	19	18	21	19	22	23	0	1	2	2	2	3	3	3	2	4	6	7	5	6	16	6	10	9	2	10	3	8	16	19	13	21	12	15	14	38	21	14	3	20	17	25	21	19	37	12	30	51	9	30	30	32	13	25	39	46	32	43	39	41	44	25	46	47	53	42	47	47	46	59	52	62	57	61	67	67	69	1	1	1	1	1	2	2	2	2	1	1	1	2	1	1	1	1	1	3	3	2	2	1	1	1	1	1	1	1	1	2	1	3	1	1	2	1	2	2	2	1	1	3	1	1	2	2	2	1	1	2	1	1	1	1	1	3	1	1	2	3	3	3	1	2	2	3	2	1	2	2
22500	-390.642369080916922	-397.497857031876322	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.741009632859558	1	2	4	3	5	6	6	7	6	5	5	6	9	7	9	7	7	9	8	9	7	10	8	9	10	9	9	11	9	11	9	9	12	11	11	11	11	10	12	12	12	13	11	12	12	12	12	14	14	14	12	13	13	14	15	14	14	14	15	17	16	17	16	17	16	20	19	20	20	20	23	0	1	2	2	1	3	5	9	2	4	3	1	5	6	5	3	10	7	3	10	11	32	16	12	5	21	11	15	8	38	21	14	43	20	17	12	26	19	26	27	30	51	23	38	30	32	25	25	39	51	32	33	39	41	44	25	22	47	39	42	47	48	57	59	43	62	63	61	67	67	69	1	1	1	1	2	1	1	1	1	1	1	3	2	1	2	1	1	2	2	2	1	1	1	1	3	1	2	1	1	1	1	1	1	2	2	2	1	1	1	2	1	1	1	1	1	2	1	2	1	1	2	1	1	1	2	2	2	1	1	2	2	2	1	2	2	1	2	2	1	1	2
23000	-434.906758425868588	-441.762246376827989	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.723931933106713	1	2	3	4	3	5	5	5	6	6	4	7	9	6	10	6	7	8	8	8	7	9	8	10	10	9	8	10	9	11	11	8	12	11	10	13	10	10	12	11	13	12	11	13	12	13	12	14	13	14	11	14	14	15	15	14	15	14	16	16	18	16	17	18	17	18	19	22	20	19	22	0	1	1	5	1	11	3	3	2	6	3	3	5	11	9	3	10	16	4	10	6	14	16	12	6	21	12	12	8	38	21	1	43	20	17	25	26	19	26	27	45	22	12	38	30	51	25	25	39	22	32	33	39	41	44	36	46	47	53	51	36	47	57	59	33	62	63	36	63	63	63	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	1	1	1	2	1	1	2	1	1	3	1	1	2	2	1	2	3	1	2	2	1	1	1	1	2	1	2	2	2	1	2	2	2	1	3	1	1	1	2	1	1	2	1	1	2	2	3	1	1	2	1	2	4	2	1	2
23500	-429.490602076211246	-436.346090027170646	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.620998377492707	1	2	3	3	5	4	6	6	5	5	5	5	10	7	8	7	6	9	9	8	7	10	9	10	10	9	10	11	10	11	11	9	12	10	10	12	11	10	11	10	12	11	11	12	13	12	12	11	15	12	13	15	14	15	15	14	15	14	16	15	18	16	18	17	17	19	17	20	21	20	24	0	1	1	1	1	3	5	3	4	4	6	3	5	11	8	5	10	7	9	10	6	32	3	23	5	16	12	15	8	38	26	14	23	20	17	25	26	23	21	12	30	22	23	38	30	32	25	18	53	42	32	43	26	41	44	48	32	25	53	42	47	36	51	59	33	62	51	61	63	51	67	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	2	1	2	2	2	2	1	4	1	2	1	2	2	2	1	1	1	2	1	2	1	1	1	2	4	1	1	1	1	1	2	1	1	1	1	2	2	3	2	2	1	2	2	1	3	4	2	2	1	2	2	3	1	2	4	3
