step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79
5000	-236.635882979837447	-245.686726360288787	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991050906398309	0	5	4	3	6	4	6	2	6	6	4	6	9	11	9	7	8	9	9	8	11	12	10	7	7	9	7	8	10	7	9	9	9	7	8	12	14	13	10	5	8	10	10	8	11	11	9	10	10	15	13	12	11	14	10	9	8	9	11	14	12	13	14	18	15	12	12	14	14	17	11	16	16	13	19	21	17	14	19	0	11	8	8	40	4	11	1	3	11	4	40	7	10	28	40	16	16	20	10	58	31	32	7	12	28	9	9	28	2	24	34	27	40	9	33	38	52	35	4	34	33	31	34	41	20	16	8	28	54	14	40	31	36	17	27	34	27	39	47	56	52	38	65	54	29	44	61	36	50	44	50	78	36	60	79	73	21	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5500	-223.736535092110728	-232.787378472562068	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989457653886142	0	11	5	2	4	6	7	5	5	4	6	6	8	11	9	6	6	9	9	8	11	10	10	8	7	9	8	6	11	10	9	8	10	10	9	14	15	13	12	10	9	9	10	10	12	12	11	7	12	10	12	15	11	12	12	11	12	12	13	11	15	12	16	16	14	15	13	13	15	16	14	15	18	16	14	20	19	18	16	0	13	4	1	1	8	9	10	10	4	4	8	16	44	11	8	9	7	27	7	19	20	32	28	28	48	12	1	34	32	17	8	20	26	6	2	71	35	47	41	13	7	26	27	14	53	34	4	33	13	35	38	7	30	22	24	43	30	41	27	46	33	65	71	55	75	46	39	46	61	22	38	79	36	43	63	37	37	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6000	-239.907631211544015	-248.958474591995355	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.957031919790247	0	11	5	4	5	3	6	6	6	4	6	5	9	11	9	7	5	6	9	7	10	9	8	7	7	7	9	7	9	10	10	8	11	9	10	11	7	12	11	10	7	8	10	9	12	13	5	10	12	15	12	14	9	15	8	10	14	12	14	14	12	9	16	18	12	13	13	16	15	16	15	16	16	13	11	21	15	19	19	0	5	6	1	4	1	5	4	3	1	17	4	26	26	26	11	4	5	32	10	55	16	25	8	17	3	32	9	9	28	42	20	23	25	55	31	12	36	44	22	47	18	9	42	21	51	4	8	31	67	2	46	28	75	20	37	74	35	38	49	2	24	74	73	29	33	31	60	2	57	59	57	52	39	41	78	57	46	54	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6500	-227.018821851603036	-236.069665232054376	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.975436548436817	0	11	2	3	6	5	4	6	5	6	4	5	9	11	9	7	8	7	8	9	11	11	9	6	8	7	7	8	9	9	7	8	8	9	10	10	12	12	11	9	8	9	10	10	10	13	10	10	8	12	9	14	11	14	12	9	14	12	14	15	14	13	16	18	10	13	14	15	14	18	13	15	13	18	16	20	19	16	20	0	43	1	3	7	7	3	9	4	3	3	4	27	23	31	8	24	5	18	27	13	51	19	9	24	9	6	10	27	8	8	24	9	6	18	28	43	31	48	8	5	41	15	49	19	48	49	5	5	22	18	66	19	55	32	9	48	15	38	52	21	58	57	52	33	21	55	54	53	78	2	55	22	71	56	74	70	52	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7000	-242.403798056893748	-251.454641437345089	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990965776106526	1	9	5	2	6	5	5	4	3	4	6	6	7	11	10	6	4	8	9	7	8	11	6	8	8	8	8	9	10	8	10	8	11	10	9	12	14	10	12	9	10	7	10	10	8	12	11	11	12	15	13	15	7	12	12	10	14	12	14	14	13	13	15	15	13	14	10	15	16	16	14	17	16	17	19	22	18	18	11	0	23	10	1	4	10	10	4	1	1	6	17	6	40	20	6	4	42	23	12	42	56	3	3	6	7	11	11	28	20	21	12	15	42	32	41	22	21	15	24	35	11	30	2	23	18	40	42	43	19	56	21	16	31	34	28	22	25	32	14	39	39	61	37	42	54	53	67	66	64	49	71	37	64	70	60	73	51	43	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7500	-222.969097549350693	-232.019940929802033	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981427615310106	1	10	4	3	6	6	5	4	6	5	5	3	8	8	9	5	8	8	10	8	11	11	10	7	7	7	9	7	11	9	7	6	8	10	10	13	14	12	6	11	10	9	10	9	12	12	10	10	13	14	11	12	12	14	11	11	14	7	10	14	9	13	12	18	15	14	14	16	16	17	14	15	13	18	18	17	18	18	19	0	17	4	1	11	3	3	12	4	4	3	1	31	39	18	3	6	7	58	6	41	15	27	16	6	6	13	7	24	39	3	8	58	20	18	41	46	27	8	33	13	6	20	32	48	21	20	18	51	52	34	21	35	73	30	18	46	16	25	55	24	23	21	65	22	45	53	50	57	50	53	71	51	69	59	65	69	71	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8000	-238.952743741611243	-248.003587122062584	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.969870687677876	0	10	4	3	4	6	6	5	6	5	5	6	8	7	8	6	7	8	8	9	10	8	9	7	8	6	7	8	9	9	10	7	10	10	10	13	13	10	12	8	9	10	11	9	10	11	11	10	13	14	12	11	12	15	12	10	12	12	12	13	15	13	15	18	14	14	12	16	10	14	14	15	11	17	18	19	15	15	16	0	28	1	1	4	8	8	4	11	5	3	4	24	10	24	10	11	6	17	24	41	12	25	8	11	3	12	10	28	8	44	10	14	27	26	34	53	22	38	26	40	44	42	19	18	26	22	40	53	51	34	31	33	49	19	17	41	15	45	39	36	58	62	60	69	73	33	40	18	23	51	49	56	77	66	60	49	37	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8500	-238.889652053706300	-247.940495434157640	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999812365898878	0	10	3	4	6	6	7	3	6	6	5	6	8	8	9	7	7	9	8	9	11	10	5	7	5	9	7	9	11	10	10	10	11	8	10	12	13	12	10	9	10	7	11	10	11	12	9	11	12	14	11	13	11	15	10	11	13	13	12	14	15	10	12	18	13	14	11	15	15	15	14	16	18	17	19	19	18	18	18	0	12	1	3	4	3	25	1	25	25	3	8	11	10	23	8	11	24	9	23	34	27	4	11	1	7	25	17	28	42	14	20	28	42	25	43	48	35	40	9	28	12	41	28	40	44	10	42	2	2	55	35	26	52	26	35	22	33	22	21	60	16	53	54	32	55	39	32	50	57	48	62	58	49	74	41	50	70	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9000	-241.813676313569260	-250.864519694020601	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.964070086439222	0	10	4	3	5	6	6	6	6	6	6	6	8	9	9	7	8	7	9	7	10	5	9	8	7	8	8	9	11	9	8	9	11	7	8	13	12	9	10	9	7	7	10	10	12	12	9	10	12	13	12	11	11	14	11	10	12	10	14	14	14	13	14	16	13	13	10	16	13	16	11	11	18	16	16	21	19	19	18	0	35	4	1	4	4	4	5	3	4	5	3	41	24	7	7	18	6	8	6	18	4	22	6	11	16	10	11	23	7	12	42	43	8	41	58	48	41	35	13	8	11	32	30	40	44	25	14	67	38	32	21	19	17	31	31	72	35	19	51	67	53	71	32	33	57	19	60	17	57	2	10	64	51	60	79	70	50	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9500	-232.774956521153257	-241.825799901604597	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991686684636218	1	11	4	4	6	5	7	6	5	6	3	6	8	11	9	5	8	8	10	7	8	11	8	7	7	6	6	9	11	8	10	9	11	9	10	14	12	12	8	11	10	10	9	10	11	11	10	9	13	15	13	11	11	15	12	11	12	8	13	14	14	13	13	18	13	14	14	13	15	16	15	15	15	17	14	21	17	18	17	0	28	11	11	16	3	26	11	4	6	1	3	10	23	20	11	20	24	28	12	9	18	26	9	11	16	3	25	35	16	58	23	15	58	17	33	52	53	7	21	25	48	9	25	7	15	43	5	52	43	22	43	31	33	21	58	40	20	25	41	2	37	45	65	57	49	2	33	37	75	65	42	62	71	68	69	72	74	54	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
